,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingCosts_sy,,,,,-21.23,,,,-12.82,11.92,,-8.70,,-2.28,7.32,,9.10,20.97,17.40,,-12.43,,-6.70,49.90,22.18,4.72,35.71,19.35,-27.62,-2.04,-21.89
IncomeOtherOperatingCosts_qq,,-100.00,,,,-77.56,-100.00,,-100.00,,-94.84,-100.00,,-55.00,2555.56,-100.00,,37659.32,-100.06,200.00,2607.69,1294.89,-153.56,119.39,3813.73,-98.90,604.55,-38.06,900.00,-66.67,479.06
IncomeOtherOperatingCosts_sq,,-88.30,,,,-74.94,63.80,,155.00,,8.71,-7.69,,-57.79,20.72,-19.70,,-63.87,-6.48,-28.34,245.71,-63.25,41.26,-31.58,206.08,-74.35,40.00,-23.03,94.26,-57.84,78.46
IncomeEBIT,1917000,,1091000,,3088000,1651000,1648000,1831000,1942000,2060000,2288000,2714000,2944000,3766000,3963000,3866000,2298000,4670000,6202000,3776000,6479000,-6129000,12306000,8880000,31473000,1294000,16470000,14093000,9963000,7073000,3772000
IncomeEBIT_yy,,,,,61.08,,51.03,,-37.11,24.82,38.86,48.24,51.59,82.76,73.21,42.46,-21.94,24.03,56.50,-2.32,181.98,-231.23,98.41,135.17,385.75,121.11,33.84,58.70,-68.34,446.60,-77.10
IncomeEBIT_sy,,,,,17.42,,0.22,,8.23,35.59,60.44,47.09,8.92,14.68,16.73,22.00,28.04,7.53,19.42,22.78,-15.44,5.02,15.12,-4.38,-3.12,26.09,27.58,1.98,2.50,1.27,41.53
IncomeEBIT_qq,,-100.00,,-100.00,,-46.54,-0.17,11.09,6.09,6.10,11.05,18.60,8.48,27.92,5.25,-2.46,-40.56,103.25,32.81,-39.12,71.59,-194.59,300.78,-27.84,254.43,-95.89,1172.80,-14.43,-29.31,-29.01,-46.67
IncomeEBIT_sq,,-25.10,,-5.06,,-40.42,-0.17,4.20,47.01,-39.22,-7.98,21.84,25.15,-29.98,4.60,23.94,35.18,-42.43,-0.04,23.58,4.92,-4.16,7.55,0.48,25.15,-15.40,21.03,-13.40,3.75,-37.32,21.82
IncomeFinanceIncome,22000,,17000,,329000,124000,,1327000,1212000,1131000,899000,882000,672000,930000,839000,1168000,1175000,1652000,259000,491000,-11000,52000,2399000,-1753000,1130000,520000,164000,-95000,25000,204000,458000
IncomeFinanceIncome_yy,,,,,1425.36,,-100.00,,268.37,809.43,,-33.57,-44.54,-17.72,-6.72,32.50,74.72,77.52,-69.16,-57.97,-100.94,-96.85,827.69,-457.10,10372.73,900.00,-93.16,94.58,-97.79,-60.77,179.27
IncomeFinanceIncome_sy,,,,,20.28,,7.09,,9.89,-22.46,,-49.82,4.12,-15.08,-30.60,90.70,-11.76,45.12,-38.40,-23.58,-15.97,-21.94,59.77,-54.55,20.88,16.13,-35.29,94.58,-4.93,-4.17,177.48
IncomeFinanceIncome_qq,,-100.00,,-100.00,,-62.22,-100.00,,-8.67,-6.72,-20.48,-1.95,-23.74,38.40,-9.86,39.28,0.56,40.61,-84.34,89.83,-102.24,572.73,4513.46,-173.07,164.46,-53.98,-68.46,-157.93,126.32,716.00,124.51
IncomeFinanceIncome_sq,,92.93,,20.37,,6.98,-9.68,,9.04,-24.45,-0.76,-47.06,109.67,2.68,-16.67,12.45,36.38,29.83,-60.91,39.28,42.86,31.56,-0.21,-48.05,129.76,-26.76,-30.21,6.71,32.90,-7.14,148.57
IncomeFinanceCosts,95000,,83000,,6000,188000,,330000,108000,164000,-50000,109000,-109000,24000,15000,-37000,1000,38000,-21000,844000,5369000,637000,918000,830000,902000,1805000,1735000,984000,1318000,1041000,749000
IncomeFinanceCosts_yy,,,,,-93.66,,-100.00,,1694.02,-12.45,,-66.97,-200.56,-85.51,130.62,-134.22,101.01,57.56,-235.06,2361.66,487963.62,1598.67,4513.46,-1.61,-83.20,183.36,89.00,18.55,46.12,-42.33,-56.83
IncomeFinanceCosts_sy,,,,,36.41,,-12.68,,-26.83,-30.21,,-47.06,-12.85,-21.21,-8.18,99.09,122.27,19.20,3.73,-11.29,-49.88,36.65,42.76,-8.54,56.26,35.22,112.44,57.18,37.18,-47.16,-46.09
IncomeFinanceCosts_qq,,-100.00,,-100.00,,3017.44,-100.00,,-67.27,52.13,-130.61,316.70,-199.63,121.92,-35.29,-342.21,102.95,3309.09,-155.47,4155.77,536.40,-88.13,44.11,-9.59,8.67,100.11,-3.88,-43.29,33.94,-21.02,-28.05
IncomeFinanceCosts_sq,,-12.50,,12.26,,-3.94,-15.28,,-14.67,-2.78,6.14,-31.66,36.69,-7.16,-8.98,11.41,19.51,1.73,-5.68,8.10,12.48,33.96,-13.30,-15.25,36.33,5.10,5.12,-46.47,72.44,-43.62,-22.92
IncomeOtherIncome,,,,,-7000,32000,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,100.00,-100.00,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,-100.00,34.01,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,591.69,-100.00,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,389000,704000,321000,1073000,1306000,1619000,2014000,2493000,3046000,3027000,3237000,3486000,3725000,4672000,4787000,5071000,3471000,6284000,6482000,3423000,1100000,-6714000,13787000,6297000,31701000,9000,14899000,13014000,8670000,6236000,3481000
IncomeNetGrossProfit_yy,,,,,235.38,130.01,526.87,132.40,133.18,86.92,60.78,39.82,22.28,54.36,47.85,45.46,-6.80,34.51,35.42,-32.49,-68.32,-206.84,112.70,83.95,2782.96,100.13,8.07,106.67,-72.65,69188.89,-76.64
IncomeNetGrossProfit_sy,,,,,43.80,2.38,-24.61,-23.14,22.86,17.76,78.01,39.82,18.22,16.46,4.34,21.00,15.44,9.79,18.10,16.63,-4.18,1.37,0.84,6.96,-13.61,31.70,4.94,-3.26,-7.63,7.52,34.74
IncomeNetGrossProfit_qq,,80.75,-54.38,234.00,21.76,23.96,24.35,23.83,22.17,-0.63,6.96,7.68,6.84,25.44,2.45,5.94,-31.55,81.04,3.14,-47.19,-67.88,-710.59,305.35,-54.33,403.43,-99.97,165444.45,-12.65,-33.38,-28.07,-44.18
IncomeNetGrossProfit_sq,,-3.16,-9.34,5.40,10.60,-17.98,-9.29,8.43,45.14,-30.74,-23.33,21.92,39.58,-34.68,-4.84,30.34,31.06,-14.52,-14.08,14.54,16.59,-28.16,19.60,7.06,5.44,-22.32,5.62,-1.76,-5.42,-31.58,28.38
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,389000,704000,321000,1073000,1306000,1619000,2014000,2493000,3046000,3027000,3237000,3486000,3725000,4672000,4787000,5071000,3471000,6284000,6482000,3423000,1100000,-6714000,13787000,6297000,31701000,9000,14899000,13014000,8670000,6236000,3481000
IncomeBeforeTaxProfit_yy,,,,,235.38,130.01,526.87,132.40,133.18,86.92,60.78,39.82,22.28,54.36,47.85,45.46,-6.80,34.51,35.42,-32.49,-68.32,-206.84,112.70,83.95,2782.96,100.13,8.07,106.67,-72.65,69188.89,-76.64
IncomeBeforeTaxProfit_sy,,,,,43.80,2.38,-24.61,-23.14,23.08,17.76,78.01,39.82,18.22,16.46,8.12,21.00,15.44,9.79,18.10,16.63,-4.18,1.37,0.84,6.96,-13.61,31.70,4.94,-3.26,-7.63,7.52,34.74
IncomeBeforeTaxProfit_qq,,80.75,-54.38,234.00,21.76,23.96,24.35,23.83,22.17,-0.63,6.96,7.68,6.84,25.44,2.45,5.94,-31.55,81.04,3.14,-47.19,-67.88,-710.59,305.35,-54.33,403.43,-99.97,165444.45,-12.65,-33.38,-28.07,-44.18
IncomeBeforeTaxProfit_sq,,-3.16,-9.34,5.40,10.39,-17.98,-9.29,8.43,45.14,-30.74,-23.33,24.44,33.55,-34.68,-4.84,30.34,31.06,-14.52,-14.08,14.54,16.59,-28.16,19.60,7.06,5.44,-22.32,5.62,-1.76,-5.42,-31.58,28.38
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,306000,706000,324000,925000,1051000,1324000,1636000,2033000,2419000,2427000,2632000,2822000,2994000,3773000,3864000,4097000,2794000,5067000,5240000,2761000,857000,-5984000,12392000,5595000,30001000,1045000,11991000,11265000,9352000,5288000,3168000
IncomeNetProfit_yy,,,,,242.99,87.58,404.95,119.76,130.19,83.23,60.92,38.80,23.76,55.47,46.78,45.18,-6.68,34.30,35.62,-32.60,-69.31,-218.10,136.50,102.64,3399.48,117.46,-3.24,101.34,-68.83,406.03,-73.58
IncomeNetProfit_sy,,,,,34.70,4.78,-36.36,-20.16,15.23,-9.90,110.32,45.07,4.06,18.29,17.52,17.00,8.94,6.69,14.40,26.46,18.74,-9.72,2.76,17.60,-16.72,39.28,2.95,-0.30,2.89,9.83,24.08
IncomeNetProfit_qq,,130.43,-54.12,185.57,13.60,26.02,23.52,24.28,18.99,0.31,8.47,7.20,6.10,26.02,2.41,6.03,-31.81,81.38,3.41,-47.31,-68.95,-798.01,307.09,-54.85,436.21,-96.52,1047.46,-6.05,-16.98,-43.46,-40.09
IncomeNetProfit_sq,,-22.02,-8.79,2.30,10.65,-15.15,-7.86,2.90,48.89,-39.85,-16.88,14.77,33.02,-32.88,0.38,30.54,24.62,-14.02,-13.22,15.20,19.31,-27.37,15.92,18.56,3.57,-17.83,-10.45,-6.12,0.24,-9.83,29.85
IncomeShareholderNetProfit,307000,706000,324000,925000,1051000,1324000,,4993000,2419000,2427000,2632000,2822000,2994000,3773000,3864000,4097000,2794000,5067000,5240000,2761000,857000,-5984000,10700000,4505000,30887000,1962000,7777000,8454000,7346000,4100000,2435000
IncomeShareholderNetProfit_yy,,,,,242.88,87.58,-100.00,439.75,130.12,83.23,,-43.49,23.75,55.47,46.78,45.18,-6.68,34.30,35.62,-32.60,-69.31,-218.10,104.21,63.16,3502.82,132.79,-27.32,87.66,-76.22,108.97,-68.69
IncomeShareholderNetProfit_sy,,,,,26.33,16.05,-31.98,-23.10,10.83,-5.68,,45.07,4.06,19.06,15.46,22.26,9.16,6.69,14.40,26.46,20.43,-14.83,-7.72,13.26,-22.66,39.28,3.32,1.23,2.89,8.02,28.08
IncomeShareholderNetProfit_qq,,130.29,-54.12,185.57,13.63,25.99,-100.00,,-51.55,0.31,8.47,7.20,6.09,26.03,2.41,6.03,-31.81,81.38,3.41,-47.30,-68.95,-798.01,278.81,-57.90,585.62,-93.65,296.38,8.71,-13.11,-44.19,-40.61
IncomeShareholderNetProfit_sq,,-22.00,-7.12,-3.69,13.63,-8.40,-13.34,,49.05,-42.21,-16.88,10.39,30.16,-31.18,-3.97,31.23,28.52,-15.18,-13.66,15.43,21.18,-27.37,20.18,6.16,3.57,-11.06,-10.45,-2.33,0.24,-6.33,29.03
BalanceNoncurrentAssets,838000,,741000,,4629000,5083000,6098000,6783000,10365000,20338000,31006000,27669000,36413000,35574000,48272000,49377000,51525000,50738000,51685000,67683000,47595000,156722000,177652000,175506000,280325000,270211000,248832000,238491000,228573000,223704000,228158000
BalanceNoncurrentAssets_yy,,,,,452.58,,722.74,,123.91,300.11,408.45,307.92,251.31,74.92,55.69,78.45,41.50,42.62,7.07,37.08,-7.63,208.89,243.72,159.31,488.98,72.41,40.07,35.89,-18.46,-17.21,-8.31
BalanceNoncurrentAssets_sy,,,,,7.25,,2.74,,2.49,1.58,2.35,3.46,3.18,6.30,0.34,6.03,7.71,4.60,6.50,6.73,7.42,8.06,6.56,5.88,4.79,7.16,3.72,2.52,3.77,3.72,1.52
BalanceNoncurrentAssets_qq,,-100.00,,-100.00,,9.81,19.97,11.23,52.81,96.21,52.46,-10.76,31.60,-2.30,35.69,2.29,4.35,-1.53,1.87,30.95,-29.68,229.28,13.35,-1.21,59.72,-3.61,-7.91,-4.16,-4.16,-2.13,1.99
BalanceNoncurrentAssets_sq,,0.28,,-100.00,,0.01,-0.37,-0.22,0.24,-0.62,1.18,-0.06,0.36,1.44,0.56,1.22,1.19,-0.30,1.67,1.16,1.82,-0.24,1.35,0.48,2.20,0.31,-0.61,0.25,2.70,0.26,1.03
BalanceIntangibleAssets,834000,,734000,,1629000,1524000,,1317000,1230000,1143000,,985000,5174000,814000,6951000,7796000,9344000,9984000,10299000,10547000,10772000,115406000,126369000,127075000,237383000,223654000,210043000,206541000,196900000,193051000,209502000
BalanceIntangibleAssets_yy,,,,,95.26,,-100.00,,-24.47,-24.98,,-25.23,320.67,-28.82,,691.69,80.60,1126.81,48.17,35.30,15.28,1055.93,1126.95,1104.80,2103.70,93.80,66.21,62.53,-17.05,-13.68,-0.26
BalanceIntangibleAssets_sy,,,,,4.80,,2.28,,0.24,0.20,,-0.28,0.78,1.04,,-0.13,2.14,4.74,3.87,3.13,4.82,2.59,3.92,4.58,3.62,-0.06,6.73,6.44,5.18,-0.12,-0.06
BalanceIntangibleAssets_qq,,-100.00,,-100.00,,-6.42,-100.00,,-6.61,-7.05,-100.00,,425.46,-84.27,754.17,12.15,19.86,6.84,3.16,2.41,2.13,971.35,9.50,0.56,86.81,-5.78,-6.09,-1.67,-4.67,-1.95,8.52
BalanceIntangibleAssets_sq,,-1.13,,-100.00,,-0.93,-0.23,,-0.22,-1.51,-0.02,,-0.20,-0.16,-0.05,0.03,1.00,-0.12,0.14,-0.12,0.13,-0.51,-0.12,-0.24,1.42,-0.20,-0.05,-0.18,1.13,0.04,-0.23
BalanceProperty,,,,,0,6000,,8000,166000,199000,,291000,345000,430000,519000,640000,960000,942000,916000,871000,879000,4744000,15069000,15935000,22112000,22370000,20764000,18948000,17249000,15793000,15783000
BalanceProperty_yy,,,,,,,,,,3214.33,,3536.25,107.83,116.13,,119.97,178.38,119.19,76.53,36.16,-8.48,403.56,1544.73,1728.88,2415.59,371.54,37.79,18.91,-21.99,-29.40,-23.99
BalanceProperty_sy,,,,,,,,,,-1.50,,-0.26,3.59,6.39,,7.66,1.70,-0.17,10.79,6.54,7.53,8.49,2.55,1.34,0.21,0.96,-2.66,-0.12,0.53,-1.37,-1.10
BalanceProperty_qq,,,,,,,-100.00,,1975.00,19.80,-100.00,,18.60,24.58,20.75,23.29,50.09,-1.91,-2.75,-4.90,0.88,439.70,217.64,5.75,38.76,1.17,-7.18,-8.75,-8.97,-8.44,-0.06
BalanceProperty_sq,,,,,,,-0.47,,-0.90,-0.54,-0.58,,0.66,1.70,-0.57,1.29,0.20,-1.50,1.82,0.42,2.12,-0.20,0.20,-0.16,,-0.77,-0.56,-0.83,-0.39,-0.24,-1.23
BalanceNoncurrentReceivables,,,,,,,878000,1202000,551000,,773000,1577000,14000,2051000,12000,11000,10000,9000,8000,7000,6000,5000,3000,2000,1000,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,-11.93,31.19,-97.40,,-98.44,-99.30,-30.77,-99.57,-36.36,-40.00,-39.39,-43.18,-61.04,-69.70,-83.33,-100.00,-100.00,-100.00,-100.00,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,-11.93,15.34,-3.41,,-14.24,-17.38,-30.77,-10.89,,-12.20,,,,,,0.58,-3.67,0.58,1.40,,
BalanceNoncurrentReceivables_qq,,,,,,,,36.88,-54.16,-100.00,,103.90,-99.09,14241.96,-99.41,-9.09,-10.00,-11.11,-12.50,-14.29,-9.09,-16.67,-40.00,-33.33,-50.00,-100.00,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,-14.42,-8.41,,2.66,,-0.40,,,-9.69,-0.94,-0.17,,-2.17,,,,,,,,,,
BalanceNoncurrInvestments,0,,,,2756000,3018000,,4248000,8413000,18332000,,24809000,30874000,32168000,40788000,40929000,41206000,39391000,40369000,56024000,34823000,34732000,34631000,30680000,18744000,19042000,15169000,10136000,10910000,11037000,200000
BalanceNoncurrInvestments_yy,,,,,,,,,205.22,507.42,,484.01,266.98,75.48,,64.98,33.47,22.45,-1.03,36.88,-15.49,-11.83,-14.21,-45.24,-46.17,-45.17,-56.20,-66.96,-41.79,-42.04,-98.68
BalanceNoncurrInvestments_sy,,,,,,,,,-9.62,-1.50,,0.66,-3.02,12.52,,7.32,-6.04,-8.19,-2.94,-6.68,-4.83,-7.94,-9.34,-17.20,-0.15,-14.67,-2.63,-12.10,-4.96,-0.58,-3.77
BalanceNoncurrInvestments_qq,,,,,,9.49,-100.00,,98.05,117.90,-100.00,,24.45,4.19,26.80,0.35,0.68,-4.41,2.48,38.78,-37.84,-0.26,-0.29,-11.41,-38.90,1.59,-20.34,-33.18,7.64,1.16,-98.19
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,-1.50,,,,-1.82,,,,-1.39,,-1.65,,,,,-0.10,,,
BalanceOtherNoncurrentAssets,4000,,7000,,244000,535000,,8000,5000,664000,,8000,6000,112000,2000,1000,4000,412000,93000,234000,1115000,1835000,1580000,1814000,2085000,5145000,2856000,2866000,3514000,3823000,2673000
BalanceOtherNoncurrentAssets_yy,,,,,6605.77,,-100.00,,-97.95,24.06,,-3.75,12.00,-83.19,,-83.12,-33.93,269.00,4555.00,17869.23,30035.14,345.60,1597.10,676.54,87.00,180.38,80.76,57.99,68.54,-25.69,-6.41
BalanceOtherNoncurrentAssets_sy,,,,,32.27,,10.08,,14.45,19.05,,-3.75,5.86,13.81,,9.07,25.42,20.96,8.88,31.29,7.46,17.98,24.42,16.06,26.03,9.53,8.29,9.59,-3.00,-5.31,2.28
BalanceOtherNoncurrentAssets_qq,,-100.00,,-100.00,,119.18,-100.00,,-37.50,13174.80,-100.00,,-27.27,1892.86,-98.21,-35.00,184.62,11029.73,-77.39,150.91,377.31,64.57,-13.90,14.81,14.94,146.76,-44.49,0.35,22.61,8.79,-30.08
BalanceOtherNoncurrentAssets_sq,,0.08,,-100.00,,-4.51,2.94,,7.65,-0.22,1.77,,5.11,,1.00,1.41,21.50,0.54,1.49,1.54,17.48,,2.96,0.64,11.08,0.18,1.82,-1.56,-3.42,-2.08,0.60
BalanceCurrentAssets,2073000,,3994000,,8821000,9451000,10274000,66135000,65185000,58381000,50123000,52873000,47094000,54514000,45539000,43229000,43367000,49855000,55084000,37089000,54671000,68799000,54983000,59851000,89566000,43586000,48226000,63072000,60708000,58727000,81516000
BalanceCurrentAssets_yy,,,,,325.56,,157.23,,638.96,517.72,387.86,-20.05,-27.75,-6.62,-9.15,-18.24,-7.91,-8.55,20.96,-14.20,26.07,38.00,-0.18,61.37,63.83,-36.65,-12.29,5.38,-32.22,34.74,69.03
BalanceCurrentAssets_sy,,,,,10.23,,14.31,,1.82,13.38,16.50,6.02,10.63,6.40,9.18,9.22,8.68,8.78,6.21,10.38,10.86,7.48,6.80,7.32,7.48,13.43,8.04,10.42,0.67,4.17,11.28
BalanceCurrentAssets_qq,,-100.00,,-100.00,,7.14,8.71,543.70,-1.44,-10.44,-14.14,5.49,-10.93,15.76,-16.46,-5.07,0.32,14.96,10.49,-32.67,47.40,25.84,-20.08,8.85,49.65,-51.34,10.65,30.78,-3.75,-3.26,38.80
BalanceCurrentAssets_sq,,-9.84,,-100.00,,-10.22,3.01,1.11,13.65,-3.81,-0.12,0.43,14.65,3.31,1.40,-0.19,16.79,1.06,-3.00,0.06,9.30,-5.14,2.46,0.40,14.26,-2.30,1.36,-1.09,4.77,-6.50,4.63
BalanceInventory,88000,,78000,,140000,286000,,644000,573000,578000,,1468000,1593000,3006000,8528000,11453000,7941000,7951000,8836000,9166000,9118000,9202000,,,,,,,,,
BalanceInventory_yy,,,,,59.60,,-100.00,,308.82,102.21,,127.90,178.08,419.72,,680.36,398.39,164.54,3.61,-19.97,14.82,15.73,-100.00,-100.00,-100.00,-100.00,,,,,
BalanceInventory_sy,,,,,8.20,,11.23,,-0.27,-6.94,,8.44,10.43,11.86,,-5.97,-9.02,-0.22,3.19,3.60,2.14,-6.36,-8.70,-8.44,-14.39,-17.05,,,,,
BalanceInventory_qq,,-100.00,,-100.00,,104.05,-100.00,,-11.02,0.93,-100.00,,8.56,88.63,183.73,34.31,-30.66,0.12,11.13,3.74,-0.53,0.92,-100.00,,,,,,,,
