,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceTotalEquityAndLiabilities,0,506404000,0,541686000,607700000,731062000,766858000,714714000,787136000,818558000,1043778000,1031928000,1100021000,1147158000
BalanceTotalEquityAndLiabilities_yy,,,,,,44.36,,31.94,29.53,11.97,36.11,44.38,39.75,40.14
BalanceTotalEquityAndLiabilities_sy,,,,,,0.75,,4.90,5.80,5.49,5.22,5.78,8.82,8.67
BalanceTotalEquityAndLiabilities_qq,,,-100.00,,12.19,20.30,4.90,-6.80,10.13,3.99,27.51,-1.14,6.60,4.29
BalanceTotalEquityAndLiabilities_sq,,,0.28,,0.67,2.04,0.53,0.17,0.34,2.05,2.10,1.34,2.38,3.62
CashflowOperatingCashflow,-1915000,-37577000,7003000,-3276000,14649000,13169000,-26589000,-18841000,15562000,-13221000,-14811000,11536000,30939000,-4615000
CashflowOperatingCashflow_yy,,,,,864.96,135.05,-479.68,-475.12,6.23,-200.39,44.30,161.23,98.81,65.09
CashflowOperatingCashflow_sy,,,,,-5.85,-29.66,10.13,-33.73,12.50,-19.86,46.54,73.28,10.88,14.68
CashflowOperatingCashflow_qq,,-1862.25,118.64,-146.78,547.16,-10.10,-301.91,29.14,182.60,-184.96,-12.03,177.89,168.20,-114.92
CashflowOperatingCashflow_sq,,35.88,53.35,33.23,-61.87,5.06,-5.77,-7.15,-1.50,-17.14,34.73,4.93,-16.48,-1.85
CashflowAmortization,278000,317000,312000,299000,308000,74000,298000,292000,217000,507000,420000,440000,489000,536000
CashflowAmortization_yy,,,,,10.79,-76.66,-4.49,-2.34,-29.55,585.14,40.94,50.68,125.35,5.72
CashflowAmortization_sy,,,,,7.52,0.95,3.57,-2.34,0.96,1.16,,3.80,14.18,8.89
CashflowAmortization_qq,,14.03,-1.58,-4.17,3.01,-75.97,302.70,-2.01,-25.68,133.64,-17.16,4.76,11.14,9.61
CashflowAmortization_sq,,2.32,1.47,-1.76,-1.11,0.54,0.82,-1.34,,2.00,,,4.08,2.69
CashflowInvestingCashflow,94965000,27927000,-1286000,1108000,-9774000,-33253000,10689000,-2267000,-2622000,8319000,-22880000,-7159000,-4203000,-6509000
CashflowInvestingCashflow_yy,,,,,-110.29,-219.07,931.18,-304.60,73.17,125.02,-314.05,-215.79,-60.30,-178.24
CashflowInvestingCashflow_sy,,,,,18.30,-21.99,42.84,37.74,24.48,-11.76,-12.84,-75.57,-49.84,-42.74
CashflowInvestingCashflow_qq,,-70.59,-104.60,186.16,-982.13,-240.22,132.14,-121.21,-15.66,417.28,-375.03,68.71,41.29,-54.87
CashflowInvestingCashflow_sq,,27.74,-58.18,37.54,-6.64,38.72,0.60,-40.34,6.77,-62.79,21.04,-22.88,-22.70,-46.74
CashflowCapex,442000,2865000,1107000,-547000,274000,286000,470000,907000,442000,548000,26662000,822000,373000,608000
CashflowCapex_yy,,,,,-38.01,-90.02,-57.54,265.81,61.31,91.61,5572.77,-9.37,-15.61,10.95
CashflowCapex_sy,,,,,-46.20,-10.96,-59.22,-35.67,-24.50,91.61,65.46,-18.98,22.33,-33.54
CashflowCapex_qq,,548.19,-61.36,-149.41,150.09,4.38,64.34,92.98,-51.27,23.98,4765.33,-96.92,-54.62,63.00
CashflowCapex_sq,,-26.20,13.93,-27.16,-52.88,4.38,-49.17,-7.69,-53.40,84.62,-17.44,-24.73,-50.00,33.22
CashflowFinancingCashflow,-54076000,-23063000,-1406000,-104000,7983000,64090000,22994000,-5555000,53752000,14783000,2789000,11149000,10021000,-29859000
CashflowFinancingCashflow_yy,,,,,114.76,377.89,1735.42,-5241.35,573.33,-76.93,-87.87,300.70,-81.36,-301.98
CashflowFinancingCashflow_sy,,,,,-24.61,-32.62,15.07,29.30,11.04,-85.92,-87.87,29.55,-37.04,59.11
CashflowFinancingCashflow_qq,,57.35,93.90,92.60,7775.96,702.83,-64.12,-124.16,1067.63,-72.50,-81.13,299.75,-10.12,-397.96
CashflowFinancingCashflow_sq,,-24.37,-46.55,-4.14,-10.16,60.34,-12.19,20.92,-8.04,-79.97,-4.86,53.62,5.68,22.06
CashflowShareCapitalCash,,23408000,1000,0,,70744000,385000,0,,,63000,,,
CashflowShareCapitalCash_yy,,,,,,202.22,38400.00,,,-100.00,-83.64,,,
CashflowShareCapitalCash_sy,,,,,,51.11,19150.00,,,-100.00,-38.31,,,
CashflowShareCapitalCash_qq,,,-100.00,-100.00,,,-99.46,-100.00,,,,-100.00,,
CashflowShareCapitalCash_sq,,,-100.00,-100.00,,,-100.00,-100.00,,,,-33.82,,
CashflowDividend,157000,5000,0,0,,,21416000,0,,18623000,0,5377000,,36873000
CashflowDividend_yy,,,,,-100.00,-100.00,,,,,-100.00,,,98.00
CashflowDividend_sy,,,,,-50.34,100.00,,,,,-62.37,,,-100.00
CashflowDividend_qq,,-96.82,-100.00,,,,,-100.00,,,-100.00,,-100.00,
CashflowDividend_sq,,-98.77,-100.00,,,,,-100.00,,,-100.00,,-27.55,
CashflowNetCashflow,38974000,-32713000,4311000,-2272000,12858000,44006000,7094000,-26663000,66692000,9881000,-34902000,15526000,36757000,-40983000
CashflowNetCashflow_yy,,,,,-67.01,234.52,64.56,-1073.55,418.68,-77.55,-591.99,158.23,-44.89,-514.77
CashflowNetCashflow_sy,,,,,-99.42,-43.24,51.55,-18.19,79.72,-31.68,-51.41,37.38,-11.62,50.17
CashflowNetCashflow_qq,,-183.94,113.18,-152.70,665.93,242.25,-83.88,-475.85,350.13,-85.18,-453.22,144.48,136.74,-211.50
CashflowNetCashflow_sq,,65.58,-53.40,132.93,-95.48,63.85,29.16,66.67,-2.18,-39.60,-31.58,97.18,-15.99,18.08
