,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeFinanceIncome_sy,,,,,,,,,,,,,,,,,,,-82.36,-45.85,-17.04,-17.20,-5.08,49.11,95.99,-15.74,,-12.08,-27.34,20.72,50.00,35.44,90.88,-20.91,-58.15,19.55,-19.18,-0.93
IncomeFinanceIncome_qq,,,,,,,,,,,,,,,,272.22,-90.99,15.81,14.96,763.32,-88.77,3122.94,-100.00,,113.03,-17.75,27.10,26.72,-82.13,667.93,-81.32,624.52,-81.54,164.05,-99.34,5845.32,6.63,-67.65
IncomeFinanceIncome_sq,,,,,,,,,,,,,,,,-29.29,-36.96,-5.71,-27.84,50.00,45.88,10.00,-30.26,,99.36,-16.27,-6.31,20.34,1.88,11.33,-32.86,59.57,31.66,-12.08,-32.46,74.12,-50.65,1.27
IncomeFinanceCosts,,,,257000,,,,,,,,,,,190000,0,59000,19000,37000,67000,37000,33000,0,63000,10000,11000,11000,167000,139000,-76000,218000,-9000,162000,274000,187000,748000,97000,30000
IncomeFinanceCosts_yy,,,,,,,,-100.00,,,,,,,,,,,-80.62,,-37.26,74.09,-100.00,-6.12,-72.42,-65.73,,165.59,1254.64,-779.26,1966.52,-105.40,16.45,462.74,-14.09,8376.09,-40.04,-88.98
IncomeFinanceCosts_sy,,,,,,,,62.86,,,,,,,,,,,-28.02,,-17.30,-5.58,20.69,6.19,-20.37,-4.13,,4.26,-13.16,19.08,-34.43,22.52,-0.87,-21.28,80.29,-29.34,5.62,33.33
IncomeFinanceCosts_qq,,,,,-100.00,,,,,,,,,,,-100.00,,-68.50,97.18,82.25,-44.58,-12.60,-100.00,,-83.71,8.60,-5.29,1485.56,-16.94,-154.45,388.14,-104.14,1891.01,69.63,-31.76,299.19,-87.02,-68.83
IncomeFinanceCosts_sq,,,,,-6.34,,,,,,,,,,,23.97,,27.54,-50.30,54.10,7.83,2.38,-7.10,,-23.80,-0.02,-1.27,18.84,-14.08,19.76,-35.30,80.31,-32.98,1.98,-3.10,8.78,-2.91,24.64
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,9000,-201000,-22000,222000,95000,100000,-528000,43000,-104000,273000,4434000,2466000,1055000,495000,-85000,-395000,26000,505000,-21000,-231000,-120000,17000,6796000,3866000,1263000,1226000,237000,4860000,775000,353000,1273000,3680000,4855000,777000,1135000,2188000,2900000,1609000
IncomeNetGrossProfit_yy,,,,,955.56,149.75,-2300.00,-80.63,-209.47,173.00,939.77,5634.88,1114.42,81.32,-101.92,-116.02,-97.53,2.10,74.86,41.56,-561.68,-96.63,31906.75,1774.66,1150.83,7089.73,-96.51,25.71,-38.69,-71.17,435.94,-24.29,526.79,119.75,-10.80,-40.55,-40.27,107.13
IncomeNetGrossProfit_sy,,,,,37.06,33.21,62.12,48.18,-11.89,-35.27,-59.16,-15.56,-65.22,-17.56,-67.69,-0.76,78.71,-68.77,12.02,-58.16,-71.80,-33.65,25.56,8.64,47.17,96.76,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
