,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeNetGrossProfit_qq,,-2333.33,89.05,1109.09,-57.21,5.26,-628.00,108.14,-341.86,362.50,1524.18,-44.38,-57.22,-53.08,-117.17,-364.71,106.59,1840.97,-104.23,-980.52,47.92,114.18,39751.70,-43.11,-67.32,-2.95,-80.63,1946.70,-84.06,-54.37,260.10,189.14,31.94,-84.00,46.17,92.71,32.56,-44.53
IncomeNetGrossProfit_sq,,-45.22,67.44,-74.12,-38.45,-5.85,-2.70,-0.29,-35.47,15.29,45.49,-28.50,16.28,64.15,-58.17,-37.10,43.36,-55.65,19.61,13.16,47.92,-5.70,79.70,-25.48,3.63,31.43,-20.72,35.10,-43.68,31.24,-9.28,189.14,-68.08,76.05,-12.42,55.62,-40.82,-8.56
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,9000,-201000,-22000,222000,95000,100000,-528000,43000,-104000,273000,4434000,2466000,1055000,495000,-85000,-395000,26000,505000,-21000,-231000,-120000,17000,6796000,3866000,1263000,1226000,237000,4860000,775000,353000,1273000,3680000,4855000,777000,1135000,2188000,2900000,1609000
IncomeBeforeTaxProfit_yy,,,,,955.56,149.75,-2300.00,-80.63,-209.47,173.00,939.77,5634.88,1114.42,81.32,-101.92,-116.02,-97.53,2.10,74.86,41.56,-561.68,-96.63,31906.75,1774.66,1150.83,7089.73,-96.51,25.71,-38.69,-71.17,435.94,-24.29,526.79,119.75,-10.80,-40.55,-40.27,107.13
IncomeBeforeTaxProfit_sy,,,,,37.06,33.21,62.12,48.18,-11.89,-35.27,-59.16,-15.56,-65.22,-17.56,-67.69,-0.76,78.71,-68.77,12.02,-58.16,-71.80,-33.65,25.56,8.64,47.17,96.76,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
