,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentAssets_qq,,,,,-100.00,,,,-100.00,,,38.70,-3.10,-100.00,,40.80,16.38,-1.01,23.52,16.00,-7.32,23.03,-0.65,32.87,-6.40,12.06,3.50,10.17,-3.17,7.13,3.33,12.37,-17.76,-17.02
BalanceCurrentAssets_sq,,,,,0.39,,,,-5.00,,,2.03,1.92,-2.62,,2.06,5.32,3.74,-4.34,9.10,-1.12,7.17,-4.33,6.26,-6.40,-0.99,-1.56,9.61,1.63,-1.23,-3.89,6.55,2.50,1.66
BalanceInventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceInventory_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentReceivables,8000,8000,8000,794000,8000,8000,,1441000,8000,8000,1735000,2818000,2469000,,2684000,3597000,4221000,4319000,5344000,6443000,7525000,8602000,6667000,9387000,7109000,10561000,9776000,11231000,8729000,11468000,10419000,12942000,8750000,11563000
BalanceCurrentReceivables_yy,,,,,,,-100.00,81.50,,,,95.57,30762.44,-100.00,54.72,27.62,70.95,,99.09,79.13,78.28,99.16,24.74,45.70,-5.53,22.78,46.63,19.64,22.80,8.58,6.58,15.23,0.24,0.83
BalanceCurrentReceivables_sy,,,,,,,4.67,34.28,,,,10.33,4.14,-5.98,6.74,12.33,12.45,,11.43,15.48,15.01,23.38,8.95,9.49,1.04,-7.27,-4.07,6.01,6.67,10.36,8.56,15.57,0.24,-0.08
BalanceCurrentReceivables_qq,,,,9825.00,-98.99,,-100.00,,-99.44,,21587.50,62.44,-12.40,-100.00,,33.99,17.35,2.33,23.74,20.56,16.79,14.32,-22.50,40.81,-24.28,48.57,-7.44,14.89,-22.28,31.37,-9.14,24.21,-32.39,32.14
BalanceCurrentReceivables_sq,,,,6.97,-3.63,,-100.00,,-11.40,,-5.32,4.87,-3.14,-3.44,,5.56,3.57,2.33,-8.62,17.06,2.03,4.97,-10.19,-0.51,1.83,-1.47,-2.22,8.44,-0.73,-0.16,-1.68,9.84,-4.02,8.07
BalanceCurrentInvestments,,,,165000,,,,133000,,,797000,5000,888000,,949000,0,2052000,1899000,,,,1395000,,,,,,,,,,,,
BalanceCurrentInvestments_yy,,,,,,,,-19.47,,,,-96.29,,,19.01,-100.00,131.00,,-100.00,,-100.00,-26.57,,,,-100.00,,,,,,,,
BalanceCurrentInvestments_sy,,,,,,,,27.80,,,,-40.17,,,2.28,-27.39,67.88,,-64.18,,-32.13,-26.57,,,,2.86,,,,,,,,
BalanceCurrentInvestments_qq,,,,,-100.00,,,,-100.00,,,-99.38,17921.81,-100.00,,-100.00,,-7.46,-100.00,,,,-100.00,,,,,,,,,,,
BalanceCurrentInvestments_sq,,,,,1.18,,,,-2.24,,,-17.56,-2.10,0.63,,-3.62,,-7.78,-9.26,,,,-8.03,,,,,,,,,,,
BalanceCash,,,,186000,,,,1254000,,,,688000,,,,1770000,,,2345000,2445000,730000,,3235000,3590000,4790000,2514000,3429000,4224000,6012000,4025000,5055000,4804000,5080000,1486000
BalanceCash_yy,,,,,,,,573.99,,,,-45.10,,,,157.25,,,,38.08,,,37.93,46.87,556.45,,6.00,17.66,25.52,60.12,47.45,13.72,-15.50,-63.08
BalanceCash_sy,,,,,,,,-8.03,,,,-37.94,,,,72.83,,,,8.65,,,-33.94,-12.63,-4.77,,-28.97,-31.84,22.93,30.23,22.74,2.86,-5.29,16.92
BalanceCash_qq,,,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,4.25,-70.15,-100.00,,11.00,33.41,-47.52,36.39,23.21,42.32,-33.05,25.59,-4.98,5.75,-70.74
BalanceCash_sq,,,,,-28.15,,,,-25.40,,,,6.78,,,,-34.19,,,5.31,-14.66,0.11,,17.80,-15.44,-14.50,-18.25,21.80,14.46,-13.61,5.15,3.47,5.75,-7.46
BalanceOtherCurrentAssets,,,,49000,,,,5000,,,96000,134000,175000,,213000,48000,29000,20000,17000,51000,30000,196000,225000,477000,695000,1038000,1403000,637000,840000,1199000,1774000,1636000,2108000,176000
BalanceOtherCurrentAssets_yy,,,,,,,,-89.53,,,,2502.34,,,121.94,-64.04,-83.23,,-92.16,6.71,4.09,858.17,1248.63,831.91,2181.94,428.23,522.98,33.37,20.81,15.56,26.40,156.96,150.98,-85.30
BalanceOtherCurrentAssets_sy,,,,,,,,-33.12,,,,7.24,,,7.04,-4.35,10.29,,-30.92,-15.45,-10.98,-1.99,-11.14,42.36,40.82,67.12,44.10,-10.83,-10.53,12.44,6.35,-3.42,3.18,28.34
BalanceOtherCurrentAssets_qq,,,,,-100.00,,,,-100.00,,,39.06,30.78,-100.00,,-77.47,-39.02,-29.98,-18.53,206.78,-40.52,544.56,14.67,111.98,45.65,49.20,35.23,-54.62,31.93,42.72,47.93,-7.74,28.86,-91.64
BalanceOtherCurrentAssets_sq,,,,,56.31,,,,12.92,,,-36.56,24.44,-9.71,,-29.26,8.11,-12.31,-9.36,14.76,11.24,-9.58,6.48,80.02,9.54,-9.97,2.38,2.75,5.03,-2.61,10.00,-7.74,28.86,6.00
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,1184000,1011000,1065000,1247000,2607000,2757000,3026000,3972000,3140000,3226000,4135000,5058000,4969000,,5211000,6760000,7687000,7894000,18399000,19784000,19444000,12451000,22171000,25423000,24547000,26639000,27123000,29623000,29327000,30328000,31377000,34593000,34059000,36687000
BalanceTotalAssets_yy,,,,,120.19,172.70,184.13,218.50,20.44,17.01,36.65,27.36,58.24,-100.00,26.01,33.63,54.71,,253.11,192.68,152.94,57.73,20.50,28.50,26.25,113.95,22.34,16.52,19.47,13.85,15.69,16.78,16.13,20.96
BalanceTotalAssets_sy,,,,,16.43,16.79,184.13,12.65,17.22,6.30,19.74,4.15,-1.48,-3.31,-3.37,3.48,7.68,,13.84,4.66,2.55,1.86,1.08,5.53,6.54,1.94,-0.24,2.70,4.62,-0.96,-0.41,-7.66,-4.28,2.62
BalanceTotalAssets_qq,,-14.61,5.34,17.09,109.06,5.75,9.76,31.25,-20.94,2.74,28.18,22.33,-1.77,-100.00,,29.73,13.72,2.69,133.09,7.53,-1.72,-35.97,78.07,14.67,-3.44,8.52,1.82,9.22,-1.00,3.41,3.46,10.25,-1.54,7.71
BalanceTotalAssets_sq,,-0.74,-100.00,9.22,4.43,0.70,-100.00,16.46,-0.92,0.71,0.02,0.84,-0.50,-0.68,,2.12,-1.24,2.69,-1.40,0.56,-1.71,1.35,1.02,3.89,0.29,-0.52,0.21,3.59,-0.82,-3.17,-1.62,-0.08,0.50,2.78
BalanceCapital,882000,785000,874000,868000,1193000,2419000,2526000,2698000,2720000,2870000,2919000,3191000,3496000,,3732000,3751000,4655000,4553000,14042000,14298000,14891000,7186000,17267000,18388000,18601000,19967000,20448000,21458000,22437000,23018000,23251000,23898000,27306000,27977000
BalanceCapital_yy,,,,,35.26,208.15,189.02,210.81,128.00,18.64,15.56,18.29,28.53,-100.00,27.85,17.54,33.14,,276.27,281.18,219.92,57.82,22.97,28.60,24.91,177.87,18.42,16.70,20.63,15.28,13.71,11.37,21.70,21.55
BalanceCapital_sy,,,,,4.22,1.33,189.02,12.37,19.37,2.78,22.52,1.44,0.16,0.59,-0.66,1.90,3.23,,19.83,15.40,8.66,4.35,1.96,3.40,3.58,0.56,-0.80,3.50,3.09,1.13,2.49,-9.25,-1.31,4.32
BalanceCapital_qq,,-11.00,11.34,-0.69,37.44,102.77,4.42,6.80,0.82,5.51,1.71,9.33,9.55,-100.00,,0.51,24.09,-2.18,208.39,1.83,4.15,-51.75,140.29,6.49,1.16,7.35,2.41,4.94,4.56,2.59,1.01,2.78,14.26,2.46
BalanceCapital_sq,,-2.83,-100.00,1.89,3.95,-0.76,-100.00,5.52,0.77,0.18,1.82,0.64,1.38,-0.93,,1.10,2.70,0.16,0.43,-0.62,1.25,2.14,0.75,1.37,0.45,0.84,-0.34,3.59,0.82,-1.70,2.08,1.40,3.77,0.20
BalanceShareCapital,,,,200000,,,,222000,,,222000,222000,322000,,272000,222000,222000,222000,222000,222000,222000,222000,222000,222000,225000,225000,229000,229000,229000,229000,229000,229000,229000,229000
BalanceShareCapital_yy,,,,,,,,10.78,,,,,,,22.32,,-31.10,,-18.41,,,,,,1.43,1.43,3.43,3.43,1.97,1.97,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,-100.00,,,,-100.00,,,-0.20,45.14,-100.00,,-18.41,,,,,,,,,1.43,,1.97,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,,,359000,,,,1684000,,,2724000,2476000,2724000,,3217000,3334000,3380000,3590000,12704000,12969000,13492000,5449000,13597000,13716000,13404000,17667000,17630000,17672000,17672000,21250000,21250000,21250000,24169000,26252000
BalanceReserve_yy,,,,,,,,369.21,,,,47.01,,,18.09,34.64,24.10,,294.93,288.97,299.11,51.78,7.02,5.76,-0.65,224.20,29.67,28.84,31.84,20.28,20.53,20.25,36.76,23.54
BalanceReserve_sy,,,,,,,,4.67,,,,6.02,,,-0.11,0.06,0.72,,0.31,2.84,1.41,,0.14,0.12,,,,0.01,0.01,0.05,0.02,0.01,0.06,0.39
BalanceReserve_qq,,,,,-100.00,,,,-100.00,,,-9.09,10.01,-100.00,,3.65,1.39,6.20,253.86,2.08,4.03,-59.61,149.51,0.88,-2.27,31.80,-0.21,0.24,,20.25,,,13.74,8.62
BalanceReserve_sq,,,,,,,,,,,,,,,,,,1.41,,,,,,0.01,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,515000,668000,793000,901000,856000,209000,393000,462000,520000,735000,790000,887000,1019000,1161000,1089000,1158000,1248000,-4000,56000
BalanceNonshareCapital_yy,,,,,,,,,,,,,,,,,,,,66.26,-68.77,-50.45,-48.70,-39.23,252.21,101.11,91.98,95.80,58.01,37.88,30.51,22.52,-100.35,-94.88
BalanceNonshareCapital_sy,,,,,,,,,,,,,,,,,,,,18.15,-0.16,1.90,-0.43,-2.56,34.78,-10.50,-5.54,22.52,28.95,-3.56,15.04,20.40,0.41,1.09
BalanceNonshareCapital_qq,,,,,,,,,,,,,,,,,29.74,18.62,13.64,-4.94,-75.63,88.19,17.66,12.61,41.25,7.46,12.32,14.85,13.99,-6.23,6.31,7.82,-100.32,1479.43
BalanceNonshareCapital_sq,,,,,,,,,,,,,,,,,16.42,-5.38,3.38,-0.38,-3.58,-4.06,6.35,4.02,11.00,-2.59,2.66,11.52,3.48,-11.30,5.26,7.26,3.50,9.45
BalanceNoncurrentLiabilities,,,,3000,,,,519000,,,530000,394000,,,,243000,,,406000,355000,318000,58000,394000,301000,253000,423000,544000,554000,559000,621000,695000,811000,979000,1243000
BalanceNoncurrentLiabilities_yy,,,,,,,,17215.67,,,,-24.07,,,-100.00,-38.35,,,,46.13,,,-2.86,-15.36,-20.56,630.25,37.89,84.30,121.24,46.91,27.88,46.30,75.13,100.10
BalanceNoncurrentLiabilities_sy,,,,,,,,25.87,,,,-11.77,,,-15.03,-5.24,,,,-7.66,,,-9.41,7.42,8.01,7.70,32.89,1.64,-14.91,-15.66,-16.79,-20.65,-16.10,-14.17
BalanceNoncurrentLiabilities_qq,,,,,-100.00,,,,-100.00,,,-25.58,-100.00,,,,-100.00,,,-12.43,-10.48,-81.80,580.96,-23.70,-15.98,67.27,28.58,1.99,0.86,11.07,11.93,16.68,20.74,26.91
BalanceNoncurrentLiabilities_sq,,,,,-0.04,,,,-0.70,,,-6.81,3.11,,,,0.92,,,-3.96,-3.12,-2.11,0.23,-5.01,1.22,0.53,-0.06,-9.34,-2.56,0.47,-2.72,5.30,-0.30,-0.01
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,34000,67000,58000,48000,39000,29000,19000,8000,44000,41000,39000,36000,33000,31000,107000
BalanceNoncurrentBorrowings_yy,,,,,,,,,,,,,,,,,,,,,,,,13.46,-57.02,-67.62,-83.92,13.55,43.45,106.80,363.69,-24.02,-25.77,176.34
BalanceNoncurrentBorrowings_sy,,,,,,,,,,,,,,,,,,,,,,,,-3.96,-27.44,-16.17,-3.16,-12.10,-34.83,-29.34,-52.40,-37.95,-16.52,6.14
BalanceNoncurrentBorrowings_qq,,,,,,,,,,,,,,,,,,,,,96.59,-13.78,-16.34,-19.98,-25.53,-35.04,-58.46,465.01,-5.92,-6.35,-6.85,-7.42,-8.09,248.63
BalanceNoncurrentBorrowings_sq,,,,,,,,,,,,,,,,,,,,,-0.16,-11.08,-4.03,-13.51,-3.51,-5.38,-7.32,-12.57,-5.96,-13.76,-6.88,7.52,-2.08,-1.53
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,3000,,,,519000,,,530000,394000,,,,243000,,,406000,321000,251000,,346000,262000,224000,404000,536000,510000,518000,582000,659000,778000,948000,1136000
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,17215.67,,,,-24.07,,,-100.00,-38.35,,,,32.09,,,-14.79,-18.43,-10.80,,54.95,94.77,131.27,44.13,23.00,52.37,83.20,95.03
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,29.85,,,,82.02,,,-2.44,5.90,,,,8.38,,,-14.40,0.63,33.92,,24.63,8.14,-3.33,-3.37,-15.50,-24.32,-27.59,-31.74
BalanceNoncurrentOtherLiabilities_qq,,,,,-100.00,,,,-100.00,,,-25.58,-100.00,,,,-100.00,,,-20.85,-21.87,-100.00,,-24.22,-14.56,80.46,32.62,-4.75,1.45,12.46,13.18,18.00,21.98,19.72
BalanceNoncurrentOtherLiabilities_sq,,,,,3.74,,,,8.56,,,-2.75,1.86,,,,-1.16,,,-13.06,-3.38,4.61,,-7.90,3.71,3.98,1.90,-5.85,-1.16,0.48,-2.06,2.23,-0.78,3.86
BalanceCurrentLiabilities,302000,226000,191000,377000,1414000,338000,500000,754000,420000,356000,686000,1472000,1473000,,1479000,2250000,2364000,2548000,3051000,4274000,4026000,4814000,4048000,6214000,4959000,5459000,5244000,6591000,5170000,5600000,6273000,8635000,5778000,7411000
BalanceCurrentLiabilities_yy,,,,,368.21,49.56,161.78,100.03,-70.30,5.33,37.20,95.22,250.62,-100.00,115.57,52.86,60.55,,106.30,89.93,70.28,88.96,32.68,45.39,23.17,13.39,29.56,6.07,4.25,2.59,19.62,31.01,11.76,32.32
BalanceCurrentLiabilities_sy,,,,,6.87,21.77,91.84,26.31,-0.62,7.91,20.16,21.00,11.32,-1.20,0.09,13.78,29.27,,27.35,3.33,10.29,-2.88,4.87,17.24,9.05,0.36,4.85,0.70,7.80,2.59,5.03,6.52,-8.17,13.72
BalanceCurrentLiabilities_qq,,-25.17,-15.49,97.38,275.07,-76.10,47.93,50.82,-44.31,-15.24,92.70,114.60,0.03,-100.00,,52.17,5.07,7.76,19.74,40.10,-5.80,19.58,-15.92,53.52,-20.20,10.08,-3.93,25.68,-21.57,8.34,12.02,37.65,-33.09,28.26
BalanceCurrentLiabilities_sq,,2.60,-100.00,12.44,15.80,24.80,-100.00,29.56,-7.65,16.79,-5.17,38.93,-4.15,6.81,,14.50,-5.82,5.13,-5.92,13.73,-3.95,0.28,1.74,8.12,1.09,1.89,-1.39,9.00,-1.55,-0.82,3.56,11.93,-8.04,7.95
BalanceCurrentTradePayablesv,,,,357000,,,,356000,,,602000,1050000,,,991000,1677000,1921000,2050000,2252000,3393000,3026000,3774000,2576000,5092000,3662000,3549000,3287000,4989000,3913000,3699000,3390000,5636000,3495000,4415000
BalanceCurrentTradePayablesv_yy,,,,,,,,-0.39,,,,195.20,,,64.59,59.72,,,127.28,102.35,57.51,84.11,14.38,50.08,21.03,-5.97,27.61,-2.02,6.86,4.24,3.14,12.98,-10.68,19.35
BalanceCurrentTradePayablesv_sy,,,,,,,,7.32,,,,26.04,,,31.35,46.76,,,43.27,4.22,8.90,-1.87,-0.02,8.70,3.16,2.96,2.15,3.55,4.48,-6.33,4.57,1.77,-7.56,27.19
BalanceCurrentTradePayablesv_qq,,,,,-100.00,,,,-100.00,,,74.38,-100.00,,,69.22,14.57,6.71,9.86,50.65,-10.82,24.73,-31.75,97.67,-28.08,-3.09,-7.38,51.77,-21.56,-5.47,-8.36,66.25,-37.98,26.32
BalanceCurrentTradePayablesv_sq,,,,,-7.24,,,,-3.50,,,12.53,-3.53,,,44.09,-2.34,7.27,-7.04,5.16,-10.25,3.01,-6.87,3.75,-2.38,3.09,-6.12,16.60,-5.41,-5.47,-5.15,17.67,-10.69,11.49
BalanceCurrentBorrowings,,,,,,,,0,,,,-1000,,,,6000,,,5000,46000,56000,,56000,54000,52000,66000,62000,86000,75000,65000,43000,16000,23000,62000
BalanceCurrentBorrowings_yy,,,,,,,,,,,,-641.67,,,,1044.46,,,,644.49,,,1135.43,19.19,-6.82,,11.50,57.17,43.06,-1.58,-30.76,-81.37,-68.63,-4.38
BalanceCurrentBorrowings_sy,,,,,,,,,,,,41.09,,,,3.01,,,,-33.01,,,-13.47,10.06,8.30,,-13.23,2.09,5.27,-8.49,-10.66,-21.62,-23.15,-8.37
BalanceCurrentBorrowings_qq,,,,,,,,,-100.00,,,,100.00,,,,-100.00,,,913.84,22.90,-100.00,,-2.19,-3.92,26.17,-5.97,37.88,-12.54,-13.20,-33.85,-62.90,47.24,164.59
BalanceCurrentBorrowings_sq,,,,,,,,,-5.20,,,,1.79,,,,-5.47,,,-19.26,2.96,7.49,,-7.91,1.36,1.15,-4.16,5.20,-0.51,-13.92,-0.82,-20.97,-1.70,7.39
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,13000,,,,232000,,,,264000,1006000,,106000,351000,132000,128000,497000,656000,755000,529000,1332000,881000,1029000,1639000,1793000,1363000,1079000,1694000,2743000,2729000,2012000,2441000
BalanceCurrentOtherLiabilities_yy,,,,,,,,1686.23,,,,13.63,,,,32.97,-86.93,,368.32,86.85,474.14,312.21,167.74,34.35,36.29,210.10,34.62,54.78,4.83,3.33,52.98,100.21,86.46,44.13
BalanceCurrentOtherLiabilities_sy,,,,,,,,92.00,,,,6.33,,,,16.41,13.69,,95.25,60.72,43.81,9.41,72.80,39.76,23.26,5.11,19.59,-8.87,-21.37,-3.94,-1.72,3.65,29.10,3.96
BalanceCurrentOtherLiabilities_qq,,,,,-100.00,,,,-100.00,,,,281.29,-100.00,,230.34,-62.51,-2.51,287.90,31.80,15.19,-30.01,151.95,-33.86,16.85,59.25,9.38,-23.96,-20.86,56.97,61.95,-0.48,-26.29,21.33
BalanceCurrentOtherLiabilities_sq,,,,,-8.50,,,,-3.59,,,,-17.34,-11.81,,34.37,-9.86,6.02,1.22,34.88,0.10,0.36,8.42,34.99,-13.00,-0.48,9.38,7.75,-14.68,1.28,,22.64,3.87,-9.96
BalanceReckoning,,,,7000,,,,166000,,,84000,159000,467000,,382000,217000,312000,370000,297000,180000,189000,512000,85000,187000,215000,205000,103000,154000,103000,143000,98000,254000,247000,492000
BalanceReckoning_yy,,,,,,,,2273.86,,,,-4.21,,,354.45,36.12,-33.16,,-22.23,-16.89,-39.41,38.45,-71.52,3.94,13.97,-59.92,21.31,-17.82,-52.38,-30.51,-4.92,65.09,140.97,245.47
BalanceReckoning_sy,,,,,,,,25.09,,,,0.91,,,0.30,-5.02,-16.34,,-33.60,-22.17,4.74,33.98,35.57,24.00,21.35,1.94,6.59,-0.50,-4.69,-18.88,-11.98,-10.24,-42.40,-17.97
BalanceReckoning_qq,,,,,-100.00,,,,-100.00,,,89.50,193.09,-100.00,,-43.24,43.93,18.53,-19.68,-39.34,4.93,170.85,-83.48,121.42,15.05,-4.76,-50.00,50.00,-33.33,38.99,-31.59,160.45,-2.69,99.26
BalanceReckoning_sq,,,,,7.39,,,,-3.80,,,-6.51,-3.41,-0.96,,-22.07,3.72,8.40,-19.68,11.79,-2.75,12.90,-0.16,-0.70,,0.82,-6.58,4.53,-2.18,,-20.36,-1.78,-5.24,11.10
BalanceTotalEquityAndLiabilities,1184000,1011000,1065000,1248000,2607000,2757000,3026000,3971000,3140000,3226000,4135000,5058000,4969000,0,5211000,6760000,7687000,7894000,18399000,19784000,19444000,12451000,22171000,25423000,24547000,26639000,27123000,29623000,29327000,30328000,31377000,34593000,34059000,36687000
BalanceTotalEquityAndLiabilities_yy,,,,,120.19,172.70,184.13,218.22,20.44,17.01,36.65,27.36,58.24,-100.00,26.01,33.65,54.71,,253.11,192.68,152.94,57.73,20.50,28.50,26.25,113.95,22.34,16.52,19.47,13.85,15.69,16.78,16.13,20.96
BalanceTotalEquityAndLiabilities_sy,,,,,16.43,16.79,184.13,12.65,17.22,6.30,19.74,4.15,-1.48,-3.31,-3.37,3.48,7.68,,13.84,4.66,2.55,1.86,1.08,5.53,6.54,1.94,-0.24,2.70,4.62,-0.96,-0.41,-7.67,-4.28,2.62
BalanceTotalEquityAndLiabilities_qq,,-14.61,5.34,17.18,108.89,5.75,9.76,31.24,-20.93,2.74,28.18,22.32,-1.76,-100.00,,29.73,13.72,2.69,133.09,7.53,-1.72,-35.97,78.07,14.67,-3.44,8.52,1.82,9.22,-1.00,3.41,3.46,10.25,-1.54,7.71
BalanceTotalEquityAndLiabilities_sq,,-0.74,-100.00,9.22,4.43,0.70,-100.00,16.45,-0.92,0.71,0.02,0.84,-0.50,-0.68,,2.12,-0.70,2.69,-1.40,0.56,-1.71,1.35,0.58,4.48,0.29,-0.52,0.21,3.59,-0.82,-3.17,-1.62,-0.08,-0.35,2.78
CashflowOperatingCashflow,,,,187000,,,,717000,,,,-118000,254000,154000,-107000,225000,205000,411000,587000,555000,-581000,714000,2325000,773000,1395000,-2075000,1061000,2435000,2318000,-1515000,1937000,1903000,1972000,700000
CashflowOperatingCashflow_yy,,,,,,,,283.52,,,,-116.42,,,,290.93,-19.14,167.01,650.26,146.69,-383.13,73.69,296.27,39.38,340.00,-390.44,-54.38,215.00,66.18,26.99,82.63,-21.87,-14.92,146.21
CashflowOperatingCashflow_sy,,,,,,,,9.46,,,,3.19,,,,46.94,-56.92,146.74,27.50,-53.34,71.92,-22.65,107.19,19.29,6.97,-3.94,0.19,42.54,66.18,-32.52,25.07,-19.34,-24.17,72.96
CashflowOperatingCashflow_qq,,,,,-100.00,,,,-100.00,,,,315.55,-39.32,-169.23,310.84,-8.71,100.37,42.67,-5.48,-204.78,222.92,225.51,-66.75,80.42,-248.76,151.13,129.56,-4.82,-165.36,227.89,-1.80,3.65,-64.50
CashflowOperatingCashflow_sq,,,,,-41.12,,,,-91.15,,,,-35.14,-6.92,-19.42,278.30,-65.66,110.61,19.72,-5.48,-35.95,-0.62,-23.37,12.67,-13.01,-31.31,28.85,43.40,-39.11,-44.60,76.35,-1.80,-23.24,17.48
CashflowAmortization,,,,30000,,,,240000,,,,299000,,,,360000,,,284000,104000,107000,116000,139000,184000,204000,176000,208000,257000,317000,330000,352000,381000,489000,574000
CashflowAmortization_yy,,,,,,,,701.60,,,,24.16,,,,20.61,,,,-71.05,,,-50.91,76.83,90.79,51.70,48.99,39.39,55.36,87.21,69.57,48.27,54.20,73.77
CashflowAmortization_sy,,,,,,,,76.72,,,,37.97,,,,1.82,,,,6.26,,,23.42,14.87,11.48,26.93,8.56,0.53,5.14,-4.23,,0.95,-1.56,4.26
CashflowAmortization_qq,,,,,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,-63.29,2.56,8.79,19.84,32.25,10.65,-13.49,17.69,23.73,23.33,4.24,6.60,8.19,28.26,17.47
