,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeNetProfit_qq,,101.22,421.24,-109.51,-292.86,319.55,-101.45,-1685.71,841.60,-57.93,81.03,64.31,26.29,-8.60,6.57,-21.30,44.97,-11.18,0.28,11.17,44.98,-47.54,-26.75,21.38,127.06,-58.10,86.60,-22.84,131.08,-34.46,-8.36
IncomeNetProfit_sq,,-25.49,79.08,-0.09,15.63,-48.21,-11.58,33.02,-42.96,-32.39,0.42,36.81,-27.57,-5.94,18.62,8.59,-37.73,-11.18,24.75,12.14,-23.20,-1.51,11.16,-8.65,-4.53,14.21,-29.32,23.55,-24.91,17.54,-8.36
IncomeShareholderNetProfit,-8981000,113000,589000,-56000,189000,483000,-7000,-125000,902000,358000,699000,1160000,1465000,1339000,1468000,1087000,1611000,1476000,1463000,1594000,2355000,1233000,890000,1102000,2497000,1025000,1913000,1483000,3436000,2261000,2053000
IncomeShareholderNetProfit_yy,,,,,102.10,327.43,-101.19,-123.21,377.25,-25.88,10085.71,1028.00,62.42,274.02,110.01,-6.29,9.97,10.23,-0.34,46.64,46.18,-16.46,-39.17,-30.87,6.03,-16.87,114.94,34.57,37.61,120.59,7.32
IncomeShareholderNetProfit_sy,,,,,44.47,19.06,-46.94,-9.80,-61.56,23.74,74.42,22.85,35.22,56.00,36.08,25.55,9.97,42.03,14.59,39.16,-14.93,-16.46,14.12,-22.26,0.21,10.04,-39.89,14.16,-7.32,-10.11,46.79
IncomeShareholderNetProfit_qq,,101.26,421.24,-109.51,437.50,155.56,-101.45,-1685.71,821.60,-60.31,95.25,65.95,26.29,-8.60,9.63,-25.95,48.21,-8.38,-0.88,8.95,47.74,-47.64,-27.82,23.82,126.59,-58.95,86.63,-22.48,131.69,-34.20,-9.20
IncomeShareholderNetProfit_sq,,-30.52,79.72,-0.69,15.63,-48.21,-11.85,33.33,-54.78,-26.66,1.17,65.95,-24.38,-12.57,19.58,6.76,-33.49,-8.38,25.93,18.69,-33.34,-1.51,29.06,-17.16,6.33,14.78,-29.22,43.74,-24.98,17.54,-4.30
BalanceNoncurrentAssets,13017000,,,,14830000,,,,14734000,,,10545000,10026000,10064000,10921000,10979000,11026000,11418000,11655000,11971000,12364000,12598000,12712000,13548000,14248000,13571000,13708000,13438000,14068000,15913000,15821000
BalanceNoncurrentAssets_yy,,,,,13.93,,,,-0.65,,,,-31.95,,,4.12,9.97,13.45,6.72,9.04,12.13,10.33,9.07,13.17,15.24,7.72,7.84,-0.81,-1.26,17.26,15.41
BalanceNoncurrentAssets_sy,,,,,9.52,,,,3.30,,,,3.70,,,10.33,9.70,3.98,6.29,6.63,6.82,13.71,8.31,9.99,9.71,6.71,1.32,2.24,-0.52,3.24,6.48
BalanceNoncurrentAssets_qq,,-100.00,,,,-100.00,,,,-100.00,,,-4.92,0.38,8.52,0.53,0.43,3.56,2.08,2.71,3.28,1.89,0.90,6.58,5.17,-4.75,1.01,-1.97,4.69,13.11,-0.58
BalanceNoncurrentAssets_sq,,1.05,,,,1.23,,,,-0.71,,,2.52,-0.28,0.51,0.88,-0.03,-0.67,2.72,1.14,2.24,0.62,0.90,0.26,0.10,-0.21,1.04,0.37,-0.23,0.68,-0.24
BalanceIntangibleAssets,2682000,,,,2669000,,,,2338000,,,2166000,2089000,2023000,2479000,2406000,2394000,2335000,2267000,2209000,2110000,2070000,2166000,3051000,3008000,2850000,2823000,2793000,3143000,3284000,3338000
BalanceIntangibleAssets_yy,,,,,-0.48,,,,-12.40,,,,-10.65,,,11.08,14.60,15.42,-8.55,-8.19,-11.86,-11.35,-4.46,38.12,42.56,37.68,30.33,-8.46,4.49,15.23,18.24
BalanceIntangibleAssets_sy,,,,,-3.19,,,,7.14,,,,0.80,,,6.02,0.39,2.34,-0.04,-0.10,4.20,6.62,5.03,6.01,0.82,0.06,-0.66,0.02,-1.84,0.04,0.66
BalanceIntangibleAssets_qq,,-100.00,,,,-100.00,,,,-100.00,,,-3.55,-3.16,22.54,-2.94,-0.50,-2.46,-2.91,-2.56,-4.48,-1.90,4.64,40.86,-1.41,-5.25,-0.95,-1.06,12.53,4.49,1.64
BalanceIntangibleAssets_sq,,-0.53,,,,0.01,,,,-1.67,,,-1.04,-0.72,-0.32,-0.73,0.26,-1.40,-0.79,-0.19,1.67,-0.53,0.18,-0.29,0.35,-0.77,-0.22,-0.27,-0.54,-0.14,-0.11
