,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentReceivables,,,,558000,,,,657000,,,508000,319000,403000,386000,1560000,1064000,3016000,2500000,2373000,2069000,3418000,2581000,2682000,2110000,2536000,2305000,2645000,2558000,2622000,2778000,2743000,3533000,4020000,3694000
BalanceCurrentReceivables_yy,,,,,,,,17.75,,,,-51.47,,,207.08,233.69,648.57,548.43,52.12,94.45,13.33,3.24,13.02,1.98,-25.80,-10.69,-1.38,21.23,3.39,20.52,3.71,38.12,53.32,32.97
BalanceCurrentReceivables_sy,,,,,,,,17.79,,,,-10.00,,,-1.75,-5.88,23.21,9.88,10.93,13.08,26.10,20.04,10.07,-0.01,2.49,-5.73,0.98,0.15,1.86,17.90,3.15,1.84,3.53,4.59
BalanceCurrentReceivables_qq,,,,,-100.00,,,,-100.00,,,-37.23,26.36,-4.31,304.61,-31.79,183.46,-17.11,-5.08,-12.81,65.20,-24.49,3.91,-21.33,20.19,-9.11,14.75,-3.29,2.50,5.95,-1.26,28.80,13.78,-8.11
BalanceCurrentReceivables_sq,,,,,-100.00,,,,-100.00,,,-14.06,-0.16,-3.08,4.72,-8.24,15.42,5.22,4.14,-12.37,11.18,4.73,,-17.98,20.19,-1.78,5.05,-6.04,19.70,1.51,-1.26,-1.14,12.06,0.24
BalanceCurrentInvestments,,,,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_yy,,,,,,,,-100.00,,,,,,,,100.00,100.00,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sy,,,,,,,,-3.06,,,,,,,,-100.00,-11.95,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_qq,,,,,-100.00,,,,,,,,43.75,100.00,,,,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments_sq,,,,,100.00,,,,,,,,32.62,0.10,,,,,,,,,,,,,,,,,,,,
BalanceCash,,,,349000,,,,1693000,,,554000,522000,800000,342000,138000,281000,2301000,2243000,3134000,3127000,3252000,1956000,2109000,2654000,2817000,539000,889000,1090000,803000,560000,4613000,1709000,1084000,900000
BalanceCash_yy,,,,,,,,385.03,,,,-69.18,,,-75.05,-46.15,187.66,555.44,2167.50,1012.81,41.33,-12.80,-32.71,-15.13,-13.38,-72.44,-57.85,-58.93,-71.49,3.90,418.90,56.79,34.99,60.71
BalanceCash_sy,,,,,,,,-20.63,,,,-7.90,,,-43.09,4.42,-40.51,-9.08,-17.00,8.51,30.46,-12.80,-23.94,-1.28,0.64,-15.02,17.33,-19.98,22.98,12.31,41.91,-5.51,-9.19,-32.70
BalanceCash_qq,,,,,-100.00,,,,-100.00,,,-5.81,53.29,-57.22,-59.61,103.31,718.86,-2.52,39.72,-0.22,4.00,-39.85,7.82,25.84,6.14,-80.87,64.94,22.61,-26.33,-30.26,723.75,-62.95,-36.57,-16.97
BalanceCash_sq,,,,,-100.00,,,,-100.00,,,-2.46,-100.00,-71.00,-1.19,11.78,-100.00,0.66,-25.98,13.42,-47.18,-6.07,-26.01,23.51,-95.27,,12.07,19.58,-85.01,7.48,-73.78,,-100.00,12.70
BalanceOtherCurrentAssets,,,,0,,,,2000,,,6000,2000,54000,102000,142000,4000,140000,225000,200000,352000,1129000,1328000,1062000,540000,489000,609000,485000,485000,759000,1601000,518000,133000,41000,55000
BalanceOtherCurrentAssets_yy,,,,,,,,426.32,,,,-22.50,,,2274.03,158.06,158.30,121.29,40.41,8700.00,706.43,490.22,431.00,53.41,-56.69,-54.14,-54.33,-10.19,55.21,162.89,6.80,-72.58,-94.60,-96.56
BalanceOtherCurrentAssets_sy,,,,,,,,0.02,,,,-9.48,,,28.68,53.07,10.19,6.48,11.08,50.31,34.19,30.35,2.66,12.45,-9.15,,6.26,0.68,13.88,14.06,6.80,-0.19,-11.53,-2.52
BalanceOtherCurrentAssets_qq,,,,,-100.00,,,,-100.00,,,-74.17,3396.77,87.59,40.10,-97.19,3400.00,60.71,-11.11,76.00,220.74,17.63,-20.03,-49.15,-9.44,24.54,-20.36,,56.49,110.94,-67.65,-74.32,-69.17,34.15
BalanceOtherCurrentAssets_sq,,,,,-100.00,,,,-100.00,,,-19.75,40.69,-16.42,-12.86,14.11,7.77,-6.37,-3.91,74.80,-2.86,-2.29,-1.94,26.70,-7.62,,-0.45,,-1.13,-2.29,-1.06,,-28.62,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,3465000,795000,,1508000,4109000,3945000,3925000,3969000,3369000,3026000,3265000,3308000,4124000,3770000,4742000,2353000,10208000,15396000,16282000,16689000,19295000,17501000,17670000,17488000,18287000,23007000,23916000,24473000,24900000,25918000,30520000,29420000,30409000,31021000
BalanceTotalAssets_yy,,,,,18.59,396.23,,163.26,-18.01,-23.30,-16.82,-16.65,22.40,24.60,45.24,-28.87,147.55,308.34,243.35,609.26,89.02,13.67,8.52,4.79,-5.22,31.46,35.35,39.94,36.16,12.65,27.61,20.21,22.12,19.69
BalanceTotalAssets_sy,,,,,48.84,43.48,,18.06,19.90,16.69,20.00,4.35,11.23,1.36,1.52,1.40,0.84,2.09,7.56,4.68,12.88,16.22,14.78,-0.05,3.02,1.38,-0.47,-1.43,4.52,1.74,1.29,0.85,-2.97,-4.22
BalanceTotalAssets_qq,,-77.06,-100.00,,172.55,-3.99,-0.51,1.12,-15.12,-10.18,7.90,1.32,24.65,-8.57,25.77,-50.38,333.83,50.82,5.75,2.50,15.62,-9.30,0.97,-1.03,4.57,25.81,3.95,2.33,1.74,4.09,17.76,-3.60,3.36,2.01
BalanceTotalAssets_sq,,0.66,2.55,,0.38,2.62,3.48,7.38,-0.21,-0.88,0.72,-1.86,1.74,-1.67,-2.32,0.28,-2.02,0.06,2.27,0.43,1.70,0.52,0.97,-1.13,-0.21,-1.31,0.72,-1.01,0.57,0.10,-1.13,-1.81,0.88,0.25
BalanceCapital,2899000,453000,-115000,122000,3267000,3212000,3185000,2865000,2775000,2435000,2496000,2675000,2160000,2159000,2136000,-136000,7676000,13225000,13986000,14864000,15373000,15639000,16009000,16169000,16604000,21529000,21942000,22369000,22864000,23188000,27715000,27392000,28208000,28988000
BalanceCapital_yy,,,,,12.69,609.05,2869.57,2239.35,-15.06,-24.19,-21.63,-6.62,-22.15,-11.34,-14.42,-105.08,255.31,512.56,554.77,11029.41,100.27,18.25,14.46,8.78,8.01,37.66,37.06,38.34,37.70,7.71,26.31,22.46,23.37,25.01
BalanceCapital_sy,,,,,18.52,79.06,31.86,19.91,7.40,9.85,8.98,-1.11,4.14,-0.78,-0.04,3.20,4.02,-2.56,1.26,3.71,4.67,2.54,5.36,2.10,1.50,5.72,3.41,1.62,0.96,-1.94,-0.34,-0.18,-2.89,-1.34
BalanceCapital_qq,,-84.37,-125.39,206.50,2567.59,-1.68,-0.84,-10.05,-3.14,-12.25,2.51,7.19,-19.25,-0.07,-1.06,-106.37,5744.12,72.29,5.75,6.28,3.42,1.73,2.37,1.00,2.69,29.66,1.92,1.95,2.21,1.42,19.52,-1.17,2.98,2.77
BalanceCapital_sq,,-0.22,11.28,10.96,0.75,-0.06,3.11,5.35,0.08,-3.02,0.65,0.41,0.92,0.32,-0.81,0.27,0.05,-3.74,2.38,-0.24,1.28,-2.35,1.35,1.39,0.10,0.90,-0.21,-1.86,0.68,-0.74,-0.58,-1.78,-0.08,-0.22
BalanceShareCapital,,,,938000,,,,1095000,,,1095000,1095000,1935000,10000,1250000,1250000,3574000,3574000,3574000,3574000,3574000,3574000,3574000,3574000,3574000,3912000,3912000,3912000,3912000,3912000,4248000,4248000,4248000,4248000
BalanceShareCapital_yy,,,,,,,,16.74,,,,-0.01,,,14.14,14.17,84.72,36176.90,185.95,185.92,,,,,,9.46,9.46,9.46,9.46,,8.59,8.59,8.59,8.59
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,-100.00,,,,-100.00,,,-0.01,76.72,-99.49,12586.28,0.01,185.92,,,,,,,,,9.46,,,,,8.59,,,
BalanceShareCapital_sq,,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,1240000,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,-38.87,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,-1.26,,,,,,,,,,,,,,,,,,,
BalanceReserve,,,,712000,,,,3573000,,,3573000,3573000,3573000,4273000,4273000,5635000,8925000,15654000,15654000,15654000,15654000,15654000,15654000,17104000,17104000,21974000,21974000,21974000,21974000,22146000,25903000,25903000,26041000,25947000
BalanceReserve_yy,,,,,,,,401.83,,,,0.01,,,19.60,57.69,149.76,266.31,266.31,177.80,75.39,,,9.26,9.26,40.37,40.37,28.47,28.47,0.78,17.88,17.88,18.51,17.16
BalanceReserve_sy,,,,,,,,31.92,,,,3.47,,,4.09,1.32,0.04,0.48,1.56,5.03,2.28,,,1.33,,2.02,0.01,,0.16,0.46,0.80,,0.51,
BalanceReserve_qq,,,,,-100.00,,,,-100.00,,,0.01,,19.59,,31.86,58.39,75.39,,,,,,9.26,,28.47,,,,0.78,16.96,,0.53,-0.36
BalanceReserve_sq,,,,,-100.00,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,5000,,,11000,3000,,3000,9000,7000,,19000,19000,12000,10000,11000,11000,11000,10000,7000,9000,15000,20000,25000,28000,29000,16000,32000
BalanceNonshareCapital_yy,,,,,,,,,,,,-39.00,,,-18.30,129.51,,625.47,111.42,71.43,,-42.11,-42.11,-8.33,,-36.36,-18.18,36.36,100.00,257.14,211.11,93.33,-20.00,28.00
BalanceNonshareCapital_sy,,,,,,,,,,,,-2.05,,,-18.30,22.58,,115.81,22.54,22.48,,-8.44,-42.11,6.86,,18.14,9.84,-11.32,0.03,0.03,0.06,-10.17,-12.42,26.73
BalanceNonshareCapital_qq,,,,,,,,,-100.00,,,-72.27,-100.00,,243.15,-22.11,-100.00,,,-36.84,-16.67,10.00,,,-9.09,-30.00,28.57,66.67,33.33,25.00,12.00,3.57,-44.83,100.00
BalanceNonshareCapital_sq,,,,,,,,,-100.00,,,-72.27,14.12,,193.02,-12.29,-23.39,,,1.42,-42.39,,,,-1.37,0.57,1.58,10.10,-4.30,-0.32,5.74,4.34,-6.64,4.06
BalanceNoncurrentLiabilities,352000,311000,-3000,1274000,625000,625000,625000,467000,352000,358000,526000,121000,1490000,955000,1970000,499000,526000,276000,283000,320000,333000,322000,293000,49000,46000,58000,49000,48000,57000,39000,41000,72000,51000,10000
BalanceNoncurrentLiabilities_yy,,,,,77.56,100.96,20933.33,-63.36,-43.68,-42.72,-15.84,-74.20,323.29,166.81,274.50,314.11,-64.70,-71.10,-85.63,-35.87,-36.69,16.67,3.53,-84.69,-86.19,-81.99,-83.28,-2.04,23.91,-32.76,-16.33,50.00,-10.53,-74.36
BalanceNoncurrentLiabilities_sy,,,,,-3.34,-6.88,37.72,-1.73,8.88,-6.67,8.56,-9.02,0.05,-15.52,-6.19,-3.90,-13.30,-11.76,-12.12,8.10,-12.72,-10.23,-9.59,-12.71,-22.36,-24.02,-7.98,0.36,-12.16,-7.14,-1.05,-5.34,-17.74,-28.02
BalanceNoncurrentLiabilities_qq,,-11.65,-100.96,42580.00,-50.96,,,-25.28,-24.63,1.70,46.93,-77.09,1136.51,-35.89,106.23,-74.67,5.41,-47.53,2.54,13.07,4.06,-3.30,-9.01,-83.28,-6.12,26.09,-15.52,-2.04,18.75,-31.58,5.13,75.61,-29.17,-80.39
BalanceNoncurrentLiabilities_sq,,3.91,-3.85,125.87,-41.62,,,16.77,-7.63,-2.13,,-10.00,-6.12,-7.45,0.01,-1.64,-2.50,-1.03,,13.20,-17.59,-0.77,,,-8.24,-1.10,,15.85,-11.36,-0.02,,,-24.26,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_yy,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sy,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_qq,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities_sq,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,625000,,,,,,,365000,0,291000,0,296000,499000,525000,275000,270000,307000,320000,309000,293000,49000,46000,56000,47000,39000,50000,32000,14000,5000,5000,
BalanceNoncurrentBorrowings_yy,,,,,,,,-100.00,,,,,,,-18.96,,80.55,,-8.72,-38.48,-39.05,12.36,8.52,-84.04,-85.62,-81.88,-83.96,-20.41,8.70,-42.86,-70.21,-87.18,-90.00,-100.00
BalanceNoncurrentBorrowings_sy,,,,,,,,3.72,,,,,,,-59.48,,-8.06,,-11.47,-16.16,-17.33,-14.74,-12.70,-28.92,-27.94,-29.10,-7.98,-4.26,-7.55,-8.58,-10.06,-7.06,-27.56,-29.90
BalanceNoncurrentBorrowings_qq,,,,,-100.00,,,,,,,-100.00,,-100.00,,68.70,5.21,-47.62,-1.82,13.70,4.23,-3.44,-5.18,-83.28,-6.12,21.74,-16.07,-17.02,28.21,-36.00,-56.25,-64.29,,-100.00
BalanceNoncurrentBorrowings_sq,,,,,-100.00,,,,,,,-22.76,,-1.92,,-4.81,-0.04,,-0.92,-9.97,-4.62,-1.14,-4.26,-12.50,-2.00,-3.26,-2.67,-9.28,-0.70,-3.15,-0.88,-4.83,,-0.30
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,650000,,,,467000,,,161000,121000,949000,955000,1674000,,1000,1000,13000,13000,13000,13000,,,,2000,2000,9000,7000,7000,27000,67000,46000,10000
BalanceNoncurrentOtherLiabilities_yy,,,,,,,,-28.14,,,,-74.20,,,939.79,-100.00,-99.89,-99.90,-99.22,,1200.00,1200.00,-100.00,-100.00,-100.00,-84.62,,,,250.00,1250.00,644.44,557.14,42.86
BalanceNoncurrentOtherLiabilities_sy,,,,,,,,-9.89,,,,-15.82,,,-71.79,0.56,-6.00,-46.26,-7.80,,0.49,-5.09,8.96,-5.90,-31.45,-7.76,,,,-0.03,-2.14,-2.09,0.69,1.00
BalanceNoncurrentOtherLiabilities_qq,,,,,-100.00,,,,-100.00,,,-25.16,687.90,0.61,75.26,-100.00,,,1200.00,,,,-100.00,,,,,350.00,-22.22,,285.71,148.15,-31.34,-78.26
BalanceNoncurrentOtherLiabilities_sq,,,,,-100.00,,,,-100.00,,,-50.00,-100.00,,,-21.62,,,,,,,,,,,,0.89,-100.00,,,1.48,-100.00,-0.02
BalanceCurrentLiabilities,214000,31000,42000,110000,217000,108000,115000,632000,242000,233000,232000,509000,473000,654000,627000,1983000,2006000,1876000,1994000,1493000,3579000,1529000,1357000,1259000,1627000,1413000,1916000,2041000,1959000,2666000,2736000,1927000,2134000,1991000
BalanceCurrentLiabilities_yy,,,,,1.40,248.39,173.81,473.71,11.52,115.74,101.74,-19.47,95.52,180.54,170.35,289.65,323.96,187.00,217.91,-24.71,78.41,-18.50,-31.95,-15.67,-54.54,-7.59,41.19,62.11,20.41,88.68,42.80,-5.59,8.93,-25.32
BalanceCurrentLiabilities_sy,,,,,46.44,37.34,16.74,26.11,35.78,37.50,23.37,-1.67,12.97,27.67,17.99,10.11,7.46,25.30,18.20,8.07,35.63,12.32,5.12,-1.84,-2.69,-8.42,-2.92,11.93,7.91,26.10,22.34,0.33,8.64,-0.49
BalanceCurrentLiabilities_qq,,-85.51,35.48,162.29,96.99,-50.23,6.48,449.57,-61.71,-3.72,-0.43,119.36,-7.03,38.15,-4.04,216.16,1.16,-6.48,6.29,-25.13,139.72,-57.28,-11.25,-7.22,29.23,-13.15,35.60,6.52,-4.02,36.09,2.63,-29.57,10.74,-6.70
BalanceCurrentLiabilities_sq,,6.94,-5.17,17.37,-18.63,2.41,9.05,13.48,-3.30,-0.90,-5.03,3.58,4.02,-0.14,-3.26,3.39,-0.03,9.37,2.05,1.78,20.00,4.98,1.12,-20.86,13.42,0.24,4.17,-0.21,4.46,6.94,2.63,-9.72,9.62,-0.16
BalanceCurrentTradePayablesv,,,,93000,,,,632000,,,232000,96000,4000,182000,178000,184000,644000,478000,1180000,511000,2644000,568000,898000,644000,1063000,897000,1023000,1271000,1300000,1382000,1874000,1154000,1694000,1412000
BalanceCurrentTradePayablesv_yy,,,,,,,,580.52,,,,-84.85,,,-23.11,92.21,17592.31,161.97,561.48,177.72,310.56,18.83,-23.90,26.03,-59.80,57.92,13.92,97.36,22.30,54.07,83.19,-9.21,30.31,2.17
BalanceCurrentTradePayablesv_sy,,,,,,,,13.82,,,,-4.78,,,-29.55,2.42,24.89,9.64,19.92,11.74,-5.34,-7.40,-9.37,-4.20,15.48,8.80,-6.89,-3.13,17.99,20.08,38.05,7.38,14.53,11.75
BalanceCurrentTradePayablesv_qq,,,,,-100.00,,,,-100.00,,,-58.74,-96.20,4912.77,-2.23,3.15,250.00,-25.78,146.86,-56.69,417.42,-78.52,58.10,-28.29,65.06,-15.62,14.05,24.24,2.28,6.31,35.60,-38.42,46.79,-16.65
BalanceCurrentTradePayablesv_sq,,,,,-100.00,,,,-100.00,,,-50.06,-100.00,-38.94,2.45,-11.25,-12.52,6.18,2.07,-23.43,-30.21,6.80,7.99,-6.72,-37.63,-7.02,0.50,-3.06,-58.74,1.58,4.89,-9.64,-100.00,-1.93
BalanceCurrentBorrowings,,,,0,,,,,,,,0,,360000,51000,629000,301000,,,11000,,,13000,247000,237000,103000,402000,187000,66000,817000,59000,232000,44000,36000
BalanceCurrentBorrowings_yy,,,,,,,,100.00,,,,,,,,299423.80,,-100.00,-100.00,-98.25,-100.00,,,2145.45,,,2992.31,-24.29,-72.15,693.20,-85.32,24.06,-33.33,-95.59
BalanceCurrentBorrowings_sy,,,,,,,,48.18,,,,,,,,-5.68,,-0.30,14.48,-6.61,5.73,,,,,,-9.39,15.32,3.14,24.36,2.71,17.99,11.99,8.01
BalanceCurrentBorrowings_qq,,,,,100.00,,,,,,,,-100.00,,-85.82,1131.23,-52.15,-100.00,,,-100.00,,,1800.00,-4.05,-56.54,290.29,-53.48,-64.71,1137.88,-92.78,293.22,-81.03,-18.18
BalanceCurrentBorrowings_sq,,,,,-100.00,,,,,,,,-100.00,,-8.44,13.62,-100.00,18.84,,,-100.00,,,-9.17,-99.90,1.24,-5.35,-2.66,-82.36,,,5.28,-100.00,3.26
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,18000,,,,,,,,413000,470000,111000,398000,1170000,1061000,1398000,814000,971000,935000,961000,446000,368000,327000,413000,491000,583000,593000,467000,803000,541000,396000,543000
BalanceCurrentOtherLiabilities_yy,,,,,,,,-100.00,,,,,,,,182.96,125.83,1161.48,104.65,-17.01,-11.88,-31.26,-45.21,-62.10,-65.03,-57.02,10.09,58.42,81.35,13.08,63.54,-7.20,-33.22,16.27
BalanceCurrentOtherLiabilities_sy,,,,,,,,-1.58,,,,,,,,-2.26,-16.41,24.98,28.58,15.68,15.32,39.66,37.32,-1.06,-2.49,-3.68,3.70,5.56,9.29,19.36,14.79,-5.30,9.96,4.52
BalanceCurrentOtherLiabilities_qq,,,,,-100.00,,,,,,,,13.63,-76.41,258.91,194.16,-9.32,31.76,-41.77,19.29,-3.71,2.78,-53.59,-17.49,-11.14,26.30,18.89,18.74,1.72,-21.25,71.95,-32.63,-26.80,37.12
BalanceCurrentOtherLiabilities_sq,,,,,-100.00,,,,,,,,175.73,-49.92,-4.45,-17.72,37.05,9.12,0.41,-16.32,50.08,5.82,0.32,-52.60,88.13,2.07,1.43,-13.08,28.39,5.76,0.76,-40.12,46.22,0.56
BalanceReckoning,,,,0,,,,,,,,-1000,0,0,0,,,,,,,,,,,,,,,,,,,
BalanceReckoning_yy,,,,,,,,100.00,,,,,,,,100.00,100.00,,,,,,,,,,,,,,,,,
BalanceReckoning_sy,,,,,,,,-11.24,,,,,,,,8.63,-1.36,,,,,,,,,,,,,,,,,
BalanceReckoning_qq,,,,,100.00,,,,,,,,38.00,100.00,,,,,,,,,,,,,,,,,,,,
BalanceReckoning_sq,,,,,-100.00,,,,,,,,0.93,-0.90,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,3465000,795000,-76000,1507000,4109000,3945000,3925000,3969000,3369000,3026000,3265000,3308000,4124000,3770000,4742000,2353000,10208000,15396000,16282000,16689000,19295000,17501000,17670000,17488000,18287000,23007000,23916000,24473000,24900000,25918000,30520000,29420000,30409000,31021000
BalanceTotalEquityAndLiabilities_yy,,,,,18.59,396.23,5264.47,163.37,-18.01,-23.30,-16.82,-16.66,22.40,24.60,45.24,-28.87,147.56,308.34,243.35,609.26,89.02,13.67,8.52,4.79,-5.22,31.46,35.35,39.94,36.16,12.65,27.61,20.21,22.12,19.69
BalanceTotalEquityAndLiabilities_sy,,,,,52.27,43.46,33.72,18.06,11.46,16.71,17.18,4.35,22.32,11.06,1.52,1.40,0.84,2.09,7.56,4.68,12.88,16.22,14.78,-0.05,3.01,1.38,-0.47,-1.43,4.52,1.74,1.29,0.85,-2.97,-4.22
BalanceTotalEquityAndLiabilities_qq,,-77.06,-109.56,2082.93,172.66,-3.99,-0.51,1.12,-15.12,-10.18,7.90,1.31,24.66,-8.56,25.77,-50.38,333.83,50.82,5.75,2.50,15.62,-9.30,0.97,-1.03,4.57,25.81,3.95,2.33,1.74,4.09,17.76,-3.60,3.36,2.01
BalanceTotalEquityAndLiabilities_sq,,0.68,4.92,23.96,-0.36,2.62,3.94,7.99,-1.70,-1.18,3.69,-1.16,1.72,-1.67,-2.32,0.28,-2.02,0.06,2.27,0.43,1.70,0.52,0.97,-1.13,-0.21,-1.31,0.72,-1.01,0.57,0.10,-1.13,-1.81,0.88,0.25
CashflowOperatingCashflow,,,,-330000,,,,-920000,,,-890000,135000,-1005000,356000,490000,-70000,-4274000,7150000,-618000,-412000,599000,-1045000,485000,936000,490000,148000,811000,739000,139000,-26000,1337000,-1404000,1178000,1067000
CashflowOperatingCashflow_yy,,,,,,,,-178.95,,,,114.67,,,155.08,-152.09,-325.33,1908.49,-226.07,-485.98,114.01,-114.62,178.48,327.18,-18.20,114.16,67.22,-21.05,-71.63,-117.57,64.86,-289.99,747.48,4203.85
CashflowOperatingCashflow_sy,,,,,,,,-50.11,,,,71.93,,,-9.33,27.73,-97.76,76.95,-39.19,99.06,21.68,25.58,-11.17,-38.58,23.50,-44.41,8.18,-7.24,7.66,-21.78,29.00,-66.89,4.27,23.32
CashflowOperatingCashflow_qq,,,,,100.00,,,,100.00,,,115.17,-844.46,135.43,37.70,-114.34,-5978.88,267.29,-108.64,33.33,245.39,-274.46,146.41,92.99,-47.65,-69.80,447.97,-8.88,-81.19,-118.71,5242.31,-205.01,183.90,-9.42
CashflowOperatingCashflow_sq,,,,,-100.00,,,,-67.80,,,25.79,-28.42,-73.10,1.91,58.18,-85.67,97.50,3.14,92.63,-83.20,43.87,-7.99,8.61,-15.64,-2.23,-2.84,89.49,-78.38,14.07,61.01,-19.41,17.18,-18.49
CashflowAmortization,,,,29000,,,,142000,,,176000,,119000,118000,114000,117000,104000,96000,133000,112000,108000,92000,90000,73000,75000,92000,79000,77000,198000,145000,157000,158000,150000,155000
CashflowAmortization_yy,,,,,,,,385.30,,,,-100.00,,,-35.41,,-12.92,-18.78,17.00,-4.02,3.85,-4.17,-32.33,-34.82,-30.56,,-12.22,5.48,164.00,57.61,98.73,105.19,-24.24,6.90
CashflowAmortization_sy,,,,,,,,15.79,,,,-0.36,,,-41.67,,-10.40,6.56,-10.17,1.78,1.97,-4.17,7.24,21.58,1.42,,-0.36,-4.84,,2.14,21.14,0.43,12.10,3.01
CashflowAmortization_qq,,,,,-100.00,,,,-100.00,,,-100.00,,-1.03,-3.83,2.66,-10.88,-7.69,38.54,-15.79,-3.57,-14.81,-2.17,-18.89,2.74,22.67,-14.13,-2.53,157.14,-26.77,8.28,0.64,-5.06,3.33
CashflowAmortization_sq,,,,,-100.00,,,,-100.00,,,-64.77,,-2.41,0.54,-8.26,-100.00,10.71,-2.38,-0.26,-90.41,0.02,-1.84,0.02,-100.00,0.61,-9.09,-0.46,-100.00,3.11,,1.74,-100.00,
CashflowInvestingCashflow,,,,-293000,,,,-518000,,,-222000,-224000,-332000,0,-226000,-55000,-77000,-4013000,-290000,-270000,-475000,-227000,-288000,-363000,-315000,-2414000,-412000,-483000,-270000,-201000,-2091000,-1539000,-1614000,-1237000
