,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-300000,-435000,121000,983000,2248000,644000,20195000,1882000,2053000,-2466000,-373000,596000,-208000,172000,-4839000,-4365000,-6125000,-7837000,-189000,-1408000,-2110000,1673000,1515000,5231000,1960000,2775000,201000,-759000,-4781000,2139000,1735000,2120000,816000,-1829000,326000,1624000,-126000,471000,-2903000,1205000,1366000,20698000,-9700000,8345000,3534000,5808000,2969000,1543000
IncomeNetProfit_yy,,,,,849.33,248.05,16590.08,91.45,-8.67,-482.92,-101.85,-68.33,-110.13,106.97,-1197.32,-832.38,-2844.71,-4656.40,96.09,67.74,65.55,121.35,901.59,471.52,192.89,65.87,-86.73,-114.51,-343.93,-22.92,763.18,379.31,117.07,-185.51,-81.21,-23.40,-115.44,125.75,-990.49,-25.80,1184.13,4294.48,-234.14,592.53,158.71,-71.94,130.61,-81.51
IncomeNetProfit_sy,,,,,849.33,248.05,16590.08,91.45,-8.67,-482.92,-101.85,-68.33,-110.13,106.97,-1197.32,-832.38,-2844.71,-4656.40,96.09,67.74,65.55,121.35,901.59,471.52,192.89,65.87,-86.73,-114.51,-343.93,-22.92,763.18,379.31,117.07,-185.51,-81.21,-23.40,-115.44,125.75,-990.49,-25.80,1184.13,4294.48,-234.14,592.53,158.71,-71.94,130.61,-81.51
IncomeNetProfit_qq,,-45.00,127.82,712.40,128.69,-71.35,3035.87,-90.68,9.09,-220.12,84.87,259.79,-134.90,182.69,-2913.37,9.80,-40.32,-27.95,97.59,-644.97,-49.86,179.29,-9.44,245.28,-62.53,41.58,-92.76,-477.61,-529.91,144.74,-18.89,22.19,-61.51,-324.14,117.82,398.16,-107.76,473.81,-716.35,141.51,13.36,1415.23,-146.86,186.03,-57.65,64.35,-48.88,-48.03
IncomeNetProfit_sq,,-45.00,127.82,712.40,128.69,-71.35,3035.87,-90.68,9.09,-220.12,84.87,259.79,-134.90,182.69,-2913.37,9.80,-40.32,-27.95,97.59,-644.97,-49.86,179.29,-9.44,245.28,-62.53,41.58,-92.76,-477.61,-529.91,144.74,-18.89,22.19,-61.51,-324.14,117.82,398.16,-107.76,473.81,-716.35,141.51,13.36,1415.23,-146.86,186.03,-57.65,64.35,-48.88,-48.03
IncomeShareholderNetProfit,-300000,-435000,121000,983000,2248000,644000,20195000,1882000,2053000,-2466000,-373000,596000,-208000,172000,-4839000,-4370000,-6128000,-7833000,-190000,-1407000,-2110000,1672000,1515000,5245000,1932000,2792000,195000,-751000,-4778000,2142000,1730000,2125000,816000,-1829000,326000,1624000,-126000,471000,-2903000,1205000,1366000,18532000,-10137000,8718000,3252000,4367000,2205000,706000
IncomeShareholderNetProfit_yy,,,,,849.33,248.05,16590.08,91.45,-8.67,-482.92,-101.85,-68.33,-110.13,106.97,-1197.32,-833.22,-2846.15,-4654.07,96.07,67.80,65.57,121.35,897.37,472.78,191.56,66.99,-87.13,-114.32,-347.31,-23.28,787.18,382.96,117.08,-185.39,-81.16,-23.58,-115.44,125.75,-990.49,-25.80,1184.13,3834.61,-249.19,623.49,138.07,-76.44,121.75,-91.90
IncomeShareholderNetProfit_sy,,,,,849.33,248.05,16590.08,91.45,-8.67,-482.92,-101.85,-68.33,-110.13,106.97,-1197.32,-833.22,-2846.15,-4654.07,96.07,67.80,65.57,121.35,897.37,472.78,191.56,66.99,-87.13,-114.32,-347.31,-23.28,787.18,382.96,117.08,-185.39,-81.16,-23.58,-115.44,125.75,-990.49,-25.80,1184.13,3834.61,-249.19,623.49,138.07,-76.44,121.75,-91.90
IncomeShareholderNetProfit_qq,,-45.00,127.82,712.40,128.69,-71.35,3035.87,-90.68,9.09,-220.12,84.87,259.79,-134.90,182.69,-2913.37,9.69,-40.23,-27.82,97.57,-640.53,-49.96,179.24,-9.39,246.20,-63.16,44.51,-93.02,-485.13,-536.22,144.83,-19.23,22.83,-61.60,-324.14,117.82,398.16,-107.76,473.81,-716.35,141.51,13.36,1256.66,-154.70,186.00,-62.70,34.29,-49.51,-67.98
IncomeShareholderNetProfit_sq,,-45.00,127.82,712.40,128.69,-71.35,3035.87,-90.68,9.09,-220.12,84.87,259.79,-134.90,182.69,-2913.37,9.69,-40.23,-27.82,97.57,-640.53,-49.96,179.24,-9.39,246.20,-63.16,44.51,-93.02,-485.13,-536.22,144.83,-19.23,22.83,-61.60,-324.14,117.82,398.16,-107.76,473.81,-716.35,141.51,13.36,1256.66,-154.70,186.00,-62.70,34.29,-49.51,-67.98
BalanceNoncurrentAssets,,34524000,,35620000,,34727000,79582000,84087000,,88050000,88411000,91467000,,99499000,99274000,95012000,,85740000,85480000,84566000,,87681000,87320000,208463000,204243000,203542000,203694000,205952000,207523000,215339000,213317000,206690000,206534000,212864000,213420000,213440000,215265000,209375000,208171000,230771000,237318000,283234000,280524000,290439000,292677000,292226000,295200000,275312000
BalanceNoncurrentAssets_yy,,,,,,0.59,,136.07,,153.55,11.09,8.78,,13.00,12.29,3.88,,-13.83,-13.89,-10.99,,2.26,2.15,146.51,,132.14,133.27,-1.20,1.61,5.80,4.72,0.36,-0.48,-1.15,0.05,3.27,4.23,-1.64,-2.46,8.12,10.24,35.28,34.76,25.86,23.33,3.17,5.23,-5.21
BalanceNoncurrentAssets_sy,,,,,,0.59,,136.07,,153.55,11.09,8.78,,13.00,12.29,3.88,,-13.83,-13.89,-10.99,,2.26,2.15,146.51,,132.14,133.27,-1.20,1.61,5.80,4.72,0.36,-0.48,-1.15,0.05,3.27,4.23,-1.64,-2.46,8.12,10.24,35.28,34.76,25.86,23.33,3.17,5.23,-5.21
BalanceNoncurrentAssets_qq,,,-100.00,,-100.00,,129.16,5.66,-100.00,,0.41,3.46,-100.00,,-0.23,-4.29,-100.00,,-0.30,-1.07,-100.00,,-0.41,138.73,-2.02,-0.34,0.07,1.11,0.76,3.77,-0.94,-3.11,-0.08,3.06,0.26,0.01,0.86,-2.74,-0.58,10.86,2.84,19.35,-0.96,3.53,0.77,-0.15,1.02,-6.74
BalanceNoncurrentAssets_sq,,,-100.00,,-100.00,,129.16,5.66,-100.00,,0.41,3.46,-100.00,,-0.23,-4.29,-100.00,,-0.30,-1.07,-100.00,,-0.41,138.73,-2.02,-0.34,0.07,1.11,0.76,3.77,-0.94,-3.11,-0.08,3.06,0.26,0.01,0.86,-2.74,-0.58,10.86,2.84,19.35,-0.96,3.53,0.77,-0.15,1.02,-6.74
BalanceIntangibleAssets,,770000,,722000,,402000,394000,405000,,435000,803000,2039000,,6546000,6680000,5311000,,4220000,4184000,4162000,,4109000,4110000,4385000,4347000,4344000,4325000,4320000,308000,459000,507000,580000,616000,570000,573000,571000,525000,482000,480000,466000,478000,3517000,3302000,3138000,2958000,2958000,2589000,3104000
BalanceIntangibleAssets_yy,,,,,,-47.79,,-43.91,,8.21,103.81,403.46,,1404.83,731.88,160.47,,-35.53,-37.37,-21.63,,-2.63,-1.77,5.36,,5.72,5.23,-1.48,-92.91,-89.43,-88.28,-86.57,100.00,24.18,13.02,-1.55,-14.77,-15.44,-16.23,-18.39,-8.95,629.67,587.92,573.39,518.83,-15.89,-21.59,-1.08
BalanceIntangibleAssets_sy,,,,,,-47.79,,-43.91,,8.21,103.81,403.46,,1404.83,731.88,160.47,,-35.53,-37.37,-21.63,,-2.63,-1.77,5.36,,5.72,5.23,-1.48,-92.91,-89.43,-88.28,-86.57,100.00,24.18,13.02,-1.55,-14.77,-15.44,-16.23,-18.39,-8.95,629.67,587.92,573.39,518.83,-15.89,-21.59,-1.08
BalanceIntangibleAssets_qq,,,-100.00,,-100.00,,-1.99,2.79,-100.00,,84.60,153.92,-100.00,,2.05,-20.49,-100.00,,-0.85,-0.53,-100.00,,0.02,6.69,-0.87,-0.07,-0.44,-0.12,-92.87,49.03,10.46,14.40,6.21,-7.47,0.53,-0.35,-8.06,-8.19,-0.41,-2.92,2.58,635.77,-6.11,-4.97,-5.74,,-12.47,19.89
BalanceIntangibleAssets_sq,,,-100.00,,-100.00,,-1.99,2.79,-100.00,,84.60,153.92,-100.00,,2.05,-20.49,-100.00,,-0.85,-0.53,-100.00,,0.02,6.69,-0.87,-0.07,-0.44,-0.12,-92.87,49.03,10.46,14.40,6.21,-7.47,0.53,-0.35,-8.06,-8.19,-0.41,-2.92,2.58,635.77,-6.11,-4.97,-5.74,,-12.47,19.89
BalanceProperty,,33099000,,34423000,,33336000,78173000,82713000,,85661000,85673000,86247000,,88587000,87874000,85977000,,79519000,79419000,78687000,,80516000,80077000,201093000,197032000,196440000,195739000,198398000,204364000,212226000,209396000,199658000,200144000,199404000,200109000,200705000,202555000,198518000,197361000,201600000,203894000,265587000,263214000,273615000,275908000,274299000,277524000,258988000
BalanceProperty_yy,,,,,,0.72,,140.28,,156.96,9.59,4.27,,3.42,2.57,-0.31,,-10.24,-9.62,-8.48,,1.25,0.83,155.56,,143.98,144.44,-1.34,3.72,8.04,6.98,0.64,-2.06,-6.04,-4.44,0.52,1.20,-0.44,-1.37,0.45,0.66,33.78,33.37,35.72,35.32,3.28,5.44,-5.35
BalanceProperty_sy,,,,,,0.72,,140.28,,156.96,9.59,4.27,,3.42,2.57,-0.31,,-10.24,-9.62,-8.48,,1.25,0.83,155.56,,143.98,144.44,-1.34,3.72,8.04,6.98,0.64,-2.06,-6.04,-4.44,0.52,1.20,-0.44,-1.37,0.45,0.66,33.78,33.37,35.72,35.32,3.28,5.44,-5.35
BalanceProperty_qq,,,-100.00,,-100.00,,134.50,5.81,-100.00,,0.01,0.67,-100.00,,-0.80,-2.16,-100.00,,-0.13,-0.92,-100.00,,-0.55,151.12,-2.02,-0.30,-0.36,1.36,3.01,3.85,-1.33,-4.65,0.24,-0.37,0.35,0.30,0.92,-1.99,-0.58,2.15,1.14,30.26,-0.89,3.95,0.84,-0.58,1.18,-6.68
BalanceProperty_sq,,,-100.00,,-100.00,,134.50,5.81,-100.00,,0.01,0.67,-100.00,,-0.80,-2.16,-100.00,,-0.13,-0.92,-100.00,,-0.55,151.12,-2.02,-0.30,-0.36,1.36,3.01,3.85,-1.33,-4.65,0.24,-0.37,0.35,0.30,0.92,-1.99,-0.58,2.15,1.14,30.26,-0.89,3.95,0.84,-0.58,1.18,-6.68
BalanceNoncurrentReceivables,,,,,,,,,,0,0,,,93000,87000,,,0,0,0,,585000,551000,690000,310000,809000,327000,1154000,880000,531000,31000,895000,1406000,1901000,2145000,2149000,2155000,2136000,2141000,2140000,2145000,3516000,2938000,4051000,3567000,4263000,4293000,5070000
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,-100.00,-100.00,,,,,,,38.29,-40.65,67.25,183.87,-34.36,-90.52,-22.44,59.77,258.00,6819.35,140.11,53.27,12.36,-0.19,-0.42,-0.46,64.61,37.23,89.30,66.29,21.25,46.12,25.15
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,-100.00,-100.00,,,,,,,38.29,-40.65,67.25,183.87,-34.36,-90.52,-22.44,59.77,258.00,6819.35,140.11,53.27,12.36,-0.19,-0.42,-0.46,64.61,37.23,89.30,66.29,21.25,46.12,25.15
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,-6.45,-100.00,,,,,,,-5.81,25.23,-55.07,160.97,-59.58,252.91,-23.74,-39.66,-94.16,2787.10,57.09,35.21,12.84,0.19,0.28,-0.88,0.23,-0.05,0.23,63.92,-16.44,37.88,-11.95,19.51,0.70,18.10
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,-6.45,-100.00,,,,,,,-5.81,25.23,-55.07,160.97,-59.58,252.91,-23.74,-39.66,-94.16,2787.10,57.09,35.21,12.84,0.19,0.28,-0.88,0.23,-0.05,0.23,63.92,-16.44,37.88,-11.95,19.51,0.70,18.10
BalanceNoncurrInvestments,,177000,,75000,,,,,,0,0,0,,135000,531000,217000,,,,50000,,,0,,,,631000,,,,,,,3000,3000,3000,3000,139000,166000,18236000,22448000,130000,102000,140000,140000,3000,3000,3000
BalanceNoncurrInvestments_yy,,,,,,-100.00,,-100.00,,,,,,,,,,-100.00,-100.00,-76.96,,,,-100.00,,,,,,,-100.00,,,,,,,4533.33,5433.33,607766.65,748166.65,-6.47,-38.55,-99.23,-99.38,-97.69,-97.06,-97.86
BalanceNoncurrInvestments_sy,,,,,,-100.00,,-100.00,,,,,,,,,,-100.00,-100.00,-76.96,,,,-100.00,,,,,,,-100.00,,,,,,,4533.33,5433.33,607766.65,748166.65,-6.47,-38.55,-99.23,-99.38,-97.69,-97.06,-97.86
BalanceNoncurrInvestments_qq,,,-100.00,,-100.00,,,,,,,,,,293.33,-59.13,-100.00,,,,-100.00,,,,,,,-100.00,,,,,,,,,,4533.33,19.42,10885.54,23.10,-99.42,-21.54,37.25,,-97.86,,
BalanceNoncurrInvestments_sq,,,-100.00,,-100.00,,,,,,,,,,293.33,-59.13,-100.00,,,,-100.00,,,,,,,-100.00,,,,,,,,,,4533.33,19.42,10885.54,23.10,-99.42,-21.54,37.25,,-97.86,,
BalanceOtherNoncurrentAssets,,478000,,400000,,989000,1015000,969000,,1954000,1935000,3181000,,4138000,4102000,3507000,,2001000,1877000,1667000,,2471000,2582000,2295000,2554000,1949000,2672000,2080000,1971000,2123000,3383000,5557000,4368000,10986000,10590000,10012000,10027000,8100000,8023000,8329000,8353000,10484000,10968000,9495000,10104000,10703000,10791000,8147000
BalanceOtherNoncurrentAssets_yy,,,,,,106.90,,142.25,,97.57,90.64,228.28,,111.77,111.99,10.25,,-51.64,-54.24,-52.47,,23.49,37.56,37.67,,-21.13,3.49,-9.37,-22.83,8.93,26.61,167.16,121.61,417.48,213.04,80.17,129.56,-26.27,-24.24,-16.81,-16.69,29.43,36.71,14.00,20.96,2.09,-1.61,-14.20
BalanceOtherNoncurrentAssets_sy,,,,,,106.90,,142.25,,97.57,90.64,228.28,,111.77,111.99,10.25,,-51.64,-54.24,-52.47,,23.49,37.56,37.67,,-21.13,3.49,-9.37,-22.83,8.93,26.61,167.16,121.61,417.48,213.04,80.17,129.56,-26.27,-24.24,-16.81,-16.69,29.43,36.71,14.00,20.96,2.09,-1.61,-14.20
BalanceOtherNoncurrentAssets_qq,,,-100.00,,-100.00,,2.63,-4.53,-100.00,,-0.97,64.39,-100.00,,-0.87,-14.51,-100.00,,-6.20,-11.19,-100.00,,4.49,-11.12,11.29,-23.69,37.10,-22.16,-5.24,7.71,59.35,64.26,-21.40,151.51,-3.60,-5.46,0.15,-19.22,-0.95,3.81,0.29,25.51,4.62,-13.43,6.41,5.93,0.82,-24.50
BalanceOtherNoncurrentAssets_sq,,,-100.00,,-100.00,,2.63,-4.53,-100.00,,-0.97,64.39,-100.00,,-0.87,-14.51,-100.00,,-6.20,-11.19,-100.00,,4.49,-11.12,11.29,-23.69,37.10,-22.16,-5.24,7.71,59.35,64.26,-21.40,151.51,-3.60,-5.46,0.15,-19.22,-0.95,3.81,0.29,25.51,4.62,-13.43,6.41,5.93,0.82,-24.50
BalanceCurrentAssets,,31387000,,38264000,,79733000,64970000,65246000,,76376000,75376000,60369000,,64342000,58264000,49567000,,40039000,33772000,25016000,,28722000,30474000,33663000,36503000,27433000,33742000,30761000,25156000,20907000,63626000,37339000,42132000,50092000,45914000,53761000,66633000,70564000,65472000,44668000,47329000,109645000,126363000,125627000,169093000,160926000,149404000,173522000
BalanceCurrentAssets_yy,,,,,,154.03,,70.52,,-4.21,16.02,-7.47,,-15.76,-22.70,-17.89,,-37.77,-42.04,-49.53,,-28.26,-9.77,34.57,,-4.49,10.72,-8.62,-31.09,-23.79,88.57,21.38,67.48,139.59,-27.84,43.98,58.15,40.87,42.60,-16.91,-28.97,55.38,93.00,181.25,257.27,46.77,18.23,38.12
BalanceCurrentAssets_sy,,,,,,154.03,,70.52,,-4.21,16.02,-7.47,,-15.76,-22.70,-17.89,,-37.77,-42.04,-49.53,,-28.26,-9.77,34.57,,-4.49,10.72,-8.62,-31.09,-23.79,88.57,21.38,67.48,139.59,-27.84,43.98,58.15,40.87,42.60,-16.91,-28.97,55.38,93.00,181.25,257.27,46.77,18.23,38.12
BalanceCurrentAssets_qq,,,-100.00,,-100.00,,-18.52,0.42,-100.00,,-1.31,-19.91,-100.00,,-9.45,-14.93,-100.00,,-15.65,-25.93,-100.00,,6.10,10.46,8.44,-24.85,23.00,-8.83,-18.22,-16.89,204.33,-41.31,12.84,18.89,-8.34,17.09,23.94,5.90,-7.22,-31.78,5.96,131.67,15.25,-0.58,34.60,-4.83,-7.16,16.14
BalanceCurrentAssets_sq,,,-100.00,,-100.00,,-18.52,0.42,-100.00,,-1.31,-19.91,-100.00,,-9.45,-14.93,-100.00,,-15.65,-25.93,-100.00,,6.10,10.46,8.44,-24.85,23.00,-8.83,-18.22,-16.89,204.33,-41.31,12.84,18.89,-8.34,17.09,23.94,5.90,-7.22,-31.78,5.96,131.67,15.25,-0.58,34.60,-4.83,-7.16,16.14
BalanceInventory,,7399000,,7154000,,7051000,9420000,8196000,,5866000,5948000,5631000,,9190000,8953000,9795000,,5078000,4828000,4761000,,4155000,5282000,2829000,4637000,3877000,3726000,3133000,3472000,3282000,3527000,8493000,11133000,12785000,16458000,22847000,26721000,24760000,21960000,22600000,23400000,52800000,60818000,59516000,68707000,79483000,73634000,73981000
BalanceInventory_yy,,,,,,-4.70,,14.57,,-16.81,-36.86,-31.30,,56.67,50.52,73.95,,-44.74,-46.07,-51.39,,-18.18,9.40,-40.58,,-6.69,-29.46,10.75,-25.12,-15.35,-5.34,171.08,220.65,289.55,366.63,169.01,140.02,93.66,33.43,-1.08,-12.43,113.25,176.95,163.35,193.62,50.54,21.07,24.30
BalanceInventory_sy,,,,,,-4.70,,14.57,,-16.81,-36.86,-31.30,,56.67,50.52,73.95,,-44.74,-46.07,-51.39,,-18.18,9.40,-40.58,,-6.69,-29.46,10.75,-25.12,-15.35,-5.34,171.08,220.65,289.55,366.63,169.01,140.02,93.66,33.43,-1.08,-12.43,113.25,176.95,163.35,193.62,50.54,21.07,24.30
BalanceInventory_qq,,,-100.00,,-100.00,,33.60,-12.99,-100.00,,1.40,-5.33,-100.00,,-2.58,9.40,-100.00,,-4.92,-1.39,-100.00,,27.12,-46.44,63.91,-16.39,-3.89,-15.92,10.82,-5.47,7.46,140.80,31.08,14.84,28.73,38.82,16.96,-7.34,-11.31,2.91,3.54,125.64,15.19,-2.14,15.44,15.68,-7.36,0.47
BalanceInventory_sq,,,-100.00,,-100.00,,33.60,-12.99,-100.00,,1.40,-5.33,-100.00,,-2.58,9.40,-100.00,,-4.92,-1.39,-100.00,,27.12,-46.44,63.91,-16.39,-3.89,-15.92,10.82,-5.47,7.46,140.80,31.08,14.84,28.73,38.82,16.96,-7.34,-11.31,2.91,3.54,125.64,15.19,-2.14,15.44,15.68,-7.36,0.47
BalanceCurrentReceivables,,14593000,,11852000,,34552000,15890000,15381000,,54160000,49058000,34743000,,39816000,36687000,29755000,,28103000,19430000,14888000,,22718000,21345000,27559000,28621000,20155000,24922000,21743000,13996000,15575000,42728000,24708000,28601000,33894000,25386000,24115000,18890000,18266000,11390000,17413000,16414000,41793000,35849000,40771000,65576000,58855000,54639000,73646000
BalanceCurrentReceivables_yy,,,,,,136.77,,29.78,,56.75,208.74,125.88,,-26.48,-25.22,-14.36,,-29.42,-47.04,-49.96,,-19.16,9.86,85.11,,-11.28,16.76,-21.10,-51.10,-22.72,71.45,13.64,104.35,117.62,-40.59,-2.40,-33.95,-46.11,-55.13,-27.79,-13.11,128.80,214.74,134.14,299.51,40.83,52.41,80.63
BalanceCurrentReceivables_sy,,,,,,136.77,,29.78,,56.75,208.74,125.88,,-26.48,-25.22,-14.36,,-29.42,-47.04,-49.96,,-19.16,9.86,85.11,,-11.28,16.76,-21.10,-51.10,-22.72,71.45,13.64,104.35,117.62,-40.59,-2.40,-33.95,-46.11,-55.13,-27.79,-13.11,128.80,214.74,134.14,299.51,40.83,52.41,80.63
BalanceCurrentReceivables_qq,,,-100.00,,-100.00,,-54.01,-3.20,-100.00,,-9.42,-29.18,-100.00,,-7.86,-18.89,-100.00,,-30.86,-23.38,-100.00,,-6.04,29.11,3.85,-29.58,23.65,-12.76,-35.63,11.28,174.34,-42.17,15.76,18.51,-25.10,-5.01,-21.67,-3.30,-37.64,52.88,-5.74,154.62,-14.22,13.73,60.84,-10.25,-7.16,34.79
BalanceCurrentReceivables_sq,,,-100.00,,-100.00,,-54.01,-3.20,-100.00,,-9.42,-29.18,-100.00,,-7.86,-18.89,-100.00,,-30.86,-23.38,-100.00,,-6.04,29.11,3.85,-29.58,23.65,-12.76,-35.63,11.28,174.34,-42.17,15.76,18.51,-25.10,-5.01,-21.67,-3.30,-37.64,52.88,-5.74,154.62,-14.22,13.73,60.84,-10.25,-7.16,34.79
BalanceCurrentInvestments,,68000,,911000,,2339000,2199000,2038000,,0,0,28000,,986000,1051000,204000,,216000,156000,168000,,14000,972000,376000,656000,78000,11000,0,77000,51000,141000,172000,124000,91000,652000,635000,1204000,9486000,13359000,,,883000,869000,1863000,5808000,4461000,5133000,2436000
BalanceCurrentInvestments_yy,,,,,,3339.71,,123.71,,-100.00,-100.00,-98.63,,,,628.57,,-78.09,-85.16,-17.65,,-93.52,523.08,123.81,,457.14,-98.87,-100.00,-88.26,-34.62,1181.82,,61.04,78.43,362.41,269.19,870.97,10324.18,1948.93,-100.00,-100.00,-90.69,-93.50,,,405.21,490.68,30.76
BalanceCurrentInvestments_sy,,,,,,3339.71,,123.71,,-100.00,-100.00,-98.63,,,,628.57,,-78.09,-85.16,-17.65,,-93.52,523.08,123.81,,457.14,-98.87,-100.00,-88.26,-34.62,1181.82,,61.04,78.43,362.41,269.19,870.97,10324.18,1948.93,-100.00,-100.00,-90.69,-93.50,,,405.21,490.68,30.76
BalanceCurrentInvestments_qq,,,-100.00,,-100.00,,-5.99,-7.32,-100.00,,,,-100.00,,6.59,-80.59,-100.00,,-27.78,7.69,-100.00,,6842.86,-61.32,74.47,-88.11,-85.90,-100.00,,-33.77,176.47,21.99,-27.91,-26.61,616.48,-2.61,89.61,687.87,40.83,-100.00,,,-1.59,114.38,211.76,-23.19,15.06,-52.54
BalanceCurrentInvestments_sq,,,-100.00,,-100.00,,-5.99,-7.32,-100.00,,,,-100.00,,6.59,-80.59,-100.00,,-27.78,7.69,-100.00,,6842.86,-61.32,74.47,-88.11,-85.90,-100.00,,-33.77,176.47,21.99,-27.91,-26.61,616.48,-2.61,89.61,687.87,40.83,-100.00,,,-1.59,114.38,211.76,-23.19,15.06,-52.54
BalanceCash,,11000,,62000,,19375000,18832000,17090000,,16252000,19011000,18895000,,14134000,10814000,8776000,,6482000,7922000,4168000,,1713000,1396000,1353000,1779000,2836000,2761000,4439000,6486000,1727000,15885000,2050000,1117000,2901000,1227000,5203000,18971000,11666000,11946000,3652000,2591000,11822000,23205000,6467000,10996000,8872000,14177000,13583000
BalanceCash_yy,,,,,,176036.36,,27464.52,,-16.12,0.95,10.56,,-13.03,-43.12,-53.55,,-54.14,-26.74,-52.51,,-73.57,-82.38,-67.54,,65.56,97.78,228.09,264.59,-39.10,475.34,-53.82,-82.78,67.98,-92.28,153.80,1598.39,302.14,873.59,-29.81,-86.34,1.34,94.25,77.08,324.39,-24.95,-38.91,110.04
BalanceCash_sy,,,,,,176036.36,,27464.52,,-16.12,0.95,10.56,,-13.03,-43.12,-53.55,,-54.14,-26.74,-52.51,,-73.57,-82.38,-67.54,,65.56,97.78,228.09,264.59,-39.10,475.34,-53.82,-82.78,67.98,-92.28,153.80,1598.39,302.14,873.59,-29.81,-86.34,1.34,94.25,77.08,324.39,-24.95,-38.91,110.04
BalanceCash_qq,,,-100.00,,-100.00,,-2.80,-9.25,-100.00,,16.98,-0.61,-100.00,,-23.49,-18.85,-100.00,,22.22,-47.39,-100.00,,-18.51,-3.08,31.49,59.42,-2.64,60.78,46.11,-73.37,819.80,-87.09,-45.51,159.71,-57.70,324.04,264.62,-38.51,2.40,-69.43,-29.05,356.27,96.29,-72.13,70.03,-19.32,59.79,-4.19
BalanceCash_sq,,,-100.00,,-100.00,,-2.80,-9.25,-100.00,,16.98,-0.61,-100.00,,-23.49,-18.85,-100.00,,22.22,-47.39,-100.00,,-18.51,-3.08,31.49,59.42,-2.64,60.78,46.11,-73.37,819.80,-87.09,-45.51,159.71,-57.70,324.04,264.62,-38.51,2.40,-69.43,-29.05,356.27,96.29,-72.13,70.03,-19.32,59.79,-4.19
BalanceOtherCurrentAssets,,9316000,,18285000,,16416000,18629000,22541000,,98000,1359000,1072000,,216000,759000,1037000,,160000,1436000,1031000,,122000,1479000,1546000,810000,487000,2322000,1446000,1125000,272000,1345000,1916000,1157000,421000,2191000,961000,847000,6386000,6817000,1003000,4924000,2347000,5622000,17010000,18006000,9255000,1821000,9876000
BalanceOtherCurrentAssets_yy,,,,,,76.21,,23.28,,-99.40,-92.70,-95.24,,120.41,-44.15,-3.26,,-25.93,89.20,-0.58,,-23.75,2.99,49.95,,299.18,57.00,-6.47,38.89,-44.15,-42.08,32.50,2.84,54.78,62.90,-49.84,-26.79,1416.86,211.14,4.37,481.35,-63.25,-17.53,1595.91,265.68,294.33,-67.61,-41.94
BalanceOtherCurrentAssets_sy,,,,,,76.21,,23.28,,-99.40,-92.70,-95.24,,120.41,-44.15,-3.26,,-25.93,89.20,-0.58,,-23.75,2.99,49.95,,299.18,57.00,-6.47,38.89,-44.15,-42.08,32.50,2.84,54.78,62.90,-49.84,-26.79,1416.86,211.14,4.37,481.35,-63.25,-17.53,1595.91,265.68,294.33,-67.61,-41.94
BalanceOtherCurrentAssets_qq,,,-100.00,,-100.00,,13.48,21.00,-100.00,,1286.73,-21.12,-100.00,,251.39,36.63,-100.00,,797.50,-28.20,-100.00,,1112.30,4.53,-47.61,-39.88,376.80,-37.73,-22.20,-75.82,394.49,42.45,-39.61,-63.61,420.43,-56.14,-11.86,653.96,6.75,-85.29,390.93,-52.34,139.54,202.56,5.86,-48.60,-80.32,442.34
BalanceOtherCurrentAssets_sq,,,-100.00,,-100.00,,13.48,21.00,-100.00,,1286.73,-21.12,-100.00,,251.39,36.63,-100.00,,797.50,-28.20,-100.00,,1112.30,4.53,-47.61,-39.88,376.80,-37.73,-22.20,-75.82,394.49,42.45,-39.61,-63.61,420.43,-56.14,-11.86,653.96,6.75,-85.29,390.93,-52.34,139.54,202.56,5.86,-48.60,-80.32,442.34
BalanceAssetsForSale,,,,,,,,,,,,,,0,0,0,,422000,421000,422000,,387000,347000,347000,2536000,2481000,2266000,2799000,2692000,2596000,2542000,1045000,470000,461000,466000,,,,,,,,,18765000,1200000,1561000,1561000,484000
