,IncomeRevenues,IncomeCostOfSales,IncomeDistributionExpenses,IncomeAdministrativExpenses,IncomeGrossProfit,IncomeOtherOperatingIncome,IncomeOtherOperatingCosts,IncomeEBIT,IncomeFinanceIncome,IncomeFinanceCosts,IncomeOtherIncome,IncomeNetGrossProfit,IncomeExtraordinarProfit,IncomeBeforeTaxProfit,IncomeDiscontinuedProfit,IncomeNetProfit,IncomeShareholderNetProfit,BalanceNoncurrentAssets,BalanceIntangibleAssets,BalanceProperty,BalanceNoncurrentReceivables,BalanceNoncurrInvestments,BalanceOtherNoncurrentAssets,BalanceCurrentAssets,BalanceInventory,BalanceCurrentReceivables,BalanceCurrentInvestments,BalanceCash,BalanceOtherCurrentAssets,BalanceAssetsForSale,BalanceTotalAssets,BalanceCapital,BalanceShareCapital,BalanceOwnShares,BalanceReserve,BalanceNonshareCapital,BalanceNoncurrentLiabilities,BalanceNoncurrentTradeLiabilities,BalanceNoncurrentBorrowings,BalanceNoncurrentObligations,BalanceNoncurrentLeasing,BalanceNoncurrentOtherLiabilities,BalanceCurrentLiabilities,BalanceCurrentTradePayablesv,BalanceCurrentBorrowings,BalanceCurrentObligations,BalanceCurrentLeasing,BalanceCurrentOtherLiabilities,BalanceReckoning,BalanceTotalEquityAndLiabilities,CashflowOperatingCashflow,CashflowAmortization,CashflowInvestingCashflow,CashflowCapex,CashflowFinancingCashflow,CashflowShareCapitalCash,CashflowDividend,CashflowNetCashflow,Price
SNW,6811000.0,6355000.0,386000.0,1179000.0,-1109000.0,199000.0,101000.0,-1011000.0,472000.0,-2854000.0,2000.0,513000.0,,513000.0,,138000.0,-93000.0,63949000.0,813000.0,26839000.0,,3745000.0,12473000.0,13563000.0,13699000.0,3196000.0,3099000.0,230000.0,,53410000.0,5012000.0,0.0,14380000.0,4306000.0,10760000.0,,,,7373000.0,23084000.0,19527000.0,215000.0,,,3627000.0,5000.0,53311000.0,,,,-1944000.0,787000.0,9916000.0,36000.0,-4090000.0,,,15017000.0,0.03458730158730159
SNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SON,7309000.0,4275000.0,1222000.0,593000.0,1219000.0,35000.0,42000.0,1212000.0,532000.0,-122000.0,,1161000.0,,1161000.0,,1059000.0,1059000.0,41318000.0,7305000.0,33083000.0,,,552000.0,21061000.0,9178000.0,5666000.0,319000.0,9369000.0,207000.0,,73619000.0,59442000.0,1400000.0,,58303000.0,355000.0,2757000.0,,1895000.0,,,2835000.0,11414000.0,5585000.0,,,588000.0,107000.0,64822000.0,,2036000.0,824000.0,-862000.0,1044000.0,-674000.0,,,2694000.0,3.1771864035087716
SPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STF,108823000.0,95034000.0,2730000.0,6094000.0,4965000.0,383000.0,437000.0,4911000.0,-297000.0,1044000.0,,3570000.0,,3570000.0,,2794000.0,2700000.0,162377000.0,4504000.0,231404000.0,248000.0,,176214000.0,136025000.0,116415000.0,245000.0,13540000.0,,,647864000.0,1750000.0,,129804000.0,3373000.0,72564000.0,,43473000.0,,,29466000.0,347817000.0,,,,2290000.0,63961000.0,372328000.0,,,,-7490000.0,1518000.0,-6544000.0,13110000.0,22296000.0,,9000.0,-40070000.0,8.396637844611531
STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,406965000.0,285970000.0,10457000.0,16742000.0,93796000.0,846000.0,948000.0,93694000.0,-1423000.0,952000.0,,91373000.0,,91373000.0,,73236000.0,71819000.0,1056724000.0,42273000.0,1738359000.0,419000.0,36574000.0,329786000.0,271805000.0,280677000.0,,116084000.0,20564000.0,,3844738000.0,13450000.0,-26778000.0,1375011000.0,128498000.0,614122000.0,,,,5134000.0,251617000.0,210741000.0,30844000.0,,,129439000.0,17210000.0,3305746000.0,,,,79425000.0,7500000.0,-51829000.0,53048000.0,1771000.0,167000.0,1672000.0,-65110000.0,440.12412698412703
STX,34335000.0,18884000.0,,8024000.0,8010000.0,813000.0,46000.0,8777000.0,17132000.0,12843000.0,0.0,-4978000.0,,-4978000.0,,-4919000.0,-6027000.0,1084459000.0,717381000.0,35696000.0,,,220718000.0,1827000.0,9747000.0,1734000.0,313116000.0,,,332367000.0,494524000.0,-20000.0,316878000.0,4952000.0,,76995000.0,,,215047000.0,159833000.0,35976000.0,30118000.0,,,98446000.0,603924000.0,,,,,11205000.0,8618000.0,-7633000.0,9284000.0,-1321000.0,,0.0,-59131000.0,1.565277777777778
SUW,10896000.0,7579000.0,453000.0,1650000.0,1214000.0,318000.0,257000.0,1275000.0,94000.0,8000.0,,676000.0,,676000.0,,601000.0,601000.0,21894000.0,8848000.0,60562000.0,,,1451000.0,64948000.0,5912000.0,,981000.0,99000.0,,95929000.0,55860000.0,9230000.0,,,4617000.0,,79000.0,,,4480000.0,31094000.0,17755000.0,15448000.0,,1836000.0,4356000.0,33316000.0,,,,2265000.0,679000.0,-303000.0,303000.0,-99000.0,,,-4345000.0,36.95153717627402
SWD,12247000.0,9489000.0,153000.0,1607000.0,998000.0,308000.0,165000.0,487000.0,380000.0,463000.0,,404000.0,-26000.0,-736000.0,,-2824000.0,-2436000.0,72835000.0,554000.0,43768000.0,931000.0,877000.0,8886000.0,,3799000.0,143000.0,5486000.0,,56173000.0,19667000.0,,,3365000.0,-219000.0,,27756000.0,,,835000.0,25599000.0,7748000.0,1950000.0,,1346000.0,,0.0,,,,,1303000.0,816000.0,-527000.0,577000.0,-668000.0,0.0,,443000.0,1.2747936507936506
SWG,23919000.0,19525000.0,2200000.0,6376000.0,-4182000.0,965000.0,1016000.0,-4233000.0,527000.0,2843000.0,2907000.0,1213000.0,,1213000.0,-496000.0,5091000.0,5174000.0,115078000.0,79207000.0,54107000.0,1601000.0,9353000.0,150000.0,18340000.0,48552000.0,,12772000.0,86202000.0,721000.0,518717000.0,152253000.0,,106768000.0,,14826000.0,,22575000.0,,,25993000.0,253044000.0,69808000.0,,,,12323000.0,0.0,,,,11693000.0,1268000.0,-8403000.0,2049000.0,2401000.0,,,-19625000.0,16.572936507936507
TAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIM,80854000.0,,,,-114000.0,1161000.0,464000.0,583000.0,497000.0,127000.0,,-1627000.0,,-1627000.0,,-1348000.0,-1378000.0,95633000.0,24248000.0,52159000.0,746000.0,3456000.0,112522000.0,53175000.0,,3658000.0,13481000.0,526000.0,268402000.0,190436000.0,22199000.0,,166752000.0,4666000.0,,315000.0,,,4644000.0,111905000.0,134969000.0,1490000.0,,978000.0,9000.0,276408000.0,,,,,247000.0,1155000.0,7880000.0,1805000.0,-103000.0,0.0,11984000.0,-16394000.0,8.194857142857144
TLX,15204000.0,12442000.0,1046000.0,1760000.0,-44000.0,29000.0,198000.0,-213000.0,77000.0,-66000.0,239000.0,-1261000.0,,-1697000.0,,-1710000.0,-1710000.0,21750000.0,67000.0,21450000.0,138000.0,,182000.0,26281000.0,3801000.0,15514000.0,,15843000.0,527000.0,,62409000.0,40153000.0,3000000.0,,39445000.0,,2202000.0,722000.0,537000.0,,,1457000.0,16509000.0,16115000.0,,,,591000.0,561000.0,82192000.0,3703000.0,828000.0,-105000.0,183000.0,-194000.0,,,6052000.0,12.024150793650795
TMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPE,3229782000.0,2654805000.0,46645000.0,153996000.0,374336000.0,44117000.0,41316000.0,306705000.0,17544000.0,52520000.0,,271729000.0,,271729000.0,,213374000.0,189954000.0,,,,,,,,,,,,,,,,,,,,,,1106810000.0,,,3002813000.0,3658018000.0,1486005000.0,213635000.0,,,1677569000.0,280809000.0,23404475000.0,790915000.0,324450000.0,-323488000.0,361048000.0,4469000.0,,,-260326000.0,
TRI,482000.0,1456000.0,298000.0,,14284000.0,1011000.0,370000.0,14925000.0,35000.0,2329000.0,,12631000.0,,12631000.0,,12402000.0,12402000.0,19386000.0,6000.0,32640000.0,100000.0,265000.0,112430000.0,316278000.0,19001000.0,,3003000.0,450000.0,,29646000.0,25458000.0,,60903000.0,,8780000.0,961000.0,,,217000.0,274255000.0,2019000.0,1522000.0,,,1326000.0,28293000.0,135103000.0,,,,-12898000.0,27000.0,176000.0,2000.0,9129000.0,,,-9762000.0,3.884785714285714
TRK,228185000.0,189879000.0,555000.0,6441000.0,31310000.0,-669000.0,732000.0,29909000.0,6762000.0,1328000.0,,35343000.0,,35343000.0,,3090000.0,3090000.0,210535000.0,432793000.0,211922000.0,,46527000.0,,91829000.0,689940000.0,35338000.0,23856000.0,75379000.0,,151188000.0,16011000.0,-7200000.0,550084000.0,3950000.0,134566000.0,,,,8429000.0,271916000.0,722217000.0,234121000.0,,,40841000.0,171763000.0,1442280000.0,,,,-10287000.0,2542000.0,-29819000.0,3581000.0,-3173000.0,,,-49297000.0,4.01697619047619
TRN,3234000.0,11067000.0,,347000.0,72000.0,12000.0,50000.0,2359000.0,354000.0,236000.0,,39000.0,,39000.0,,67000.0,67000.0,7290000.0,,6385000.0,,85000.0,5000.0,17909000.0,190000.0,19529000.0,555000.0,6149000.0,2081000.0,15000.0,238258000.0,528000.0,,1116000.0,,4168000.0,3646000.0,,,,1005000.0,12998000.0,6139000.0,4058000.0,,,205000.0,343000.0,187537000.0,,,813000.0,-11000.0,42000.0,-633000.0,,,668000.0,5.583333333333333
TRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSG,21792000.0,16764000.0,0.0,2230000.0,2798000.0,48000.0,78000.0,2768000.0,130000.0,354000.0,,2320000.0,,2320000.0,,1210000.0,1264000.0,37098000.0,913000.0,40810000.0,3936000.0,,2294000.0,61554000.0,5591000.0,11684000.0,,3944000.0,,70936000.0,44211000.0,11250000.0,,62968000.0,1266000.0,15315000.0,,4709000.0,,1153000.0,1737000.0,15120000.0,7382000.0,1592000.0,,1178000.0,4540000.0,0.0,,,181000.0,613000.0,-2249000.0,241000.0,-1108000.0,100000.0,,2328000.0,
TXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U2K,4536000.0,2969000.0,234000.0,1368000.0,-35000.0,79000.0,76000.0,-32000.0,159000.0,69000.0,,-47000.0,,-47000.0,,-122000.0,-122000.0,14016000.0,6789000.0,5392000.0,,356000.0,1129000.0,2552000.0,5568000.0,,1216000.0,307000.0,,27024000.0,1486000.0,,12261000.0,,1394000.0,,790000.0,,,592000.0,2179000.0,543000.0,,,674000.0,554000.0,21892000.0,,,,-299000.0,224000.0,-345000.0,313000.0,-242000.0,,495000.0,-550000.0,3.602174667437825
ULM,43562000.0,38097000.0,2091000.0,2653000.0,721000.0,,787000.0,9502000.0,590000.0,2600000.0,-50000.0,3688000.0,,3688000.0,,2561000.0,2561000.0,423450000.0,787000.0,232461000.0,930000.0,1295000.0,38254000.0,26627000.0,76317000.0,48000.0,41066000.0,,,329123000.0,9781000.0,,114476000.0,,144611000.0,,3780000.0,,,3080000.0,16189000.0,8963000.0,,,251000.0,,507741000.0,,,,30841000.0,16530000.0,-25706000.0,25840000.0,-7623000.0,,,2674000.0,41.07742063492063
UNI,88704000.0,78584000.0,569000.0,3826000.0,2839000.0,3446000.0,1160000.0,5125000.0,318000.0,1291000.0,,8082000.0,,8082000.0,,6396000.0,6401000.0,85071000.0,6723000.0,58956000.0,7488000.0,13718000.0,100055000.0,752666000.0,70840000.0,5000.0,34476000.0,26897000.0,,1052079000.0,2720000.0,,100096000.0,383000.0,62684000.0,,34321000.0,,,59292000.0,436245000.0,283849000.0,,,,7896000.0,0.0,,,,-14128000.0,896000.0,-13080000.0,12234000.0,9065000.0,,4064000.0,-19227000.0,5.3934999999999995
UNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URS,33118000.0,27784000.0,-216000.0,2983000.0,2567000.0,155000.0,71000.0,2651000.0,129000.0,614000.0,,4599000.0,,4599000.0,,4499000.0,4368000.0,56838000.0,11927000.0,75235000.0,,22000.0,4207000.0,,26560000.0,0.0,430000.0,,79000.0,352621000.0,108627000.0,,20901000.0,,19994000.0,,24866000.0,,,9010000.0,31126000.0,16784000.0,,,3030000.0,259000.0,199886000.0,,,,9029000.0,1419000.0,-752000.0,1089000.0,5426000.0,,,420000.0,1.4341428571428574
VGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIN,4539000.0,1410000.0,,1703000.0,-257000.0,36000.0,185000.0,-406000.0,-106000.0,51000.0,,306000.0,,306000.0,,328000.0,-19216000.0,5852000.0,51000.0,1697000.0,,223000.0,1831000.0,22000.0,70675000.0,6611000.0,17058000.0,49000.0,,20291000.0,1159000.0,,60950000.0,,9540000.0,,82758000.0,,,6811000.0,1275000.0,22430000.0,,,700000.0,16000.0,169653000.0,,,,-1123000.0,68000.0,-269000.0,61000.0,1248000.0,947000.0,,-54000.0,6.2351190476190474
VOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VST,97842000.0,42850000.0,38482000.0,13236000.0,3274000.0,29550000.0,3781000.0,29043000.0,111000.0,4707000.0,,7441000.0,,7441000.0,,8835000.0,8835000.0,449477000.0,359894000.0,51790000.0,929000.0,39000.0,74998000.0,216886000.0,19493000.0,,10339000.0,2808000.0,,256869000.0,22892000.0,,9054000.0,,120428000.0,,96780000.0,,1792000.0,28057000.0,89263000.0,46015000.0,,,9201000.0,,629232000.0,,,,11988000.0,2895000.0,-4382000.0,5352000.0,-8183000.0,,,762000.0,1.6497222222222223
VTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,63264000.0,51705000.0,3710000.0,3889000.0,3960000.0,-782000.0,449000.0,2729000.0,986000.0,61000.0,,4085000.0,,4085000.0,,3111000.0,2997000.0,109305000.0,73832000.0,86863000.0,243000.0,8918000.0,78686000.0,40892000.0,112511000.0,3888000.0,15540000.0,3370000.0,,97831000.0,91187000.0,,61646000.0,8160000.0,19121000.0,,526000.0,,,3178000.0,24120000.0,9000000.0,,,7534000.0,37727000.0,333349000.0,,,,-1003000.0,2553000.0,-911000.0,3567000.0,556000.0,,1000.0,-23039000.0,1.6713333333333338
WAX,3828000.0,12179000.0,2333000.0,2066000.0,1077000.0,236000.0,604000.0,646000.0,142000.0,44000.0,,709000.0,,709000.0,,534000.0,534000.0,7414000.0,20000.0,9781000.0,,,87000.0,14260000.0,1666000.0,4987000.0,2451000.0,4030000.0,61000.0,,21153000.0,12378000.0,661000.0,,,693000.0,483000.0,,,,2827000.0,7735000.0,3235000.0,,,,2309000.0,257000.0,32434000.0,,,985000.0,107000.0,3430000.0,-148000.0,0.0,0.0,65000.0,9.850733082706768
WIK,25697000.0,16623000.0,2702000.0,1390000.0,4982000.0,212000.0,131000.0,5063000.0,166000.0,191000.0,,17794000.0,,17794000.0,,-3690000.0,-3685000.0,35931000.0,10611000.0,151023000.0,,388000.0,33286000.0,124485000.0,14015000.0,772000.0,12781000.0,,78558000.0,81285000.0,33533000.0,,112409000.0,515000.0,,3805000.0,,,13803000.0,154751000.0,30390000.0,13210000.0,48256000.0,829000.0,5670000.0,8916000.0,,,,,-5656000.0,124000.0,103000.0,71000.0,6507000.0,,,-4417000.0,0.11510317460317461
WIS,45648000.0,,,,4699000.0,5990000.0,-7244000.0,8365000.0,-10879000.0,3082000.0,-2074000.0,5500000.0,,5500000.0,-249000.0,-9244000.0,-9244000.0,34000.0,33165000.0,12833000.0,14050000.0,19000.0,39380000.0,1886000.0,153963000.0,7118000.0,5099000.0,4812000.0,356913000.0,203001000.0,175302000.0,,,,,16305000.0,,,2013000.0,85486000.0,101720000.0,,,44856000.0,7409000.0,231240000.0,,,,,2120000.0,1566000.0,-333000.0,574000.0,3155000.0,0.0,,8098000.0,1.5907857142857142
WLB,38483000.0,31412000.0,7552000.0,1965000.0,-2446000.0,1217000.0,413000.0,-1642000.0,1889000.0,2003000.0,,-2379000.0,,-9227000.0,,-9135000.0,-9135000.0,36551000.0,6486000.0,54570000.0,,,19000.0,16757000.0,8959000.0,13024000.0,,1239000.0,,116748000.0,67788000.0,16200000.0,,57612000.0,,23770000.0,2841000.0,0.0,,,6026000.0,6964000.0,,,,21747000.0,988000.0,141330000.0,,,6307000.0,912000.0,486000.0,194000.0,-2930000.0,,,7000.0,2.0141507936507934
WLT,47677000.0,38638000.0,3336000.0,2233000.0,3470000.0,367000.0,603000.0,3234000.0,731000.0,-2483000.0,,-6367000.0,,-6367000.0,,-7294000.0,-7294000.0,156071000.0,11460000.0,140252000.0,92000.0,1000.0,21655000.0,55994000.0,69577000.0,33000.0,24183000.0,2705000.0,20000.0,852139000.0,333715000.0,,88495000.0,,48019000.0,,39860000.0,,,2859000.0,182053000.0,318421000.0,38412000.0,,2307000.0,1526000.0,335678000.0,,,,1658000.0,1885000.0,-1687000.0,2131000.0,-501000.0,,,-1105000.0,2.6354365079365083
WOJ,20570000.0,10349000.0,,9707000.0,514000.0,193000.0,117000.0,590000.0,-4000.0,390000.0,1356000.0,3741000.0,,3741000.0,,3090000.0,3090000.0,23858000.0,463000.0,18106000.0,,557000.0,3651000.0,81347000.0,53206000.0,10990000.0,7488000.0,15982000.0,687000.0,,145305000.0,45962000.0,12677000.0,,32129000.0,,36516000.0,,16536000.0,,,10195000.0,74816000.0,41582000.0,41081000.0,,,6758000.0,656000.0,158703000.0,-260000.0,687000.0,-1887000.0,1868000.0,-2641000.0,,,-2445000.0,3.6661938178780282
WPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WST,80896000.0,67791000.0,5797000.0,11178000.0,-3870000.0,2700000.0,738000.0,-1908000.0,,3610000.0,323000.0,791000.0,,791000.0,,2169000.0,2102000.0,192629000.0,3335000.0,96571000.0,,5000.0,228380000.0,75451000.0,34828000.0,,8421000.0,2635000.0,160494000.0,295381000.0,5000000.0,-688000.0,68533000.0,5988000.0,23249000.0,64517000.0,,,42973000.0,80503000.0,32006000.0,10900000.0,,1607000.0,8958000.0,0.0,,,,,4415000.0,8647000.0,-1837000.0,2960000.0,-2007000.0,9000.0,1000.0,247000.0,20.82
WTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWL,58869000.0,35476000.0,15884000.0,4652000.0,2857000.0,597000.0,736000.0,2718000.0,253000.0,176000.0,,18417000.0,,13393000.0,,10786000.0,10786000.0,135462000.0,3186000.0,184812000.0,52000.0,3228000.0,74000.0,376253000.0,44092000.0,187321000.0,5045000.0,366000.0,,295917000.0,281820000.0,7499000.0,,284387000.0,,15411000.0,2000.0,,,13000.0,44362000.0,24025000.0,,,,5927000.0,13000.0,257164000.0,,,10024000.0,2642000.0,-29000.0,62000.0,-24000.0,,0.0,24139000.0,199.95012531328317
WXF,103078000.0,,,,-319335000.0,10535000.0,12731000.0,24956000.0,1959000.0,21675000.0,,5240000.0,,5240000.0,,1575000.0,-460000.0,2442751000.0,4679000.0,1471696000.0,,257935000.0,8543000.0,75233000.0,42738000.0,80000.0,20778000.0,,314132000.0,1563330000.0,57897000.0,,266449000.0,-15667000.0,1057374000.0,,1346104000.0,,,120443000.0,203734000.0,115170000.0,,,19385000.0,,3053471000.0,,,,12931000.0,,-88856000.0,72332000.0,53103000.0,0.0,,8651000.0,8.075460317460317
XTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAP,513528000.0,475352000.0,32634000.0,26657000.0,-21115000.0,848000.0,3088000.0,-23355000.0,6210000.0,,726000.0,178073000.0,,104529000.0,-149000.0,163291000.0,163232000.0,1264567000.0,52730000.0,1721158000.0,50000.0,26811000.0,1946000.0,1658550000.0,301497000.0,176952000.0,460040000.0,,,3409212000.0,2889118000.0,191150000.0,,237650000.0,1179000.0,291596000.0,,,,79791000.0,441015000.0,297478000.0,2086000.0,,,56982000.0,2552000.0,3409212000.0,,,-24606000.0,17840000.0,167727000.0,95677000.0,-354000.0,,155787000.0,-83774000.0,79.14666666666668
ZEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZRE,5796000.0,5156000.0,1000.0,1858000.0,555000.0,85000.0,1647000.0,-1007000.0,607000.0,-4000.0,-250000.0,-844000.0,,906000.0,-28000.0,826000.0,775000.0,19584000.0,117000.0,17438000.0,69000.0,372000.0,4184000.0,21274000.0,4701000.0,,5726000.0,901000.0,,56654000.0,21386000.0,3770000.0,,32216000.0,-65000.0,8410000.0,,300000.0,,1001000.0,4103000.0,21798000.0,5919000.0,,,4449000.0,1178000.0,55070000.0,,,-263000.0,570000.0,-2065000.0,-2023000.0,-913000.0,1175000.0,,-1720000.0,1.2237460317460318
ZST,4309000.0,3837000.0,44000.0,1161000.0,-1068000.0,225000.0,50000.0,-36000.0,76000.0,129000.0,-8000.0,184000.0,,184000.0,,135000.0,135000.0,96075000.0,18000.0,81685000.0,,23877000.0,8001000.0,1799000.0,2726000.0,0.0,509000.0,507000.0,,206474000.0,20772000.0,,20844000.0,,9679000.0,,5456000.0,,,9714000.0,11475000.0,95613000.0,,,,33000.0,97133000.0,,,,-435000.0,448000.0,-4145000.0,2721000.0,2383000.0,,,-118000.0,1.2744761904761905
ZUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZUK,10580000.0,8489000.0,97000.0,1279000.0,715000.0,17000.0,1000.0,572000.0,6000.0,-205000.0,,-499000.0,,-499000.0,,-486000.0,-486000.0,23571000.0,,23178000.0,,,109000.0,32043000.0,17246000.0,13193000.0,,521000.0,1083000.0,,53384000.0,36268000.0,1531000.0,,32552000.0,,1305000.0,,7852000.0,,,7696000.0,42079000.0,29715000.0,,,,249000.0,1021000.0,76675000.0,714000.0,534000.0,-991000.0,1662000.0,-1557000.0,,,-464000.0,9.298098901098902
ZWC,1106281000.0,658698000.0,290764000.0,681000.0,156138000.0,2069000.0,,-11784000.0,618000.0,12179000.0,-164000.0,108431000.0,,108431000.0,,91627000.0,91627000.0,1588913000.0,32055000.0,1471010000.0,48496000.0,8705000.0,9063000.0,870717000.0,220746000.0,607795000.0,,27095000.0,,,2409937000.0,174578000.0,25678000.0,,143866000.0,,557678000.0,550000000.0,,,107393000.0,924695000.0,583622000.0,549699000.0,,,81677000.0,,2583383000.0,,316815000.0,59999000.0,-46869000.0,52638000.0,-286685000.0,,308140000.0,48074000.0,567.8253968253968
