,IncomeRevenues,IncomeCostOfSales,IncomeDistributionExpenses,IncomeAdministrativExpenses,IncomeGrossProfit,IncomeOtherOperatingIncome,IncomeOtherOperatingCosts,IncomeEBIT,IncomeFinanceIncome,IncomeFinanceCosts,IncomeOtherIncome,IncomeNetGrossProfit,IncomeExtraordinarProfit,IncomeBeforeTaxProfit,IncomeDiscontinuedProfit,IncomeNetProfit,IncomeShareholderNetProfit,BalanceNoncurrentAssets,BalanceIntangibleAssets,BalanceProperty,BalanceNoncurrentReceivables,BalanceNoncurrInvestments,BalanceOtherNoncurrentAssets,BalanceCurrentAssets,BalanceInventory,BalanceCurrentReceivables,BalanceCurrentInvestments,BalanceCash,BalanceOtherCurrentAssets,BalanceAssetsForSale,BalanceTotalAssets,BalanceCapital,BalanceShareCapital,BalanceOwnShares,BalanceReserve,BalanceNonshareCapital,BalanceNoncurrentLiabilities,BalanceNoncurrentTradeLiabilities,BalanceNoncurrentBorrowings,BalanceNoncurrentObligations,BalanceNoncurrentLeasing,BalanceNoncurrentOtherLiabilities,BalanceCurrentLiabilities,BalanceCurrentTradePayablesv,BalanceCurrentBorrowings,BalanceCurrentObligations,BalanceCurrentLeasing,BalanceCurrentOtherLiabilities,BalanceReckoning,BalanceTotalEquityAndLiabilities,CashflowOperatingCashflow,CashflowAmortization,CashflowInvestingCashflow,CashflowCapex,CashflowFinancingCashflow,CashflowShareCapitalCash,CashflowDividend,CashflowNetCashflow,QuoteCurrent,ShareAmountCurrent,WKCurrent,CWKCurrent,WKGrahamCurrent,CWKGrahamCurrent,PCurrent,CPCurrent,ZCurrent,CZCurrent,ZOCurrent,CZOCurrent,EVCurrent,EVPCurrent,EVEBITCurrent,EVEBITDACurrent,DTAR,CG,LDER,PZAT,PELDR,TSF,ZKO,OSF,NetDebt,NetDebtEBITDA,DebtFin,DebtFinEBITDA,SP1,SP2,CAR,QR,CR,PP,RCLR,KP,PKKO,RN,CRN,CPZ,RZ,CRZ,RMO,RMT,RM,COP,CSP,Price
SHG,21576000.0,24959000.0,2559000.0,,-76000.0,0.0,35000.0,24000.0,207000.0,500000.0,116000.0,379000.0,116000.0,379000.0,87000.0,87000.0,354000.0,46948000.0,659000.0,5471000.0,1000.0,7507000.0,369000.0,45180000.0,10507000.0,35000.0,2826000.0,1815000.0,,81199000.0,62152000.0,2747000.0,,59739000.0,,2632000.0,,,,,1000.0,13292000.0,5974000.0,911000.0,,,15000.0,80374000.0,,,-1478000.0,1445000.0,-173000.0,442000.0,-305000.0,222000.0,,-926000.0,490.0,11446024000.0,5670.0,90.0,1500.0,330.0,8790.0,60.0,110.0,4470.0,100.0,4880.0,240.0,30.0,2420.0,400.0,180.0,230.0,130.0,5610.0,1540.0,920.0,460.0,630.0,7284000000.0,1060.0,-2826000000.0,-410.0,1360.0,1530.0,440.0,2960.0,5000.0,1170.0,1640.0,320.0,270.0,8160.0,45000.0,39000.0,8950.0,41000.0,2870.0,2100.0,1210.0,86000.0,47000.0,39.30074963924964
SKA,78686000.0,53956000.0,13193000.0,12415000.0,-878000.0,1336000.0,1594000.0,-1136000.0,107000.0,1248000.0,,15687000.0,,15687000.0,,12370000.0,11537000.0,169750000.0,1798000.0,157880000.0,1044000.0,2144000.0,198451000.0,64391000.0,109063000.0,2381000.0,20995000.0,1236000.0,300488000.0,163085000.0,13551000.0,-28920000.0,79333000.0,3918000.0,3343000.0,2700000.0,,,6252000.0,192966000.0,121593000.0,95792000.0,,,6797000.0,262935000.0,479170000.0,,,,955000.0,3528000.0,-4160000.0,5193000.0,-786000.0,77000.0,1321000.0,12517000.0,74000.0,13050676000.0,14050.0,5270.0,2580.0,28640.0,40320.0,1840.0,3120.0,23710.0,4710.0,15700.0,79040.0,1960.0,16770.0,13730.0,390.0,660.0,30.0,24560.0,1200.0,610.0,780.0,910.0,114502000000.0,1520.0,65821000000.0,880.0,1160.0,1200.0,60.0,780.0,1350.0,60.0,730.0,130.0,120.0,4370.0,83000.0,117000.0,5120.0,71000.0,2630.0,3350.0,1470.0,154000.0,37000.0,37.367674603174606
SKH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKL,1253000.0,1162000.0,,733000.0,-267000.0,53000.0,30000.0,52370000.0,163000.0,1995000.0,-52000.0,-121000.0,,-121000.0,,-133000.0,-150000.0,18376000.0,7000.0,18225000.0,,0.0,498000.0,5356000.0,1551000.0,1971000.0,981000.0,717000.0,21000.0,,28743000.0,36933000.0,21800000.0,392000.0,25858000.0,7841000.0,166000.0,78000.0,,,623000.0,9440000.0,8561000.0,,,,167000.0,1000.0,28924000.0,,-1746000.0,-23000.0,-6040000.0,-5000.0,-6000.0,1000.0,,-1956000.0,740.0,10000000000.0,4680.0,160.0,2870.0,260.0,430.0,1710.0,230.0,3170.0,-210.0,4290.0,660.0,1520.0,-3200.0,-3500.0,70.0,70.0,50.0,8600.0,2660.0,970.0,100.0,260.0,-24386000000.0,13000.0,-829000000.0,440.0,2540.0,2660.0,680.0,26340.0,26340.0,22800.0,3530.0,610.0,8420.0,1640.0,223000.0,203000.0,43150.0,8000.0,130.0,310.0,90.0,231000.0,28000.0,2.7221421356421356
SKT,327000.0,0.0,0.0,9811000.0,-9715000.0,6344000.0,290000.0,-4944000.0,27000.0,765000.0,0.0,-1147000.0,,-1147000.0,,-1154000.0,-1154000.0,14425000.0,1024000.0,9390000.0,,11000.0,264210000.0,170000.0,1129000.0,34955000.0,1289000.0,142000.0,2513000.0,208219000.0,65880000.0,,141735000.0,0.0,5002000.0,,13000.0,,,1531000.0,5712000.0,27072000.0,,,533000.0,47862000.0,53219000.0,,,,-883000.0,77000.0,256000.0,0.0,-28000.0,1000.0,0.0,-460000.0,340.0,54000000000.0,1380.0,250.0,1240.0,280.0,30.0,12180.0,-230.0,210.0,60.0,5870.0,340.0,12110.0,5840.0,5100.0,100.0,110.0,100.0,970.0,10400.0,990.0,110.0,1020.0,-66287000000.0,-18520.0,-104000000.0,-30.0,9470.0,10400.0,150.0,91610.0,91630.0,91040.0,570.0,890.0,-194340.0,670.0,548000.0,1640000.0,2119530.0,0.0,20.0,180.0,20.0,42000.0,-8000.0,2.5799372294372294
SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLZ,9913000.0,,,,3450000.0,393000.0,1725000.0,2118000.0,313000.0,72000.0,,498000.0,,-2391000.0,764000.0,489000.0,489000.0,21283000.0,33000.0,136000.0,69046000.0,37000.0,19095000.0,,16692000.0,,1325000.0,,128373000.0,100588000.0,69305000.0,,8303000.0,3008000.0,4438000.0,62035000.0,4438000.0,,50417000.0,3026000.0,85000.0,,,,581000.0,,97853000.0,,,,6992000.0,16000.0,456000.0,15000.0,7363000.0,8147000.0,,-3856000.0,4940.0,17500000000.0,3290.0,1500.0,560.0,8820.0,700.0,7030.0,-2370.0,90080.0,-2470.0,8250.0,4200.0,5970.0,-1700.0,-1700.0,170.0,210.0,10.0,340.0,1210.0,830.0,550.0,660.0,-287000000.0,30.0,-3171000000.0,300.0,1210.0,1210.0,1130.0,1880.0,1880.0,1130.0,750.0,150.0,-145350.0,1020.0,357000.0,239000.0,,,580.0,170.0,130.0,,,
SME,5035000.0,2491000.0,736000.0,1067000.0,741000.0,56000.0,48000.0,749000.0,278000.0,114000.0,,540000.0,,540000.0,,425000.0,425000.0,8501000.0,3937000.0,4387000.0,420000.0,63000.0,4588000.0,93000.0,7478000.0,1859000.0,73000.0,1234000.0,,6277000.0,2004000.0,0.0,1548000.0,64000.0,3917000.0,,1710000.0,,706000.0,4042000.0,1209000.0,385000.0,,,573000.0,1376000.0,22492000.0,,,,930000.0,307000.0,-4000.0,22000.0,-160000.0,0.0,0.0,-2283000.0,7000.0,2003904000.0,4019.0,1740.0,1970.0,3550.0,8760.0,800.0,450.0,15410.0,560.0,12460.0,7080.0,810.0,12600.0,6090.0,480.0,940.0,450.0,1020.0,3360.0,750.0,660.0,1290.0,4669000000.0,2009.0,158000000.0,70.0,1960.0,2850.0,740.0,2400.0,2950.0,740.0,1080.0,490.0,890.0,4910.0,74000.0,83000.0,223650.0,2000.0,1650.0,4019.0,1170.0,76000.0,-7000.0,6.186670274170275
SNK,96781000.0,76923000.0,6742000.0,6795000.0,6321000.0,852000.0,460000.0,6713000.0,808000.0,1114000.0,,22082000.0,,22082000.0,,17882000.0,17489000.0,208144000.0,23166000.0,196123000.0,,7000.0,138460000.0,66224000.0,85897000.0,1080000.0,130984000.0,4660000.0,,843573000.0,5692000.0,0.0,202292000.0,2320000.0,35393000.0,,8332000.0,,,22277000.0,24313000.0,90821000.0,,,21237000.0,796000.0,506272000.0,,,,15280000.0,7668000.0,-3661000.0,12395000.0,-9476000.0,,0.0,-7098000.0,27000.0,26308502000.0,8160.0,3310.0,190.0,145890.0,14830.0,1820.0,790.0,34070.0,1340.0,20190.0,29180.0,1970.0,21820.0,11760.0,380.0,610.0,160.0,5500.0,1180.0,720.0,960.0,980.0,128005000000.0,1960.0,57252000000.0,880.0,1010.0,1180.0,30.0,740.0,1400.0,40.0,700.0,110.0,140.0,4820.0,76000.0,116000.0,4540.0,80000.0,2510.0,1830.0,1060.0,156000.0,40000.0,9.141261904761905
SNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNW,16428000.0,12056000.0,434000.0,5374000.0,-1436000.0,-19000.0,5172000.0,-6627000.0,1010000.0,-68000.0,2000.0,98000.0,,98000.0,,104000.0,-56000.0,62837000.0,771000.0,26685000.0,,3246000.0,13720000.0,14853000.0,12997000.0,3678000.0,3582000.0,980000.0,,53311000.0,5012000.0,0.0,14380000.0,4306000.0,10760000.0,,489000.0,,9789000.0,19658000.0,16960000.0,193000.0,,,3715000.0,7000.0,53311000.0,,,,-5039000.0,961000.0,2763000.0,738000.0,-2973000.0,-1000.0,,-3935000.0,640.0,83528750000.0,990.0,640.0,280.0,2250.0,480.0,1340.0,-120.0,5230.0,-120.0,2790.0,640.0,1350.0,-5590.0,-8360.0,250.0,370.0,100.0,7420.0,1380.0,760.0,560.0,700.0,9057000000.0,-1410.0,380000000.0,-60.0,1250.0,1380.0,350.0,1620.0,2450.0,970.0,630.0,270.0,1060.0,3840.0,95000.0,204000.0,2710.0,135000.0,840.0,560.0,340.0,230000.0,26000.0,0.04515007215007216
SNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SON,8555000.0,4975000.0,1381000.0,812000.0,1387000.0,428000.0,595000.0,1220000.0,544000.0,370000.0,,1410000.0,,1410000.0,,1341000.0,1341000.0,42002000.0,9011000.0,32310000.0,,,530000.0,23169000.0,9360000.0,7250000.0,0.0,6949000.0,142000.0,,74530000.0,62952000.0,1400000.0,,58344000.0,320000.0,3534000.0,,1044000.0,,,2700000.0,13281000.0,6014000.0,,,655000.0,95000.0,68453000.0,,3516000.0,794000.0,-1497000.0,1611000.0,-22000.0,17000.0,0.0,2468000.0,6400.0,13700000000.0,4130.0,1550.0,1070.0,6000.0,2029.0,3160.0,230.0,28160.0,250.0,25220.0,5840.0,2880.0,23000.0,12450.0,100.0,110.0,10.0,39940.0,1370.0,910.0,300.0,400.0,-2073850000.0,-320.0,-7737740000.0,-1210.0,1350.0,1370.0,1530.0,2600.0,3830.0,1530.0,1070.0,250.0,1080.0,5060.0,72000.0,75000.0,2350.0,155000.0,1400.0,670.0,450.0,227000.0,152000.0,5.484926739926739
SPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STF,121441000.0,108276000.0,3156000.0,7694000.0,2315000.0,1761000.0,1401000.0,2675000.0,1670000.0,2342000.0,,2003000.0,,2003000.0,,1660000.0,1525000.0,175294000.0,4380000.0,238347000.0,523000.0,,184375000.0,137220000.0,144332000.0,493000.0,10451000.0,,751000.0,768574000.0,1750000.0,1750000.0,141474000.0,50763000.0,95610000.0,,53516000.0,,,38090000.0,309092000.0,,34473000.0,,3264000.0,40045000.0,382628000.0,,,,-7383000.0,1840000.0,-15828000.0,15734000.0,24551000.0,0.0,6932000.0,29831000.0,9500.0,17500000000.0,10060.0,940.0,1420.0,6700.0,26540.0,360.0,680.0,13900.0,1020.0,9350.0,15840.0,600.0,15600.0,11540.0,520.0,1090.0,400.0,2090.0,1900.0,660.0,890.0,1010.0,178464000000.0,7430.0,110970000000.0,4620.0,1140.0,1590.0,120.0,510.0,1780.0,120.0,790.0,260.0,240.0,4870.0,75000.0,101000.0,3840.0,95000.0,2230.0,3510.0,1360.0,170000.0,69000.0,14.480199134199133
STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,412800000.0,312993000.0,12384000.0,19554000.0,67869000.0,1878000.0,3074000.0,66673000.0,-610000.0,229000.0,,14293000.0,,14293000.0,,9869000.0,11967000.0,1045117000.0,75712000.0,1726577000.0,331000.0,50337000.0,518005000.0,238506000.0,343748000.0,0.0,129341000.0,29447000.0,,4277698000.0,13450000.0,-26778000.0,1500673000.0,118438000.0,629578000.0,,96643000.0,,13518000.0,439189000.0,228403000.0,56916000.0,,,197674000.0,17885000.0,3368910000.0,,,,3562000.0,9211000.0,-40522000.0,41305000.0,-5803000.0,167000.0,980000.0,21741000.0,377000.0,6725000000.0,196130.0,1920.0,53050.0,7110.0,246520.0,1530.0,42640.0,8840.0,51740.0,7290.0,364720.0,1480.0,7050.0,6460.0,140.0,170.0,10.0,69880.0,1350.0,850.0,380.0,510.0,105818000000.0,280.0,-82569000000.0,-220.0,1340.0,1350.0,550.0,1680.0,2800.0,550.0,1110.0,240.0,320.0,7380.0,49000.0,57000.0,5320.0,69000.0,2720.0,1800.0,1080.0,118000.0,61000.0,575.303391053391
STX,35884000.0,18630000.0,701000.0,10397000.0,16270000.0,2633000.0,632000.0,18271000.0,-7435000.0,18452000.0,0.0,16449000.0,,16449000.0,,13803000.0,12310000.0,1152540000.0,662297000.0,42615000.0,844000.0,215234000.0,213582000.0,2494000.0,8606000.0,1611000.0,366331000.0,,1068514000.0,356555000.0,185447000.0,-20000.0,229160000.0,2201000.0,376204000.0,29166000.0,55476000.0,,700169000.0,184312000.0,26663000.0,31521000.0,,9000.0,71628000.0,782886000.0,1357815000.0,,,,-22729000.0,8589000.0,-2662000.0,32664000.0,57635000.0,0.0,1055000.0,-57248000.0,3160.0,659365395000.0,260.0,12340.0,-1040.0,,210.0,15010.0,10.0,550200.0,70.0,48600.0,3150.0,14960.0,48460.0,26870.0,840.0,5360.0,4580.0,30.0,1100.0,870.0,4130.0,810.0,719665000000.0,9310.0,-6065000000.0,-80.0,200.0,1100.0,990.0,1640.0,1660.0,1400.0,240.0,80.0,2170.0,4540.0,80000.0,386000.0,45950.0,8000.0,650.0,180.0,140.0,88000.0,-298000.0,1.691293650793651
SUW,10207000.0,8110000.0,508000.0,1687000.0,-98000.0,813000.0,358000.0,357000.0,-125000.0,1000.0,,1083000.0,,1083000.0,,851000.0,851000.0,47162000.0,8825000.0,61176000.0,,1000.0,1623000.0,5130000.0,6951000.0,40415000.0,1354000.0,327000.0,,100064000.0,55742000.0,9230000.0,,1325000.0,4677000.0,1340000.0,0.0,,,4310000.0,34224000.0,23032000.0,15780000.0,,2083000.0,4416000.0,33603000.0,171659000.0,,,1931000.0,790000.0,-21091000.0,21110000.0,2782000.0,0.0,-67000.0,-229000.0,14000.0,4195520000.0,8100.0,1730.0,2750.0,5080.0,10100.0,1390.0,840.0,16640.0,900.0,15600.0,12230.0,1210.0,13620.0,7420.0,230.0,290.0,120.0,5360.0,1720.0,870.0,460.0,700.0,2373000000.0,340.0,-7437000000.0,-1080.0,1520.0,1700.0,1300.0,2400.0,3710.0,1300.0,1180.0,360.0,570.0,6300.0,58000.0,50000.0,4240.0,86000.0,2029.0,1900.0,980.0,144000.0,94000.0,45.59604385964912
SWD,10543000.0,9256000.0,183000.0,2726000.0,-1622000.0,-37000.0,198000.0,753000.0,13000.0,446000.0,,320000.0,-26000.0,90000.0,,-823000.0,-288000.0,87757000.0,270000.0,43966000.0,954000.0,221000.0,10670000.0,932000.0,5019000.0,148000.0,5386000.0,,62435000.0,24279000.0,61182000.0,,6297000.0,-169000.0,34080000.0,26994000.0,29000.0,,723000.0,30987000.0,9218000.0,1747000.0,,1353000.0,718000.0,59969000.0,59482000.0,,,,1598000.0,963000.0,-395000.0,536000.0,-760000.0,17128000.0,,9152000.0,1010.0,5144383000.0,4650.0,220.0,-4190.0,,8630.0,120.0,-210.0,5800.0,140.0,7390.0,5030.0,580.0,36820.0,6160.0,560.0,1250.0,1010.0,1800.0,1060.0,890.0,3600.0,1890.0,26086000000.0,6210.0,20691000000.0,4930.0,530.0,1060.0,670.0,1380.0,1460.0,670.0,710.0,50.0,80.0,9770.0,37000.0,49000.0,50220.0,7000.0,4640.0,990.0,820.0,44000.0,-5000.0,2.1803924963924963
SWG,34056000.0,23765000.0,2319000.0,5650000.0,2322000.0,312000.0,-55000.0,2689000.0,-7812000.0,-8217000.0,-244000.0,15862000.0,,15862000.0,212000.0,9857000.0,9973000.0,150144000.0,78364000.0,78588000.0,1120000.0,9235000.0,113000.0,22422000.0,44520000.0,,28981000.0,99914000.0,722000.0,498518000.0,161701000.0,3616000.0,135792000.0,0.0,28945000.0,,23329000.0,,,19858000.0,250652000.0,59981000.0,83812000.0,,16038000.0,8898000.0,216098000.0,,,,-2301000.0,1151000.0,-2839000.0,2385000.0,62000.0,-149000.0,0.0,3993000.0,15000.0,9572003000.0,17330.0,870.0,5580.0,2690.0,12830.0,1170.0,-100.0,23880.0,60.0,234230.0,12640.0,990.0,197400.0,21750.0,220.0,270.0,100.0,2830.0,1680.0,860.0,460.0,680.0,20280000000.0,3650.0,-22575000000.0,-4059.0,1480.0,1620.0,870.0,2640.0,3400.0,870.0,920.0,330.0,830.0,2710.0,135000.0,136000.0,4800.0,76000.0,1030.0,1040.0,520.0,211000.0,75000.0,20.728303030303028
TAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIM,86383000.0,65112000.0,11793000.0,1648000.0,44000.0,969000.0,712000.0,301000.0,535000.0,22000.0,354000.0,-4985000.0,,-4985000.0,,-5377000.0,-5377000.0,96751000.0,23620000.0,62735000.0,1020000.0,3395000.0,141909000.0,43669000.0,79391000.0,0.0,10111000.0,403000.0,258888000.0,190126000.0,22199000.0,-409000.0,150947000.0,934000.0,16563000.0,83000.0,,,5114000.0,125127000.0,119686000.0,1490000.0,,702000.0,10000.0,268402000.0,399092000.0,,,,16686000.0,2391000.0,-17437000.0,630000.0,-135000.0,0.0,0.0,-3273000.0,6960.0,23100000000.0,9100.0,770.0,4900.0,1420.0,14540.0,480.0,410.0,16850.0,430.0,16230.0,5410.0,370.0,12630.0,8670.0,220.0,290.0,10.0,65640.0,2190.0,780.0,350.0,750.0,-2550000000.0,-180.0,-35721000000.0,-2480.0,2170.0,2180.0,610.0,2320.0,2940.0,1070.0,1260.0,420.0,-25350.0,4440.0,82000.0,67000.0,1960.0,186000.0,1970.0,3450.0,1250.0,270000.0,202000.0,11.094355699855699
TLX,21776000.0,18557000.0,1105000.0,1784000.0,330000.0,100000.0,150000.0,280000.0,83000.0,51000.0,66000.0,-1697000.0,,-746000.0,,-749000.0,-749000.0,21645000.0,80000.0,21180000.0,120000.0,,298000.0,38832000.0,1860000.0,16873000.0,3548000.0,5559000.0,854000.0,,69628000.0,43045000.0,3000000.0,,39445000.0,,1950000.0,627000.0,2305000.0,,,1786000.0,14396000.0,12151000.0,635000.0,,,645000.0,541000.0,80748000.0,6335000.0,638000.0,-986000.0,459000.0,-234000.0,,0.0,-430000.0,16000.0,3000092000.0,13880.0,1150.0,6660.0,2400.0,20630.0,780.0,-930.0,35980.0,-1070.0,14210.0,10150.0,490.0,-9490.0,-145010.0,230.0,290.0,30.0,19810.0,1980.0,790.0,380.0,730.0,-8828000000.0,42040.0,-17550000000.0,83570.0,1920.0,1970.0,1570.0,2680.0,2880.0,1880.0,770.0,390.0,420.0,7470.0,49000.0,41000.0,13410.0,27000.0,2150.0,2840.0,1220.0,76000.0,35000.0,10.62655266955267
TMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPE,3663573000.0,3139581000.0,51635000.0,170187000.0,302170000.0,23874000.0,71840000.0,271331000.0,27151000.0,86512000.0,,211970000.0,,211970000.0,,166319000.0,157058000.0,18475838000.0,824751000.0,17260573000.0,,176028000.0,199773000.0,3767763000.0,445805000.0,2207083000.0,100201000.0,758148000.0,256526000.0,5820000.0,21807983000.0,12144911000.0,13986284000.0,,233971000.0,2441911000.0,4010617000.0,,4308176000.0,,,3280937000.0,4842697000.0,2349121000.0,228930000.0,,,1985588000.0,279058000.0,28526996000.0,448523000.0,328982000.0,-295107000.0,333834000.0,-236925000.0,,0.0,351129000.0,1830.0,2797256712000.0,4240.0,430.0,-1520.0,,4900.0,370.0,280.0,6470.0,470.0,3880.0,2140.0,440.0,4530.0,2270.0,360.0,670.0,340.0,4290.0,870.0,720.0,2160.0,1380.0,6870971000000.0,2600.0,867286000000.0,330.0,640.0,860.0,260.0,750.0,940.0,270.0,490.0,-10.0,-20.0,7100.0,51000.0,104000.0,21490.0,17000.0,3730.0,740.0,620.0,68000.0,-36000.0,
TRI,157000.0,1845000.0,-37000.0,,-400000.0,-161000.0,36000.0,-597000.0,64000.0,2417000.0,,-2950000.0,,-2950000.0,,-2240000.0,-2240000.0,21501000.0,7000.0,32002000.0,100000.0,219000.0,125165000.0,355304000.0,13284000.0,20000.0,2945000.0,357000.0,1384000.0,29646000.0,25458000.0,-3485000.0,60903000.0,,8780000.0,961000.0,1000.0,,128000.0,288466000.0,2295000.0,14708000.0,,,1370000.0,6244000.0,106477000.0,,,,-21247000.0,15000.0,-233000.0,19000.0,16599000.0,100236000.0,,-7092000.0,2530.0,6364523000.0,21470.0,120.0,18420.0,140.0,150.0,17130.0,-1050.0,18970.0,-1150.0,2090.0,14720.0,99630.0,-12800.0,-12980.0,670.0,2050.0,20.0,6400.0,13490.0,330.0,710.0,4960.0,270509000000.0,-37480.0,77553000000.0,-10750.0,7040.0,7170.0,30.0,-290.0,1430.0,30.0,120.0,290.0,25110.0,40.0,8442000.0,95281000.0,20.0,24344000.0,0.0,50.0,0.0,32786000.0,-62495000.0,3.8562720057720057
TRK,186847000.0,157339000.0,724000.0,9123000.0,19661000.0,548000.0,1361000.0,18848000.0,2531000.0,269000.0,,21110000.0,,21110000.0,-153000.0,-446000.0,-416000.0,214618000.0,442080000.0,212129000.0,,46077000.0,289448000.0,75544000.0,472803000.0,29651000.0,251435000.0,141577000.0,,311607000.0,23211000.0,0.0,588716000.0,3466000.0,122636000.0,,154823000.0,,17788000.0,96175000.0,428366000.0,115895000.0,,,36340000.0,132550000.0,1525868000.0,,,,73488000.0,2721000.0,-18728000.0,41771000.0,-2743000.0,0.0,0.0,59953000.0,3150.0,20013185000.0,18460.0,170.0,8189.0,380.0,35560.0,90.0,3580.0,880.0,3830.0,820.0,-4019.0,-110.0,-1050.0,-930.0,370.0,610.0,170.0,1680.0,2020.0,710.0,580.0,1000.0,-3454000000.0,-40.0,-143546000000.0,-1650.0,1730.0,2020.0,1240.0,1910.0,2370.0,1390.0,510.0,370.0,380.0,4690.0,78000.0,117000.0,7240.0,50000.0,1620.0,3530.0,1110.0,128000.0,11000.0,3.929157287157287
TRN,3482000.0,5012000.0,,354000.0,870000.0,138000.0,49000.0,677000.0,36000.0,-45000.0,,985000.0,,985000.0,,778000.0,778000.0,7383000.0,,6472000.0,,85000.0,13000.0,22793000.0,409000.0,15544000.0,854000.0,20060000.0,1500000.0,19000.0,2404000.0,528000.0,2285000.0,1825000.0,,3882000.0,3659000.0,,,,939000.0,13213000.0,7299000.0,5375000.0,,,269000.0,312000.0,188281000.0,,-299000.0,211000.0,-88000.0,419000.0,293000.0,0.0,,-953000.0,2900.0,5277364000.0,440.0,6530.0,-960.0,,2440.0,1190.0,90.0,30550.0,140.0,20300.0,2880.0,1180.0,20150.0,9700.0,770.0,3350.0,1660.0,1740.0,840.0,610.0,2790.0,890.0,7737000000.0,4940.0,-109000000.0,-70.0,320.0,840.0,30.0,710.0,710.0,30.0,650.0,-110.0,-110.0,4480.0,82000.0,110000.0,,,4019.0,1760.0,1220.0,,,5.981805555555557
TRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
