,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
PP,40,70,70,50,,130,70,50,,50,60,60,,10,10,20,,120,40,40,,220,170,30,,250,160,120,20,160,30,50,110,60,70,60,40,50,110,40,40,190,50,50,50,60,30,10,20,100,10,80
RCLR,850,890,860,1190,,790,840,580,,660,770,810,,660,690,760,,790,730,760,,950,870,1090,,990,940,1110,980,830,950,1140,1060,1100,1110,1050,1190,940,960,910,1020,680,740,720,780,460,610,630,770,520,690,650
KP,460,490,490,510,,400,360,340,,330,310,300,,250,230,220,,260,210,230,,330,320,350,,340,300,330,280,300,290,300,250,280,290,280,290,270,280,250,250,250,210,220,250,230,240,230,200,220,230,260
PKKO,170,230,250,250,,230,200,210,,220,210,200,,140,140,160,,240,190,200,,290,280,300,,270,250,230,210,210,230,230,190,220,240,250,270,250,250,240,230,230,200,220,210,200,170,160,150,170,180,190
RN,8280,6290,6300,6270,6530,6290,5970,5750,5630,5170,4930,4730,4840,4990,5110,5230,4890,4870,4920,5150,5580,5160,4840,4440,4580,4790,4790,5100,5070,5350,5140,4610,4450,3920,3600,3480,3280,3280,3480,3460,3530,3990,4220,4850,5820,5780,6900,7490,6230,6040,5380,5320
CRN,44000,58000,58000,58000,56000,58000,61000,64000,65000,71000,74000,77000,75000,73000,71000,70000,75000,75000,74000,71000,65000,71000,75000,82000,80000,76000,76000,72000,72000,68000,71000,79000,82000,93000,101000,105000,111000,111000,105000,106000,103000,91000,87000,75000,63000,63000,53000,49000,59000,60000,68000,69000
CPZ,52000,63000,62000,60000,57000,63000,68000,87000,89000,103000,110000,103000,101000,97000,98000,99000,106000,101000,98000,94000,87000,87000,88000,85000,83000,78000,76000,72000,72000,71000,74000,80000,81000,88000,92000,97000,100000,104000,101000,106000,108000,101000,101000,95000,86000,96000,84000,80000,93000,96000,104000,105000
RZ,5310,4640,4220,4270,4340,4480,5000,3910,3900,3420,3260,3920,3950,4350,4210,4019,3770,3840,4000,4120,4440,4420,4250,4090,4260,4450,4780,5080,5180,5140,4840,4890,5340,5410,5540,5230,4830,4580,4420,4170,4019,3970,3940,4130,4220,3730,4170,4180,4000,4059,3900,3920
CRZ,69000,79000,86000,86000,84000,81000,73000,93000,94000,107000,112000,93000,93000,84000,87000,91000,97000,95000,91000,89000,82000,83000,86000,89000,86000,82000,76000,72000,70000,71000,75000,75000,68000,67000,66000,70000,76000,80000,83000,88000,91000,92000,93000,88000,87000,98000,88000,87000,91000,90000,93000,93000
RMO,3480,2730,2580,2640,2750,2700,2790,2400,2350,2130,2020,2200,2250,2390,2390,2370,2220,2230,2280,2370,2560,2420,2260,2140,2210,2290,2360,2460,2520,2600,2520,2400,2410,2270,2170,2070,1950,1900,1920,1870,1860,1960,2009,2220,2440,2300,2650,2750,2510,2490,2340,2310
RMT,38810,19040,17820,18750,19560,17140,16440,13780,13490,12280,10570,10460,10690,8520,6350,4420,4130,3510,3350,3530,3820,4000,4230,4260,4400,4350,4310,4050,4150,4140,3930,3890,3860,3690,3460,3260,3070,2960,2880,2730,2570,2480,2400,2660,2940,3080,3860,4110,4160,4440,4510,4700
RM,3190,2390,2260,2310,2410,2330,2390,2040,2000,1810,1690,1820,1860,1860,1740,1550,1440,1360,1360,1420,1530,1510,1470,1430,1470,1500,1520,1530,1570,1600,1530,1480,1480,1400,1330,1260,1190,1160,1150,1110,1080,1090,1100,1210,1330,1320,1570,1650,1560,1590,1540,1550
COP,113000,137000,144000,144000,140000,139000,134000,157000,159000,178000,186000,170000,168000,157000,158000,161000,172000,170000,165000,160000,147000,154000,161000,171000,166000,158000,152000,144000,142000,139000,146000,154000,150000,160000,167000,175000,187000,191000,188000,194000,194000,183000,180000,163000,150000,161000,141000,136000,150000,150000,161000,162000
CSP,61000,74000,82000,84000,83000,76000,66000,70000,70000,75000,76000,67000,67000,60000,60000,62000,66000,69000,67000,66000,60000,67000,73000,86000,83000,80000,76000,72000,70000,68000,72000,74000,69000,72000,75000,78000,87000,87000,87000,88000,86000,82000,79000,68000,64000,65000,57000,56000,57000,54000,57000,57000
