,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent_yy,,-29.43,,,-50.89,,-29.47,-29.28,-25.64,-20.65,-17.71,-23.28,-23.63,-22.76,-21.48,-20.15,-29.27,-31.56,-34.13,-32.95,-28.35,-27.67,-27.47,-27.68,-25.65,-19.48,-10.19,-1.67,15.14,17.08,21.58
CWKCurrent_sy,,-16.25,,,-0.10,,-20.14,-29.00,-2.41,4.21,6.32,1.00,-5.00,4.68,2.31,,4.15,-2.33,6.31,3.06,-9.67,-8.17,-8.30,-8.87,-4.11,-8.78,-3.73,-7.49,-3.68,-0.84,27.71
CWKCurrent_qq,,,,-4.05,-5.33,-12.85,-10.90,-3.79,-0.46,-7.00,-7.60,-10.30,-0.93,-5.94,-6.06,-8.78,-12.24,-8.99,-9.59,-7.15,-6.23,-8.12,-9.34,-7.42,-3.59,-0.50,1.12,1.36,12.90,1.19,5.01
CWKCurrent_sq,,,,20.19,-19.46,-15.26,-2.64,6.86,10.69,-9.52,-0.66,1.52,4.11,-0.29,-2.91,-0.78,8.44,-6.50,5.68,-3.81,-4.96,-4.94,5.53,-4.41,,-9.57,11.37,-8.14,4.11,-6.90,43.44
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,121.05,,,161.59,,26.64,19.34,13.39,29.03,29.03,41.67,41.71,37.57,24.64,24.94,41.86,47.07,54.80,53.56,27.69,27.66,31.38,32.38,45.21,30.90,12.78,-0.84,-17.44,-18.87,-24.55
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,5.94,5.22,-2.49,16.51,-0.16,-0.03,10.96,16.50,9.62,,7.72,5.55,9.89,13.54,11.68,11.09,9.01,-5.58,11.65,14.33,9.84,3.56,0.65,-1.49,-3.42,-13.78,-1.09,-8.39
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-54.76,,,-61.77,,-21.05,-16.23,-11.80,-22.51,-22.48,-29.39,-29.43,-27.31,-19.77,-19.99,-29.51,-31.98,-35.42,-34.87,-21.71,-21.70,-23.87,-24.43,-31.11,-23.59,-11.33,0.82,21.07,23.30,32.56
CWKGrahamCurrent_sy,,-55.56,,,5.70,,29.64,62.25,32.04,36.20,34.17,11.87,1.93,8.70,32.94,93.35,20.18,24.52,-6.34,-43.89,-2.21,-10.48,-2.58,20.51,-13.04,-9.21,-8.05,-26.22,-4.20,-7.30,-8.76
CWKGrahamCurrent_qq,,,,-5.61,-4.97,2.56,-14.17,0.15,0.05,-9.89,-14.15,-8.78,,-7.19,-5.24,-9.03,-11.89,-10.45,-10.03,-8.25,5.90,-10.43,-12.52,-8.93,-3.45,-0.66,1.52,3.54,15.95,1.17,9.14
CWKGrahamCurrent_sq,,,,-10.73,33.28,-3.71,13.16,11.72,8.46,-0.67,11.47,-6.85,,5.92,36.33,35.48,-38.57,9.75,2.54,-18.84,7.06,0.47,11.59,0.40,-22.74,4.89,13.02,-19.44,0.32,1.50,11.24
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,78.46,,,315.39,,314.30,215.45,105.18,48.19,8.75,24.52,22.90,25.11,39.05,12.57,40.65,56.99,55.05,63.48,44.32,34.63,32.98,37.61,20.56,-8.54,-41.29,-73.19,-86.93,-87.61,-81.59
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,43.20,53.08,39.75,35.24,9.03,-0.43,0.94,-0.76,24.85,-1.73,2.76,10.30,1.06,22.78,14.70,8.94,6.56,8.39,6.99,7.60,10.28,-5.04,-18.83,-30.93,-49.64,-53.71,-23.08,2.68
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-43.97,,,-75.93,,-75.89,-68.37,-51.22,-32.50,-8.00,-19.46,-18.67,-20.20,-28.09,-11.25,-29.10,-36.29,-35.35,-38.97,-30.64,-25.83,-25.18,-26.92,-16.67,9.82,71.15,271.58,663.00,705.69,442.70
CPCurrent_sy,,19.31,,,-0.43,,-1.53,-3.46,-2.36,-28.27,-40.49,-28.07,-19.29,2.30,7.19,0.93,-21.04,-8.95,-11.86,14.75,1.16,3.13,-4.12,-20.55,-14.24,-16.62,-7.12,-7.05,-4.39,7.29,2.87
CPCurrent_qq,,,,-30.12,-34.71,-28.46,-26.14,-8.31,0.67,-1.00,0.67,-19.73,1.67,-2.87,-9.28,-0.93,-18.78,-12.72,-7.95,-6.47,-7.69,-6.67,-7.14,-8.65,5.26,23.00,44.72,98.31,116.15,29.88,-2.52
CPCurrent_sq,,,,-15.86,19.04,-16.21,17.33,-17.51,20.40,-38.44,-2.67,-0.28,35.09,-21.97,1.98,-6.11,5.69,-10.03,-1.29,22.24,-6.83,-8.27,-8.23,1.31,0.57,-10.82,2.22,1.39,3.44,0.07,-1.98
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,70.97,,,84.73,,60.38,52.87,19.45,79.47,7.87,52.26,104.33,47.69,66.70,15.42,66.81,94.76,119.98,123.21,41.69,29.12,19.81,24.92,25.31,-14.24,-57.81,-91.88,-147.95,-172.02,-265.56
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,10.21,0.17,-5.73,54.10,5.05,-21.72,41.64,-7.38,48.28,5.04,2.38,4.55,2.66,51.81,19.53,18.09,4.17,-3.63,8.93,9.57,8.61,-3.34,-25.45,-46.09,-79.09,-670.53,-11.98,-23.91
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-41.50,,,-45.88,,-37.65,-34.58,-16.28,-44.28,-7.30,-34.32,-51.06,-32.29,-40.01,-13.36,-40.05,-48.65,-54.55,-55.20,-29.42,-22.56,-16.51,-19.97,-20.21,16.60,136.97,1130.95,,,
CZCurrent_sy,,-47.60,,,46.79,,55.90,109.13,-39.53,-17.36,-25.08,-46.60,-15.95,9.53,8.30,4.35,11.27,26.84,40.15,24.28,-15.36,-27.55,-40.13,-32.09,26.29,26.39,38.82,15.22,,,
CZCurrent_qq,,,,-9.27,-0.17,6.08,-35.10,-4.82,27.76,-29.40,7.98,-32.56,-4.81,-2.31,-4.35,-2.59,-34.13,-16.33,-15.33,-3.99,3.77,-8.21,-8.72,-7.96,3.46,34.14,85.52,378.12,,,
CZCurrent_sq,,,,6.62,117.44,-42.84,17.64,43.03,-37.13,-21.88,6.65,1.94,-1.03,1.80,5.45,-1.78,5.54,16.04,16.52,-12.91,-28.12,-0.68,-3.71,-1.21,33.68,-0.60,5.76,-18.01,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,16.47,,,98.56,,98.56,279.26,4.45,53.08,109.26,-0.59,90.91,37.59,5.55,20.45,61.94,69.84,89.54,92.11,29.14,27.76,20.74,24.75,29.75,-7.91,-53.99,-85.39,-123.92,-138.42,-180.75
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,98.56,,,91.01,-45.32,46.56,36.70,-9.26,5.01,5.62,4.88,3.55,41.19,10.77,17.04,4.95,-5.09,9.59,10.61,8.44,-1.29,-22.22,-44.74,-65.56,-261.56,-24.94,-16.15
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-14.14,,,-49.64,,-49.64,-73.63,-4.26,-34.67,-52.21,0.59,-47.62,-27.32,-5.26,-16.98,-38.25,-41.13,-47.25,-47.95,-22.57,-21.72,-17.18,-19.82,-22.94,8.59,117.37,584.23,,,
CZOCurrent_sy,,-44.72,,,-17.17,,61.29,67.90,4.25,-2.85,-38.70,-16.25,6.56,-5.82,12.06,-7.08,7.40,7.84,17.78,11.99,-7.17,1.83,-15.14,-17.58,-17.62,40.31,50.28,54.96,,,
CZOCurrent_qq,,,,,-49.64,,,-47.65,82.88,-31.77,-26.84,10.20,-4.77,-5.33,-4.64,-3.44,-29.17,-9.74,-14.56,-4.73,5.39,-8.76,-9.60,-7.76,1.28,28.58,80.96,190.34,,,
CZOCurrent_sq,,,,,25.71,,,-14.27,-21.95,-2.19,-6.33,17.11,-0.68,-13.55,11.46,-2.89,14.79,-13.20,21.73,-7.66,-4.85,-4.78,1.44,-10.33,-4.90,62.19,8.65,-7.53,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,34.50,,,-2.56,,,-80.82,68.96,176.23,,1210.75,-75.00,-21.10,249.08,-22.66,164.79,59.81,-41.96,9.63,78.39,-16.06,13.07,63.42,-48.76,-96.77,-104.75,-105.84,-208.18,-905.86,-259.52
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,24.23,-19.50,,-80.82,994.10,31.60,-63.80,151.46,-79.14,315.43,60.16,-44.29,-28.57,150.74,-41.83,5.23,16.23,17.98,-21.64,52.10,-63.56,-92.57,-215.35,-87.10,-574.96,44.68,48.54
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-24.64,,,-76.54,,-75.89,-93.95,-17.67,86.36,-8.00,957.89,-79.65,-36.95,151.17,-31.34,88.28,1.93,-62.58,-32.85,23.65,-37.76,-14.95,18.71,-57.38,-96.34,-107.95,-121.82,-925.20,-6375.00,-1889.47
EVPCurrent_sy,,-3.90,,,-15.69,,5.46,1.35,11.23,-14.74,-11.33,-7.60,-10.89,2.75,-1.75,-13.05,-18.64,4.43,-3.18,24.16,-0.01,-4.41,-15.60,-14.90,-0.04,-5.75,2.10,-10.53,-6.95,3.58,1.49
EVPCurrent_qq,,,,-30.12,-18.90,-42.41,-26.14,-82.46,1003.51,30.37,-63.54,101.67,-78.77,303.91,45.26,-44.87,-41.79,118.67,-46.68,-1.07,7.19,10.07,-27.13,38.08,-61.52,-90.55,-258.33,-278.95,-1355.56,28.15,49.80
EVPCurrent_sq,,,,-4.16,0.05,-2.91,13.27,-7.89,9.81,-25.58,17.80,-4.02,5.91,-14.19,12.63,-15.06,-0.90,10.14,4.43,8.93,-20.19,5.30,-7.79,9.82,-6.25,-0.72,-0.11,-3.77,-2.50,10.51,-2.12
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,15.47,,,-50.93,,-49.64,-94.94,61.78,80.46,-52.21,1218.23,-86.91,-42.65,230.70,-35.78,63.52,-5.90,-69.38,-42.94,38.14,-34.30,-6.35,30.99,-60.51,-96.50,-110.31,-139.97,352.41,2000.31,545.36
EVEBITCurrent_sy,,661.16,,,-35.44,,29.38,80.82,27.06,7.07,-45.78,-11.96,27.65,24.76,48.32,-0.22,-14.00,14.61,30.12,46.70,-8.33,-17.97,-32.03,-36.36,-27.33,23.53,31.71,18.63,10.05,-39.44,-46.89
EVEBITCurrent_qq,,,,,-37.44,-19.50,,-89.95,1900.55,-10.20,-73.52,177.09,-80.13,293.38,52.71,-46.19,-49.41,126.38,-50.30,0.27,22.46,7.66,-29.15,40.24,-63.08,-90.46,-308.92,-443.45,517.83,-55.73,-55.70
EVEBITCurrent_sq,,,,,23.73,8.04,,-13.05,-13.05,-8.95,-21.23,41.18,26.06,-11.01,-6.35,-5.02,8.65,18.60,6.32,7.08,-32.11,6.13,-11.91,0.25,-22.47,80.42,-6.07,-9.70,-28.08,-0.72,-17.62
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,9.20,,,-46.17,,-44.76,-94.35,65.86,86.94,-50.10,1269.06,-86.51,-41.73,230.85,-37.06,63.00,-5.85,-69.00,-41.79,37.50,-34.61,-6.98,29.48,-60.84,-96.63,-109.17,-127.74,647.35,3039.32,789.47
EVEBITDACurrent_sy,,191.43,,,-31.15,,51.85,109.83,10.00,-9.71,-38.77,-28.73,15.00,35.02,19.05,-11.57,-10.63,1.69,24.00,0.95,0.64,-6.92,-20.05,6.30,-20.66,17.75,52.88,-1.84,7.26,-26.74,-52.72
EVEBITDACurrent_qq,,,,,-31.38,-19.50,,-89.77,1914.46,-9.27,-73.31,180.62,-80.16,291.98,51.57,-46.61,-48.61,126.42,-50.10,0.25,21.40,7.68,-29.02,39.55,-63.29,-90.73,-293.22,-321.93,1089.11,-61.07,-57.56
EVEBITDACurrent_sq,,,,,11.52,3.52,,16.45,-41.53,-15.02,5.83,35.54,-5.66,-0.23,-6.69,0.68,-4.66,13.53,13.78,-18.03,-4.95,5.00,-2.27,8.98,-29.06,55.84,26.88,-30.02,-22.48,6.44,-18.11
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,20.64,,,-9.25,,13.16,8.05,-11.18,42.41,-11.21,16.86,55.97,14.01,30.88,-7.83,18.01,33.27,44.95,49.67,1.54,-6.55,-13.16,-9.69,-6.84,-30.98,-62.09,-92.02,-155.21,-184.37,-301.31
ROE_sy,,523.73,,,-46.89,,-94.37,1385.56,-27.41,-46.43,456.76,65.86,110.88,164.12,198.06,34.55,31.71,10.92,-20.11,-24.86,33.14,46.89,84.51,35.41,-31.37,-53.87,-53.09,-34.53,-9.52,31.80,34.51
ROE_qq,,,,5.82,-5.16,-17.86,37.28,1.04,-22.05,31.71,-14.41,32.98,4.05,-3.72,-1.76,-6.34,33.21,8.74,6.85,-3.30,-9.63,0.07,-0.70,0.57,-6.78,-25.86,-45.45,-78.84,-745.13,-13.31,-30.15
ROE_sq,,,,-103.42,1620.00,10.67,-90.22,681.76,-14.17,-18.33,1.60,132.89,9.12,2.29,14.66,5.13,6.82,-13.85,-17.42,-1.12,89.28,-4.96,3.72,-27.43,-4.07,-36.11,5.47,1.30,32.56,-6.93,7.63
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,26.85,,,10.22,,-12.42,4.41,-20.61,25.39,-5.95,35.72,96.14,36.45,26.83,-10.55,-16.91,29.83,48.42,47.69,14.97,0.47,-7.79,-15.11,29.77,3.15,-42.79,-88.21,-148.20,-174.15,-262.15
ROA_sy,,9327.27,,,-47.78,,-94.65,774.44,-14.15,-39.41,600.00,71.17,127.25,144.99,129.56,-18.29,-2.13,-17.04,-38.81,-3.18,6.13,12.27,43.36,34.31,-11.64,-21.38,-9.16,-38.04,14.75,42.60,15.94
ROA_qq,,,,-8.11,8.83,-36.42,37.76,9.55,-17.26,0.42,3.32,58.09,19.58,-30.14,-3.96,11.49,11.09,9.15,9.79,10.95,-13.52,-4.62,0.76,2.14,32.20,-24.19,-44.12,-78.95,-640.38,-16.64,-22.20
ROA_sq,,,,-106.69,688.89,14.91,-88.18,743.06,-25.04,-18.90,36.59,106.15,-0.48,-12.57,27.99,-26.62,19.20,-25.89,-5.60,16.10,30.66,-21.60,20.55,8.77,-14.04,-30.24,39.27,-25.81,59.21,-13.31,13.24
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-34.71,,,-52.14,,-52.14,20.55,-49.06,3.30,92.41,-20.36,55.09,9.90,-24.13,7.03,15.22,8.14,22.32,17.61,-10.62,-5.11,-9.25,-9.39,7.54,0.85,-21.49,-45.38,-283.02,-410.11,-538.25
OPM_sy,,589.58,,,-43.35,,-58.55,-6.90,-20.40,29.34,62.37,-3.40,46.06,41.21,19.37,32.91,-0.46,-25.00,6.38,-31.73,-12.10,17.35,4.50,54.23,6.16,-6.43,12.92,0.68,-21.85,7.42,3.71
OPM_qq,,,,-30.34,30.06,-28.54,-26.07,75.45,-45.04,44.91,37.70,-27.38,7.03,2.69,-4.94,2.45,15.22,-3.63,7.53,-1.50,-12.44,2.32,2.83,-1.65,3.92,-4.04,-19.94,-31.58,-448.21,-62.59,-13.13
OPM_sq,,,,-25.64,7.76,-35.47,-19.83,67.01,-7.87,4.86,0.64,-0.63,39.30,1.38,-14.93,10.64,4.33,-23.62,20.66,-29.00,34.33,1.97,7.46,4.78,-7.53,-10.12,29.67,-6.57,-28.23,23.54,25.19
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,-4.13,,,-55.50,,-61.37,-51.64,-41.94,21.28,-0.47,22.33,66.67,17.98,19.72,2.78,18.52,24.16,41.96,36.29,-1.88,-4.19,-9.94,-9.07,4.14,-6.25,-28.22,-69.78,-466.36,-681.33,-999.57
ROS_sy,,6157.14,,,-42.45,,-77.78,33.23,-25.41,90.22,83.72,15.33,48.35,47.66,109.49,48.61,18.52,-6.17,-26.89,-50.33,-6.41,-0.84,47.11,76.34,-1.84,-4.42,-17.70,-9.15,7.31,19.57,41.64
ROS_qq,,,,-23.10,-34.51,-32.62,13.83,-3.74,-21.36,40.74,-6.58,18.31,7.14,-0.37,-5.20,1.57,23.55,4.38,8.38,-2.49,-11.05,1.91,1.88,-1.53,1.87,-8.26,-22.00,-58.55,-1335.05,-45.58,-20.70
ROS_sq,,,,-57.62,48.78,-53.89,-23.56,154.07,-16.70,17.58,-26.17,59.49,7.14,17.04,4.75,13.14,-14.55,-7.34,-18.38,-23.14,61.02,-1.84,21.09,-7.87,-10.37,-4.42,4.27,1.71,5.87,6.50,23.51
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,27.31,,,-43.73,,-45.81,-58.03,-51.61,-5.20,-0.75,31.53,91.52,38.82,22.05,21.92,30.70,22.19,29.28,5.90,-24.70,-19.40,-21.69,-10.61,13.18,0.31,-21.85,-62.31,-57.39,-117.85,-67.72
RS_sy,,205.37,,,-36.91,,-50.61,-50.22,-31.23,0.42,-25.05,-1.75,100.00,89.87,130.94,119.11,-8.96,-25.33,-4.07,-23.53,3.28,0.89,-3.24,-3.98,-6.01,0.88,8.25,8.56,11.70,14.91,16.79
RS_qq,,,,8.18,-35.54,-26.69,6.00,-16.23,-25.68,43.64,10.97,11.03,8.22,4.11,-2.43,10.90,16.01,-2.66,3.23,-9.16,-17.51,4.18,0.31,3.69,4.45,-7.67,-21.85,-50.00,18.11,-138.67,241.38
RS_sq,,,,-5.93,-25.87,-30.79,2.33,-5.18,2.40,1.07,-23.63,24.31,108.44,-4.05,-7.11,17.94,-13.39,-21.31,19.35,-5.99,16.98,-23.13,14.45,-6.70,14.50,-17.49,22.81,-6.43,17.81,-15.12,24.81
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,-5.98,,,-55.38,,-61.49,-52.02,-45.06,10.73,-3.23,14.35,46.56,10.85,17.50,6.64,26.71,23.08,32.27,26.30,-7.98,-6.82,-9.12,-7.95,7.43,,-22.71,-54.76,-427.95,-619.82,-881.68
GPM_sy,,5583.33,,,-61.49,,-71.03,37.40,4.82,,51.04,0.37,38.01,136.97,98.08,51.85,31.93,-20.72,-9.02,-48.72,-8.91,5.81,18.60,90.28,19.27,,3.08,-4.11,-6.85,-1.91,14.46
GPM_qq,,,,-23.29,-30.36,-32.27,6.44,-4.44,-20.25,36.51,-6.98,12.92,2.21,3.25,-1.40,2.48,21.45,0.28,5.97,-2.14,-11.51,1.55,3.35,-0.88,3.27,-5.48,-20.12,-41.98,-848.68,-49.82,-20.12
GPM_sq,,,,-52.76,0.25,-16.24,-26.97,124.07,-23.52,-20.10,10.30,48.90,5.17,37.19,-7.80,14.15,-8.63,-17.55,5.81,-35.67,62.32,-4.23,18.60,3.21,1.74,-10.16,9.26,-3.99,-1.17,-5.39,27.50
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,-82.55,46.65,125.43,110.92,51.03,50.52,38.81,37.66,11.82,-2.90,-2.34,-7.72,-1.90,14.37,29.06,61.56,159.25,374.25,432.24,339.68
RBS_sy,,,,,,,,,,,,4.29,15.22,11.36,-1.55,-14.20,-8.68,-6.33,4.92,18.71,6.78,16.97,15.99,13.34,2.48,-6.69,-14.28,-16.01,2.96,3.29,13.19
RBS_qq,,,,,,,,,-86.90,-727.13,-147.01,108.60,10.07,8.73,6.12,18.92,9.70,0.28,5.23,-3.40,-4.74,0.85,-0.56,2.70,11.05,13.81,24.48,64.79,103.14,27.72,2.83
RBS_sq,,,,,,,,,-1.79,-0.52,4.36,2.29,8.49,-3.85,-7.74,-10.86,15.48,-1.37,3.34,0.85,3.88,8.04,2.48,-1.46,-6.07,-1.63,-5.85,-3.45,15.14,-1.32,3.17
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-13.50,,,18.45,,8.33,158.99,-30.61,6.95,82.55,-11.39,83.28,27.11,-19.71,-6.66,-19.31,13.13,27.88,27.15,4.78,-0.53,-7.09,-15.23,34.35,10.77,-37.59,-78.83,-124.06,-139.56,-179.03
ROPA_sy,,257.28,,,-21.49,,-59.89,-33.97,-26.58,-6.04,31.33,19.40,41.97,33.68,49.11,35.95,40.88,17.88,11.15,3.78,2.34,46.98,30.40,26.67,-5.10,-33.96,-18.61,-51.20,-17.65,0.17,20.49
ROPA_qq,,,,-16.65,115.75,-32.57,-10.66,99.28,-42.20,3.92,52.49,-3.27,19.56,-27.92,-3.68,12.46,3.35,1.06,8.88,11.82,-14.84,-4.05,1.69,2.02,34.96,-20.89,-42.71,-65.39,-253.37,-30.09,-14.46
ROPA_sq,,,,-19.12,-6.12,-27.11,-27.54,33.17,4.38,-6.71,1.29,21.07,24.11,-12.16,12.98,10.38,28.60,-26.50,6.53,3.06,26.82,5.57,-5.49,0.12,-4.99,-26.54,16.47,-39.97,60.34,-10.64,40.10
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,219.07,,,-145.03,,-139.09,-148.61,-2556.40,841.39,-65.49,2.95,105.81,43.26,-451.45,146.35,65.45,20.51,109.85,715.74,177.95,-84.08,88.66,294.17,-796.93,104.16,-354.33,-99.31,98.26,-161.71,29.12
ZNPO_sy,,221.48,,,-23.90,,-77.42,-11.72,-75.62,159.24,11.93,141.17,509.66,-20.62,406.64,-32.96,5.27,13.15,-5.70,52.57,31.63,52.13,27.79,-39.54,-46.91,-43.35,0.95,-24.57,76.03,22.01,-21.02
ZNPO_qq,,,,10.22,-124.42,5.73,-54.08,-37.07,-1234.25,126.31,-134.39,19.62,179.84,549.02,-232.40,106.76,185.00,372.71,-89.17,459.33,-2.89,-72.93,28.30,1068.62,-271.69,107.93,-259.83,103.18,-531.57,-181.12,-83.58
ZNPO_sq,,,,-24.97,2.69,-39.66,-51.43,193.30,-71.64,541.56,-79.03,531.97,-28.30,-16.46,33.84,-16.38,12.59,-10.21,11.55,35.30,-2.87,3.78,-6.30,-35.98,-14.72,10.74,66.99,-52.17,99.02,-23.25,8.10
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,,,5555.74,,5555.74,7434.43,893.86,828.81,863.59,-1606.94,-97.29,-95.99,-74.33,114.42,216.70,1203.50,-69.60,-54.28,-685.98,-55.16,556.36,27.27,653.83,19.41,-435.55,-901.53,-98.77,-56.66,107.95
ZFI_sy,,,,,-21.57,,-29.09,23.13,-90.57,58.97,24.43,-17.89,817.21,-11.55,16.60,69.86,-25.54,14.05,-14.88,-3.36,69.62,-16.09,3.20,-28.23,-18.24,-3.04,-9.78,22.17,3.65,1.72,12.97
ZFI_qq,,,,,5555.74,,,33.22,646.04,-6.54,3.74,-308.34,101.34,38.47,564.12,17.01,-70.57,469.92,-84.51,76.02,-477.18,143.61,126.68,-65.87,1541.37,-90.60,-736.98,18.47,102.51,231.94,16.90
ZFI_sq,,,,,41.81,,,7.02,-89.14,1234.48,-19.74,-29.38,21.27,28.69,5.80,2.88,-46.84,97.12,-21.04,16.80,-6.70,-2.49,-2.88,-18.78,6.29,15.65,-9.63,9.98,-9.82,13.50,0.36
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-6.41,,,-29.95,,48.50,5.67,25.75,18.73,-7.80,-23.82,-44.30,-18.31,10.12,6.72,114.89,3.62,-3.16,2.68,-16.84,-9.70,-8.33,11.76,-68.03,-75.57,-80.68,-77.84,95.56,113.34,240.37
DTAR_sy,,-3.05,,,-6.73,,0.25,8.44,-7.48,0.45,-3.17,5.05,15.87,6.64,4.82,5.06,-6.41,-0.58,1.94,-4.72,-8.89,-10.76,-5.56,-4.08,4.78,4.43,1.44,3.27,5.37,11.12,0.67
