,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
ShareAmountCurrent,14200000000,14200000000,14200000000,15900000000,16025000000,16025000000,16025000000,16025000000,13850000000,13850000000,13850000000,13850000000,13850000000,13850000000,13850000000,13850000000,13050676000,13050676000,13050676000,13050676000,13050676000,13050676000,13050676000,13050676000,13050676000,13050676000,13050676000,13050676000,13050676000,13050676000,13050676000,13050676000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000,12617778000
WKCurrent,10160,11790,11480,10980,0,11580,9470,8810,0,11140,11490,11380,0,12060,12220,11780,0,14050,14650,14060,0,15800,16079,14910,0,15500,15830,13590,15150,15090,15700,14360,16190,16490,16050,14500,15830,16050,15660,14240,15860,16180,16890,15050,16600,17110,18190,15970,18000,17800,18820,18830
CWKCurrent,7280,6280,6440,6740,,6390,7810,8400,,6640,6440,6500,,6140,6060,6280,,5270,5050,5260,,4680,4600,4960,,4780,4670,5440,4880,4900,4710,5150,4570,4490,4610,5100,4670,4610,4730,5200,4670,4570,4380,4920,4460,4330,4070,4630,4110,4160,3930,3930
WKGrahamCurrent,3690,4440,4220,4380,0,4330,1860,890,0,1590,1680,1350,0,1820,1590,880,0,2580,2950,1630,0,3650,3850,2290,0,3160,3350,400,1750,1390,1900,260,1660,2320,2340,800,2020,2490,2590,1040,2680,3170,3940,1640,3250,3250,4250,1690,3310,3210,2760,1480
CWKGrahamCurrent,20050,16660,17520,16890,,17080,39720,82870,,46440,43980,54630,,40690,46460,84330,,28640,25100,45520,,20270,19240,32360,,23400,22060,186690,42280,53420,38960,284380,44660,31840,31570,93060,36630,29730,28550,71270,27660,23330,18790,45180,22780,22790,17430,43800,22390,23060,26830,49930
PCurrent,20590,22260,22500,20240,20280,20150,22540,25360,32850,34220,34800,35980,37020,37750,37890,38280,40960,40320,40260,39770,39820,40740,40630,41660,41880,42190,42410,43150,44570,44180,44320,45060,45240,45480,45660,44110,43390,43270,43320,43740,43540,43600,44550,44690,45460,45620,46410,44900,45150,44940,43690,45430
CPCurrent,3590,3320,3290,3660,3650,3670,3280,2920,2250,2160,2130,2060,2000,1960,1950,1930,1810,1840,1840,1860,1860,1820,1820,1780,1770,1750,1740,1710,1660,1680,1670,1640,1640,1630,1620,1680,1710,1710,1710,1690,1700,1700,1660,1660,1630,1620,1590,1650,1640,1650,1690,1630
ZCurrent,1950,1980,2170,1970,1940,1970,2060,2210,2630,2370,2520,2520,2830,2590,2470,2540,3030,3120,3380,3210,3320,3490,3260,3240,2210,1320,1480,1750,2590,3480,3430,3390,3160,3570,3520,3450,3300,3250,3050,3550,3890,3800,4500,4120,4110,4210,4490,4520,4810,4430,4030,4900
CZCurrent,37870,37370,34080,37550,38110,37530,35950,33430,28170,31190,29350,29310,26120,28590,29930,29190,24450,23710,21860,23070,22310,21210,22710,22810,33480,56250,50060,42200,28590,21240,21540,21820,23410,20710,21050,21470,22450,22750,24260,20850,19050,19460,16450,17970,17990,17590,16500,16360,15390,16710,18370,15100
