,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000
ShareAmountCurrent,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2003904000,2001149000,2001149000,2001149000,4380298000,4380298000,4380298000,4380298000,4380298000,4380298000,4380298000,4380298000,4380298000,4380298000,4380298000,4380298000,4380298000,4380298000,4380298000,4380298000,4812160000,4812160000,4812160000,4812160000,4812160000,4812160000,4812160000,4812160000
WKCurrent,2840,3300,3360,3130,0,3120,3290,3200,0,3360,3540,3430,0,3570,3870,3700,0,4019,4240,3900,0,4610,4650,4890,0,5930,5890,7380,3540,2810,2950,2520,2690,3370,3470,3210,3400,4320,4300,3180,3560,2420,1630,2440,2780,2880,2880,2820,2690,3320,3410,2750
CWKCurrent,2470,2120,2080,2230,,2250,2130,2190,,2080,1980,2040,,1960,1810,1890,,1740,1650,1800,,1520,1500,1430,,1180,1190,950,1980,2490,2370,2780,2600,2080,2020,2180,2060,1620,1630,2200,1970,2890,4300,2870,2520,2430,2430,2490,2600,2110,2060,2550
WKGrahamCurrent,-1290,-420,-210,-290,0,30,290,220,0,-230,340,520,0,1180,1550,1530,0,1970,2110,1810,0,450,650,740,0,1170,1130,2470,1270,110,300,-240,-140,340,-90,-370,-160,960,830,-530,-360,-1540,-2500,-2140,-1460,-1240,-1280,-1310,-1310,-740,-650,-1470
CWKGrahamCurrent,,,,,,269760,24520,32320,,,20450,13420,,5950,4510,4560,,3550,3310,3870,,15410,10730,9500,,6010,6210,2830,5520,63750,23370,,,20400,,,,7300,8470,,,,,,,,,,,,,
PCurrent,6710,6000,5890,5750,5820,6180,6100,6190,6410,6850,7380,7610,7790,8160,8680,8810,9090,8760,9020,9410,10250,11490,11800,12810,13040,13640,14040,14100,6630,6930,6970,7560,7740,8590,9550,10300,10650,13130,13990,13370,14180,10290,8270,8590,6880,7440,7980,7550,8170,9740,10130,10230
CPCurrent,1040,1170,1190,1220,1200,1130,1150,1130,1090,1020,950,920,900,860,810,790,770,800,780,740,680,610,590,550,540,510,500,500,1060,1010,1000,930,900,810,730,680,660,530,500,520,490,680,850,820,1020,940,880,930,860,720,690,680
ZCurrent,100,140,190,-70,-80,-180,-100,50,230,240,250,230,100,210,340,270,400,450,370,560,640,950,780,990,1140,1310,1220,1020,550,580,740,760,760,1030,990,1260,1280,1510,1390,950,1140,-1210,-1980,-1030,-1270,130,870,140,60,630,700,680
CZCurrent,66800,50280,37010,,,,,141690,30300,28920,28280,30970,68430,33010,20870,25690,17360,15410,19160,12520,10890,7380,9020,7080,6140,5350,5730,6880,12680,12070,9460,9160,9150,6810,7070,5560,5480,4630,5020,7390,6150,,,,,55130,8060,49460,122050,11100,10010,10260
