,2008/Q4,2009/Q4,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
DTAR_qq,,,,5.12,1.22,,,1.08,17.93,,,4.04,7.33,-0.03,3.65,3.82,1.45,1.02,6.93,5.02,5.82,-0.72,-4.78,0.68,2.11,-3.05,2.71,-1.04,2.32,-9.17,8.79,-6.40,20.84
DTAR_sq,,,,-5.05,0.54,,,-2.51,7.97,,,-16.33,10.96,-1.87,18.45,-12.22,6.20,-0.72,4.73,-3.01,1.52,0.85,-4.52,4.17,1.72,1.60,1.19,2.10,2.34,-0.12,-0.98,-2.78,6.66
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-8.83,-63.12,,,,59.22,52.25,84.55,,47.91,54.17,38.43,,22.65,22.68,13.50,15.25,21.16,23.78,32.75,29.21,7.98,1.11,-3.78,-7.01,3.93,1.13,0.56,-9.43,0.75,-8.40,20.40
CG_sy,,-9.36,27.61,,,,-33.51,-36.32,-22.78,,-9.40,-22.33,-23.52,,15.07,30.36,25.35,15.81,5.73,13.89,1.25,3.34,-13.07,-4.89,7.74,3.02,10.13,8.25,13.27,20.10,11.95,6.31,5.65
CG_qq,,,,5.95,1.42,,,1.31,22.93,,,5.61,10.38,-0.05,5.26,5.63,2.12,1.49,10.67,7.92,9.52,-1.22,-7.52,1.06,4.23,-4.53,3.35,-1.66,3.64,-14.01,14.97,-10.59,36.22
CG_sq,,,,-3.85,-5.92,,,-7.92,14.08,,,-21.06,12.34,6.76,21.54,-10.57,8.02,-1.37,10.97,-3.67,-3.96,0.66,-6.65,5.39,8.79,-3.74,-0.21,3.59,13.84,2.06,-6.98,-1.63,13.14
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-2.17,-54.98,,,,-23.15,192.59,248.73,,228.99,9.09,-0.04,,-65.73,-50.41,-54.69,92.32,193.39,234.07,422.06,189.31,63.22,45.35,-10.02,-24.59,-18.06,-26.65,-44.23,-33.33,-24.64,-20.93,41.39
LDER_sy,,-36.88,60.68,,,,-32.10,-5.34,14.52,,-8.00,-13.31,-22.11,,7.70,25.34,45.40,6.62,22.39,-11.80,-18.94,17.41,-18.31,-9.70,-31.04,-22.07,-15.81,7.35,44.47,31.91,32.02,4.48,-4.37
LDER_qq,,,,-45.27,2.62,,,108.39,22.31,,,-30.90,12.07,-57.70,4.61,,2.39,79.55,59.59,13.87,60.01,-0.50,-9.96,1.40,-0.95,-16.61,-2.17,-9.22,-24.70,-0.31,10.58,-4.75,34.66
LDER_sq,,,,-27.61,-3.66,,,0.92,16.55,,,-4.90,4.72,-4.76,13.56,,21.48,-30.16,30.35,-20.25,11.64,1.16,-9.30,-11.84,-14.74,14.32,-2.02,12.41,14.75,4.38,-1.93,-11.05,5.04
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,15.40,82.49,,,,40.19,-63.96,-70.67,,-64.71,9.01,25.87,,243.38,136.93,152.92,-42.37,-63.56,-68.90,-79.84,-62.61,-38.45,-29.88,-2.41,15.76,5.66,6.20,57.19,23.24,6.15,2.90,-18.63
PZAT_sy,,-3.62,0.67,,,,3.64,20.21,18.89,,6.23,5.63,16.84,,-4.19,-3.81,-22.44,-14.38,-16.75,6.41,14.17,-1.37,18.11,4.89,-7.97,-7.97,-18.73,-22.88,9.26,5.64,11.13,10.17,-6.67
PZAT_qq,,,,85.97,-1.46,,,-52.19,-19.81,,,47.69,-7.41,139.05,5.04,1.91,-1.17,-45.53,-33.58,-13.01,-35.95,1.02,9.35,-0.90,-10.86,19.83,-0.19,-0.40,31.95,-6.05,-14.03,-3.45,4.35
PZAT_sq,,,,-18.50,5.16,,,-5.48,4.01,,,-6.02,15.04,5.38,-15.91,-5.64,-7.24,16.32,-18.23,20.60,-0.47,0.48,-2.08,7.11,-12.68,0.49,-13.53,1.64,23.72,-2.84,-9.05,0.76,4.82
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,-10.09,7.92,,,,-7.00,10.13,22.34,,8.37,-11.56,-20.95,,-29.07,-22.65,-22.19,-1.92,11.57,18.53,32.76,19.16,12.85,8.19,7.09,2.19,4.72,13.70,-2.45,1.27,7.98,6.58,-13.01
PELDR_sy,,-20.25,11.24,,,,11.52,-6.67,-19.51,,-23.09,-19.42,-9.24,,4.95,-7.89,5.64,-5.68,-3.85,-2.70,6.21,13.83,25.56,14.71,4.43,2.36,-5.44,4.54,-6.87,-4.16,-3.18,-3.85,13.75
PELDR_qq,,,,-6.88,-0.84,,,10.27,10.16,,,-10.01,-1.53,-12.31,-8.71,-1.86,-0.95,10.52,3.85,4.26,10.94,-0.80,-1.65,-0.05,9.81,-5.33,0.79,8.53,-5.79,-1.72,7.46,7.12,-23.11
PELDR_sq,,,,32.51,-7.13,,,10.90,-19.91,,,16.19,-9.79,6.07,-5.60,1.98,3.45,-5.29,-3.77,3.20,12.93,1.50,6.15,-5.72,2.81,-0.52,-1.94,4.23,-8.41,2.37,-0.94,3.52,8.35
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,2.34,7.99,,,,-9.95,4.47,4.00,,10.18,-8.06,-8.23,,-20.60,-14.42,-14.22,4.03,11.74,14.34,28.72,20.13,12.18,11.65,-2.74,-7.12,-7.59,-9.67,-14.96,-6.28,-8.01,-2.74,1.48
TSF_sy,,-3.07,2.62,,,,3.48,6.57,5.35,,-3.04,-1.88,-1.37,,3.64,2.11,0.85,0.60,3.59,-0.79,-1.97,-1.30,-6.16,-5.25,2.49,-0.49,2.67,2.02,-5.35,-1.14,-7.75,-2.77,-5.62
TSF_qq,,,,-5.80,-0.03,,,9.28,-0.48,,,-8.81,-0.67,-11.38,-1.09,-1.70,-0.44,7.47,6.24,0.58,12.09,0.29,-0.78,0.10,-2.35,-4.23,-1.29,-2.14,-8.08,5.54,-3.11,3.47,-4.08
TSF_sq,,,,0.09,0.19,,,3.07,-0.96,,,4.30,-0.44,1.39,-1.56,2.76,-1.67,1.14,1.36,-1.58,-2.85,1.83,-3.63,-0.62,5.09,-1.13,-0.57,-1.26,-2.50,3.26,-7.21,4.08,-5.36
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,60.56,-54.58,,,,36.78,16.89,-15.97,,84.98,123.41,249.77,,127.93,109.14,93.01,17.10,16.91,-27.73,-22.84,30.43,-4.50,48.98,25.18,32.16,-58.29,-73.98,-76.80,-77.42,-25.43,-30.25,101.43
ZKO_sy,,-1.91,22.41,,,,3.22,-5.69,11.69,,-2.46,13.23,18.39,,5.66,13.68,0.99,18.37,13.95,17.67,-7.79,-4.97,-8.24,-10.00,-19.40,-18.04,-6.43,-12.98,23.63,26.11,6.51,12.77,3.23
ZKO_qq,,,,12.80,6.76,,,-3.60,-23.25,,,16.43,20.16,10.56,47.37,6.83,10.89,-32.93,47.13,-33.96,18.39,13.37,7.73,3.03,-0.53,19.70,-66.00,-35.73,-11.30,16.49,12.30,-39.89,156.15
ZKO_sq,,,,-14.87,6.76,,,-22.22,26.44,,,-9.71,32.19,-20.06,10.73,-2.85,17.43,-6.30,6.60,0.32,-7.98,-3.43,2.93,-1.61,-17.58,-1.81,17.51,-8.50,17.09,0.16,-0.74,-3.12,7.19
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,45.05,-44.29,,,,30.58,14.52,-11.88,,66.79,94.63,177.12,,92.14,77.92,68.38,5.64,9.61,-30.34,-28.03,18.13,-6.52,43.78,39.17,48.42,-53.44,-67.41,-73.31,-74.55,-13.07,-21.03,60.25
OSF_sy,,0.46,-17.92,,,,-10.10,-38.58,-43.97,,13.10,11.92,12.10,,-0.37,12.86,10.51,12.41,30.43,30.29,6.79,21.18,-7.05,4.31,-8.96,-19.72,0.39,-20.95,3.47,-0.23,-8.78,5.95,20.89
OSF_qq,,,,10.63,5.69,,,-2.97,-18.67,,,13.22,15.80,9.41,33.95,4.84,9.59,-31.36,38.98,-33.37,13.22,12.68,9.98,2.48,9.59,20.17,-65.50,-28.27,-10.24,14.57,17.85,-34.85,82.16
OSF_sq,,,,27.75,16.34,,,-12.72,6.13,,,-13.63,6.30,4.02,4.32,-2.15,4.08,5.81,21.04,-2.25,-14.70,20.07,-7.16,9.69,-25.55,5.88,16.10,-13.63,-2.55,2.09,6.16,0.32,11.20
NetDebt,58630000000,271388000000,88971000000,98224000000,102800000000,,116119000000,112288000000,81955000000,,111129000000,118783000000,125990000000,129779000000,133580000000,144288000000,145121000000,160651000000,197793000000,224652000000,227237000000,229398000000,230903000000,236320000000,255840000000,236174000000,174789000000,136965000000,115992000000,111991000000,142214000000,104572000000,194732000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,305.66,-404.13,,,,92.24,98.17,96.95,,-41.99,-67.10,-750.08,,-490.12,-461.58,-116.26,385.63,148.20,153.79,147.41,-31.83,112.06,56.17,94.25,1.48,303.92,749.65,262.94,30.64,-64.24,-91.98,-69.59
NetDebtEBITDA_sy,,-83.97,1073.15,,,,-3.09,-7.75,7.88,,9.13,-25.69,-43.92,,-13.33,60.56,-35.57,18.99,-22.43,18.64,36.26,-21.83,-12.57,-44.54,55.66,46.95,45.88,43.55,-8.52,-1.25,-5.54,-7.91,12.90
NetDebtEBITDA_qq,,,,-307.26,68.13,,,4.10,46.71,,,-12.86,-171.07,-1.02,-90.94,-7.40,-4.39,233.42,-67.77,19.85,-8.00,91.83,0.25,-11.73,14.44,0.21,299.02,85.67,-51.12,-63.93,9.21,-58.37,85.43
NetDebtEBITDA_sq,,,,-18.84,29.26,,,-22.75,51.16,,,-47.40,14.09,2.10,41.45,-2.55,-54.21,88.55,-7.80,49.05,-47.42,8.18,3.13,-5.45,47.58,2.13,2.37,-6.96,-5.95,10.24,-2.08,-9.30,15.31
DebtFin,25156000000,122317000000,43951000000,48325000000,51004000000,,74961000000,73880000000,46821000000,,86056000000,91720000000,93343000000,100874000000,104091000000,113867000000,114848000000,108355000000,148272000000,117268000000,127524000000,133658000000,183250000000,186774000000,203906000000,188088000000,116958000000,35963000000,469000000,1416000000,-3026000000,-21357000000,75879000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,316.03,-433.34,,,,89.87,97.56,96.48,,-70.34,-96.10,-1002.29,,-493.88,-473.94,-131.01,347.85,146.37,135.58,133.62,-41.11,124.49,136.44,175.88,38.70,240.56,182.28,-98.16,-97.92,-101.14,-106.24,2832.82
DebtFinEBITDA_sy,,-101.93,9491.46,,,,-17.89,51.21,14.64,,-22.06,-27.34,-55.64,,26.33,17.59,-85.93,-21.54,-55.35,-33.70,262.44,-14.93,-49.56,-43.13,106.00,81.83,320.76,282.64,2.78,44.38,-34.13,-66.12,0.31
DebtFinEBITDA_qq,,,,-305.61,67.86,,,2.24,53.73,,,-12.54,-160.10,-5.99,-91.42,-8.76,-4.69,213.71,-64.18,-16.54,-1.09,99.17,36.55,-12.10,15.40,0.14,235.26,-27.14,-99.25,12.93,-283.73,-299.51,453.82
DebtFinEBITDA_sq,,,,-34.97,61.36,,,19.75,22.33,,,11.64,-25.32,1.12,49.83,3.92,-91.07,464.09,-14.74,54.33,-51.17,32.40,-49.45,74.03,76.88,16.86,16.97,58.26,-52.49,64.16,-46.63,-18.60,40.66
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-9.66,22.64,,,,-4.52,-2.03,4.88,,-9.83,-12.88,-20.78,,-15.71,-14.93,-12.77,-9.78,-6.23,-3.61,-6.74,-9.43,-2.13,-3.50,11.19,12.30,11.63,25.25,15.03,12.70,16.57,13.21,-20.44
SP1_sy,,4.01,-9.69,,,,12.61,1.21,-12.79,,-12.96,-5.31,-2.00,,-0.72,-5.54,3.59,-13.51,-17.36,-15.75,-4.18,2.33,31.47,24.20,14.86,18.36,8.09,1.73,-7.44,-12.33,-10.56,-9.82,-4.68
SP1_qq,,,,-1.91,-1.00,,,0.65,5.98,,,-2.76,-3.63,-1.04,-9.11,-1.86,-1.18,2.35,-5.54,0.88,-4.38,-0.60,2.07,-0.53,10.18,0.39,1.47,11.60,1.19,-1.64,4.95,8.38,-28.89
SP1_sq,,,,15.69,-1.00,,,3.97,-14.69,,,13.11,-11.71,11.00,-10.43,7.62,-3.17,-7.33,-14.42,9.71,10.12,-1.03,9.95,3.65,1.84,1.99,0.41,-2.45,-7.34,-3.40,2.44,-1.65,-2.05
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-10.09,7.92,,,,-7.00,10.13,22.09,,8.37,-11.56,-20.79,,-29.07,-22.65,-22.19,-1.92,11.57,18.53,32.76,19.16,12.85,8.19,7.09,2.19,4.72,13.70,-2.45,1.27,7.98,6.58,-13.01
SP2_sy,,-20.15,11.24,,,,3.07,-19.15,-22.86,,-18.97,-13.18,-6.18,,7.76,-1.31,3.61,0.59,-5.37,-2.70,2.99,8.14,20.33,13.95,5.57,2.67,-0.01,3.48,-4.54,-5.21,-11.91,-11.90,-3.50
SP2_qq,,,,-6.88,-0.84,,,10.27,9.94,,,-10.01,-1.53,-12.31,-8.71,-1.86,-0.95,10.52,3.85,4.26,10.94,-0.80,-1.65,-0.05,9.81,-5.33,0.79,8.53,-5.79,-1.72,7.46,7.12,-23.11
SP2_sq,,,,32.51,-7.13,,,3.95,-11.39,,,11.37,-4.24,0.39,0.65,2.00,0.53,-2.54,-5.31,4.88,6.41,2.33,5.37,-0.68,-1.42,-0.47,2.62,2.78,-9.06,-1.17,-4.64,2.79,-0.39
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-15.40,247.49,,,,-87.72,95.51,424.56,,716.32,-52.42,-82.00,,-93.42,-85.60,-82.81,27.91,96.79,371.16,1811.11,444.29,375.43,218.97,-72.34,-72.09,13.61,62.22,241.77,344.05,-7.62,-4.29,-52.20
CAR_sy,,-50.09,43.22,,,,-6.97,2.00,7.64,,-10.82,-25.41,-44.84,,20.27,6.06,59.96,9.75,12.84,-33.83,-9.55,24.54,1.27,-0.64,3.18,8.04,39.80,108.65,29.73,1.97,-5.89,-9.36,-12.65
CAR_qq,,,,-73.27,-12.35,,,325.61,135.16,,,-75.19,-11.05,-60.21,-25.10,-45.70,6.24,196.03,15.23,30.01,330.92,-15.69,0.65,-12.77,-62.63,-14.92,309.74,24.54,-21.28,10.54,-14.75,29.03,-60.69
CAR_sq,,,,66.36,-18.06,,,82.41,-13.53,,,52.58,-36.05,11.68,10.38,34.55,-3.56,-23.37,13.48,-21.09,31.82,5.51,-7.72,-22.58,36.89,10.47,19.40,15.55,-14.88,-13.16,10.20,11.29,-17.97
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-29.23,334.40,,,,-81.96,122.43,350.06,,447.37,-58.82,-81.23,,-93.33,-74.99,-74.03,26.23,81.21,147.31,1484.95,538.61,366.20,273.80,-54.07,-77.86,-12.28,5.73,17.00,180.00,-15.93,28.22,-36.12
QR_sy,,9.22,3.41,,,,-9.89,-3.61,-7.14,,16.32,22.05,0.42,,-5.77,-3.87,-6.53,-11.17,14.79,-16.47,13.16,20.11,-2.74,-24.23,-11.91,-1.22,8.73,63.45,28.04,52.87,-3.05,-15.69,-19.07
QR_qq,,,,-73.73,-9.38,,,223.85,83.36,,,-75.64,-16.40,-51.99,-31.81,-8.62,-13.19,133.38,-2.12,24.71,456.36,-5.97,-28.55,-0.01,-31.64,-54.66,183.04,20.52,-24.35,8.50,-15.02,83.82,-62.31
QR_sq,,,,28.27,-1.58,,,37.22,-5.19,,,43.98,-21.99,-20.74,5.85,46.89,-24.16,-24.67,36.79,6.89,2.74,-20.05,10.76,-16.72,19.44,-10.34,21.92,25.18,-6.43,7.05,-22.68,8.86,-10.19
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-28.98,303.67,,,,-78.40,167.43,260.61,,176.37,-80.51,-87.00,,-93.13,-73.62,-71.99,9.58,59.85,186.36,1138.93,511.46,331.23,162.43,-54.22,-77.62,-18.71,6.04,15.25,146.36,-17.26,13.62,-40.99
CR_sy,,7.78,-27.63,,,,9.78,6.25,8.35,,-12.95,29.96,14.26,,4.50,-9.20,-4.12,-7.00,-20.75,-31.60,-1.44,-1.36,41.37,-0.44,-3.52,4.54,-9.11,11.49,-14.00,-13.12,-11.67,-8.69,-1.38
CR_qq,,,,-72.54,-5.50,,,240.00,27.42,,,-76.02,-15.00,-50.20,-32.28,-7.98,-9.75,94.84,-1.20,64.84,290.44,-3.84,-30.32,0.32,-31.88,-53.01,153.14,30.86,-25.96,0.45,-14.98,79.69,-61.55
CR_sq,,,,10.86,-15.19,,,7.30,-13.52,,,60.18,-23.97,-2.14,-12.33,39.19,-19.71,-5.08,-25.29,20.14,15.69,-5.00,7.07,-15.39,12.10,2.94,-6.91,3.78,-13.52,3.99,-5.36,7.28,-6.60
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-15.40,247.49,,,,-87.72,95.51,424.56,,716.32,-52.42,-82.00,,-93.42,-85.60,-82.81,27.91,96.79,371.16,2086.51,548.90,442.35,272.33,-68.76,-71.81,3.70,42.68,170.04,268.81,-11.27,-6.78,-53.18
PP_sy,,-20.06,12.82,,,,-13.49,-9.65,1.25,,0.90,-12.95,-25.27,,7.23,36.13,101.23,-3.26,11.40,-37.73,-27.32,32.86,1.17,-5.55,-10.34,-1.40,25.24,77.49,9.92,4.41,-0.95,-15.82,-1.13
PP_qq,,,,-73.27,-12.35,,,325.61,135.16,,,-75.19,-11.05,-60.21,-25.10,-45.70,6.24,196.03,15.23,30.01,393.02,-12.15,-3.69,-10.74,-58.64,-20.73,254.32,22.81,-21.71,8.26,-14.75,29.03,-60.69
PP_sq,,,,48.84,-22.37,,,55.44,-13.01,,,34.10,-25.33,10.32,-2.94,70.26,10.38,-46.97,11.77,-4.83,28.84,-3.06,-14.89,-11.15,22.31,6.61,8.11,25.91,-24.26,1.27,2.56,7.01,-11.04
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-52.82,600.32,,,,-73.20,165.18,257.63,,260.09,-66.32,-80.43,,-93.19,-57.45,-56.71,24.08,-22.45,22.08,1012.90,525.67,181.12,15.46,-50.28,-94.60,-57.33,-61.98,-94.78,-40.52,-40.18,1022.36,733.48
RCLR_sy,,-22.44,16.80,,,,-30.68,-1.90,-28.72,,45.63,-4.12,-3.32,,-18.24,-16.73,-19.80,-11.07,30.63,18.32,78.13,28.75,13.95,14.98,-29.73,4.06,-18.78,-31.26,-27.09,0.73,-7.71,60.25,55.83
RCLR_qq,,,,-74.44,-4.63,,,152.94,28.62,,,-76.34,-25.25,-35.77,-40.05,47.84,-23.96,84.12,-62.53,132.73,593.20,3.51,-83.17,-4.41,198.53,-88.77,33.13,-14.84,-58.98,27.90,33.89,1497.74,-69.54
RCLR_sq,,,,23.19,23.49,,,74.34,-10.27,,,14.79,-9.53,-2.70,-19.09,16.91,-12.86,7.89,18.85,5.89,31.19,-22.02,5.19,6.84,-19.83,15.49,-17.91,-9.57,-14.96,59.56,-24.78,57.02,-17.31
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-62.48,143.49,,,,-68.40,131.64,335.85,,116.93,-111.15,-114.91,,-307.44,-1219.72,-530.97,18.97,51.39,75.61,125.26,137.28,131.43,156.67,-80.16,-195.26,68.56,316.60,643.88,243.03,-33.93,54.77,-149.52
KP_sy,,-21.25,-41.36,,,,-0.33,26.85,1.17,,-25.35,-15.11,-1.55,,28.98,-5.27,3.31,6.60,-9.43,-49.39,-13.16,-1.39,23.67,115.95,30.15,17.66,48.85,19.49,-45.07,-40.67,-44.24,-36.68,54.38
KP_qq,,,,-54.73,-13.27,,,231.77,63.19,,,-117.05,-118.31,-350.65,-23.69,-8.45,-4.38,42.13,25.80,45.60,208.10,-14.57,-37.44,-1.89,-62.16,-510.20,210.70,142.47,-32.44,-21.12,-48.87,468.03,-121.62
KP_sq,,,,18.93,3.77,,,51.36,-17.24,,,72.12,-4.02,-3.15,-19.39,26.42,4.68,-0.06,-31.52,-29.36,79.62,13.47,-14.11,23.35,8.26,2.58,8.66,-0.98,-50.23,10.80,2.12,12.45,21.33
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,21.82,270.23,,,,-81.73,342.86,7.52,,401.19,-117.90,-151.77,,-298.57,-2276.39,-2134.98,1287.42,-64.33,40.81,120.95,-92.71,137.52,160.89,-79.77,-200.45,189.56,539.11,1130.52,342.49,-42.88,-21.65,-119.18
PKKO_sy,,4.60,-34.66,,,,49.67,86.79,-5.36,,-18.06,0.30,2.10,,-22.00,-19.95,-24.76,-30.61,-8.39,-53.27,43.50,-2.89,11.46,74.07,-49.47,-29.99,-30.48,-36.92,23.41,19.96,19.36,14.21,-11.41
PKKO_qq,,,,-83.90,374.61,,,290.35,15.23,,,-113.94,-233.25,-334.68,1.68,-66.86,-213.42,330.94,-113.61,39.90,210.93,-19.62,-30.00,-2.46,-63.14,-499.07,301.79,115.29,-29.03,-21.36,-52.47,195.32,-117.37
PKKO_sq,,,,-11.55,35.20,,,10.38,-31.50,,,35.11,-30.27,24.67,-33.59,38.65,-34.45,14.97,-12.33,-29.27,101.28,-22.20,0.62,10.47,-41.57,7.79,-0.09,0.24,14.31,4.78,-0.58,-4.09,-11.34
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,33.93,-18.27,,,,-37.74,-68.84,-11.49,-46.95,-56.17,-48.88,-35.77,4.94,37.67,39.27,28.60,0.93,22.30,22.48,6.78,23.58,1.88,15.44,39.62,104.61,89.50,53.41,155.59,66.28,62.62,-60.61,-81.83
RN_sy,,53.31,-16.96,,,,-3.70,-1.03,15.98,11.20,68.60,86.53,61.32,-17.16,-26.94,-55.46,-52.82,-18.35,22.28,42.32,32.00,9.98,-3.29,-6.37,27.56,36.45,19.04,20.89,-14.27,-10.16,-16.78,-9.11,-8.07
RN_qq,,,,78.42,-69.32,15.87,-1.83,-10.72,-12.84,-30.55,-18.90,4.13,9.52,13.46,6.40,5.34,1.13,-10.96,28.93,5.50,-11.84,3.05,6.29,19.55,6.63,51.01,-1.56,-3.22,77.66,-1.75,-3.73,-76.56,-18.03
RN_sq,,,,5.54,0.52,28.85,-29.55,8.46,17.79,23.54,6.82,19.99,1.87,-36.56,-5.79,-26.84,7.91,9.79,41.08,-14.85,0.08,-8.52,24.06,-17.56,36.35,-2.14,8.22,-16.28,-3.30,2.55,0.25,-8.57,-2.19
CRN,129000,96000,117000,66000,215000,185000,189000,211000,243000,349000,431000,414000,378000,333000,313000,297000,294000,330000,256000,242000,275000,267000,251000,210000,197000,130000,132000,137000,77000,78000,81000,347000,424000
CRN_yy,,-25.58,21.88,,,,61.54,219.70,13.02,88.65,128.04,96.21,55.56,-4.58,-27.38,-28.26,-22.22,-0.90,-18.21,-18.52,-6.46,-19.09,-1.95,-13.22,-28.36,-51.31,-47.41,-34.76,-60.91,-40.00,-38.64,153.28,450.65
CRN_sy,,-36.43,31.71,,,,6.02,3.38,8.64,-12.18,-41.48,-47.66,-37.50,25.55,26.87,82.14,97.27,-1.16,-11.76,-28.92,-23.04,2.35,2.67,10.34,-18.56,-21.84,-15.58,-9.38,14.71,13.97,20.00,14.48,12.18
CRN_qq,,,,-43.59,225.76,-13.95,2.16,11.64,15.17,43.62,23.50,-3.94,-8.70,-11.90,-6.01,-5.11,-1.01,12.24,-22.42,-5.47,13.64,-2.91,-5.99,-16.33,-6.19,-34.01,1.54,3.79,-43.80,1.30,3.85,328.40,22.19
CRN_sq,,,,-4.17,-21.74,-3.70,46.79,-6.55,-17.76,-22.16,-2.19,-16.42,-1.79,56.36,-1.16,20.00,6.37,-21.66,-11.76,-3.33,15.17,4.19,-11.49,3.90,-15.00,,-4.41,11.54,7.59,-0.64,0.65,6.41,5.42
CPZ,390000,617000,111000,134000,567000,489000,676000,617000,481000,692000,480000,752000,1196000,1452000,2246000,2635000,3110000,3266000,2578000,2326000,1655000,1116000,766000,434000,503000,713000,932000,1225000,1733000,1967000,2282000,2121000,1955000
CPZ_yy,,58.21,-82.01,,,,509.01,360.45,-15.17,41.51,-28.99,21.88,148.65,109.83,367.92,250.40,160.03,124.93,14.78,-11.73,-46.78,-65.83,-70.29,-81.34,-69.61,-36.11,21.67,182.26,244.53,175.88,144.85,73.14,12.81
CPZ_sy,,-16.50,3.05,,,,3.75,3.12,5.83,-2.69,-12.00,8.86,6.34,13.09,-10.61,-2.58,-17.20,-9.98,-8.23,-18.33,-6.73,-13.44,6.33,-1.50,-4.81,8.45,-6.70,-16.46,0.80,-16.71,13.43,12.12,2.11
CPZ_qq,,,,20.72,323.13,-13.76,38.24,-8.73,-22.04,43.87,-30.64,56.67,59.04,21.40,54.68,17.32,18.03,5.02,-21.07,-9.78,-28.85,-32.57,-31.36,-43.34,15.90,41.75,30.72,31.44,41.47,13.50,16.01,-7.06,-7.83
CPZ_sq,,,,-11.26,1.22,-5.83,22.66,-11.81,3.89,-13.41,10.92,9.09,1.49,-7.92,-12.31,18.89,-13.75,0.12,-10.61,5.80,-1.50,-7.09,9.81,-1.99,-4.81,5.85,-5.53,-12.23,14.85,-12.53,28.66,-13.25,4.59
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,-47.42,12.36,,,,-16.64,-69.78,163.50,-59.86,-55.02,2.20,28.89,254.89,343.06,68.78,-58.68,-113.01,-41.61,-49.08,32.09,531.14,-32.42,86.67,111.71,106.95,14.20,-57.59,-73.56,-76.11,-52.15,107.19,562.98
RZ_sy,,-36.28,95.57,,,,-13.01,-1.59,23.78,10.42,-5.76,10.22,20.37,17.02,24.12,33.38,-3.52,23.17,15.01,-35.16,-4.94,-29.67,-10.88,36.70,29.90,32.05,6.38,-1.55,-19.27,-11.47,4.46,3.23,24.94
RZ_qq,,,,136.55,-86.19,151.05,1.65,-14.26,20.42,-61.75,13.90,94.81,51.87,5.31,42.20,-25.79,-62.82,-133.16,738.11,-35.29,-3.54,8.24,0.03,78.73,9.40,5.81,-44.80,-33.63,-31.78,-4.40,10.55,187.39,118.29
