,2007/Q4,2008/Q4,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ZNPO_sy,,1624.05,-20.65,,48.45,,,-187.47,58.84,157.41,-16.02,207.91,-75.08,-13.77,14.14,-61.65,25.64,-3.11,-27.85,-53.07,-29.04,20.62,38.27,201.03,124.05,30.67,58.82,-86.31,-78.83,26.12,-29.76,494.01,366.53,-41.64,5.62
ZNPO_qq,,,,,73.67,-337.00,67.20,-593.68,124.48,-413.82,149.17,-150.35,116.48,-187.23,245.12,-25.06,540.98,-62.50,-96.51,312.12,280.88,88.03,467.35,-154.92,116.90,-6.24,-18.02,-66.10,-153.12,530.05,71.62,-39.38,-82.79,-1567.07,2578.89
ZNPO_sq,,,,,-25.55,-70.11,152.35,-255.73,235.21,-51.55,-17.67,100.11,-68.77,67.60,8.98,-32.77,2.31,29.25,-18.85,-56.27,54.73,119.69,-6.98,-4.79,15.16,28.14,13.05,-91.79,78.05,663.45,-37.04,-30.59,39.84,-4.50,13.96
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-86.99,5017.84,,,,,,,,,,,,,,,,-361.91,-89.01,129.12,124.57,81.54,-132.09,-59.48,-76.80,103.21,133.30,-2368.58,-2814.59,-1283.84,-624.34,,,3600.39
ZFI_sy,,5.00,7.60,,,,,,,,,,,,,,,,-61.46,-65.12,10.94,57.87,23.40,24.80,5.65,-43.13,-79.93,-50.95,-40.90,-100.82,26.78,437.01,,,88.88
ZFI_qq,,,,,,,,,,,,,,,,172.86,-108.69,-29.38,-753.91,111.45,-76.97,9.17,-741.57,80.10,129.08,-37.50,-11.35,106.71,-2080.83,25.21,61.34,8.45,,,
ZFI_sq,,,,,,,,,,,,,,,,-46.39,-61.62,183.01,-33.81,-51.49,22.08,302.73,-48.26,-50.94,3.34,116.79,-81.74,19.91,24.51,-103.02,2915.79,407.90,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,14.84,-2.74,,-10.73,,,,-7.20,9.20,5.35,,5.93,-11.61,-13.64,,-12.99,0.67,10.03,-0.79,-2.23,-8.22,-9.95,-4.76,-3.98,-13.20,-11.95,-14.91,-13.31,-8.41,-3.51,5.66,37.47,43.66,28.20
DTAR_sy,,-5.49,-2.91,,-3.07,,,,0.02,12.82,10.45,,1.71,-14.66,-8.02,,-3.77,5.85,14.25,5.12,-4.15,0.69,-8.12,-0.96,7.99,-4.81,1.42,-10.24,1.16,4.84,3.59,6.74,2.34,14.01,5.87
DTAR_qq,,,,,,-13.26,7.85,,,2.07,4.05,,,-14.83,1.67,12.26,-10.49,-1.46,11.12,1.23,-11.79,-7.50,9.02,7.07,-11.07,-16.37,10.58,3.47,-9.40,-11.65,16.49,13.31,17.87,-7.67,3.96
DTAR_sq,,,,,,-10.32,0.58,,,1.16,-1.54,,,-15.12,6.11,6.74,0.09,-6.63,14.53,-1.79,-8.74,-1.91,4.51,5.87,-0.50,-13.53,11.34,-6.30,12.13,-10.39,10.02,-3.45,7.52,-0.17,2.16
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,49.76,-8.62,,-23.46,,,,-16.94,21.59,13.28,,14.84,-23.74,-29.34,,-30.81,-4.10,18.88,-5.99,-4.36,-15.17,-20.39,-10.41,-7.62,-22.28,-21.91,-28.19,-23.27,-13.61,-6.49,10.99,89.85,94.74,64.42
CG_sy,,-9.76,-7.02,,-5.86,,,,3.54,25.37,-2.26,,-16.73,-39.66,-18.34,,-7.56,24.71,5.14,0.45,-2.65,-13.44,-3.60,-2.07,-6.31,-8.12,-0.64,-5.23,-16.10,-8.97,6.77,25.42,32.40,14.30,4.68
CG_qq,,,,,,-28.18,18.23,,,5.14,10.14,,,-30.19,2.05,30.08,-25.35,-3.23,26.50,2.87,-24.05,-14.17,18.71,15.78,-21.69,-27.79,19.27,6.47,-16.33,-18.69,29.10,26.37,43.12,-16.60,9.00
CG_sq,,,,,,-18.19,8.52,,,-0.93,-15.39,,,-28.20,14.50,1.19,11.13,-3.14,-3.47,-3.32,7.69,-13.88,7.51,-1.78,3.03,-15.54,16.25,-6.32,-8.79,-8.36,36.36,10.05,-3.72,-20.89,24.88
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,261.66,92.64,,-80.96,,,,-14.54,-9.41,-15.34,,41.15,-12.84,20.45,,-23.99,22.96,0.63,-10.50,-49.34,-56.32,-63.05,-58.83,0.75,-3.06,9.54,17.15,-8.73,-5.24,19.13,0.64,-1.46,3.66,6.01
LDER_sy,,16.26,43.09,,1.08,,,,15.26,21.06,2.61,,-19.84,-36.11,-36.73,,-10.35,12.23,16.70,-7.15,-8.52,-21.09,-21.15,-21.26,-1.99,23.02,6.33,1.00,-14.49,-5.91,-9.31,-0.79,-23.44,-40.83,-14.79
LDER_qq,,,,,,9.21,-1.87,,,15.76,-8.29,,,-28.52,26.74,3.77,-19.14,15.63,3.72,-7.71,-54.23,-0.30,-12.26,2.81,12.01,-4.07,-0.85,9.95,-12.73,-0.41,24.65,-7.11,-14.55,4.77,27.47
LDER_sq,,,,,,1.55,13.83,,,6.66,-3.52,,,-14.98,-4.46,21.61,-9.24,6.43,-0.65,-3.24,-10.58,-8.20,-0.73,-3.37,11.30,15.23,-14.20,-8.22,-5.76,26.79,-17.30,0.40,-27.27,-2.01,19.09
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-73.40,-48.84,,426.64,,,,16.16,-4.44,2.86,,-27.19,26.49,-13.33,,26.85,-24.22,2.77,8.11,95.53,123.63,145.71,119.46,-2.00,0.28,-7.64,-5.82,15.00,21.25,4.69,14.48,17.06,9.96,-0.58
PZAT_sy,,3.70,-33.53,,-12.87,,,,27.17,16.45,14.75,,-6.85,-3.50,1.44,,0.61,-5.08,-13.66,-13.35,-9.94,-7.47,-3.89,-0.26,14.68,20.76,4.29,-8.00,-14.43,-21.07,-8.23,6.44,26.87,25.73,32.29
PZAT_qq,,,,,,3.93,1.46,,,-14.50,9.21,,,48.52,-25.16,-0.14,14.29,-11.28,1.49,5.05,106.71,1.47,11.52,-6.18,-7.70,3.84,2.71,-4.34,12.72,9.48,-11.31,4.61,15.26,2.83,-19.81
PZAT_sq,,,,,,7.26,4.80,,,-1.78,3.26,,,1.75,8.55,-1.03,-7.96,-4.01,-1.26,-0.67,-4.33,-1.38,2.56,3.08,9.99,3.85,-11.42,-9.07,2.31,-4.21,2.99,5.46,21.94,-5.07,8.36
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,-0.94,-33.46,,27.77,,,,8.22,19.32,12.76,,-17.15,-12.34,1.86,,23.26,12.93,-6.71,-3.99,2.65,2.58,8.92,13.40,2.87,2.69,-1.58,-6.85,-5.83,-10.50,-15.84,-11.38,-9.30,-7.62,4.02
PELDR_sy,,19.04,3.45,,-10.49,,,,-15.32,-8.98,-2.90,,-4.28,-0.56,1.12,,9.72,-0.88,-3.53,1.01,9.67,-1.84,12.50,3.82,-3.13,-1.49,-15.59,-10.48,-7.42,-0.70,4.91,-4.40,-3.69,-9.54,-5.20
PELDR_qq,,,,,,-7.82,5.18,,,1.63,-0.60,,,7.53,15.50,-4.63,4.07,-1.48,-4.59,-1.85,11.27,-1.55,1.31,2.18,0.94,-1.73,-2.89,-3.30,2.05,-6.60,-8.69,1.83,4.44,-4.87,2.81
PELDR_sq,,,,,,1.08,-11.87,,,8.64,-5.98,,,12.85,-4.39,5.02,-3.18,1.95,-6.94,9.95,5.13,-8.75,6.66,1.46,-1.90,-7.21,-8.61,7.61,1.45,-0.47,-3.44,-1.94,2.20,-6.51,1.19
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,12.56,49.89,,-40.28,,,,8.07,-12.21,-10.37,,-0.25,12.61,27.40,,17.96,9.77,-7.31,2.79,-8.32,-6.09,-4.07,-7.89,4.03,11.28,13.88,20.69,11.78,5.38,5.42,-4.71,-27.68,-25.94,-21.39
TSF_sy,,13.77,9.50,,-1.14,,,,-12.90,-0.49,-1.82,,1.37,3.52,-1.21,,10.92,1.13,-4.53,-5.99,-3.30,-5.41,6.56,3.56,11.91,9.65,4.77,4.59,-13.60,-5.91,-5.45,-7.95,-1.93,-6.34,-11.45
TSF_qq,,,,,,23.23,-9.16,,,0.12,-7.26,,,13.02,4.92,-12.90,14.21,5.17,-11.41,-3.41,1.87,7.73,-9.49,-7.26,15.05,15.24,-7.38,-1.72,6.55,8.64,-7.34,-11.16,-19.13,11.26,-1.65
TSF_sq,,,,,,3.46,-2.46,,,18.20,-3.77,,,20.71,-8.17,2.88,-2.74,10.06,-13.31,1.31,0.04,7.66,-2.34,-1.54,8.10,5.48,-6.68,-1.72,-10.70,14.87,-6.23,-4.31,-4.85,9.70,-11.35
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,20.89,115.95,,-58.84,,,,-6.56,-8.24,-6.31,,16.31,1.02,-3.52,,-15.29,-1.22,9.61,2.86,-7.99,-13.01,-15.75,-13.89,-3.43,-8.88,-4.84,-3.02,-4.37,3.38,13.57,10.75,21.36,22.86,5.66
ZKO_sy,,6.53,-7.45,,6.80,,,,-0.29,6.48,6.77,,11.48,-4.85,-4.52,,-10.60,0.50,2.34,-0.33,6.38,8.67,6.29,7.99,4.24,-0.80,-1.48,-5.60,-2.31,0.32,-0.50,-0.78,2.35,2.25,6.73
ZKO_qq,,,,,,3.18,-1.88,,,1.32,0.19,,,-12.00,-4.32,6.90,-5.89,2.61,6.17,0.32,-15.81,-2.99,2.82,2.54,-5.59,-8.46,7.38,4.50,-6.91,-1.04,17.96,1.92,2.01,0.18,1.45
ZKO_sq,,,,,,0.72,0.10,,,7.55,0.38,,,-8.20,0.72,2.92,-6.05,3.19,2.56,0.24,0.27,5.41,0.32,1.85,-3.22,0.32,-0.37,-2.41,0.16,3.03,-1.19,-2.69,3.33,2.93,3.14
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-18.42,2.05,,2.72,,,,4.53,12.02,9.63,,-10.89,-8.84,-5.74,,11.32,6.66,2.10,1.38,5.34,2.82,8.21,12.70,-0.76,-6.10,-7.26,-11.31,-8.98,-6.90,-6.47,-1.94,10.24,13.03,8.87
OSF_sy,,9.63,-3.92,,0.04,,,,1.44,-1.73,-7.32,,-7.40,-4.64,2.06,,3.82,1.54,-0.99,0.76,3.39,3.07,8.68,1.77,-6.14,-4.22,-7.23,-2.29,-0.98,2.66,1.90,3.02,3.48,1.23,-1.34
OSF_qq,,,,,,-6.81,3.67,,,-0.14,1.46,,,2.16,4.91,1.04,2.80,-2.12,0.43,0.32,6.81,-4.46,5.69,4.48,-5.94,-9.60,4.39,-0.08,-3.48,-7.53,4.87,4.77,8.51,-5.20,1.01
OSF_sq,,,,,,-0.31,-0.08,,,-3.42,-5.77,,,-0.54,0.85,0.11,3.39,-2.72,-1.66,1.88,6.10,-3.03,3.69,-4.60,-2.15,-1.04,0.43,0.48,-0.84,2.60,-0.32,1.58,-0.39,0.36,-2.85
NetDebt,49116000000,57473000000,88527000000,,201632000000,135605000000,222834000000,,192727000000,191158000000,242846000000,,210664000000,142942000000,166045000000,230965000000,158123395000,172276000000,219303777000,223854388000,137838435000,124092016000,189847808000,245209667000,34867000000,3845000000,50581000000,69530000000,36439000000,80216000000,124786000000,149806000000,175085000000,209018000000,257754000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-20.11,283.22,,31.64,,,,-13.05,25.19,10.18,,284.84,382.31,44.14,,-47.78,-58.18,259.23,110.82,-44.19,-52.00,-82.02,-72.47,-81.98,-97.07,-69.12,-37.56,241.81,11758.68,-1997.43,409.81,307.55,-32.50,122.49
NetDebtEBITDA_sy,,-11.07,-18.19,,51.01,,,,-4.59,-2.95,-37.49,,-10.59,-48.52,-25.40,,27.96,210.47,146.72,50.63,10.65,-9.24,-16.81,-14.42,-9.16,-0.31,26.39,-6.70,-9.30,0.02,46.53,65.65,19.57,-12.06,-59.70
NetDebtEBITDA_qq,,,,,,-36.13,65.69,,,-8.04,45.84,,,15.25,-56.42,33.45,-22.09,-7.72,274.42,-21.68,-79.37,-20.65,40.30,19.89,-86.50,-87.12,1381.08,142.43,-26.10,346.89,-336.98,165.14,-40.92,-25.98,-21.04
NetDebtEBITDA_sq,,,,,,-17.25,39.78,,,-15.83,-9.97,,,-51.54,30.49,85.54,9.08,17.57,3.69,13.28,-19.88,-3.57,-4.95,16.53,-14.95,5.83,20.50,-13.98,-17.32,16.71,76.53,-2.76,-40.32,-14.16,-19.11
DebtFin,-9369000000,-11750000000,60574000000,,13159000000,4906000000,49687000000,,5394000000,18315000000,34422000000,,-1456000000,8539000000,18422000000,20923000000,2356318000,-9597000000,-10439048000,-21330356000,-54408562000,-39155975000,-11469481000,6586976000,-148058000000,-120803000000,-99680000000,-84862000000,-38684000000,-17854000000,8604000000,-11561000000,-90950000000,-2487000000,31294000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,14.37,1382.42,,-87.45,,,,-62.70,231.60,-29.96,,-194.99,200.71,12.81,,212.63,-138.99,-254.13,-321.75,-1578.56,-171.85,77.17,107.76,-93.83,-191.21,-907.17,-2936.47,14.54,15.98,33.61,67.76,-99.42,96.39,139.61
DebtFinEBITDA_sy,,17.27,83.32,,383.81,,,,13.86,446.86,-42.76,,-256.52,-284.58,-417.40,,-102.25,101.11,34.06,23.87,66.18,-41.00,67.37,103.75,-153.10,1452.54,221.64,492.91,99.06,696.94,286.65,560.55,-9563.75,-100.41,-26.78
DebtFinEBITDA_qq,,,,,,-64.59,921.39,,,214.77,115.75,,,1096.46,-19.06,8.97,-87.18,-444.98,-219.93,-56.77,14.55,36.57,73.14,153.31,-2233.67,4.71,7.09,-50.15,35.72,6.31,26.59,27.09,-297.66,98.30,905.73
DebtFinEBITDA_sq,,,,,,-125.46,637.09,,,-22.43,-11.37,,,8.52,-52.41,-1.10,-43.48,100.50,-9121.00,-16.73,36.26,100.88,-5089.83,113.42,-4400.76,105.39,290.94,-34.60,-106.83,4662.50,89.67,11.73,-199.95,99.81,33893.33
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-32.52,-52.75,,149.56,,,,11.87,22.07,16.99,,-23.39,-9.75,-2.29,,31.39,7.97,-6.85,-1.44,14.48,18.18,28.45,30.86,2.78,3.06,-2.55,-8.55,-4.83,-9.95,-17.64,-11.46,-9.16,-7.99,3.04
SP1_sy,,9.23,-5.92,,-1.67,,,,-9.36,-11.67,-5.29,,-8.68,-5.45,-0.86,,6.13,3.06,2.39,7.70,8.54,-2.65,1.05,-11.06,-8.11,4.61,-2.11,5.96,10.67,-2.69,9.14,11.72,-11.55,-5.54,-16.99
SP1_qq,,,,,,-9.68,5.66,,,-1.44,1.27,,,16.10,9.64,-5.48,9.22,-4.60,-5.42,0.01,26.86,-1.51,2.80,1.89,-0.37,-1.24,-2.80,-4.38,3.69,-6.56,-11.10,2.80,6.38,-5.36,-0.44
SP1_sq,,,,,,3.21,-10.09,,,0.58,-3.60,,,4.13,1.09,0.87,-0.06,1.13,0.43,6.10,0.72,-9.29,4.25,-6.62,4.06,3.26,-2.45,1.08,8.68,-9.20,9.42,3.47,-13.96,-3.03,-3.84
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-0.94,-33.46,,27.77,,,,8.22,19.32,12.76,,-17.15,-12.34,1.86,,23.26,12.93,-6.71,-3.99,2.65,2.58,8.92,13.40,2.87,2.69,-1.58,-6.85,-5.83,-10.50,-15.84,-11.38,-9.30,-7.62,3.86
SP2_sy,,15.46,4.62,,-13.46,,,,-11.98,-11.81,-10.40,,-4.09,2.54,7.99,,7.02,-7.88,-6.29,1.54,7.18,6.23,8.08,4.01,-4.81,-0.42,-5.04,-0.73,4.24,6.01,1.46,-0.67,-7.86,-13.52,-8.53
SP2_qq,,,,,,-7.82,5.18,,,1.63,-0.60,,,7.53,15.50,-4.63,4.07,-1.48,-4.59,-1.85,11.27,-1.55,1.31,2.18,0.94,-1.73,-2.89,-3.30,2.05,-6.60,-8.69,1.83,4.44,-4.87,2.65
SP2_sq,,,,,,0.38,-10.76,,,0.57,-9.33,,,7.52,-4.52,-2.49,6.90,-7.45,-2.86,5.65,12.84,-8.26,-1.17,1.67,3.27,-4.03,-5.76,6.29,8.44,-2.40,-9.81,4.06,0.59,-8.39,-4.61
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,154.67,5.29,,-62.52,,,,-3.96,-9.21,13976.92,,30.58,9.01,51.04,,-1.06,-42.57,-35.13,7.41,23.86,84.67,-29.89,-83.99,147.05,238.28,563.80,2238.26,-49.49,-64.88,-74.50,-64.03,-9.94,-63.66,-80.08
CAR_sy,,-5.60,-12.65,,21.89,,,,-38.86,-32.16,-17.17,,6.45,53.03,70.54,,33.96,15.65,-28.12,-12.58,-3.60,-6.89,61.76,8.14,39.66,44.02,-4.83,-1.96,-23.05,-26.51,-4.02,-6.11,14.63,-25.27,-14.67
CAR_qq,,,,,,32.35,-99.61,,,25.11,-40.27,,,4.44,-17.25,-34.55,74.90,-39.38,-6.52,8.37,101.70,-9.62,-64.51,-75.26,3013.18,23.76,-30.36,-12.85,-32.76,-13.95,-49.43,22.93,68.35,-65.28,-72.27
CAR_sq,,,,,,-32.20,-26.40,,,-24.76,-10.14,,,8.17,0.14,10.99,11.43,-6.61,-37.76,34.98,22.88,-9.80,8.12,-9.76,58.70,-6.98,-28.56,-7.04,24.55,-11.16,-6.70,-9.06,52.07,-42.08,6.54
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,6.30,5.66,,-11.77,,,,2.66,-0.43,0.67,,-10.00,0.91,14.53,,21.35,9.43,-14.76,-3.42,-4.97,-11.86,-5.00,-4.68,2.00,23.04,18.40,16.77,12.68,-5.82,-19.61,-20.72,-27.24,-27.60,-3.46
QR_sy,,-1.15,9.60,,-6.35,,,,-2.33,1.33,-2.76,,-3.78,4.53,-0.92,,2.28,-6.21,2.57,17.11,2.15,-2.94,6.61,-4.06,-4.72,6.42,-9.28,0.56,1.29,-9.89,-4.33,-6.22,-3.78,-10.01,-0.14
QR_qq,,,,,,2.38,-2.73,,,-0.71,-1.65,,,11.33,11.62,-11.51,10.36,0.40,-13.06,0.25,8.59,-6.88,-6.29,0.58,16.20,12.34,-9.83,-0.80,12.13,-6.10,-23.03,-2.17,2.91,-6.57,2.63
QR_sq,,,,,,1.19,-4.53,,,4.99,-8.39,,,14.06,-13.17,-6.89,10.91,4.59,-5.04,6.30,-3.26,-0.61,4.30,-4.34,-3.91,11.00,-11.08,6.03,-3.21,-1.24,-5.60,3.94,-0.70,-7.64,4.75
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,7.11,4.68,,-13.28,,,,7.69,-0.29,-0.43,,-9.45,2.63,20.51,,21.46,10.41,-13.96,-4.13,-5.63,-4.18,1.60,1.20,4.97,14.77,10.65,10.76,7.91,-1.08,-7.26,-11.29,-24.87,-27.37,-13.00
CR_sy,,8.88,0.93,,4.07,,,,-7.77,-10.81,-8.87,,-4.87,-1.27,1.45,,2.70,1.37,-2.39,-1.72,-2.95,-6.44,2.19,2.11,1.26,13.07,-4.26,9.76,6.53,-7.12,9.94,-6.02,-5.21,-10.09,-14.05
CR_qq,,,,,,9.01,-4.03,,,0.93,-4.17,,,14.41,12.53,-13.35,8.88,4.00,-12.31,-3.45,7.17,5.59,-7.02,-3.83,11.16,15.46,-10.36,-3.74,8.31,5.84,-15.96,-7.91,-8.28,2.33,0.65
CR_sq,,,,,,6.62,-7.30,,,3.11,-5.29,,,7.01,-2.68,-0.54,-0.85,5.63,-6.29,0.14,-2.09,1.83,2.36,0.06,-2.91,13.71,-13.32,14.71,-5.77,-0.86,2.60,-1.94,-4.96,-5.96,-1.92
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,154.67,5.29,,-62.52,,,,-3.96,-9.21,13976.92,,30.58,9.01,51.04,,-1.06,-42.57,-35.13,7.41,23.86,84.67,-29.89,-83.99,147.05,238.28,563.80,2238.26,-5.27,-64.88,-74.50,-64.03,-51.98,-63.66,-80.08
PP_sy,,2.57,-15.17,,7.86,,,,-38.94,-32.08,-11.31,,6.62,47.01,90.20,,31.47,11.42,-22.29,-10.85,-11.17,-22.91,23.15,-2.32,74.72,51.87,20.05,17.54,-20.91,-6.50,-31.21,-5.33,-12.85,-26.77,-14.67
PP_qq,,,,,,32.35,-99.61,,,25.11,-40.27,,,4.44,-17.25,-34.55,74.90,-39.38,-6.52,8.37,101.70,-9.62,-64.51,-75.26,3013.18,23.76,-30.36,-12.85,26.13,-54.12,-49.43,22.93,68.35,-65.28,-72.27
PP_sq,,,,,,-22.25,-38.75,,,-13.51,-20.03,,,19.26,3.47,-9.77,18.08,1.07,-27.84,3.52,17.65,-12.29,15.29,-17.89,110.43,-23.76,-8.87,-19.60,41.60,-9.88,-32.95,10.63,30.35,-24.26,-21.87
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-30.37,9.92,,35.42,,,,4.90,2.55,-13.41,,-20.30,0.27,6.30,,27.90,27.87,-10.05,-4.28,-10.56,-29.29,1.73,9.83,-53.99,-54.37,-44.65,-40.72,47.14,171.72,56.24,24.72,6.00,-13.57,-52.76
RCLR_sy,,-12.30,4.86,,1.06,,,,-1.47,-4.86,-9.14,,0.21,-8.65,-4.60,,-13.91,-0.05,0.20,10.35,16.02,3.79,6.65,6.23,-22.65,-16.16,-16.03,-7.94,15.30,2.16,-6.78,-9.72,-6.81,-19.50,-6.05
RCLR_qq,,,,,,-9.67,37.70,,,-11.70,16.27,,,11.09,23.26,-5.57,-1.08,11.06,-13.30,0.48,-7.57,-12.19,24.74,8.48,-61.28,-12.91,51.31,16.17,-3.88,60.83,-13.00,-7.26,-18.31,31.13,-52.44
RCLR_sq,,,,,,9.73,-1.12,,,5.95,-5.56,,,-3.42,-1.38,-11.07,1.63,12.13,-1.13,-2.06,6.85,0.32,1.60,-2.45,-22.21,8.74,1.76,6.94,-2.57,-3.65,-7.14,3.56,0.58,-16.77,8.37
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,11.15,-50.83,,57.40,,,,19.48,18.28,11.21,,-29.81,-7.70,26.87,,59.76,20.84,-22.99,-12.40,-4.27,-1.41,10.57,13.78,8.65,15.86,10.92,7.76,1.95,-12.56,-25.41,-25.55,-39.46,-37.39,-13.42
KP_sy,,17.38,-6.71,,1.07,,,,-16.16,-13.60,-10.77,,-9.55,-8.92,1.33,,15.70,-6.00,-4.22,17.95,-9.92,-9.92,-1.40,-19.31,-2.43,10.63,-22.60,13.16,15.72,9.41,25.44,-5.62,-16.44,-22.95,-27.49
KP_qq,,,,,,3.79,0.22,,,2.75,-5.77,,,35.11,29.54,-18.17,11.55,2.20,-17.45,-6.91,21.91,5.25,-7.42,-4.21,16.41,12.23,-11.37,-6.94,10.14,-3.75,-24.39,-7.12,-10.44,-0.46,4.56
KP_sq,,,,,,15.10,-14.02,,,18.62,-11.20,,,19.44,-1.19,-10.32,9.32,-2.96,0.68,10.44,-16.51,-2.95,10.19,-9.62,0.94,10.04,-22.90,32.13,3.23,4.04,-11.61,-0.59,-8.61,-4.06,-16.81
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,26.86,-36.18,,102.94,,,,-11.30,9.65,24.17,,-25.28,-14.87,31.33,,74.91,34.30,-33.67,-37.67,-37.67,-25.63,5.66,25.89,38.91,34.53,24.55,30.95,33.97,12.63,-8.51,-20.29,-39.28,-46.77,-41.14
PKKO_sy,,18.71,4.94,,10.15,,,,-8.83,-10.63,-31.61,,6.71,7.12,28.79,,-7.08,-9.34,-24.68,-7.45,-2.39,-2.19,2.46,-13.55,-3.62,7.69,-13.45,-19.20,-5.50,-14.91,-11.22,23.94,-4.72,-22.33,-16.78
PKKO_qq,,,,,,-19.20,-9.36,,,-0.11,2.64,,,13.81,58.33,-4.50,1.64,-12.61,-21.81,-10.26,1.64,4.27,11.10,6.92,12.16,0.98,2.86,12.41,14.75,-15.11,-16.45,-2.06,-12.60,-25.57,-7.61
PKKO_sq,,,,,,3.38,22.43,,,1.34,-6.31,,,1.73,12.64,-4.01,-15.52,-0.74,-6.42,17.95,-10.91,-0.54,-1.97,-0.47,-0.67,11.12,-21.21,-7.09,16.17,0.06,-17.79,29.70,-10.69,-18.43,-11.91
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,46.10,49.37,,-77.57,,,-75.26,55.84,9.92,-9.08,-21.47,-14.78,-6.06,6.27,3.84,-5.43,-0.58,6.05,27.13,45.62,31.96,10.09,-4.54,-4.00,4.48,25.65,65.28,33.65,5.76,-16.88,-32.51,-19.86,-3.96,33.63
RN_sy,,19.18,-4.02,,-6.57,,,-17.58,-8.14,-9.77,0.45,-10.53,-19.38,-10.11,-11.71,-8.34,10.81,3.43,7.73,4.41,1.36,0.90,-5.97,6.44,9.10,8.55,12.85,15.87,2.93,-2.53,-3.00,-7.81,3.69,8.45,3.32
RN_qq,,,,,-84.61,33.24,12.39,7.30,-3.01,-6.02,-7.03,-7.32,5.24,3.60,5.17,-9.45,-4.15,8.91,12.19,8.55,9.79,-1.31,-6.41,-5.88,10.42,7.41,12.55,23.81,-10.71,-15.00,-11.54,0.54,6.02,1.86,23.08
RN_sq,,,,,-10.04,-0.80,-8.37,0.79,0.27,-2.56,2.02,-10.24,-9.65,8.65,0.20,-6.81,9.23,1.41,4.36,-9.68,6.04,0.96,-2.75,2.23,8.69,0.45,1.10,4.97,-3.45,-4.87,0.61,-0.24,8.60,-0.51,-4.15
CRN,100000,69000,46000,32000,205000,154000,137000,128000,132000,140000,151000,163000,154000,149000,142000,156000,163000,150000,134000,123000,112000,114000,121000,129000,117000,109000,97000,78000,87000,103000,116000,116000,109000,107000,87000
