,2004/Q4,2005/Q4,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q4,2017/Q4
WKCurrent_qq,,,,,3.26,11.88,-100.00,,,,-100.00,,-2.49,12.63,-100.00,,4.83,4.55,-100.00,,-4.71,-9.39,-100.00,,2.89,0.08,5.25,0.87,-3.65,3.38,1.40,0.21,1.03,0.87,-3.48,-13.68,,
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-37.63,-12.34,,-13.78,,,,-8.18,-8.74,,,74.82,,54.03,,-10.61,-16.85,-10.43,,-14.93,-6.42,7.99,,17.02,8.38,-1.87,,-8.53,-2.32,-5.44,-1.85,-1.20,-5.77,-3.42,1.46,17.79,124.12,447.84
CWKCurrent_sy,-53.78,-31.99,,-47.77,,,,-35.13,65.96,,,3.95,,64.12,,-16.25,-8.84,13.68,,-0.10,-13.22,-20.14,,-2.41,4.21,6.32,,-5.00,4.68,2.31,,4.15,-2.33,6.31,3.06,-9.67,-4.11,-3.68
CWKCurrent_qq,,,,,-3.17,-10.62,,,,,,,2.56,-11.21,,,-4.60,-4.36,,,4.94,10.37,,,-2.81,-0.08,-4.99,-0.87,3.79,-3.27,-1.38,-0.21,-1.02,-0.86,3.60,15.85,,
CWKCurrent_sq,,,,,-29.86,86.28,,,,,,,-10.38,-15.16,,,-2.45,5.80,,,-15.26,-2.64,,,-9.52,-0.66,1.52,4.11,-0.29,-2.91,-0.78,8.44,-6.50,5.68,-3.81,-4.96,,
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,90.01,-262.41,,146.37,,,,89.60,-48.68,,,-32.86,,1.08,,339.55,415.80,298.74,,-25.31,-28.83,-4.32,,-19.68,-20.32,-25.64,,-53.09,-36.43,-35.30,-56.68,-58.05,-95.02,-143.02,-178.64,-395.29,19.37,103.41
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,75.67,57.20,-100.00,,,,-100.00,,-20.21,-7.81,-100.00,,-6.37,-28.73,-100.00,,-10.78,-4.19,-100.00,,-11.50,-10.59,-17.06,-28.53,19.95,-9.00,-44.47,-30.79,-85.75,-885.75,-1.51,-159.87,,
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,-47.26,94.84,,,48.94,,-1.05,,-77.25,-80.61,-74.92,,33.88,40.50,4.51,,24.50,25.50,34.48,,113.18,57.31,54.58,130.85,138.45,1906.53,,,,,
CWKGrahamCurrent_sy,,,,,,,,-5.34,-10.10,,,21.26,,261.51,,-55.56,-20.04,-69.44,,5.70,-46.84,29.64,,32.04,36.20,34.17,,1.93,8.70,32.94,93.35,20.18,24.52,,,,,
CWKGrahamCurrent_qq,,,,,-43.07,-36.39,,,,,,,25.33,8.48,,,6.80,40.32,,,12.08,4.37,,,12.99,11.84,20.57,39.92,-16.62,9.90,80.06,44.53,601.60,,,,,
CWKGrahamCurrent_sq,,,,,-40.81,52.46,,,,,,,6.41,21.42,,,91.45,-53.60,,,-3.71,13.16,,,-0.67,11.47,-6.85,-1.17,5.92,36.33,35.48,-38.57,9.75,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,24.73,611.61,,543.09,,,1.04,-15.07,-48.71,,,-50.06,,245.30,544.23,236.93,60.61,108.63,-20.54,-22.31,-24.72,-86.06,-78.09,-85.22,-86.77,-48.97,-73.36,-16.21,4.37,-34.88,18.00,-91.75,-91.06,57.37,275.74,5105.85,215.15,-82.85
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,5.37,37.66,-23.06,-9.46,-11.44,,,-5.39,84.39,79.16,10.47,76.52,-3.56,-14.60,43.51,-32.77,-5.71,-17.25,-73.43,5.71,-36.39,-25.92,2.43,-44.82,100.09,-7.72,-36.09,,-86.01,,1025.00,138.77,93.80,,
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-19.85,-85.94,,-84.45,,,-1.03,17.74,94.97,,,100.24,,-71.04,-84.48,-70.32,-37.74,-52.07,25.86,28.71,32.83,617.49,356.33,576.53,655.83,96.01,275.37,19.36,-4.23,53.53,-15.26,1111.91,1018.72,-36.45,-73.38,-98.08,-68.27,483.04
CPCurrent_sy,-45.09,62.04,,-24.94,,,-34.36,-18.25,0.17,,,-20.45,,14.47,14.74,19.31,29.56,1.20,-8.51,-0.43,-20.07,-1.53,-3.46,-2.36,-28.27,-40.49,-28.07,-19.29,2.30,7.19,0.93,-21.04,-8.95,-11.86,14.75,1.16,-14.24,-4.39
CPCurrent_qq,,,,-5.09,-27.36,29.97,10.45,12.91,,,5.70,-45.76,-44.19,-9.48,-43.35,3.70,17.10,-30.32,48.74,6.05,20.84,276.39,-5.40,57.22,35.01,-2.39,81.17,-50.01,8.33,56.47,,614.96,,-91.11,-58.11,-48.40,,
CPCurrent_sq,,,,-23.80,-21.80,19.44,-7.77,-5.09,,,-7.14,5.19,-3.88,21.93,-6.92,9.38,4.37,-4.76,-15.86,19.04,-16.21,17.33,-17.51,20.40,-38.44,-2.67,-0.28,35.09,-21.97,1.98,,5.69,,-1.29,22.24,-6.83,,
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,-132.17,284.64,,44.10,,,-16.50,6.84,-92.62,,,-4427.19,,-42.39,70.89,121.42,126.55,123.43,104.09,-85.12,-112.93,-262.44,-2366.06,-589.02,-421.42,100.56,167.13,178.74,120.07,10109.09,-68.17,-120.47,337.34,-69.25,-219.07,-869.30,-253.51,90.51
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,-38.46,36.23,-15.08,17.28,-21.26,,,-69.36,-27.70,15.13,22.43,65.37,193.97,5.18,-31.54,-93.96,242.08,-191.40,-759.91,15.72,26.18,2.54,100.92,10087.88,-13.41,-75.16,365.98,-68.24,-155.70,630.54,-67.24,-222.97,-353.45,,
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,,,-30.59,,,19.77,-6.40,1253.44,,,,,,,,,,,572.27,,,,,,,,,,-99.03,214.36,,-77.15,225.10,,,,
CZCurrent_sy,,,,31.59,,,-44.65,-62.21,395.80,,,,,,,,,,,46.79,,,,,,,,,,8.30,4.35,,26.84,40.15,,,,
CZCurrent_qq,,,,62.52,-26.60,17.77,-14.74,27.00,,,,,,,,,-4.91,46.06,1559.06,-70.82,,,,,,,-99.03,15.50,302.91,-78.56,214.99,,,205.11,,,,
CZCurrent_sq,,,,-15.69,-22.82,-3.95,-11.45,-42.44,,,,,,,,,-29.77,-9.84,6.62,117.44,,,,,,,1.94,-1.03,1.80,5.45,-1.78,,,16.52,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,-90.13,125.79,,38.53,,,-28.26,-22.88,-112.54,,,-3189.08,,-34.75,66.49,114.57,118.16,113.65,86.32,-104.75,-141.64,-406.44,-538.25,-2292.40,-143.36,98.26,153.63,161.35,146.76,2475.21,-100.77,-134.42,-142.57,-139.04,-9045.83,-342.94,-12.62,57.26
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,-36.52,29.29,-21.85,11.84,-31.76,,,-62.09,-23.72,14.54,21.37,59.69,153.80,6.47,-40.88,-140.38,81.31,-833.33,-335.09,15.90,29.95,5.06,96.88,2688.43,-19.86,-27.65,58.26,-100.84,-3500.00,10.53,-45.15,-95.63,-74.35,,
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,912.74,-55.71,,-27.81,,,39.39,29.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_sy,-47.52,20.02,,25.91,,,-40.51,-52.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_qq,,,,57.53,-22.66,27.95,-10.59,46.54,,,,,,,,,-6.08,69.17,,,,,,,,,,24.80,38.24,-36.82,,,,,,,,
CZOCurrent_sq,,,,-2.39,-15.64,2.15,-29.27,-22.74,,,,,,,,,42.40,-43.81,,,,,,,,,,-0.68,-13.55,11.46,,,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,-43.70,-27.07,,-18.72,,,,-8.39,22.31,,,1.91,,-7.40,,-13.20,-4.52,-12.80,,0.01,-1.63,8.44,,11.93,12.63,13.26,-5.61,16.88,5.13,3.08,5.40,4.61,8.91,10.68,2.45,1.50,5.49,-6.91
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,-25.72,-14.17,2.38,53.20,-31.96,,,7.62,-15.19,-3.92,5.60,16.22,-26.39,5.69,-3.56,33.28,-26.38,3.95,6.31,22.91,-17.60,4.61,6.90,2.43,2.05,-5.91,4.82,4.74,1.28,-2.05,6.52,-3.06,0.34,,
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-54.87,-89.75,,-87.36,,,-1.03,7.87,138.46,,,104.06,,-73.18,-84.48,-74.24,-40.55,-58.20,25.86,28.72,30.66,678.03,356.33,657.22,751.32,122.00,254.29,39.51,0.68,58.26,-10.68,1167.79,1118.39,-29.67,-72.73,-98.05,-66.53,442.70
EVPCurrent_sy,-42.22,57.81,,-33.02,,,-33.63,-10.24,-4.40,,,6.00,,-4.26,-4.51,-3.90,-4.68,-10.49,-12.41,-15.69,-17.38,5.46,1.35,11.23,-14.74,-11.33,-7.60,-10.89,2.75,-1.75,-13.05,-18.64,4.43,-3.18,24.16,-0.01,-0.04,-6.95
EVPCurrent_qq,,,,-29.51,-37.65,33.07,69.20,-23.17,,,13.75,-54.00,-46.37,-4.42,-34.16,-23.66,23.75,-32.80,98.24,-21.92,25.62,300.15,16.27,29.56,41.23,4.35,85.56,-48.98,1.92,64.01,4.74,624.10,-2.05,-90.53,-59.39,-48.22,,
EVPCurrent_sq,,,,-31.99,-22.26,34.38,-6.59,-8.02,,,-1.79,3.29,-0.12,-5.50,-2.05,3.94,-0.92,-11.26,-4.16,0.05,-2.91,13.27,-7.89,9.81,-25.58,17.80,-4.02,5.91,-14.19,12.63,-15.06,-0.90,10.14,4.43,8.93,-20.19,,
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,470.19,-67.70,,-41.32,,,39.39,18.78,-1075.01,,,96.90,,31.28,-198.41,695.49,625.78,738.74,-631.53,-2201.74,-336.24,-135.38,84.34,95.31,53.71,-6414.30,275.97,290.48,324.88,104.33,-13868.32,-403.92,-355.81,-383.54,98.88,77.09,6.33,-117.82
EVEBITCurrent_sy,-42.20,20.51,,-24.46,,,-21.89,-27.16,1.57,,,-82.71,,1464.94,3510.61,661.16,3.79,-23.70,-47.38,-35.44,-34.66,29.38,80.82,27.06,7.07,-45.78,-11.96,27.65,24.76,48.32,-0.22,-14.00,14.61,30.12,46.70,-8.33,-27.33,10.05
EVEBITCurrent_qq,,,,17.01,-33.61,31.00,36.98,-0.29,,,33.60,31.45,-12.42,-34.30,-188.32,236.79,-0.74,63.16,-430.20,-293.02,88.84,75.56,-46.14,-17.65,-10.17,-3339.16,103.95,27.35,30.06,-33.77,-12651.23,97.19,-9.47,26.59,50.45,42.46,,
EVEBITCurrent_sq,,,,-28.33,32.36,0.09,-17.73,-33.17,,,-141.39,551.93,682.80,6.86,-9.78,0.86,6.75,-21.44,-37.78,23.73,8.04,55.55,-13.05,-13.05,-8.95,-21.23,41.18,26.06,-11.01,-6.35,-5.02,8.65,18.60,6.32,7.08,-32.11,,
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,243.11,-53.67,,1.39,,,78.48,19.15,-1174.34,,,97.15,,31.45,-198.92,690.45,621.43,731.17,-644.21,-2405.79,-339.11,-135.77,84.66,95.69,53.91,-6656.52,275.59,289.95,324.12,104.17,-16674.68,-406.65,-358.40,-392.38,99.03,75.92,-0.71,-105.21
EVEBITDACurrent_sy,-33.83,-0.32,,-9.73,,,-20.40,-24.16,21.03,,,-64.81,,1184.67,1527.32,191.43,4.16,-22.94,-13.24,-31.15,-22.12,51.85,109.83,10.00,-9.71,-38.77,-28.73,15.00,35.02,19.05,-11.57,-10.63,1.69,24.00,0.95,0.64,-20.66,7.26
EVEBITDACurrent_qq,,,,49.04,-33.69,31.58,37.25,-0.50,,,33.72,31.51,-12.44,-34.30,-189.02,235.29,-0.70,62.56,-440.78,-319.19,89.70,75.68,-46.15,-17.68,-10.18,-3465.34,103.80,27.31,30.00,-33.72,-15209.40,97.64,-9.55,25.00,50.12,41.23,,
EVEBITDACurrent_sq,,,,-4.24,-32.48,44.84,-15.00,-8.75,,,-167.38,788.31,156.05,8.19,-25.14,40.54,-8.49,-19.95,-15.73,11.52,3.52,56.07,16.45,-41.53,-15.02,5.83,35.54,-5.66,-0.23,-6.69,0.68,-4.66,13.53,13.78,-18.03,-4.95,,
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,-120.06,261.92,,24.20,,,,-1.87,-93.29,,,-7691.58,,-119.38,,119.15,122.08,120.98,,-87.33,-112.12,-275.52,,-672.00,-464.29,100.57,,172.03,119.62,9200.00,-68.81,-120.25,311.83,-70.25,-220.99,-1039.73,-692.49,48.00
ROE_sy,43.05,-25.81,,-24.72,,,,-4.09,-75.67,,,-38.63,,147.23,,523.73,188.82,251.13,,-46.89,-43.63,-94.37,,-27.41,-46.43,456.76,,110.88,164.12,198.06,34.55,31.71,10.92,-20.11,-24.86,33.14,-31.37,-9.52
ROE_qq,,,,,31.97,-24.12,,,,,,,12.96,31.11,,,0.36,-34.56,,,-196.00,-847.62,,,5.29,100.95,9233.33,-14.17,-74.20,350.00,-68.70,-155.73,624.66,-67.49,-227.31,-424.92,,
ROE_sq,,,,,-5.89,-1.84,,,,,,,125.18,-19.46,,,4.27,-2.08,,,10.67,-90.22,,,-18.33,1.60,132.89,9.12,2.29,14.66,5.13,6.82,-13.85,-17.42,-1.12,89.28,,
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,-141.75,285.59,,53.58,,,,21.90,-93.25,,,-7304.82,,-118.91,,120.82,124.09,121.86,,-87.55,-112.15,-275.69,,-700.00,-480.39,100.55,,174.41,120.16,10012.50,-69.87,-119.80,305.59,-74.29,-203.98,-687.59,-477.94,22.63
ROA_sy,85.21,41.66,,5.07,,,,-3.80,-81.64,,,-104.23,,103.08,,9327.27,928.46,2001.56,,-47.78,-54.45,-94.65,,-14.15,-39.41,600.00,,127.25,144.99,129.56,-18.29,-2.13,-17.04,-38.81,-3.18,6.13,-11.64,14.75
ROA_qq,,,,,33.60,-7.27,,,,,,,12.59,26.92,,,1.12,-33.68,,,-198.71,-858.82,,,4.52,100.90,10312.50,-16.93,-74.13,351.96,-68.97,-154.58,629.93,-71.35,-225.48,-313.41,,
ROA_sq,,,,,-14.95,4.63,,,,,,,1281.82,-50.77,,,31.72,0.60,,,14.91,-88.18,,,-18.90,36.59,106.15,-0.48,-12.57,27.99,-26.62,19.20,-25.89,-5.60,16.10,30.66,,
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,-92.09,-68.26,,-78.46,,,-28.99,-9.20,-124.47,,,-6481.27,,60.97,94.80,104.33,111.30,106.55,82.78,-106.12,-155.30,-2297.95,-2811.94,-16072.04,-1739.69,96.59,301.34,173.24,144.77,3754.36,-100.65,-517.16,-576.30,-124.81,-2341.57,91.49,64.27,-149.18
OPM_sy,27.44,33.49,,-32.26,,,46.88,97.09,-74.77,,,-48.94,,120.59,138.72,589.58,303.49,414.29,59.63,-43.35,-53.51,-58.55,-6.90,-20.40,29.34,62.37,-3.40,46.06,41.21,19.37,32.91,-0.46,-25.00,6.38,-31.73,-12.10,6.16,-21.85
OPM_qq,,,,-39.74,-6.08,1.55,23.56,-22.95,,,-71.32,32.90,52.30,28.83,77.17,155.80,24.67,-58.79,-160.05,80.17,-1026.88,-1537.98,20.44,-10.13,-28.19,96.97,4800.34,-59.94,-21.63,147.66,-100.83,-25714.61,10.52,87.10,18.05,10.03,,
OPM_sq,,,,20.96,1.85,58.18,-24.63,62.31,,,-27.38,117.05,34.38,-29.46,139.56,203.67,-21.37,-10.09,-25.64,7.76,-35.47,-19.83,67.01,-7.87,4.86,0.64,-0.63,39.30,1.38,-14.93,10.64,4.33,-23.62,20.66,-29.00,34.33,,
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,-125.78,125.96,,-77.59,,,-17.38,25.81,-85.58,,,-8750.51,,58.76,95.48,106.36,116.53,111.23,105.13,-80.84,-117.18,-1265.71,-10464.60,-3407.54,-3839.65,101.08,352.02,193.98,119.20,15762.66,-73.04,-348.22,4795.90,-80.45,-131.71,81.39,-12.16,44.66
ROS_sy,47.37,48.88,,2.85,,,143.08,79.15,-87.47,,,-109.09,,103.80,121.26,6157.14,587.21,1388.46,9.33,-42.45,-61.93,-77.78,33.23,-25.41,90.22,83.72,15.33,48.35,47.66,109.49,48.61,18.52,-6.17,-26.89,-50.33,-6.41,-1.84,7.31
ROS_qq,,,,-41.61,-1.02,10.39,29.50,-11.08,,,-79.01,30.74,52.63,29.78,80.39,197.46,23.17,-52.31,-91.03,263.72,-210.46,-3135.24,20.26,-16.07,-31.57,100.88,18581.01,-56.72,-73.11,629.64,-68.25,-498.54,630.32,-97.09,-151.50,-133.97,,
ROS_sq,,,,50.77,28.86,8.82,14.97,11.12,,,-3.14,99.01,714.29,-39.53,476.92,182.67,-30.31,30.96,-57.62,48.78,-53.89,-23.56,154.07,-16.70,17.58,-26.17,59.49,7.14,17.04,4.75,13.14,-14.55,-7.34,-18.38,-23.14,61.02,,
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,77.02,232.49,,-75.65,,,-51.81,-58.84,206.29,,,-85.91,,1738.73,695.90,441.21,148.91,24.73,0.14,-19.30,-38.26,133.23,156.47,-43.84,-133.15,-150.22,-273.51,163.40,586.13,262.82,143.62,-262.20,-262.62,-91.06,-89.66,118.41,4.90,-30.54
RS_sy,8.30,50.89,,-28.20,,,28.19,15.66,1.75,,,-62.02,,60.99,148.41,205.37,134.62,115.42,17.95,-36.91,-48.42,-50.61,-50.22,-31.23,0.42,-25.05,-1.75,100.00,89.87,130.94,119.11,-8.96,-25.33,-4.07,-23.53,3.28,-6.01,11.70
RS_qq,,,,-8.17,-13.31,-51.56,24.97,-21.58,,,353.76,73.58,158.14,44.13,23.25,18.03,18.72,-27.78,-1.05,-4.89,-9.16,172.81,8.82,-79.17,-153.61,-313.37,-275.93,131.62,-1.06,38.45,0.71,-217.56,0.80,107.61,16.42,109.40,,
RS_sq,,,,17.51,-16.41,23.26,5.88,6.02,,,11.35,12.74,10.17,16.41,71.81,38.59,-15.36,6.89,-5.93,-25.87,-30.79,2.33,-5.18,2.40,1.07,-23.63,24.31,108.44,-4.05,-7.11,17.94,-13.39,-21.31,19.35,-5.99,16.98,,
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,-120.59,126.05,,-77.59,,,-17.38,25.81,-85.58,,,-8750.51,,58.72,95.42,106.41,116.67,111.39,107.66,-88.45,-124.32,-1304.61,-7353.22,-5537.60,-2660.19,101.02,337.97,193.98,157.98,15155.06,-95.66,-348.22,-362.88,-119.47,-423.44,86.83,60.52,-119.77
GPM_sy,32.71,52.30,,9.43,,,61.06,63.19,-89.57,,,-88.75,,107.42,130.28,5583.33,564.55,845.45,0.77,-61.49,-54.86,-71.03,37.40,4.82,,51.04,0.37,38.01,136.97,98.08,51.85,31.93,-20.72,-9.02,-48.72,-8.91,19.27,-6.85
GPM_qq,,,,-41.61,-1.02,10.39,29.50,-11.08,,,-79.01,30.74,52.63,29.71,80.12,196.91,23.11,-51.95,-86.64,46.20,-359.20,-2279.48,19.56,-9.60,-31.57,100.88,18581.01,-56.72,-18.82,132.41,-94.69,-2577.50,14.03,82.79,11.76,-0.89,,
GPM_sq,,,,56.41,17.02,-19.82,9.75,58.47,,,-8.60,101.40,511.11,-20.00,343.18,162.31,-28.54,13.82,-52.76,0.25,-16.24,-26.97,124.07,-23.52,-20.10,10.30,48.90,5.17,37.19,-7.80,14.15,-8.63,-17.55,5.81,-35.67,62.32,,
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,-87.17,126.71,,47.51,,,,-11.98,-111.39,,,-5413.27,,-107.14,,114.16,116.47,112.73,,-103.97,-139.09,-431.72,,-2840.00,-171.10,98.19,,158.02,147.02,2325.81,-100.77,-133.33,-139.33,-132.61,-7400.00,-259.30,-84.06,-248.33
ROPA_sy,61.13,13.11,,-4.24,,,,4.65,-62.29,,,-44.52,,119.12,,257.28,310.16,393.73,,-21.49,-47.43,-59.89,,-26.58,-6.04,31.33,,41.97,33.68,49.11,35.95,40.88,17.88,11.15,3.78,2.34,-5.10,-17.65
ROPA_qq,,,,,26.89,-14.69,,,,,,,11.99,25.95,,,2.38,-42.75,,,-908.57,-385.84,,,7.00,96.76,2603.23,-23.07,-24.62,53.33,-100.87,-3216.67,11.06,-27.12,-100.00,-58.89,,
ROPA_sq,,,,,-27.35,34.52,,,,,,,-5.19,-21.09,,,8.85,-5.02,,,-27.11,-27.54,,,-6.71,1.29,21.07,24.11,-12.16,12.98,10.38,28.60,-26.50,6.53,3.06,26.82,,
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,134.61,-408.31,,443.89,,,33.26,-81.79,-116.65,,,-7736.07,,-154.37,-108.67,59.68,54.78,-94.73,108.56,104.10,91.23,45.54,-890.07,-62858.11,9289.31,100.49,1470.16,96.41,-107.51,-8489.94,-102.53,111.42,-124.49,19.54,261.32,1090.18,-44.17,-36.75
ZNPO_sy,174.75,-3.89,,-3.85,,,115.67,-34.85,-1.07,,,-51.60,,317.12,265.98,221.48,56.19,46.88,-30.70,-23.90,-42.82,-77.42,-11.72,-75.62,159.24,11.93,141.17,509.66,-20.62,406.64,-32.96,5.27,13.15,-5.70,52.57,31.63,-46.91,76.03
ZNPO_qq,,,,0.44,267.96,-85.15,142.80,-86.27,,,356.95,-132.17,59.52,8.62,27.18,-49.69,54.60,-293.52,103.20,-28.41,-197.27,-2342.53,53.55,-5586.98,114.24,-99.87,128850.31,-114.91,70.22,-46.51,61.10,167.32,-685.17,47.49,177.99,396.63,,
ZNPO_sq,,,,46.59,0.89,-12.68,67.02,-55.72,,,-108.03,148.28,65.29,30.78,59.03,-6.49,-19.69,22.99,-24.97,2.69,-39.66,-51.43,193.30,-71.64,541.56,-79.03,531.97,-28.30,-16.46,33.84,-16.38,12.59,-10.21,11.55,35.30,-2.87,,
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-615.99,,,,,,,-110.30,,,2555.83,,161.46,,,,,,,,,,,-729.06,322.00,47.65,51.86,137.17,-81.43,150.50,158.91,-276.01,-412.70,73.48,-16.99,-109.55,
ZFI_sy,,-9.26,,,,,,,21.84,,,-5.29,,-14.72,,,,,,,,,,,58.97,24.43,-17.89,817.21,-11.55,16.60,69.86,-25.54,14.05,-14.88,-3.36,69.62,-18.24,
