,2009/Q4,2010/Q4,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
LDER_yy,,59.50,,-41.20,,,,-9.80,-94.23,33.85,,10.67,14388.89,92.49,2481.08,85.78,-39.26,-23.01,-39.37,-24.16,307.70,57.38,408.98,179.31,-61.94,-30.89,-57.86,-52.76,5.04,-28.06
LDER_sy,,31.65,,59.85,,,,-13.72,-15.52,15.68,,-9.98,22.45,16.97,9.02,7.00,3.30,0.88,0.57,35.44,63.14,35.28,46.62,0.09,-11.43,-2.58,-0.45,-1.79,-3.39,-19.30
LDER_qq,,,,,-90.62,767.31,,,-99.40,20022.22,-97.96,4386.49,-21.45,167.33,-72.60,222.93,-74.32,238.89,-78.43,303.97,38.05,30.81,-30.23,121.68,-81.19,137.51,-57.45,148.47,-58.17,62.66
LDER_sq,,,,,-27.31,-5.43,,,-28.83,29.51,-7.05,5.08,-3.19,23.71,-13.37,3.14,-6.54,20.82,-13.64,38.90,12.57,0.19,-6.41,-5.18,-0.38,10.21,-4.36,-6.47,-2.00,-7.94
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-27.40,,28.60,,,,10.78,1709.96,-9.19,,-9.75,-98.85,-34.97,-94.98,-27.73,29.06,5.78,37.60,15.34,-67.79,-28.19,-74.94,-29.35,114.72,42.66,109.71,23.43,-3.25,31.20
PZAT_sy,,-13.07,,-29.07,,,,14.85,-3.25,-3.23,,1.65,-1.25,-2.12,-5.75,-11.56,-12.92,-15.94,-22.02,-12.98,-14.09,-8.47,-5.55,-4.22,-9.18,-10.32,-5.77,5.69,9.39,10.03
PZAT_qq,,,,,885.24,-87.86,,,15996.70,-99.39,4350.59,-97.93,105.90,-65.68,243.33,-70.21,267.69,-71.87,346.62,-75.03,2.68,-37.28,55.88,-29.63,212.10,-58.33,129.14,-58.58,144.62,-43.49
PZAT_sq,,,,,31.07,-2.00,,,10.41,-1.97,7.55,-12.68,7.27,-2.84,3.56,-18.07,5.62,-6.21,-3.93,-8.56,4.27,-0.08,-0.86,-7.28,-1.12,-1.33,4.17,4.00,2.34,-0.75
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,-24.45,,22.11,,,,-1.12,-4.45,-17.15,,1.55,-28.49,1.05,-7.75,-12.07,19.66,13.23,14.69,8.34,-11.03,-5.45,-9.17,-27.17,13.93,4.50,11.50,36.71,2.12,12.77
PELDR_sy,,-13.30,,0.91,,,,12.98,4.31,-0.95,,-7.85,-9.29,-8.05,-0.95,-1.52,4.27,6.50,4.93,7.25,6.62,2.60,-3.53,-11.83,-6.08,-1.42,2.57,7.83,-1.22,6.91
PELDR_qq,,,,,-5.62,6.11,,,-8.80,-7.98,-6.13,28.91,-35.78,30.02,-14.29,22.86,-12.60,23.04,-13.19,16.06,-28.23,30.76,-16.61,-6.94,12.28,19.94,-11.03,14.11,-16.13,32.45
PELDR_sq,,,,,1.33,0.99,,,-6.45,-4.10,-2.21,5.04,-7.91,-2.79,5.34,4.43,-2.49,-0.72,3.79,6.74,-3.07,-4.46,-2.41,-2.44,3.26,0.27,1.54,2.57,-5.41,8.54
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-10.41,,11.13,,,,7.65,3.10,-13.70,,-18.70,-23.70,15.38,7.34,12.53,7.28,-0.52,8.92,3.17,-2.37,0.45,-3.86,-25.68,-16.24,0.20,5.24,45.66,49.32,6.27
TSF_sy,,-2.44,,-5.26,,,,2.25,2.37,-4.64,,-3.51,-8.25,-3.98,-2.56,3.47,11.94,5.15,10.14,-5.22,-7.68,-0.90,-9.50,-1.38,1.62,-1.09,2.18,-2.11,-6.39,-4.52
TSF_qq,,,,,-8.37,8.02,,,-12.24,-9.58,-10.10,13.97,-17.64,36.73,-16.37,19.49,-21.48,26.79,-8.44,13.18,-25.69,30.45,-12.36,-12.51,-16.25,56.05,-7.95,21.09,-14.15,11.06
TSF_sq,,,,,-2.86,2.81,,,-2.74,-4.23,0.41,3.18,-7.53,0.23,1.89,9.56,0.04,-5.85,6.72,-5.72,-2.56,1.07,-2.54,2.75,0.41,-1.63,0.68,-1.57,-3.98,0.33
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,48.66,,-28.76,,,,-6.50,-1.38,31.97,,14.05,76.07,14.42,19.06,24.19,-19.42,-18.62,-19.30,-15.18,32.36,20.45,42.46,65.90,1.93,-13.81,-24.39,-34.25,-26.00,-15.86
ZKO_sy,,21.54,,8.01,,,,-9.37,-6.44,-3.04,,0.76,7.86,5.66,7.26,6.74,-4.90,-1.21,-1.84,4.33,13.61,8.43,14.63,7.59,2.40,2.01,-1.01,-0.75,2.29,1.84
ZKO_qq,,,,,-10.34,7.56,,,-5.42,43.93,-9.65,-7.27,46.01,-6.47,-5.99,-3.28,-5.26,-5.54,-6.77,1.67,47.84,-14.04,10.26,18.39,-9.16,-27.32,-3.27,2.95,2.23,-17.36
ZKO_sq,,,,,-3.24,2.56,,,-0.11,6.28,-4.21,-0.92,6.93,4.11,-2.76,-1.40,-4.74,8.16,-3.38,4.80,3.74,3.23,2.15,-1.64,-1.27,2.84,-0.88,-1.38,1.76,2.38
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,2.95,,-4.28,,,,-6.25,-4.38,5.15,,14.24,11.52,1.27,0.65,-2.65,0.87,-2.01,-4.15,-2.56,-3.83,1.58,5.77,-10.16,36.92,-1.39,-3.53,13.35,-25.37,-3.05
OSF_sy,,2.91,,0.85,,,,0.46,0.77,0.46,,0.85,1.32,3.81,2.36,1.65,0.75,-1.10,-2.26,-0.16,0.56,0.41,3.24,-0.33,1.67,-0.10,-0.42,-0.21,-4.15,-4.47
OSF_qq,,,,,-2.84,2.08,,,-0.90,12.26,-0.22,2.92,-3.26,1.94,-0.83,-0.46,0.23,-0.97,-2.99,1.19,-1.08,4.61,1.00,-14.04,50.77,-24.66,-1.19,0.99,-0.74,-2.12
OSF_sq,,,,,-0.52,0.48,,,-0.21,0.18,-0.47,1.36,0.25,2.65,-1.87,0.66,-0.64,0.76,-3.01,2.82,0.09,0.60,-0.27,-0.74,2.09,-1.15,-0.59,-0.54,-1.93,-1.48
NetDebt,12483000000,55399000000,,56598000000,39755000000,39646000000,,50229000000,56451000000,82554000000,89408000000,100758000000,145395000000,116236000000,120586000000,120629000000,143194000000,125375000000,100425000000,110820000000,228412000000,189904000000,189163000000,211317000000,117574000000,86421000000,77732000000,62438000000,54129000000,44720000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,904.08,,-73.58,,,,-22.20,66.84,146.89,,87.15,117.77,19.33,16.21,20.74,15.47,29.89,8.02,37.85,129.80,136.24,4659.90,-205.18,-124.50,-117.40,-101.23,618.20,3604.29,544.86
NetDebtEBITDA_sy,,25.40,,29.53,,,,-35.82,-25.51,-9.09,,-17.35,-21.61,-19.30,1.57,34.12,5.28,19.21,27.09,4.16,27.68,20.20,8.35,25.86,35.15,7.74,61.58,-10.72,-23.66,-25.08
NetDebtEBITDA_qq,,,,,-44.74,-1.51,,,18.52,45.74,6.34,1.89,37.91,-20.14,3.56,5.86,31.89,-10.17,-13.87,35.10,119.87,-7.66,1635.34,-102.99,48.79,34.40,-22.51,1359.25,246.28,-91.67
NetDebtEBITDA_sq,,,,,-2.77,-1.66,,,12.86,20.01,-22.73,-21.02,7.04,23.54,-2.75,4.28,-15.97,39.89,3.68,-14.53,3.00,31.70,-6.55,-0.72,10.60,5.00,40.14,-45.14,-5.42,3.04
DebtFin,-6292000000,1336000000,,3008000000,-11685000000,-26449000000,,4563000000,8235000000,-6364000000,27925000000,36627000000,48863000000,27756000000,35860000000,31428000000,47380000000,44431000000,31828000000,39625000000,73565000000,83481000000,68443000000,69134000000,41819000000,14305000000,16464000000,7385000000,-6786000000,-4554000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,148.04,,-41.74,,,,32.88,182.80,71.48,,649.15,401.70,469.72,10.65,-13.46,13.68,92.75,15.12,89.18,123.68,193.03,5334.03,-196.24,-127.05,-106.55,-100.72,287.35,-1135.19,-173.68
DebtFinEBITDA_sy,,135.12,,58.79,,,,7.03,405.28,381.66,,-72.77,-56.37,145.58,59.25,462.59,72.44,316.88,2.83,32.11,-54.75,-105.32,-77.03,10.14,113.28,637.92,144.00,-75.33,-89.54,-30.93
DebtFinEBITDA_qq,,,,,-405.54,-123.52,,,90.39,-177.00,530.92,18.59,27.50,-43.26,28.96,-7.25,67.50,-3.79,-22.98,52.41,98.04,26.04,1328.32,-102.70,44.33,69.47,-56.76,803.19,-467.03,93.24
DebtFinEBITDA_sq,,,,,-152.57,77.21,,,49.95,-78.97,308.23,-78.84,140.26,18.35,164.73,-25.26,-26.36,186.13,-34.70,-3.98,-74.78,-133.61,382.17,360.40,-51.16,-15.23,27.99,-53.44,-79.30,459.86
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-30.75,,34.35,,,,0.28,-3.05,-20.32,,0.16,-36.66,-11.48,-15.46,-21.61,25.17,20.39,18.78,14.87,-27.34,-15.67,-25.77,-45.85,34.32,14.42,27.58,72.38,0.84,15.23
SP1_sy,,-17.88,,5.41,,,,-0.35,-4.12,-7.02,,2.94,-7.85,-5.85,-7.98,-6.35,0.29,-0.63,-1.44,-1.47,-0.74,-7.73,-10.76,-9.18,-8.52,-1.14,-1.34,-8.24,-3.19,-4.06
SP1_qq,,,,,8.37,-5.10,,,4.77,-22.01,10.45,10.99,-33.74,8.99,5.48,2.91,5.80,4.83,4.07,-0.48,-33.08,21.68,-8.39,-27.40,65.99,3.64,2.15,-1.91,-2.90,18.44
SP1_sq,,,,,6.31,0.25,,,2.29,-2.78,5.40,-1.79,-8.43,-0.68,3.03,-0.06,-1.95,-1.58,2.19,-0.09,-1.22,-8.51,-1.17,1.68,-0.50,-1.13,-1.37,-5.43,4.98,-2.02
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-24.53,,22.15,,,,-1.11,-4.46,-17.11,,1.56,-28.46,1.07,-7.73,-12.05,19.50,13.23,14.71,8.34,-10.94,-5.43,-9.15,-27.45,14.01,3.92,10.77,36.44,1.41,7.92
SP2_sy,,-15.39,,4.48,,,,-0.50,-4.90,0.56,,2.47,0.82,-6.48,-2.77,-4.56,1.72,5.10,1.10,-0.17,-1.11,-2.99,-8.87,-7.02,0.81,-0.55,-1.73,-7.41,-11.87,2.74
SP2_qq,,,,,-5.62,6.08,,,-8.81,-7.97,-6.15,28.95,-35.77,30.03,-14.32,22.91,-12.73,23.21,-13.20,16.08,-28.26,30.84,-16.61,-7.30,12.73,19.26,-11.12,14.18,-16.21,26.92
SP2_sq,,,,,0.68,-3.21,,,-3.77,2.34,-0.02,4.08,-5.33,-5.07,3.94,2.17,0.91,-1.92,-0.01,0.88,-0.04,-3.79,-6.07,2.93,8.38,-5.09,-7.19,-3.01,3.15,10.65
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-46.47,,-14.76,,,,-42.47,-81.84,-72.22,,-87.93,-69.10,-45.23,-79.00,54.51,-83.39,-81.40,531.34,-78.04,286.67,-82.66,-55.56,625.53,262.07,6956.67,751.60,400.15,496.51,164.48
CAR_sy,,-19.17,,-17.42,,,,16.62,53.72,-3.49,,-40.98,-10.98,-3.72,-38.44,-16.72,-2.88,-19.48,7.70,41.67,7.75,1.54,-4.54,-31.16,-25.33,-4.43,-15.08,18.64,-0.81,-9.09
CAR_qq,,,,,21.06,26.59,,,-61.79,93.61,-81.21,-13.17,-2.17,243.17,-92.80,538.81,-89.49,284.44,144.51,-77.78,85.11,-82.76,526.67,262.77,-7.62,236.03,-24.37,113.05,10.17,48.99
CAR_sq,,,,,-41.31,35.15,,,-22.64,-15.15,3.62,-13.23,16.69,-8.23,-33.75,17.38,36.08,-23.91,-11.39,54.40,3.50,-28.30,-16.69,11.34,12.27,-8.22,-25.98,55.54,-6.13,-15.88
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-26.02,,33.55,,,,11.82,-2.10,-29.29,,-22.37,-36.16,12.13,-8.05,-0.95,23.03,21.21,26.99,16.75,-11.19,-6.51,-12.43,-41.91,-20.23,-0.73,11.85,90.59,55.10,13.73
QR_sy,,-15.78,,-13.42,,,,19.70,2.76,-2.98,,-10.45,-13.14,-5.88,-19.12,-3.21,0.71,-8.84,4.07,5.57,-3.77,-7.66,-16.87,-12.10,-11.33,7.40,15.00,5.10,22.55,3.22
QR_qq,,,,,-14.71,15.83,,,-25.33,-16.34,-8.35,35.59,-38.59,46.92,-24.85,46.08,-23.73,44.75,-21.26,34.30,-41.98,52.38,-26.25,-10.91,-20.33,89.62,-16.89,51.80,-35.16,39.04
QR_sq,,,,,12.56,2.73,,,-3.36,-3.01,7.09,-10.78,-6.27,5.10,-7.97,6.76,-2.47,-4.87,5.06,8.30,-11.10,-8.71,-5.42,14.51,-10.32,10.58,1.27,4.66,4.56,-6.87
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-31.88,,36.10,,,,12.54,-1.20,-26.79,,-23.57,-36.55,12.68,-6.27,0.54,20.64,13.99,21.00,13.54,-11.27,-5.68,-13.19,-40.88,-12.83,5.08,16.91,90.25,46.13,16.95
CR_sy,,-20.75,,-2.60,,,,8.68,-1.59,-3.96,,-9.00,-4.47,-0.83,-11.06,-3.21,1.24,-1.54,-1.07,0.57,-1.22,-5.12,-7.82,-9.54,-7.86,-3.76,0.68,4.21,4.14,9.91
CR_qq,,,,,-14.45,15.29,,,-24.89,-14.57,-9.75,31.98,-37.65,51.71,-24.93,41.57,-25.18,43.36,-20.31,32.84,-41.53,52.40,-26.66,-9.54,-13.79,83.73,-18.41,47.21,-33.78,47.04
CR_sq,,,,,2.25,-0.54,,,-7.42,-2.93,9.66,-7.65,-2.81,0.77,-1.65,0.49,1.66,-2.00,-1.18,2.16,-0.16,-5.87,-3.99,0.25,1.70,-1.69,0.44,3.77,1.63,3.76
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-28.60,,-35.90,,,,-42.26,-81.84,-72.38,,-87.92,-69.10,-45.24,-79.00,54.12,-83.39,-81.31,531.34,-77.67,286.67,164.37,-55.56,733.33,262.07,420.00,751.60,380.87,496.51,145.94
PP_sy,,1.46,,-35.91,,,,35.66,38.29,-3.24,,-49.19,-38.61,-11.94,-36.52,8.08,46.25,-9.02,19.35,8.76,-6.96,-3.30,-16.61,-29.91,-20.13,-7.90,-1.61,31.73,-3.56,-13.52
PP_qq,,,,,20.69,27.44,,,-62.03,93.84,-81.24,-12.54,-2.87,243.54,-92.80,541.79,-89.53,286.67,143.10,-77.30,81.25,164.37,-59.13,325.53,-21.25,279.68,-33.07,140.29,-2.31,56.55
PP_sq,,,,,-28.66,17.72,,,-27.27,-17.64,-1.59,-13.81,-12.14,18.15,-29.06,46.75,18.90,-26.50,-6.94,33.73,1.71,-23.61,-19.74,12.39,15.91,-11.91,-14.26,50.48,-15.14,-21.01
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-23.81,,105.31,,,,29.14,40.32,-3.09,,-12.75,-34.49,22.91,-6.40,-1.95,27.44,29.76,24.47,19.88,-12.16,-9.06,-13.82,-46.28,-26.95,-13.32,0.39,64.95,15.89,-40.93
RCLR_sy,,4.46,,-4.30,,,,8.89,0.01,-9.51,,-14.09,-9.72,-1.68,4.85,3.94,5.52,5.18,-0.55,-5.63,-17.03,-12.11,-21.84,-1.45,-3.03,-4.81,-1.21,-9.74,9.03,-2.35
RCLR_qq,,,,,-28.14,11.29,,,-21.92,-23.14,5.36,38.00,-41.38,44.20,-19.77,44.56,-23.81,46.84,-23.04,39.23,-44.17,52.01,-27.06,-13.21,-24.09,80.36,-15.52,42.61,-46.66,-8.07
RCLR_sq,,,,,0.34,1.55,,,-7.85,-8.11,0.64,0.81,-3.16,0.07,7.33,-0.06,-1.70,-0.25,1.48,-5.16,-13.57,5.66,-9.75,19.58,-14.96,3.73,-6.33,9.25,2.72,-7.10
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-58.19,,105.00,,,,5.13,-8.88,-50.39,,-16.02,-113.56,20.69,-50.48,-18.93,400.44,46.96,219.67,28.75,-85.84,-15.25,-52.17,-92.92,-510.31,13.71,117.75,1344.00,352.26,23.07
KP_sy,,-30.89,,-3.77,,,,23.87,4.58,1.76,,-18.30,-22.06,-15.16,-20.73,-6.26,3.75,12.48,7.38,-6.68,0.10,-11.97,-16.47,-16.82,-9.28,-18.78,-10.73,12.38,-8.89,33.25
KP_qq,,,,,-19.67,23.51,,,-30.38,-32.76,-35.54,178.33,-111.24,698.68,-73.55,355.68,-58.36,192.85,-42.47,83.54,-95.42,1652.58,-67.53,-72.83,-365.33,585.68,-37.82,80.20,-53.65,136.95
KP_sq,,,,,2.61,-4.52,,,-13.37,-7.09,3.79,-2.20,-17.35,1.13,-3.02,15.65,-8.52,9.64,-7.42,0.50,-1.88,-3.58,-12.14,0.08,7.02,-13.68,-3.43,25.97,-13.23,26.24
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-26.23,,15.11,,,,-8.61,-4.42,-47.65,,-11.01,-115.37,21.09,-50.48,-18.27,375.00,46.29,219.87,31.22,-82.06,9.87,-41.82,-92.57,-448.89,-30.96,47.83,969.31,272.61,17.38
PKKO_sy,,-41.74,,-3.19,,,,16.54,9.45,-19.61,,-27.96,-33.18,-0.74,-21.18,18.59,5.93,-6.45,5.29,-23.98,-16.98,-27.62,-27.48,-16.72,2.58,-18.45,-8.22,4.09,-13.42,60.64
PKKO_qq,,,,,-27.40,24.65,,,-24.07,-31.73,-38.27,178.08,-113.12,637.72,-74.76,358.97,-55.86,186.04,-44.80,88.28,-93.96,1651.56,-70.77,-75.95,-383.39,446.62,-37.41,73.93,-54.25,135.72
PKKO_sq,,,,,7.50,12.14,,,0.95,-17.63,10.93,-21.90,-6.35,22.35,-11.92,17.51,-16.35,8.05,-0.86,-15.16,-8.65,-5.79,-0.67,-2.58,12.52,-25.11,11.80,10.49,-6.41,38.95
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-50.81,,23.34,,,7.54,17.61,-11.14,-20.12,-19.50,-21.83,-16.99,-10.45,-5.21,1.68,4.38,-7.27,-16.27,-22.46,-18.88,-19.46,-20.29,-24.80,-28.47,-4.57,20.56,85.55,105.69,115.73
RN_sy,,-7.50,,4.08,,,3.82,6.26,8.85,12.05,9.41,-3.11,-4.97,-8.67,-2.85,5.87,6.09,4.08,-2.81,-4.02,-5.60,-5.35,-4.97,-6.77,-0.83,-0.58,0.90,2.18,0.15,2.50
RN_qq,,,,-10.32,18.25,4.48,-2.94,-1.92,-10.66,-6.07,-2.18,-4.77,-5.14,1.33,3.54,2.15,-2.61,-9.98,-6.50,-5.39,1.88,-10.63,-7.46,-10.74,-3.10,19.23,16.91,37.37,7.42,25.05
RN_sq,,,,3.65,-3.21,1.51,1.95,6.09,-0.86,4.48,-0.45,-6.05,-2.75,0.41,5.90,2.37,-2.55,-1.49,-1.10,1.09,-4.16,-1.23,-0.71,-0.82,1.96,-0.98,0.77,0.44,-0.07,1.34
CRN,99000,202000,147000,164000,139000,133000,137000,139000,156000,166000,170000,178000,188000,185000,179000,175000,180000,200000,214000,226000,222000,248000,268000,301000,310000,260000,222000,162000,151000,121000
CRN_yy,,104.04,,-18.81,,,-6.80,-15.24,12.23,24.81,24.09,28.06,20.51,11.45,5.29,-1.69,-4.26,8.11,19.55,29.14,23.33,24.00,25.23,33.19,39.64,4.84,-17.16,-46.18,-51.29,-53.46
CRN_sy,,7.87,,-4.17,,,-3.14,-5.43,-7.37,-10.64,-9.19,2.87,4.55,9.52,3.57,-5.59,-5.43,-4.35,2.30,4.14,5.75,5.68,5.62,7.95,1.09,1.08,-1.06,-2.11,,-3.19
CRN_qq,,,,11.56,-15.24,-4.32,3.01,1.46,12.23,6.41,2.41,4.71,5.62,-1.60,-3.24,-2.23,2.86,11.11,7.00,5.61,-1.77,11.71,8.06,12.31,2.99,-16.13,-14.62,-27.03,-6.79,-19.87
CRN_sq,,,,-3.66,3.26,-1.05,-1.60,-5.95,1.15,-4.55,,6.55,2.79,,-5.43,-2.87,2.96,1.15,1.14,-1.12,4.55,1.09,1.08,1.06,-2.11,1.08,-1.06,,,-2.15
CPZ,125000,332000,189000,152000,137000,128000,132000,126000,124000,136000,147000,154000,183000,173000,170000,168000,161000,167000,170000,172000,181000,204000,230000,291000,312000,281000,244000,161000,138000,123000
CPZ_yy,,165.60,,-54.22,,,-30.16,-17.11,-9.49,6.25,11.36,22.22,47.58,27.21,15.65,9.09,-12.02,-3.47,,2.38,12.42,22.16,35.29,69.19,72.38,37.75,6.09,-44.67,-55.77,-56.23
CPZ_sy,,3.20,,-3.98,,,-2.33,-13.36,-7.91,0.46,10.48,28.72,25.25,2.73,-2.59,-9.92,-6.05,5.31,,8.72,5.58,5.04,0.41,4.64,2.44,,9.09,3.23,3.97,3.20
CPZ_qq,,,,-19.58,-9.87,-6.57,3.12,-4.55,-1.59,9.68,8.09,4.76,18.83,-5.46,-1.73,-1.18,-4.17,3.73,1.80,1.18,5.23,12.71,12.75,26.52,7.22,-9.94,-13.17,-34.02,-14.29,-10.87
CPZ_sq,,,,0.93,-0.92,1.86,-4.11,-10.48,5.32,11.11,5.45,4.31,2.48,-8.87,,-3.54,6.88,2.15,1.26,-1.66,3.80,1.63,-3.20,2.48,1.61,-0.79,5.60,-3.03,2.34,-1.53
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,70.72,,22.32,,,-14.29,-3.24,-10.05,-12.41,-7.26,-3.46,-1.50,8.56,4.18,-2.10,3.69,16.44,32.35,48.19,44.79,13.71,4.26,-10.93,-31.49,-23.40,-31.22,-20.00,23.37,55.11
RZ_sy,,7.30,,8.08,,,3.13,-7.82,12.07,17.48,-6.45,5.85,-22.69,-24.91,-11.68,-6.91,5.42,1.37,4.72,-1.26,-11.26,-2.28,4.36,4.50,12.75,1.69,8.22,2.99,5.14,11.83
RZ_qq,,,,-10.94,5.87,-6.53,-2.75,0.55,-1.58,-8.99,2.97,4.66,0.42,0.30,-1.19,-1.64,6.37,12.63,12.32,10.13,3.93,-11.54,2.98,-5.91,-20.06,-1.10,-7.54,9.44,23.28,24.34
RZ_sq,,,,-1.06,2.33,-1.98,3.91,-11.56,24.42,2.75,-17.25,0.06,-9.13,-0.20,-2.68,5.47,2.91,-4.03,0.54,-0.56,-7.51,5.68,7.37,-0.42,-0.21,-4.69,14.26,-5.24,1.88,1.38
CRZ,45000,26000,19000,21000,20000,22000,22000,22000,22000,25000,24000,23000,23000,23000,23000,23000,22000,20000,17000,16000,15000,17000,17000,18000,22000,22000,24000,22000,18000,14000
CRZ_yy,,-42.22,,-19.23,,,15.79,4.76,10.00,13.64,9.09,4.55,4.55,-8.00,-4.17,,-4.35,-13.04,-26.09,-30.43,-31.82,-15.00,,12.50,46.67,29.41,41.18,22.22,-18.18,-36.36
CRZ_sy,,-6.42,,-8.00,,,-2.50,9.32,-11.39,-14.81,6.41,-5.11,30.00,31.88,13.25,,-4.95,-1.10,-4.79,1.12,12.14,2.22,,-4.97,-11.34,-1.09,-8.14,-2.33,-4.65,-10.99
CRZ_qq,,,,10.53,-4.76,10.00,,,,13.64,-4.00,-4.17,,,,,-4.35,-9.09,-15.00,-5.88,-6.25,13.33,,5.88,22.22,,9.09,-8.33,-18.18,-22.22
CRZ_sq,,,,0.62,-1.86,2.53,,,,-1.43,20.29,0.60,,,,,-3.35,4.05,-0.56,1.12,7.18,-5.15,,,,,-13.19,6.33,-2.38,-1.22
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-44.99,,81.65,,,16.37,10.43,-0.88,2.72,6.48,3.62,-2.04,-2.01,0.83,3.26,7.00,-3.55,-12.37,-17.22,-15.15,-19.05,-20.53,-27.48,-32.75,-13.36,4.92,56.99,71.03,62.31
RMO_sy,,-0.01,,9.27,,,4.71,7.43,-0.64,-1.42,-8.47,-12.54,-5.69,-1.39,9.89,7.80,8.98,0.89,-7.79,-0.70,-8.45,-1.81,4.10,-2.81,-2.36,-2.93,-3.53,-4.70,8.70,2.80
RMO_qq,,,,7.25,12.62,-0.73,-2.94,1.77,1.08,2.88,0.61,-0.96,-4.43,2.91,3.53,1.42,-0.98,-7.23,-5.95,-4.18,1.49,-11.49,-7.67,-12.56,-5.88,14.02,11.81,30.84,2.54,8.20
RMO_sq,,,,1.03,1.02,-0.76,3.38,3.65,-6.57,-1.54,-4.01,-0.96,0.74,2.95,6.98,-2.84,1.85,-4.69,-2.22,4.62,-6.10,2.22,3.67,-2.33,-5.66,1.62,3.03,-3.51,7.61,-3.90
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-60.47,,114.75,,,33.77,10.08,-8.47,-9.68,-3.11,10.42,4.15,-0.87,-8.29,-23.66,-11.39,-7.77,-7.60,-1.20,-9.58,-21.81,-27.72,-36.12,-38.64,-17.54,7.45,55.98,70.02,59.46
RMT_sy,,-9.90,,24.90,,,9.35,-3.80,-2.87,-0.33,-4.06,-6.26,-6.63,-2.64,-3.22,-2.18,-0.22,-4.35,-2.06,3.02,-3.49,-0.72,-0.90,-10.11,-3.01,-4.98,-2.76,0.33,-1.79,1.93
RMT_qq,,,,17.64,15.52,1.42,-2.94,-3.20,-3.95,0.08,4.13,10.32,-9.40,-4.75,-3.66,-8.17,5.16,-0.86,-3.48,-1.81,-3.76,-14.26,-10.79,-13.21,-7.56,15.22,16.24,25.98,0.76,8.06
RMT_sq,,,,14.70,-1.88,-5.41,2.72,0.90,-0.92,-2.94,-1.13,-1.41,-1.31,1.20,-1.71,-0.36,0.67,-2.99,0.65,4.81,-5.69,-0.21,0.47,-4.93,1.75,-2.23,2.81,-1.91,-0.40,1.48
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-53.07,,97.54,,,24.53,10.25,-4.63,-3.48,1.76,6.79,0.93,-1.44,-3.87,-11.29,-2.66,-5.70,-9.98,-9.27,-12.31,-20.55,-24.50,-32.21,-40.22,-21.88,-2.51,41.45,82.54,73.34
RM_sy,,-3.35,,11.79,,,7.18,0.81,-4.79,-2.10,-12.14,-10.16,-4.76,-12.36,1.19,1.41,10.88,8.81,7.40,9.24,0.07,3.53,-1.19,-7.90,-2.90,-5.55,-1.19,2.94,0.12,3.05
