,2008/Q4,2009/Q4,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-25.47,-20.06,,,,-64.36,-51.41,-15.71,-13.46,-15.46,-22.20,,-21.78,-14.92,-24.89,,-73.42,-73.77,-68.74,-36.63,-18.68,-22.24,-18.80,-63.50,-12.65,-11.37,-15.47,-11.54,-12.06,-10.21,-17.83,-17.72
CWKCurrent_sy,,17.77,-11.82,,,,-16.10,-14.20,-10.82,-75.35,13.38,2.52,,10.15,-20.01,-24.39,,-32.55,-16.89,4.81,17.01,33.02,3.32,2.15,-9.28,-10.78,8.13,4.95,19.38,21.25,4.24,-3.93,-5.25
CWKCurrent_qq,,,,-27.24,-45.37,-4.24,-6.37,-0.82,-5.23,-1.68,-8.53,-8.72,,,-0.51,-19.41,2.23,-67.57,-1.80,-3.98,107.23,-58.39,-6.09,0.27,-6.85,-0.42,-4.71,-4.37,-2.52,-1.00,-2.70,-12.49,-2.39
CWKCurrent_sq,,,,-5.27,4.87,185.16,-70.38,-3.12,9.00,-21.17,36.21,-12.40,,,-1.09,-17.19,-3.34,-14.80,21.87,4.43,7.92,-3.15,-5.34,3.25,-4.16,-4.75,14.71,0.21,9.02,-3.25,-1.38,-7.64,7.53
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,7.22,52.21,,,,72.90,73.18,-5.31,382.37,14.07,590.30,100.00,67.66,64.30,91.21,,79.51,47.50,0.07,44.15,33.77,61.04,84.68,52.51,50.00,24.63,30.89,24.75,16.56,11.05,-6.81,-56.33
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,-273.71,78.42,-47.90,411.79,-126.94,15.24,496.58,25.95,15.81,-100.00,,23.43,34.78,-6.27,15.13,1.41,-8.56,35.02,6.84,22.09,4.86,11.50,5.08,1.44,10.13,6.27,-1.82,-3.35,-7.58,-50.20
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-6.73,-34.31,,,,-42.17,,,,-12.33,,,-40.35,-39.13,-47.70,,-44.29,-32.20,-0.06,-30.63,-25.25,-37.91,-45.85,-34.43,-33.33,-19.76,-23.60,-19.84,-14.20,-9.95,7.31,128.99
CWKGrahamCurrent_sy,,-26.66,168.37,,,,-30.26,,,,-19.79,,,150.53,55.79,-26.49,,-5.62,-8.07,117.71,49.85,19.76,-24.01,30.81,-4.06,48.41,16.56,-16.83,121.09,-29.90,11.22,-38.53,-14.30
CWKGrahamCurrent_qq,,,,,,,,,,,-20.60,-13.65,,,-18.98,-25.81,6.69,-13.14,-1.39,9.36,-25.94,-6.40,-18.09,-4.63,-10.32,-4.83,-1.43,-9.20,-5.89,1.86,3.46,8.21,100.81
CWKGrahamCurrent_sq,,,,,,,,,,,92.95,-4.56,,,19.99,-54.97,36.67,27.80,16.87,6.64,-5.93,2.14,-25.84,83.59,-31.01,58.00,-41.76,31.00,83.41,-49.91,-7.59,-27.60,155.69
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,53.00,41.79,,,,54.98,39.24,31.02,18.45,16.14,35.15,66.12,80.63,66.61,71.15,60.39,65.72,72.04,49.82,64.39,53.75,52.91,44.42,14.09,10.29,4.47,13.08,18.50,15.84,11.18,2.14,2.04
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,12.29,3.60,12.48,18.44,0.88,-2.51,1.69,16.13,17.39,19.83,10.57,7.11,20.59,12.30,14.24,11.20,5.01,23.23,6.85,10.59,-0.82,-2.65,3.28,4.76,7.35,2.02,0.96,0.54,-1.38,1.93
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-34.64,-29.47,,,,-35.48,-28.18,-23.68,-15.58,-13.90,-26.01,-39.81,-44.64,-39.98,-41.57,-37.65,-39.66,-41.87,-33.25,-39.17,-34.96,-34.60,-30.76,-12.36,-9.33,-4.29,-11.55,-15.61,-13.67,-10.05,-2.10,-1.99
CPCurrent_sy,,244.11,-40.13,,,,-39.08,-48.47,152.05,-53.42,93.27,65.47,-3.47,-9.56,-42.39,-27.01,-27.97,-24.86,8.71,1.71,-1.62,7.59,-29.72,-26.15,-11.09,-14.59,-0.54,1.81,-8.60,-8.34,-6.58,3.45,6.14
CPCurrent_qq,,,,-10.94,-3.48,-11.09,-15.57,-0.87,2.57,-1.67,-13.89,-14.82,-16.55,-9.56,-6.64,-17.07,-10.95,-12.47,-10.06,-4.77,-18.85,-6.42,-9.57,0.82,2.73,-3.18,-4.54,-6.84,-1.99,-0.95,-0.54,1.40,-1.89
CPCurrent_sq,,,,-1.34,-65.96,420.54,-65.16,-16.54,66.51,-3.79,44.56,-28.55,-2.86,-9.86,-7.92,-9.47,-4.14,-5.97,33.22,-15.29,-7.28,2.83,-12.98,-11.00,11.63,-1.22,1.35,-8.90,0.23,-0.95,3.30,0.88,2.84
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,142.79,5.53,,,,176.50,30.22,-42.76,-51.24,-47.87,-4.96,51.18,98.30,-7.59,86.05,47.68,32.22,133.87,-33.05,116.12,170.82,255.39,391.04,75.44,24.87,-9.55,3.48,-23.52,-23.98,-31.75,-49.95,-20.99
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,44.34,58.88,2.29,17.88,-32.02,-30.17,-12.87,26.03,23.93,11.09,14.29,-41.27,149.51,-11.82,2.32,3.89,-28.57,184.64,28.21,36.33,-1.30,1.70,-8.75,-1.24,12.91,-24.84,-9.29,-11.34,-17.20,18.65
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-58.82,-5.22,,,,-63.83,-23.21,74.69,105.17,91.82,5.24,-33.85,-49.59,8.22,-46.26,-32.29,-24.36,-57.24,49.35,-53.73,-63.07,-71.86,-79.64,-43.00,-19.91,10.56,-3.36,30.76,31.54,46.52,99.82,26.56
CZCurrent_sy,,-12.97,-49.35,,,,-7.31,-8.98,-18.98,-15.85,39.80,-12.44,12.53,-19.99,-35.54,18.29,12.01,28.01,60.39,145.43,48.19,64.02,1.94,-34.59,45.95,36.42,61.77,43.57,-13.26,-46.11,-31.67,-30.39,-29.99
CZCurrent_qq,,,,-30.72,-37.06,-2.24,-15.15,47.10,43.17,14.82,-20.67,-19.30,-10.00,-12.51,70.29,-59.92,13.39,-2.26,-3.74,40.00,-64.87,-22.01,-26.65,1.32,-1.67,9.59,1.26,-11.44,33.05,10.25,12.79,20.78,-15.73
CZCurrent_sq,,,,-11.66,-2.70,25.10,-13.80,-13.26,-13.39,29.94,43.20,-45.67,11.32,-7.61,15.37,-0.30,5.40,5.58,44.56,52.55,-36.36,16.86,-10.16,-2.11,42.01,9.23,6.53,-13.12,-14.20,-32.14,35.09,-11.50,-13.71
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,135.14,17.13,,,,151.96,151.96,179.09,245.65,-42.27,-22.22,1.41,-27.07,-31.10,55.67,23.21,100.04,449.18,62.12,188.67,115.72,139.37,155.83,39.74,20.88,-17.40,-3.09,-21.85,-21.78,-19.07,-37.44,-13.67
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-9.72,,179.09,,,23.85,-53.38,34.73,30.38,-10.94,-55.95,204.38,3.19,44.60,20.92,-10.14,83.73,8.06,34.18,-3.96,0.35,-6.53,-8.31,12.67,-19.07,-6.44,-5.13,-12.91,11.68
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-57.46,-14.62,,,,-60.31,-60.31,-64.17,-71.07,73.19,28.55,-1.39,37.12,45.16,-35.76,-18.84,-50.01,-81.79,-38.32,-65.36,-53.64,-58.22,-60.91,-28.44,-17.27,21.06,3.19,27.96,27.84,23.56,59.85,15.84
CZOCurrent_sy,,-14.81,-32.57,,,,0.32,1.96,45.23,-43.03,0.50,-26.13,-27.97,-5.97,-23.39,-7.19,26.88,57.99,68.03,64.41,-15.16,-25.00,8.69,24.28,116.72,87.07,41.14,-0.84,-31.39,-47.69,-48.67,-40.11,-49.75
CZOCurrent_qq,,,,,10.77,,-64.17,,,-19.26,114.51,-25.77,-23.29,12.27,127.08,-67.15,-3.09,-30.85,-17.30,11.29,-45.58,-7.45,-25.47,4.13,-0.35,6.98,9.06,-11.24,23.56,6.88,5.41,14.82,-10.46
CZOCurrent_sq,,,,,-25.06,,-33.04,,,-24.39,18.12,-22.52,4.09,-1.31,-3.75,-6.14,42.30,22.89,2.37,-8.16,-26.56,8.63,48.36,5.00,28.06,-6.23,11.94,-26.23,-11.39,-28.51,9.83,-13.92,-25.65
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-0.04,0.04,,,,-4.33,,,,2.44,,,,-4.54,,,-9.60,-2.66,-2.49,0.24,-3.59,-5.15,-16.98,-10.04,-0.55,-2.21,-5.36,-6.36,-7.40,-3.12,4.51,12.24
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,0.85,,,-5.14,5.42,,,-2.83,2.91,,,-7.24,7.81,,-9.60,-0.11,7.99,2.79,-13.05,-1.73,-5.49,11.39,-3.88,-3.37,-8.53,10.22,-4.96,1.10,-1.33,18.38
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-34.67,-29.45,,,,-38.27,-28.18,-23.68,-15.58,-11.80,-26.01,-39.81,-44.64,-42.70,-41.57,-37.65,-45.45,-43.42,-34.91,-39.03,-37.29,-37.96,-42.51,-21.14,-9.82,-6.40,-16.31,-20.98,-20.07,-12.86,2.32,10.00
EVPCurrent_sy,,117.14,-38.77,,,,-45.53,-40.50,108.40,-47.45,111.33,25.66,-5.61,-13.26,-55.86,-34.69,-42.86,-39.31,-11.06,-1.28,4.13,7.33,7.86,7.50,10.43,24.45,48.19,25.31,21.91,4.97,-18.33,-8.84,-15.32
EVPCurrent_qq,,,,-10.18,-3.48,-11.09,-19.91,4.50,2.57,-1.67,-16.32,-12.34,-16.55,-9.56,-13.40,-10.60,-10.95,-20.88,-10.16,2.83,-16.59,-18.62,-11.13,-4.71,14.43,-6.94,-7.75,-14.80,8.04,-5.87,0.56,0.04,16.15
EVPCurrent_sq,,,,-0.04,-58.00,299.40,-67.52,9.19,47.11,0.70,30.64,-35.07,10.50,-7.46,-33.51,-3.94,-3.33,-1.71,-2.55,6.62,1.97,1.30,-2.07,6.27,4.74,14.17,16.61,-10.14,1.90,-1.69,-9.28,0.30,-5.34
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-57.47,-14.59,,,,-62.03,-60.31,-64.17,-71.07,77.42,28.55,-1.39,37.12,38.57,-35.76,-18.84,-54.81,-82.28,-39.85,-65.28,-55.30,-60.37,-67.55,-35.62,-17.73,18.38,-2.34,19.83,18.38,19.70,67.05,30.01
EVEBITCurrent_sy,,-64.40,173.65,,,,-2.13,-19.01,-34.71,-65.71,-26.15,-46.45,-30.90,-22.83,24.92,-21.53,-5.11,29.27,-15.58,124.17,57.59,90.28,88.87,-31.07,115.39,64.03,24.00,214.58,-7.43,-45.41,-51.94,-60.11,-50.98
EVEBITCurrent_qq,,,,0.85,10.77,,-66.02,5.42,,-19.26,108.44,-23.61,-23.29,12.27,110.64,-64.59,-3.09,-37.49,-17.39,20.18,-44.05,-19.53,-26.76,-1.58,11.00,2.83,5.38,-18.81,36.20,1.59,6.56,13.30,6.00
EVEBITCurrent_sq,,,,16.15,-0.17,,-43.66,-3.88,,-21.32,21.34,-30.29,3.82,-12.11,96.42,-56.21,25.53,19.73,28.28,16.27,-11.75,44.57,27.33,-57.57,175.75,10.10,-3.74,7.65,-18.85,-35.08,-15.25,-10.66,-0.28
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-52.53,-15.62,,,,-66.18,-64.65,-68.09,-73.37,48.75,16.88,-4.96,24.86,12.95,-32.03,-18.50,-55.56,-72.88,-37.98,-62.26,-47.25,-58.14,-64.46,-34.09,-20.08,11.15,-6.85,8.79,5.09,5.08,37.10,11.88
EVEBITDACurrent_sy,,-12.35,-55.47,,,,10.42,-13.53,-15.88,-17.80,-29.63,-50.64,-29.74,-5.66,20.54,127.50,37.29,20.53,33.86,5.93,-1.61,-14.53,-18.84,-26.69,-3.87,-0.29,3.10,8.84,-11.37,-27.45,-10.01,-2.92,-5.26
EVEBITDACurrent_qq,,,,0.85,10.78,,-69.73,5.42,,-16.57,69.11,-17.16,-18.69,9.61,52.99,-50.16,-2.49,-40.24,-6.63,13.99,-40.66,-16.49,-25.90,-3.21,10.06,1.25,3.05,-18.88,28.53,-2.19,3.04,5.84,4.90
EVEBITDACurrent_sq,,,,13.28,13.59,,-15.61,-11.29,,-0.63,-27.75,-37.78,57.29,33.42,-7.68,17.43,-5.08,17.13,2.53,-7.08,-11.83,1.75,-2.64,-16.07,15.62,5.54,0.66,-11.39,-5.85,-13.60,24.86,-4.42,-8.11
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,81.00,-15.66,,,,-1.46,-36.73,-51.74,-57.82,-55.93,-26.05,,55.18,-21.41,39.74,,-64.87,-38.60,-79.09,36.95,120.25,176.27,299.22,-35.96,9.07,-19.84,-12.55,-32.35,-33.14,-38.74,-58.86,-34.97
ROE_sy,,-81.86,633.20,,,,21.51,-14.14,2.60,-60.19,-88.71,-97.25,,-58.95,12.40,2402.70,,95.22,61.57,-57.67,-7.72,-58.89,42.95,66.84,-16.55,160.32,-30.20,-11.16,119.19,78.96,94.70,26.33,-22.96
ROE_qq,,,,5.00,-13.19,-2.03,10.35,-32.58,-33.78,-14.37,15.29,13.13,,,-41.61,101.15,-9.86,-66.82,2.05,-31.50,490.41,-46.64,28.01,-1.02,-5.29,-9.11,-5.92,7.99,-26.74,-10.18,-13.80,-27.47,15.80
ROE_sq,,,,-14.05,-34.80,88.20,15.22,-39.27,-22.09,-26.97,-67.32,-85.20,,,-10.51,229.54,-34.23,0.66,-25.94,-13.66,43.37,-55.16,157.54,0.77,-28.29,39.87,-30.95,28.26,76.94,14.20,-24.87,-16.78,7.90
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,65.69,-19.07,,,,-3.83,19.75,-51.07,-64.32,-59.09,-39.97,,57.34,-30.87,20.33,,-62.55,-20.03,-73.51,36.98,124.73,176.62,294.39,-16.83,5.58,-19.72,-11.71,-31.49,-34.29,-41.60,-56.92,-34.68
ROA_sy,,-79.84,544.86,,,,13.33,9.27,44.01,-51.48,-86.70,-96.43,,-66.11,28.21,1937.70,,84.30,24.00,-78.28,-34.62,-71.30,49.19,152.59,1.48,149.22,-29.73,21.99,113.11,73.35,-89.23,-116.11,-49.43
ROA_qq,,,,-30.95,66.39,-6.78,-10.21,-14.02,-32.02,-32.02,2.96,26.15,,,-54.77,119.58,-14.12,-56.10,-3.41,-27.27,344.13,-27.97,18.90,3.69,-6.34,-8.56,-9.59,14.04,-27.33,-12.30,-19.66,-15.88,10.20
ROA_sq,,,,-24.40,-47.73,259.78,-20.29,-27.11,-31.11,21.22,-78.15,-80.45,,,-17.36,210.75,-50.04,43.64,-44.39,-45.56,50.37,-36.95,189.06,-7.84,-39.59,54.85,-18.50,60.00,5.53,25.97,-94.94,-339.29,431.34
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,53.77,-17.40,,,,62.47,80.94,112.91,191.99,-50.28,-42.45,-38.99,-59.60,-58.61,-9.04,-23.12,20.63,218.96,8.12,75.59,40.35,56.57,77.24,22.46,9.58,-20.94,-14.29,-34.05,-32.47,-27.19,-38.75,-15.44
OPM_sy,,-77.37,379.05,,,,8.79,14.64,60.47,22.16,-31.72,-61.29,-51.85,-49.67,-26.33,93.59,33.89,22.64,-5.84,-64.38,-45.79,-48.91,-10.40,100.66,99.78,58.88,-18.13,-12.58,-57.33,-34.76,13.93,9.28,199.61
OPM_qq,,,,-10.94,-12.86,-11.20,135.76,-0.82,2.54,21.78,-59.86,14.81,8.71,-19.37,-58.87,152.29,-8.12,26.52,8.76,-14.48,49.22,1.13,21.32,-3.18,3.10,-9.51,-12.47,4.96,-20.66,-7.35,-5.62,-11.70,9.52
OPM_sq,,,,-7.52,-17.69,31.81,8.43,-2.55,15.21,0.35,-39.39,-44.75,43.30,4.88,-11.28,45.19,-0.89,-3.94,-31.88,-45.07,50.83,-9.47,19.46,23.01,50.17,-28.00,-38.44,31.34,-26.70,10.08,7.51,25.98,100.95
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,58.53,-25.53,,,,78.33,-6.39,-56.29,-58.81,-55.12,-29.68,-9.05,9.79,-44.60,8.71,-7.96,-20.28,36.10,-55.32,31.63,76.10,132.39,240.00,53.73,13.33,-13.33,-8.52,-35.44,-34.40,-38.69,-51.00,-22.56
ROS_sy,,-79.95,446.39,,,,40.01,31.94,-27.30,-33.76,-54.57,-75.42,-8.65,23.54,11.60,225.05,33.04,11.38,-22.55,-61.13,-27.27,-58.13,150.63,211.03,-78.26,-93.90,-64.34,-66.74,454.17,3216.67,-89.24,-129.00,-59.25
ROS_qq,,,,28.47,53.36,-9.06,-0.47,-32.57,-28.39,-14.31,8.45,5.66,-7.37,3.44,-45.28,107.35,-21.57,-10.41,-6.58,-31.92,131.03,19.85,23.29,-0.40,4.46,-11.65,-5.71,5.13,-26.27,-10.23,-11.89,-15.97,16.52
ROS_sq,,,,-1.53,21.41,-10.01,30.14,-7.21,-33.10,-18.01,-10.74,-49.78,148.58,10.87,-19.37,46.27,1.74,-7.18,-43.93,-26.58,90.34,-46.56,235.59,-8.89,-86.70,-85.00,1861.11,-15.01,121.67,-10.23,-93.63,-328.95,411.49
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,64.77,-27.16,,,,81.30,-22.68,-72.18,-70.35,-54.90,-10.14,80.61,83.45,-59.19,-6.43,-13.15,15.88,332.27,39.69,108.19,72.26,35.85,46.98,5.40,-11.65,-16.30,-8.46,-24.62,-19.24,-29.58,-38.30,-21.58
RS_sy,,-39.14,113.94,,,,15.70,-4.15,-11.98,-30.97,-22.78,-24.57,-2.48,-10.66,-44.31,-16.22,-15.07,-5.93,15.67,-6.25,-63.29,-39.98,-11.84,-2.73,264.02,66.22,-4.86,8.10,-58.51,-38.08,-23.93,-44.65,78.25
RS_qq,,,,40.36,39.12,-12.30,5.87,-40.14,-49.95,-6.54,61.07,19.25,0.61,-5.07,-64.17,173.40,-6.61,26.67,33.66,-11.65,39.18,4.80,5.41,-4.41,-0.19,-12.15,-0.14,4.55,-17.81,-5.88,-12.93,-8.40,4.47
RS_sq,,,,8.14,-18.48,20.94,8.52,-10.41,-25.14,-5.15,21.40,-12.49,-3.22,-13.11,-24.32,31.65,-1.88,-3.76,-6.94,6.69,-61.58,57.32,36.70,17.70,43.80,-28.16,-21.76,33.74,-44.80,7.20,-3.88,-2.69,77.76
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,57.25,-15.88,,,,59.78,-15.81,-59.30,-58.82,-54.73,-29.37,6.97,7.07,-28.01,33.77,11.03,25.07,52.18,-41.81,14.56,18.00,72.19,129.31,44.24,24.38,-8.33,-2.26,-26.43,-26.73,-27.88,-39.91,-21.36
GPM_sy,,-54.67,176.20,,,,15.97,3.53,-3.02,-24.80,-52.59,-76.39,-53.48,-37.77,-15.49,178.98,93.08,72.36,-10.00,-44.17,-28.67,-64.52,-4.63,24.88,29.17,97.52,-9.95,-28.95,-47.93,-38.05,-82.21,-122.22,-41.08
GPM_qq,,,,27.47,42.09,-8.18,-3.92,-32.84,-31.31,-7.10,5.63,4.78,4.04,-7.02,-28.98,94.69,-13.65,4.74,-13.58,-25.56,70.02,7.88,26.12,-0.87,6.94,-6.97,-7.05,5.69,-19.51,-7.34,-8.52,-11.94,5.35
GPM_sq,,,,8.33,-11.26,13.29,6.49,-3.30,-16.88,-12.15,-32.86,-51.85,63.80,17.52,-8.83,58.96,13.37,4.91,-52.40,-1.39,44.84,-47.81,27.95,29.13,49.81,-20.20,-41.67,1.89,9.79,-5.06,-83.25,-227.27,391.07
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,-27.01,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,-12.90,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,37.01,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,-2.02,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,60.41,-10.18,,,,-12.35,131.73,138.60,153.04,-54.65,-50.85,,-42.12,-48.46,0.64,,-43.36,87.62,-35.92,83.02,79.03,86.28,105.56,-33.75,2.19,-26.66,-17.31,-30.00,-32.39,-30.69,-46.10,-28.66
ROPA_sy,,-84.40,703.31,,,,-14.48,-1.57,-13.84,-54.30,-78.22,-84.15,,-21.11,19.73,318.90,,-40.02,2.84,-71.18,-22.01,15.21,4.70,138.89,5.28,-46.13,-14.25,-16.70,70.85,333.99,103.38,64.97,80.09
ROPA_qq,,,,-52.16,-5.48,-8.89,112.73,26.50,-2.68,-3.38,-61.88,37.10,,,-66.06,167.71,0.48,-37.97,12.45,-8.57,186.98,-39.32,17.00,0.90,-7.50,-6.41,-16.03,13.76,-21.71,-9.60,-13.92,-11.53,3.62
ROPA_sq,,,,-33.39,-29.24,53.23,18.42,-23.33,-38.07,-18.72,-43.57,-44.22,,,-14.36,95.17,-43.45,-36.55,46.86,-45.30,53.03,-6.27,33.45,24.80,-32.56,-52.04,112.42,21.23,38.32,21.83,-0.45,-1.66,51.00
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-71.22,2.33,,,,-20.14,-62.39,-85.07,-87.29,-417.50,400.82,273.68,675.48,120.69,-46.98,-41.69,-83.02,-30.02,-67.09,24.57,28.36,93.36,-7.07,-6.20,237.30,7.37,46.97,-56.13,-83.05,-58.61,-56.46,-47.84
ZNPO_sy,,-2.06,41.22,,,,5.75,-25.83,41.22,94.30,-53.49,-88.23,-13.86,-9.83,10.42,666.85,3.23,-35.90,-9.94,-80.54,-61.06,-89.16,-3.36,502.42,217.45,1262.00,17.45,-41.16,-32.39,-13.57,3.74,22.23,-13.76
ZNPO_qq,,,,44.34,76.01,2.29,-69.27,-32.02,-30.15,-12.91,-867.77,207.24,-47.88,80.73,-79.52,174.87,-42.69,-47.36,-15.61,29.25,116.98,-45.76,27.12,-37.88,119.00,95.04,-59.54,-14.96,-34.63,-24.66,-1.16,-10.55,-21.69
ZNPO_sq,,,,-3.08,-51.63,-13.50,160.75,-32.02,-7.89,19.01,-37.59,-82.80,574.27,24.59,-23.58,19.44,-9.23,-22.64,7.38,-74.19,81.60,-78.45,857.01,60.88,-4.30,-7.56,-17.47,-19.40,9.96,18.17,-0.95,-5.03,-22.42
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,335.62,33.47,,,,-51.92,-51.92,-51.92,-51.92,-879.14,589.72,189.97,256.44,100.40,-99.17,-81.07,-88.54,3519.30,7078.03,354.46,211.57,2.60,-90.83,-53.73,28.14,26.00,240.90,-3.86,-26.56,8.52,74.49,130.27
ZFI_sy,,50.23,-39.86,,,,35.48,-2.76,-12.07,-2.68,5.58,9.23,0.90,25.64,-28.56,-39.43,0.24,-18.15,-7.26,61.66,-11.46,27.68,58.53,8.18,1.38,-13.69,-31.19,-33.72,-28.19,-32.61,-24.52,65.32,25.70
ZFI_qq,,,,,,,-51.92,,,,-879.14,188.52,-57.96,22.92,-99.12,83.63,853.82,-25.58,177.66,264.18,-39.61,-48.98,-8.57,-67.46,204.84,41.30,-10.09,-11.97,-14.03,7.93,32.87,41.53,13.46
