,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
PKKO_qq,,,5.53,394.64,-109.57,-189.57,,,,,,,,,,21.31,0.87,21.54,-225.44,-14.14,-50.37,42.60,72.13,-57.32,7.09,-14.03,-110.24,52.41,-8.85,-19.06,-6.49,-33.27,6.08,-4.26,-3.50,20.63,-19.60,17.24
PKKO_sq,,,-73.27,387.51,5.11,20.95,,,,,,,,,,201.84,35.11,-30.27,24.67,-33.59,38.65,-34.45,14.97,-12.33,-29.27,101.28,-22.20,0.62,10.47,-41.57,7.79,-0.09,0.24,14.31,4.78,-0.58,-4.09,-11.34
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,,,712.83,,,,,,,,,,,,,,,-85.39,-47.17,-67.57,-84.23,55.86,268.89,589.21,1374.69,103.33,-36.81,-53.99,-73.60,-61.33,-49.70,-37.97,-19.63,-42.08,-47.26,-57.15,-50.80
RN_sy,,,,53.31,,,,,,,,,,,,,,,-17.16,-26.94,-55.46,-52.82,-18.35,22.28,42.32,32.00,9.98,-3.29,-6.37,27.56,36.45,19.04,20.89,-14.27,-10.16,-16.78,-9.11,-8.07
RN_qq,,,,,18.04,10.91,-15.37,,,,,,,,,-76.64,-1.26,12.77,-43.85,-15.49,-39.39,-45.16,454.89,100.00,13.23,17.35,-23.49,-37.84,-17.56,-32.67,12.06,-19.14,1.66,-12.76,-19.24,-26.36,-17.40,0.16
RN_sq,,,,,-16.03,1.15,-23.56,,,,,,,,,6.82,19.99,1.87,-36.56,-5.79,-26.84,7.91,9.79,41.08,-14.85,0.08,-8.52,24.06,-17.56,36.35,-2.14,8.22,-16.28,-3.30,2.55,0.25,-8.57,-2.19
CRN,1315000,,,162000,137000,124000,146000,,,,,,,,13000,54000,55000,48000,86000,102000,168000,306000,55000,28000,24000,21000,27000,44000,53000,79000,70000,87000,85000,98000,121000,165000,199000,199000
CRN_yy,,,,-87.68,,,,,,,,,,,,,,,561.54,88.89,205.45,537.50,-36.05,-72.55,-85.71,-93.14,-50.91,57.14,120.83,276.19,159.26,97.73,60.38,24.05,72.86,89.66,134.12,103.06
CRN_sy,,,,-36.43,,,,,,,,,,,,,,,25.55,26.87,82.14,97.27,-1.16,-11.76,-28.92,-23.04,2.35,2.67,10.34,-18.56,-21.84,-15.58,-9.38,14.71,13.97,20.00,14.48,12.18
CRN_qq,,,,,-15.43,-9.49,17.74,,,,,,,,,315.38,1.85,-12.73,79.17,18.60,64.71,82.14,-82.03,-49.09,-14.29,-12.50,28.57,62.96,20.45,49.06,-11.39,24.29,-2.30,15.29,23.47,36.36,20.61,
CRN_sq,,,,,-13.41,23.94,2.84,,,,,,,,,-2.19,-16.42,-1.79,56.36,-1.16,20.00,6.37,-21.66,-11.76,-3.33,15.17,4.19,-11.49,3.90,-15.00,,-4.41,11.54,7.59,-0.64,0.65,6.41,
CPZ,2202000,1017000,549000,416000,250000,203000,206000,1440000,1568000,1670000,125000,41000,33000,37000,53000,212000,373000,419000,582000,493000,598000,1166000,214000,126000,104000,72000,112000,153000,188000,240000,197000,153000,92000,101000,110000,187000,292000,378000
CPZ_yy,,,,-81.11,,-80.04,-62.48,246.15,527.20,722.66,-39.32,-97.15,-97.90,-97.78,-57.60,417.07,1030.30,1032.43,998.11,132.55,60.32,178.28,-63.23,-74.44,-82.61,-93.83,-47.66,21.43,80.77,233.33,75.89,,-51.06,-57.92,-44.16,22.22,217.39,274.26
CPZ_sy,,,,-16.50,,-47.24,-26.79,3.05,2.51,7.96,10.31,3.75,3.12,5.83,-2.69,-12.00,8.86,6.34,13.09,-10.61,-2.58,-17.20,-9.98,-8.23,-18.33,-6.73,-13.44,6.33,-1.50,-4.81,8.45,,-16.46,0.80,-16.71,13.43,12.12,2.11
CPZ_qq,,,-46.02,-24.23,-39.90,-18.80,1.48,599.03,8.89,6.51,-92.51,-67.20,-19.51,12.12,43.24,300.00,75.94,12.33,38.90,-15.29,21.30,94.98,-81.65,-41.12,-17.46,-30.77,55.56,36.61,22.88,27.66,-17.92,-22.34,-39.87,9.78,8.91,70.00,56.15,29.45
CPZ_sq,,,-33.58,-7.36,-10.79,-3.88,-7.84,30.41,-11.26,1.22,-5.83,22.66,-11.81,3.89,-13.41,10.92,9.09,1.49,-7.92,-12.31,18.89,-13.75,0.12,-10.61,5.80,-1.50,-7.09,9.81,-1.99,-4.81,5.85,-5.53,-12.23,14.85,-12.53,28.66,-13.25,4.59
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,271.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,-36.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,5754000,,,1549000,1549000,1549000,1549000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,-73.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,55.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,,,947.33,,,,,,,,,,,,,,,-77.95,-41.89,-34.47,-65.63,228.08,414.70,575.11,1283.24,19.44,-36.14,-47.07,-66.45,-36.61,-24.76,6.78,41.71,42.54,5.14,-31.64,-32.91
RMO_sy,,,,-19.79,,,,,,,,,,,,,,,-4.70,4.60,5.27,-7.28,-1.28,21.01,19.83,35.38,0.78,-4.34,-2.98,-16.25,12.72,-3.00,4.17,4.97,6.12,10.98,14.00,12.96
RMO_qq,,,,,18.04,10.90,-15.37,,,,,,,,,-60.10,-26.37,11.88,-32.92,5.15,-16.97,-41.32,540.38,64.97,8.90,20.24,-44.70,-11.80,-9.75,-23.77,4.46,4.69,28.09,1.17,5.08,-22.78,-16.72,-0.72
RMO_sq,,,,,24.00,13.66,5.70,,,,,,,,,-11.85,-8.82,16.61,1.67,-3.24,-8.24,2.71,8.25,18.61,-9.14,16.04,-19.41,12.58,-7.84,0.16,8.47,-3.13,-1.02,0.93,9.66,1.31,1.67,0.01
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,,,39.50,,,,,,,,,,,,,,,-87.65,-64.01,-56.89,-70.21,376.03,669.41,890.13,1677.73,44.98,-12.27,-21.50,-47.28,-10.76,1.90,43.30,90.76,100.37,39.62,-13.42,-15.97
RMT_sy,,,,-25.41,,,,,,,,,,,,,,,-16.06,3.84,-8.29,-12.68,6.73,-25.01,-19.01,-2.12,19.66,31.67,39.13,23.45,0.76,33.26,26.15,17.42,-2.86,25.23,-16.04,15.35
RMT_qq,,,,,18.06,10.89,-15.36,,,,,,,,,-64.59,-28.21,-0.90,-50.97,3.19,-14.02,-31.52,683.47,66.79,10.65,22.95,-36.10,0.92,-0.99,-17.43,8.17,15.23,39.24,9.92,13.61,-19.70,-13.65,6.67
RMT_sq,,,,,15.76,-1.14,4.58,,,,,,,,,-6.56,-0.33,0.47,-10.29,15.59,-11.98,-4.33,9.64,-18.78,-4.93,15.63,34.04,-10.63,0.46,2.59,9.40,18.19,-4.90,-4.51,-9.49,52.37,-36.24,31.19
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,,,228.16,,177.29,20.97,-14.71,-37.54,-47.95,892.99,1871.25,2608.45,2730.96,10.16,-75.31,-84.65,-82.89,-79.83,-44.14,-37.83,-65.85,234.29,425.00,588.01,1298.16,20.32,-35.46,-46.44,-66.04,-36.19,-24.36,7.30,42.57,43.72,5.89,-31.20,-32.53
RM_sy,,,,-14.18,,-7.03,5.09,4.27,-7.16,-11.96,-2.23,33.47,36.40,64.67,20.60,-12.03,-21.92,-21.52,-12.08,18.32,-12.73,-22.41,6.42,-4.83,8.59,43.69,5.92,5.32,34.50,26.07,5.30,31.88,9.44,-15.98,-17.64,4.29,1.44,32.80
RM_qq,,,72.89,20.97,19.44,11.00,-24.57,-14.71,-12.53,-7.51,1339.09,69.31,20.19,-3.33,-44.00,-62.06,-25.27,7.79,-34.00,5.08,-16.84,-40.78,546.01,65.03,8.98,20.34,-44.41,-11.48,-9.56,-23.69,4.46,4.92,28.29,1.40,5.30,-22.70,-16.64,-0.57
RM_sq,,,0.44,-19.04,26.91,-9.91,13.54,-19.68,13.01,-14.58,26.09,9.66,15.49,3.13,-7.66,-20.01,2.50,3.66,3.45,7.64,-24.40,-7.84,41.90,-3.74,-13.73,21.94,4.60,-4.29,10.17,14.30,-12.63,19.86,-8.57,-12.25,-14.35,51.77,-11.07,14.88
COP,7069000,,,1711000,1686000,1673000,1695000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,-75.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,63.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,-1.46,-0.77,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,-1.40,-9.02,-13.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,4867000,,,1295000,1436000,1470000,1489000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,-73.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,-5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,10.89,2.37,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,1.42,1.82,-12.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
