,2005/Q4,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
EVEBITDACurrent_qq,,,-21.72,36.86,110.86,21.94,-9.37,11.89,-1.69,14.16,-33.52,13.84,-23.53,-19.98,15.82,5.48,3.31,3.92,-19.62,5.83,-12.64,8.79,17.48,4.37,24.82,13.23,-8.71,15.12,-7.43,-28.12,15.12,8.26,29.92,0.26,-6.84,-19.03,-17.20,-8.42,-12.25,-1.94,-2.68,0.89,-7.55,5.49,10.59,-7.70,2.34,-41.63,-28.73,-3.65,-1.47
EVEBITDACurrent_sq,,,-30.92,131.19,16.13,9.46,60.03,-12.02,3.57,-0.97,-3.83,-67.59,-8.86,-5.34,-87.71,1676.36,58.74,3.92,-19.62,5.83,42.66,0.76,-10.26,4.26,9.97,-2.36,134.78,-48.57,-0.70,-32.87,5.06,5.72,-5.76,-17.45,2.49,54.79,-45.67,-18.39,2.52,18.46,-24.63,-5.08,7.63,19.55,14.28,-23.65,-16.57,-3.76,13.93,-7.37,-10.08
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,,,-62.04,,-75.79,-63.12,-56.46,-79.23,-101.14,-20.25,-25.42,,,,89.77,,,,82.63,,43.24,,-119.02,,-125.88,,693.10,670.83,,,-41.28,-9.19,,32.73,13.37,162.50,44.37,110.05,114.85,-4.08,-9.02,-12.17,-27.64,-11.35,19.30,-21.29,81.74,64.00,30.56,77.36
ROE_sy,,,,37.32,,-14.27,-44.88,-65.17,-49.68,-33.33,-173.65,-82.91,,,,200.68,,,,25.57,,-16.53,,11.35,,-8.17,,5.34,76.00,,,-48.39,-47.20,,-48.64,2.08,100.50,150.76,238.24,342.86,162.59,86.42,39.64,30.35,-13.96,-11.12,-1.90,-29.75,-8.92,7.83,-29.39
ROE_qq,,,-39.20,-38.69,-32.47,-3.83,-7.39,-27.61,-67.80,-105.26,6600.00,-32.31,,,,,74.85,-11.30,,,,,-55.53,-135.15,141.38,-500.00,,,-46.22,,,22.42,-16.83,69.05,-22.89,4.57,92.58,-7.03,12.20,6.96,-14.02,-11.82,8.31,-11.88,5.34,18.67,-28.54,103.46,-4.95,-5.53,-2.93
ROE_sq,,,-2.68,74.49,-33.03,-24.61,-37.42,10.26,-3.26,-0.12,-169.13,125.59,,,,,128.73,-52.13,,,,,802.85,-83.06,-47.41,14.15,,,-12.14,,,-44.78,-10.12,8.94,-5.02,9.76,76.53,36.25,28.12,43.71,4.67,-3.27,-4.03,34.15,-30.91,-0.07,5.93,-3.94,-10.42,18.30,-30.63
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,,,-60.32,,-74.87,-64.71,-57.32,-80.61,-101.33,-23.61,-27.62,,,,89.47,,,,88.19,,53.49,,-118.45,,-123.33,,652.00,595.24,,,-41.30,-8.22,,35.82,16.67,173.88,48.48,114.84,121.16,-3.00,-7.29,-10.74,-26.56,-9.27,20.13,-20.63,84.04,67.80,35.08,82.31
ROA_sy,,,,28.46,,-10.60,-37.30,-52.34,-22.24,-20.10,-140.38,-83.80,,,,121.05,,,,70.24,,12.56,,-26.92,,-109.92,,30.62,635.71,,,-40.66,5.10,,117.13,91.98,61.20,44.54,25.29,76.69,120.06,87.09,34.81,39.67,-2.99,-4.69,12.23,3.71,-8.46,-20.29,-1.65
ROA_qq,,,-31.66,-39.71,-32.93,-9.09,-4.00,-27.08,-69.52,-106.25,5600.00,-30.91,,,,,73.61,-14.00,,,,,-54.85,-133.56,142.00,-466.67,,,-47.10,,,20.90,-17.28,72.39,-21.21,3.85,94.18,-6.54,13.99,6.91,-14.83,-10.67,9.75,-12.03,5.21,18.27,-27.49,103.97,-4.07,-4.80,-2.13
ROA_sq,,,-6.47,58.20,-23.02,-21.52,-34.40,20.26,25.59,-19.35,-133.16,148.25,,,,,48.81,-14.00,,,,,-633.88,116.18,-86.60,-185.71,,,-24.54,,,-18.39,33.64,31.18,51.76,-27.84,12.22,17.62,31.55,1.76,39.76,,-5.21,5.43,-2.93,-1.74,11.61,-2.57,-14.32,-14.44,37.70
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,,,-49.60,,-78.58,-73.11,-66.52,-68.09,-86.90,39.70,89.70,348.03,2047.37,5.98,23.98,3.34,-14.22,77.62,74.82,88.44,55.86,-12.94,-16.18,-45.04,-53.44,-48.11,-36.36,0.49,24.61,89.20,21.72,-47.71,-56.24,-59.76,-12.06,161.87,220.58,236.63,79.71,20.05,6.87,-9.80,-17.70,-34.69,-30.56,-39.78,100.74,163.93,174.96,203.97
OPM_sy,,,,-44.18,,-24.38,-32.10,-23.69,-52.20,-55.13,-45.77,-17.84,12.67,15.16,5.98,-58.82,-29.70,-25.57,-33.67,143.41,15.88,67.95,92.25,14.22,-16.83,-61.07,-64.35,0.99,-3.24,32.35,54.99,-17.22,-33.38,-18.52,-12.59,30.50,155.13,147.64,151.23,24.18,17.51,17.33,2.80,1.46,-11.81,-22.53,-26.24,4.96,-10.05,-2.67,300.86
OPM_qq,,,-7.98,-44.14,-42.82,-27.14,15.52,-30.45,-45.49,-70.08,1131.58,-5.56,28.73,43.41,-39.22,10.48,7.30,19.05,25.86,8.74,15.66,-1.53,-29.70,4.69,-24.16,-16.58,-21.65,28.39,19.77,3.43,18.96,-17.40,-48.55,-13.44,9.39,80.53,53.20,5.97,14.86,-3.63,2.34,-5.67,-3.06,-12.07,-18.79,0.30,-15.93,193.14,6.77,4.50,-7.06
OPM_sq,,,-5.22,-44.53,49.86,-4.02,-14.89,-37.66,-6.13,-9.90,2.86,-5.56,28.73,-7.91,-5.34,-63.31,119.78,-2.50,-15.64,34.65,4.63,41.32,-3.44,-20.00,-23.81,-33.85,-11.57,126.61,-27.01,-9.52,3.56,21.03,-41.25,10.66,11.09,80.69,14.86,7.41,12.70,-10.68,8.68,7.25,-1.25,-11.85,-5.54,-5.78,-5.98,25.43,-19.04,1.95,287.22
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,,,-42.76,,-62.22,-61.25,-54.88,-79.10,-101.39,-22.51,-26.35,104.30,6933.33,-20.18,77.98,265.79,55.12,160.54,105.67,17.27,49.53,-36.47,-119.17,-91.78,-128.29,17.59,726.80,634.33,284.01,-11.61,-42.02,-4.67,57.58,36.75,10.61,142.00,36.79,95.60,104.72,-6.26,-13.50,-14.40,-29.23,-11.47,20.37,-21.11,88.10,69.53,36.81,92.73
ROS_sy,,,,5.13,,-22.19,-36.53,-54.88,-78.14,-69.19,-35.76,-26.35,-10.00,-137.04,-180.73,-47.02,-18.75,211.43,160.23,73.16,142.74,483.97,124.53,8.00,-82.22,-121.51,-60.92,78.70,291.09,381.63,96.77,-54.40,40.00,-5.98,22.04,127.56,129.11,163.97,137.31,7.24,10.66,4.38,-14.72,31.90,-12.84,-26.29,-21.83,1.85,-27.00,-13.47,272.26
ROS_qq,,,-4.97,-39.76,-32.16,-2.70,-2.54,-29.86,-68.58,-106.45,5550.00,-33.33,-12.84,115.79,-36.34,48.66,79.12,-8.49,6.92,17.35,2.13,16.69,-54.57,-135.42,143.79,-501.49,288.85,88.78,-48.70,0.61,-9.29,23.83,-15.65,66.31,-21.28,0.16,84.55,-5.99,12.56,4.83,-15.49,-13.25,11.38,-13.33,5.72,17.94,-27.00,106.66,-4.71,-4.82,2.83
ROS_sq,,,1.71,-18.20,11.59,-16.19,-17.03,-41.85,-45.95,18.12,73.02,-33.33,-33.94,-148.61,-277.14,143.75,1.30,-33.33,103.85,25.79,42.00,60.39,-21.62,-39.50,-76.62,-294.06,242.35,176.70,-48.83,39.75,-0.54,-35.88,57.10,-6.15,29.09,19.55,58.18,8.13,16.06,-45.97,63.21,2.00,-5.17,-16.45,7.86,-13.75,0.57,8.87,-22.70,2.24,332.68
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,,,-41.09,,-84.00,-76.26,-66.79,-49.85,105.00,-20.21,-15.00,165.27,151.57,512.67,463.40,71.11,0.14,-65.29,-53.25,-30.08,-30.98,85.58,32.26,-30.75,-53.31,-49.32,-9.01,61.31,175.54,120.67,13.40,-53.89,-51.56,-39.88,16.55,232.60,193.89,166.83,62.09,15.42,7.55,-9.13,-12.70,-27.39,-21.97,-34.30,-32.75,-10.91,-4.30,-4.57
RS_sy,,,,8.19,,1.85,-7.92,12.68,-14.20,-24.80,-35.19,-76.09,-26.29,-21.86,-3.59,-13.73,-17.16,-22.48,-28.29,100.00,-49.86,-17.75,52.25,95.08,80.98,-35.97,-58.86,-15.15,-26.73,8.15,23.20,-14.19,7.99,68.31,84.30,35.20,97.34,79.63,55.96,27.42,40.00,27.32,12.95,0.70,-10.99,-24.02,-22.51,-6.23,-16.90,0.44,167.38
RS_qq,,,-9.49,-31.57,-38.56,-57.96,34.29,-4.26,-7.22,71.86,-47.74,2.00,189.54,62.98,27.29,-6.20,-12.06,-4.62,-55.88,26.33,31.51,-5.85,18.64,-9.97,-31.14,-36.51,28.76,61.67,22.06,8.45,3.12,-16.92,-50.36,13.92,27.97,61.06,41.65,0.66,16.19,-2.17,0.87,-6.20,-1.83,-6.01,-16.10,0.79,-17.34,-3.79,11.15,8.26,-17.57
RS_sq,,,-3.84,-18.92,23.33,5.92,-13.07,-0.78,-6.09,-7.15,-25.09,-63.40,189.54,-1.58,-7.57,-67.25,178.03,-7.90,-14.50,-8.65,-30.30,51.09,58.27,17.05,-35.34,-46.55,1.69,141.44,-44.16,-21.11,15.84,68.16,-29.73,22.96,26.85,23.36,2.56,11.92,10.14,0.78,12.69,1.79,-2.29,-10.15,-0.38,-13.12,-0.36,8.73,-11.72,5.01,165.25
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,,,-42.57,,-57.79,-57.94,-55.57,-70.25,-103.67,-27.07,-14.76,9.47,2747.62,-8.59,66.01,379.46,42.45,154.70,208.66,76.10,115.03,13.45,-102.42,-86.04,-109.22,-39.39,3010.53,161.47,469.43,-38.17,-60.85,-45.61,7.76,-45.41,-21.71,152.90,43.04,565.89,325.37,76.28,22.37,-16.70,-28.99,-23.01,12.80,-21.31,100.98,86.00,54.54,105.46
GPM_sy,,,,-24.13,,-24.20,-27.19,-55.57,-74.52,-71.60,-52.69,-14.76,-29.12,-11.28,-51.26,33.17,67.57,24.12,22.28,-19.75,28.39,108.83,192.16,-30.58,-72.61,-110.91,-86.66,112.78,147.25,635.66,229.35,-56.11,-27.27,-33.14,-39.44,77.12,198.72,174.24,379.56,35.42,14.94,14.92,-18.64,52.90,7.58,-17.17,-15.78,-16.78,-26.52,-7.79,291.54
GPM_qq,,,-4.72,-37.41,-29.70,0.70,-5.07,-33.89,-52.92,-112.43,1985.71,-22.73,-39.54,200.54,-34.89,40.33,74.61,-10.71,16.41,70.07,-0.38,9.03,-38.58,-103.63,673.68,-172.02,503.82,74.45,-48.46,1.75,-32.41,10.46,-28.41,101.61,-65.76,58.41,131.27,14.03,59.40,1.19,-4.16,-20.84,8.50,-13.73,3.91,15.98,-24.31,120.34,-3.84,-3.64,0.63
GPM_sq,,,-3.73,-29.71,26.79,-11.66,-7.51,-57.11,-27.30,-1.53,54.09,-22.73,-39.54,23.24,-15.35,111.14,-23.93,-8.71,-16.61,38.56,21.71,48.49,16.67,-67.08,-51.98,-159.17,242.64,425.00,-44.20,28.20,-12.30,-30.03,-7.55,17.86,-20.56,104.63,55.93,8.20,38.91,-42.22,32.35,8.17,-1.65,8.59,-6.88,-16.71,,7.30,-17.77,4.51,324.64
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,1.33,,-7.40,-6.12,-7.49,-8.43,-6.19,-12.28,-11.38,4.40,11.76,19.46,19.30,2.16,-3.81,-16.55,-5.25,4.07,5.47,15.21,2.37,-6.58,-9.31,-3.47,5.47,12.84,14.12,12.24,7.02,-6.75,-0.97,-1.33,13.75,37.91,33.14,32.00,11.74,5.02,-0.19,2.31,-2.35,-10.34,-7.65,-20.51,-15.69,-8.18,-7.11,-1.26
RBS_sy,,,,1.33,,4.89,-15.54,-3.35,-18.33,-26.74,-14.13,-34.80,-41.59,-31.13,-38.80,-2.33,15.77,6.71,35.21,37.40,35.22,39.47,24.26,-16.35,-23.39,-25.64,-29.19,-17.03,-13.50,-14.72,-5.94,25.79,20.90,27.64,39.62,13.94,7.39,6.22,-6.39,-12.76,-3.70,-4.02,-2.50,1.28,0.18,-2.52,0.35,0.14,-3.16,1.35,48.62
RBS_qq,,,3.07,-3.49,-3.72,-3.32,4.50,-4.90,-4.70,-0.95,-2.28,-3.93,12.27,6.03,4.46,-4.06,-3.86,-0.17,-9.38,8.93,5.60,1.18,-1.01,-3.21,-3.64,-1.78,5.37,5.76,3.09,-0.66,3.63,0.84,-10.18,5.50,3.25,16.25,8.90,1.86,2.37,-1.59,2.35,-3.20,4.93,-6.07,-6.03,-0.29,-9.68,-0.37,2.34,0.87,-3.99
RBS_sq,,,3.53,-15.00,19.04,0.13,-16.63,-2.74,0.60,-10.18,-2.28,-26.15,-9.89,5.90,-13.15,17.85,6.81,-2.39,10.04,19.77,5.11,0.68,-1.96,-19.37,-3.74,-2.27,-6.65,-5.52,0.36,-3.65,2.95,26.36,-3.55,1.73,12.62,3.11,-9.09,0.62,-0.75,-3.91,0.36,0.28,0.82,-0.18,-0.74,-2.41,3.78,-0.39,-4.01,2.13,52.19
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,,,-65.11,,-85.67,-75.59,-68.20,-70.07,-87.13,37.72,86.75,,,,30.97,,,,60.10,,59.92,,-20.00,,-61.48,,-43.46,-3.70,,,23.13,-50.00,,-60.00,-7.18,197.80,248.78,268.89,94.64,24.35,14.34,-5.72,-14.98,-33.23,-30.58,-39.62,96.76,161.78,170.93,187.83
ROPA_sy,,,,71.22,,16.08,-28.77,-51.59,-42.12,-48.69,-66.49,-76.80,,,,-41.94,,,,261.11,,28.90,,6.46,,-55.81,,-35.84,29.68,,,79.73,35.82,,9.83,12.91,11.23,15.59,56.80,75.25,104.61,59.97,26.57,22.36,4.29,6.12,18.82,11.90,-11.52,-25.61,-9.89
ROPA_qq,,,-33.76,-44.11,-43.68,-31.29,12.87,-27.19,-46.99,-70.45,1107.69,-1.27,,,,,3.94,12.32,,,,,-30.34,-1.52,-27.31,-22.75,,,23.81,,,-19.56,-49.72,-9.89,9.76,86.67,61.31,5.54,16.08,-1.51,3.06,-2.97,-4.28,-11.18,-19.06,0.89,-16.74,189.42,7.68,4.41,-11.54
ROPA_sq,,,14.09,33.66,-16.12,-9.24,-29.99,-9.18,0.30,-19.55,-54.27,-37.12,,,,,134.44,12.32,,,,,-293.94,158.40,-32.80,-41.94,,,35.81,,,-3.16,2.63,22.95,-10.13,-0.44,1.11,27.77,21.91,11.28,18.05,-0.11,-3.54,7.57,0.62,1.65,8.00,1.31,-20.44,-14.53,30.82
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,,,-59.01,,-71.41,-59.64,-28.36,-29.30,-103.50,296.50,75.58,44.78,3701.19,-85.42,-53.99,103.46,12.00,-62.32,228.37,70.28,237.69,-182.94,-126.19,-93.97,-113.75,779.42,346.37,527.65,282.71,-40.19,-23.65,18.28,127.42,279.70,78.48,153.63,-12.85,-11.81,10.88,-35.41,21.52,-16.33,-12.06,27.70,-5.26,23.66,310.97,119.90,131.15,146.02
ZNPO_sy,,,,-46.21,,-35.32,-14.81,-30.69,-68.87,-101.96,-18.71,-32.21,7.87,3701.19,-49.64,-47.86,105.42,-3.47,41.77,612.47,-42.08,-22.31,19.23,6.48,208.17,-122.86,-30.21,-43.04,-51.69,520.83,30.08,-35.05,16.07,89.18,65.35,110.37,-6.12,27.05,35.76,-6.22,114.28,31.99,-5.64,0.23,-18.12,-19.65,16.88,20.56,26.84,-3.21,100.06
ZNPO_qq,,,-20.63,-47.24,-42.22,18.17,12.04,-6.36,-42.97,-105.85,12792.86,-58.53,-52.97,45.50,-48.60,30.80,107.96,-19.91,-82.70,1039.76,7.85,58.84,-104.25,-259.88,124.81,-462.44,309.92,30.50,-36.78,5.51,-31.28,66.58,-2.07,102.86,14.73,-21.70,39.17,-30.30,16.10,-1.54,-18.94,31.15,-20.07,3.49,17.71,-2.70,4.33,243.93,-37.02,2.28,11.04
ZNPO_sq,,,-26.52,-25.57,26.99,-6.87,-3.22,-39.44,-42.97,-105.85,4123.81,-49.50,-9.26,95.29,-43.74,-47.71,257.53,-8.23,-17.36,162.78,-70.94,23.09,26.82,134.69,-15.88,-109.13,487.27,91.53,-28.67,-20.47,19.71,-4.36,27.48,29.63,4.63,21.67,-43.11,75.43,11.80,-15.95,29.99,8.05,-20.07,-10.73,6.18,6.04,16.27,-7.92,11.72,-19.08,140.33
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,,-13.53,,-44.14,1300.53,1257.48,103.79,35.61,-83.69,-81.08,-43.03,,88.80,-9.82,-5.08,,-85.00,-78.97,-59.07,,,407.65,129.40,,,9.46,11.83,-4.97,-22.81,-28.60,-0.85,-6.36,105.40,28.32,-3.01,-55.22,-82.55,-66.95,-87.76,-15.81,4.64,2.95,276.26,-59.84,-48.67,70.45,,,
ZFI_sy,,,,30.08,,-2.86,2.59,8.69,-7.23,15.16,12.29,7.63,12.06,,0.74,-8.95,-30.29,,-67.60,-2.27,29.10,,,4.50,-1.20,,,-1.95,11.83,-11.15,116.49,-11.31,-10.18,-8.86,-16.94,-26.38,-6.27,-57.95,-45.13,20.26,-7.61,136.75,21.58,-47.43,-0.92,19.20,52.39,102.40,,,
ZFI_qq,,,-77.17,8.84,119.03,2.62,472.48,5.50,-67.12,-31.71,-31.13,22.36,-1.00,,,-41.55,4.21,5.88,-76.74,-18.06,102.83,,,,-8.34,12.95,5.34,0.37,-6.35,-4.02,-14.43,-7.17,30.05,-9.35,87.70,-42.00,-1.71,-58.15,-26.86,9.85,-63.59,187.76,-9.10,8.09,33.08,-69.29,16.20,258.90,,,
ZFI_sq,,,-3.54,2.15,12.77,-12.58,1.87,8.23,-3.76,8.53,-0.67,3.74,0.20,,,-6.23,-23.29,118.97,-79.43,182.81,1.32,,,,-4.21,9.16,-52.17,96.04,9.26,-13.27,16.55,-19.69,10.64,-12.00,6.22,-28.82,40.87,-60.52,38.62,56.01,8.23,1.15,-28.81,-32.55,103.99,21.69,-8.99,-10.41,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,,,-31.10,,-19.54,51.35,22.79,42.41,32.39,29.75,23.60,,,,-0.36,,,,-17.78,,-35.56,,22.95,,74.95,,43.78,47.35,,,-0.91,-1.83,,-9.61,-10.67,-17.76,-13.83,-10.81,-14.72,-6.66,-9.96,-9.53,-6.60,-11.09,-2.94,-4.49,-8.99,-14.91,-20.48,-19.43
DTAR_sy,,,,-2.94,,-10.63,-9.42,-11.42,29.60,47.34,24.69,44.86,,,,-32.72,,,,2.32,,-21.15,,18.24,,38.43,,20.54,5.12,,,-7.00,-1.45,,0.67,-0.04,1.48,1.80,-4.86,3.84,-18.60,-6.48,-8.08,-0.62,-7.41,-2.35,-4.77,3.83,20.40,5.43,-62.73
DTAR_qq,,,-56.85,16.65,12.17,42.50,-18.82,-5.37,30.09,32.48,-20.44,-9.86,,,,,6.44,17.53,,,,,-10.53,40.16,2.24,36.45,,,4.78,,,5.75,3.81,-7.68,-10.81,4.52,-4.43,-3.27,-7.69,-0.07,4.60,-6.69,-7.24,3.17,-0.43,1.86,-8.73,-1.70,-6.90,-4.80,-7.52
DTAR_sq,,,-15.77,47.42,-27.89,-0.20,-14.62,44.17,5.50,13.46,-27.75,67.49,,,,,48.68,-23.55,,,,,83.20,-26.33,8.19,-5.20,,,-5.65,,,4.62,-0.02,-1.62,-2.18,3.89,1.51,-1.31,-8.59,13.39,-20.43,13.39,-10.15,22.58,-25.86,19.58,-12.37,33.64,-14.03,4.71,-69.02
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,,,-34.17,,-22.81,58.21,25.65,49.51,40.02,35.06,27.30,,,,-0.44,,,,-19.96,,-39.91,,26.60,,92.82,,54.61,59.82,,,-1.17,-2.28,,-11.50,-12.93,-21.33,-16.51,-12.75,-17.29,-7.92,-11.64,-10.99,-7.71,-12.90,-3.44,-5.22,-10.31,-16.90,-23.11,-21.68
CG_sy,,,,-15.25,,-20.64,-31.88,-19.80,45.07,96.87,65.41,-55.21,,,,-41.23,,,,0.31,,-31.17,,-28.74,,230.29,,955.30,57.11,,,-23.42,-18.60,,-14.21,-18.94,88.37,98.41,90.54,64.78,-35.15,-11.63,-19.24,-2.23,-11.95,-6.53,-10.57,7.77,68.39,25.77,-75.48
CG_qq,,,-61.61,18.33,13.58,49.60,-21.31,-6.02,35.15,40.11,-24.10,-11.42,,,,,7.52,21.15,,,,,-11.70,46.62,2.56,45.23,,,6.01,,,7.17,4.81,-9.46,-12.98,5.43,-5.30,-3.91,-9.06,-0.06,5.44,-7.79,-8.39,3.63,-0.49,2.22,-10.08,-1.95,-7.80,-5.42,-8.40
CG_sq,,,18.60,14.31,-40.31,-1.93,1.80,34.59,7.97,33.09,-14.47,-63.55,,,,,25.49,0.43,,,,,-984.69,109.31,290.68,2.59,,,-41.84,,,63.01,-38.17,-6.03,-9.42,54.04,43.67,-1.02,-13.01,33.21,-43.46,34.87,-20.50,61.27,-49.08,43.18,-23.94,94.34,-20.43,6.93,-85.17
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,,-46.15,,-48.43,-23.80,-20.83,-18.93,186.49,194.05,246.99,,,,-11.48,,,,-13.95,,-32.19,,-22.05,,43.92,,170.07,107.37,,,-1.35,-4.58,,-17.39,-16.78,-20.62,-19.89,-20.16,-19.42,-16.05,-11.80,-14.08,-20.12,-22.88,-26.87,-22.37,-23.40,-21.73,-20.79,-26.40
LDER_sy,,,,-50.22,,-31.56,-30.64,-20.14,-48.16,-37.77,30.40,-44.20,,,,-22.59,,,,48.92,,-49.70,,-48.50,,16.60,,170.07,81.52,,,-1.35,-6.00,,-16.89,-40.41,496.91,506.96,485.59,561.15,-44.63,-45.48,-16.19,-0.14,27.23,-27.60,-12.71,-54.84,15.69,85.67,-51.98
LDER_qq,,,-38.50,-4.82,-5.65,-6.62,-9.12,-1.12,-3.38,229.96,-6.72,16.69,,,,,-6.00,29.43,,,,,-11.28,-8.36,28.83,37.39,,,-1.08,,,-3.12,-4.32,-5.37,-5.82,-2.41,-8.72,-4.51,-6.14,-1.51,-4.90,0.32,-8.57,-8.43,-8.18,-4.87,-2.93,-9.65,-6.18,-3.74,-9.80
LDER_sq,,,20.23,-59.95,66.73,-14.74,21.84,-53.89,8.22,2.35,155.32,-80.27,,,,,7.49,29.43,,,,,-177.10,242.15,-17.06,28.27,,,-44.26,,,74.85,-46.88,-5.54,-5.26,25.36,432.07,-3.95,-8.59,41.54,-55.44,-5.42,40.51,68.64,-43.23,-46.18,69.40,-12.75,45.43,-13.62,-56.19
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,,36.06,,88.54,99.09,91.51,79.54,-61.52,-64.68,-70.09,,,,-7.24,,,,8.82,,31.83,,34.32,,-19.32,,-58.51,-46.36,,,0.58,4.01,,15.05,13.95,16.90,17.21,18.85,17.12,13.17,8.37,11.30,19.92,24.07,29.66,23.83,11.73,10.10,9.03,18.08
PZAT_sy,,,,44.53,,23.44,92.85,-12.30,-30.29,-45.91,-60.89,16.14,,,,28.74,,,,9.53,,53.77,,6.45,,-42.65,,-36.11,-35.03,,,-56.83,17.11,,18.44,-42.44,-52.43,-48.53,-52.32,-8.95,59.54,68.79,24.47,22.07,-58.08,-19.30,13.19,49.41,36.31,-26.19,159.15
PZAT_qq,,,5.03,7.91,13.66,46.35,10.91,3.80,6.56,-68.64,1.81,-12.11,,,,,18.71,-28.39,,,,,11.20,17.29,-21.25,-21.45,,,1.82,,,5.06,5.29,3.36,0.63,4.05,8.02,3.63,2.03,2.54,4.38,-0.77,4.80,10.48,7.99,3.70,0.08,-0.31,6.41,2.70,8.39
PZAT_sq,,,206.10,-47.71,-32.59,14.39,378.24,-76.22,-46.42,-11.24,245.77,-29.37,,,,,-7.45,12.79,,,,,2.66,-29.25,-9.42,-12.83,,,-7.88,,,-48.40,149.91,-7.71,-0.48,-74.92,106.53,-0.13,-7.81,-52.11,261.86,5.66,-32.02,-53.03,24.28,103.39,-4.65,-38.00,13.37,10.14,234.75
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,,31.63,,-0.71,-34.19,-34.34,-31.66,-5.60,0.88,2.36,,,,-0.60,,,,3.09,,5.06,,-3.50,,-7.32,,-0.93,-1.28,,,-0.10,-0.86,,,0.58,1.81,2.22,2.71,3.31,2.65,3.08,2.61,1.88,2.32,2.38,2.02,12.91,12.74,11.38,11.78
PELDR_sy,,,,-0.01,,0.65,-19.27,-3.10,1.23,-0.41,-8.47,1.69,,,,-4.88,,,,13.98,,2.86,,3.73,,1.16,,-22.75,-5.10,,,13.39,9.84,,,6.95,6.38,10.93,4.23,-2.87,-3.29,-4.43,-0.11,-2.70,-0.96,2.38,2.02,1.65,4.83,1.35,12.34
PELDR_qq,,,46.56,-2.55,-6.95,-25.28,-2.86,-2.77,-3.16,3.21,3.81,-1.34,,,,,-1.07,0.09,,,,,1.20,-5.50,-0.24,-2.85,,,-0.59,,,-2.09,-1.34,1.12,2.39,-1.53,-0.14,1.52,2.88,-0.96,-0.77,1.94,2.41,-1.67,-0.34,2.01,2.05,8.83,-0.48,0.78,2.41
PELDR_sq,,,24.84,-17.08,-0.86,-1.92,0.13,-0.48,3.57,-3.50,-7.98,10.57,,,,,3.06,1.06,,,,,-71.73,290.35,-12.99,5.35,,,6.89,,,-2.17,3.54,-4.24,4.28,3.44,2.99,-0.14,-2.02,-3.61,2.55,-1.33,2.41,-6.11,4.38,2.01,2.05,-6.45,7.64,-1.37,13.11
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
