,2005/Q4,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
TSF_yy,,,,1.86,,1.52,-5.10,-2.92,-5.34,-0.39,0.94,3.27,,,,-0.91,,,,1.72,,4.21,,-4.32,,-6.77,,1.20,-1.26,,,0.05,-0.12,,-0.13,0.42,1.93,0.82,-0.10,0.96,-0.27,0.78,0.39,-0.64,0.07,-1.81,-1.07,-0.26,0.92,2.03,1.21
TSF_sy,,,,-10.04,,-0.57,1.25,-1.98,-4.23,-9.76,-8.54,-4.41,,,,-10.12,,,,30.36,,39.28,,-3.79,,-12.22,,-31.13,-14.74,,,44.44,11.71,,0.13,1.92,11.95,11.82,6.47,-6.93,-1.68,0.26,-5.69,-4.36,-4.98,-10.01,-11.70,-2.02,-3.51,-2.88,39.20
TSF_qq,,,10.09,-1.56,-1.39,-4.99,2.91,0.70,-3.85,-0.02,4.27,3.02,,,,,-1.48,-0.95,,,,,0.58,-4.85,1.14,-3.69,,,-1.32,,,-1.72,-1.49,1.31,1.82,-1.18,-0.01,0.21,0.90,-0.13,-1.23,1.26,0.50,-1.15,-0.53,-0.64,1.27,-0.34,0.65,0.45,0.45
TSF_sq,,,2.17,-9.67,11.54,-3.42,4.05,-12.55,8.98,-8.99,5.46,-8.61,,,,,-22.40,24.14,,,,,-63.02,152.78,-2.59,-3.59,,,20.59,,,4.38,-6.74,-1.95,4.90,6.24,2.44,-2.06,-0.11,-7.13,8.22,-0.12,-6.04,-5.83,7.52,-5.42,-7.80,4.49,5.90,-4.80,32.14
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,,,-70.30,,-12.91,693.07,1163.94,947.14,125.34,28.33,56.14,,,,-25.98,,,,-39.24,,-44.18,,5.30,,93.94,,123.88,48.08,,,3.62,17.88,,-12.54,-14.33,-15.15,-37.73,-46.29,-46.81,-47.80,-37.74,-30.81,-33.37,-33.13,-37.58,-27.70,-60.71,-60.54,-53.27,-53.60
ZKO_sy,,,,4.44,,-15.12,44.23,6.04,0.43,30.56,19.54,58.42,,,,-22.63,,,,-34.43,,-45.75,,-19.20,,54.46,,112.53,32.48,,,-4.26,-8.39,,-16.07,-11.05,-3.00,-24.12,-28.90,-25.29,-24.13,-24.09,-25.85,-15.33,-21.34,-4.67,21.19,-13.46,15.45,-23.52,-55.35
ZKO_qq,,,-86.55,19.95,25.89,328.83,22.47,91.17,4.30,-7.72,-30.25,132.60,,,,,-3.84,-6.24,,,,,-18.65,56.32,32.86,14.80,,,-12.12,,,16.85,-0.02,-3.06,-22.77,14.46,-0.98,-28.85,-33.39,13.35,-2.83,-15.13,-25.98,9.16,-2.49,-20.78,-14.26,-40.68,-2.07,-6.19,-14.87
ZKO_sq,,,-43.88,69.09,-0.48,-10.11,-4.65,24.32,-5.75,16.86,-12.70,64.75,,,,,3.77,-12.23,,,,,76.30,-39.17,49.87,-3.89,,,-6.58,,,2.55,-10.61,8.43,-15.57,8.69,-2.52,-15.18,-20.89,14.21,-1.01,-15.13,-22.72,30.41,-8.03,2.85,-1.75,-6.88,22.69,-31.87,-42.64
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,,,-59.56,,-10.04,424.74,736.42,620.07,103.46,23.36,50.45,,,,-25.23,,,,-36.70,,-39.61,,3.13,,74.90,,103.78,36.51,,,3.69,17.55,,-10.50,-11.95,-11.39,-34.84,-43.58,-43.87,-45.55,-35.09,-28.09,-30.88,-30.22,-34.59,-24.92,-54.87,-54.85,-47.26,-47.28
OSF_sy,,,,17.68,,-14.75,98.45,19.94,16.81,30.72,4.37,-11.64,,,,-28.87,,,,5.16,,14.56,,-10.71,,-9.30,,21.43,6.66,,,20.41,23.15,,-2.83,-8.63,11.42,-0.05,-1.37,-8.09,-15.36,-10.32,-6.33,-7.30,-1.04,-21.26,-8.24,-5.88,-18.00,-10.23,-35.22
OSF_qq,,,-79.14,16.51,17.61,214.71,21.69,85.71,1.25,-11.08,-26.22,126.50,,,,,-4.44,-8.08,,,,,-17.09,48.42,30.58,8.84,,,-12.52,,,14.88,-0.82,-1.32,-20.39,13.01,-0.18,-27.44,-31.07,12.43,-3.16,-13.50,-23.63,8.06,-2.23,-18.92,-12.35,-35.05,-2.19,-5.29,-12.38
OSF_sq,,,-52.85,99.18,11.45,-18.56,9.77,20.39,8.54,-8.87,-12.36,1.93,,,,,23.67,-21.73,,,,,-136.72,330.61,11.36,-3.81,,,-2.18,,,1.59,0.04,7.19,-10.80,-4.47,21.99,-3.84,-11.98,-10.98,12.33,1.89,-8.07,-11.90,19.92,-18.92,7.12,-9.63,4.47,-11.24,-22.69
NetDebt,1305000000,12185000000,-25154000000,-23098000000,-17379000000,11759000000,10105000000,10854000000,14848000000,20739000000,13541000000,14431000000,,,,15325000000,16777000000,20249000000,,10555000000,,11884000000,8837000000,14019000000,15436000000,24008000000,,26128000000,27421000000,,23148000000,25296000000,26965000000,24358000000,21603000000,22499000000,22203000000,19786000000,16774000000,15829000000,17429000000,15607000000,10965000000,11546000000,12939000000,10728000000,7498000000,10293000000,-6391000000,-8072000000,-12491000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,,,-2596.97,,84.15,168.06,160.18,192.57,84.03,4.76,3.34,,,,-17.86,,,,-32.47,,-47.37,,51.95,,213.42,,128.99,68.93,,,-17.56,15.78,,24.73,-10.06,-45.39,-48.63,-53.79,-48.86,-31.56,-28.09,-34.64,-23.26,-12.60,-22.03,-17.42,-42.96,-127.93,-142.42,-195.56
NetDebtEBITDA_sy,,,,6.08,,4.99,434.07,21.42,119.68,103.43,65.55,18.24,,,,-123.60,,,,421.35,,-10.85,,96.41,,184.72,,35.86,-18.27,,,-17.56,12.63,,43.63,-9.11,-33.64,-44.20,-37.25,-30.50,-34.67,-33.95,-23.39,21.65,-12.60,14.95,1.09,-26.94,56.22,37.32,-114.64
NetDebtEBITDA_qq,,,-317.53,-24.36,7.12,173.29,-19.60,9.96,42.87,45.71,-54.23,8.46,,,,,9.36,23.06,,,,,-8.93,59.10,27.65,69.46,,,-5.83,,,18.89,32.26,-7.73,-14.03,-14.28,-19.69,-13.21,-22.67,-5.13,7.49,-8.80,-29.72,11.38,22.43,-18.65,-25.55,-23.07,-159.94,-23.56,-67.72
NetDebtEBITDA_sq,,,-133.23,370.61,-14.17,36.02,5.74,-1.64,55.30,25.95,-13.95,-29.75,,,,,499.08,-21.31,,,,,-1787.21,113.36,38.75,-8.98,,,-16.54,,,55.34,14.03,8.26,-25.10,-1.71,-16.74,-8.97,-15.77,8.87,-21.74,-7.96,-2.31,72.89,-43.77,21.04,-14.09,24.95,20.22,6.40,-109.16
DebtFin,-4056000000,2414000000,-25658000000,-25363000000,-5370000000,692000000,-1005000000,3886000000,514000000,5618000000,2562000000,9220000000,,,,7113000000,9185000000,10390000000,,2945000000,,4096000000,1746000000,3998000000,8410000000,10843000000,,16032000000,18232000000,,14539000000,14210000000,17406000000,16100000000,13389000000,12298000000,13441000000,9438000000,7043000000,5554000000,5369000000,4817000000,386000000,240000000,901000000,-2328000000,-4338000000,-2290000000,-15724000000,-16296000000,-19688000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,,,-782.04,,-45.28,93.36,119.62,110.37,746.88,299.27,84.40,,,,-40.33,,,,-59.41,,-64.65,,55.33,,310.68,,392.69,106.16,,,-24.53,12.40,,23.07,-12.49,-48.78,-62.93,-68.69,-67.17,-65.18,-53.47,-94.52,-95.45,-80.24,-154.81,-1458.26,-709.97,-1086.89,-294.64,-160.36
DebtFinEBITDA_sy,,,,-30.34,,-45.22,86.58,58.37,-39.13,174.51,123.86,62.43,,,,-169.55,,,,178.99,,-25.76,,14.73,,81.26,,71.80,-79.81,,,46.67,367.69,,241.85,1.45,-41.43,-58.22,-52.72,-61.73,-54.14,-50.76,-54.90,11.12,-10.22,8.64,49.18,-44.74,9.40,-30.93,-212.37
DebtFinEBITDA_qq,,,-1220.13,-33.87,73.86,113.96,-235.86,495.79,-86.19,1040.03,-68.03,266.25,,,,,29.00,15.33,,,,,-47.80,129.65,143.87,40.47,,,2.05,,,6.32,51.98,-5.52,-19.39,-24.40,-11.05,-31.61,-31.93,-20.73,-5.63,-8.62,-91.99,-34.11,309.65,-353.53,-98.48,70.41,-562.78,-1.38,-30.95
DebtFinEBITDA_sq,,,-298.96,130.82,-64.06,148.59,-148.73,463.72,-86.19,1021.11,-95.76,2375.87,,,,,223.19,-58.48,,,,,-5416.63,104.49,237.22,-77.48,,,-60.37,,,250.19,26.38,-13.17,-11.04,3.92,-27.04,-38.06,0.66,-15.88,-12.56,-33.50,-7.80,107.26,-29.35,-19.53,26.60,-23.23,39.89,-49.20,-305.98
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,,,36.17,,3.31,-33.82,-33.83,-31.24,-9.72,-3.88,-3.64,,,,1.02,,,,4.18,,8.21,,-2.08,,-9.82,,-8.97,-7.81,,,0.06,-0.28,,2.33,2.78,4.43,4.65,5.06,5.53,4.33,4.25,3.93,3.73,4.36,4.79,3.85,14.86,14.41,12.88,13.64
SP1_sy,,,,20.55,,10.06,-19.91,4.78,15.46,11.72,-11.88,-5.98,,,,7.15,,,,0.94,,12.10,,5.35,,-17.28,,-56.11,-16.96,,,40.16,11.41,,11.45,22.47,5.72,7.98,-1.61,-16.86,10.06,7.01,12.95,1.65,-3.43,-1.71,0.40,25.50,2.56,2.76,20.53
SP1_qq,,,55.11,-2.84,-6.59,-26.61,-0.64,-2.86,-2.92,-3.64,5.79,-2.63,,,,,-0.63,-1.97,,,,,1.93,-5.06,-1.71,-5.19,,,-0.46,,,-1.69,-0.79,1.78,3.08,-1.26,0.81,2.00,3.48,-0.81,-0.34,1.92,3.16,-1.00,0.26,2.34,2.24,9.49,-0.14,0.98,2.92
SP1_sq,,,38.92,-13.08,-10.20,1.50,1.09,13.72,-1.04,-1.79,-20.26,21.33,,,,,-3.83,1.45,,,,,-77.76,337.24,-17.29,2.86,,,56.47,,,-18.22,24.37,0.70,8.81,-10.13,7.36,2.86,-0.85,-24.06,42.11,0.01,4.65,-31.66,35.01,1.80,6.89,-14.57,10.33,1.99,25.39
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,,,32.49,,0.57,-34.36,-34.28,-31.64,-4.86,1.01,2.52,,,,0.03,,,,3.09,,5.06,,-3.50,,-7.32,,-0.93,-1.28,,,-0.10,-0.86,,,0.58,1.81,2.22,2.71,3.31,2.65,3.08,2.61,1.88,2.32,2.38,2.02,12.91,12.74,11.38,11.78
SP2_sy,,,,3.42,,2.22,-19.34,-3.86,1.23,-2.06,-8.44,2.49,,,,-4.88,,,,8.44,,2.86,,8.75,,0.85,,-22.55,-5.02,,,13.39,9.40,,,6.95,6.11,10.01,2.89,-4.37,-5.77,-3.63,1.19,-1.44,2.32,2.38,2.02,1.92,3.94,1.35,11.62
SP2_qq,,,51.86,-3.00,-6.76,-26.77,-0.90,-2.88,-3.02,1.92,5.22,-1.43,,,,,-1.07,0.09,,,,,1.20,-5.50,-0.24,-2.85,,,-0.59,,,-2.09,-1.34,1.12,2.39,-1.53,-0.14,1.52,2.88,-0.96,-0.77,1.94,2.41,-1.67,-0.34,2.01,2.05,8.83,-0.48,0.78,2.41
SP2_sq,,,26.74,-16.88,-0.86,-2.13,0.01,-0.92,4.38,-5.31,-6.51,10.91,,,,,3.06,1.06,,,,,-72.13,294.98,-12.84,5.11,,,6.89,,,-2.17,3.13,-3.86,4.28,3.44,2.31,-0.33,-2.46,-3.86,0.81,1.94,2.41,-6.36,4.66,2.01,2.05,-6.45,6.73,-0.53,12.38
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,,,224.69,,195.93,-96.32,-98.55,-96.81,-84.10,56.43,-27.90,,,,35.44,,,,549.92,,349.08,,-48.08,,-86.32,,-90.29,-82.19,,,292.20,-49.73,,-55.52,0.70,6.45,366.75,410.92,476.42,3680.81,153.40,126.25,56.86,58.86,68.95,16.16,-2.71,260.54,194.69,158.13
CAR_sy,,,,-27.84,,9.59,-91.75,-2.96,-33.71,-36.95,-10.17,-63.85,,,,17.83,,,,136.09,,44.87,,-10.05,,74.91,,-12.78,-28.08,,,25.66,31.69,,3.76,26.39,64.71,83.97,31.96,36.93,-5.37,-18.15,-25.43,-33.85,-28.02,-26.55,-22.83,23.07,13.72,1.96,591.72
CAR_qq,,,6588.10,-24.56,-79.40,-71.52,-16.88,-70.33,-54.63,42.07,717.77,-86.32,,,,,-72.18,105.95,,,,,202.86,-56.70,-53.70,-77.48,,,-15.14,,,-52.29,-89.12,323.66,102.28,8.03,-88.50,1757.58,121.42,21.88,-24.58,24.50,97.70,-15.50,-23.62,32.41,35.93,-29.23,183.05,8.22,19.07
CAR_sq,,,1111.73,-90.41,-5.80,0.10,-8.82,12.86,-35.65,-4.79,29.91,-54.58,,,,,-2.68,13.03,,,,,57.82,-15.56,25.04,4.97,,,3.11,,,-31.61,8.05,-4.28,46.70,-16.70,40.82,6.91,5.23,-13.56,-2.68,-7.52,-4.14,-23.33,5.90,-5.62,0.70,22.28,-2.15,-15.38,583.19
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,,,230.01,,18.47,-91.88,-95.17,-93.35,-47.89,12.86,14.07,,,,62.51,,,,83.88,,105.79,,-35.67,,-59.91,,-27.32,-10.37,,,-5.60,-21.87,,-1.65,7.65,17.78,49.02,67.77,88.53,80.44,63.43,40.60,31.17,35.22,24.62,13.97,128.51,146.62,123.29,108.56
QR_sy,,,,11.83,,28.41,-83.32,-25.25,9.70,-24.54,-15.76,-26.51,,,,-4.54,,,,118.25,,56.51,,24.45,,-16.82,,-48.68,-18.77,,,34.05,45.48,,-6.95,39.53,20.65,45.99,9.98,-32.05,-13.51,-9.41,50.72,-0.04,-10.93,-13.28,-16.95,-13.14,3.42,-13.88,149.48
QR_qq,,,1345.03,-27.84,-26.65,-84.51,-0.99,-57.08,1.00,21.41,114.43,-56.62,,,,,-7.41,14.80,,,,,23.56,-56.23,-13.35,-14.44,,,6.85,,,-30.28,-11.56,13.19,40.93,-23.69,-3.25,43.21,58.66,-14.24,-7.40,29.71,36.50,-20.00,-4.54,19.54,24.83,60.41,3.03,8.23,16.60
QR_sq,,,707.36,-80.96,-0.53,-16.03,4.87,-14.66,45.98,-42.24,17.07,-25.55,,,,,9.90,34.86,,,,,-20.66,47.60,-36.66,12.16,,,0.25,,,-10.09,8.80,-23.97,25.12,34.81,-5.92,-8.00,-5.74,-16.71,19.75,-3.63,56.82,-44.76,6.70,-6.17,50.19,-42.23,27.04,-21.87,335.08
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,,,198.73,,2.69,-90.84,-93.35,-91.90,-42.92,11.12,20.21,,,,17.09,,,,79.01,,103.69,,-35.84,,-60.44,,-27.09,-12.97,,,-3.77,-17.66,,1.37,9.63,19.24,52.56,63.85,81.70,72.99,60.21,38.47,28.63,34.07,24.12,13.69,124.30,142.37,118.76,105.74
CR_sy,,,,-2.42,,7.38,-81.54,-19.52,4.60,-31.49,-15.85,-24.72,,,,-9.81,,,,111.11,,64.38,,24.61,,-13.78,,-45.18,-17.55,,,31.49,41.82,,-4.90,34.80,21.08,47.00,9.01,-23.55,-12.69,-10.28,33.55,8.25,4.92,-13.39,-8.14,-0.62,-1.20,15.82,131.85
CR_qq,,,846.44,-26.95,-26.93,-79.67,-15.58,-46.97,-11.00,43.25,64.34,-42.63,,,,,-8.37,13.01,,,,,23.65,-55.96,-13.21,-16.29,,,3.60,,,-27.82,-11.35,9.05,45.28,-21.94,-3.58,39.52,56.03,-13.44,-8.20,29.22,34.86,-19.59,-4.31,19.63,23.52,58.64,3.40,7.98,16.17
CR_sq,,,466.75,-80.64,3.98,-5.87,-2.57,-15.60,35.14,-38.35,19.68,-24.50,,,,,8.06,29.95,,,,,-22.70,47.44,-31.71,10.78,,,2.71,,,-11.71,10.78,-21.54,23.93,25.15,-0.50,-4.75,-8.09,-12.24,13.64,-2.12,36.80,-28.86,10.14,-19.20,45.10,-23.04,9.50,-5.28,190.47
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,,,269.62,,197.21,-96.87,-98.73,-99.18,-84.17,55.88,-27.90,,,,35.44,,,,549.92,,349.08,,-48.08,,-75.80,,-90.29,-88.34,,,292.20,-49.73,,-55.52,0.70,6.45,366.75,410.92,476.42,3680.81,153.40,126.25,56.86,58.86,68.95,16.16,-2.71,296.40,230.20,191.62
PP_sy,,,,-3.99,,0.19,-93.04,-27.07,-45.92,-37.08,-10.31,-62.82,,,,14.62,,,,136.94,,149.08,,21.40,,11.48,,-35.63,-34.04,,,98.45,96.07,,-2.03,-0.94,10.63,83.41,14.32,11.47,-3.83,-18.15,-26.04,-33.64,-29.10,-26.55,-22.74,21.73,13.65,2.00,642.84
PP_qq,,,7790.25,-26.88,-29.95,-92.65,-16.95,-70.43,-54.63,42.07,717.77,-86.32,,,,,-72.18,105.95,,,,,202.86,-56.70,-29.32,-73.90,,,-15.14,,,-52.29,-89.12,323.66,102.28,8.03,-88.50,1757.58,121.42,21.88,-24.58,24.50,97.70,-15.50,-23.62,32.41,35.93,-29.23,211.20,10.30,20.05
PP_sq,,,1212.75,-89.25,-13.22,-18.17,-8.87,12.70,-35.65,-4.79,29.91,-53.29,,,,,-2.72,13.03,,,,,-8.21,14.41,0.62,5.49,,,3.11,,,-12.38,1.87,-35.51,70.20,-11.40,13.77,6.91,6.09,-13.61,-1.85,-9.00,-4.14,-22.49,4.87,-5.73,0.82,22.14,-2.10,-15.39,634.23
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,,,-16.15,,-10.12,0.52,-22.09,-32.16,-24.19,-10.80,32.56,,,,28.99,,,,12.48,,87.03,,-24.69,,-56.96,,11.09,24.53,,,-21.48,-20.72,,22.27,9.54,18.08,14.91,12.34,-6.54,-5.78,24.25,-22.27,-7.64,12.50,-14.75,9.26,465.26,-97.97,,-99.19
RCLR_sy,,,,-16.86,,13.46,15.35,12.38,9.47,-25.06,-18.37,-22.58,,,,-13.08,,,,66.92,,77.63,,-24.69,,-41.65,,-4.92,3.15,,,-8.26,-7.61,,8.99,10.28,26.74,8.65,-2.00,-4.48,-10.44,-19.66,-12.12,-6.58,10.30,-10.61,20.57,3.07,-32.82,,-40.53
RCLR_qq,,,-20.57,-22.40,4.63,39.37,-11.17,-39.85,-8.90,55.75,4.52,-10.62,,,,,2.49,11.01,,,,,-9.63,-55.95,-3.62,12.15,,,8.05,,,-20.51,9.10,4.97,34.31,-28.79,17.61,2.15,31.30,-40.76,18.57,34.71,-17.86,-29.61,44.43,2.08,5.28,264.20,-99.48,,
RCLR_sq,,,-8.28,-0.46,-15.14,46.45,-6.75,-3.03,-17.34,0.25,1.58,-8.03,,,,,21.61,-20.06,,,,,-9.93,-19.17,-2.13,-18.11,,,6.17,,,-19.44,6.93,0.73,25.60,-18.48,22.89,-13.65,13.29,-20.54,15.22,-22.54,23.93,-15.54,36.04,-37.22,67.15,-27.80,-11.34,,
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,,,297.22,,22.58,-108.28,-118.81,-134.23,-272.02,35.41,42.57,,,,1.94,,,,94.72,,118.25,,-2050.00,,-984.51,,-27.33,-31.81,,,-2.51,-16.97,,,12.03,28.50,43.95,100.80,77.72,61.12,107.58,11950.00,196.59,133.96,1065.00,73.44,1232.94,1938.89,401.72,227.03
KP_sy,,,,63.56,,33.48,-120.61,-192.39,67.79,-71.00,-251.58,42.57,,,,-144.82,,,,97.88,,106.63,,3481.25,,-766.00,,-207.95,-73.58,,,44.86,91.34,,,197.52,747.13,169.00,513.64,-138.22,-88.63,-101.15,429.67,-122.08,68.75,-6300.00,9.13,70.36,-12.96,294.53,396.39
KP_qq,,,1530.41,-7.86,-17.76,-107.14,-52.98,-109.34,-49.63,22.36,73.44,-86.14,,,,,-33.00,3.47,,,,,159.15,-286.96,-7.85,-69.27,,,-11.64,,,-78.88,-27.39,17.66,46.71,-57.37,-3.54,35.45,100.76,-4500.00,-80.68,112.58,1105.00,-64.73,-36.47,331.48,79.40,171.05,-2.82,6.18,16.94
KP_sq,,,323.38,-114.99,-53.53,-29.38,30.78,-112.65,83.09,-586.81,-42.32,65.26,,,,,32.58,26.08,,,,,-20004.00,110.87,-153.51,42.49,,,13.96,,,-215.69,86.49,-771.26,97.10,2954.55,-10.35,-7.10,-82.60,-363.74,126.67,-109.38,8133.33,-210.58,120.26,-455.56,236.98,-130.04,159.49,694.68,249.53
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,,,480.65,,-16.55,-109.17,-119.96,-136.68,-280.61,35.71,42.57,,,,2.69,,,,94.65,,117.54,,-2229.03,,-1150.00,,-45.15,-41.35,,,-4.39,-21.58,,-0.67,13.16,30.95,44.14,100.92,78.89,62.12,107.13,9836.36,193.27,131.86,1022.47,59.29,1178.61,1906.06,393.29,243.19
PKKO_sy,,,,-180.69,,-9.66,-113.10,-81.33,-54.27,-38.56,-67.98,-75.20,,,,-215.62,,,,96.15,,11.87,,-82.80,,85.89,,-123.00,-111.48,,,40.94,90.07,,-314.29,-11.24,443.88,132.84,77.24,-17.48,-166.11,-57.24,-1172.73,-12.85,-124.05,245.16,-13.81,39.01,-7.06,-394.39,-1718.93
PKKO_qq,,,2116.55,-8.39,-17.14,-107.61,-58.63,-99.42,-52.32,21.01,73.20,-78.14,,,,,-36.10,-1.27,,,,,159.64,-298.62,-11.70,-82.27,,,-8.78,,,-84.33,-26.69,19.41,46.51,-59.00,-0.74,34.80,100.88,-3745.45,-80.80,112.28,1128.09,-65.78,-38.24,332.47,74.27,174.67,-3.09,6.34,21.25
PKKO_sq,,,947.73,-107.79,51.11,-239.45,-1.26,-7.89,58.40,-204.89,-22.76,-12.53,,,,,52.83,17.09,,,,,-90.86,89.31,-15.33,40.03,,,-9.38,,,-980.00,81.61,-535.25,67.16,-190.00,156.84,-39.33,-122.76,-1396.97,68.02,139.24,-777.42,-32.74,36.50,160.45,-323.36,28.87,-11.47,-66.23,-1280.08
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,,,-28.58,,4.01,-15.02,-24.00,-26.85,-11.16,10.32,12.73,18.34,36.98,85.35,16.94,-0.43,-33.75,-54.28,-25.49,-11.43,2.27,3.94,-13.05,-12.72,-15.22,-13.76,0.44,-12.01,-2.65,9.37,13.29,34.19,27.44,9.70,6.77,5.73,3.00,6.42,9.03,4.35,4.15,15.24,9.38,3.93,4.12,-10.26,-51.84,-42.33,-46.40,-31.09
RN_sy,,,,-28.58,,-7.02,-4.47,-24.00,-31.56,-13.72,-21.35,10.45,18.34,14.66,22.48,-17.45,-6.78,-16.09,-6.82,7.74,-3.69,-5.61,-18.10,5.94,12.24,33.29,41.12,14.99,16.76,9.44,11.60,2.04,22.80,14.58,13.67,34.12,-11.82,-15.99,-20.43,-19.98,-8.63,-1.06,5.06,15.12,2.25,-0.05,-9.93,-14.04,-10.44,-8.23,-20.69
RN_qq,,,1.25,11.43,0.60,-8.36,-17.28,-0.35,-3.17,11.29,2.72,1.83,1.65,28.82,39.00,-35.75,-13.44,-14.29,-4.07,4.70,2.88,-1.02,-2.51,-12.41,3.27,-3.85,-0.84,2.01,-9.52,6.37,11.41,5.66,7.17,1.02,-4.10,2.83,6.13,-1.59,-0.92,5.35,1.58,-1.78,9.64,-0.01,-3.48,-1.60,-5.51,-46.34,15.58,-8.55,21.49
RN_sq,,,-0.11,-1.94,7.52,-11.71,2.62,-21.99,-3.17,11.29,-6.46,9.56,3.75,7.83,-0.07,-26.16,17.16,-2.93,10.96,-14.62,4.73,-4.86,-3.73,10.44,10.96,12.98,1.93,-10.01,12.67,5.89,3.95,-17.72,35.60,-1.20,3.13,-2.92,-10.84,-5.88,-2.33,-2.37,1.80,1.92,3.72,6.97,-9.58,-0.37,-6.54,2.10,-5.79,2.08,-19.22
CRN,20000,32000,31000,28000,28000,31000,37000,37000,38000,35000,34000,33000,32000,25000,18000,28000,33000,38000,40000,38000,37000,37000,38000,44000,42000,44000,44000,43000,48000,45000,40000,38000,36000,35000,37000,36000,34000,34000,35000,33000,32000,33000,30000,30000,31000,32000,33000,62000,54000,59000,49000
CRN_yy,,,,40.00,,-3.12,19.35,32.14,35.71,12.90,-8.11,-10.81,-15.79,-28.57,-47.06,-15.15,3.12,52.00,122.22,35.71,12.12,-2.63,-5.00,15.79,13.51,18.92,15.79,-2.27,14.29,2.27,-9.09,-11.63,-25.00,-22.22,-7.50,-5.26,-5.56,-2.86,-5.41,-8.33,-5.88,-2.94,-14.29,-9.09,-3.12,-3.03,10.00,106.67,74.19,84.38,48.48
CRN_sy,,,,40.00,,7.14,3.57,32.14,43.40,16.67,27.59,-8.11,-15.79,-14.29,-18.92,29.41,9.38,20.00,6.67,-13.64,4.29,5.56,23.44,-5.26,-10.96,-25.00,-29.11,-13.89,-13.85,-1.75,-7.14,-3.23,-17.86,-16.07,-11.54,-21.67,10.87,17.02,21.74,21.28,9.80,-1.82,-7.14,-14.04,-3.57,,11.54,18.37,11.11,11.11,36.21
