,2006/Q4,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
GPM_yy,,-29.80,104.77,,,-6.46,,1.52,-21.14,-18.26,-24.10,-27.17,-25.42,-32.91,-36.86,7.22,14.02,50.94,67.53,-46.69,-46.00,-38.06,-43.42,-16.12,-25.78,-110.35,-151.63,-144.62,-145.33,364.60,210.83,257.83,247.08,-6.69,-27.18,-11.07,46.96,128.32,83.17,12.02
GPM_sy,,11.93,-40.30,,,-25.51,,-22.47,87.10,-9.02,42.12,48.67,77.96,58.85,49.81,49.02,-21.73,-23.78,-35.93,-53.90,-25.91,-27.05,-24.30,6.12,6.56,2.84,-6.05,-2.82,-7.50,28.18,57.14,41.67,30.27,24.78,3.48,-11.14,3.16,-26.25,-11.46,10.73
GPM_qq,,,,,13.82,-10.84,1.69,-1.62,-11.59,-7.59,-5.57,-5.60,-9.47,-16.87,-11.13,60.31,-3.73,10.05,-1.36,-48.99,-2.48,26.24,-9.89,-24.39,-13.71,-117.60,-349.56,34.65,12.35,202.75,88.29,-6.93,-18.32,-34.81,46.95,13.66,34.98,1.27,17.90,-30.49
GPM_sq,,,,,-55.26,101.84,-15.98,2.17,7.98,-1.85,31.24,6.88,29.25,-12.39,23.78,6.32,-32.11,-14.68,4.04,-23.51,9.11,-15.99,7.95,7.24,9.57,-18.92,-1.38,10.92,4.29,12.35,20.91,,-4.10,7.62,0.26,-14.13,11.33,-23.06,20.37,7.39
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,-7.00,46.99,137.30,3731.87,-6.40,-9.13,-10.93,-3.79,-6.63,-2.61,1.69,-3.19,7.72,10.86,12.85,18.84,-26.13,-31.51,-35.41,-41.53,22.65,26.57,30.32,39.03,-1.17,-3.04,-5.22,-7.11,-11.19,-4.83,0.87
RBS_sy,,,,,,,,,,-4.91,-0.56,-2.95,14.52,-16.02,1.89,1.75,-23.53,-4.63,-16.57,-5.78,55.02,8.33,-20.45,-22.03,-31.57,0.59,28.80,26.41,8.27,8.05,14.52,19.67,17.64,-9.08,-11.77,-26.09,-10.89,-0.22,-4.49,15.05
RBS_qq,,,,,,,-36.85,-39.07,-94.09,3987.91,-0.19,-1.64,-4.52,-0.14,-3.10,-3.59,3.14,-3.10,1.08,0.67,-1.81,7.82,4.03,2.47,3.40,-32.98,-3.56,-3.37,-6.39,40.58,-0.47,-0.51,-0.13,-0.06,-2.36,-2.74,-2.12,-4.46,4.63,3.09
RBS_sq,,,,,,,-8.45,-7.58,-1.94,14.62,-4.27,-9.79,15.71,-15.95,16.15,-9.92,-13.04,4.81,1.62,1.73,43.08,-26.76,-25.38,-0.29,25.58,7.67,-4.46,-2.14,7.55,7.45,1.26,2.26,5.73,-16.96,-1.73,-14.34,27.48,-7.02,-5.94,3.19
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-39.74,61.69,,,-19.63,,163.07,2031.10,10.34,-24.40,-50.20,-62.23,-45.99,-40.61,10.11,24.55,83.70,92.17,-44.87,-51.03,-46.82,-57.86,-37.57,-39.63,-110.27,-138.39,-130.53,-141.15,390.38,272.38,380.46,284.00,-16.56,-14.60,16.60,97.28,227.78,131.12,24.25
ROPA_sy,,-4.44,-29.27,,,-15.90,,10.09,162.65,-4.31,35.05,34.97,38.84,63.17,44.50,20.13,-16.30,-10.93,-36.40,-62.88,-38.03,-49.14,-15.61,34.98,2.34,6.65,5.02,4.60,9.23,16.28,5.15,22.88,23.46,13.45,-1.07,2.11,-9.62,2.24,19.64,11.94
ROPA_qq,,,,,-85.71,960.98,17.76,47.39,15.73,-45.06,-19.32,-2.91,-12.23,-21.44,-11.28,80.00,-0.72,15.88,-7.19,-48.36,-11.83,25.84,-26.46,-23.49,-14.74,-121.40,-175.00,39.16,-14.94,251.00,63.25,-1.01,-24.59,-31.52,67.06,35.15,27.59,13.77,17.80,-27.34
ROPA_sq,,,,,-53.46,151.81,-22.65,21.44,11.04,-8.26,9.17,21.37,14.21,7.82,-3.32,0.90,-20.42,14.74,-30.96,-41.11,32.86,-5.84,14.54,-5.81,0.73,-1.87,12.79,-6.19,5.19,4.46,2.00,9.63,5.69,-4.00,-11.06,13.15,-6.45,8.60,4.08,5.87
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,,96.26,,,-2.89,,-34.37,-41.72,-16.70,-17.17,1506.77,202.90,55.08,26.74,270.91,-326.33,-309.15,-364.61,-98.19,113.75,126.31,117.02,3.82,16.51,-88.79,-50.68,-64.73,-162.15,-37.86,-40.97,-44.57,807.18,446.99,335.07,493.61,-69.34,241.36,44.96,-34.35
ZNPO_sy,,,-44.28,,,-38.85,,16.91,439.19,171.68,239.98,175.28,56.51,40.16,3.54,32.46,-31.30,-47.83,-66.09,-81.20,-37.41,-38.51,-1.66,99.38,13.87,93.65,71.92,35.39,16.91,-20.06,23.69,8.85,45.18,22.68,1.27,6.51,-15.64,-5.04,3.94,-11.57
ZNPO_qq,,,,,4.27,10.54,-3.61,-40.92,-7.41,57.99,-4.16,1046.02,-82.55,-19.11,-21.67,3253.74,-110.65,25.25,0.90,122.99,-19.24,42.98,-35.88,40.24,-9.37,-86.25,182.17,0.30,-259.69,113.75,168.03,-5.81,1937.34,-89.37,113.19,28.51,5.21,18.42,-9.47,-41.80
ZNPO_sq,,,,,-57.81,152.71,0.35,9.26,94.58,27.33,25.58,-11.53,10.63,14.03,-7.23,13.18,-42.62,-13.41,-39.69,-37.27,91.06,-14.93,-3.55,27.19,9.12,44.66,-14.38,0.16,-5.77,-1.09,32.50,-11.86,25.69,-16.42,9.37,-7.30,-0.45,-5.92,19.72,-21.13
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,134.28,,,,,-396.62,-384.34,,,116.90,115.15,124.54,160.63,,,,,,,,,48.66,251.63,,-45.94,,,,,,,-270.49,,,,-190.63,-553.16,1834.57
ZFI_sy,,,26.67,,,,,14.43,104.97,,,-29.77,-52.81,-26.11,-7.59,,,,,,,,,-11.65,13.62,,0.60,,,,,,,2.52,,,,-8.85,30.60,-14.43
ZFI_qq,,,,,,,,,4.14,30.04,-317.80,106.03,-14.07,13.30,932.26,,,,,,-62.31,72.76,54.72,47.56,-10.85,,,,,,,,,,31.32,73.92,-1577.73,3.30,-54.34,169.27
ZFI_sq,,,,,,,,,19.24,-13.28,-22.27,-12.63,-19.88,35.79,-2.79,,,,,,-12.90,4.52,-8.25,5.78,12.01,,,,,,,,,,-20.47,35.86,5.82,-20.28,13.95,-10.98
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-22.74,-2.25,,,-13.30,,145.20,142.45,53.07,37.64,-18.28,-21.90,-22.08,-7.59,-40.31,-33.19,-36.18,-27.12,-4.92,-1.00,-9.64,0.29,38.92,47.75,99.42,58.75,35.56,-10.56,-23.78,-28.58,-19.96,8.38,13.33,8.25,0.02,2.58,-0.68,1.56,5.12
DTAR_sy,,-10.14,9.16,,,-7.75,,9.83,0.90,16.39,8.29,7.29,6.50,-12.04,-10.15,-15.80,-6.84,-5.88,-5.68,-0.46,-8.22,-1.46,3.46,0.39,10.98,8.81,2.64,8.93,-2.71,-9.67,-6.21,-2.28,7.22,4.29,0.06,1.79,3.42,4.88,13.34,7.68
DTAR_qq,,,,,-2.86,47.16,-3.77,78.24,-3.95,-7.09,-13.47,5.82,-8.19,-7.30,2.61,-31.65,2.77,-11.46,17.19,-10.82,7.00,-19.19,30.07,23.53,13.80,9.06,3.54,5.49,-24.92,-7.06,-2.98,18.22,1.67,-2.81,-7.33,9.24,4.26,-5.89,-5.24,13.06
DTAR_sq,,,,,-0.15,3.66,2.93,3.08,-8.27,19.59,-4.23,2.14,-8.95,-1.23,-2.17,-4.30,0.74,-0.21,-1.96,0.99,-7.11,7.13,2.94,-2.00,2.70,5.03,-2.90,4.00,-8.28,-2.47,0.82,8.35,0.64,-5.14,-3.26,10.22,2.25,-3.81,4.54,4.72
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-38.79,-3.75,,,-20.48,,363.32,336.48,114.33,70.20,-35.89,-39.84,-37.89,-13.28,-57.00,-47.46,-49.34,-39.45,-6.81,-1.46,-12.72,0.44,63.46,85.37,191.39,116.86,74.79,-17.43,-37.51,-44.31,-34.41,14.61,22.77,13.40,0.03,4.61,-1.16,2.55,9.20
CG_sy,,-17.01,7.35,,,-1.92,,45.69,112.71,34.06,54.26,1.81,8.04,-13.78,-10.24,-24.58,-7.44,-15.45,-3.85,-0.18,-24.48,-2.56,-0.74,-2.05,31.26,13.32,1.91,9.25,-9.76,-17.17,-6.21,-3.00,6.28,3.20,-3.88,3.16,8.28,3.45,13.66,7.33
CG_qq,,,,,-3.76,72.55,-5.70,195.87,-9.33,-15.27,-25.12,11.44,-14.91,-12.53,4.56,-44.75,3.96,-15.65,24.97,-14.96,9.92,-25.28,43.80,38.40,24.66,17.45,7.02,11.55,-41.11,-11.11,-4.62,31.38,2.90,-4.78,-11.91,15.88,7.61,-10.03,-8.61,23.41
CG_sq,,,,,-43.30,102.04,-24.67,68.85,-17.22,27.34,-13.33,11.44,-12.15,1.62,-9.77,-6.36,7.80,-7.17,2.61,-2.79,-18.44,19.77,4.53,-4.07,9.30,3.40,-6.00,2.84,-9.72,-5.09,6.45,6.36,-1.09,-7.85,-0.85,14.14,3.82,-11.97,8.94,7.79
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-24.19,29.58,,,-25.13,,907.38,731.68,37.13,5.86,-52.53,-44.26,-33.24,-4.32,-63.50,-60.07,-58.71,-55.70,13.79,10.18,-3.64,-13.27,153.18,329.85,392.56,519.18,126.41,-28.65,-36.27,-48.60,-43.81,-1.03,-4.67,-9.54,-16.57,-22.04,-17.20,-21.37,-26.45
LDER_sy,,4.35,-25.79,,,2.58,,24.88,154.59,40.42,-14.43,-26.86,24.24,-30.73,16.83,-8.16,-32.52,9.06,20.67,48.32,61.16,2.53,7.30,27.43,15.16,25.94,8.84,-10.64,1.74,11.77,-6.25,3.41,-5.01,-10.10,6.80,11.57,4.40,-14.91,-28.05,-21.22
LDER_qq,,,,,-6.21,426.92,-11.55,130.48,-22.57,-13.12,-31.72,3.36,-9.09,4.06,-2.15,-60.57,-0.56,7.61,4.99,1.29,-3.71,-5.89,-5.50,195.66,63.47,7.84,18.79,8.11,-48.48,-3.67,-4.19,18.19,-9.26,-7.22,-9.08,9.00,-15.21,-1.46,-13.67,1.97
LDER_sq,,,,,-60.89,189.08,-2.13,12.86,-20.27,59.45,-40.36,-3.53,35.43,-11.11,0.59,-24.17,-0.48,43.66,11.30,-6.79,8.13,-8.60,16.48,10.69,-2.28,-0.04,0.66,-9.11,11.25,9.82,-15.57,0.25,2.20,3.93,0.30,4.74,-4.37,-15.30,-15.19,14.69
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-3.89,-7.61,,,3.04,,,,59.94,58.88,30.20,19.11,7.46,3.25,54.56,57.09,50.44,41.32,-11.71,-14.34,-8.57,31.85,-45.09,-60.46,-86.16,-84.21,-60.25,1.58,192.87,95.92,120.40,24.24,27.92,28.36,16.72,22.17,25.86,27.48,28.47
PZAT_sy,,5.10,-3.99,,,10.95,,,,6.66,7.83,10.96,-15.85,26.04,5.37,15.21,0.67,-6.79,-6.18,-13.36,-12.47,-6.19,-0.90,-14.73,-18.96,-25.29,-17.81,6.49,6.34,11.93,9.76,-4.29,5.83,6.94,-13.34,-7.60,-21.42,-17.86,8.33,0.73
PZAT_qq,,,,,,,3.95,27.97,10.32,8.98,3.26,4.88,0.92,-1.68,-0.79,57.00,2.58,-5.84,-6.80,-1.91,-0.48,0.49,34.40,-59.15,-28.33,-64.83,53.35,2.84,83.17,1.39,2.59,15.69,3.25,4.39,2.93,5.20,8.08,7.54,4.26,6.02
PZAT_sq,,,,,,,6.14,3.07,38.49,-29.60,7.30,6.06,5.03,5.45,-10.29,15.96,-8.23,-2.36,-9.71,7.10,-7.29,4.65,-4.62,-7.85,-11.89,-3.52,4.92,19.39,-12.01,1.55,2.89,4.10,-2.70,2.61,-16.62,11.00,-17.25,7.25,9.98,3.21
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,28.80,-10.91,,,22.01,,,,-39.81,-29.34,34.96,32.07,22.67,1.12,27.82,17.84,11.28,12.86,-12.49,3.34,20.37,-9.07,-6.11,-21.61,-10.06,-10.62,-12.00,27.84,5.80,36.58,9.77,-18.13,-18.47,-15.21,-1.06,-0.31,-7.26,-3.97,-2.37
PELDR_sy,,-18.46,-13.71,,,1.64,,,,-3.49,-6.97,-7.12,-3.75,0.89,4.99,4.44,1.98,5.64,4.61,4.95,0.83,-2.24,-5.01,-6.94,-4.54,-1.18,-0.10,0.12,2.92,1.14,4.47,1.68,3.96,-0.44,-1.07,0.52,-4.26,4.12,5.24,5.35
PELDR_qq,,,,,,,5.96,-50.57,8.77,5.65,24.38,-5.58,6.44,-1.87,2.54,19.35,-1.87,-7.33,3.99,-7.46,15.88,7.94,-21.44,-4.45,-3.25,23.84,-21.92,-5.92,40.54,2.49,0.79,-24.39,4.81,2.07,4.83,-11.77,5.60,-5.05,8.55,-10.30
PELDR_sq,,,,,,,3.33,0.74,-0.41,-6.90,-0.40,0.58,3.19,-2.41,3.66,0.05,0.77,1.08,2.65,0.37,-3.19,-2.00,-0.25,-1.67,-0.69,1.46,0.84,-1.45,2.08,-0.30,4.16,-4.08,4.36,-4.51,3.50,-2.54,-0.59,3.84,4.61,-2.43
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,18.36,7.83,,,2.07,,-23.57,-25.75,-23.21,-18.25,4.60,13.39,14.69,5.68,21.43,13.20,11.98,7.89,3.19,1.29,3.17,-1.35,-2.94,3.31,-8.74,3.82,-2.28,-0.93,8.11,6.34,2.27,-5.66,-8.67,-6.54,-4.12,-6.90,-3.28,-5.23,-9.21
TSF_sy,,3.86,-0.21,,,4.76,,-2.78,-6.15,-10.48,-5.90,-5.11,-0.94,-0.62,4.97,5.45,-4.73,4.08,2.81,-0.81,11.93,1.83,-2.58,2.64,-2.46,-0.81,4.47,-6.80,-0.26,2.91,2.33,8.97,1.14,-1.88,-6.99,-7.70,-3.35,-4.09,-2.14,-2.43
TSF_qq,,,,,0.63,2.05,-0.36,-25.31,-2.24,5.55,6.07,-4.43,5.97,6.76,-2.27,9.82,-1.21,5.61,-5.83,5.03,-3.03,7.57,-9.96,3.33,3.21,-4.97,2.43,-2.73,4.64,3.70,0.76,-6.46,-3.47,0.39,3.12,-4.05,-6.27,4.30,1.04,-8.08
TSF_sq,,,,,4.16,2.36,-8.22,-0.64,0.54,-2.36,-3.53,0.19,4.96,-2.04,1.90,0.65,-5.17,7.01,0.66,-2.90,7.01,-2.64,-3.70,2.30,1.70,-1.00,1.42,-8.74,8.84,2.15,0.85,-2.82,1.03,-0.90,-4.41,-3.56,5.79,-1.67,-2.46,-3.85
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-25.93,7.99,,,-21.28,,,,109.24,63.53,-33.89,-30.95,-29.03,-4.36,-48.14,-41.22,-43.32,-36.61,4.20,-2.27,-17.39,5.01,41.92,74.50,100.56,75.27,46.66,-22.97,-22.33,-38.42,-23.15,18.35,21.57,14.98,-1.57,-1.39,2.71,1.22,0.43
ZKO_sy,,-25.93,57.17,,,7.42,,,,3.95,3.49,0.81,-1.84,-8.57,2.04,-9.03,-19.44,-15.55,-5.47,-4.62,8.28,5.91,5.91,9.97,6.86,5.70,9.14,8.68,6.74,6.46,-5.49,-1.30,-4.54,-3.94,2.14,-1.13,2.87,-5.25,-6.47,-5.32
ZKO_qq,,,,,,,-6.56,166.71,-12.86,-3.64,-26.98,7.83,-8.99,-0.96,-1.60,-41.54,3.16,-4.49,10.06,-3.90,-3.25,-19.27,39.91,29.88,18.96,-7.22,22.26,8.68,-37.51,-6.46,-3.07,35.64,-3.78,-3.91,-8.32,16.12,-3.60,0.09,-9.65,15.21
ZKO_sq,,,,,,,-16.84,10.17,7.13,5.90,-17.20,7.32,4.31,-1.36,-7.58,-4.34,-7.63,3.41,3.45,-3.48,4.86,1.15,3.46,0.22,1.90,0.04,6.82,-0.20,0.08,-0.21,-5.17,4.21,-3.20,0.42,0.83,0.88,0.71,-7.51,-0.47,2.12
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,1.66,-8.81,,,2.59,,,,-4.83,-3.42,6.35,4.21,-1.38,-2.79,-9.18,-7.51,-15.89,-4.93,-9.44,0.69,0.56,-3.35,16.75,5.94,35.76,10.90,2.39,5.92,-8.72,-0.20,-1.23,-3.83,-0.62,-1.28,0.59,3.07,-1.91,0.77,3.44
OSF_sy,,-5.16,-3.25,,,4.22,,,,0.59,6.23,3.96,-3.19,1.07,-5.21,-0.50,-1.30,-3.59,5.47,-1.47,3.14,1.98,-0.24,5.90,2.51,2.21,2.02,0.41,-1.19,-1.40,-2.55,0.13,2.40,-1.10,4.19,0.44,-0.60,0.35,-1.80,-0.29
OSF_qq,,,,,,,1.77,-9.43,1.43,1.79,3.28,-0.26,-0.61,-3.66,1.79,-6.82,1.21,-12.39,15.06,-11.25,12.54,-12.50,10.59,7.21,2.11,12.13,-9.67,-1.01,5.64,-3.36,-1.23,-2.04,2.85,-0.14,-1.89,-0.18,5.38,-4.96,0.79,2.46
OSF_sq,,,,,,,-6.15,-0.41,7.39,0.22,-0.89,-2.53,,4.64,-7.05,2.31,-0.81,2.21,1.68,-4.42,3.83,1.06,-0.52,1.46,0.50,0.77,-0.71,-0.14,-1.10,0.55,-1.87,2.61,1.14,-2.89,3.38,-1.09,0.10,-1.97,1.17,0.43
NetDebt,6278000000,1590000000,1186000000,4215000000,1064000000,-2833000000,-3034000000,9312000000,9930000000,7810000000,5293000000,6953000000,5990000000,3704000000,4134000000,274000000,1042000000,-787000000,682000000,-506000000,-1341000000,-3440000000,-550000000,2273000000,3540000000,8270000000,6211000000,7191000000,369000000,-2024000000,-2061000000,2198000000,2584000000,623000000,670000000,2763000000,3365000000,1900000000,2018000000,3251000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-70.28,-61.29,,,-349.85,,-18.88,6.00,372.97,317.88,15.82,29.73,-30.64,17.44,-95.99,-83.64,-115.32,-88.64,-414.12,-324.40,-626.72,-252.85,665.02,422.42,1649.81,-18443.08,1622.64,-63.60,-105.58,98.00,-94.92,91.05,130.27,134.99,17.59,-3.57,94.00,104.00,1.99
NetDebtEBITDA_sy,,-44.52,245.97,,,-22.01,,18.81,-2.32,1.04,-0.52,-11.74,-9.15,-28.40,-46.77,-33.01,-27.42,14.83,67.11,102.89,31.03,-9.44,-18.25,-23.39,20.94,31.28,27.25,15.84,-7.73,-20.18,-25.23,-37.58,-27.94,-10.77,9.14,15.90,17.80,-6.24,-20.23,-6.43
NetDebtEBITDA_qq,,,,,-33.98,-154.79,13.37,358.85,-13.73,41.09,-30.85,37.60,-3.37,-24.56,17.08,-95.30,294.56,-170.65,186.82,-229.80,-181.86,-128.79,81.74,579.82,60.84,999.78,-318.48,144.57,-96.60,-268.60,21.53,213.08,27.71,-73.28,-9.30,280.02,4.72,-46.25,-4.63,90.00
NetDebtEBITDA_sq,,,,,9.51,4.42,13.44,-8.40,-9.97,8.02,11.69,-18.74,-7.33,-14.88,-16.97,2.28,0.40,34.68,20.83,24.17,-35.16,-6.91,9.07,16.36,2.37,1.05,5.73,5.93,-18.46,-12.59,-0.97,-11.56,-5.87,8.23,21.13,-6.08,-4.33,-13.85,3.06,10.16
DebtFin,-1409000000,-4658000000,-7245000000,,,-10941000000,-11174000000,-2308000000,-2077000000,-3268000000,-6255000000,-4826000000,-4652000000,-5744000000,-5898000000,-5940000000,-5122000000,-5822000000,-5873000000,-5968000000,-7112000000,-6987000000,-6470000000,-2313000000,-1029000000,2998000000,-90000000,6678000000,-5188000000,-6630000000,-6324000000,-2507000000,-2738000000,-3793000000,-3754000000,-1529000000,-529000000,-514000000,-965000000,-530000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-287.94,19.28,,,-57.95,,,,70.43,30.09,-224.33,-381.67,-157.08,-41.79,-25.11,-3.55,26.89,31.42,-70.95,-142.14,-99.50,-108.79,51.24,82.33,376.61,122.84,1672.03,-1660.48,-150.42,-524.37,-106.24,85.60,43.73,36.10,42.95,85.70,91.38,82.59,69.95
DebtFinEBITDA_sy,,-165.42,1190.57,,,24.36,,,,-5.61,27.01,-13.99,1355.85,-27.74,-49.55,-34.14,-38.36,3.48,32.95,0.90,-49.21,-57.60,-18.97,22.86,262.50,246.41,75.95,109.55,-34.30,-22.81,-35.26,-54.34,-20.40,-32.16,13.27,28.87,27.48,5.53,-8.83,-23.22
DebtFinEBITDA_qq,,,,,,,17.38,82.58,27.20,-182.24,-95.30,19.18,-8.12,-50.64,-7.72,28.69,10.51,-6.36,-1.04,-77.76,-26.76,12.37,-5.75,58.49,54.06,1471.59,-91.27,2756.78,-151.45,60.72,26.50,57.97,-18.64,-53.51,16.53,62.47,70.25,7.52,-68.64,35.23
DebtFinEBITDA_sq,,,,,,,-23.82,15.26,-108.68,1338.25,2.51,-21.95,26.76,-28.75,-28.42,1.88,18.64,19.61,-8.04,-22.68,-40.27,-0.16,75.75,17.24,76.22,-4.59,-10.73,39.62,-44.75,12.09,-25.13,-1.52,-3.69,-4.47,25.00,12.05,-4.73,-20.91,7.99,-5.64
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,37.26,-15.57,,,30.34,,,,-54.52,-40.94,60.87,50.90,38.97,1.63,75.12,57.34,48.39,49.97,-13.09,3.04,21.74,-7.96,-17.73,-39.29,-32.31,-36.72,-30.19,37.50,17.53,62.07,28.53,-18.74,-18.25,-14.13,2.20,4.52,-4.49,-0.45,2.99
SP1_sy,,-7.89,-28.35,,,13.92,,,,-5.68,0.77,-3.40,1.33,5.03,-1.82,6.81,7.29,15.13,7.36,6.54,0.10,-7.50,-2.28,-8.45,-11.17,-0.56,-1.94,-5.29,0.82,-4.56,-2.41,3.14,4.25,4.04,2.07,2.03,-2.99,1.21,1.44,6.54
SP1_qq,,,,,,,8.91,-66.04,16.41,5.63,41.44,-7.50,9.20,-2.72,3.44,59.38,-1.89,-8.26,4.54,-7.63,16.31,8.39,-20.97,-17.44,-14.17,20.86,-26.12,-8.92,69.05,3.31,1.89,-27.77,6.88,3.93,7.02,-14.04,9.31,-5.03,11.55,-11.07
SP1_sq,,,,,,,4.10,-0.16,-0.32,-8.96,11.22,-4.29,4.56,-5.64,3.97,4.12,5.03,1.25,-3.05,3.33,-1.32,-6.43,2.42,-3.19,-4.25,4.74,1.00,-6.50,1.94,-0.85,3.27,-1.19,3.04,-1.06,1.32,-1.22,-2.04,3.22,1.55,3.75
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,28.72,-10.37,,,22.02,,,,-51.09,-40.30,32.00,31.77,27.01,0.78,53.16,40.03,31.92,34.46,-12.10,3.91,21.36,-9.08,-6.04,-21.34,-9.78,-10.26,-12.04,25.78,4.18,34.38,7.71,-18.93,-19.11,-15.92,-2.01,-0.79,-8.07,-4.73,-2.87
SP2_sy,,-7.99,-15.27,,,3.58,,,,-5.09,-7.08,-6.90,-3.49,2.50,6.32,6.22,2.38,4.32,3.94,3.16,4.53,-1.82,-3.92,-4.08,-4.67,-0.53,-0.19,-0.96,1.91,-0.28,2.95,2.18,4.31,-0.03,-0.32,0.56,-3.82,3.69,3.74,3.30
SP2_qq,,,,,,,6.36,-57.90,7.44,1.67,29.83,-6.91,7.25,-2.01,3.02,41.46,-1.94,-7.68,4.99,-7.52,15.92,7.83,-21.34,-4.43,-2.96,23.67,-21.76,-6.32,38.76,2.43,0.92,-24.91,4.43,2.21,4.91,-12.49,5.72,-5.29,8.71,-10.78
SP2_sq,,,,,,,1.59,-0.82,-1.42,-4.44,-0.54,-0.64,2.20,1.49,3.17,-0.73,-1.49,3.40,2.80,-1.48,-0.18,-2.88,0.60,-1.65,-0.79,1.33,0.94,-2.41,2.08,-0.85,4.21,-3.14,4.21,-4.97,3.91,-2.29,-0.32,2.45,3.96,-2.70
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,353.20,45.17,,,48.26,,,,-83.47,-69.66,81.47,145.17,113.01,12.96,121.84,74.34,73.93,36.79,21.49,40.54,30.94,-2.61,-39.97,-23.09,-66.61,-7.42,-4.84,17.10,180.04,85.40,0.33,-43.67,-44.78,-47.76,-41.08,-75.02,-69.64,-76.10,-77.58
CAR_sy,,232.58,-70.05,,,-19.42,,,,-26.65,-7.44,-3.82,-52.64,26.32,53.32,25.82,19.17,40.90,-21.05,25.64,43.97,-16.91,-20.37,-40.94,-52.03,-15.23,-7.40,-6.16,43.10,-3.79,3.49,-3.28,11.42,26.45,64.92,34.68,6.07,-3.45,-23.00,36.97
CAR_qq,,,,,,,-3.64,-87.69,-19.12,72.36,76.87,-26.40,9.27,49.75,-6.21,44.55,-14.13,49.39,-26.23,28.38,-0.66,39.19,-45.14,-20.87,27.27,-39.57,52.11,-18.66,56.61,44.53,0.70,-55.98,-12.08,41.70,-4.73,-50.36,-62.73,72.25,-25.00,-53.44
CAR_sq,,,,,,,-26.55,-2.69,79.97,-42.97,-7.32,1.11,-11.37,52.09,12.50,-17.03,-16.06,79.83,-36.96,32.04,-3.81,3.78,-39.58,-2.08,-21.86,83.38,-34.00,-0.78,19.16,23.29,-29.00,-7.27,37.27,39.93,-7.41,-24.27,8.10,27.37,-26.16,34.71
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
