,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350,3350
ShareAmountCurrent,265764275000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,213511875000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,190000000000,190000000000
WKCurrent,2300,3080,3220,3420,3560,3780,3940,4030,4220,4410,4380,4270,4320,3750,3740,3830,3920,3940,4010,4040,4040,4200,4510,4300,4390,4220,4330,4330,4400,4440,4520,4590,4760,4790,4820,4980,5210,5380,5520,5590,5560,5930,6130,6270,6610,7040,7400,7620,7670,7470,8070,8119
CWKCurrent,1460,1090,1040,980,940,890,850,830,790,760,770,780,780,890,900,870,850,850,840,830,830,800,740,780,760,790,770,770,760,750,740,730,700,700,690,670,640,620,610,600,600,570,550,530,510,480,450,440,440,450,420,410
WKGrahamCurrent,-230,-580,-630,-460,-320,-350,-70,-80,30,30,-60,-180,-190,-180,-670,70,-420,-70,-30,230,270,330,490,490,620,730,900,1050,1100,1110,1210,1200,1230,840,860,890,880,850,1030,1040,700,490,580,390,620,850,970,1060,1070,650,830,680
CWKGrahamCurrent,,,,,,,,,107590,110760,,,,,,44740,,,,14610,12580,10250,6780,6870,5380,4590,3710,3180,3040,3020,2780,2800,2730,4010,3900,3770,3790,3940,3270,3230,4820,6850,5800,8610,5390,3960,3440,3170,3120,5190,4019,4910
PCurrent,10110,12240,13220,14730,16730,18010,18870,19070,16550,15120,13860,12240,12400,11490,10060,8860,8260,8360,9070,9880,10650,12090,12860,13590,13970,14030,13910,13380,13120,12980,12940,13230,13670,13640,13430,13550,13630,14100,15230,16079,15990,15770,15110,14400,14350,14470,15020,15570,16149,16770,17810,17810
CPCurrent,330,270,250,230,200,190,180,180,200,220,240,270,270,290,330,380,410,400,370,340,310,280,260,250,240,240,240,250,260,260,260,250,250,250,250,250,250,240,220,210,210,210,220,230,230,230,220,220,210,200,190,190
ZCurrent,200,280,450,470,560,780,810,850,800,640,530,360,250,-330,-390,-410,-410,120,210,290,330,380,440,520,530,540,490,380,340,280,270,330,350,360,320,310,380,560,610,610,560,700,740,800,940,660,680,710,690,380,450,500
CZCurrent,17170,11790,7500,7060,6030,4270,4120,3960,4170,5230,6310,9200,13140,,,,,27910,15600,11750,10250,8730,7530,6420,6300,6260,6850,8780,9800,11870,12640,10200,9540,9210,10580,10830,8800,5990,5500,5460,6000,4760,4530,4200,3580,5060,4940,4700,4850,8710,7510,6680
