,2007/Q4,2008/Q4,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RN_yy,,40.27,42.03,,-47.89,,,-54.97,-38.84,-35.93,-43.94,-52.46,34.88,45.59,56.98,68.90,2.98,-16.55,-34.64,-53.49,-66.07,-66.30,-21.93,115.11,237.57,330.82,145.63,24.63,3.29,-1.01,-7.16,-13.01,-5.69,-4.36,3.03
RN_sy,,-7.62,0.52,,-4.70,,,-17.98,-7.59,2.28,9.75,1.64,10.00,2.83,0.61,0.39,-7.82,-11.73,-6.16,1.70,7.10,13.80,2.21,-0.12,0.90,4.15,11.16,6.52,-12.18,-15.51,-16.87,-17.68,-3.36,1.24,3.73
RN_qq,,,,,-57.40,-9.57,4.65,11.70,-42.15,-5.26,-8.44,-5.28,64.15,2.26,-1.27,1.91,0.08,-17.13,-22.67,-27.49,-26.98,-17.70,79.17,99.78,14.59,5.03,2.15,1.37,-5.03,0.65,-4.19,-5.02,2.97,2.07,3.21
RN_sq,,,,,-12.61,-6.91,-6.20,7.49,-1.54,3.03,0.65,-0.46,6.57,-3.68,-1.52,-0.68,-2.16,-7.76,4.69,7.65,3.03,-1.99,-5.97,5.19,4.08,1.17,0.35,0.81,-14.19,-2.67,-1.27,-0.18,0.74,1.97,1.16
CRN,68000,48000,34000,28000,65000,72000,69000,62000,107000,113000,123000,130000,79000,78000,79000,77000,77000,93000,120000,166000,227000,276000,154000,77000,67000,64000,63000,62000,65000,65000,68000,71000,69000,68000,66000
CRN_yy,,-29.41,-29.17,,91.18,,,121.43,64.62,56.94,78.26,109.68,-26.17,-30.97,-35.77,-40.77,-2.53,19.23,51.90,115.58,194.81,196.77,28.33,-53.61,-70.48,-76.81,-59.09,-19.48,-2.99,1.56,7.94,14.52,6.15,4.62,-2.94
CRN_sy,,7.09,,,5.15,,,21.60,7.69,-1.96,-9.15,-1.97,-9.09,-2.67,-0.67,-0.67,8.57,4.79,6.76,-1.35,-6.58,-10.46,-15.19,-6.16,-1.41,2.19,-2.24,-5.84,14.29,17.14,19.08,22.48,3.75,-1.22,2.56
CRN_qq,,,,,132.14,10.77,-4.17,-10.14,72.58,5.61,8.85,5.69,-39.23,-1.27,1.28,-2.53,,20.78,29.03,38.33,36.75,21.59,-44.20,-50.00,-12.99,-4.48,-1.56,-1.59,4.84,,4.62,4.41,-2.82,-1.45,-2.94
CRN_sq,,,,,14.40,6.99,7.19,-7.32,1.32,-2.60,-0.67,,-6.04,4.29,1.37,,,0.66,3.27,-7.59,-2.74,-3.52,-2.19,2.24,2.19,,-6.43,-1.53,24.03,,-4.88,1.28,5.06,-2.41,-1.23
CPZ,300000,115000,70000,57000,81000,71000,63000,56000,94000,112000,142000,150000,96000,93000,90000,89000,96000,126000,172000,250000,331000,393000,210000,102000,92000,89000,89000,82000,84000,83000,86000,91000,89000,87000,84000
CPZ_yy,,-61.67,-39.13,,15.71,,,-1.75,16.05,57.75,125.40,167.86,2.13,-16.96,-36.62,-40.67,,35.48,91.11,180.90,244.79,211.90,22.09,-59.20,-72.21,-77.35,-57.62,-19.61,-8.70,-6.74,-3.37,10.98,5.95,4.82,-2.33
CPZ_sy,,1.78,3.49,,,,,21.21,6.18,-5.21,8.99,-4.50,-1.59,9.34,2.06,-1.57,,-5.03,-7.07,0.53,4.32,-3.17,-3.26,-7.41,-8.81,1.64,3.37,6.29,19.89,11.83,9.78,6.45,-1.90,0.48,
CPZ_qq,,,,,42.11,-12.35,-11.27,-11.11,67.86,19.15,26.79,5.63,-36.00,-3.12,-3.23,-1.11,7.87,31.25,36.51,45.35,32.40,18.73,-46.56,-51.43,-9.80,-3.26,,-7.87,2.44,-1.19,3.61,5.81,-2.20,-2.25,-3.45
CPZ_sq,,,,,7.88,7.87,-7.29,12.36,-5.50,-3.70,6.59,-1.55,-2.62,6.99,-0.50,-5.05,-1.60,2.16,-2.65,2.72,2.12,-5.18,-2.73,-1.69,0.57,5.68,,1.09,13.44,-1.42,-2.88,-1.98,4.55,0.97,-3.35
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,-28.93,-34.44,-29.27,-46.85,-24.25,-43.04,-62.71,-81.76,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,16.32,-16.45,-5.74,-30.57,-25.02,3.23,-0.03,58.82,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,-0.67,-11.85,30.55,-37.83,-8.37,-4.90,-1.89,-11.40,-31.10,-37.73,-52.00,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,13.64,4.40,-5.56,3.82,-18.38,17.78,-30.44,12.12,12.38,14.06,10.51,,,,,,,,,,,,,,,
CRZ,,,,,,,,,39000,39000,44000,34000,54000,59000,62000,63000,72000,104000,167000,348000,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,38.46,51.28,40.91,85.29,33.33,76.27,169.35,452.38,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,-11.11,31.25,,-14.29,37.50,-4.76,,33.33,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,12.82,-22.73,58.82,9.26,5.08,1.61,14.29,44.44,60.58,108.38,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,-12.50,14.29,31.25,-23.81,-25.00,83.33,-9.09,-20.00,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,62.45,28.95,,-37.22,,,-50.42,-44.01,-34.71,-44.71,-53.12,25.72,28.20,43.20,50.90,-9.25,-27.56,-44.55,-60.39,-67.80,-66.27,-17.77,134.33,254.08,359.91,164.93,41.95,22.66,18.48,10.05,-4.26,-1.70,-3.59,2.66
RMO_sy,,1.79,-8.12,,3.93,,,26.98,-2.87,18.27,0.10,1.27,13.21,-4.25,2.39,-6.63,-13.16,0.56,-4.76,5.82,9.66,7.57,7.76,0.13,-2.11,1.00,-3.79,-0.53,-6.58,-9.14,-3.75,-5.10,-6.82,-6.64,-11.33
RMO_qq,,,,,-48.68,-16.56,3.65,11.70,-42.04,-2.70,-12.22,-5.28,55.41,-0.77,-1.96,-0.19,-6.54,-20.79,-24.95,-28.71,-24.01,-17.05,82.97,103.17,14.82,7.75,5.40,8.86,-0.78,4.07,-2.10,-5.29,1.87,2.08,4.25
RMO_sq,,,,,23.55,-14.14,18.73,0.83,-5.50,4.55,0.49,2.00,5.65,-11.58,7.46,-6.98,-1.74,2.39,1.77,3.35,1.83,0.44,1.95,-3.97,-0.45,3.63,-2.89,-0.72,-6.50,0.79,2.88,-2.11,-8.20,0.99,-2.30
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,291.00,130.28,,22.25,,,17.78,-40.66,-49.81,-55.43,-62.21,23.81,50.06,49.79,59.85,-10.84,-32.30,-44.27,-60.52,-66.64,-64.73,-16.58,110.47,187.52,247.77,100.01,24.44,19.43,26.94,21.26,3.22,3.34,-1.81,-6.69
RMT_sy,,-7.43,-1.44,,-15.25,,,-3.73,-3.10,-10.13,-16.75,-3.34,-5.04,-9.08,8.46,4.35,15.70,1.58,8.25,6.86,-2.61,8.26,2.72,-2.68,0.11,-1.32,-10.12,-3.91,-2.75,-6.25,-6.40,-9.55,-12.41,-15.05,-4.62
RMT_qq,,,,,-0.07,1.49,3.97,11.70,-49.66,-14.15,-7.68,-5.28,64.95,4.04,-7.85,1.08,-8.00,-21.01,-24.14,-28.40,-22.25,-16.48,79.41,80.66,6.22,1.02,3.18,12.40,1.95,7.37,-1.43,-4.32,2.07,2.02,-6.33
RMT_sq,,,,,-6.97,17.82,-7.47,-5.07,-6.37,9.27,-14.29,10.23,-8.02,4.63,2.23,6.05,1.99,-8.14,8.95,4.70,-7.05,2.11,3.38,-0.81,-4.39,0.65,-5.85,6.05,-3.23,-2.98,-5.99,2.47,-6.29,-5.90,5.54
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,200.71,75.72,,-19.04,,,-32.34,-43.02,-39.54,-48.03,-55.93,21.00,30.09,40.45,49.88,-6.63,-26.60,-42.60,-61.85,-70.31,-70.32,-33.57,103.97,223.26,356.67,200.49,60.40,36.68,28.61,13.81,-1.77,-0.02,-3.00,-0.68
RM_sy,,10.21,-20.38,,-5.82,,,-3.46,-4.90,1.90,4.42,-0.35,1.38,-2.13,-6.02,-6.05,-5.44,-2.49,-2.39,2.47,9.37,5.73,8.83,3.97,0.22,1.90,1.49,5.36,-8.10,-10.82,-13.41,-16.82,-27.56,-10.47,9.77
RM_qq,,,,,-33.82,-11.76,3.74,11.70,-44.28,-6.37,-10.82,-5.28,52.98,0.67,-3.72,1.08,-4.70,-20.86,-24.71,-32.82,-25.84,-20.87,68.52,106.26,17.54,11.78,10.88,10.10,0.16,5.18,-1.88,-4.97,1.94,2.06,0.47
RM_sq,,,,,-4.60,-1.29,-2.13,4.75,-6.02,5.77,0.29,-0.03,-4.39,2.10,-3.69,-0.06,-3.77,5.29,-3.59,4.91,2.70,1.79,-0.77,0.22,-0.99,3.49,-1.16,4.04,-13.64,0.43,-4.03,-0.06,-24.79,24.12,17.66
COP,,,,,,,,,146000,152000,167000,164000,133000,137000,141000,140000,149000,197000,287000,514000,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,-8.90,-9.87,-15.57,-14.63,12.03,43.80,103.55,267.14,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,-9.89,-3.33,2.75,11.90,13.41,9.20,20.86,6.38,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,4.11,9.87,-1.80,-18.90,3.01,2.92,-0.71,6.43,32.21,45.69,79.09,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,-1.10,1.11,-7.69,-2.38,6.10,7.47,0.53,-1.06,2.15,18.95,-11.50,,,,,,,,,,,,,,,
CSP,,,,,,,,,52000,40000,25000,14000,37000,44000,51000,51000,53000,71000,115000,264000,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,-28.85,10.00,104.00,264.29,43.24,61.36,125.49,417.65,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,-800.00,,,66.67,35.71,37.50,-16.67,-350.00,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,-23.08,-37.50,-44.00,164.29,18.92,15.91,,3.92,33.96,61.97,129.57,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,-100.00,,,-16.67,-14.29,25.00,,-125.00,-11.11,-40.00,-28.57,,,,,,,,,,,,,,,
