,2007/Q4,2008/Q4,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ROPA_sy,,-5.12,-0.96,,-14.62,,,,,-19.00,-68.23,,-13.33,22.68,82.73,,1.49,-11.11,5.12,2.26,35.35,45.08,13.11,17.68,-19.06,-12.29,6.46,-5.32,-4.78,-7.57,-25.58,-10.41,-17.69,-7.67,20.17
ROPA_qq,,,,,,-22.95,-16.76,,,-0.27,17.04,,,1.32,-30.25,-19.01,-8.93,-28.13,-34.85,-77.13,-98.31,-4400.00,141.86,-6172.22,45.65,9.09,45.19,389.53,-15.75,-14.27,-18.09,-6.31,8.00,16.96,0.33
ROPA_sq,,,,,,-10.74,58.37,,,-27.71,-37.88,,,2.33,-7.47,4.53,2.54,-10.38,9.43,1.69,35.73,-3.93,-14.69,5.79,-6.65,4.11,3.54,-5.91,-6.12,1.06,-16.64,13.27,-13.75,13.37,8.49
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-273.44,476.08,,532.24,,,-116.37,-131.03,82.53,-103.51,29.38,25.84,-252.50,569.35,297.23,292.57,114.69,-78.85,-119.55,-76.99,-1007.26,1460.72,-295.95,-370.65,171.00,-99.41,283.16,402.56,-51.02,1911.65,-74.77,-82.25,-62.76,27.20
ZNPO_sy,,2.37,7.55,,31.13,,,-33.23,23.17,-61.76,148.11,-39.59,13.56,103.40,105.65,395.38,-36.82,36.94,6.64,-0.15,33.97,-28.11,-19.58,-40.73,-27.08,24.28,32.59,62.10,7.94,-27.00,-56.13,-61.41,4.57,-8.49,111.12
ZNPO_qq,,,,,-61.78,-268.07,367.22,-109.54,27.57,5.37,46.32,-91.99,23.94,-349.76,171.47,-19.32,-25.74,-65.69,2.90,-174.58,187.41,-1452.61,277.01,-118.92,40.25,454.84,-98.52,5749.74,-1.31,-42.56,-39.34,-26.62,-30.56,20.48,107.20
ZNPO_sq,,,,,58.03,10.55,-80.10,92.07,191.51,-65.68,29.11,-53.23,447.94,-38.53,30.54,12.66,-30.12,33.24,1.66,5.49,-6.24,-28.50,13.72,-22.26,15.36,21.85,21.33,-4.95,-23.18,-17.59,-27.10,-16.39,108.17,-27.88,68.19
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,93.26,-82.17,,92.03,,,-13.45,46.83,578.38,122.29,820.03,-238.50,15.01,32.56,-81.45,174.32,-49.64,4.46,161.81,124.18,-13.65,-48.61,-75.45,,-107.57,681.97,-563.39,,3023.38,-84.86,120.24,138.90,-49.72,76.81
ZFI_sy,,3.06,-6.56,,-8.76,,,-32.75,18.53,74.12,34.18,48.70,-7.22,-15.14,-16.41,-12.47,-7.56,6.58,-27.16,-10.29,-10.46,-18.94,7.31,1.72,,-8.62,-8.75,-2.27,,17.76,14.20,9.43,13.18,-5.82,9.82
ZFI_qq,,,,,-13.41,-55.67,95.77,15.16,46.91,104.82,-35.85,376.64,-122.11,270.08,-26.06,-33.29,-11.41,15.25,53.36,67.20,-24.14,-55.61,-8.74,-20.14,,,9533.24,-147.32,47.90,225.69,-51.13,-36.76,0.16,62.47,71.83
ZFI_sq,,,,,-20.79,-21.05,44.47,-25.57,39.61,15.98,11.33,-17.51,-12.90,6.09,9.66,-13.62,-8.01,22.31,-25.05,6.39,-8.19,10.73,-0.78,0.85,,,-0.92,8.00,-13.63,27.42,-3.92,3.49,-10.67,6.03,12.04
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,2.83,-8.11,,-13.33,,,,-22.71,37.93,40.07,,-14.84,-16.10,-16.28,,16.06,15.95,10.39,-11.46,-25.96,-28.27,-25.98,23.39,29.85,32.21,32.86,-2.19,3.40,6.13,3.40,-0.19,-0.72,-1.50,2.26
DTAR_sy,,-3.86,-0.32,,0.40,,,,-1.60,10.12,3.43,,4.06,-19.10,-10.61,,-4.96,3.60,5.51,8.47,-8.16,1.53,-1.66,4.25,13.05,18.46,23.15,16.66,-5.71,-6.29,-6.75,-14.83,5.82,-0.02,-4.97
DTAR_qq,,,,,,-41.24,1.57,,,4.85,3.14,,,3.31,2.92,1.04,8.04,3.20,-2.01,-18.96,-9.65,-0.02,1.11,35.10,-4.92,1.80,1.61,-0.54,0.51,4.48,-1.00,-3.99,-0.03,3.67,2.78
DTAR_sq,,,,,,-5.60,3.80,,,5.66,-2.51,,,-17.85,7.72,-5.49,13.65,-10.46,9.70,-2.84,-3.77,-1.00,6.26,2.99,4.35,3.74,10.47,-2.44,-15.66,3.09,9.92,-10.89,4.79,-2.60,4.48
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,177.81,-86.50,,-60.72,,,,-57.52,102.62,114.48,,-11.67,-34.01,-35.56,,9.99,41.51,28.54,28.40,-16.80,-18.94,-16.31,-4.22,9.71,8.17,12.57,-5.09,7.10,14.66,7.03,0.62,0.64,-1.69,8.36
CG_sy,,-16.03,-7.25,,-0.09,,,,0.76,13.66,17.81,,5.77,-32.11,-25.43,,-9.54,16.43,4.84,19.63,3.44,16.43,11.62,9.25,12.33,-1.16,49.64,1.45,-15.53,5.73,-22.14,-2.28,12.20,2.93,1.57
CG_qq,,,,,,-76.39,2.97,,,12.64,9.00,,,-15.85,6.44,2.35,19.97,8.27,-3.31,2.24,-22.26,5.48,-0.18,17.01,-10.96,4.00,3.88,-1.34,0.47,11.34,-3.03,-7.24,0.50,8.76,6.88
CG_sq,,,,,,-7.39,4.24,,,4.47,8.04,,,-32.95,18.68,-9.04,24.99,-13.70,6.86,3.79,8.07,-2.87,2.45,1.58,11.12,-14.53,55.11,-31.13,-7.48,6.97,14.23,-13.57,6.23,-1.86,12.72
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,138.83,-89.82,,-68.32,,,,-51.32,116.37,52.31,,-41.73,-49.93,-30.62,,35.02,33.48,21.02,0.47,-41.51,-27.82,-0.39,24.77,12.14,4.45,-30.14,-45.81,-34.70,-31.38,-23.15,-15.28,12.80,-1.98,114.77
LDER_sy,,-3.13,39.55,,-28.41,,,,19.65,21.93,6.56,,-2.39,-36.94,-6.32,,36.32,105.71,26.96,21.06,-12.35,-16.10,18.03,40.74,40.09,49.40,60.09,34.95,-3.91,16.53,-9.88,-11.68,3.39,1.86,13.44
LDER_qq,,,,,,-78.28,5.07,,,-3.44,-26.04,,,-17.02,2.49,20.97,31.25,-17.97,-7.08,0.43,-23.59,1.23,28.22,25.80,-31.33,-5.71,-14.24,-2.43,-17.25,-0.91,-3.95,7.57,10.18,-13.89,110.44
LDER_sq,,,,,,-3.20,10.57,,,-1.36,-3.37,,,-36.27,43.54,-14.30,73.89,-3.83,-11.41,-18.28,25.90,-7.95,24.63,-2.56,25.32,-1.83,33.55,-17.86,-10.77,19.06,3.28,-19.50,4.46,17.29,15.02
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-23.09,-1.32,,2.33,,,,-4.18,-25.53,-11.24,,78.38,75.54,36.42,,-17.32,-5.06,-0.65,13.16,19.78,-0.76,-19.94,-16.60,12.78,17.66,52.77,51.91,36.12,33.75,24.73,15.43,-7.81,4.44,-25.03
PZAT_sy,,1.12,-19.62,,13.18,,,,-10.22,-19.87,2.51,,-3.12,15.09,0.33,,2.75,-17.48,-11.88,4.07,-8.11,6.13,-14.45,-13.68,4.92,-9.57,4.89,0.05,-40.42,-36.42,-24.58,-27.23,21.91,5.67,4.97
PZAT_qq,,,,,,36.47,5.89,,,6.05,26.22,,,4.36,-1.91,-12.54,-7.67,19.85,2.65,-0.37,-2.27,-0.70,-17.20,3.79,32.16,3.60,7.51,3.21,18.41,1.79,0.26,-4.49,-5.43,15.32,-28.03
PZAT_sq,,,,,,7.13,-10.63,,,-4.38,14.32,,,13.59,-0.34,-14.90,6.67,-8.78,6.42,0.50,-5.82,5.37,-14.22,1.40,14.46,-9.17,-0.51,-3.27,-31.83,-3.08,18.01,-6.67,14.20,-15.98,17.22
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,9.52,19.40,,66.25,,,,20.40,-41.37,-27.90,,6.84,20.19,5.95,,-0.82,-14.33,-8.75,-13.16,2.77,3.60,1.76,-17.04,-20.64,-17.30,-14.93,-0.37,-2.40,-4.75,-5.47,-0.14,0.89,-0.26,-16.03
PELDR_sy,,-18.81,-4.02,,21.41,,,,-8.49,-27.05,-2.86,,-0.14,-1.13,5.42,,3.26,-8.14,-3.47,-4.08,-3.11,9.96,-2.38,-1.10,2.08,-10.18,-3.52,-4.41,-3.69,1.26,-1.62,3.10,1.27,7.02,1.55
PELDR_qq,,,,,,103.20,-10.50,,,-1.05,10.07,,,11.32,-2.97,4.53,-12.16,-3.84,3.34,-0.52,3.97,-3.07,1.50,-18.90,-0.54,1.02,4.42,-5.03,-2.57,-1.42,3.63,0.33,-1.56,-2.55,-12.75
PELDR_sq,,,,,,34.93,-29.47,,,7.56,-6.08,,,6.50,0.13,-1.50,-1.70,-5.26,5.23,-2.11,-0.71,7.52,-6.58,-0.84,2.48,-5.39,0.35,-1.75,3.25,-0.52,-2.51,2.96,1.42,5.12,-7.49
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-15.77,-8.91,,10.10,,,,38.44,-19.31,-29.02,,-15.56,8.69,20.65,,12.84,-13.38,-10.97,-30.97,-20.27,-16.81,-11.63,35.29,20.74,23.13,10.84,-8.35,-9.49,-12.43,-6.75,-3.04,0.23,-0.05,7.33
TSF_sy,,20.68,-3.83,,-12.51,,,,10.93,6.22,-6.44,,5.25,0.80,5.20,,0.26,4.93,6.07,-0.04,1.45,-4.12,-0.75,-0.04,1.43,-0.53,-8.92,-3.04,1.07,3.73,9.94,4.03,-4.21,-6.24,-6.01
TSF_qq,,,,,,58.07,-0.56,,,-7.87,-12.52,,,18.59,-2.90,2.33,-4.24,-8.96,-0.20,-20.66,10.60,-5.02,6.02,21.47,-1.30,-3.13,-4.57,0.44,-2.52,-6.28,1.62,4.44,0.77,-6.54,9.11
TSF_sq,,,,,,11.12,6.58,,,6.41,-6.12,,,1.91,-2.03,3.79,-3.24,6.65,-0.97,-2.19,-1.80,0.79,2.52,-1.50,-0.35,-1.15,-6.13,4.86,3.87,1.45,-0.51,-0.77,-4.36,-0.70,-0.26
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-44.45,-32.57,,-32.79,,,,-17.25,56.26,39.27,,-11.60,-19.82,-11.98,,6.03,16.49,9.27,10.31,-10.54,-9.99,-6.81,12.67,17.24,14.95,11.51,-6.67,-0.89,1.58,2.71,-1.71,-1.07,-1.41,17.88
ZKO_sy,,26.67,17.37,,-15.40,,,,-13.28,12.08,1.42,,1.92,-9.43,0.19,,-0.61,24.12,-6.13,-6.76,-1.25,-16.37,6.79,10.78,13.32,28.98,16.78,12.40,0.83,3.36,18.67,2.70,8.60,-1.32,-15.66
ZKO_qq,,,,,,-46.48,5.21,,,1.07,-6.23,,,-8.32,2.94,0.17,12.16,0.72,-3.44,1.12,-9.04,1.35,-0.03,22.25,-5.35,-0.63,-3.02,2.32,0.52,1.84,-1.95,-2.08,1.17,1.49,17.24
ZKO_sq,,,,,,-26.23,17.07,,,-4.66,5.94,,,-15.27,17.19,-2.40,2.56,5.81,-11.37,-3.07,8.63,-10.39,13.17,0.56,11.12,1.99,2.46,-3.21,-0.32,4.55,17.64,-16.23,5.41,-5.01,0.55
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-73.26,501.51,,123.95,,,,30.93,-22.69,-7.60,,7.84,12.72,0.41,,-1.66,-5.58,-3.83,-4.30,2.56,-0.86,-5.08,-11.02,-8.73,-5.59,1.00,4.57,3.17,2.24,0.59,0.42,-1.76,-1.43,-12.97
OSF_sy,,-11.61,7.42,,1.68,,,,2.04,-1.17,1.13,,-4.40,-0.65,-2.98,,0.71,-1.90,-8.18,-3.24,1.24,4.87,7.48,4.84,-0.63,-4.01,-4.52,-5.75,-4.10,-1.37,2.38,0.92,-5.78,-1.11,-1.96
OSF_qq,,,,,,71.15,-6.58,,,1.06,11.66,,,5.63,-0.53,1.01,-7.34,1.42,1.32,0.51,-0.70,-1.96,-2.99,-5.79,1.86,1.42,3.78,-2.46,0.50,0.51,2.10,-2.63,-1.69,0.85,-9.85
OSF_sq,,,,,,-0.85,1.41,,,-3.96,3.76,,,-0.20,1.33,-3.03,2.69,-2.79,-5.15,2.19,7.44,0.71,-2.80,-0.32,1.83,-2.72,-3.32,-1.60,3.61,0.06,0.36,-3.01,-3.27,5.03,-0.50
NetDebt,27563000000,54646000000,56701000000,,76809000000,38414000000,59058000000,,128765000000,155714000000,184071000000,,144998000000,142878000000,158544000000,164662000000,201231000000,232583000000,223414000000,227147000000,60337000000,62696000000,64189000000,60752000000,63097000000,67595000000,72343000000,78376000000,81652000000,90247000000,86866000000,83316000000,81128000000,89417000000,105134000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,32.82,-63.92,,-39.42,,,,37.78,225.24,77.76,,-7.79,-15.22,23.35,,57.90,122.95,109.27,229.91,83.36,185.36,49.68,-147.25,-426.28,-291.87,455.65,159.44,116.72,115.24,-91.34,44.95,17.73,-6.11,-5.98
NetDebtEBITDA_sy,,-20.12,19.69,,-15.68,,,,30.96,83.12,34.11,,-1.43,-19.09,-18.57,,-0.91,9.47,30.84,38.27,5.44,9.15,-14.06,-12.55,-5.73,-3.22,4.64,-3.72,-6.51,-11.83,-13.39,-14.73,12.32,19.96,-2.46
NetDebtEBITDA_qq,,,,,,-54.28,68.74,,,7.92,-7.77,,,-0.78,34.18,10.53,7.31,40.09,25.94,74.24,-40.36,118.03,-33.94,-155.00,-311.87,-28.22,291.31,-94.12,15.86,16.86,8.65,-1.47,-5.89,-6.80,8.80
NetDebtEBITDA_sq,,,,,,-20.29,47.23,,,11.47,7.83,,,-8.51,8.52,-4.55,4.56,1.07,29.70,0.87,-20.26,4.64,2.12,2.63,-14.04,7.42,10.41,-5.57,-16.54,1.32,8.46,-7.03,9.94,8.21,-11.82
DebtFin,15797000000,22940000000,17995000000,,24583000000,-21293000000,-7266000000,,35355000000,43961000000,60437000000,,64828000000,64783000000,67718000000,69841000000,88639000000,97929000000,93190000000,93291000000,24932000000,24658000000,25591000000,21673000000,22115000000,25932000000,21347000000,26345000000,26900000000,28333000000,21851000000,24189000000,23438000000,25473000000,40209000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-2.71,-72.73,,-38.90,,,,18.19,265.66,574.39,,50.16,36.16,60.46,,55.56,107.04,104.37,219.45,72.01,166.55,43.06,-141.04,-376.75,-287.16,311.26,156.01,115.72,112.47,-92.62,25.19,3.24,-14.80,42.95
DebtFinEBITDA_sy,,34.85,285.68,,78.26,,,,214.75,583.15,63.49,,19.06,84.75,69.82,,-47.99,-37.01,-1.10,-0.96,42.69,13.50,-24.67,-33.35,-11.11,52.18,44.80,47.12,26.73,-11.39,-51.95,-25.45,-0.07,50.56,82.15
DebtFinEBITDA_qq,,,,,,-179.17,62.54,,,10.96,7.26,,,0.62,26.40,9.76,11.44,33.91,24.77,71.56,-39.99,107.52,-33.03,-149.21,-304.66,-40.34,247.15,-93.30,13.56,11.36,-12.94,13.72,-6.36,-8.10,46.07
DebtFinEBITDA_sq,,,,,,-136.56,431.23,,,-43.88,12.08,,,-12.92,3.03,16.24,-50.12,5.45,61.78,16.39,-28.14,-16.13,7.37,2.98,-4.16,43.60,2.16,4.63,-17.44,0.41,-44.60,62.33,10.67,51.28,-32.98
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-51.81,790.83,,233.21,,,,58.23,-50.53,-33.66,,22.00,40.60,14.08,,-7.26,-18.95,-11.98,-13.24,14.66,10.15,1.85,-21.02,-22.16,-17.86,-9.41,12.03,4.09,0.65,-2.06,2.16,-0.69,-0.03,-26.17
SP1_sy,,-22.67,-7.55,,4.38,,,,17.07,-20.73,-2.68,,-5.42,10.55,-1.20,,-0.90,-19.86,3.03,3.47,-2.27,8.98,-12.84,-9.69,-6.43,-22.12,-15.85,-10.24,1.59,8.13,0.62,-3.12,-8.58,-4.42,3.57
SP1_qq,,,,,,219.78,-11.21,,,-0.03,19.08,,,15.21,-3.38,0.84,-17.39,0.69,4.94,-0.60,9.17,-3.26,-2.98,-22.92,7.60,2.07,7.01,-4.68,-0.03,-1.30,4.14,-0.57,-2.82,-0.64,-23.10
SP1_sq,,,,,,53.29,-20.79,,,3.80,-2.75,,,21.32,-13.09,-5.12,-0.94,-1.89,11.74,-4.72,-6.44,9.41,-10.63,-1.27,-3.07,-8.93,-3.44,5.31,9.69,-3.06,-10.15,1.39,3.51,1.35,-2.63
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,9.52,19.40,,66.25,,,,20.40,-41.37,-27.90,,6.84,20.19,5.95,,-0.82,-14.33,-8.75,-13.16,2.73,3.56,1.76,-17.04,-20.61,-17.27,-14.93,-0.37,-2.40,-4.75,-5.47,-0.14,0.89,-0.26,-16.03
SP2_sy,,-21.27,-2.48,,21.55,,,,-7.05,-24.76,-1.89,,-3.85,1.59,2.98,,0.09,-17.29,-1.14,-7.67,-1.17,7.77,-3.12,-1.61,3.85,-6.69,-6.80,-1.13,-2.52,0.39,-1.00,-1.15,-0.23,4.86,3.01
SP2_qq,,,,,,103.20,-10.50,,,-1.05,10.07,,,11.32,-2.97,4.53,-12.16,-3.84,3.34,-0.52,3.92,-3.07,1.55,-18.90,-0.54,1.02,4.42,-5.03,-2.57,-1.42,3.63,0.33,-1.56,-2.55,-12.75
SP2_sq,,,,,,35.83,-30.91,,,9.95,-9.91,,,16.17,-8.67,1.25,-6.82,-4.00,9.16,-5.44,-0.26,4.69,-1.88,-3.97,5.27,-5.93,-1.99,1.87,3.79,-3.12,-3.35,1.71,4.76,1.82,-5.05
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-91.44,1841.18,,19.85,,,,6.13,-81.10,-69.95,,-57.77,-34.12,-26.70,,75.88,-19.49,45.70,-25.35,-3.21,113.85,23.31,148.52,-19.39,-39.76,-14.27,-70.23,-37.62,-24.85,-10.19,124.23,78.25,87.17,-26.73
CAR_sy,,47.45,-28.06,,-14.43,,,,-22.72,-56.99,-66.88,,19.15,-11.73,25.85,,-10.11,-1.46,66.02,-17.37,36.33,54.49,35.09,26.54,3.76,-7.74,-18.75,19.55,-8.04,6.36,-22.03,-34.28,-8.11,-31.44,-9.07
CAR_qq,,,,,,295.89,-46.86,,,-29.48,-15.54,,,10.01,-6.03,35.61,25.45,-49.64,70.06,-30.52,62.67,11.27,-1.94,40.02,-47.23,-16.86,39.56,-51.37,10.56,0.16,66.78,21.40,-12.10,5.18,-34.71
CAR_sq,,,,,,109.23,-36.44,,,16.44,-51.06,,,-13.73,-30.22,55.64,-4.05,-5.43,17.56,-22.54,58.30,7.17,2.79,-27.44,29.81,-4.70,-9.48,6.76,-0.15,10.23,-33.64,-10.01,39.60,-17.76,-11.98
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,39.83,52.41,,52.25,,,,16.15,-46.16,-45.98,,-23.04,0.80,8.29,,-14.82,-28.96,-15.48,-21.15,22.63,24.64,21.59,5.59,-13.75,-9.43,-9.31,7.14,6.36,2.05,1.03,6.92,3.54,7.33,-5.46
QR_sy,,5.03,0.74,,-8.19,,,,-9.38,-11.07,-20.19,,4.29,0.62,4.92,,16.28,0.03,-1.73,-11.48,-13.52,2.19,10.80,12.39,-2.89,-6.58,-13.36,-7.97,23.30,23.12,3.24,1.22,-8.56,-2.46,-7.21
QR_qq,,,,,,92.46,-16.39,,,-10.78,-16.12,,,16.86,-9.88,1.09,-19.99,-2.54,7.21,-5.69,24.45,-0.95,4.59,-18.10,1.65,4.02,4.72,-3.24,0.91,-0.20,3.68,2.40,-2.28,3.45,-8.68
QR_sq,,,,,,7.64,5.37,,,5.64,-5.44,,,1.92,-1.40,7.97,7.16,-12.32,-3.13,-2.75,4.69,3.61,5.04,-1.36,-9.54,-0.34,-2.58,4.78,21.21,-0.49,-18.31,2.73,9.49,6.16,-22.29
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,60.46,27.44,,37.33,,,,26.78,-34.74,-33.86,,-0.01,15.96,15.31,,-0.60,-15.23,-9.59,-14.19,2.89,8.64,11.47,-5.77,-14.35,-13.54,-17.88,-3.82,-6.20,-7.92,-6.28,-0.41,2.44,1.39,-6.41
CR_sy,,-1.52,-0.32,,4.61,,,,-11.22,-3.23,-13.72,,0.62,-2.68,7.22,,11.32,-10.19,-1.43,-11.94,-9.05,11.75,5.35,2.73,4.14,-5.90,-4.02,-10.40,7.44,12.27,-5.61,12.79,-8.36,-8.90,6.29
CR_qq,,,,,,82.16,-4.40,,,-6.23,-3.12,,,8.74,-3.67,3.84,-8.61,-7.26,2.74,-1.45,9.58,-2.08,5.41,-16.68,-0.40,-1.15,0.12,-2.42,-2.87,-2.97,1.90,3.70,-0.08,-3.97,-5.94
CR_sq,,,,,,3.08,-3.66,,,12.36,-14.11,,,8.67,-5.37,14.22,-5.23,-12.33,3.86,2.04,-2.12,7.72,-2.09,-0.49,-0.77,-2.66,-0.13,-7.11,18.99,1.72,-16.04,11.00,-3.33,1.12,-2.05
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-91.44,2323.53,,13.29,,,,-8.73,-81.13,-69.91,,-58.39,-34.01,-27.21,,88.15,-19.69,45.70,-24.95,-9.37,113.85,23.60,147.45,-17.54,-38.05,-12.95,-69.72,-38.31,-26.92,-11.66,120.21,75.93,87.17,-26.80
PP_sy,,18.03,-26.39,,-13.58,,,,-17.95,-50.61,-58.14,,27.58,-4.60,49.85,,17.49,2.73,10.91,-23.32,-3.02,59.02,42.16,11.94,-0.22,-15.65,-0.62,20.18,27.58,8.39,-7.72,-9.94,-20.57,-41.88,-33.08
PP_qq,,,,,,236.37,-46.70,,,-30.46,-15.02,,,10.30,-6.27,35.61,34.21,-52.92,70.06,-30.15,62.06,11.08,-1.71,39.85,-45.99,-16.55,38.10,-51.35,10.02,-1.14,66.94,21.28,-12.10,5.18,-34.71
PP_sq,,,,,,106.78,-37.08,,,24.46,-46.67,,,-6.93,-16.23,32.73,13.53,-18.63,-9.55,-8.24,43.60,33.42,-19.14,-27.74,28.01,12.78,-4.73,-12.62,35.89,-4.18,-18.89,-14.72,19.85,-29.88,-6.61
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,85.87,15.71,,65.45,,,,21.91,-29.02,-39.65,,-16.92,5.33,13.00,,-23.75,-29.71,-20.69,-20.69,29.58,16.38,21.26,-10.21,-13.24,-4.57,-8.72,30.72,12.71,5.27,2.96,-1.13,-2.09,1.17,-2.67
RCLR_sy,,-25.10,16.63,,0.21,,,,15.28,-2.69,-11.60,,-11.83,-11.88,3.04,,-2.67,-2.78,-19.58,-14.38,1.47,-5.65,16.59,3.67,-20.00,-19.08,-22.30,-23.89,13.48,32.34,4.60,25.04,-11.26,-17.30,-10.00
RCLR_qq,,,,,,59.09,-1.52,,,-7.37,-16.27,,,17.44,-10.18,-1.86,-26.35,8.26,1.35,-1.86,20.33,-2.77,5.60,-27.33,16.28,6.95,1.00,4.08,0.25,-0.11,-1.21,-0.06,-0.72,3.21,-4.96
RCLR_sq,,,,,,22.68,4.02,,,3.56,-5.50,,,3.50,10.50,-0.83,-14.18,3.38,-8.59,5.58,1.70,-3.87,12.95,-6.12,-21.52,-2.76,8.45,-8.04,17.02,13.39,-14.27,9.93,-16.95,5.68,-6.71
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,34.77,52.89,,212.81,,,,106.70,-52.99,-48.72,,-3.66,41.04,30.96,,8.09,-29.36,-18.14,-41.18,-12.36,-3.31,-0.63,-7.64,-24.76,-21.65,-26.24,-8.68,-18.33,-26.67,-22.57,-0.07,11.06,7.29,-41.60
KP_sy,,-38.50,-31.55,,78.00,,,,-9.12,-5.92,-13.19,,-25.93,-7.87,20.67,,26.68,-41.65,-18.63,2.59,19.43,95.44,31.71,0.48,-2.43,-34.63,-23.02,-31.25,1.65,9.17,-22.67,-1.97,-15.30,1.48,17.96
KP_qq,,,,,,294.08,-7.37,,,-10.38,1.05,,,31.20,-6.17,7.52,-18.34,-14.25,8.73,-22.74,21.67,-5.40,11.75,-28.19,-0.88,-1.50,5.21,-11.09,-11.36,-11.56,11.08,14.75,-1.49,-14.56,-39.54
KP_sq,,,,,,26.91,-28.47,,,31.37,-33.99,,,63.39,-13.54,4.76,-14.40,-24.73,20.55,32.07,-0.34,23.17,-18.76,0.75,-3.22,-17.48,-4.33,-10.03,43.10,-11.37,-32.23,14.06,23.64,6.18,-21.23
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-48.13,-59.25,,-274.98,,,,109.16,101.20,101.20,,-38.53,9.87,31.57,,30.49,22.69,94.65,236.58,-2818.19,-4083.85,-2400.92,-635.18,29.66,56.75,46.46,-10.99,-8.97,4.84,9.12,-16.13,-8.56,-2.39,43.03
PKKO_sy,,30.23,-27.70,,-19.15,,,,3.23,-22.27,-25.03,,-11.53,35.79,18.28,,-133.25,-125.74,-38.06,4466.67,131.68,115.22,-108.45,308.40,-72.83,-2348.57,-441.46,-64.67,-3634.04,106.54,269.37,-194.71,16.92,-861.17,-277.79
PKKO_qq,,,,,,-425.77,13.10,,,-31.35,-13.09,,,22.70,4.07,9.15,-6.38,15.37,65.10,88.74,-856.07,-69.09,4.64,56.10,0.63,-3.96,-18.06,9.00,2.44,9.21,-12.75,-16.29,8.80,14.38,37.27
PKKO_sq,,,,,,-5.84,4.31,,,-29.09,0.61,,,8.83,-12.37,-100.38,-9000.00,15.75,310.87,-72.99,-33.97,-59.54,-217.14,1404.88,-95.61,-3448.94,71.79,185.14,-539.42,106.20,630.10,-147.61,-285.47,43.19,-70.54
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
