,2009/Q4,2010/Q4,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
DTAR_sq,,,,,-10.31,-3.60,-20.47,39.33,-5.17,-0.70,-1.79,-6.65,7.51,-2.39,-3.37,2.06,-10.76,15.01,-7.37,13.83,-28.47,4.28,30.01,-2.27,12.47,2.14,-3.91,6.41,0.57,11.29
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,1.62,,-22.58,,,,23.35,23.69,18.24,12.59,-1.35,-0.01,-4.59,14.92,36.67,34.26,68.02,55.68,214.25,189.01,144.27,124.24,24.47,0.60,19.20,8.13,-49.47,-29.87,-40.54
CG_sy,,-5.68,,127.74,,,,19.41,2.05,30.04,46.37,-25.23,2.74,3.01,-10.85,-5.09,-19.47,-14.34,-12.80,7.72,-20.42,-21.86,13.79,-23.95,15.60,73.70,21.96,56.56,90.21,16.83
CG_qq,,,,,0.72,-0.02,0.77,21.55,1.00,-4.42,-4.05,6.51,2.37,-8.80,15.57,26.66,0.56,14.14,7.08,155.68,-7.51,-3.53,-1.70,41.92,-25.25,14.30,-10.83,-33.68,3.74,-3.08
CG_sq,,,,,-13.09,-22.43,-7.81,92.14,-25.73,-1.15,3.76,-1.85,2.06,-0.88,-10.20,4.49,-13.41,5.44,-8.58,29.07,-36.04,3.53,33.13,-13.74,-2.77,55.56,-6.52,10.74,18.13,-4.45
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,,,,,,4662.16,,,3488.89,-10.27,5457.58,5125.81,28.95,-29.66,-9.54,23.02,45.08,272.30,220.25,14.00,53.37,1.06,-55.22,20.25,-11.28,-57.50,-14.12,-33.31
LDER_sy,,,,,,,,-45.45,,,-32.17,-1.94,-12.04,-42.58,26.68,-14.00,-29.31,11.12,4.68,13.36,-9.99,30.14,40.09,-6.02,14.22,-28.70,-2.50,42.98,62.87,3.55
LDER_qq,,,,,,,,4794.44,-98.13,-6.06,4067.74,22.37,16.00,-11.67,2.84,-33.25,49.19,20.13,21.27,71.29,28.33,-57.24,63.16,12.87,-43.14,14.84,20.39,-45.94,14.90,-10.82
LDER_sq,,,,,,,,14.21,22.36,13.09,-57.08,65.12,9.75,-26.17,-5.32,12.09,-9.78,16.04,-10.80,21.39,-28.36,67.78,-3.98,-18.56,-12.93,4.73,31.30,19.42,-0.82,-33.42
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,,,,,,,,,,-3.86,,,,-26.34,-46.24,-39.62,-47.68,-49.46,-41.92,66.08,16.44,23.40,115.06,-14.39,5.07,4.73,-24.60,-12.24
PZAT_sy,,,,,,,,,,,,-18.85,,,,-16.83,-50.53,-78.52,-58.95,166.36,53.22,276.66,16.44,-81.82,-54.87,-72.13,-43.05,-0.44,-28.84,23.29
PZAT_qq,,,,,,,,,,,,,-13.35,-26.47,-2.35,18.38,-36.76,-17.42,-15.38,14.35,-27.33,136.15,-40.67,21.19,26.65,-5.99,-27.18,20.80,-8.83,9.42
PZAT_sq,,,,,,,,,,,,,177.99,7.85,-18.12,-66.12,65.35,-53.17,56.47,119.85,-4.88,15.11,-51.63,-65.66,136.07,-28.91,-1.16,-39.98,68.74,23.16
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,,,,,,16.58,,,12.68,4.64,14.14,7.29,6.28,18.57,13.51,29.02,26.95,16.92,19.94,-10.13,-6.24,-13.44,-10.28,10.23,-9.01,-5.44,-4.04,-8.21
PELDR_sy,,,,,,,,25.24,,,13.21,-29.04,-23.35,-17.12,13.33,34.58,4.92,-1.38,-31.28,-35.86,17.17,18.58,14.72,20.45,25.58,10.55,17.46,-18.30,3.13,-20.83
PELDR_qq,,,,,,,,9.66,-9.45,9.41,3.72,1.83,-1.24,2.84,2.75,13.60,-5.45,16.90,1.10,4.63,-3.01,-12.41,5.48,-3.40,0.53,7.61,-12.93,0.38,2.03,2.93
PELDR_sq,,,,,,,,68.21,-36.49,-2.78,9.01,5.43,-31.40,5.13,49.05,25.20,-46.52,-1.19,3.86,16.86,-2.30,,0.48,22.70,1.86,-11.97,6.77,-14.66,28.58,-32.42
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,,,,,,1.74,,,4.47,-0.63,18.15,19.32,-5.75,-22.65,-19.63,-28.27,-22.77,-50.02,-44.65,-51.18,-43.69,-18.60,-19.90,-11.24,-9.30,53.39,33.27,47.81
TSF_sy,,,,,,,,-3.38,,,-5.43,13.95,-1.24,-0.06,7.62,-1.90,7.60,7.64,-3.27,-3.28,-0.69,-4.21,4.43,1.63,-4.20,-0.17,-3.67,-3.37,-5.10,-5.77
TSF_qq,,,,,,,,3.23,-15.37,3.44,15.60,-1.81,0.64,4.46,-8.69,-19.42,4.57,-6.77,-1.69,-47.85,15.80,-17.77,13.40,-24.62,13.95,-8.87,15.87,27.48,-0.99,1.07
TSF_sq,,,,,,,,-7.48,8.16,-3.55,-2.01,11.47,-6.25,-2.40,5.51,1.62,2.83,-2.36,-5.18,1.60,5.59,-5.83,3.37,-1.13,-0.47,-1.86,-0.25,-0.81,-2.26,-2.55
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-0.33,,4.52,,,,-11.01,-6.69,-16.00,-5.65,-7.00,-7.52,5.82,-7.68,-18.39,-13.99,-23.53,-17.21,5.56,-0.42,10.60,10.63,3.23,0.67,-4.23,9.62,10.75,8.19,15.26
ZKO_sy,,-8.05,,5.07,,,,15.57,-0.01,0.15,-5.60,-2.33,15.22,9.84,11.57,4.37,-9.41,-9.09,-4.95,13.14,10.90,1.74,7.47,-3.14,4.92,14.40,5.18,6.84,-1.47,18.56
ZKO_qq,,,,,-2.03,-2.68,-7.38,0.77,2.72,-12.38,4.03,-0.67,2.15,0.26,-9.24,-12.19,7.65,-10.86,-1.74,11.95,1.56,-0.99,-1.72,4.47,-0.96,-5.82,12.49,5.55,-3.25,0.34
ZKO_sq,,,,,13.20,6.85,-1.30,-3.20,-2.06,7.03,-6.97,0.16,15.54,2.03,-5.51,-6.31,0.28,2.40,-1.21,11.53,-1.71,-6.05,4.35,0.52,6.47,2.44,-4.06,2.11,-1.81,23.26
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-1.65,,21.03,,,,-17.01,-14.62,-16.58,-8.40,-3.13,-3.98,5.19,-10.10,-20.73,-19.30,-30.09,-24.29,-52.09,-50.27,-44.49,-41.62,-18.18,-1.21,-12.36,-5.08,76.18,33.29,52.15
OSF_sy,,-17.56,,23.95,,,,30.60,11.57,15.16,0.67,-14.16,-8.81,-7.70,12.06,20.97,19.10,55.25,4.25,-21.61,-14.05,-33.21,3.31,22.16,31.56,22.54,10.02,24.93,14.04,-6.97
OSF_qq,,,,,-1.98,-1.86,-5.24,-8.95,0.83,-4.11,4.05,-3.71,-0.05,5.05,-11.08,-15.10,1.75,-8.99,-3.70,-46.27,5.62,1.58,1.28,-24.70,27.53,-9.89,9.69,39.76,-3.51,2.86
OSF_sq,,,,,-2.75,-1.86,7.27,27.57,-16.92,1.30,-6.23,8.77,-11.74,2.53,13.85,17.41,-13.10,33.65,-23.55,-11.72,-4.72,3.85,18.26,4.38,2.62,-3.27,6.18,18.54,-6.33,-21.09
NetDebt,392968000000,365324000000,,363216000000,364599000000,362088000000,367967000000,418862000000,414337000000,419982000000,399189000000,410293000000,417825000000,413040000000,450246000000,484068000000,582834000000,642989000000,667772000000,793473000000,792676000000,771037000000,815300000000,890645000000,920433000000,958573000000,1024721000000,1054792000000,1089413000000,1079982000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-43.16,,378.23,,,,-58.27,-65.37,-40.64,49.09,-34.62,-54.08,-14.60,-40.43,1041.34,-37652.03,1108.15,4778.22,-106.24,99.78,-106.61,-101.88,296.48,261.14,283.85,223.54,-25.07,-14.41,-43.68
NetDebtEBITDA_sy,,359.58,,185.59,,,,-21.70,-33.55,-43.63,-62.14,-15.83,-16.01,2.59,171.85,-1.83,3.55,-41.72,-56.59,-18.86,-18.74,154.79,99.56,-34.53,24.09,-74.64,-50.01,8.31,-3.43,-66.10
NetDebtEBITDA_qq,,,,,65.14,-58.44,-39.81,1.01,37.04,-28.76,51.18,-55.70,-3.74,32.48,5.45,748.65,-3267.25,104.26,325.80,-101.09,-9.32,-30.81,-21.16,213.40,-10.34,49.24,-18.58,-31.22,2.41,-1.79
NetDebtEBITDA_sq,,,,,-16.43,-6.55,-27.25,37.81,-29.07,-20.73,-51.13,206.38,-29.23,-3.18,29.49,10.64,-25.35,-45.51,-3.56,106.83,-25.24,70.86,-24.46,-32.14,41.68,-65.08,48.89,47.01,26.33,-87.74
DebtFin,-45348000000,-31282000000,,-27468000000,-24594000000,-23257000000,-24088000000,136086000000,101062000000,82698000000,100231000000,83920000000,83956000000,108060000000,85863000000,96537000000,133406000000,131950000000,124758000000,73339000000,94515000000,34916000000,44563000000,123634000000,121653000000,102974000000,148723000000,204057000000,213031000000,232296000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,57.82,,-322.38,,,,279.26,225.21,281.98,671.84,-58.84,-62.17,13.47,-54.75,1012.82,-42876.68,847.67,4679.07,-102.89,99.89,-101.46,-100.55,395.10,278.63,536.13,428.05,4.43,26.63,12.78
DebtFinEBITDA_sy,,-107.88,,2760.75,,,,66.11,-24.99,-49.57,1013.97,-33.95,145.63,457.86,-43.99,69.71,-87.71,-77.04,-51.67,-24.56,178.72,30.13,-3.93,-89.37,220.85,-79.37,271.50,0.41,-66.87,731.91
DebtFinEBITDA_qq,,,,,-47.30,60.43,38.65,601.35,2.89,-42.49,92.77,-63.92,-5.43,72.49,-23.13,787.49,-3735.17,103.82,287.65,-100.54,-41.03,50.32,-46.24,388.01,-14.63,21.30,10.00,-8.32,3.51,8.03
DebtFinEBITDA_sq,,,,,18.09,-19.28,-82.25,881.61,-46.67,-45.73,292.16,-41.79,98.30,23.25,-60.63,76.36,-85.64,130.35,-17.13,175.29,-46.96,7.55,-38.82,-69.54,1501.01,-93.09,1001.89,-91.77,428.23,73.62
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-1.32,,15.78,,,,-6.74,-8.52,-0.69,-2.92,4.16,3.84,-0.60,-2.62,-2.85,-6.18,-8.56,-8.54,-54.62,-50.07,-49.83,-47.25,-20.75,-1.84,-8.43,-13.40,59.12,23.20,31.95
SP1_sy,,33.22,,10.56,,,,28.26,49.38,-4.96,-22.48,-21.31,-24.62,-11.07,6.17,-6.66,8.16,-6.09,-15.37,-18.28,-8.04,0.47,9.15,29.87,22.69,25.70,6.79,-23.36,-10.11,-29.40
SP1_qq,,,,,0.07,0.82,2.32,-9.66,-1.83,9.44,0.02,-3.08,-2.13,4.76,-2.01,-3.31,-5.49,2.11,-1.98,-52.02,3.99,2.60,3.06,-27.93,28.81,-4.30,-2.53,32.43,-0.27,2.50
SP1_sq,,,,,-33.30,42.85,11.56,20.66,-22.32,-9.12,-9.00,22.48,-25.58,7.23,8.64,7.67,-13.77,-6.90,-2.10,3.97,-2.96,1.72,6.36,23.71,-8.33,4.22,-9.65,-11.22,7.53,-18.14
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-1.32,,16.20,,,,9.31,-8.21,-0.38,9.25,2.55,22.44,15.14,0.60,-6.81,-7.56,-5.64,-2.67,-42.25,-34.40,-48.65,-41.75,-20.49,-20.69,-5.03,-16.04,32.12,19.86,22.57
SP2_sy,,35.52,,25.50,,,,33.73,24.32,-1.73,1.80,-29.01,-28.14,-20.91,8.17,34.58,2.86,-2.99,-32.69,-36.09,20.18,25.30,22.70,43.16,25.77,10.54,17.46,-31.01,3.13,-18.25
SP2_qq,,,,,-0.29,0.82,2.67,5.91,-16.27,9.41,12.60,-0.60,-0.02,2.89,-1.62,-7.91,-0.83,5.03,1.48,-45.36,12.65,-17.80,15.12,-25.41,12.36,-1.56,1.76,17.38,1.93,0.67
SP2_sq,,,,,-27.61,17.08,4.37,51.19,-32.71,-7.45,8.11,5.43,-31.88,1.86,47.86,31.18,-47.93,-3.94,2.60,24.54,-2.09,0.15,0.48,45.31,-13.99,-11.97,6.77,-14.66,28.58,-30.23
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-23.77,,-10.77,,,,-14.35,-11.23,-13.74,-11.69,54.23,68.45,1.15,78.31,34.30,-52.91,3.23,-29.59,-32.27,80.45,116.54,53.88,21.04,43.84,11.71,-15.03,-58.50,-61.99,-67.40
CAR_sy,,69.46,,27.89,,,,-57.71,-54.43,11.57,-23.35,99.00,11.91,0.54,54.55,-7.52,-2.93,-54.33,-50.14,12.93,-67.81,38.62,66.13,-18.37,37.69,-19.55,-61.54,-26.10,-14.48,-41.76
CAR_qq,,,,,-10.23,-4.43,1.99,-2.11,-6.97,-7.13,4.41,70.96,1.61,-44.23,84.06,28.76,-64.37,22.25,25.55,23.87,-5.08,46.70,-10.78,-2.57,12.79,13.94,-32.14,-52.41,3.29,-2.28
CAR_sq,,,,,85.77,-43.78,-2.02,-58.67,100.17,37.65,-32.69,7.30,12.57,23.66,3.46,-35.79,18.15,-41.82,12.97,45.44,-66.32,150.50,35.39,-28.54,-43.19,46.38,-35.28,37.31,-34.26,-0.30
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-29.96,,-98.60,,,,925.00,-16.82,446.88,3.12,109.76,313.48,-103.43,115.38,209.88,124.73,6572.22,93.11,-77.95,-59.98,-20.34,-35.80,177.87,85.20,2.05,-52.88,-144.26,-106.36,-130.94
QR_sy,,43.58,,6.87,,,,9.74,23.81,59.24,15.37,-7.26,-35.94,-32.99,-27.17,0.24,60.25,9.78,24.50,-13.14,-51.75,-1.24,-2.03,27.61,26.07,-8.90,-11.45,-43.87,-19.37,-44.31
QR_qq,,,,,568.75,-10.28,267.71,-53.54,-45.73,489.89,-30.67,-5.49,6.98,-104.89,4455.56,35.97,-22.42,40.87,29.96,-84.48,40.85,180.36,4.74,-32.82,-6.13,54.49,-51.64,-163.10,86.51,-651.28
QR_sq,,,,,12.60,-30.64,22.47,14.74,27.04,-10.80,-11.27,-7.76,-12.24,-6.71,-3.56,26.95,40.30,-36.09,9.37,-11.43,-22.06,30.82,8.50,15.36,-23.00,-5.47,5.46,-26.88,10.60,-34.71
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,0.32,,-4.14,,,,20.88,7.31,19.21,12.20,6.76,16.65,1.68,9.11,18.50,13.31,28.11,20.23,-4.65,0.98,-12.18,-11.39,-3.87,-3.80,4.44,-9.47,-10.20,-7.04,-12.97
CR_sy,,45.68,,1.38,,,,4.02,16.96,16.54,2.09,-0.05,-35.16,-33.00,-24.60,-1.73,64.87,38.33,43.59,28.36,-45.49,-17.36,0.33,-4.12,15.44,-3.95,-11.79,-35.92,-15.82,-25.02
CR_qq,,,,,1.88,2.75,8.18,6.75,-9.56,14.14,1.82,1.58,-1.18,-0.51,9.26,10.31,-5.50,12.48,2.54,-12.51,0.08,-2.18,3.46,-5.09,0.15,6.20,-10.32,-5.86,3.68,-0.57
CR_sq,,,,,13.05,-10.52,3.91,-1.04,27.11,-10.84,-8.97,-3.12,-17.53,-7.88,2.45,26.25,38.36,-22.71,6.35,12.86,-41.25,17.18,29.12,7.85,-29.25,-2.50,18.58,-21.65,-7.06,-13.17
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-23.77,,-10.77,,,,-14.35,-11.23,-13.74,-11.69,54.23,68.45,1.15,78.31,58.39,-52.91,45.16,-7.73,-30.01,113.26,88.50,32.63,26.48,38.78,1.60,-15.08,-59.51,-57.86,-61.84
PP_sy,,143.44,,4.67,,,,2.83,12.63,-29.33,-27.89,-14.58,-10.63,30.89,-18.03,-18.59,-18.85,-48.62,-24.27,-5.82,-12.52,66.60,17.35,-23.80,3.55,-54.65,-45.63,-55.63,-70.38,-63.46
PP_qq,,,,,-10.23,-4.43,1.99,-2.11,-6.97,-7.13,4.41,70.96,1.61,-44.23,84.06,51.86,-69.79,71.91,16.99,15.20,-7.95,51.95,-17.68,9.86,1.00,11.24,-31.19,-47.62,5.11,0.72
PP_sq,,,,,9.53,6.21,35.77,-34.90,19.97,-33.36,38.53,-22.87,25.51,-2.39,-13.25,-23.40,25.11,-38.20,27.86,-4.75,16.21,17.70,-9.94,-38.15,57.94,-48.45,7.97,-49.53,5.43,-36.40
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,7.93,,-2.69,,,,28.12,10.58,24.51,15.81,0.29,9.34,1.74,1.16,10.08,27.72,26.23,25.88,3.02,-8.00,-25.08,-17.93,-10.13,-11.74,5.36,-8.12,4.08,7.81,2.20
RCLR_sy,,54.49,,8.03,,,,-37.50,-18.98,3.80,-35.95,11.71,42.93,-44.20,-13.62,101.12,-50.92,16.54,25.88,-58.44,10.31,-2.83,17.85,31.52,29.24,15.37,18.35,17.76,9.74,-22.03
RCLR_qq,,,,,4.39,4.04,9.15,8.09,-9.91,17.14,1.53,-6.39,-1.79,9.00,0.95,1.86,13.95,7.73,0.67,-16.64,1.75,-12.26,10.27,-8.71,-0.07,4.73,-3.84,3.42,3.52,-0.72
RCLR_sq,,,,,11.28,-12.65,5.68,-39.16,44.25,11.92,-34.79,6.11,84.57,-56.31,0.95,147.07,-54.96,3.73,9.04,-18.43,19.56,-8.62,32.25,-8.97,17.49,-18.43,35.66,-9.42,9.48,-42.04
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,0.16,,3.81,,,,15.18,-1.38,9.60,11.91,6.58,20.01,10.33,6.53,10.32,4.38,17.99,17.57,-32.55,-19.32,-50.24,-46.44,-7.82,-8.96,4.62,-17.19,-7.06,-4.87,-14.19
KP_sy,,150.85,,41.05,,,,5.13,54.59,-5.68,-0.98,-19.37,-33.91,-53.10,-34.75,6.49,-21.78,11.30,-21.88,-48.82,40.77,59.64,77.43,90.86,56.92,-16.30,-33.23,-46.41,-34.92,-27.46
KP_qq,,,,,1.09,2.12,6.37,6.43,-18.22,12.72,8.77,0.77,-1.23,2.16,4.91,4.79,-7.93,16.08,4.42,-53.11,2.84,-5.67,6.84,-12.73,1.81,7.50,-14.46,-2.99,3.82,-0.72
KP_sq,,,,,-50.78,63.96,2.64,26.92,-27.62,0.04,7.75,3.34,-40.68,-28.99,49.89,68.66,-56.42,1.03,5.21,10.49,19.86,14.57,16.93,18.86,-1.45,-38.88,-6.73,-4.60,19.68,-31.87
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,13.06,,8.76,,,,23.14,4.09,11.93,22.22,19.70,29.92,25.52,-3.55,-0.10,2.83,9.78,28.99,6.39,5.85,-27.30,-28.39,-21.02,-23.13,3.90,-30.44,-8.03,-8.53,-32.29
PKKO_sy,,28.83,,721.84,,,,-305.26,-632.01,-686.48,-1263.96,-435.76,26.38,69.37,71.03,85.91,86.12,72.27,165.76,118.85,99.28,175.50,-105.41,-820.73,12005.00,-1671.37,-2247.18,205.52,-35.74,80.52
PKKO_qq,,,,,9.42,6.88,8.75,0.15,-13.03,14.50,19.41,-3.09,1.36,9.13,-12.05,0.34,4.25,15.63,11.81,-31.39,3.70,-14.08,11.05,-23.85,2.02,10.97,-20.73,-2.58,1.58,-8.53
PKKO_sq,,,,,148.41,-15.08,-62.66,-360.61,-543.87,6.39,25.90,-19.96,11.53,61.05,29.92,41.65,12.87,22.16,266.17,-83.27,-103.32,8290.00,-111.90,-2128.72,154.79,-1181.02,82.22,200.20,-66.64,-427.78
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,8.42,,7.84,,,31.12,-0.80,-9.25,-14.87,-13.62,-1.32,5.12,15.92,0.03,-14.09,-13.83,-25.99,-20.52,-11.62,-17.83,-11.20,-0.81,5.12,14.55,16.55,3.47,0.45,-6.38,-13.48
RN_sy,,-20.37,,-15.05,,,-77.08,-49.35,-60.81,-78.66,35.43,55.81,101.90,388.87,-7.07,-28.18,-27.90,-50.33,107.21,79.89,57.20,116.43,3.37,-24.41,-33.49,-65.01,-35.39,-44.96,7.72,140.56
RN_qq,,,,19.82,5.14,2.17,1.87,-9.35,-3.81,-4.15,3.36,3.57,2.46,5.69,-10.81,-11.05,2.77,-9.22,-4.23,-1.09,-4.44,-1.90,6.98,4.83,4.13,-0.19,-5.03,1.78,-2.96,-7.76
RN_sq,,,,-30.68,-18.56,-10.60,-54.59,53.18,-36.98,-51.33,188.20,76.24,-18.33,17.86,-45.22,36.21,-18.02,-18.81,128.54,18.25,-28.35,11.78,9.15,-13.52,-36.96,-41.19,101.54,-26.34,23.38,31.33
CRN,134000,123000,137000,115000,109000,107000,105000,115000,120000,125000,121000,117000,114000,108000,121000,136000,132000,146000,152000,154000,161000,164000,154000,147000,141000,141000,149000,146000,150000,163000
CRN_yy,,-8.21,,-6.50,,,-23.36,,10.09,16.82,15.24,1.74,-5.00,-13.60,,16.24,15.79,35.19,25.62,13.24,21.97,12.33,1.32,-4.55,-12.42,-14.02,-3.25,-0.68,6.38,15.60
CRN_sy,,26.12,,18.93,,,337.23,,-2.88,-20.59,-66.28,-35.89,30.08,20.83,,39.44,2.28,49.43,-64.39,-45.71,-48.89,-57.95,-9.14,24.74,45.79,68.90,85.06,8.86,11.11,3.61
CRN_qq,,,,-16.06,-5.22,-1.83,-1.87,9.52,4.35,4.17,-3.20,-3.31,-2.56,-5.26,12.04,12.40,-2.94,10.61,4.11,1.32,4.55,1.86,-6.10,-4.55,-4.08,,5.67,-2.01,2.74,8.67
CRN_sq,,,,46.72,20.90,11.93,120.22,-34.64,-39.72,-8.47,-6.48,24.26,22.31,-14.98,82.38,-26.47,-10.29,24.20,-56.54,12.09,-15.53,2.18,-6.10,53.90,-1.27,,2.89,-9.47,0.78,10.38
CPZ,409000,349000,388000,333000,310000,297000,282000,291000,296000,292000,273000,264000,252000,237000,265000,290000,264000,273000,270000,275000,294000,322000,315000,309000,306000,303000,325000,316000,320000,345000
CPZ_yy,,-14.67,,-4.58,,,-27.32,-12.61,-4.52,-1.68,-3.19,-9.28,-14.86,-18.84,-2.93,9.85,4.76,15.19,1.89,-5.17,11.36,17.95,16.67,12.36,4.08,-5.90,3.17,2.27,4.58,13.86
CPZ_sy,,4.90,,-3.89,,,27.65,40.49,38.78,4.58,14.38,19.02,45.10,38.25,37.42,-19.13,-20.95,-17.94,-40.46,19.61,10.26,4.29,14.26,-20.65,-9.30,11.92,35.82,5.52,1.00,-17.14
CPZ_qq,,,,-14.18,-6.91,-4.19,-5.05,3.19,1.72,-1.35,-6.51,-3.30,-4.55,-5.95,11.81,9.43,-8.97,3.41,-1.10,1.85,6.91,9.52,-2.17,-1.90,-0.97,-0.98,7.26,-2.77,1.27,7.81
CPZ_sq,,,,9.29,-10.73,33.79,-2.20,20.28,-11.82,0.82,6.97,25.15,7.51,-3.94,6.33,-26.35,5.09,-0.28,-22.86,47.96,-3.13,-5.68,-15.48,2.76,10.73,16.38,2.57,-20.17,5.98,-4.51
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,16.64,,9.48,,,36.81,3.47,-5.83,-11.40,-10.06,-0.36,3.73,13.02,-5.04,-19.22,-14.59,-26.28,-18.51,-6.10,-17.51,-14.60,-7.28,-4.37,4.10,10.16,0.12,2.50,1.20,-2.53
RMO_sy,,-25.52,,9.12,,,-42.57,-39.11,-46.36,-39.32,-1.77,-13.74,2.36,13.85,19.51,12.08,-11.96,8.78,18.26,-1.47,7.29,4.59,-8.38,1.83,8.49,-19.66,-21.50,-25.09,-10.33,8.17
RMO_qq,,,,21.64,6.44,3.02,2.57,-8.00,-3.14,-3.07,4.12,1.92,0.84,5.61,-12.52,-13.30,6.63,-8.85,-3.30,-0.10,-6.32,-5.63,4.99,3.03,1.98,-0.13,-4.58,5.48,0.69,-3.82
RMO_sq,,,,24.88,-4.17,-23.11,-37.59,32.40,-15.59,-13.02,1.04,16.26,0.17,-3.25,6.06,9.03,-21.32,19.55,15.31,-9.16,-14.32,16.54,1.01,0.97,-8.72,-13.70,-1.30,-3.65,9.27,4.11
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,17.36,,-6.10,,,25.44,18.30,11.29,11.99,13.55,20.62,23.15,20.07,2.56,-2.51,10.39,16.08,38.73,50.61,30.70,16.99,13.44,7.18,6.65,14.04,-2.24,-6.84,-12.56,-25.90
RMT_sy,,3.83,,7.87,,,-14.81,-23.69,-29.23,-32.93,-40.28,-15.95,-8.57,10.61,16.79,9.98,-6.79,-2.54,-2.90,-20.26,-40.86,-38.04,-37.26,-46.00,10.37,19.05,15.72,26.77,21.67,-20.14
RMT_qq,,,,4.33,7.95,4.73,6.34,-1.61,1.56,5.39,7.82,4.52,3.69,2.75,-7.90,-0.65,17.41,8.05,10.07,7.85,1.89,-3.28,6.73,1.90,1.38,3.42,-8.50,-2.89,-4.84,-12.36
RMT_sq,,,,1.06,-4.41,-11.03,-0.89,-9.47,-11.34,-15.69,-11.75,27.41,-3.55,2.00,-6.82,19.98,-18.25,6.64,-7.16,-1.47,-39.37,11.72,-5.99,-15.20,23.93,20.50,-8.62,-7.11,18.95,-20.90
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,17.15,,-2.14,,,28.48,14.14,6.32,4.80,6.12,13.91,16.83,17.81,0.04,-8.57,0.77,-1.97,12.53,23.56,6.70,1.06,2.91,1.34,5.36,12.05,-1.06,-2.34,-6.13,-15.51
RM_sy,,-13.23,,2.76,,,-20.56,-25.00,-31.32,-26.11,-22.96,-9.08,-3.53,8.96,26.21,11.69,5.21,1.63,-31.29,-0.99,-0.84,7.36,49.16,-31.95,-21.06,-21.92,-26.17,-4.83,2.20,14.06
