,2004/Q4,2005/Q4,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q4,2009/Q4,2010/Q4,2011/Q4,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
DTAR_yy,-57.08,103.78,-15.00,,,18.59,0.37,,19.44,-13.44,,,11.03,,50.30,-8.79,0.19,17.98,-12.04,4.65,24.08,22.71,-1.57,25.86,-2.07,4.39,20.47,-1.61,0.67,9.06,-11.75,6.68,-1.38,-18.22
DTAR_sy,-7.53,0.57,-20.11,,,-9.21,0.23,,13.88,-13.55,,,10.77,,13.97,8.03,-9.64,1.30,11.14,22.69,17.13,12.43,15.49,2.44,6.66,7.60,2.89,-1.21,1.77,-5.13,-2.10,-13.15,-27.64,-25.74
DTAR_qq,,,,,-0.21,22.83,,,,,,27.55,-14.31,-14.94,61.66,-22.59,-5.88,0.17,20.53,-7.91,11.60,-0.93,-3.32,17.75,-13.16,5.59,11.57,-3.83,-11.14,14.39,-9.72,16.25,-17.86,-5.15
DTAR_sq,,,,,-20.34,10.82,,,,,,2.26,28.11,-8.09,-5.35,-3.07,7.16,3.03,3.85,7.00,2.31,-1.10,6.67,-5.08,6.52,-0.24,2.01,-8.87,9.73,-6.99,5.26,-19.15,-8.57,-4.56
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,-73.39,189.70,-24.38,,,34.17,0.70,,42.91,-25.53,,,1868.26,,181.47,-19.97,-93.71,38.02,-33.05,11.20,69.46,64.44,-4.21,98.34,-5.72,13.49,83.23,-5.90,1.90,34.43,-35.14,29.49,-3.79,-45.86
CG_sy,-32.90,13.52,-22.03,,,-17.50,5.44,,32.77,-22.17,,,11.50,,14.98,10.92,-7.57,9.61,18.48,35.25,21.60,11.74,22.39,2.72,8.84,9.34,-0.33,-3.18,1.27,-3.99,0.54,-20.39,-41.25,-43.01
CG_qq,,,,,-0.34,41.95,,,,,,71.29,1014.98,-95.43,222.47,-51.30,-12.42,0.35,56.41,-19.10,33.46,-2.62,-8.89,67.50,-36.56,17.23,47.09,-13.98,-31.30,54.66,-29.03,71.73,-48.96,-12.98
CG_sq,,,,,-29.51,13.09,,,,,,-0.79,40.84,-12.95,-5.47,-4.29,17.36,3.23,2.18,9.26,5.52,-5.14,11.91,-8.30,11.81,-4.71,2.01,-10.92,16.95,-9.66,6.83,-29.47,-13.69,-12.38
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,-77.78,4505.56,20.75,,,37.56,-11.11,,1.31,-33.15,,,3104.46,,69.61,69.62,-95.41,-9.57,36.49,3.12,210.25,138.55,28.40,81.14,-22.22,49.77,41.49,106.34,91.58,-5.65,-11.09,-51.70,-62.66,-57.10
LDER_sy,23.92,-16.72,59.12,,,-16.40,-0.48,,72.53,12.43,,,-5.09,,23.97,15.79,-28.98,-31.04,-4.35,21.01,36.81,-13.34,56.70,24.37,17.64,56.63,-23.21,-2.82,44.98,-15.17,-19.98,-39.94,-55.51,-6.53
LDER_qq,,,,,-0.08,5.84,,,,,,-4.50,2454.33,-94.02,16.24,-4.49,-30.84,17.79,75.43,-27.85,108.08,-9.43,-5.57,1.79,-10.65,74.39,-10.79,48.45,-17.05,-14.11,-15.94,-19.35,-35.87,-1.33
LDER_sq,,,,,-72.16,221.15,,,,,,-0.28,15.36,73.61,-37.93,-6.86,-29.24,68.58,-13.90,17.82,-20.00,6.79,55.67,-6.49,-24.33,42.18,-23.67,18.34,12.89,-16.82,-28.00,-11.18,-16.36,74.75
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,398.83,-94.39,9.06,,,-52.97,-20.28,,51.04,14.92,,,-57.28,,-62.84,-59.10,-5.77,-26.73,-52.88,-49.45,-79.57,-63.57,-1.42,32.55,252.69,54.52,26.67,-47.26,-40.32,13.27,5.66,86.18,66.22,38.55
PZAT_sy,-3.68,24.01,-31.57,,,9.09,-28.00,,-22.09,11.92,,,10.57,,-9.56,7.21,-11.18,17.71,8.67,0.45,1.08,4.36,-2.92,-7.01,-51.64,-20.52,-30.94,-8.12,-19.40,-17.32,10.70,-22.82,23.31,-29.56
PZAT_qq,,,,,,-38.09,,,,,,-8.53,-44.03,-6.75,-22.16,0.67,28.97,-27.50,-49.94,8.00,-47.89,29.30,35.46,45.22,38.66,-43.35,11.04,-39.53,56.91,7.51,3.58,6.55,40.09,-10.39
PZAT_sq,,,,,,-27.52,,,,,,-11.70,23.04,-24.46,10.20,4.67,1.93,0.11,1.75,-3.26,2.57,3.37,-5.35,-7.33,-46.66,69.89,-17.77,23.29,-53.20,74.27,10.10,-14.04,-25.24,-0.45
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,5.75,-49.12,-21.87,,,13.44,-19.57,,-16.32,22.66,,,-64.05,,35.96,60.13,372.89,33.53,17.58,4.47,-4.32,4.96,14.53,-15.64,-24.20,-6.82,-42.31,-7.42,-2.38,-23.04,31.63,39.86,12.55,-12.34
PELDR_sy,9.67,12.12,-8.42,,,-10.51,-1.92,,7.53,2.56,,,-16.76,,-5.88,-2.53,7.29,5.22,-1.79,-4.26,1.15,-0.60,-0.49,-2.84,-10.25,-11.78,1.61,1.09,-1.26,-0.58,-16.10,-5.53,-3.43,8.29
PELDR_qq,,,,,0.14,11.89,,,,,,6.59,-63.08,243.28,0.65,25.54,9.03,-3.07,-11.37,11.54,-0.15,6.32,-3.29,-17.84,-10.28,30.71,-40.13,31.85,-5.39,3.04,2.40,40.09,-23.86,-19.74
PELDR_sq,,,,,59.43,-39.37,,,,,,-0.41,-6.29,1.87,-1.00,3.13,3.15,-0.10,-7.59,0.53,8.99,-1.83,-7.49,-1.83,0.68,-3.51,6.55,-2.34,-1.66,-2.84,-10.09,9.97,0.52,8.95
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,60.22,-23.93,14.19,,,-8.60,-1.65,,-16.32,11.98,,,-80.95,,-42.95,21.44,389.13,-15.64,38.86,-5.44,-10.05,-12.38,8.64,-28.61,-2.45,3.65,-27.57,32.08,19.37,-20.43,31.27,-34.85,-20.65,22.89
TSF_sy,14.58,-2.06,9.40,,,6.97,1.63,,-3.03,-0.61,,,-1.53,,-3.95,-5.93,-0.83,3.20,-4.77,-5.05,-1.25,-3.36,-1.65,2.38,4.84,10.40,10.19,6.52,-1.02,-2.88,-1.45,5.28,7.43,9.62
TSF_qq,,,,,0.11,-12.90,,,,,,-25.87,-74.55,489.96,-48.74,57.80,2.51,1.75,-15.63,7.46,-2.49,-0.88,4.60,-29.39,33.25,5.32,-26.91,28.76,20.43,-29.80,20.58,-36.09,46.68,8.72
TSF_sq,,,,,12.45,-2.48,,,,,,1.59,-10.27,-1.22,6.66,-0.50,-5.40,2.79,-1.58,-0.79,-1.62,0.59,0.16,3.28,0.74,5.93,-0.03,-0.15,-6.39,3.94,1.45,6.66,-4.47,6.05
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,-55.26,118.13,-5.57,,,17.76,8.79,,22.79,-18.77,,,4.47,,21.27,-11.44,-6.86,8.53,-9.41,0.49,19.17,18.16,-1.41,22.37,3.03,6.19,30.97,2.82,7.22,10.22,-14.89,-0.98,-9.79,-13.00
ZKO_sy,-0.49,-8.02,10.35,,,-17.29,5.81,,1.09,-8.47,,,10.84,,25.60,26.35,-3.62,15.24,6.90,7.82,16.84,11.89,-0.48,13.18,2.37,8.76,12.22,1.28,1.76,-0.10,-3.54,-7.10,-0.77,-7.77
ZKO_qq,,,,,-0.21,18.01,,,,,,14.47,-11.29,-14.71,40.02,-16.41,-6.69,-0.62,16.88,-7.27,10.65,-1.46,-2.48,15.08,-6.84,1.56,20.28,-9.65,-2.85,4.40,-7.12,5.12,-11.49,0.68
ZKO_sq,,,,,-50.41,73.79,,,,,,-5.05,29.66,-13.54,18.00,-4.48,-1.09,3.37,9.47,-3.66,7.18,-1.01,-2.64,9.57,-3.05,5.17,0.45,-1.11,-2.60,3.24,-3.00,-4.76,4.04,-4.04
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,-51.51,1.95,-28.14,,,6.22,-11.93,,-3.30,9.13,,,-92.99,,54.14,13.60,1857.26,27.95,-1.41,15.13,7.26,7.95,0.29,-7.84,-16.81,-11.46,-40.81,-16.64,-16.07,-15.37,33.40,32.56,31.62,0.91
OSF_sy,6.85,13.37,-10.41,,,-15.08,8.28,,-1.36,-3.45,,,-1.98,,-0.40,-0.35,1.24,-2.20,5.86,6.17,1.28,3.06,-1.42,-3.21,3.47,0.20,6.20,-0.16,-6.47,-3.07,-5.86,0.48,11.20,2.55
OSF_qq,,,,,-0.06,14.05,,,,,,17.90,-93.95,1473.87,37.32,-13.11,4.22,2.89,5.80,1.47,-2.90,3.56,-1.70,-6.76,-12.35,10.21,-34.28,31.31,-11.75,11.12,3.59,30.48,-12.37,-14.81
OSF_sq,,,,,9.35,-11.46,,,,,,1.35,2.57,1.39,-5.51,1.40,4.21,-2.05,2.28,1.70,-0.60,-0.33,-2.17,-0.15,6.26,-3.48,3.69,-6.13,-0.45,0.03,0.71,0.20,10.17,-7.75
NetDebt,-1087000000,12603000000,9535000000,8020000000,7992000000,13938000000,11557000000,11557000000,19664000000,12961000000,12159000000,24133000000,13583000000,14335000000,40994000000,14023000000,11891000000,15636000000,27410000000,22331000000,27954000000,27734000000,23299000000,35417000000,27753000000,32543000000,51661000000,39081000000,30089000000,50727000000,34213000000,55834000000,31221000000,29421000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,-108.86,1847.27,-47.44,,,45.71,675.47,,-282.78,105.85,,,8.84,,110.16,-77.99,-23.26,-10.85,-19.42,32.90,183.46,105.01,-3.84,838.94,-6.85,21.76,97.36,-66.41,78.73,139.21,38.81,137.75,-41.21,-63.65
NetDebtEBITDA_sy,-8.53,-43.47,9.57,,,-19.83,81.69,,32.51,-47.16,,,-10.08,,19.00,-17.87,29.48,-9.44,-7.67,75.79,-24.45,3.26,-19.66,-11.69,-52.78,5.47,6.22,-9.54,83.88,-39.13,-26.65,-43.68,-7.91,-39.07
NetDebtEBITDA_qq,,,,,144.26,-3.02,,,,,,193.90,-69.62,12.47,109.26,-69.23,5.95,30.65,89.14,-49.24,125.99,-5.51,-11.28,395.60,-77.58,23.52,43.80,-15.64,19.28,65.32,-16.56,44.49,-70.50,2.21
NetDebtEBITDA_sq,,,,,-28.05,-0.98,,,,,,-23.94,5.37,34.93,10.04,-47.51,66.13,-5.63,12.18,-0.05,-28.60,28.99,-12.73,9.87,-61.82,188.13,-12.11,-6.43,-22.40,-4.61,5.91,-28.16,26.90,-36.89
DebtFin,-7035000000,-5205000000,-4195000000,-4422000000,-4422000000,-5309000000,-4899000000,-4899000000,-511000000,-3524000000,-3773000000,-4210000000,-5011000000,439000000,-6225000000,-9430000000,-7920000000,-5637000000,-4935000000,-5899000000,-517000000,-5455000000,-5446000000,-18103000000,-5576000000,-7474000000,-5135000000,-12647000000,505000000,-2255000000,-4210000000,-14246000000,-5121000000,-2473000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,22.99,-11.49,44.01,,,-26.16,-763.00,,111.21,-161.23,,,-47.68,,-2.84,15.17,-38.54,-1149.34,4.46,47.79,92.13,-11.84,-24.83,-1716.82,-912.11,-42.18,16.07,78.73,114.93,53.70,-71.83,-87.45,-674.68,31.27
DebtFinEBITDA_sy,32.17,38.34,2.96,,,-2.68,134.15,,-53.61,-50.95,,,36.85,,40.68,23.66,-3.41,-9.44,-35.14,58.16,38.28,74.80,53.40,-61.79,-160.47,-156.77,24.50,-1.66,100.18,-23.28,28.03,89.65,3050.00,7.70
DebtFinEBITDA_qq,,,,,-145.11,33.24,,,,,,-65.22,35.75,109.34,-1137.45,-36.28,-4.94,29.28,5.54,25.53,84.18,-905.13,-5.43,-983.77,91.19,-41.20,37.76,-174.64,106.19,-537.95,-130.98,-199.60,81.04,47.62
DebtFinEBITDA_sq,,,,,-257.77,83.46,,,,,,21.27,-22.73,-12.12,45.25,-1.33,-66.26,-18.66,32.40,68.63,-145.27,51.54,-24.98,-8.92,-294.87,52.23,63.25,-46.66,100.71,-32406.25,78.55,78.90,315.38,-1046.63
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,8.38,-53.27,-23.89,,,-9.80,-19.04,,-21.27,34.38,,,-93.30,,27.10,28.28,2003.05,17.89,8.83,14.56,-10.00,-8.65,1.72,-24.69,-19.25,-16.63,-54.80,-18.92,-21.72,-23.21,56.73,33.87,45.89,15.98
SP1_sy,11.17,14.13,-18.19,,,-4.57,-1.35,,8.72,15.99,,,-21.82,,-14.48,-11.86,9.08,-2.01,-4.41,-9.46,-8.18,-9.98,5.15,-2.20,-1.40,-12.88,-4.51,-0.13,-2.12,3.69,-6.52,-7.19,-4.44,0.99
SP1_qq,,,,,0.16,-3.36,,,,,,2.99,-93.19,1746.91,-1.94,3.95,11.71,3.53,-9.48,9.43,-12.25,5.09,0.79,-18.98,-5.91,8.51,-45.36,45.34,-9.16,6.44,11.53,24.13,-1.00,-15.38
SP1_sq,,,,,48.82,-34.10,,,,,,5.32,-17.61,13.76,-13.36,8.55,1.96,2.19,-15.48,2.81,3.39,0.19,-1.27,-4.37,4.23,-11.48,8.21,0.02,2.16,-6.22,-2.44,-0.69,5.18,-0.89
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,7.70,-49.48,-22.68,,,-6.72,-20.13,,-21.15,29.46,,,-77.36,,35.79,36.70,545.12,16.35,15.02,15.10,10.57,7.26,7.54,-15.28,-24.18,-6.03,-50.22,2.45,-5.41,-24.69,51.28,5.85,12.93,-5.62
SP2_sy,13.32,9.91,-10.63,,,-8.26,-1.41,,11.33,10.78,,,-21.81,,-9.12,-9.67,9.63,2.81,-7.76,-3.46,0.23,-4.29,0.93,-5.87,-10.80,-12.75,3.60,5.55,-2.92,0.49,-10.38,-11.89,-4.75,7.60
SP2_qq,,,,,0.15,-2.71,,,,,,2.54,-77.43,485.20,0.24,3.23,6.54,5.54,-0.90,3.29,2.35,2.37,-0.64,-18.63,-8.40,26.88,-47.36,67.46,-15.42,1.02,5.74,17.18,-9.77,-15.57
SP2_sq,,,,,47.83,-35.48,,,,,,3.66,-14.70,7.70,-4.57,3.04,3.52,1.00,-14.38,7.83,7.48,-3.55,-9.71,0.56,1.86,-5.66,7.21,2.45,-6.31,-2.34,-4.38,0.72,1.28,10.32
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,177.74,-71.91,11.86,,,-9.09,5.52,,-91.90,735.11,,,74.31,,-39.36,221.38,25.92,320.24,12.54,-53.05,-42.16,-15.38,76.73,72.86,-15.38,-2.33,-61.80,-18.35,-38.58,-81.92,11.49,-33.58,2.12,74.56
CAR_sy,130.40,-31.47,84.34,,,17.25,2.73,,-32.86,45.75,,,9.38,,12.45,-8.89,22.51,-0.30,9.44,-30.27,-38.07,-31.99,-32.30,7.71,81.57,10.22,39.30,10.19,-5.53,13.71,-6.91,9.80,-12.39,50.51
CAR_qq,,,,,0.29,-27.42,,,,,,-40.74,158.18,-80.02,98.41,214.07,1.15,-33.33,-46.87,31.02,24.64,-2.47,10.97,28.15,-38.99,12.57,-56.60,173.95,-54.11,-66.86,167.57,63.21,-29.44,-43.35
CAR_sq,,,,,167.55,-15.93,,,,,,43.99,-18.22,6.38,-10.24,16.67,9.96,-13.42,-1.47,-25.66,-2.34,-4.93,-1.91,18.26,64.63,-42.29,23.98,-6.45,41.14,-30.53,1.50,10.34,12.61,19.35
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,110.97,-47.23,12.45,,,-31.90,-5.76,,-28.85,37.96,,,5.90,,-10.48,37.48,-12.15,-12.55,13.98,-10.64,14.37,2.55,1.45,2.29,-23.48,1.46,-33.14,25.34,25.40,-13.87,35.91,-26.49,-10.98,10.80
QR_sy,-13.95,19.39,38.84,,,-8.55,-13.43,,2.69,15.30,,,-17.96,,-8.17,-16.38,9.83,-5.92,-10.12,-16.96,-7.07,-10.10,-3.09,-1.04,-14.97,-4.86,5.75,14.00,12.11,2.14,-5.54,-2.95,7.32,21.83
QR_qq,,,,,0.29,-34.26,,,,,,-34.72,56.64,7.52,-18.58,0.25,0.10,7.03,6.12,-21.40,28.12,-4.04,4.99,-20.76,-4.15,27.24,-30.82,48.55,-4.10,-12.61,9.16,-19.65,16.13,8.78
QR_sq,,,,,52.15,-25.89,,,,,,16.37,-24.34,7.81,-3.26,5.96,-0.62,-7.65,-7.58,-2.10,11.21,-10.65,-0.38,-0.03,-4.44,-0.03,10.74,7.76,-6.03,-8.92,2.41,10.73,3.92,3.40
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,123.23,-49.37,13.46,,,-14.68,-10.14,,-22.41,21.70,,,2.24,,-21.69,22.54,2.49,-15.03,19.87,-1.65,-6.53,-9.34,7.61,-19.31,-7.02,1.63,-27.60,15.65,13.01,-17.34,25.68,-17.08,-13.18,10.17
CR_sy,7.34,-2.31,37.84,,,-5.89,-6.91,,-4.52,23.15,,,-20.97,,-23.27,-19.29,4.09,-9.23,4.16,-6.21,-6.60,-6.53,-10.64,-6.03,-8.35,-6.71,-1.32,4.98,10.68,-7.53,-1.88,3.88,1.21,28.68
CR_qq,,,,,0.29,-20.94,,,,,,-17.50,23.95,24.03,-38.25,29.09,3.66,2.83,-12.89,5.91,-1.48,-0.26,3.41,-20.58,13.52,9.02,-26.34,26.86,10.93,-20.26,11.99,-16.31,16.15,1.19
CR_sq,,,,,67.21,-29.37,,,,,,4.41,-26.45,18.37,-15.58,9.82,-5.14,3.21,-3.13,-1.11,-5.53,3.28,-7.39,3.99,-7.87,5.14,-2.03,10.63,-2.87,-12.16,3.95,17.12,-5.36,11.68
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,163.82,-72.51,12.25,,,-9.74,5.52,,-91.90,735.11,,,74.31,,-39.36,221.38,25.92,320.24,12.54,-53.05,-42.16,-15.38,76.73,72.86,-15.38,-2.33,-61.80,-18.35,-38.58,-81.92,11.49,-33.58,9.20,74.56
PP_sy,67.03,-22.98,74.14,,,24.74,-8.81,,-15.30,49.59,,,-15.87,,-10.42,-12.65,22.79,-2.40,28.07,-17.87,-12.50,-34.35,-34.47,-13.09,12.45,2.41,50.90,42.49,8.56,15.08,-27.63,-23.24,-16.17,17.41
PP_qq,,,,,0.30,-28.34,,,,,,-40.74,158.18,-80.02,98.41,214.07,1.15,-33.33,-46.87,31.02,24.64,-2.47,10.97,28.15,-38.99,12.57,-56.60,173.95,-54.11,-66.86,167.57,63.21,-24.54,-47.02
PP_sq,,,,,81.09,-0.97,,,,,,37.56,-32.56,40.58,-31.31,34.14,-5.20,11.74,-9.87,-13.98,1.00,-16.16,-10.04,14.09,30.69,-23.65,32.55,7.73,-0.43,-19.06,-16.65,14.27,8.75,13.36
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,90.30,-33.79,-3.27,,,-46.83,-20.06,,4.59,47.66,,,-30.13,,22.16,47.76,29.85,-21.85,-21.95,-26.52,-14.76,1.41,14.33,-10.21,-21.58,27.44,-8.22,5.32,-12.90,-23.12,-15.37,32.11,38.29,12.72
RCLR_sy,-0.76,16.83,8.35,,,-7.93,-1.32,,-6.44,23.21,,,-19.48,,-0.44,-9.34,1.46,-8.84,-18.77,-2.59,12.27,3.39,14.94,-6.91,-24.53,-9.37,-20.21,-7.72,5.33,-11.39,2.08,5.38,13.10,24.30
RCLR_qq,,,,,0.28,-34.29,,,,,,-16.48,16.20,46.09,-13.84,1.02,2.12,-12.08,-13.96,-4.89,18.46,4.61,-3.00,-25.30,3.45,70.01,-30.14,-14.28,-14.45,50.07,-23.11,33.82,-10.45,22.32
RCLR_sq,,,,,18.42,-13.49,,,,,,8.74,-17.36,7.23,3.32,-0.98,-7.51,-3.65,-7.94,18.74,6.60,-11.27,2.34,-3.84,-13.57,6.55,-9.89,11.21,-1.35,-10.36,3.81,14.80,5.88,-1.49
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,62.37,-36.82,0.38,,,-12.60,-18.52,,-39.39,57.83,,,9.79,,-27.48,53.41,11.23,-8.56,49.71,1.57,-5.59,-9.55,12.31,-34.51,-16.28,0.78,-59.21,33.97,14.76,-32.66,100.00,-32.82,-13.87,17.47
KP_sy,9.44,8.03,34.49,,,-20.22,10.13,,12.05,22.25,,,-21.79,,-22.31,-16.17,1.59,0.54,-3.53,-5.03,1.57,1.76,-15.66,-25.09,-31.02,-38.88,-4.39,11.51,9.94,-4.03,-19.12,-16.10,-1.06,30.66
KP_qq,,,,,0.21,-14.47,,,,,,-23.99,46.26,27.13,-48.69,60.80,6.05,4.51,-15.99,9.10,-1.43,0.12,4.32,-36.39,26.01,20.53,-57.78,108.94,7.94,-29.28,25.39,-29.82,38.40,-3.54
KP_sq,,,,,82.88,-38.34,,,,,,4.09,-18.53,10.13,-16.81,12.32,-1.27,8.98,-20.17,10.57,5.59,9.18,-33.84,-1.79,-2.77,-3.25,3.49,14.55,-4.15,-15.54,-12.78,18.83,13.04,11.53
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,-26.35,-32.12,33.73,,,-49.23,76.31,,-57.87,86.35,,,31.82,,-4.37,-25.50,-19.60,-24.72,40.62,52.76,45.16,38.24,7.38,-18.10,-27.48,-8.85,-57.06,7.01,-8.23,-27.39,50.91,-21.24,-25.81,-28.02
PKKO_sy,18.89,-9.03,53.50,,,38.45,-13.19,,-26.84,22.65,,,-41.90,,-37.76,-43.21,-20.68,-18.66,-0.86,-3.49,21.43,10.04,10.82,7.01,13.15,-4.90,-21.89,16.83,-5.35,-17.39,-21.31,-44.77,-35.98,-19.45
PKKO_qq,,,,,32.90,-40.84,,,,,,25.61,4.32,8.08,-32.48,-2.15,12.59,1.19,26.13,6.30,6.99,-3.63,-2.02,-18.93,-5.26,21.12,-53.84,102.03,-18.75,-4.16,-4.07,5.45,-23.47,-7.01
PKKO_sq,,,,,4.56,34.71,,,,,,10.72,-32.71,11.54,-25.10,1.01,-6.01,14.39,-8.72,-1.67,18.26,3.67,-8.07,-5.05,25.05,-12.87,-24.50,42.02,1.31,-23.95,-28.09,-0.32,17.43,-4.30
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,152.45,-35.83,-3.28,,,194.32,-61.06,-16.58,66.35,-17.97,,,30.80,,-3.86,13.67,-25.30,-20.83,-6.95,-9.78,5.44,-2.32,-12.40,-13.99,-9.20,-1.94,1.56,3.73,2.61,1.90,28.21,0.36,3.04,6.91
RN_sy,23.05,-19.95,23.75,,,-0.67,-3.96,-4.81,1.17,3.20,,,3.33,,6.37,-3.22,0.36,0.78,-0.81,5.51,-2.01,3.24,2.65,-2.44,-4.27,-6.00,-6.86,6.37,6.60,8.36,11.42,2.11,11.43,8.89
RN_qq,,,,,-7.79,94.03,,,,,,-11.23,26.93,-5.19,-10.00,4.95,-16.59,0.49,5.77,1.77,-2.51,-6.91,-5.15,-0.09,2.92,0.53,-1.76,2.05,1.81,-0.17,23.61,-20.11,4.52,3.59
RN_sq,,,,,8.94,-0.68,,,,,,1.99,2.85,-2.50,4.01,-7.20,6.65,-2.10,2.38,-1.29,-0.95,3.15,1.79,-6.18,-2.81,1.29,0.86,7.14,-2.60,2.96,3.71,-1.82,6.29,0.61
CRN,56000,88000,91000,55000,60000,31000,79000,95000,57000,70000,60000,68000,53000,56000,62000,60000,71000,71000,67000,66000,68000,73000,77000,77000,75000,74000,75000,74000,73000,73000,59000,74000,71000,68000
CRN_yy,-60.84,57.14,3.41,,,-65.93,154.84,20.25,-40.00,22.81,,,-24.29,,3.33,-11.76,33.96,26.79,8.06,10.00,-4.23,2.82,14.93,16.67,10.29,1.37,-2.60,-3.90,-2.67,-1.35,-21.33,,-2.74,-6.85
CRN_sy,-18.48,24.67,-18.72,,,0.66,3.27,5.70,-1.20,-3.03,,,-3.12,,-6.17,2.50,-0.65,-0.63,-2.63,-10.37,2.60,-3.18,1.35,8.84,3.80,6.58,7.33,-6.25,-6.10,-8.02,-10.56,,-10.39,-7.38
CRN_qq,,,,,9.09,-48.33,,,,,,13.33,-22.06,5.66,10.71,-3.23,18.33,,-5.63,-1.49,3.03,7.35,5.48,,-2.60,-1.33,1.35,-1.33,-1.35,,-19.18,25.42,-4.05,-4.23
CRN_sq,,,,,-8.43,0.66,,,,,,-1.23,-3.12,1.94,-3.80,7.89,-6.10,,-5.73,-0.68,7.48,-3.80,-1.32,,2.50,-1.22,-0.62,-6.83,2.67,,-3.36,2.08,-6.12,
CPZ,25000,64000,69000,67000,79000,47000,93000,123000,91000,89000,79000,94000,81000,82000,83000,72000,83000,86000,88000,93000,98000,104000,107000,113000,116000,107000,111000,106000,105000,112000,95000,107000,98000,93000
CPZ_yy,-79.17,156.00,7.81,,,-31.88,97.87,32.26,-26.02,-2.20,,,-8.99,,5.06,-23.40,2.47,4.88,6.02,29.17,18.07,20.93,21.59,21.51,18.37,2.88,3.74,-6.19,-9.48,4.67,-14.41,0.94,-6.67,-16.96
CPZ_sy,-20.20,3.09,-10.18,,,10.67,-13.86,25.87,-13.33,3.85,,,-1.85,,3.75,8.33,3.77,3.66,-1.81,-3.55,1.21,4.12,14.11,14.11,14.97,11.86,3.23,3.23,9.38,-2.53,-10.42,-11.98,-20.00,-18.13
CPZ_qq,,,,,17.91,-40.51,,,,,,18.99,-13.83,1.23,1.22,-13.25,15.28,3.61,2.33,5.68,5.38,6.12,2.88,5.61,2.65,-7.76,3.74,-4.50,-0.94,6.67,-15.18,12.63,-8.41,-5.10
CPZ_sq,,,,,-0.58,-2.35,,,,,,-2.50,1.92,3.14,1.22,1.81,-2.37,3.03,-4.12,,2.45,5.99,5.08,,3.23,3.12,-3.03,,9.38,-8.10,-10.88,-1.74,-0.59,-5.95
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,30.32,13.80,-9.96,,,-2.51,43.50,44.17,-20.75,-18.62,,,-35.90,,-38.09,210.98,208.34,516.21,249.58,-50.04,-50.73,-64.09,-58.21,124.10,-2.83,-8.39,2.14,-28.28,365.67,428.29,585.52,224.51,-26.36,-46.13
