,2004/Q4,2005/Q4,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q4,2009/Q4,2010/Q4,2011/Q4,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-13.79,-0.44,-2.04,,,-4.09,17.78,,16.57,-8.86,,,1455.27,,-7.15,-9.42,-94.05,-5.21,-0.53,-1.36,1.63,1.07,-1.25,0.25,-1.56,-0.42,0.07,0.69,6.39,5.13,-2.54,-3.55,-11.66,-10.07
CWKCurrent_sy,15.19,-26.25,1.57,,,-44.60,-4.06,,-11.29,17.68,,,29.31,,2.13,-9.42,-9.66,-2.19,8.79,2.91,-2.45,-2.56,-9.80,-1.40,8.22,0.11,-2.55,-3.30,-5.65,-5.81,-3.38,-2.13,-5.43,1.56
CWKCurrent_qq,,,,,-0.11,-8.03,,,,,,-3.72,1414.85,-93.79,2.46,-6.08,-0.44,-1.07,7.53,-6.86,2.57,-1.61,5.05,-5.45,0.73,-0.47,5.57,-4.86,6.43,-1.65,-2.13,-5.85,-2.52,0.12
CWKCurrent_sq,,,,,4.88,-12.80,,,,,,8.72,5.55,-10.83,-0.19,-3.58,5.27,-3.46,11.02,-8.79,-0.21,-3.56,2.77,-0.30,9.52,-10.80,0.05,-1.06,6.86,-10.95,2.62,0.22,3.26,-4.36
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,17.70,-19.41,-12.73,,,-3.79,-32.14,,-44.77,82.78,,,10.59,,37.26,39.72,30.67,17.79,7.02,10.94,-8.34,-6.52,2.44,-19.60,-16.22,-13.10,-80.84,-23.29,-34.80,-31.80,288.40,44.52,85.59,37.26
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,0.24,5.70,,,,,,7.75,15.75,14.49,-3.89,9.69,8.25,3.21,-12.68,13.71,-10.56,5.25,-4.31,-10.75,-6.80,9.17,-78.90,257.40,-20.79,14.18,20.16,32.98,1.72,-15.55
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-15.04,24.08,14.59,,,3.94,47.36,,81.08,-45.29,,,-9.58,,-27.14,-28.43,-23.47,-15.10,-6.56,-9.86,9.10,6.98,-2.38,24.38,19.37,15.08,422.00,30.35,53.36,46.64,-74.25,-30.80,-46.12,-27.15
CWKGrahamCurrent_sy,39.11,-57.55,58.46,,,-49.65,5.76,,36.08,-11.21,,,61.22,,85.28,62.13,1.68,20.05,-24.76,-47.64,-23.00,-21.77,-7.49,59.98,37.82,37.70,36.04,8.02,-8.84,8.63,-18.85,7.45,1.67,-20.17
CWKGrahamCurrent_qq,,,,,-0.24,-5.39,,,,,,-7.20,-13.61,-12.66,4.04,-8.84,-7.62,-3.11,14.51,-12.06,11.81,-4.99,4.50,12.04,7.30,-8.40,374.02,-72.02,26.24,-12.42,-16.77,-24.80,-1.70,18.42
CWKGrahamCurrent_sq,,,,,-5.73,-6.45,,,,,,14.53,39.46,-25.75,56.23,0.21,-12.54,-12.33,-2.08,-30.26,28.62,-10.94,15.79,20.61,10.81,-11.02,14.40,-4.24,-6.48,6.03,-14.54,26.81,-11.51,-16.74
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,48.51,30.73,-26.75,,,88.96,-56.79,,36.65,-14.30,,,-3.86,,46.88,87.30,38.06,42.69,-17.13,-26.11,-13.07,-13.14,1.13,19.91,12.07,18.53,40.43,18.74,17.53,9.56,0.46,7.71,27.72,19.15
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,-25.86,79.71,,,,,,-14.39,20.49,0.45,41.76,9.18,-11.19,3.81,-17.67,-2.65,4.47,3.74,-4.15,15.43,-2.36,9.72,13.56,-2.40,-3.36,2.28,4.13,4.65,14.60,-4.58
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-32.66,-23.52,36.54,,,-47.10,131.51,,-26.82,16.69,,,4.00,,-31.91,-46.61,-27.56,-29.92,20.66,35.33,15.05,15.14,-1.11,-16.58,-10.76,-15.62,-28.80,-15.81,-14.91,-8.72,-0.44,-7.14,-21.74,-16.10
CPCurrent_sy,42.38,-7.73,24.84,,,-24.64,-7.00,,-17.76,16.04,,,16.59,,-7.91,-10.62,-19.32,-22.87,-14.56,-30.30,-11.59,-21.15,-7.08,19.20,60.65,44.69,51.90,33.91,-14.62,7.96,-4.48,-18.29,-8.22,-14.70
CPCurrent_qq,,,,,34.85,-44.36,,,,,,16.81,-17.01,-0.44,-29.45,-8.41,12.60,-3.68,21.48,2.72,-4.27,-3.61,4.33,-13.35,2.41,-8.86,-11.96,2.45,3.51,-2.23,-3.97,-4.45,-12.76,4.80
CPCurrent_sq,,,,,-11.21,83.85,,,,,,22.11,0.26,-5.12,-20.72,18.52,-9.50,-9.30,-12.17,-3.32,14.78,-19.11,3.51,24.03,54.69,-27.14,8.67,9.33,-1.37,-7.87,-3.85,-6.48,10.79,-14.37
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,86.68,-62.69,35.79,,,-63.78,-644.79,,6.39,158.69,,,4.86,,138.29,862.45,40.26,62.46,-22.61,50.67,-28.74,-26.48,-17.42,-123.79,7.05,-11.51,-8.33,226.09,-76.58,-59.66,-63.09,-43.88,498.77,244.03
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,-84.57,30.55,,,,,,-70.41,401.25,-11.21,80.96,19.51,-26.95,2.84,-13.79,132.66,-65.46,6.11,-3.16,-167.03,255.42,-12.29,0.32,-7.79,-71.13,51.04,-8.21,40.19,208.06,-13.22
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-46.43,168.03,-26.35,,,176.06,,,,,,,-4.64,,-58.04,-89.61,-28.70,-38.45,29.21,-33.63,40.34,36.03,21.09,,-6.58,13.01,9.10,,326.93,147.91,170.95,78.19,-83.30,-70.93
CZCurrent_sy,-1.49,-4.05,-38.71,,,15.83,,,,,,,-1.33,,-45.67,-46.70,-37.16,-21.07,-1.11,-3.72,34.17,-1.40,-5.57,,-2.97,5.75,28.04,,-20.42,-20.52,-11.77,23.03,-0.97,4.24
CZCurrent_qq,,,,,548.08,-23.39,,,,,,237.94,-80.05,12.62,-44.74,-16.32,36.90,-2.77,16.00,-57.02,189.49,-5.76,3.26,,,14.01,-0.31,8.45,246.37,-33.80,8.95,-28.67,-67.54,15.23
CZCurrent_sq,,,,,17.65,13.52,,,,,,-0.31,-23.43,-1.42,-27.80,-2.20,-9.72,23.82,-9.54,-4.79,25.82,-9.01,-13.37,,,-0.83,4.89,-9.79,-15.19,-0.96,16.44,25.78,-31.74,4.25
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,11.77,-56.41,39.32,,,-33.83,-280.71,,-27.27,177.87,,,-11.84,,127.51,838.69,30.31,51.96,-27.83,30.06,-30.58,-25.18,-20.52,-117.13,13.45,-6.88,18.01,304.15,-72.72,-53.13,-72.39,-41.51,446.07,207.32
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-86.80,226.31,,,,,,-71.06,399.53,-13.54,82.01,19.41,-30.66,0.83,-13.56,115.19,-62.99,8.67,-8.17,-146.38,345.11,-10.80,16.37,-19.76,-67.24,53.22,-31.44,69.96,205.85,-13.77
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,-10.52,129.41,-28.23,,,51.11,,,,,,,13.44,,-56.05,-89.35,-23.26,-34.19,38.56,-23.11,44.05,33.65,25.82,,-11.86,7.39,-15.26,,266.44,113.36,262.14,70.96,-81.68,-67.46
CZOCurrent_sy,73.80,-50.42,-40.26,,,35.44,,,,,,,15.02,,-38.14,-24.04,-46.61,-30.76,-8.00,-30.67,59.58,6.11,-13.92,,-9.01,17.69,20.81,,2.45,-22.75,-4.55,-5.26,0.71,13.50
CZOCurrent_qq,,,,,657.87,-69.36,,,,,,245.54,-79.98,15.65,-45.06,-16.25,44.21,-0.82,15.68,-53.53,170.18,-7.98,8.90,,,12.12,-14.07,24.63,205.20,-34.72,45.85,-41.17,-67.30,15.97
CZOCurrent_sq,,,,,17.01,17.43,,,,,,-14.94,-16.42,-1.33,-11.81,4.44,-41.25,27.95,17.18,-21.29,35.22,-14.93,-4.94,,,10.03,-2.41,9.02,-12.49,-17.03,20.58,8.21,-6.97,-6.50
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,5.34,8.01,4.09,,,-4.33,1.67,,17.55,-10.25,,,-5.64,,-9.39,-20.32,-11.69,-20.03,5.45,17.25,33.69,0.75,-2.05,-50.86,-17.22,-8.26,1.27,46.27,25.00,23.28,3.74,-9.27,-18.51,-0.79
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,,-3.48,,,,,,-1.67,-3.12,21.90,-21.97,-13.54,7.38,10.39,2.89,-3.86,22.43,-16.81,0.04,-51.77,106.22,-7.80,10.43,-30.34,76.25,-9.08,-7.07,-39.07,58.31,10.69
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-29.09,-17.37,42.08,,,-49.37,135.29,,-13.97,4.71,,,-1.85,,-38.29,-57.46,-36.04,-43.96,27.22,58.67,53.83,16.03,-3.14,-59.02,-26.15,-22.61,-27.89,23.20,6.36,12.50,3.28,-15.79,-36.18,-16.74
EVPCurrent_sy,57.24,4.05,3.21,,,-33.21,-5.40,,0.76,10.03,,,35.17,,14.39,5.48,-19.91,-7.54,-10.88,-21.04,-11.92,-24.48,-0.98,35.21,68.24,62.57,43.16,12.27,-9.64,-8.30,-9.24,-12.81,-14.35,-5.16
EVPCurrent_qq,,,,,34.90,-46.30,,,,,,14.85,-19.60,21.36,-44.94,-20.83,20.90,6.34,24.99,-1.26,17.22,-19.80,4.34,-58.22,111.23,-15.95,-2.78,-28.62,82.36,-11.10,-10.75,-41.80,38.20,15.99
EVPCurrent_sq,,,,,-13.23,51.44,,,,,,12.68,27.04,-14.67,-6.35,3.91,-3.55,-1.49,-9.74,-7.94,7.60,-15.53,18.35,25.72,33.88,-18.38,4.22,-1.42,7.75,-17.17,3.16,-5.30,5.85,-8.28
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-5.75,147.78,-25.29,,,44.56,-156.26,,7.63,215.25,,,7.04,,-60.17,-91.51,-32.23,-47.37,46.11,-9.85,92.58,34.66,23.24,-386.87,-27.04,-1.48,-14.18,171.64,358.07,163.02,275.67,55.11,-85.07,-67.72
EVEBITCurrent_sy,113.28,-27.33,-44.28,,,33.91,-32.12,,52.00,28.81,,,25.55,,-38.13,-20.72,-38.70,-30.01,-11.12,9.80,49.48,8.50,7.22,-9.69,-13.43,21.14,15.54,24.05,-17.38,-21.78,-21.67,11.04,10.63,-0.85
EVEBITCurrent_qq,,,,,657.87,-70.43,,,,,,239.76,-80.61,40.98,-57.13,-27.59,54.85,9.48,19.03,-55.32,230.78,-23.45,8.94,-203.99,184.13,3.37,-5.11,-13.18,437.91,-40.65,35.53,-64.15,-48.24,28.36
EVEBITCurrent_sq,,,,,9.59,19.22,,,,,,-39.30,15.43,-2.77,-9.18,-22.22,-10.75,11.03,15.32,-3.92,21.49,-19.40,13.96,-19.07,16.46,12.79,8.69,-13.11,-22.43,6.78,8.85,23.17,-22.72,-4.31
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-5.53,62.76,-27.68,,,-4.64,850.85,,-226.28,107.97,,,-2.00,,-43.52,-69.83,-22.59,-34.64,27.07,-2.15,61.20,16.44,10.81,190.93,-22.33,-4.80,-9.86,-55.47,106.07,89.18,117.43,50.98,-53.83,-37.83
EVEBITDACurrent_sy,37.01,-14.54,-23.54,,,-2.26,37.10,,-23.35,54.57,,,14.09,,-47.25,-38.39,-33.04,-17.05,11.28,-14.16,-6.35,-14.88,-5.65,2.33,17.96,6.49,21.69,26.37,-17.91,-13.57,20.04,1.60,-1.70,-1.90
EVEBITDACurrent_qq,,,,,145.11,-46.33,,,,,,45.60,-47.70,29.91,-42.90,-22.22,34.17,9.69,11.01,-40.10,121.02,-20.77,5.64,57.25,-41.00,-2.88,0.03,-22.32,173.05,-10.84,14.97,-46.06,-16.50,20.05
EVEBITDACurrent_sq,,,,,-5.77,-0.55,,,,,,0.52,-14.73,-9.49,-32.01,17.42,-7.33,12.13,-8.79,-9.42,1.10,1.92,1.09,-1.75,16.53,-7.99,15.52,2.03,-24.30,-3.11,60.43,-13.64,-26.77,-3.31
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,61.10,-62.87,33.01,,,-65.20,-740.51,,-9.16,153.47,,,1531.26,,121.26,773.16,-91.65,54.08,-23.00,48.64,-27.59,-25.73,-18.45,-123.84,5.38,-11.84,-8.30,227.04,-75.14,-57.59,-64.04,-45.92,430.13,209.38
ROE_sy,-7.76,181.49,-0.18,,,-27.24,-32.59,,175.09,38.65,,,-30.81,,15.81,77.69,36.39,50.00,-7.14,-17.71,-11.84,-8.88,50.00,21.62,25.60,-10.66,-39.66,-35.25,-13.86,12.66,13.91,-0.13,15.56,9.14
ROE_qq,,,,,-84.60,20.30,,,,,,-71.56,7506.84,-94.49,85.45,12.25,-27.25,1.74,-7.33,116.70,-64.56,4.35,1.75,-163.36,256.63,-12.70,5.85,-12.22,-69.34,48.91,-10.26,32.03,200.50,-13.10
ROE_sq,,,,,-2.82,-9.27,,,,,,-13.28,12.46,-7.52,28.40,33.06,-13.68,1.71,-20.51,17.93,-7.52,5.12,30.84,-4.38,-4.50,-25.23,-11.63,2.60,27.05,-2.21,-10.65,-10.05,47.02,-7.64
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,159.56,-73.88,49.64,,,-69.21,-737.98,,8.75,162.18,,,-8.14,,18.16,887.84,33.10,31.52,1.22,39.81,-46.94,-44.48,-16.39,-115.17,9.57,-18.94,-39.77,232.26,-75.30,-65.52,-50.72,-55.12,440.24,365.56
ROA_sy,-18.49,158.84,14.35,,,-19.61,-25.15,,126.36,19.81,,,-24.85,,-4.60,47.49,60.80,30.15,6.35,-15.70,-22.22,-2.74,30.53,6.33,10.66,-7.14,-24.15,-33.39,-7.71,2.38,-28.04,13.14,-7.52,21.35
ROA_qq,,,,,-84.56,4.03,,,,,,-78.67,479.73,2.80,-7.03,78.29,-21.89,1.58,-28.45,146.27,-70.35,6.27,7.76,-144.67,314.19,-21.39,-19.92,-1.91,-60.00,9.76,14.44,-10.68,381.52,-5.42
ROA_sq,,,,,40.39,-36.15,,,,,,-5.95,-10.50,4.80,8.14,45.41,-2.43,-15.17,-11.63,15.27,-9.98,6.08,18.59,-6.10,-6.32,-10.98,-3.14,-17.54,29.81,-1.25,-31.92,29.66,6.11,29.57
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,-24.70,-66.67,90.48,,,-65.00,-517.86,,6.84,190.83,,,-8.42,,55.15,398.48,-5.51,6.84,-12.96,75.99,-20.23,-14.00,-21.37,-114.34,1.46,-21.40,-16.02,271.08,-76.92,-57.40,-72.25,-45.77,329.17,158.33
OPM_sy,81.41,44.17,48.37,,,-37.61,-13.15,,195.03,54.77,,,-37.64,,11.82,72.24,113.95,89.66,36.29,4.60,-12.61,-12.10,-9.53,2.51,-10.07,-5.32,7.70,10.54,26.14,29.30,-9.38,-12.62,-18.09,-22.27
OPM_qq,,,,,-82.31,82.61,,,,,,-65.98,312.12,-13.97,28.63,9.30,-21.88,-2.72,4.80,120.99,-64.59,4.88,-4.19,-140.29,350.60,-18.75,2.37,-17.92,-66.20,50.00,-33.33,60.42,167.53,-9.71
OPM_sq,,,,,-4.33,19.39,,,,,,-20.24,8.04,2.33,26.82,22.85,34.21,-9.29,-8.87,-5.72,12.13,-8.77,-6.20,6.83,-1.63,-3.94,6.70,9.65,12.25,-1.54,-25.22,5.73,5.21,-6.56
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,25.66,-71.47,85.26,,,-80.68,-1352.94,,31.46,168.49,,,9.00,,61.84,417.31,1.38,13.47,-6.50,104.09,-17.65,-15.07,-18.26,-119.85,-4.95,-25.27,-35.11,206.42,-79.77,-63.31,-63.11,-48.28,362.86,188.24
ROS_sy,-15.66,335.36,47.17,,,-18.34,-51.33,,91.92,59.41,,,-52.56,,-17.12,124.37,86.58,71.24,45.81,-13.52,-11.23,-28.44,-6.16,-7.44,-0.40,9.55,18.93,5.33,13.89,26.26,-40.94,-33.97,-7.49,-9.29
ROS_qq,,,,,-79.02,-27.66,,,,,,-65.79,319.23,-11.47,27.46,9.35,-17.84,-0.90,5.02,138.70,-66.85,2.20,1.08,-157.98,258.72,-19.65,-12.23,-4.92,-69.83,45.71,-11.76,33.33,170.00,-9.26
ROS_sq,,,,,-5.99,21.17,,,,,,-31.27,10.29,13.26,-3.47,86.08,-8.29,3.95,-17.81,10.37,-5.86,-16.21,7.78,8.86,1.31,-7.84,17.01,-3.59,9.54,2.18,-45.27,7.79,53.47,0.19
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,-39.28,-84.82,306.52,,,-59.89,-592.00,,5.15,178.00,,,4.03,,84.34,1642.11,-16.55,-7.32,-19.61,71.60,-30.80,-22.37,-35.37,-122.01,26.83,-5.08,9.43,214.40,-79.33,-55.36,-74.14,-46.85,376.74,138.67
RS_sy,40.16,31.26,35.63,,,-26.84,-9.22,,234.51,-11.11,,,-14.48,,44.84,76.87,87.24,54.79,-2.88,14.21,-1.05,0.27,38.67,21.00,4.45,-2.68,-13.58,-30.28,-0.96,22.55,-16.95,-15.77,-7.26,-16.15
RS_qq,,,,,-95.93,733.33,,,,,,-88.55,1394.74,-13.38,24.39,8.17,-28.40,-3.80,7.89,130.89,-71.13,7.93,-10.17,-178.62,266.40,-19.23,3.57,-17.82,-69.93,74.42,-40.00,68.89,169.74,-12.68
RS_sq,,,,,-11.29,39.39,,,,,,-11.65,7.21,11.37,37.29,7.89,13.50,-7.93,-13.86,26.88,-1.66,-6.70,19.13,10.70,-15.11,-13.07,5.79,-10.69,20.58,7.57,-28.31,-9.42,32.76,-2.74
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,-8.00,-67.77,78.57,,,-72.89,-913.11,,27.42,171.11,,,9.38,,54.23,334.18,-0.71,12.65,-7.42,77.26,-17.27,-14.86,-17.07,-112.17,-3.91,-24.68,-34.03,306.76,-78.28,-61.02,-61.78,-49.02,325.00,169.57
GPM_sy,30.90,145.23,45.78,,,-13.96,-49.91,,134.55,69.42,,,-47.17,,-24.50,164.93,120.70,87.34,69.47,-8.28,-11.92,-18.81,-7.09,-13.47,-9.69,0.82,7.56,25.58,28.84,32.36,-27.89,-36.31,-17.86,-13.75
GPM_qq,,,,,-88.38,117.86,,,,,,-60.70,254.43,-12.50,26.53,10.65,-18.95,-0.72,3.99,111.85,-62.17,2.17,1.28,-131.09,398.65,-19.91,-11.30,-2.55,-68.63,43.75,-13.04,30.00,161.54,-8.82
GPM_sq,,,,,-9.64,49.34,,,,,,-49.55,44.24,0.50,3.23,77.04,20.16,-14.69,-6.62,-4.18,15.40,-21.36,6.85,-10.76,20.44,-12.22,14.00,4.19,23.57,-9.81,-37.90,-7.97,59.36,-5.30
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,-31.76,-14.16,51.75,,,-37.70,59.87,,-36.15,65.38,,,5.17,,-17.91,-25.51,-22.79,-21.23,8.36,16.04,-5.97,-1.66,-11.39,-24.79,-3.55,-10.41,-14.84,0.29,-5.00,11.05,9.74,10.16,3.60,-2.72
RBS_sy,-3.13,16.18,15.40,,,-17.01,5.23,,15.14,-1.23,,,-2.66,,-8.77,5.80,-2.83,5.74,7.17,-1.15,11.16,14.80,19.76,17.11,-2.06,-8.67,-7.21,6.14,18.13,17.41,4.94,-9.94,-9.36,-9.90
RBS_qq,,,,,-13.37,-6.24,,,,,,5.56,0.80,-6.27,-17.69,-4.22,4.49,-4.38,13.23,2.57,-15.33,,2.03,-12.94,8.57,-7.11,-3.02,2.53,2.85,8.59,-4.17,2.93,-3.28,1.96
RBS_sq,,,,,-8.99,-2.60,,,,,,-6.36,8.97,-7.71,-3.13,8.60,0.08,0.44,-1.82,0.17,12.54,,2.42,-2.04,-5.88,-3.27,4.05,12.04,4.75,-3.85,-7.00,-3.84,5.42,-4.43
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,55.50,-69.49,53.64,,,-44.04,-312.54,,-23.89,182.50,,,-22.66,,12.84,870.65,23.69,23.13,-5.59,20.83,-48.42,-43.48,-19.45,-110.94,16.08,-14.75,-22.31,314.41,-71.28,-60.06,-63.51,-53.75,393.86,317.32
ROPA_sy,34.84,29.36,6.74,,,-21.78,-20.74,,200.59,32.78,,,-24.24,,-5.92,67.80,51.96,11.49,6.62,-11.17,-0.77,0.40,28.42,-9.97,-18.75,-14.08,-27.57,-21.03,0.64,3.67,-7.01,3.84,0.32,1.36
ROPA_qq,,,,,-86.80,159.35,,,,,,-79.28,482.61,,-6.53,78.24,-25.76,-0.45,-28.33,128.12,-68.30,9.06,2.14,-130.97,436.44,-19.90,-6.92,-14.53,-54.94,11.40,-14.96,8.33,381.20,-5.86
ROPA_sq,,,,,51.67,-29.25,,,,,,-17.76,-3.22,,-9.31,46.69,-12.36,-4.38,-13.27,22.20,-2.10,-3.24,10.93,-14.33,-11.64,2.32,-6.48,-6.59,12.60,5.40,-16.11,4.31,8.78,6.49
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,2853.89,-93.26,-61.90,,,-79.83,-1447.63,,2403.08,-98.30,,,-27.79,,30.93,143.33,64.88,134.84,-20.11,-360.54,-190.92,1341.91,-3.35,92.33,274.28,-93.55,7.41,-650.97,-82.85,-144.23,-58.69,123.85,176.68,319.05
ZNPO_sy,98.17,267.89,-32.35,,,46.27,-51.01,,137.20,17.19,,,-60.05,,-30.33,32.56,103.63,6.95,9.48,26.06,-24.31,-11.87,46.71,-29.31,-7.91,1.96,-36.13,-48.28,27.80,6.43,41.59,158.25,-1.31,10.10
ZNPO_qq,,,,,3.75,-82.37,,,,,,-231.55,134.31,-360.96,211.17,-56.47,30.56,-44.86,154.94,-241.98,54.44,974.43,-82.91,-111.27,1135.28,-67.61,184.35,-178.77,123.65,-183.50,365.62,-54.54,174.37,-33.89
ZNPO_sq,,,,,-93.37,3515.51,,,,,,-37.75,-17.74,68.82,-19.40,18.44,26.36,-11.34,-17.49,36.38,-24.13,3.24,37.35,-34.29,-1.16,14.30,-13.96,-46.79,144.23,-4.81,14.46,-2.95,-6.67,6.20
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,-9562.75,194.04,-60.89,,,-61.68,175.59,,-283.03,107.65,,,-25.01,,,114.41,,,,,,,672.69,,210.36,134.40,1757.68,-129.91,-118.49,-123.48,-150.96,1315.90,232.63,540.61
ZFI_sy,168.53,-40.09,-6.05,,,37.26,5.11,,-40.80,-11.30,,,23.65,,,7.45,,,,,,,-4.87,,-2.02,109.76,34.28,-14.16,3.15,-35.66,-15.61,19.20,20.95,71.33
ZFI_qq,,,,,34.22,-70.37,,,,,,-177.22,139.74,-189.90,,,,,,,,118.80,-31.03,-39.99,1318.40,-60.07,446.63,-100.97,-776.57,49.28,-1086.26,123.06,-4.39,68.49
ZFI_sq,,,,,40.71,-32.07,,,,,,-11.79,-18.45,-47.99,,,,,,,,-34.91,73.23,7.30,-19.01,39.35,10.89,-31.41,-2.68,-13.08,45.44,-3.11,-1.25,23.13
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
