,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980,3980
ShareAmountCurrent,60000000000,60000000000,60000000000,60000000000,82811250000,89976890000,91376890000,91376890000,91376890000,91376890000,91376890000,91376890000,91376890000,103303932000,103303932000,103303932000,103303932000,111551355000,111551355000,111551355000,111551355000,111551355000,111551355000,111551355000,111551355000,111551355000,111551355000,111551355000,133861625000,133861625000,133861625000,133861625000,173861625000,173861625000,173861625000,173861625000,173861625000,173861625000,173861625000,174720991000,174720991000,174720991000,174720991000,177174964000,177174964000,177174964000,177174964000,177174964000,179194964000,179194964000,179194964000,179194964000
WKCurrent,850,1090,1110,1170,0,2850,2450,3120,0,3520,3570,3540,0,2310,2090,2370,0,2660,2670,2680,0,2700,2690,2710,0,2720,2690,2740,2420,2490,2440,2520,2300,2360,2350,2390,2400,2480,2470,2530,2540,2590,2600,2660,2680,2790,2790,2890,2890,3030,3030,3130
CWKCurrent,4670,3650,3580,3410,,1390,1620,1280,,1130,1120,1130,,1730,1900,1680,,1490,1490,1480,,1470,1480,1470,,1460,1480,1450,1640,1600,1630,1580,1730,1690,1700,1660,1660,1610,1610,1580,1560,1530,1530,1500,1490,1430,1430,1380,1380,1310,1310,1270
WKGrahamCurrent,350,550,520,580,0,1050,830,780,0,750,740,-2260,0,-2600,-2840,-2150,0,-1510,-1480,-1430,0,-1380,-1340,-1290,0,-1260,-1280,-1130,-830,-740,-790,-690,-140,-70,-80,-30,-30,60,40,120,130,160,170,260,280,370,370,480,510,650,660,770
CWKGrahamCurrent,11420,7180,7590,6840,,3810,4800,5090,,5340,5410,,,,,,,,,,,,,,,,,,,,,,,,,,,66660,93400,33880,30520,25210,23880,15220,14270,10700,10690,8230,7840,6090,6010,5180
PCurrent,2170,2190,2180,2270,1790,2009,2560,3340,3910,4500,4560,4630,5030,4890,5170,5020,4540,3660,3250,3160,3140,3170,3200,3290,3350,3480,3560,3580,2980,2950,2920,2940,2270,2290,2310,2380,2440,2550,2640,2730,2830,2940,3040,3120,3220,3380,3470,3570,3650,3840,3980,4100
CPCurrent,1840,1820,1820,1760,2220,1980,1560,1190,1020,880,870,860,790,810,770,790,880,1090,1220,1260,1270,1250,1250,1210,1190,1150,1120,1110,1330,1350,1360,1350,1750,1740,1720,1670,1630,1560,1510,1460,1400,1350,1310,1280,1240,1180,1150,1110,1090,1040,1000,970
ZCurrent,320,230,210,190,150,70,160,240,360,640,590,420,80,-1540,-1830,-1540,-1310,150,360,150,30,10,0,10,-50,0,-10,20,110,90,60,110,250,260,280,270,100,120,120,140,160,150,160,150,160,200,190,210,220,240,250,250
CZCurrent,12350,17050,18900,20820,26600,58300,25590,16630,11130,6210,6730,9410,49030,,,,,26280,10920,26290,144100,266970,,732630,,73995730,,196100,36540,43400,63640,37020,16059,15360,14060,14830,41450,34110,33320,28490,25400,27420,25550,25820,24960,20040,20420,19400,18470,16510,16170,16140
ZOCurrent,330,280,250,220,190,80,170,250,400,640,590,400,120,-1260,-1470,-1130,-920,360,530,340,190,210,200,210,180,230,200,240,220,210,190,190,190,190,210,210,190,210,220,240,260,250,250,250,250,290,280,300,310,350,360,350
