,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,10.83,1.72,27.12,,,4.89,,-2.21,-11.64,-19.49,-21.21,-16.74,-24.88,-60.53,-91.76,-138.04,-158.44,-156.00,6.67,271.43,283.33,585.71,1243.75,80.00,38.79,9.31,13.02,13.89,6.55,5.83,2.06,1.22,11.89,11.86,3.63,9.24,1.10,1.14,1.95,-2.94
RS_sy,,78.45,-47.05,78.78,,,-29.67,,50.95,26.88,3.38,29.00,6.08,11.62,-14.49,-34.40,-29.64,-30.20,-33.17,-28.39,-20.79,-4.68,39.29,33.57,25.18,0.61,-15.90,-22.99,-6.23,7.01,7.01,12.15,-12.39,34.47,31.62,59.13,100.00,5.51,21.65,14.40,9.31
RS_qq,,,,,,2.65,1.72,-2.12,-4.33,-7.24,-7.32,-4.21,1.10,-16.30,-51.30,-80.00,-566.67,-28.57,53.33,138.10,650.00,37.50,23.64,5.39,0.47,6.02,-2.62,8.97,1.23,-0.81,-3.28,5.08,0.40,9.64,-3.30,-2.65,5.84,1.47,-3.26,-1.87,0.76
RS_sq,,,,,,9.49,36.99,-2.53,3.25,-7.97,11.62,21.63,-15.10,-3.16,-14.49,-6.68,-8.95,-3.93,-18.13,,0.71,15.60,19.63,-4.10,-5.61,-7.08,,-12.20,14.93,6.04,,-7.98,-10.22,62.76,-2.12,11.26,12.84,-14.14,12.85,4.63,7.82
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,11.36,2.04,27.33,,,12.57,,-3.08,-15.87,-30.23,-35.19,-26.98,-41.14,-82.67,-129.29,-187.68,-261.17,-584.62,-63.41,132.23,167.47,219.84,346.27,317.95,54.46,19.87,23.64,28.83,24.86,16.02,8.33,7.62,12.04,8.57,10.86,11.06,7.44,5.26,-11.02,-9.56
GPM_sy,,97.86,31.29,-63.84,,,1.52,,226.67,885.00,34.33,21.43,23.13,10.83,-26.67,-30.75,-37.57,-44.83,-40.15,-45.95,-0.88,51.04,105.06,132.86,32.59,-13.10,-25.93,-22.09,-15.49,-4.76,22.08,20.47,49.80,42.50,1.02,22.88,-5.85,-7.02,50.00,1.33,-8.47
GPM_qq,,,,,,6.67,3.37,0.47,-12.50,-7.41,-14.29,-6.67,-1.43,-25.36,-74.76,-257.69,-195.12,-37.19,24.10,46.83,158.21,187.18,34.82,9.27,-1.21,6.13,4.62,12.71,2.94,2.86,-2.78,5.24,2.26,7.08,-5.79,7.46,2.45,3.59,-7.69,-9.17,4.13
GPM_sq,,,,,,-144.44,770.00,14.93,-4.55,6.80,14.65,3.89,-3.21,-3.87,-24.14,-1.89,-12.74,-15.04,-17.71,-11.39,60.00,29.46,11.72,0.62,-8.90,-15.15,-4.76,5.83,-1.18,-4.38,22.08,4.44,22.88,-9.04,-13.45,27.03,-5.85,-10.17,39.62,-14.19,-14.96
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,24.86,-5.42,68.11,,,6.17,,-10.99,,-34.00,-47.64,-31.29,,,-95.96,-140.75,,,-204.55,241.60,263.22,421.19,3600.00,126.11,32.39,14.24,10.81,18.37,9.46,-26.44,-21.41,-18.74,-7.49,16.39,12.55,14.05,9.34,10.53,-0.38,-4.19
ROPA_sy,,11.77,-0.56,-9.40,,,-45.59,,33.83,,53.34,68.30,64.58,,,-4.60,-11.56,,,-9.92,-1.15,19.75,35.29,14.81,-3.28,-20.49,-8.70,-13.62,-6.19,-4.37,-11.20,-12.03,2.02,17.58,7.85,29.72,9.28,-6.41,-5.34,0.36,6.68
ROPA_qq,,,,,,,,-9.89,-18.19,,,-28.52,7.35,,,,-1181.82,-54.20,26.70,91.45,1565.22,77.74,44.24,-6.83,-5.34,4.07,24.46,-9.63,1.12,-3.77,-16.36,-3.44,4.56,9.55,5.23,-6.63,5.96,5.02,6.38,-15.85,1.91
ROPA_sq,,,,,,,,-4.41,7.14,,,4.92,4.77,,,,-2.87,-8.21,-4.57,5.88,6.58,11.20,7.81,-10.14,-10.22,-8.58,23.80,-14.99,-2.49,-6.81,14.95,-15.79,13.09,7.40,5.44,1.29,-4.73,-8.02,6.64,7.39,1.27
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-297.56,150.34,-161.09,,,-3937.25,,17.19,-992.06,101.76,241.55,126.94,110.70,-118.70,98.72,107.27,-552.80,-791.16,-115.99,-50.72,130.36,178.12,283.21,103.77,-73.21,-66.41,-56.04,-33.78,4.31,153.81,213.95,1366.07,-1127.81,120.14,-20.25,-86.25,111.89,-54.67,18.35,-9.22
ZNPO_sy,,-168.89,80.73,389.40,,,105.26,,2571.55,1919.40,-7.51,128.63,125.27,-3.77,86.59,0.99,-63.79,-53.37,-78.60,-85.85,3.96,190.13,341.22,532.20,28.60,-48.58,-8.89,-64.04,20.59,19.16,-3.09,-51.04,-84.93,-91.95,-60.27,30.67,318.73,149.08,314.28,315.72,152.47
ZNPO_qq,,,,,,19.62,-4192.03,97.59,0.29,-959.93,106.93,93.29,-81.02,320.87,-112.12,2153.66,-80.21,-1019.44,76.16,63.16,161.02,466.48,-38.64,-13.61,-32.14,-25.53,-23.07,13.07,2.22,17.32,87.19,39.86,377.34,-182.25,140.09,-49.33,-17.68,-28.91,52.86,32.30,-36.86
ZNPO_sq,,,,,,-300.00,1320.04,25.14,-12.51,36.21,-37.98,209.32,-13.79,-41.81,20.26,67.41,-69.09,-25.08,-44.80,10.66,127.14,109.09,-16.05,58.56,-53.80,-16.39,48.75,-37.41,54.93,-17.38,20.97,-68.38,-52.33,-55.86,497.05,4.02,52.76,-73.75,893.04,4.38,-7.23
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,233.06,-74.24,50.49,,,-96.67,,-64.96,,3301.01,401.25,536.29,-18.19,-10.57,53.13,-13.41,805.51,28.15,29.41,-329.59,-100.97,-106.25,-60.36,147.96,1801.66,2354.72,-1010.15,14.52,0.97,-58.45,117.34,-27.34,-17.12,16.14,-21.96,-11.36,-11.55,-31.13,425.39,38.13
ZFI_sy,,14.31,-4.33,2.17,,,-9.72,,-78.99,,5.70,-31.11,355.15,1304.22,14.73,28.73,-21.74,-26.11,4.83,10.39,-51.93,-52.00,-73.54,-37.63,57.83,123.99,181.04,15.25,35.54,26.21,-44.69,-14.32,-12.18,-25.09,12.44,32.32,14.83,37.62,44.85,-2.97,-35.40
ZFI_qq,,,,,,,,-748.35,171.22,403.34,46.32,-42.57,50.43,-35.28,59.95,-1.66,-14.93,576.75,-77.36,-0.69,-250.92,97.13,-45.47,729.39,82.58,1.80,92.75,-354.06,122.97,-10.25,-20.69,6.04,-3.74,2.38,11.14,-28.75,9.34,2.16,-13.47,443.59,-71.25
ZFI_sq,,,,,,,,26.09,-81.62,-74.67,1700.97,-17.81,21.40,-21.86,47.14,-7.78,-26.20,-26.22,108.76,-2.88,-67.87,-26.32,15.08,128.89,-18.68,4.56,44.39,-6.14,-4.35,-2.63,-36.73,45.41,-1.97,-16.94,-5.03,71.12,-14.93,-0.46,-0.04,14.63,-43.36
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-0.65,3.07,-7.30,,,-27.34,,-17.18,,6.41,18.81,8.49,,,8.34,12.32,,,-1.45,-5.54,-9.91,-8.20,-9.46,-7.94,-8.04,-15.06,-9.38,-10.83,-7.19,27.02,17.10,19.57,16.46,-3.72,-1.91,-2.84,-2.93,-3.97,-5.44,-5.43
DTAR_sy,,-11.55,-8.67,8.70,,,-5.04,,1.75,,4.50,12.26,9.27,,,-1.05,-7.03,,,-5.53,6.84,-2.04,-1.24,4.91,1.40,0.07,-4.44,-3.76,-4.17,-0.90,12.33,8.58,-5.22,-1.22,-5.39,-5.67,11.21,-2.74,-1.77,0.82,-7.31
DTAR_qq,,,,,,,,7.86,8.47,,,20.42,-0.95,,,,2.69,1.18,-10.00,5.39,-1.58,-3.49,-8.30,3.95,0.08,-3.60,-15.30,10.89,-1.52,0.34,15.92,2.23,0.56,-2.27,-4.17,4.15,-0.39,-2.36,-5.19,2.55,-0.38
DTAR_sq,,,,,,,,-2.34,4.05,,,4.91,1.29,,,,-4.83,5.56,-2.61,-3.44,7.63,-3.21,-1.81,2.56,4.03,-4.48,-6.23,3.29,3.59,-1.23,6.29,-0.16,-9.58,2.95,1.80,-0.45,6.60,-9.97,2.82,2.18,-2.01
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-1.95,18.01,-30.38,,,-63.66,,-51.47,,19.51,66.09,32.43,,,27.21,47.44,,,-4.49,-20.84,-34.30,-23.99,-29.59,-24.86,-23.60,-34.40,-25.25,-26.97,-18.40,63.51,38.73,46.85,35.28,-11.01,-6.17,-8.99,-8.85,-10.81,-15.54,-15.47
CG_sy,,-29.00,-24.80,29.98,,,-16.76,,4.57,,12.27,24.69,28.36,,,-3.25,-18.79,,,-14.58,20.64,-5.85,-0.81,14.09,11.66,-3.78,-13.65,-13.94,-25.02,-10.92,32.81,-19.64,-24.10,-3.14,-11.39,43.82,47.17,5.65,-4.98,-3.74,-9.95
CG_qq,,,,,,,,18.51,20.49,,,64.69,-3.93,,,,11.35,6.72,-33.04,20.02,-7.71,-11.42,-22.54,11.18,-1.50,-9.94,-33.48,26.68,-3.76,0.63,33.28,7.48,1.88,-7.31,-12.33,13.32,-1.18,-7.17,-14.21,7.32,-1.10
CG_sq,,,,,,,,3.41,0.79,,,14.85,3.76,,,,-12.91,16.44,-7.32,-9.10,22.99,-9.13,-2.36,4.55,20.38,-21.70,-12.37,4.19,4.89,-6.98,30.65,-36.95,-0.94,18.71,19.52,2.32,1.37,-14.78,7.50,3.66,-5.17
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-25.61,208.21,-37.66,,,-71.84,,-67.76,,49.78,95.18,72.55,,,35.02,43.05,,,-2.08,-14.53,-28.43,-38.94,-45.16,-40.08,-40.48,-26.46,-14.63,-14.32,1.38,210.79,171.66,168.58,135.74,-41.92,-30.62,4.12,-15.53,138.21,77.93,17.67
LDER_sy,,-16.95,5.31,135.91,,,53.61,,-66.49,,-36.51,84.83,103.39,,,32.51,5.48,,,-62.84,-60.84,-70.90,-1.39,104.15,81.44,181.07,125.46,99.23,89.04,7.28,-13.01,-33.82,-30.14,-30.84,-42.24,-31.38,-22.33,-2.15,0.64,12.55,2.77
LDER_qq,,,,,,,,-14.29,12.89,,,11.70,-0.20,,,,5.73,11.12,-24.52,10.42,-7.72,-6.94,-35.61,-0.82,0.83,-7.57,-20.43,15.14,1.19,9.37,143.91,0.64,0.04,-4.00,-39.90,20.21,50.14,-22.12,69.49,-10.21,-0.71
LDER_sq,,,,,,,,-69.92,17.32,,,-12.43,29.09,,,,2.76,23.02,-47.08,-44.46,8.30,-8.59,79.34,14.99,-3.75,41.61,43.86,1.61,-8.67,-19.64,16.65,-22.70,-3.59,-20.45,-2.56,-8.18,9.14,0.21,0.21,2.69,-0.34
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-5.78,-67.50,37.54,,,45.86,,44.76,,128.58,164.47,199.29,,,-7.12,-3.32,,,-4.86,-8.22,0.78,28.44,46.27,34.42,36.78,9.49,-5.58,-0.60,-8.35,-65.20,-60.53,-60.29,-58.64,48.11,81.00,18.06,45.24,-47.64,-51.17,-24.90
PZAT_sy,,29.88,-4.07,-40.87,,,-31.29,,-24.19,,10.43,-27.89,3.09,,,-15.56,3.90,,,108.64,174.60,168.87,24.12,-39.01,-56.52,-57.10,-46.98,-23.33,-20.26,-9.12,21.12,16.89,11.23,-7.81,-17.06,-22.29,-12.53,14.63,4.94,12.79,-15.59
PZAT_qq,,,,,,,,8.43,-11.29,,,25.45,0.39,,,,4.50,-9.58,19.28,-15.59,0.81,-0.71,52.02,-3.87,-7.35,1.03,21.68,-17.10,-2.46,-6.84,-53.80,-5.97,-1.87,-2.99,65.45,14.91,-35.99,19.34,-40.36,7.16,-1.55
PZAT_sq,,,,,,,,78.60,-42.92,,,16.62,-18.39,,,,0.42,1.82,30.60,56.25,32.16,-0.31,-39.71,-23.22,-5.77,-1.64,-25.49,11.01,-1.99,12.11,-0.70,7.14,-6.73,-7.09,-10.66,0.38,4.98,21.76,-18.21,7.89,-21.44
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,25.83,-13.16,11.46,,,90.80,,74.60,,-54.30,-68.21,-66.60,,,-15.97,-22.64,,,-6.41,8.16,17.64,16.53,17.49,18.66,19.18,22.07,22.96,18.25,13.34,-25.54,-26.15,-26.48,-23.85,5.75,-5.28,1.98,-1.19,17.16,27.23,18.00
PELDR_sy,,11.15,-16.80,-8.88,,,10.33,,35.26,,4.75,-4.29,-11.74,,,-1.03,-4.47,,,2.43,4.71,12.94,7.45,-5.21,1.52,27.82,11.96,18.92,3.08,-13.89,-27.69,-23.29,-8.84,-5.08,2.34,8.23,-8.20,-6.74,-8.17,-10.07,-6.74
PELDR_qq,,,,,,,,4.16,-6.12,,,-27.54,-1.38,,,,-9.21,-2.49,2.27,3.36,4.93,6.05,1.32,4.21,5.97,6.52,3.77,4.97,1.91,2.10,-31.82,4.10,1.46,5.75,-5.33,-6.76,9.24,2.46,12.26,1.26,1.32
PELDR_sq,,,,,,,,1.55,9.45,,,-7.21,0.93,,,,-2.57,-20.63,28.86,2.80,-0.40,-14.39,22.59,-9.31,6.67,7.78,7.38,-3.68,-7.54,-9.96,-9.82,2.17,9.88,-6.25,-2.77,8.06,-6.80,-4.75,-4.26,5.81,-3.35
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-3.40,13.17,16.22,,,65.21,,46.13,,-7.31,-23.61,-13.34,,,-10.94,-19.57,,,2.84,16.29,29.66,13.61,18.97,14.95,13.29,26.10,19.50,20.33,13.87,-10.10,-3.28,-6.77,-3.01,-0.89,-1.90,7.64,3.26,26.59,24.97,16.00
TSF_sy,,-1.41,26.21,7.84,,,39.02,,-1.25,,-30.63,-20.74,-19.55,,,11.25,7.37,,,-6.02,-10.64,-2.71,6.52,10.27,13.03,8.38,4.22,1.88,0.60,-3.51,-11.43,-14.71,-9.75,1.54,3.44,10.12,7.28,0.97,-0.90,-6.67,-2.18
TSF_qq,,,,,,,,-10.04,-9.16,,,-25.86,3.06,,,,-6.92,-3.33,28.11,-10.79,5.26,7.79,12.25,-6.58,1.70,6.23,24.94,-11.47,2.40,0.53,-1.36,-4.76,-1.28,4.58,0.80,-5.73,8.31,0.33,23.58,-6.94,0.55
TSF_sq,,,,,,,,-9.64,4.62,,,3.25,6.19,,,,2.48,-6.46,2.71,-4.55,-2.55,1.83,12.46,-1.19,-0.12,-2.36,8.14,-3.40,-1.37,-6.35,-0.73,-6.98,4.37,5.36,1.13,-0.98,1.67,-0.83,-0.74,-6.74,6.56
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-1.43,3.92,-6.82,,,-28.57,,-18.61,,19.80,36.53,26.48,,,10.01,13.60,,,1.30,-3.52,-7.23,-9.07,-9.11,-8.79,-9.42,-13.95,-10.12,-10.40,-7.10,37.84,29.22,30.26,26.86,-6.66,-0.35,-0.49,-1.08,-0.22,-6.16,-6.11
ZKO_sy,,-2.06,-1.87,8.21,,,-3.54,,-4.72,,-3.68,-3.30,-2.76,,,-1.78,3.61,,,0.26,-2.51,-1.47,-1.24,1.96,1.22,-2.02,-6.85,-3.07,-1.37,0.52,7.18,2.99,0.56,-0.61,-0.98,-0.42,0.44,0.47,1.26,2.09,1.15
ZKO_qq,,,,,,,,6.29,8.15,,,21.13,0.19,,,,3.45,0.88,-3.11,0.18,-1.47,-2.99,-5.03,0.14,-1.13,-3.67,-9.78,4.59,-1.43,-0.12,33.86,-1.94,-0.64,-2.72,-1.52,4.69,-0.79,-3.30,-0.66,-1.54,-0.73
ZKO_sq,,,,,,,,-0.57,-1.79,,,-0.18,-1.25,,,,4.17,0.61,1.04,-5.31,1.30,1.67,1.27,-2.25,0.56,-1.58,-3.72,1.72,2.33,0.30,2.66,-2.26,-0.08,-0.88,2.29,-1.70,0.78,-0.84,3.08,-0.89,-0.15
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,30.09,-30.36,18.99,,,64.89,,65.93,,-47.41,-59.35,-60.07,,,-11.59,-16.77,,,-4.85,7.09,15.43,12.63,15.41,15.39,14.70,7.86,12.12,7.47,5.16,-11.31,-16.72,-16.34,-14.24,7.74,0.59,0.64,0.80,-0.56,6.98,6.86
OSF_sy,,8.71,-21.65,-12.20,,,1.99,,15.92,,-9.97,3.84,-1.48,,,-8.05,-9.64,,,-1.17,-4.39,-3.21,-3.37,-1.66,7.83,14.33,7.86,11.21,9.38,2.69,-1.10,0.38,-7.11,-5.40,-5.93,-10.63,-5.78,-5.49,1.45,-1.81,-1.03
OSF_qq,,,,,,,,12.02,0.61,,,-13.42,-1.17,,,,-6.96,-3.52,3.99,1.92,4.72,4.00,1.46,4.45,4.69,3.39,-4.59,8.56,0.35,1.16,-19.53,1.94,0.81,3.70,1.10,-4.83,0.87,3.86,-0.26,2.38,0.75
OSF_sq,,,,,,,,-1.46,11.13,,,13.66,5.43,,,,3.62,-4.86,0.50,-0.24,0.24,-3.69,0.34,1.53,9.91,2.11,-5.34,4.68,8.10,-4.14,-8.83,6.24,0.04,-2.38,-9.34,0.93,5.47,-2.07,-2.68,-2.32,6.32
NetDebt,41846000000,48194000000,61725000000,61591000000,73536000000,,41304000000,59137000000,68950000000,,61101000000,100854000000,105198000000,,,121161000000,119600000000,121116000000,85769000000,106606000000,104177000000,96400000000,73366000000,84916000000,87533000000,82682000000,56559000000,76083000000,74202000000,78208000000,104242000000,122074000000,125842000000,124928000000,109245000000,131684000000,132472000000,132003000000,113677000000,128006000000,128174000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-22.39,9.46,-43.25,,,-40.43,,-9.01,,72.81,98.45,55.87,,,316.43,-1578.38,,,-7.93,109.37,118.71,100.46,-82.38,-47.09,-24.40,-22.15,-12.93,-19.08,-9.01,77.53,51.23,45.94,24.06,-17.79,-15.81,-16.46,-12.61,-13.58,-6.00,-3.46
NetDebtEBITDA_sy,,-12.60,-16.02,18.27,,,3.23,,10.78,,4.27,-12.19,14.71,,,-20.98,-23.92,,,11.96,47.15,13.32,-8.90,3.90,-20.29,-9.93,-18.67,-5.54,12.67,-3.51,22.48,10.68,-12.38,7.52,-11.36,-14.77,-8.72,-11.82,20.08,19.65,-5.64
NetDebtEBITDA_qq,,,,,,,,39.66,24.97,,,60.38,-1.84,,,,-448.47,67.17,-2628.96,102.95,-64.55,-34.41,-33.19,13.45,6.42,-6.28,-31.20,26.89,-1.09,5.38,34.23,8.10,-4.56,-10.41,-11.06,10.70,-5.28,-6.29,-12.04,20.41,-2.72
NetDebtEBITDA_sq,,,,,,,,31.26,-20.55,,,10.54,3.79,,,,-0.06,11.89,8.23,-7.49,31.35,-13.83,-13.00,5.51,0.77,-2.62,-21.44,22.54,20.19,-16.61,-0.27,10.73,-4.86,2.33,-17.78,6.47,1.90,-1.15,11.96,6.10,-19.64
DebtFin,4024000000,7160000000,13202000000,13638000000,8486000000,,3143000000,13227000000,10830000000,,18021000000,30042000000,27658000000,,,54111000000,54135000000,53414000000,49922000000,51667000000,50856000000,52266000000,46983000000,47575000000,43421000000,40579000000,29462000000,29993000000,28066000000,29450000000,63793000000,76280000000,69155000000,72871000000,74728000000,73110000000,71604000000,69423000000,68046000000,69376000000,61222000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,19.90,57.59,-41.25,,,-79.53,,23.84,,569.83,164.30,160.89,,,524.35,-2645.15,,,-0.08,110.10,123.00,100.50,-79.63,-46.23,-31.56,-36.68,-38.74,-38.30,-30.18,108.57,139.72,112.03,92.17,-8.11,-25.20,-17.83,-21.21,-24.38,-8.24,-14.69
DebtFinEBITDA_sy,,1289.54,38.30,-4.34,,,11.95,,-31.45,,8.68,-2.37,5.75,,,-15.82,-31.30,,,0.91,51.48,-16.31,-25.36,-7.56,-3.03,33.08,18.12,-1.29,-31.94,4.89,38.47,44.20,55.30,13.25,-30.82,-37.77,-4.31,-0.10,14.09,28.22,-10.59
DebtFinEBITDA_qq,,,,,,,,310.51,-12.23,,,61.98,-13.36,,,,-453.17,68.01,-3501.69,102.46,-64.30,-27.15,-21.08,-0.74,-5.78,-7.27,-26.98,-3.97,-5.10,4.92,118.13,10.37,-16.06,-4.91,4.30,-10.15,-7.79,-8.82,0.11,9.02,-14.27
DebtFinEBITDA_sq,,,,,,,,24.24,-11.95,,,11.61,-4.63,,,,-22.17,10.24,22.28,-3.82,16.83,-39.09,9.06,19.12,22.55,-16.41,-3.20,-0.46,-15.50,28.82,27.78,3.66,-8.99,-6.06,-21.95,-6.75,39.94,-1.93,-10.86,4.80,-2.42
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,31.97,-32.98,27.71,,,130.82,,103.89,,-56.10,-70.22,-68.43,,,-19.63,-26.74,,,-6.09,11.01,24.44,23.88,26.99,26.50,26.63,25.35,24.75,19.95,13.20,-35.66,-35.55,-35.78,-32.40,15.45,0.94,1.14,1.89,-0.34,14.01,13.81
SP1_sy,,2.83,-21.72,-2.21,,,-9.52,,18.70,,7.15,9.66,-2.10,,,-5.52,-13.40,,,1.83,21.68,8.10,2.96,1.59,-2.25,20.08,30.74,13.61,6.00,1.20,-13.31,-8.06,-1.01,-7.47,-16.08,-8.51,-24.13,-13.01,-1.15,-10.41,0.92
SP1_qq,,,,,,,,5.39,-6.97,,,-28.52,-1.36,,,,-10.08,-4.36,7.33,1.74,6.30,7.21,6.84,4.30,5.89,7.32,5.76,3.80,1.81,1.28,-39.89,3.97,1.46,6.61,2.66,-9.10,1.66,7.40,0.41,3.99,1.48
SP1_sq,,,,,,,,-1.68,12.07,,,0.63,0.04,,,,-8.29,-5.92,8.85,8.43,9.58,-16.42,3.68,6.99,5.44,2.67,12.88,-7.03,-1.62,-1.98,-3.30,-1.40,5.93,-8.38,-12.30,7.49,-12.15,5.04,-0.33,-2.58,-1.05
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,25.83,-13.16,11.46,,,90.80,,74.60,,-54.30,-68.21,-66.60,,,-15.97,-22.64,,,-6.41,8.16,17.64,16.53,17.49,18.66,19.18,22.07,22.96,18.25,13.34,-25.54,-26.15,-26.48,-23.85,5.75,-5.28,1.98,-1.19,17.16,27.23,18.00
SP2_sy,,17.38,-11.79,-18.40,,,6.22,,28.26,,5.89,-10.16,-13.89,,,1.60,-8.92,,,4.08,9.40,1.10,3.35,-9.87,-3.63,22.45,30.00,25.40,12.28,0.46,-28.77,-23.04,-10.84,-14.25,-1.94,8.00,-10.60,-4.16,-3.07,-10.57,2.14
SP2_qq,,,,,,,,4.16,-6.12,,,-27.54,-1.38,,,,-9.21,-2.49,2.27,3.36,4.93,6.05,1.32,4.21,5.97,6.52,3.77,4.97,1.91,2.10,-31.82,4.10,1.46,5.75,-5.33,-6.76,9.24,2.46,12.26,1.26,1.32
SP2_sq,,,,,,,,0.68,8.74,,,-14.59,4.23,,,,-6.57,-10.36,15.70,7.42,-1.79,-17.17,18.27,-6.32,5.01,5.25,25.56,-9.63,-5.98,-5.84,-10.97,-2.36,8.92,-9.44,1.81,7.54,-9.83,-2.91,2.96,-0.77,2.98
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-37.92,107.57,-7.55,,,369.30,,72.09,,-50.78,78.54,-64.24,,,-52.40,-12.86,,,-25.25,-46.72,-26.70,-10.22,35.81,15.38,12.14,-0.50,-41.29,-45.33,-33.76,120.90,67.80,209.76,104.81,-20.95,154.55,85.83,87.79,33.62,-19.84,3.81
CAR_sy,,69.84,-47.43,32.00,,,70.26,,35.91,,-57.28,-30.81,-53.52,,,27.74,-1.63,,,12.26,54.30,50.63,40.41,26.97,29.72,38.52,-9.28,33.16,-28.37,1.81,42.42,-17.04,69.28,11.20,13.03,22.89,-38.74,8.01,-1.18,7.94,100.89
CAR_qq,,,,,,,,-86.01,236.05,,,-49.27,-32.69,,,,23.23,-21.72,17.80,-34.22,-12.16,7.69,44.29,-0.50,-25.37,4.67,28.03,-41.29,-30.51,26.83,326.92,-55.41,28.28,-16.14,64.79,43.59,-6.35,-15.25,17.25,-13.86,21.29
CAR_sq,,,,,,,,-49.51,72.45,,,-18.21,15.85,,,,-10.78,-8.11,49.37,-8.32,22.63,-10.30,39.23,-17.10,25.28,-4.22,-8.81,21.69,-32.61,36.14,27.57,-29.12,37.52,-10.57,29.67,-22.94,-31.45,57.68,18.64,-15.83,27.58
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,4.80,4.89,4.73,,,41.30,,25.91,,-21.58,-30.69,-27.22,,,-8.27,-11.53,,,-2.56,0.25,6.50,6.42,1.50,3.88,3.41,9.38,11.47,12.96,9.58,-29.70,-26.92,-25.93,-23.76,4.76,-6.60,-5.52,-8.83,6.55,18.12,14.43
