,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QR_sy,,-7.95,-2.51,-8.47,,,-2.51,,12.24,,-1.83,1.06,-11.13,,,8.41,8.48,,,9.92,-2.37,7.31,-3.79,-3.58,2.91,7.68,11.25,3.04,-2.28,2.42,-6.44,-11.32,0.30,-2.70,-1.32,3.74,14.86,-4.83,9.52,-3.45,-21.86
QR_qq,,,,,,,,-6.40,-5.34,,,-17.27,-0.60,,,,-4.13,-2.25,0.86,3.09,-1.36,3.84,0.79,-1.68,0.95,3.37,6.61,0.20,2.30,0.28,-31.60,4.17,3.68,3.21,-6.02,-7.13,4.89,-0.41,9.84,2.95,1.62
QR_sq,,,,,,,,-6.58,15.07,,,-3.83,1.19,,,,1.26,-11.05,13.76,7.28,-10.06,-2.23,1.99,7.51,-4.01,2.30,5.37,-0.43,-8.97,7.23,-3.74,-5.63,2.97,4.01,-2.37,-0.79,13.99,-13.81,12.35,-12.53,-7.74
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,0.22,2.54,6.14,,,37.09,,19.93,,-14.98,-26.10,-19.79,,,-8.77,-12.13,,,-1.13,4.15,8.41,8.46,8.44,8.20,8.73,17.01,12.07,12.61,9.06,-22.99,-18.06,-19.13,-17.06,2.52,-2.70,2.23,0.18,15.89,17.82,12.57
CR_sy,,-4.64,2.31,1.35,,,0.40,,1.75,,-0.97,-0.34,-6.64,,,3.81,1.14,,,-3.36,-2.89,-1.94,-2.06,5.99,4.62,9.98,17.25,6.19,7.90,-0.09,-8.41,-4.13,0.20,-0.66,-1.07,2.45,-0.40,9.13,2.61,-6.56,-7.78
CR_qq,,,,,,,,-7.73,-7.83,,,-19.80,0.04,,,,-3.65,-0.64,4.04,-0.74,1.50,3.43,4.09,-0.76,1.27,3.94,12.01,-4.94,1.75,0.66,-20.91,1.15,0.42,3.24,-2.23,-4.01,5.51,1.18,13.10,-2.42,0.81
CR_sq,,,,,,,,-2.03,6.99,,,-1.40,0.23,,,,-2.36,-2.08,1.34,-0.26,-1.88,-1.12,1.21,7.93,-3.15,3.95,7.89,-2.25,-1.58,-3.74,-1.09,2.31,2.87,-4.57,-1.50,5.95,0.01,4.56,-7.38,-3.52,-1.30
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-37.92,107.57,-7.55,,,369.30,,72.09,,-50.78,352.36,-64.24,,,-81.21,-12.86,,,-25.25,-46.72,-26.70,-10.22,35.81,18.46,15.71,-0.50,-41.29,-43.51,-32.72,122.89,71.19,195.40,98.17,-20.76,150.50,84.44,85.19,32.39,-19.76,3.38
PP_sy,,-18.17,-12.05,101.27,,,-4.35,,15.77,,-57.28,-52.49,-56.46,,,25.32,2.11,,,12.84,68.57,64.09,49.47,31.71,13.84,6.06,-14.71,38.83,-20.35,2.73,44.40,-3.36,54.72,8.80,17.53,-4.49,-36.38,8.01,7.03,26.74,97.26
PP_qq,,,,,,,,-86.01,236.05,,,28.54,-73.43,,,,23.23,-21.72,17.80,-34.22,-12.16,7.69,44.29,-0.50,-23.38,5.19,24.07,-41.29,-26.27,25.29,311.01,-54.91,27.23,-15.95,64.35,42.54,-6.32,-15.61,17.50,-13.62,20.69
PP_sq,,,,,,,,-23.27,21.74,,,-14.66,11.57,,,,-9.09,6.98,26.85,-8.54,35.81,4.14,15.55,-19.41,17.38,-2.98,-7.08,31.19,-32.66,25.13,30.62,-12.20,7.81,-12.01,41.11,-28.65,-28.18,49.37,39.83,-15.51,11.78
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,5.72,2.26,5.06,,,30.51,,24.76,,-17.69,-37.72,-24.83,,,0.76,-12.03,,,-1.60,2.26,7.87,6.92,0.81,3.64,3.22,9.86,12.96,14.10,10.40,-33.37,-28.33,-28.09,-25.21,7.03,-11.55,-9.49,-12.08,4.94,20.56,15.28
RCLR_sy,,-1.14,-15.02,-1.60,,,6.06,,-3.74,,-10.24,3.42,4.76,,,3.19,-2.09,,,6.64,-2.53,11.65,-4.62,0.58,-0.06,0.86,-3.37,-2.57,-0.62,-0.11,-4.47,-9.18,-7.60,-8.12,-5.03,-5.77,-0.69,-2.13,2.00,-3.90,-11.95
RCLR_qq,,,,,,,,4.27,-9.59,,,-21.11,9.13,,,,-4.72,-1.53,0.73,4.13,-0.99,3.87,-0.16,-1.82,1.79,3.45,6.26,0.96,2.81,0.10,-35.87,8.60,3.14,4.12,-8.23,-10.25,5.54,1.13,9.54,3.11,0.92
RCLR_sq,,,,,,,,-9.97,8.15,,,3.73,9.55,,,,3.94,-11.32,18.08,-2.01,-5.00,1.57,0.88,3.33,-5.60,2.51,-3.36,4.18,-3.71,3.04,-7.58,-0.96,-2.03,2.46,-4.47,-1.74,3.25,0.98,-0.44,-7.41,-5.40
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,1.86,10.66,23.02,,,87.17,,61.15,,-30.46,-58.73,-53.37,,,-41.70,-59.02,,,-11.53,43.51,92.15,65.07,67.43,59.16,49.50,64.63,53.01,49.32,30.44,-72.62,-65.75,-65.64,-56.96,29.32,-26.49,16.20,-0.65,101.83,191.88,81.53
KP_sy,,-22.88,10.66,-8.77,,,6.75,,13.96,,-6.09,-9.10,-13.09,,,20.54,5.18,,,-6.13,-14.96,0.81,-13.25,6.96,17.89,50.26,54.48,13.04,17.50,-11.63,-23.94,-28.28,-21.74,-12.06,-10.86,6.78,7.99,9.24,12.80,-6.63,-8.66
KP_qq,,,,,,,,-8.98,-12.37,,,-45.98,-0.99,,,,-30.40,-6.98,38.39,-1.26,12.90,24.55,18.89,0.15,7.32,16.99,30.92,-6.91,4.74,2.19,-72.52,16.44,5.09,27.98,-17.42,-33.81,66.14,9.42,67.76,-4.29,3.32
KP_sq,,,,,,,,0.59,14.43,,,-2.65,9.41,,,,-4.54,-24.36,18.24,9.95,-13.52,-10.33,1.75,35.56,-4.68,14.29,4.61,-0.81,-0.91,-14.05,-9.97,-6.47,8.12,-3.41,-8.74,12.05,9.35,-2.29,-5.77,-7.25,6.97
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,36.69,-36.01,9.82,,,-73.03,,-99.43,,11.34,46.96,57.21,,,63.77,73.62,,,35.24,-26.19,-89.95,-88.00,-85.17,-79.99,-68.92,-83.23,-89.35,-85.37,-80.54,48.83,49.36,55.64,55.60,-1.14,36.87,-2.11,7.71,-82.15,-150.27,-61.75
PKKO_sy,,-17.34,36.45,-30.60,,,,,-8.40,,-5.22,18.17,1.57,,,14.36,-16.25,,,-42.79,-31.21,4.27,-25.36,3.90,59.25,28.19,46.13,19.75,-20.43,-7.05,6.24,26.30,60.54,44.08,44.93,-11.57,6.68,24.35,-26.64,-8.88,-45.53
PKKO_qq,,,,,,,,-8.21,-3.14,,,35.27,16.79,,,,39.41,14.98,-5.97,-18.64,-18.06,-27.97,-4.89,-16.86,-14.76,-20.10,-13.77,-20.76,-12.34,-16.97,67.75,-19.50,1.58,-17.08,26.55,25.41,-59.18,-5.82,-44.98,-2.48,-2.88
PKKO_sq,,,,,,,,-3.68,14.96,,,20.10,-1.19,,,,-27.64,-18.28,21.86,-20.62,-12.99,23.88,-12.77,10.50,33.38,-0.28,-0.56,-9.45,-11.38,16.49,13.65,7.65,12.64,4.55,14.32,-34.32,35.89,21.87,-32.56,-18.41,-18.77
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,4.94,-4.05,25.03,,,-6.69,,4.07,5.62,0.01,-0.76,2.04,0.38,-4.80,-9.57,-11.81,-14.96,-2.91,5.07,12.13,17.78,12.76,13.33,10.08,7.48,8.20,5.39,4.28,1.93,-0.96,-0.84,-1.42,-0.49,-2.66,-0.74,4.61,8.92,18.17,14.66,7.81
RN_sy,,10.70,-4.87,-1.93,,,-7.10,,21.71,38.54,10.24,6.22,-3.16,-9.41,-1.01,-4.01,0.04,-2.67,0.03,-0.82,-2.27,-3.56,-1.98,-5.15,-3.78,2.00,8.40,6.11,6.09,5.49,3.26,7.03,13.46,10.55,-0.19,5.39,6.17,2.70,9.56,1.26,1.23
RN_qq,,,,,,2.74,3.39,0.48,-2.49,4.27,-2.10,-0.30,0.26,2.57,-7.15,-5.29,-2.23,-1.09,6.00,2.50,4.34,3.89,1.48,3.02,1.35,1.44,2.17,0.35,0.28,-0.86,-0.73,0.47,-0.31,0.08,-2.89,2.45,5.07,4.20,5.36,-0.60,-1.20
RN_sq,,,,,,-5.33,15.11,8.80,2.65,7.77,-8.40,4.83,-6.41,0.81,0.09,1.65,-2.47,-1.92,2.86,0.79,-3.89,-3.21,4.54,-2.46,-2.51,2.60,11.10,-4.52,-2.53,2.02,8.75,-1.03,3.32,-0.59,-1.82,4.51,4.09,-3.84,4.74,-3.41,4.06
CRN,62000,59000,61000,49000,56000,54000,53000,52000,54000,51000,53000,53000,53000,51000,55000,58000,60000,60000,57000,56000,53000,51000,50000,49000,48000,48000,47000,46000,46000,47000,47000,47000,47000,47000,48000,47000,45000,43000,41000,41000,42000
CRN_yy,,-4.84,3.39,-19.67,,,8.16,,-3.57,-5.56,,1.92,-1.85,,3.77,9.43,13.21,17.65,3.64,-3.45,-11.67,-15.00,-12.28,-12.50,-9.43,-5.88,-6.00,-6.12,-4.17,-2.08,,2.17,2.17,,2.13,,-4.26,-8.51,-14.58,-12.77,-6.67
CRN_sy,,-10.57,6.36,0.85,,,8.47,,-17.86,-28.38,,-6.78,2.61,,1.72,4.55,,1.69,-0.85,-0.87,3.39,5.00,2.56,7.89,3.28,-3.17,-8.33,-5.69,-5.56,-4.92,,-7.76,-14.29,,0.93,,-3.92,-3.77,-9.26,-0.98,
CRN_qq,,,,,,-3.57,-1.85,-1.89,3.85,-5.56,3.92,,,-3.77,7.84,5.45,3.45,,-5.00,-1.75,-5.36,-3.77,-1.96,-2.00,-2.04,,-2.08,-2.13,,2.17,,,,,2.13,-2.08,-4.26,-4.44,-4.65,,2.44
CRN_sq,,,,,,5.71,-13.51,-7.81,-2.54,-7.83,9.43,,,,,-2.54,2.61,,-2.50,-2.56,7.02,3.28,-4.76,2.50,2.44,,-9.84,5.45,,-2.52,,,,,1.89,-5.56,-3.92,4.08,-3.92,,-2.97
CPZ,75000,67000,69000,52000,61000,59000,53000,47000,44000,42000,46000,55000,60000,59000,67000,70000,76000,78000,74000,73000,69000,65000,63000,61000,60000,59000,56000,54000,52000,51000,58000,63000,68000,72000,74000,74000,72000,72000,68000,65000,63000
CPZ_yy,,-10.67,2.99,-24.64,,,1.92,,-27.87,-28.81,-13.21,17.02,36.36,40.48,45.65,27.27,26.67,32.20,10.45,4.29,-9.21,-16.67,-14.86,-16.44,-13.04,-9.23,-11.11,-11.48,-13.33,-13.56,3.57,16.67,30.77,41.18,27.59,17.46,5.88,,-8.11,-12.16,-12.50
CPZ_sy,,-1.99,9.46,13.58,,,14.67,,-8.08,-21.23,-23.22,-7.37,-1.10,4.19,4.32,-11.36,-15.56,-10.34,-4.73,11.54,17.11,15.38,9.32,-4.02,-3.37,-1.11,-10.23,4.79,0.58,-2.81,2.53,-4.57,-16.76,-12.14,-3.70,-6.59,11.11,,1.28,1.28,2.50
CPZ_qq,,,,,,-3.28,-10.17,-11.32,-6.38,-4.55,9.52,19.57,9.09,-1.67,13.56,4.48,8.57,2.63,-5.13,-1.35,-5.48,-5.80,-3.08,-3.17,-1.64,-1.67,-5.08,-3.57,-3.70,-1.92,13.73,8.62,7.94,5.88,2.78,,-2.70,,-5.56,-4.41,-3.08
CPZ_sq,,,,,,7.07,-0.47,-9.95,-4.21,-8.24,-2.99,8.64,2.27,-3.33,-2.87,-7.69,-2.56,2.63,3.21,8.07,2.30,1.12,-2.22,-5.11,2.99,3.49,-11.24,10.76,-1.14,,-6.36,3.09,-13.77,5.56,2.63,,2.56,,5.33,,3.80
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,10.69,-4.30,23.73,,,-7.55,,6.84,8.43,2.99,-6.36,-7.08,-8.59,-11.63,-6.22,-6.60,-10.38,0.77,3.58,9.93,15.86,11.54,10.24,6.36,2.53,2.17,1.61,2.06,1.52,-3.79,-7.24,-10.60,-12.10,-10.00,-7.21,-2.55,0.34,5.62,5.68,3.17
RMO_sy,,-0.84,-16.80,12.75,,,-11.27,,17.46,25.80,22.48,29.38,-3.96,-6.38,1.49,8.22,16.58,12.25,2.20,-9.16,-7.96,-4.21,-7.08,-5.78,-4.76,-6.49,5.28,3.95,7.96,9.99,12.13,10.96,3.06,-4.23,-5.76,-8.26,-6.30,2.48,2.61,3.08,6.71
RMO_qq,,,,,,2.74,1.85,3.16,-1.02,4.27,-3.27,-6.21,-1.78,2.57,-6.48,-0.47,-2.18,-1.57,5.15,2.30,3.83,3.74,1.23,1.11,0.17,0.01,0.88,0.56,0.60,-0.52,-4.40,-3.05,-3.04,-2.18,-2.12,-0.05,1.84,0.71,3.03,0.01,-0.58
RMO_sq,,,,,,-3.05,-1.55,1.70,21.01,3.83,-4.14,7.43,-10.18,1.22,3.92,14.54,-3.24,-2.53,-5.40,1.81,-1.95,1.43,-8.23,3.24,-0.89,-0.40,3.32,1.93,2.94,1.46,5.33,0.86,-4.39,-5.72,3.65,-1.81,-2.34,3.12,3.78,-1.37,1.10
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,45.33,-27.17,18.07,,,10.31,,25.36,27.23,-21.21,-51.53,-65.55,-66.12,-52.93,-31.59,-13.47,-17.10,-11.47,-8.56,-2.98,-1.04,2.84,4.40,4.23,5.69,3.49,4.44,3.26,0.94,-13.24,-24.75,-31.69,-36.46,-26.19,-17.39,-9.09,-2.35,-2.14,,0.20
RMT_sy,,6.28,-29.13,-34.25,,,-38.38,,16.95,36.05,26.32,19.49,24.33,17.44,1.08,37.84,4.54,4.34,-8.65,-18.09,10.49,7.34,6.12,-10.82,-15.40,-14.10,1.27,5.45,5.72,5.36,2.76,-3.45,-2.91,-5.58,-5.97,-0.47,-3.00,0.29,2.31,,8.91
RMT_qq,,,,,,2.74,7.13,7.27,6.17,4.27,-33.66,-34.00,-24.55,2.57,-7.85,-4.08,-4.56,-1.73,-1.58,-0.94,1.27,0.23,2.27,0.57,1.10,1.64,0.15,1.49,-0.05,-0.64,-13.92,-11.98,-9.26,-7.58,,-1.48,-0.15,-0.73,0.22,0.67,0.05
RMT_sq,,,,,,-6.53,26.90,-0.97,-0.44,8.74,17.83,-6.33,3.60,2.71,1.41,27.74,-21.43,2.51,-11.21,14.54,5.99,-0.42,-12.21,-3.75,0.54,1.12,3.49,0.22,0.80,0.78,0.93,-5.84,1.37,-1.99,,-0.34,-1.21,1.34,2.53,0.95,3.83
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,11.58,-5.09,23.11,,,-5.82,,8.46,10.08,0.02,-13.86,-19.10,-20.42,-20.22,-11.66,-8.12,-11.86,-2.06,0.70,6.84,11.70,9.42,8.82,5.83,3.27,2.46,2.25,2.32,1.38,-6.24,-12.12,-16.79,-19.55,-14.89,-10.32,-4.57,-0.50,3.14,3.85,2.20
RM_sy,,-2.27,-15.88,-7.05,,,-14.11,,4.79,12.80,13.05,14.22,10.78,7.24,1.93,8.91,1.94,0.30,0.13,-8.31,0.60,0.18,-2.33,-0.28,-1.32,-3.23,-0.29,0.59,1.74,4.15,5.02,3.55,4.26,5.52,4.92,6.18,1.40,-1.84,-0.90,-1.84,2.82
RM_qq,,,,,,2.74,2.36,3.54,-0.39,4.27,-7.00,-10.82,-6.46,2.57,-6.77,-1.24,-2.71,-1.60,3.60,1.54,3.22,2.87,1.49,0.98,0.39,0.39,0.69,0.77,0.46,-0.54,-6.88,-5.56,-4.87,-3.84,-1.48,-0.48,1.22,0.26,2.12,0.20,-0.39
RM_sq,,,,,,-1.43,5.10,-1.16,2.33,6.11,5.33,-0.13,-0.75,2.71,0.12,6.71,-7.10,1.06,-0.05,-2.29,1.93,0.64,-2.56,-0.24,0.86,-1.30,0.40,0.64,2.02,1.03,1.24,-0.77,2.72,2.25,0.67,0.43,-1.91,-1.02,1.64,-0.52,2.74
COP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
