,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200
ShareAmountCurrent,72000000000,72000000000,72000000000,72000000000,72000000000,72000000000,72000000000,72000000000,72000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,86000000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000,84300000000
WKCurrent,880,1010,1070,990,0,1150,1250,1270,0,2800,2850,2770,0,2870,2910,2730,0,2710,2720,2650,0,2670,2680,2490,0,2510,2510,2390,2620,2520,2500,2490,2620,2610,2660,2520,2560,2610,2650,2570,2660,2680,2740,2570,2650,2690,2780,2600,2760,2800,3030,2850
CWKCurrent,5900,5150,4840,5260,,4510,4170,4110,,1860,1830,1880,,1810,1790,1900,,1920,1910,1960,,1950,1940,2090,,2070,2070,2180,1990,2060,2080,2090,1990,1990,1960,2060,2029,2000,1970,2029,1960,1940,1900,2029,1960,1930,1870,2000,1880,1850,1720,1820
WKGrahamCurrent,390,520,540,470,0,630,690,500,0,1800,1690,1530,0,1560,1210,870,0,910,940,880,0,790,600,330,0,250,170,-210,-220,-180,-170,-140,-30,-90,-20,-110,-50,280,350,270,320,270,310,80,180,230,390,340,540,540,580,360
CWKGrahamCurrent,13420,10090,9670,11130,,8310,7520,10440,,2890,3070,3400,,3340,4310,5990,,5710,5500,5890,,6570,8680,15880,,20430,30230,,,,,,,,,,,18400,14670,19550,16059,19430,16900,64950,28280,22730,13280,15080,9600,9560,8970,14480
PCurrent,730,1010,1120,1230,1200,1210,1390,1460,1510,1360,1280,1320,1430,1320,1370,1340,1200,1180,1150,1210,1330,1330,1360,1300,1280,1340,1300,1310,1340,1280,1290,1290,1400,1440,1490,1580,1620,1810,1860,1950,2020,2070,2150,2100,2060,2060,2120,2210,2680,2660,2810,2820
CPCurrent,7120,5160,4660,4240,4340,4280,3730,3550,3450,3820,4070,3930,3630,3930,3780,3890,4330,4410,4530,4280,3900,3910,3830,3990,4059,3880,4010,3960,3890,4070,4030,4019,3720,3610,3490,3290,3210,2870,2800,2670,2580,2520,2420,2480,2530,2530,2460,2350,1940,1950,1850,1840
ZCurrent,130,160,200,240,260,280,300,330,330,280,250,250,260,210,200,120,40,0,-20,0,30,40,40,30,40,20,10,20,-30,-100,-110,-100,-10,70,130,150,120,170,160,180,220,230,250,260,250,270,250,250,330,330,500,510
CZCurrent,41530,31540,25410,21430,20190,18890,17070,15620,15930,18440,20680,20680,19790,24460,25860,42750,123030,3001340,,,171280,142690,122490,197350,130840,273850,730720,314040,,,,,,70860,41330,35500,42660,30250,31660,28260,23750,22250,20410,20340,21160,19250,20650,21220,15940,15690,10330,10280
ZOCurrent,140,210,270,310,300,320,350,380,390,320,280,270,290,270,270,180,80,-10,-40,-10,40,60,60,50,50,20,0,10,-30,-110,-120,-120,-10,80,130,140,110,150,160,180,240,260,280,270,250,280,270,290,400,380,410,400
CZOCurrent,38310,25120,19590,16830,17270,16170,14860,13690,13370,16000,18820,19200,17860,18950,18970,28850,63150,,,,127410,92070,82810,111000,100720,278630,6674630,433750,,,,,,62160,40270,35910,49360,33880,33360,28530,21580,19640,18840,19550,20640,18890,19000,17820,13130,13660,12790,13090
EVCurrent,4870,4890,4870,4850,5200,4980,4960,5040,5200,4450,4620,4040,5200,4400,4780,4430,5200,4760,5060,4700,5200,4870,5050,5170,5200,5110,5010,5340,5480,5290,5200,5070,5150,5050,5170,5110,5210,5220,5060,5050,5080,5060,5340,5360,5410,5200,5140,5270,5200,5110,5140,5180
EVPCurrent,6670,4850,4370,3950,4340,4100,3560,3440,3450,3270,3620,3060,3630,3330,3480,3310,4330,4040,4410,3870,3900,3660,3720,3970,4059,3810,3860,4070,4100,4140,4030,3920,3690,3510,3460,3230,3220,2880,2720,2590,2520,2450,2480,2550,2630,2530,2430,2380,1940,1920,1830,1840
EVEBITCurrent,35890,23620,18350,15700,17270,15480,14180,13280,13370,13710,16700,14930,17860,16050,17460,24570,63150,-784260,-130440,-342420,127410,86190,80480,110280,100720,273750,6427330,445240,-163440,-46420,-41980,-43700,-469120,60400,40010,35270,49490,34010,32439,27740,21090,19120,19350,20150,21450,18880,18790,18040,13140,13410,12640,13040
EVEBITDACurrent,24750,17660,14410,12600,13770,12460,11130,10580,10600,10620,12760,11120,13270,11300,11870,13590,21680,26160,33290,26520,22370,20890,20090,21250,19920,22180,23900,23180,28830,49090,49760,45850,23690,16030,14250,13450,15360,13360,12870,12240,10840,10260,10690,10830,11150,10440,10350,10330,8540,8580,8270,8390
DTAR,190,200,170,150,,160,130,150,,70,60,70,,180,150,200,,160,170,180,,180,210,270,,250,300,340,310,310,300,300,290,290,280,290,300,300,300,300,300,320,270,300,300,310,300,320,290,270,260,280
