,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460,9460
ShareAmountCurrent,25816320000,25816320000,25816320000,25816320000,25816320000,25816320000,26365136000,26365136000,26365136000,36000000000,36000000000,36000000000,36000000000,36000000000,36000000000,36000000000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000,36343344000
WKCurrent,2190,2830,3050,2890,2950,3600,3840,2840,0,6990,6920,6420,0,6550,6560,6570,0,6820,6900,7060,0,7360,7550,7310,0,7590,6030,6240,6350,6310,6410,6390,6500,6500,6560,6670,6590,6460,6550,6400,6360,6380,6470,6500,6570,6180,6360,6730,6600,6830,6840,4410
CWKCurrent,4320,3340,3100,3270,3210,2630,2470,3330,,1350,1370,1470,,1440,1440,1440,,1390,1370,1340,,1290,1250,1290,,1250,1570,1520,1490,1500,1480,1480,1450,1460,1440,1420,1440,1470,1440,1480,1490,1480,1460,1450,1440,1530,1490,1410,1430,1380,1380,2140
WKGrahamCurrent,100,1340,1300,950,890,640,1070,-950,0,1380,440,-280,0,-850,-1220,-880,0,-830,-980,-1960,0,-2029,-2070,-2360,0,-2610,-2820,-2680,-2650,-2580,-2510,-2720,-2760,-2770,-2910,-3100,-3440,-3800,-3910,-4310,-4320,-4310,-4260,-4200,-4080,-4310,-4130,-4200,-3870,-4050,-4090,-6420
CWKGrahamCurrent,91260,7060,7260,9950,10580,14750,8800,,,6880,21400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,3790,4630,4770,4830,4790,5640,6000,6640,7240,7220,7360,7500,7760,7430,8020,8850,8920,7880,8000,8530,9000,11060,10050,8200,7130,4890,5550,5710,5770,4960,4560,4650,4690,4690,4740,4720,4470,4250,3950,3720,3710,3620,3620,3630,3620,3630,3650,3640,3660,3660,3670,3680
CPCurrent,2500,2040,1980,1960,1970,1680,1580,1420,1310,1310,1290,1260,1220,1270,1180,1070,1060,1200,1180,1110,1050,860,940,1150,1330,1930,1700,1660,1640,1910,2080,2040,2020,2020,2000,2000,2110,2230,2400,2550,2550,2610,2620,2610,2610,2600,2590,2600,2590,2590,2580,2570
ZCurrent,290,540,610,570,580,1020,900,950,880,590,630,650,600,270,290,330,400,270,350,450,520,560,670,540,510,480,420,370,380,320,270,350,380,320,350,300,260,220,190,150,80,160,170,140,200,-270,-50,-260,60,770,560,740
CZCurrent,32290,17620,15630,16500,16329,9240,10470,9960,10740,16160,14980,14470,15760,34640,32610,28430,23720,34980,27060,21080,18220,16820,14200,17450,18610,19650,22650,25400,24690,29150,35310,26840,24890,29540,26980,31240,36180,42610,50320,64010,114680,60960,56920,68430,47760,,,,151260,12280,16770,12870
ZOCurrent,230,660,700,670,750,1230,1100,1150,990,630,630,570,610,400,580,740,710,460,480,520,800,910,900,820,620,460,510,520,570,690,700,750,760,720,720,690,620,590,520,440,430,300,300,320,320,200,230,270,280,400,370,270
CZOCurrent,41800,14430,13530,14210,12560,7680,8590,8250,9530,14930,14980,16600,15390,23800,16360,12760,13280,20370,19830,18220,11850,10370,10540,11590,15220,20360,18530,18040,16680,13780,13600,12670,12520,13060,13190,13700,15170,15940,18120,21600,21830,32070,31480,29540,29160,46780,41160,34530,33280,23660,25710,35030
EVCurrent,9320,10060,9000,9240,9310,9730,9550,10130,9460,8160,9390,10050,9460,10900,11250,10830,9460,10330,10770,10790,9460,9850,11340,11580,9460,10300,11140,11750,11740,11420,11520,11670,11860,11750,11990,11990,12910,13020,13180,13470,13480,13180,13320,13320,13170,13030,13160,13030,12940,12780,12990,15230
EVPCurrent,2460,2170,1890,1920,1940,1720,1590,1520,1310,1130,1280,1340,1220,1470,1400,1220,1060,1310,1350,1260,1050,890,1130,1410,1330,2110,2009,2060,2040,2300,2530,2510,2530,2510,2530,2540,2890,3060,3340,3630,3630,3640,3680,3670,3630,3590,3610,3580,3540,3490,3540,4130
EVEBITCurrent,41200,15350,12880,13890,12370,7900,8680,8840,9530,12880,14860,17630,15390,27440,19450,14600,13280,22250,22570,20780,11850,10790,12640,14190,15220,22170,21820,22410,20700,16640,16550,15620,15700,16230,16720,17370,20700,21940,25250,30770,31110,44680,44320,41580,40590,64450,57240,47550,45510,31960,35310,56380
EVEBITDACurrent,21930,11610,9900,10560,9680,6560,6950,6990,7210,9250,10220,11100,9330,12840,10600,8660,7660,10260,10540,9940,6800,6410,7470,8240,7870,10250,10560,11000,10720,9350,9270,9060,9120,9230,9470,9480,10640,10910,11660,12740,12710,14080,14070,13730,13520,15140,14590,13480,13070,11390,11300,13950
DTAR,390,400,200,290,240,440,290,500,,300,200,290,,370,320,310,,300,310,390,,490,450,380,,470,350,430,390,350,350,360,370,360,370,380,380,410,410,440,440,430,430,420,410,440,430,420,410,410,410,620
CG,650,670,250,420,320,800,420,1080,,450,260,410,,610,480,470,,450,470,650,,980,830,630,,930,870,760,660,550,540,570,600,570,590,610,620,700,700,780,780,760,750,740,710,780,760,730,700,700,700,1640
LDER,300,40,70,90,120,90,90,180,,80,100,120,,130,140,120,,80,140,230,,210,220,220,,230,450,400,400,340,340,320,330,290,310,290,390,410,430,450,480,440,460,330,330,540,550,510,540,500,530,140
PZAT,3090,13420,7710,7510,5330,5790,5870,4410,,4230,4420,4400,,4490,4290,5120,,7060,4640,2720,,3250,3100,3410,,3440,2070,2240,2240,2670,2660,2980,3370,3880,3730,4019,3170,3280,3140,3120,2960,3250,3110,4260,4220,2720,2640,2690,2570,2670,2570,14580
PELDR,1410,2009,1860,1620,1600,1280,1450,860,,1320,1160,1050,,1020,990,990,,990,990,970,,950,970,920,,920,990,1000,1010,950,960,940,950,910,910,890,920,890,890,870,880,860,880,810,820,910,940,930,970,940,960,460
TSF,790,620,850,760,850,590,740,550,,740,860,780,,690,760,740,,730,760,730,,600,660,740,,630,580,790,830,850,870,830,830,820,820,800,860,830,840,820,840,820,830,770,780,870,880,870,900,880,900,430
ZKO,930,590,370,560,510,820,600,1450,,690,800,1120,,1270,1630,1390,,1370,1430,1750,,1390,1490,2070,,1590,2160,2310,2700,4010,3670,3860,3410,3930,4130,4210,6450,6140,6700,7350,7990,9210,8390,8010,8240,9470,7100,6950,6170,6520,6800,8730
OSF,980,1140,640,820,720,970,800,1060,,850,840,1050,,1140,1420,1240,,1250,1250,1380,,1100,1190,1570,,1190,1480,1650,1950,2860,2640,2750,2430,2790,2890,2900,4280,3870,4190,4390,4760,5500,5060,4860,5090,5580,4300,4280,3890,4090,4250,3560
NetDebt,29875000000,47304000000,-10106000000,7351000000,14394000000,65249000000,21872000000,74711000000,,40072000000,31769000000,59629000000,,139824000000,112828000000,105873000000,,104599000000,110897000000,156331000000,,221229000000,220712000000,155883000000,,198878000000,161135000000,164389000000,147573000000,119608000000,122576000000,131735000000,140680000000,133648000000,137378000000,144114000000,146307000000,161209000000,166048000000,178831000000,177647000000,173763000000,174639000000,173718000000,166761000000,173123000000,172541000000,172945000000,164046000000,166769000000,166641000000,254865000000
NetDebtEBITDA,2720,2110,-430,330,580,1700,600,1960,,1260,960,1830,,4570,2950,2350,,2860,2990,3960,,3960,4000,3050,,5440,4200,4230,3710,2690,2720,2810,2980,2890,2990,3140,3320,3720,4040,4650,4610,5110,5080,4930,4710,5530,5260,4920,4560,4090,3990,6430
DebtFin,-3516000000,15608000000,-11795000000,-5646000000,-3789000000,7034000000,2345000000,17637000000,,-46814000000,-2669000000,21117000000,,51992000000,64335000000,49176000000,,31705000000,47635000000,48327000000,,14015000000,68449000000,77101000000,,30638000000,61113000000,83208000000,82992000000,71356000000,74790000000,80179000000,87138000000,83365000000,92049000000,92097000000,125408000000,129520000000,135303000000,145835000000,146257000000,135294000000,140281000000,140150000000,134821000000,129907000000,134307000000,129642000000,126357000000,120604000000,128419000000,209609000000
DebtFinEBITDA,-320,700,-500,-250,-150,180,60,460,,-1470,-80,650,,1700,1680,1090,,870,1280,1220,,250,1240,1510,,840,1590,2140,2080,1610,1660,1710,1840,1800,2000,2000,2840,2990,3290,3790,3790,3980,4080,3980,3810,4150,4100,3690,3510,2960,3070,5290
SP1,1050,1940,1720,1460,1410,1180,1330,730,,1220,1050,940,,900,870,890,,910,870,790,,790,800,760,,750,680,710,720,710,720,710,710,710,700,690,660,630,630,600,600,600,600,610,620,590,610,620,630,630,630,410
SP2,1360,2009,1840,1590,1590,1280,1450,860,,1320,1160,1050,,1020,990,990,,990,990,970,,950,970,920,,920,990,1000,1010,950,960,940,950,910,910,890,920,890,890,870,880,860,880,810,820,910,940,930,970,940,960,460
CAR,180,40,830,230,260,140,410,90,,760,820,530,,40,10,70,,70,90,90,,200,50,90,,290,320,70,60,100,40,20,10,20,30,40,20,50,10,30,30,20,20,10,20,30,50,100,100,150,180,40
QR,1640,1750,3510,2090,2980,1290,1920,700,,1680,1860,1120,,870,700,800,,830,780,760,,790,840,620,,760,940,910,910,630,720,560,620,490,490,440,390,370,370,310,320,240,280,210,220,330,490,470,700,550,590,130
CR,1980,1800,3760,2250,3220,1370,2100,830,,1770,2070,1260,,1000,860,950,,900,990,900,,910,910,740,,840,960,920,930,660,750,580,640,510,510,450,410,390,380,330,330,260,300,230,230,350,510,470,700,550,590,130
PP,350,40,2110,970,670,140,620,90,,790,840,530,,40,10,70,,70,90,100,,200,50,100,,290,320,90,90,120,60,30,20,20,30,40,30,50,20,30,30,30,20,10,20,30,50,100,100,150,180,40
RCLR,1390,1710,1250,1040,2029,1150,1300,610,,890,1020,590,,840,680,730,,760,690,660,,590,790,530,,460,620,810,830,510,670,530,600,460,450,390,360,270,300,230,240,180,220,170,160,270,390,340,560,360,350,80
KP,210,300,400,290,320,140,250,-70,,190,130,50,,0,-30,-10,,-30,0,-30,,-30,-30,-70,,-60,-10,-20,-10,-50,-30,-70,-60,-90,-90,-110,-80,-110,-100,-120,-110,-130,-120,-180,-170,-90,-60,-70,-30,-50,-40,-500
