,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
PELDR,2840,2540,2530,1740,,1960,,1870,,1340,1930,1620,,1700,1760,1760,,1650,1730,1710,,1780,1840,1840,,2150,1940,2850,,2850,2860,3330,3410,3340,3330,3170,3250,2410,3400,3130,3270,2590,2680,2390,2350,2250,2350,2270,2300,1860,2470,2310
TSF,840,710,660,890,,900,,720,,570,670,630,,660,650,650,,640,620,630,,640,620,630,,580,590,680,,710,690,740,780,810,790,740,750,820,780,690,710,840,820,750,760,770,730,690,710,690,700,650
ZKO,290,480,520,510,,430,,670,,920,830,840,,730,710,740,,750,760,730,,700,700,690,,760,820,570,,530,540,530,480,410,420,490,460,360,400,480,440,360,370,470,460,440,460,500,480,570,590,620
OSF,780,1100,1210,760,,730,,910,,880,970,920,,900,920,940,,1010,1050,1030,,1050,1080,1070,,1410,1340,1480,,1390,1450,1510,1430,1210,1250,1390,1360,800,1240,1430,1380,820,880,990,960,890,980,1050,1030,960,1260,1280
NetDebt,1504000000,6552000000,9072000000,6576000000,,3511000000,,27504000000,,52138000000,53017000000,52927000000,,46591000000,51562000000,50721000000,,44722000000,51967000000,51462000000,,44678000000,50552000000,52846000000,,44144000000,51586000000,29560000000,,24724000000,27946000000,28647000000,22543000000,16136000000,17291000000,23062000000,18838000000,14597000000,20302000000,26117000000,21133000000,17373000000,19025000000,25369000000,20528000000,16298000000,20595000000,24822000000,23644000000,27106000000,30572000000,34875000000
NetDebtEBITDA,200,3470,6260,1260,,730,,3690,,3240,2820,2530,,2790,2950,4110,,3160,3400,3230,,2190,2480,2240,,2580,3230,2240,,2410,2920,2900,1900,1330,1380,1840,1520,1110,1410,1760,1540,1240,1410,1990,1800,1610,2160,2720,2310,2730,3320,4160
DebtFin,-3738000000,-1666000000,-249000000,-1830000000,,-3454000000,,2122000000,,21192000000,23283000000,20997000000,,3048000000,16239000000,15674000000,,6581000000,9643000000,13890000000,,6390000000,8112000000,12657000000,,1161000000,14845000000,11012000000,,10435000000,11190000000,5973000000,2660000000,-1323000000,-1166000000,-860000000,-5072000000,-308000000,2171000000,4209000000,2050000000,1551000000,1183000000,743000000,-1592000000,804000000,2119000000,4001000000,3263000000,12074000000,10752000000,15135000000
DebtFinEBITDA,-500,-880,-170,-350,,-720,,280,,1320,1240,1000,,180,930,1270,,460,630,870,,310,400,540,,70,930,830,,1020,1170,600,220,-110,-90,-70,-410,-20,150,280,150,110,90,60,-140,80,220,440,320,1210,1170,1800
SP1,2660,2310,2320,1500,,1690,,1350,,960,1180,1100,,1230,1290,1280,,1340,1380,1410,,1500,1540,1560,,1850,1630,2600,,2640,2670,2870,2960,2940,2970,2820,2940,2210,3130,2990,3140,2310,2390,2110,2080,2020,2140,2080,2140,1670,2130,2080
SP2,2810,2510,2480,1740,,1960,,1870,,1340,1930,1610,,1700,1760,1760,,1650,1730,1710,,1780,1840,1830,,2130,1940,2850,,2840,2860,3330,3410,3340,3330,3170,3250,2410,3400,3130,3270,2590,2680,2390,2350,2250,2350,2270,2300,1860,2470,2310
CAR,910,240,30,450,,1000,,120,,100,120,90,,220,200,220,,200,130,100,,230,180,90,,240,80,50,,80,70,140,260,410,390,220,400,340,130,100,230,190,190,150,330,460,340,200,190,160,150,80
QR,1960,860,660,1690,,2980,,1050,,640,1030,710,,740,900,930,,770,760,680,,770,760,660,,670,640,650,,570,680,880,1050,1060,1080,770,960,850,790,600,700,820,1040,780,980,1000,950,690,680,530,630,570
CR,4380,2500,2170,4059,,5410,,2990,,1560,2350,1960,,2310,2300,2210,,1780,1760,1790,,1830,1820,1840,,1560,1500,2120,,2260,2130,2720,3070,3810,3420,2720,2800,3920,3270,2300,2510,4590,4110,2940,3010,3070,2730,2370,2440,2180,2280,1940
