,2006/Q4,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ROS_sy,,14.22,-42.60,,,-12.23,,-29.60,3.95,-1.64,14.42,8.60,24.32,28.10,7.60,16.04,-19.83,13.75,11.13,-26.28,-7.84,-17.81,-16.38,27.78,32.15,18.39,28.96,-4.89,-17.71,-22.25,-29.08,-40.19,-19.35,-34.99,-25.97,-23.57,-46.09,3.65,-26.77,18.75
ROS_qq,,,,,1.08,-5.25,3.49,-5.06,6.90,-26.49,-21.28,2.36,-22.77,3.42,3.93,-34.00,107.53,10.74,3.67,3.29,-27.91,2.72,-32.89,33.00,-38.52,-20.48,14.77,-137.62,106.14,-2200.00,-261.22,-159.51,-25.40,-81.89,27.30,57.68,21.51,141.11,13.46,13.84
ROS_sq,,,,,-32.93,-3.61,-1.76,10.85,-0.97,-8.79,14.29,5.21,13.37,-6.03,-4.00,13.46,-21.67,33.33,-6.21,-24.74,-2.08,18.91,-4.57,15.00,1.27,6.53,3.95,-15.19,-12.38,0.65,-5.18,-28.47,18.15,-18.87,7.97,-26.15,-16.67,56.00,-23.72,19.75
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,-22.45,-11.66,,,2.30,,-3.23,-2.53,-35.32,-52.44,-55.70,-61.65,-24.36,-22.88,-58.81,30.93,6.90,57.48,218.27,-30.17,-34.93,-68.40,-22.05,-42.47,-84.73,-63.38,-216.86,-303.86,-541.67,-992.31,-19.40,-143.58,-516.98,-19.68,30.97,71.91,108.38,139.74,206.04
RS_sy,,-15.60,5.96,,,-30.52,,-42.64,-39.56,-18.91,14.19,13.65,37.76,36.05,24.48,25.72,2.76,21.48,4.88,-14.61,-22.95,-33.21,-11.77,8.85,23.43,29.43,14.74,14.88,-6.59,0.07,-0.50,-34.05,-5.66,-36.89,-34.78,-26.11,-42.11,-36.57,-25.22,44.38
RS_qq,,,,,0.59,-2.53,1.04,-2.31,1.32,-35.32,-25.70,-9.01,-12.28,27.54,-24.25,-51.40,178.85,4.14,11.59,-1.78,-38.82,-2.96,-45.80,142.25,-54.84,-74.25,30.00,-873.08,21.23,44.21,-162.64,-3.45,-60.69,-41.31,49.05,40.34,34.61,142.15,141.61,59.21
RS_sq,,,,,-0.93,-28.60,-23.78,6.39,4.38,-4.20,7.33,5.88,26.52,-5.38,-1.80,6.94,3.42,11.85,-15.22,-12.94,-6.68,-3.04,11.99,7.41,5.83,1.67,-0.71,7.54,-13.95,8.92,-1.28,-28.72,23.08,-27.14,2.03,-19.25,-3.56,-20.17,20.28,55.92
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,-21.06,0.52,,,3.82,,-3.41,3.33,-22.56,-41.34,-38.02,-54.87,-31.93,-13.05,-40.30,52.87,54.36,61.30,136.82,-12.74,-23.51,-50.34,-36.76,-49.15,-52.35,-20.12,-113.20,-78.97,-121.69,-217.53,-1403.45,-2223.17,-4154.55,-387.18,24.92,57.73,112.36,118.97,151.12
GPM_sy,,10.45,-38.10,,,-11.39,,-23.31,-7.08,-6.47,7.35,2.72,26.49,25.74,17.94,15.04,-28.88,21.42,-12.86,-17.53,3.75,-34.44,0.84,14.81,22.45,30.41,25.67,1.44,-18.64,-16.25,-26.55,-32.98,-6.70,-33.67,-28.80,-26.79,-46.11,-2.29,-28.50,20.73
GPM_qq,,,,,0.16,-2.92,3.68,-4.19,7.15,-27.24,-21.47,1.24,-21.98,9.74,0.32,-30.49,99.77,10.81,4.83,2.06,-26.39,-2.87,-31.95,29.98,-40.82,-8.97,14.08,-121.48,194.25,-193.90,-518.18,-174.79,-33.10,-88.17,29.21,57.65,25.05,155.03,8.64,14.09
GPM_sq,,,,,-19.08,-6.76,-7.25,9.58,-1.95,-6.15,6.46,4.85,20.74,-6.71,-0.15,2.28,-25.36,59.29,-28.34,-3.20,-6.10,0.65,10.23,10.20,0.15,7.20,6.22,-11.04,-19.67,10.34,-6.84,-18.84,11.83,-21.56,,-16.54,-17.68,42.22,-26.82,40.93
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,-18.12,-11.60,,,-2.63,,3.65,4.76,-12.85,-28.88,-34.86,-38.59,-16.39,-8.75,-7.69,11.90,10.00,16.13,18.79,-10.71,-9.16,-18.16,1.57,2.47,-19.31,-12.53,-55.99,-33.80,-25.29,-58.91,-50.58,-110.66,-147.71,-10.65,140.88,1155.29,406.58,207.32,74.19
RBS_sy,,1.07,1.51,,,-6.35,,-9.49,-0.66,-7.94,13.70,3.52,8.12,14.46,5.60,13.87,-1.68,-4.12,-10.24,-4.29,-2.77,3.86,2.66,-12.32,-4.15,-7.10,-3.31,6.33,2.39,-5.80,-4.63,-6.56,-13.94,-5.22,0.23,-10.30,2.74,-9.89,-10.85,1.72
RBS_qq,,,,,0.99,-4.65,6.88,0.70,2.08,-20.68,-12.77,-7.77,-3.76,7.99,-4.80,-6.70,16.67,6.16,0.50,-4.56,-12.31,8.00,-9.46,18.45,-11.54,-14.95,-1.86,-40.40,33.06,-4.02,-46.01,-28.33,-128.72,-329.41,201.10,93.22,25.81,24.75,1.34,9.52
RBS_sq,,,,,-5.27,2.68,-10.51,3.97,3.98,-4.85,10.53,-5.34,8.60,0.74,1.97,2.07,-6.23,-1.77,-4.53,8.83,-4.73,4.92,-5.63,-7.05,4.14,1.70,-1.78,2.21,0.28,-6.43,-0.56,0.14,-7.63,3.04,5.16,-10.38,5.79,-9.62,4.04,2.26
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-25.77,3.08,,,-15.38,,-25.86,,-41.72,-44.09,-44.30,,-27.90,-13.82,-37.37,,87.02,77.83,179.00,-12.63,-38.82,-57.16,-50.18,-56.62,-45.17,-13.62,-89.93,-59.84,-87.36,-136.56,-1226.19,-801.00,-2087.88,-254.90,120.93,122.97,125.00,153.04,159.60
ROPA_sy,,-21.39,-6.53,,,-23.34,,-33.10,,-34.39,-3.16,-1.88,,62.80,50.61,28.80,,21.51,-6.68,-4.34,-6.44,-26.55,-9.95,-6.37,13.78,21.31,10.68,19.67,8.55,-3.60,-8.18,-36.16,-37.66,-53.90,-46.23,-28.32,-25.05,1.40,3.50,26.80
ROPA_qq,,,,,,,-11.11,-2.27,,,-14.73,-2.64,,,1.92,-29.25,119.00,18.42,-3.08,11.01,-31.42,-17.07,-32.14,29.10,-40.29,4.82,6.90,-84.95,138.10,-67.00,-409.09,-363.73,-48.20,6.42,44.82,127.35,62.63,1.86,17.07,33.85
ROPA_sq,,,,,,,-20.46,5.42,,,17.40,6.80,,,8.60,-8.66,-10.64,37.07,-16.59,-6.37,-12.61,7.62,2.26,-2.65,6.20,14.74,-6.70,5.26,-3.67,1.90,-11.14,-26.81,-5.94,-24.63,3.63,-2.43,-1.66,1.97,5.79,19.53
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-58.38,160.92,,,109.51,,-67.89,6428.08,-86.81,-61.82,186.63,-101.04,-214.20,-43.27,-126.14,0.83,274.64,-297.78,193.40,122.63,74.90,109.66,-510.42,377.28,-77.68,702.17,98.49,-99.51,-1248.50,-129.40,-39734.75,697110.25,50.41,-612.56,1050.95,-128.31,87.25,94.03,-100.16
ZNPO_sy,,-63.69,136.54,,,-50.33,,-26.12,68.62,-25.28,-23.66,83.41,22.57,138.93,66.02,27.97,-6.41,-31.70,-20.77,-34.01,-15.79,40.50,22.27,27.20,9.77,-10.70,16.80,-25.05,14.87,-25.01,-64.45,-16.14,-32.01,-24.40,42.27,-25.97,-37.29,-28.43,6.70,18.51
ZNPO_qq,,,,,-56.78,148.21,55.74,-80.78,8687.43,-99.50,350.82,44.26,-131.83,44.83,323.95,-166.46,-20.77,197.15,-353.62,131.39,-70.74,650.96,-85.99,-1433.22,134.02,-64.88,403.51,-102.51,111.02,-82438.46,87.11,-3306.98,292.82,-105.86,-85.21,4646.76,-105.74,97.36,13.30,-24.15
ZNPO_sq,,,,,-16.43,13.38,27.01,-38.61,90.74,-49.76,29.76,47.48,27.47,-2.06,-9.83,13.69,-6.78,-28.52,4.59,-5.30,18.95,19.25,-8.98,-1.48,2.66,-2.99,19.04,-36.78,57.32,-36.66,-43.58,49.15,27.55,-29.57,6.18,-22.40,8.05,-19.61,58.30,-13.81
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-8.82,-5.87,,,-49.11,,-58.63,193.74,-4.90,279.98,100.44,71.53,1115.42,-69.27,30.93,-42.24,-83.82,3.07,-26.41,-15.32,14.56,-2.79,8.27,25.47,4.94,4.30,-18.81,24.81,-1.33,-0.86,44.76,-4.27,-4.36,,,,,,
ZFI_sy,,3.03,-2.17,,,-16.69,,32.93,77.08,36.73,134.16,84.83,15.07,-14.61,-10.57,-25.19,-16.66,-15.30,-8.21,-10.08,-7.91,9.73,19.55,15.59,17.24,21.04,7.87,-3.57,9.39,-12.85,-16.57,-7.98,-11.55,-9.47,,,,,,
ZFI_qq,,,,,-72.82,36.79,83.34,-39.32,93.02,-55.71,632.53,-67.99,65.18,213.82,-81.48,36.37,-27.13,-12.10,17.98,-2.63,-16.14,18.92,0.11,8.45,-2.82,-0.54,-0.50,-15.58,49.39,-21.37,-0.03,23.27,-1.21,-21.44,,,,,,18.84
ZFI_sq,,,,,0.54,50.47,-43.86,56.50,33.94,16.19,-3.85,23.53,-16.62,-13.78,0.69,3.34,-7.11,-12.37,9.12,1.24,-4.88,4.42,18.88,-2.11,-3.51,7.80,5.94,-12.49,9.46,-14.12,1.42,-3.48,5.20,-12.09,,,,,,2.60
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-15.59,-16.85,,,-14.31,,-24.77,,14.65,-10.07,25.74,,34.13,45.17,32.24,,-13.89,14.44,0.53,-16.29,13.78,-2.93,10.75,14.23,-0.56,1.82,-11.25,-2.11,9.92,5.74,11.36,3.54,-7.09,-3.69,-2.84,-3.23,5.01,11.22,0.56
DTAR_sy,,-14.11,-4.14,,,-7.97,,8.57,,24.83,31.81,20.32,,10.24,-0.97,1.97,,-11.57,1.50,9.55,0.85,10.30,11.16,1.34,4.17,-3.44,-4.53,-0.05,-1.47,3.03,2.52,4.49,12.05,13.07,7.16,-1.15,-0.37,0.39,-3.12,6.53
DTAR_qq,,,,,,,5.73,-16.49,,,-17.07,16.76,,,-10.24,6.36,12.53,-19.84,19.30,-6.58,-6.29,8.95,1.78,6.58,-3.35,-5.16,4.21,-7.10,6.61,6.51,0.25,-2.16,-0.89,-4.43,3.91,-1.29,-1.29,3.72,10.05,-10.75
DTAR_sq,,,,,,,-5.92,10.02,,,-0.66,0.42,,,-10.76,3.40,1.32,-5.43,2.44,11.61,-6.72,3.43,3.23,1.75,-4.13,-4.12,2.06,6.53,-5.49,0.26,1.55,8.58,1.35,1.18,-3.76,0.16,2.15,1.95,-7.12,10.13
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-25.26,-24.68,,,-19.70,,-32.62,,21.29,-13.57,36.85,,58.79,74.66,55.93,,-20.85,25.14,0.50,-26.29,23.19,-5.22,19.32,24.96,-0.92,3.24,-18.58,-3.64,17.91,10.31,20.19,6.15,-12.17,-6.52,-5.07,-5.65,8.92,21.63,1.09
CG_sy,,-21.73,-4.64,,,-13.67,,14.11,,40.53,57.67,31.19,,21.04,3.93,8.91,,-20.08,-3.79,15.27,5.09,19.01,19.46,0.14,2.23,-6.91,-7.53,-1.09,-2.22,5.98,5.91,10.22,25.90,26.21,14.20,-1.31,-2.23,0.78,-6.25,6.83
CG_qq,,,,,,,8.07,-21.71,,,-23.00,23.97,,,-15.30,10.68,22.57,-31.11,33.91,-11.11,-10.11,15.14,3.03,11.90,-5.86,-8.72,7.37,-11.76,11.41,11.70,0.45,-3.86,-1.60,-7.57,6.91,-2.36,-2.21,6.70,19.39,-18.85
CG_sq,,,,,,,-10.51,20.23,,,0.40,0.04,,,-13.79,4.83,-1.83,-9.92,3.78,25.59,-10.50,2.01,4.18,5.28,-8.62,-7.11,3.49,12.61,-9.67,0.67,3.43,17.18,3.19,0.92,-6.41,1.27,2.22,4.02,-12.93,15.40
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-41.66,-21.96,,,-23.36,,-8.77,,3.16,-6.37,30.93,,72.02,60.29,16.15,,-13.72,-11.54,36.10,58.70,72.28,86.34,29.73,33.23,5.76,-2.09,0.90,1.94,14.11,20.12,10.35,9.54,1.07,-8.30,-3.74,-10.45,-13.99,-8.91,-11.27
LDER_sy,,-10.15,1.42,,,-16.31,,-17.19,,31.65,15.39,39.53,,59.85,39.41,16.80,,-13.72,-15.52,15.68,9.25,-9.98,22.45,16.97,9.02,7.00,3.30,0.88,0.57,35.44,63.14,35.28,46.62,0.09,-11.43,-2.58,-0.45,-1.79,-3.39,-19.30
LDER_qq,,,,,,,13.92,-9.60,,,3.39,26.42,,,-3.66,-8.39,-15.10,15.16,-1.23,40.94,-1.00,25.01,6.83,-1.88,1.67,-0.76,-1.10,1.11,2.72,11.08,4.10,-7.11,1.97,2.50,-5.55,-2.50,-5.13,-1.55,0.03,-5.03
LDER_sq,,,,,,,-4.91,-6.66,,,-16.65,12.87,,,-27.31,-5.43,-1.58,27.52,-28.83,29.51,-7.05,5.08,-3.19,23.71,-13.37,3.14,-6.54,20.82,-13.64,38.90,12.57,0.19,-6.41,-5.18,-0.38,10.21,-4.36,-6.47,-2.00,-7.94
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,50.79,11.71,,,9.26,,0.50,,-3.24,5.75,-24.95,,-25.60,-15.42,18.13,,16.08,7.80,-28.40,-33.12,-28.96,-33.45,-7.74,-2.77,4.79,8.70,10.75,-1.38,-13.68,-15.33,-8.47,-5.55,-5.53,-2.31,-9.85,-5.77,5.30,3.66,6.86
PZAT_sy,,13.40,10.18,,,15.45,,5.10,,-13.07,-0.60,-29.61,,-29.07,-12.33,8.29,,14.85,-3.25,-3.23,7.01,1.65,-1.25,-2.12,-5.75,-11.56,-12.92,-15.94,-22.02,-12.98,-14.09,-8.47,-5.55,-4.22,-9.18,-10.32,-5.77,5.69,9.39,10.03
PZAT_qq,,,,,,,-10.80,7.62,,,-2.51,-23.62,,,10.83,6.67,9.58,-10.40,2.93,-29.15,2.36,-4.84,-3.58,-1.78,7.88,2.57,0.01,0.07,-3.93,-10.23,-1.89,8.17,-0.86,-10.21,1.45,-0.17,3.62,0.34,-0.13,2.90
PZAT_sq,,,,,,,-7.26,12.04,,,6.05,-20.66,,,31.07,-2.00,-2.74,-8.07,10.41,-1.97,7.55,-12.68,7.27,-2.84,3.56,-18.07,5.62,-6.21,-3.93,-8.56,4.27,-0.08,-0.86,-7.28,-1.12,-1.33,4.17,4.00,2.34,-0.75
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,0.97,7.14,,,11.93,,3.87,,2.97,-3.96,-8.99,,-19.58,-17.76,-13.29,,-3.78,1.06,-1.97,-7.99,-10.10,-12.24,-8.39,-8.45,-1.99,1.13,-3.58,-2.03,1.21,0.18,0.22,-1.06,1.16,-1.70,-0.90,1.51,1.15,7.19,11.86
PELDR_sy,,-9.27,-0.51,,,-4.80,,-2.25,,-13.30,-3.17,-1.80,,0.91,-7.56,-7.85,,12.98,4.31,-0.95,-11.52,-7.85,-9.29,-8.05,-0.95,-1.52,4.27,6.50,4.93,7.25,6.62,2.60,-3.53,-11.83,-6.08,-1.42,2.57,7.83,-1.22,6.91
PELDR_qq,,,,,,,-0.73,1.72,,,-7.40,-3.61,,,-5.32,1.62,5.79,-5.47,-0.56,-1.42,-0.71,-7.64,-2.92,2.90,-0.78,-1.12,0.17,-1.89,0.81,2.16,-0.86,-1.84,-0.47,4.44,-3.66,-1.04,1.95,4.07,2.10,3.27
PELDR_sq,,,,,,,-0.98,-0.09,,,10.60,1.32,,,1.33,0.99,9.46,0.86,-6.45,-4.10,-2.21,5.04,-7.91,-2.79,5.34,4.43,-2.49,-0.72,3.79,6.74,-3.07,-4.46,-2.41,-2.44,3.26,0.27,1.54,2.57,-5.41,8.54
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,1.09,6.44,,,3.38,,10.50,,-5.18,3.28,-5.09,,-8.95,-11.33,-13.31,,6.21,-10.32,5.63,22.57,2.52,15.74,-1.68,-2.59,1.73,-1.88,9.23,2.08,-3.51,0.56,-4.98,-0.13,6.08,0.63,1.35,-0.31,-7.28,-10.70,-3.42
TSF_sy,,14.08,-2.04,,,0.41,,-4.74,,-2.44,-4.85,-4.93,,-5.26,-8.76,-1.12,,2.25,2.37,-4.64,-0.38,-3.51,-8.25,-3.98,-2.56,3.47,11.94,5.15,10.14,-5.22,-7.68,-0.90,-9.50,-1.38,1.62,-1.09,2.18,-2.11,-6.39,-4.52
TSF_qq,,,,,,,-0.73,5.46,,,8.13,-3.08,,,5.31,-5.25,-10.34,18.71,-11.08,11.60,4.04,-0.70,0.38,-5.19,3.08,3.69,-3.18,5.54,-3.66,-1.99,0.91,-0.28,1.26,4.11,-4.27,0.43,-0.41,-3.16,-7.81,8.62
TSF_sq,,,,,,,3.43,-5.05,,,0.87,-5.14,,,-2.86,2.81,-3.88,6.52,-2.74,-4.23,0.41,3.18,-7.53,0.23,1.89,9.56,0.04,-5.85,6.72,-5.72,-2.56,1.07,-2.54,2.75,0.41,-1.63,0.68,-1.57,-3.98,0.33
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-15.47,-17.48,,,-21.47,,-19.88,,6.18,-2.68,31.85,,51.35,59.85,32.26,,-2.85,-1.09,10.69,16.72,40.83,47.18,23.47,27.11,7.31,-4.26,14.31,6.24,-0.17,6.52,-1.24,5.62,2.25,1.04,1.93,-6.88,-11.01,-17.81,-22.82
ZKO_sy,,0.16,-0.71,,,-4.42,,1.79,,21.54,20.14,17.49,,8.01,16.00,9.82,,-9.37,-6.44,-3.04,1.89,0.76,7.86,5.66,7.26,6.74,-4.90,-1.21,-1.84,4.33,13.61,8.43,14.63,7.59,2.40,2.01,-1.01,-0.75,2.29,1.84
ZKO_qq,,,,,,,5.76,-13.28,,,-3.07,17.49,,,2.38,-2.79,-4.71,2.45,4.23,8.79,0.48,23.61,8.93,-8.74,3.43,4.36,-2.81,8.97,-3.87,-1.93,3.70,1.03,2.80,-5.06,2.48,1.92,-6.09,-9.28,-5.35,-4.29
ZKO_sq,,,,,,,-8.86,10.78,,,-9.91,8.33,,,-3.24,2.56,-8.84,0.19,-0.11,6.28,-4.21,-0.92,6.93,4.11,-2.76,-1.40,-4.74,8.16,-3.38,4.80,3.74,3.23,2.15,-1.64,-1.27,2.84,-0.88,-1.38,1.76,2.38
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-4.67,-8.29,,,-9.30,,-15.91,,8.99,-5.81,16.12,,12.94,23.21,12.21,,-4.25,1.91,2.76,-0.49,14.05,14.32,6.79,9.19,3.76,-2.67,9.98,3.57,-2.34,1.71,-3.48,2.07,3.13,1.68,2.03,-2.75,-6.40,-9.78,-11.08
OSF_sy,,-2.71,-5.24,,,0.65,,3.02,,2.91,9.50,4.85,,0.85,1.67,0.67,,0.46,0.77,0.46,-3.68,0.85,1.32,3.81,2.36,1.65,0.75,-1.10,-2.26,-0.16,0.56,0.41,3.24,-0.33,1.67,-0.10,-0.42,-0.21,-4.15,-4.47
OSF_qq,,,,,,,3.48,-10.78,,,-10.58,10.01,,,-2.45,0.19,3.22,-5.09,3.83,1.02,-0.04,8.78,4.07,-5.64,2.21,3.38,-2.38,6.62,-3.74,-2.53,1.68,1.17,1.79,-1.51,0.24,1.52,-2.97,-5.21,-3.38,0.06
OSF_sq,,,,,,,-7.26,5.97,,,-1.32,1.48,,,-0.52,0.48,3.81,-3.19,-0.21,0.18,-0.47,1.36,0.25,2.65,-1.87,0.66,-0.64,0.76,-3.01,2.82,0.09,0.60,-0.27,-0.74,2.09,-1.15,-0.59,-0.54,-1.93,-1.48
NetDebt,22678000000,22450000000,20686000000,24196000000,,18244000000,21923000000,14710000000,,17071000000,22985000000,25161000000,,56062000000,46873000000,51648000000,70725000000,48341000000,67712000000,59726000000,51900000000,64813000000,67648000000,78542000000,70099000000,66809000000,72495000000,62035000000,70818000000,78687000000,77866000000,70627000000,67488000000,59536000000,65489000000,63519000000,62188000000,65400000000,81167000000,66278000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,3.37,-23.57,,,-11.64,,-30.35,,23.01,52.00,125.44,,216.81,70.24,98.11,,-52.21,-27.28,-49.27,-19.67,61.26,55.11,67.42,57.67,2.90,-16.61,6.27,2.75,49.23,105.30,1028.24,-696.54,-781.59,110.43,-90.59,115.67,111.64,-67.45,-11.07
NetDebtEBITDA_sy,,-5.46,1.56,,,-4.91,,93.11,,25.40,75.89,41.24,,29.53,-1.17,3.39,,-35.82,-25.51,-9.09,-21.10,-17.35,-21.61,-19.30,1.57,34.12,5.28,19.21,27.09,4.16,27.68,20.20,8.35,25.86,35.15,7.74,61.58,-10.72,-23.66,-25.08
NetDebtEBITDA_qq,,,,,,,25.47,-29.99,,,55.04,3.84,,,-16.68,20.83,-27.66,-34.38,26.77,-15.71,14.56,31.73,21.94,-9.02,7.89,-14.03,-1.18,15.94,4.32,24.85,35.95,537.17,-155.16,-42.65,141.97,-71.50,-8.17,5.95,17.41,-22.15
NetDebtEBITDA_sq,,,,,,,-9.15,17.08,,,27.43,-5.99,,,-2.77,-1.66,-10.98,-24.61,12.86,20.01,-22.73,-21.02,7.04,23.54,-2.75,4.28,-15.97,39.89,3.68,-14.53,3.00,31.70,-6.55,-0.72,10.60,5.00,40.14,-45.14,-5.42,3.04
DebtFin,13332000000,6966000000,5576000000,8116000000,,722000000,3182000000,874000000,,-7687000000,4891000000,6111000000,,21350000000,22230000000,22700000000,36832000000,16225000000,30575000000,22119000000,20915000000,32876000000,36318000000,44380000000,36900000000,29951000000,33718000000,26803000000,36173000000,40856000000,37463000000,32492000000,30792000000,28351000000,27992000000,27791000000,26661000000,29467000000,35667000000,26985000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-45.45,-33.60,,,-87.04,,-87.66,,-1500.58,122.85,821.09,,367.93,279.43,258.50,,-57.88,-30.76,-57.25,-37.84,143.71,84.42,155.43,105.97,-9.06,-27.76,-18.74,-0.30,72.83,112.37,1101.31,-632.85,-725.11,86.94,-91.05,114.72,111.01,-66.53,-17.24
DebtFinEBITDA_sy,,-479.86,24.82,,,-96.86,,69.44,,135.12,114.44,9.50,,58.79,-556.94,83.83,,7.03,405.28,381.66,155.71,-72.77,-56.37,145.58,59.25,462.59,72.44,316.88,2.83,32.11,-54.75,-105.32,-77.03,10.14,113.28,637.92,144.00,-75.33,-89.54,-30.93
DebtFinEBITDA_qq,,,,,,,360.46,-71.33,,,173.26,18.52,,,3.75,11.98,-14.28,-57.71,70.56,-30.87,24.65,65.82,29.06,-4.24,0.51,-26.79,2.53,7.71,23.33,26.91,25.98,509.27,-154.70,-48.88,137.67,-70.83,-10.02,11.35,14.51,-27.87
DebtFinEBITDA_sq,,,,,,,55.56,-2.73,,,-81.73,-743.96,,,-152.57,77.21,549.65,98.65,49.95,-78.97,308.23,-78.84,140.26,18.35,164.73,-25.26,-26.36,186.13,-34.70,-3.98,-74.78,-133.61,382.17,360.40,-51.16,-15.23,27.99,-53.44,-79.30,459.86
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,12.77,11.14,,,15.51,,4.94,,2.63,-3.23,-11.93,,-25.37,-22.91,-15.16,,-1.46,3.03,-7.17,-14.74,-19.01,-22.33,-13.52,-14.10,-3.29,1.65,-3.79,-2.51,-2.18,-4.51,-2.27,-3.37,0.86,0.63,0.09,4.43,5.18,9.77,15.22
SP1_sy,,-6.27,4.44,,,-6.43,,-4.71,,-17.88,-4.49,-4.24,,5.41,-4.59,0.45,,-0.35,-4.12,-7.02,1.15,2.94,-7.85,-5.85,-7.98,-6.35,0.29,-0.63,-1.44,-1.47,-0.74,-7.73,-10.76,-9.18,-8.52,-1.14,-1.34,-8.24,-3.19,-4.06
SP1_qq,,,,,,,-2.16,2.89,,,-7.75,-6.36,,,-4.72,3.06,8.32,-7.36,-0.37,-7.14,-0.51,-12.00,-4.46,3.39,-1.18,-0.94,0.43,-2.15,0.14,-0.60,-1.96,0.15,-0.98,3.74,-2.18,-0.40,3.31,4.49,2.09,4.55
SP1_sq,,,,,,,0.98,-5.03,,,17.45,-4.77,,,6.31,0.25,-3.11,-3.50,2.29,-2.78,5.40,-1.79,-8.43,-0.68,3.03,-0.06,-1.95,-1.58,2.19,-0.09,-1.22,-8.51,-1.17,1.68,-0.50,-1.13,-1.37,-5.43,4.98,-2.02
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,0.97,7.14,,,11.93,,3.87,,2.97,-3.96,-8.99,,-19.58,-17.76,-13.29,,-3.78,1.06,-1.97,-7.99,-10.10,-12.24,-8.39,-8.45,-1.99,1.13,-3.58,-2.03,1.21,0.18,0.22,-1.06,1.16,-1.70,-0.90,1.51,1.15,7.19,11.86
SP2_sy,,-6.20,-1.13,,,-4.12,,-3.86,,-15.39,-3.10,-0.80,,4.48,-4.72,-8.60,,-0.50,-4.90,0.56,-1.17,2.47,0.82,-6.48,-2.77,-4.56,1.72,5.10,1.10,-0.17,-1.11,-2.99,-8.87,-7.02,0.81,-0.55,-1.73,-7.41,-11.87,2.74
SP2_qq,,,,,,,-0.73,1.72,,,-7.40,-3.61,,,-5.32,1.62,5.79,-5.47,-0.56,-1.42,-0.71,-7.64,-2.92,2.90,-0.78,-1.12,0.17,-1.89,0.81,2.16,-0.86,-1.84,-0.47,4.44,-3.66,-1.04,1.95,4.07,2.10,3.27
