,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100,72100
ShareAmountCurrent,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000,130659600000
CWKCurrent,1510,1790,1720,1890,,1740,1670,1810,,1680,1620,1800,,1670,1670,1640,,1520,1450,1540,,1450,1420,1550,1510,1460,1390,1410,1350,1270,1250,1340,1320,1290,1250,1360,1310,1270,1240,1430,1400,1380,1340,1440,1400,1390,1370,1450,1400,1360,1330,1410
PCurrent,18010,18310,18000,17870,18120,18020,18910,19640,20520,21800,22290,22610,22750,23260,22990,22590,22130,21120,20880,20820,20770,20820,20650,20550,20440,20510,21040,21200,21470,21300,20680,20050,19120,18440,17900,17700,17520,16950,16329,15440,14820,14860,14750,14830,14750,14530,14520,14750,15140,15430,15610,15380
CPCurrent,4000,3940,4010,4030,3980,4000,3810,3670,3510,3310,3230,3190,3170,3100,3140,3190,3260,3410,3450,3460,3470,3460,3490,3510,3530,3520,3430,3400,3360,3380,3490,3600,3770,3910,4030,4070,4120,4250,4420,4670,4870,4850,4890,4860,4890,4960,4970,4890,4760,4670,4620,4690
ZCurrent,3790,4730,5480,4930,4670,5030,4730,5760,6020,6310,6180,5620,5910,4600,3570,2820,3350,3860,4660,5630,5060,5780,6010,5650,5440,5640,6110,6720,7250,7420,8280,8810,8160,7440,6620,6360,6840,7250,7020,6130,5460,4790,3930,4480,4510,4600,4130,3640,3850,4100,4890,5080
CZCurrent,19030,15240,13160,14640,15440,14340,15230,12510,11980,11430,11680,12820,12210,15690,20200,25610,21540,18680,15460,12800,14240,12480,12000,12760,13270,12790,11790,10730,9950,9710,8710,8180,8840,9680,10890,11340,10540,9940,10280,11770,13210,15040,18340,16090,15980,15660,17450,19800,18750,17590,14750,14210
ZOCurrent,4670,6140,7150,6430,6010,6310,5930,7200,7560,7980,7800,7070,7410,5790,4580,3670,4290,5010,6000,7190,6440,7210,7400,6960,6780,7040,7700,8420,9050,9480,10480,11180,10340,9330,8330,7880,8470,8940,8680,7650,6890,6050,4930,5670,5700,5850,5440,4830,5090,5410,6340,6570
CZOCurrent,15430,11750,10090,11220,11990,11430,12150,10020,9540,9030,9240,10190,9740,12450,15740,19650,16800,14390,12020,10030,11200,10000,9740,10360,10630,10240,9360,8560,7970,7600,6880,6450,6980,7730,8660,9150,8510,8070,8310,9430,10470,11910,14620,12730,12650,12330,13250,14920,14160,13330,11370,10980
DTAR,820,840,830,860,,850,860,860,,860,840,860,,870,880,860,,840,830,850,,830,900,850,840,850,830,840,810,830,820,850,850,840,840,850,860,850,840,870,870,860,860,850,840,850,850,850,850,840,840,850
CG,4460,5260,5040,5930,,5640,6090,6050,,5940,5440,6310,,6560,7020,6230,,5070,4820,5540,,4780,8770,5460,5130,5560,5010,5270,4230,4890,4650,5610,5630,5210,5380,5550,5970,5730,5210,6850,6420,6230,6310,5740,5260,5660,5520,5880,5600,5200,5270,5590
NetDebt,15591212000000,13585382000000,14228647000000,15350903000000,,17178907000000,15036384000000,15811695000000,,18358142000000,18470635000000,19474046000000,,14682148000000,14361852000000,13510579000000,,13608829000000,11134435000000,10296665000000,,10768932000000,28501830000000,11224282000000,11524999000000,11398790000000,11590505000000,11952571000000,13917050000000,12918554000000,12969398000000,15518503000000,15486776000000,13944791000000,17465494000000,17370263000000,15827389000000,13753284000000,13999042000000,16921371000000,15822525000000,15147356000000,13885579000000,14757411000000,14941518000000,14899935000000,16327814000000,16287876000000,16205924000000,16017223000000,16585137000000,17608749000000
NetDebtEBITDA,20680,14420,13250,15720,,18000,16600,14920,,15940,16370,18950,,17200,20650,23720,,18550,12910,10220,,10720,27680,11590,12150,11630,10870,10260,11200,9910,9040,10220,10940,10880,15170,15760,13530,11100,11620,15820,16290,17590,19420,18190,18330,17860,20910,23230,22040,20540,18400,18880
RN,130,140,130,140,140,130,140,140,150,150,140,140,140,150,160,170,170,160,170,180,180,190,180,180,180,180,180,180,170,170,160,140,130,130,120,110,110,110,110,100,100,100,100,100,100,100,100,100,100,100,100,100
CRN,2912000,2628000,2712000,2619000,2584000,2780000,2688000,2622000,2510000,2435000,2537000,2653000,2636000,2433000,2288000,2108000,2152000,2220000,2121000,1998000,2003000,1898000,1998000,2044000,2041000,2059000,1981000,2012000,2093000,2189000,2333000,2530000,2705000,2847000,3103000,3228000,3299000,3412000,3416000,3586000,3722000,3753000,3745000,3610000,3595000,3636000,3719000,3746000,3711000,3697000,3716000,3840000
CPZ,4319000,4350000,4421000,4420000,4360000,4538000,4653000,4571000,4375000,4236000,4030000,4033000,4006000,4063000,4438000,4635000,4731000,4716000,4394000,4323000,4335000,4305000,5562000,5556000,5281000,5426000,4484000,4513000,4378000,4421000,4593000,4880000,5503000,5783000,6161000,6198000,6380000,6772000,6996000,7697000,8021000,8008000,8300000,7902000,7580000,7491000,7178000,7087000,7010000,6773000,6671000,6738000
RM,70,70,70,70,70,70,70,70,70,70,80,80,80,80,70,70,70,70,70,70,70,70,60,60,60,60,70,70,70,70,70,60,60,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,50,50,50
