,2007/Q4,2008/Q4,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ZFI_qq,,,,,2396.74,-6.96,7.22,10.20,526.65,-63.25,-32.08,-11.86,,,,-3.81,-155.60,636.09,,,,,,,,-117.68,-166.25,,,,,,,,
ZFI_sq,,,,,-29.52,-40.44,38.55,14.37,14.67,23.47,-20.81,12.89,,,,-46.39,-61.62,183.01,,,,,,,,116.79,-81.74,,,,,,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,17.26,-8.28,,-12.42,,,,,-4.41,11.64,,,12.66,0.45,-0.78,-5.07,-2.18,15.40,15.25,26.03,16.68,-1.52,-6.69,-12.64,-7.57,20.95,26.15,37.55,36.44,9.44,9.56,3.53,5.38,6.11
DTAR_sy,,-5.49,-2.91,,-3.07,,,,,12.82,10.45,,,-14.66,-8.02,6.77,-3.77,5.85,14.25,5.12,-4.15,0.69,-8.12,-0.96,7.99,-4.81,1.42,-10.24,1.16,4.84,3.59,6.74,2.34,14.01,5.87
DTAR_qq,,,,,-15.09,-2.88,-6.71,,,,8.96,3.71,0.99,-1.29,-2.84,2.44,-3.38,1.71,14.63,2.30,5.66,-5.84,-3.24,-3.07,-1.07,-0.38,26.61,1.09,7.87,-1.18,1.56,1.20,1.93,0.59,2.26
DTAR_sq,,,,,30.91,-10.32,0.58,,,,-1.54,-8.05,11.06,-15.12,6.11,6.74,0.09,-6.63,14.53,-1.79,-8.74,-1.91,4.51,5.87,-0.50,-13.53,11.34,-6.30,12.13,-10.39,10.02,-3.45,7.52,-0.17,2.16
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,107.24,-35.96,,-38.11,,,,,-11.81,36.62,,,42.91,1.45,-2.64,-15.74,-7.05,73.49,79.75,178.97,85.39,-6.83,-27.27,-49.86,-29.52,358.64,543.18,-1402.91,-2482.22,-309.71,-223.00,56.05,77.67,65.42
CG_sy,,-9.76,-7.02,,-5.86,,,,,25.37,-2.26,,,-39.66,-18.34,-1.79,-7.56,24.71,5.14,0.45,-2.65,-13.44,-3.60,-2.07,-6.31,-8.12,-0.64,-5.23,-16.10,-8.97,6.77,25.42,32.40,14.30,4.68
CG_qq,,,,,-46.30,-8.32,-17.25,,,,28.20,12.69,3.45,-4.38,-8.99,8.15,-10.48,5.49,69.86,12.06,38.94,-29.90,-14.63,-12.52,-4.22,-1.46,455.56,22.67,-294.02,-80.16,51.09,28.05,30.68,8.45,24.27
CG_sq,,,,,75.39,-18.19,8.52,,,,-15.39,-15.85,18.06,-28.20,14.50,1.19,11.13,-3.14,-3.47,-3.32,7.69,-13.88,7.51,-1.78,3.03,-15.54,16.25,-6.32,-8.79,-8.36,36.36,10.05,-3.72,-20.89,24.88
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,299.02,-47.20,,190.13,,,,,-2.89,41.53,,,9.15,-3.04,-1.45,-12.69,42.08,75.18,85.40,59.09,-28.00,-80.00,-57.69,-53.45,-35.73,727.91,281.92,-1204.00,-2072.96,-283.88,-210.31,98.09,98.99,99.76
LDER_sy,,16.26,43.09,,1.08,,,,,21.06,2.61,,,-36.11,-36.73,-17.02,-10.35,12.23,16.70,-7.15,-8.52,-21.09,-21.15,-21.26,-1.99,23.02,6.33,1.00,-14.49,-5.91,-9.31,-0.79,-23.44,-40.83,-14.79
LDER_qq,,,,,119.87,-20.34,-13.51,,,,26.05,15.85,-22.93,-3.01,11.97,17.75,-31.72,57.83,38.05,24.62,-41.41,-28.57,-61.66,163.66,-35.53,-1.39,393.93,21.63,-286.35,-76.23,53.97,27.03,96.78,6.40,89.12
LDER_sq,,,,,-16.27,1.55,13.83,,,,-3.52,-7.28,-15.99,-14.98,-4.46,21.61,-9.24,6.43,-0.65,-3.24,-10.58,-8.20,-0.73,-3.37,11.30,15.23,-14.20,-8.22,-5.76,26.79,-17.30,0.40,-27.27,-2.01,19.09
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-74.98,16.64,,125.00,,,,,0.64,-26.64,,,0.08,7.62,8.56,15.09,-25.15,-15.34,-23.58,-4.21,67.07,383.72,147.49,150.21,109.08,-2.36,135.69,27.74,33.73,1.61,-5.19,1810.05,1593.01,11872.44
PZAT_sy,,3.70,-33.53,,-12.87,,,,,16.45,14.75,,,-3.50,1.44,2.81,0.61,-5.08,-13.66,-13.35,-9.94,-7.47,-3.89,-0.26,14.68,20.76,4.29,-8.00,-14.43,-21.07,-8.23,6.44,26.87,25.73,32.29
PZAT_qq,,,,,300.12,22.80,14.26,,,,-16.71,-12.15,33.81,2.22,-10.44,-11.38,41.85,-33.52,1.31,-20.00,77.80,15.94,193.33,-59.07,79.75,-3.12,36.99,-1.21,-2.57,1.42,4.09,-7.82,1862.75,-10.10,636.07
PZAT_sq,,,,,-18.50,7.26,4.80,,,,3.26,-2.35,-5.95,1.75,8.55,-1.03,-7.96,-4.01,-1.26,-0.67,-4.33,-1.38,2.56,3.08,9.99,3.85,-11.42,-9.07,2.31,-4.21,2.99,5.46,21.94,-5.07,8.36
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,14.99,31.21,,-68.28,,,,,-0.01,3.99,,,-8.91,-4.16,-5.27,-5.03,12.07,-13.18,-5.47,-25.21,-30.15,-43.53,-36.77,-33.21,-36.11,-68.70,-76.59,-78.48,-78.08,-43.58,-43.27,-155.49,-161.38,-202.64
PELDR_sy,,19.04,3.45,,-10.49,,,,,-8.98,-2.90,,,-0.56,1.12,17.52,9.72,-0.88,-3.53,1.01,9.67,-1.84,12.50,3.82,-3.13,-1.49,-15.59,-10.48,-7.42,-0.70,4.91,-4.40,-3.69,-9.54,-5.20
PELDR_qq,,,,,-72.47,-6.32,-3.75,,,,0.10,5.26,-14.00,0.51,5.33,4.04,-13.77,18.61,-18.41,13.28,-31.78,10.79,-34.04,26.86,-27.95,5.99,-67.69,-5.14,-33.76,7.95,-16.83,-4.61,-164.80,-19.40,-39.08
PELDR_sq,,,,,-15.23,1.08,-11.87,,,,-5.98,-9.64,3.71,12.85,-4.39,5.02,-3.18,1.95,-6.94,9.95,5.13,-8.75,6.66,1.46,-1.90,-7.21,-8.61,7.61,1.45,-0.47,-3.44,-1.94,2.20,-6.51,1.19
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-22.36,18.76,,103.54,,,,,7.12,-5.56,,,-18.27,-2.36,1.17,6.51,23.98,-10.91,-8.94,-44.20,-46.06,-44.21,-19.24,26.50,11.05,-30.70,-56.51,-68.78,-67.05,-47.80,-49.79,-147.92,-150.00,-189.73
TSF_sy,,13.77,9.50,,-1.14,,,,,-0.49,-1.82,,,3.52,-1.21,2.74,10.92,1.13,-4.53,-5.99,-3.30,-5.41,6.56,3.56,11.91,9.65,4.77,4.59,-13.60,-5.91,-5.45,-7.95,-1.93,-6.34,-11.45
TSF_qq,,,,,111.82,-4.09,6.50,,,,-6.10,-1.28,-13.47,1.89,12.18,2.30,-8.91,18.60,-19.39,4.56,-44.17,14.64,-16.63,51.35,-12.55,0.64,-47.97,-5.01,-37.22,6.19,-17.57,-8.62,-159.92,-10.80,-47.92
TSF_sq,,,,,-7.66,3.46,-2.46,,,,-3.77,-1.07,-9.92,20.71,-8.17,2.88,-2.74,10.06,-13.31,1.31,0.04,7.66,-2.34,-1.54,8.10,5.48,-6.68,-1.72,-10.70,14.87,-6.23,-4.31,-4.85,9.70,-11.35
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,14.87,-8.73,,19.84,,,,,-3.97,4.47,,,7.63,1.33,2.29,-0.29,2.33,16.66,13.71,12.72,8.60,-2.05,4.59,20.94,17.56,165.93,153.78,117.34,117.64,-5.98,-12.38,-17.41,-20.80,-12.94
ZKO_sy,,6.53,-7.45,,6.80,,,,,6.48,6.77,,,-4.85,-4.52,-6.66,-10.60,0.50,2.34,-0.33,6.38,8.67,6.29,7.99,4.24,-0.80,-1.48,-5.60,-2.31,0.32,-0.50,-0.78,2.35,2.25,6.73
ZKO_qq,,,,,17.84,-1.30,-2.83,,,,5.71,1.03,1.23,-0.44,-0.47,1.98,-1.32,2.17,13.47,-0.61,-2.18,-1.56,2.34,6.13,13.12,-4.31,131.50,1.28,-3.12,-4.18,,-5.61,-8.68,-8.12,9.93
ZKO_sq,,,,,20.94,0.72,0.10,,,,0.38,5.27,-1.91,-8.20,0.72,2.92,-6.05,3.19,2.56,0.24,0.27,5.41,0.32,1.85,-3.22,0.32,-0.37,-2.41,0.16,3.03,,-2.69,3.33,2.93,3.14
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-12.81,42.52,,-71.63,,,,,3.04,-1.83,,,-5.85,-1.65,-3.21,0.18,-2.86,-24.26,-24.73,-31.75,-18.85,4.80,6.53,11.26,-2.27,-68.32,-73.21,-115.82,-108.30,-153.05,-188.12,-125.04,-358.73,-205.61
OSF_sy,,9.63,-3.92,,0.04,,,,,-1.73,-7.32,,,-4.64,2.06,-0.25,3.82,1.54,-0.99,0.76,3.39,3.07,8.68,1.77,-6.14,-4.22,-7.23,-2.29,-0.98,2.66,1.90,3.02,3.48,1.23,-1.34
OSF_qq,,,,,-76.98,0.94,0.88,,,,-3.88,-0.85,-1.79,0.59,0.42,-2.43,1.65,-2.46,-21.71,-3.04,-7.83,15.98,1.10,-1.44,-3.74,1.88,-67.23,-16.64,-156.83,46.53,-109.43,-38.45,-45.15,-9.00,-39.52
OSF_sq,,,,,-1.72,-0.31,-0.08,,,,-5.77,2.43,-0.67,-0.54,0.85,0.11,3.39,-2.72,-1.66,1.88,6.10,-3.03,3.69,-4.60,-2.15,-1.04,0.43,0.48,-0.84,2.60,-0.32,1.58,-0.39,0.36,-2.85
NetDebt,15091000000,37593000000,41218000000,64378000000,94136000000,91186000000,86824000000,,,104327000000,122850000000,134627000000,126404000000,128994307000,119054717000,116489180000,111792774000,111987145000,119610314000,109463207000,115433412000,90343901000,98549170000,88975609000,80066505000,82373968000,87853343000,89987980000,93203130000,93216026000,95266882000,98673788000,104398871000,110206154000,102097808000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,159.28,-72.37,,85.72,,,,,4.41,75.80,,,519.45,74.32,120.95,-50.13,-58.26,-410.12,-145.95,-571.48,27.42,109.22,129.54,108.08,-73.04,-172.16,-219.03,-173.31,-162.96,2088.72,2350.64,4342.61,-1081.56,786.36
NetDebtEBITDA_sy,,-11.07,-18.19,,51.01,,,,,-2.95,-37.49,,,-48.52,-25.40,37.82,27.96,210.47,146.72,50.63,10.65,-9.24,-16.81,-14.42,-9.16,-0.31,26.39,-6.70,-9.30,0.02,46.53,65.65,19.57,-12.06,-59.70
NetDebtEBITDA_qq,,,,,-25.92,6.00,-12.56,,,,47.23,13.76,138.04,55.37,-58.57,44.19,-46.28,30.05,-407.84,78.64,-451.25,135.15,-77.72,-31.57,50.77,17.30,-159.63,-12.87,7.14,-0.73,1983.66,27.74,75.04,-128.05,1513.05
NetDebtEBITDA_sq,,,,,29.95,-17.25,39.78,,,,-9.97,0.43,17.48,-51.54,30.49,85.54,9.08,17.57,3.69,13.28,-19.88,-3.57,-4.95,16.53,-14.95,5.83,20.50,-13.98,-17.32,16.71,76.53,-2.76,-40.32,-14.16,-19.11
DebtFin,-4227000000,-4118000000,-9151000000,-6379000000,-9313000000,-5807000000,47758000000,,,68480000000,66063000000,70767000000,60738000000,74595553000,77960304000,72650484000,73314649000,74151302000,66518005000,58291426000,47184599000,46057402000,44359952000,45698898000,44701471000,44859065000,45401379000,46486194000,47158686000,47181205000,47779644000,47677789000,46209528000,43998251000,44576924000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-1.40,44.00,,17.24,,,,,1176.24,71.87,,,445.73,112.27,162.15,-31.94,-52.21,-363.37,-139.23,-393.87,-1.90,107.46,128.49,111.03,-71.20,-182.85,-219.72,-166.44,-158.51,2030.06,2205.16,3811.41,-831.99,671.62
DebtFinEBITDA_sy,,17.27,83.32,,383.81,,,,,446.86,-42.76,,,-284.58,-417.40,-68.18,-102.25,101.11,34.06,23.87,66.18,-41.00,67.37,103.75,-153.10,1452.54,221.64,492.91,99.06,696.94,286.65,560.55,-9563.75,-100.41,-26.78
DebtFinEBITDA_qq,,,,,26.04,31.77,855.29,,,,20.62,11.20,117.60,86.99,-53.08,37.33,-43.51,31.30,-358.55,79.54,-323.14,143.83,-80.33,-21.92,63.90,14.41,-156.59,-12.83,9.05,-0.76,1966.51,23.07,60.35,-125.30,1645.33
DebtFinEBITDA_sq,,,,,134.37,-125.46,637.09,,,,-11.37,-290.81,-19.31,8.52,-52.41,-1.10,-43.48,100.50,-9121.00,-16.73,36.26,100.88,-5089.83,113.42,-4400.76,105.39,290.94,-34.60,-106.83,4662.50,89.67,11.73,-199.95,99.81,33893.33
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-24.10,56.16,,-76.33,,,,,7.30,-6.03,,,-12.53,-2.94,-5.37,0.47,-5.07,-35.08,-33.80,-39.45,-25.27,6.99,1.86,-8.03,-16.86,-88.09,-89.44,-107.28,-103.81,-156.40,-200.57,-172.51,-480.35,-251.25
SP1_sy,,9.23,-5.92,,-1.67,,,,,-11.67,-5.29,,,-5.45,-0.86,1.96,6.13,3.06,2.39,7.70,8.54,-2.65,1.05,-11.06,-8.11,4.61,-2.11,5.96,10.67,-2.69,9.14,11.72,-11.55,-5.54,-16.99
SP1_qq,,,,,-80.46,2.27,3.83,,,,-9.07,-1.87,-2.97,1.02,0.90,-4.32,3.02,-4.55,-31.00,-2.44,-5.77,17.81,-1.22,-7.12,-14.91,6.50,-85.85,-17.63,-158.63,44.28,-109.61,-46.88,-58.87,-18.66,-26.86
SP1_sq,,,,,-33.47,3.21,-10.09,,,,-3.60,-1.91,-3.98,4.13,1.09,0.87,-0.06,1.13,0.43,6.10,0.72,-9.29,4.25,-6.62,4.06,3.26,-2.45,1.08,8.68,-9.20,9.42,3.47,-13.96,-3.03,-3.84
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,4.17,29.46,,-65.95,,,,,6.03,8.60,,,-9.31,-4.30,-6.05,-5.03,11.84,-13.05,-6.00,-25.21,-35.95,-43.53,-35.88,-33.21,-29.61,-68.70,-76.59,-78.48,-78.08,-43.58,-43.27,-155.49,-161.38,-202.64
SP2_sy,,15.46,4.62,,-13.46,,,,,-11.81,-10.40,,,2.54,7.99,18.45,7.02,-7.88,-6.29,1.54,7.18,6.23,8.08,4.01,-4.81,-0.42,-5.04,-0.73,4.24,6.01,1.46,-0.67,-7.86,-13.52,-8.53
SP2_qq,,,,,-73.83,-7.40,-1.91,,,,0.46,5.27,-14.00,-0.29,6.01,3.34,-13.06,17.43,-17.58,11.73,-30.83,0.56,-27.34,26.86,-27.95,5.99,-67.69,-5.14,-33.76,7.95,-16.83,-4.61,-164.80,-19.40,-39.08
SP2_sq,,,,,-15.60,0.38,-10.76,,,,-9.33,-11.10,18.32,7.52,-4.52,-2.49,6.90,-7.45,-2.86,5.65,12.84,-8.26,-1.17,1.67,3.27,-4.03,-5.76,6.29,8.44,-2.40,-9.81,4.06,0.59,-8.39,-4.61
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-52.22,80.14,,-22.14,,,,,-91.41,27.52,,,1166.67,54.70,140.07,-31.90,54.29,111.71,-83.81,-91.69,-40.87,-76.51,-51.70,15.00,-87.61,-76.45,-85.90,-77.39,-27.59,-24.55,700.00,188.46,178.57,383.13
CAR_sy,,-5.60,-12.65,,21.89,,,,,-32.16,-17.17,,,53.03,70.54,62.13,33.96,15.65,-28.12,-12.58,-3.60,-6.89,61.76,8.14,39.66,44.02,-4.83,-1.96,-23.05,-26.51,-4.02,-6.11,14.63,-25.27,-14.67
CAR_qq,,,,,54.63,-39.32,-49.52,,,,649.38,36.90,112.76,-41.97,-8.48,112.46,-39.65,31.48,25.58,-83.75,-69.04,836.00,-50.11,-66.60,-26.28,0.87,-5.17,-80.00,18.18,223.08,-1.19,112.05,-57.39,212.00,71.37
CAR_sq,,,,,-10.27,-32.20,-26.40,,,,-10.14,16.75,34.86,8.17,0.14,10.99,11.43,-6.61,-37.76,34.98,22.88,-9.80,8.12,-9.76,58.70,-6.98,-28.56,-7.04,24.55,-11.16,-6.70,-9.06,52.07,-42.08,6.54
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-34.89,10.97,,40.60,,,,,33.10,3.55,,,-34.82,30.13,32.05,37.90,65.58,-18.99,-47.07,-64.23,-63.28,-34.80,-30.56,-45.87,-39.89,-77.89,-72.87,-52.81,-57.71,-10.12,-12.12,-14.46,2.07,47.15
QR_sy,,-1.15,9.60,,-6.35,,,,,1.33,-2.76,,,4.53,-0.92,-2.87,2.28,-6.21,2.57,17.11,2.15,-2.94,6.61,-4.06,-4.72,6.42,-9.28,0.56,1.29,-9.89,-4.33,-6.22,-3.78,-10.01,-0.14
QR_qq,,,,,13.15,-27.96,-19.74,,,,-37.56,6.11,-1.97,0.36,24.66,7.67,2.37,20.51,-39.01,-29.64,-30.83,23.72,8.29,-25.06,-46.08,37.40,-60.16,-8.06,-6.22,23.13,-15.33,-10.11,-8.71,46.92,22.06
QR_sq,,,,,-2.97,1.19,-4.53,,,,-8.39,-5.02,5.32,14.06,-13.17,-6.89,10.91,4.59,-5.04,6.30,-3.26,-0.61,4.30,-4.34,-3.91,11.00,-11.08,6.03,-3.21,-1.24,-5.60,3.94,-0.70,-7.64,4.75
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-7.84,7.27,,31.08,,,,,10.58,-2.11,,,-19.85,-4.10,-1.41,1.90,27.67,-13.76,-10.08,-25.87,-40.28,-31.26,-26.94,-18.58,-16.58,-59.49,-65.23,-55.35,-55.58,4.14,12.13,4.65,9.56,0.05
CR_sy,,8.88,0.93,,4.07,,,,,-10.81,-8.87,,,-1.27,1.45,8.16,2.70,1.37,-2.39,-1.72,-2.95,-6.44,2.19,2.11,1.26,13.07,-4.26,9.76,6.53,-7.12,9.94,-6.02,-5.21,-10.09,-14.05
CR_qq,,,,,31.42,-7.48,5.66,,,,-6.47,0.84,-15.91,1.06,11.91,3.67,-13.09,26.62,-24.41,8.09,-28.36,2.01,-12.99,14.88,-20.16,4.52,-57.74,-1.41,2.54,3.97,-0.92,6.16,-4.30,8.84,-9.52
CR_sq,,,,,-4.55,6.62,-7.30,,,,-5.29,-6.72,4.43,7.01,-2.68,-0.54,-0.85,5.63,-6.29,0.14,-2.09,1.83,2.36,0.06,-2.91,13.71,-13.32,14.71,-5.77,-0.86,2.60,-1.94,-4.96,-5.96,-1.92
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-52.22,80.14,,-22.14,,,,,-91.41,27.52,,,1166.67,54.70,140.07,-31.90,54.29,111.71,-83.81,-91.69,-40.87,-76.51,-51.70,15.00,-87.61,-76.45,-85.90,-77.39,-27.59,-24.55,700.00,188.46,178.57,383.13
PP_sy,,2.57,-15.17,,7.86,,,,,-32.08,-11.31,,,47.01,90.20,40.43,31.47,11.42,-22.29,-10.85,-11.17,-22.91,23.15,-2.32,74.72,51.87,20.05,17.54,-20.91,-6.50,-31.21,-5.33,-12.85,-26.77,-14.67
PP_qq,,,,,54.63,-39.32,-49.52,,,,649.38,36.90,112.76,-41.97,-8.48,112.46,-39.65,31.48,25.58,-83.75,-69.04,836.00,-50.11,-66.60,-26.28,0.87,-5.17,-80.00,18.18,223.08,-1.19,112.05,-57.39,212.00,71.37
PP_sq,,,,,-6.24,-22.25,-38.75,,,,-20.03,22.20,26.13,19.26,3.47,-9.77,18.08,1.07,-27.84,3.52,17.65,-12.29,15.29,-17.89,110.43,-23.76,-8.87,-19.60,41.60,-9.88,-32.95,10.63,30.35,-24.26,-21.87
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-28.39,-2.07,,70.90,,,,,53.35,-15.45,,,-47.78,26.82,12.19,80.48,69.64,-44.27,-28.19,-57.91,-61.56,-4.59,-31.93,-48.68,-34.59,-78.18,-71.93,-50.27,-59.90,-7.18,-38.02,-23.84,-21.09,-5.47
RCLR_sy,,-12.30,4.86,,1.06,,,,,-4.86,-9.14,,,-8.65,-4.60,-21.16,-13.91,-0.05,0.20,10.35,16.02,3.79,6.65,6.23,-22.65,-16.16,-16.03,-7.94,15.30,2.16,-6.78,-9.72,-6.81,-19.50,-6.05
RCLR_qq,,,,,21.63,-22.05,-1.78,,,,-45.84,1.26,-26.23,29.08,31.53,-10.42,18.67,21.33,-56.79,15.42,-30.45,10.81,7.25,-17.65,-47.56,41.24,-64.22,5.95,-7.11,13.88,-17.19,-29.25,14.13,17.99,-0.79
RCLR_sq,,,,,6.54,9.73,-1.12,,,,-5.56,7.61,-6.93,-3.42,-1.38,-11.07,1.63,12.13,-1.13,-2.06,6.85,0.32,1.60,-2.45,-22.21,8.74,1.76,6.94,-2.57,-3.65,-7.14,3.56,0.58,-16.77,8.37
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-21.43,26.45,,22.01,,,,,14.36,3.75,,,-27.11,-6.95,-4.95,-0.78,41.10,-26.20,-15.13,-71.67,-77.02,-112.44,-74.25,-215.42,-163.80,-1885.37,-903.38,-650.07,-1019.78,-8.80,-3.01,-16.13,-13.36,-21.79
KP_sy,,17.38,-6.71,,1.07,,,,,-13.60,-10.77,,,-8.92,1.33,20.91,15.70,-6.00,-4.22,17.95,-9.92,-9.92,-1.40,-19.31,-2.43,10.63,-22.60,13.16,15.72,9.41,25.44,-5.62,-16.44,-22.95,-27.49
KP_qq,,,,,21.18,-11.86,4.01,,,,-5.64,3.86,-26.72,1.51,20.46,6.08,-23.50,44.34,-37.00,22.00,-74.46,17.05,-134.12,352.44,-214.49,35.30,-961.74,-2.15,-6.90,3.41,-3.16,3.29,-20.51,5.72,-10.84
KP_sq,,,,,-24.56,15.10,-14.02,,,,-11.20,-24.84,14.24,19.44,-1.19,-10.32,9.32,-2.96,0.68,10.44,-16.51,-2.95,10.19,-9.62,0.94,10.04,-22.90,32.13,3.23,4.04,-11.61,-0.59,-8.61,-4.06,-16.81
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,23.93,-2.84,,268.94,,,,,-5.16,104.54,,,-19.29,-69.91,-82.39,-22.85,11.07,-2.27,5.77,107.84,83.87,-166.41,-193.50,-136.49,-144.67,1432.63,-2461.23,-18820.91,311137.84,-14147.15,2240.48,233.19,-95.15,98.29
PKKO_sy,,18.71,4.94,,10.15,,,,,-10.63,-31.61,,,7.12,28.79,48.20,-7.08,-9.34,-24.68,-7.45,-2.39,-2.19,2.46,-13.55,-3.62,7.69,-13.45,-19.20,-5.50,-14.91,-11.22,23.94,-4.72,-22.33,-16.78
PKKO_qq,,,,,157.84,-10.85,-7.75,,,,98.93,60.87,-74.68,-0.38,-25.83,-5.84,10.91,43.41,-34.74,1.90,117.94,26.87,-123.57,-43.46,14.95,-55.31,803.21,-375.73,-528.32,2653.12,-131.76,142.02,-60.90,-7.03,-111.18
PKKO_sq,,,,,-4.01,3.38,22.43,,,,-6.31,-16.58,34.74,1.73,12.64,-4.01,-15.52,-0.74,-6.42,17.95,-10.91,-0.54,-1.97,-0.47,-0.67,11.12,-21.21,-7.09,16.17,0.06,-17.79,29.70,-10.69,-18.43,-11.91
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-23.19,46.80,,-45.64,,,-31.81,5.81,6.74,-6.70,10.18,-13.91,6.64,32.25,11.05,2.52,-7.65,-15.64,-14.71,-80.43,-71.08,-59.96,-103.25,276.05,51.42,-183.16,1994.49,-76.28,-62.61,144.94,-73.50,-21.97,-20.62,549.56
RN_sy,,19.18,-4.02,,-6.57,,,-17.58,-8.14,-9.77,0.45,-10.53,-19.38,-10.11,-11.71,-8.34,10.81,3.43,7.73,4.41,1.36,0.90,-5.97,6.44,9.10,8.55,12.85,15.87,2.93,-2.53,-3.00,-7.81,3.69,8.45,3.32
RN_qq,,,,,-15.77,-15.82,0.38,-4.19,30.69,-15.08,-12.26,13.15,2.11,5.20,8.81,-4.99,-5.73,-5.24,-0.61,-3.94,-78.37,40.00,37.64,-107.79,2605.85,-43.63,-175.59,277.43,-68.63,-11.14,-9.15,4.63,-7.63,-9.59,643.44
RN_sq,,,,,-10.04,-0.80,-8.37,0.79,0.27,-2.56,2.02,-10.24,-9.65,8.65,0.20,-6.81,9.23,1.41,4.36,-9.68,6.04,0.96,-2.75,2.23,8.69,0.45,1.10,4.97,-3.45,-4.87,0.61,-0.24,8.60,-0.51,-4.15
CRN,52000,68000,46000,71000,85000,101000,100000,105000,80000,94000,108000,95000,93000,89000,81000,86000,91000,96000,96000,100000,464000,332000,241000,-3093000,123000,219000,-290000,163000,520000,586000,645000,616000,667000,738000,99000
CRN_yy,,30.77,-32.35,,84.78,,,47.89,-5.88,-6.93,8.00,-9.52,16.25,-5.32,-25.00,-9.47,-2.15,7.87,18.52,16.28,409.89,245.83,151.04,-3193.00,-73.49,-34.04,-220.33,105.27,322.76,167.58,322.41,277.91,28.27,25.94,-84.65
CRN_sy,,-16.32,4.40,,7.23,,,21.88,8.99,10.61,-0.51,11.79,23.71,11.62,13.33,9.17,-10.00,-7.69,-7.24,-5.04,-0.93,1.96,5.37,-11.50,-8.41,-6.25,-12.50,-8.00,-3.06,2.56,5.82,8.70,-3.16,-8.00,-4.00
CRN_qq,,,,,19.72,18.82,-0.99,5.00,-23.81,17.50,14.89,-12.04,-2.11,-4.30,-8.99,6.17,5.81,5.49,,4.17,364.00,-28.45,-27.41,-1383.40,103.98,78.05,-232.42,156.21,219.02,12.69,10.07,-4.50,8.28,10.64,-86.59
CRN_sq,,,,,11.25,0.56,9.50,-0.51,-0.51,2.06,-1.52,11.79,10.09,-7.92,,7.69,-9.24,-5.56,,10.24,-5.31,-2.80,3.85,-7.41,-2.00,-0.51,-3.08,-2.65,3.26,5.26,,,-8.00,,4.35
