,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070
ShareAmountCurrent,15400000000,15400000000,15400000000,15400000000,15400000000,15400000000,15400000000,15400000000,15400000000,19200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,20200916000,19969434000,19969434000,19969434000,19969434000,19969434000,19969434000,19969434000,19969434000,19969434000,19969434000,19969434000,19969434000
WKCurrent,-310,-290,-330,-240,-230,-260,-260,-170,510,310,300,260,290,360,380,420,450,480,490,510,530,590,570,570,590,640,640,680,700,740,730,690,720,790,780,750,780,810,780,770,790,820,830,840,850,880,880,880,910,930,920,940
CWKCurrent,,,,,,,,,2110,3430,3590,4190,3680,2940,2790,2570,2380,2220,2200,2090,2009,1820,1890,1880,1820,1680,1680,1580,1530,1450,1460,1540,1480,1350,1370,1430,1370,1320,1370,1390,1350,1300,1290,1280,1260,1220,1220,1210,1170,1150,1160,1140
WKGrahamCurrent,-620,-620,-670,-570,-570,-620,-620,-530,140,0,0,-40,0,70,90,110,150,200,200,230,240,310,290,300,320,370,380,410,440,490,480,440,470,520,520,500,520,530,520,500,530,560,570,580,580,610,610,630,630,550,520,510
CWKGrahamCurrent,,,,,,,,,7820,,432300,,,14980,12020,9360,6980,5360,5250,4730,4420,3430,3650,3560,3290,2900,2820,2590,2410,2200,2220,2450,2280,2040,2050,2150,2070,2009,2070,2150,2020,1920,1890,1840,1860,1770,1750,1700,1690,1940,2040,2090
PCurrent,420,1300,1190,1210,1250,1390,1700,1960,2330,1840,1750,1710,1760,2330,2430,2680,2970,2770,2580,2670,2270,2160,2120,1760,1670,1830,1980,2340,2480,2640,2580,2490,2630,2750,2530,2250,2250,1990,2120,2050,1930,1920,2000,2040,2000,2080,2050,2050,1770,1650,1570,1870
CPCurrent,2540,820,900,880,860,770,630,550,460,580,610,630,610,460,440,400,360,390,410,400,470,500,510,610,640,590,540,460,430,410,420,430,410,390,420,480,480,540,500,520,560,560,530,520,540,510,520,520,610,650,680,570
ZCurrent,-120,20,-40,50,60,30,120,80,120,10,-20,-100,-110,70,90,160,160,120,100,90,80,110,80,60,50,50,70,110,110,100,100,70,70,100,100,110,110,80,70,70,60,50,90,70,60,50,50,50,60,50,40,50
CZCurrent,,46550,,21430,18920,30800,9080,14250,8880,91720,,,,15850,12470,6620,6780,9000,10450,11330,12750,10140,13140,18600,19920,22240,15540,9820,9450,10650,11070,16170,14590,10390,11000,10170,9750,12620,16309,15510,17230,20570,11920,14600,18910,19780,22300,23300,16850,20330,26710,20990
ZOCurrent,-130,40,-20,50,60,30,140,100,130,20,-30,-100,-90,90,110,210,200,170,160,150,140,150,130,90,80,70,100,140,150,130,130,90,100,130,130,140,140,110,100,100,110,80,100,90,60,70,70,60,100,70,70,70
