,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QR_qq,,,,-16.93,-71.17,241.36,140.84,219.82,-65.24,65.35,4.78,-22.92,-21.58,47.46,-19.08,-37.53,-59.30,29.19,34.29,-11.95,94.47,5.48,-37.99,16.66,1.39,7.53,-13.01,52.37,-72.31,8.65,-52.30,-28.11,-28.12,-2.31,25.53,93.19,-30.08,10.02,2.26
QR_sq,,,,-16.93,-66.25,85.13,54.56,469.09,-74.51,-14.09,-18.34,257.97,-60.60,-37.46,-11.87,24.69,-28.25,15.66,-0.66,-23.40,-32.30,13.70,-17.78,13.37,-10.33,-14.84,42.50,-6.62,-9.91,-19.48,23.93,-2.76,2.46,-0.78,0.33,18.17,-18.74,1.68,-0.76
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,56.59,,,-52.02,,91.27,521.17,340.04,354.39,136.59,-6.46,75.23,27.18,-16.25,-58.59,-67.82,-70.35,-62.84,-31.84,98.08,111.33,8.53,22.41,-30.29,-36.08,-0.48,40.27,-36.16,-39.28,-50.60,-72.19,-51.51,-57.76,-36.92,17.98,25.25,28.79,15.50
CR_sy,,9.89,,,-29.07,,-6.09,339.01,111.11,102.37,-18.94,32.36,-6.20,-25.32,0.12,-84.54,-37.44,-5.67,-11.99,-27.81,-41.39,-36.61,-44.42,-22.59,0.28,-25.30,19.01,4.81,-8.70,-4.21,-8.21,-5.52,18.20,26.41,5.37,15.21,15.95,7.20,27.54
CR_qq,,,,-16.18,-40.32,57.51,142.74,172.23,-57.72,62.64,26.39,7.64,-20.80,18.04,-16.77,-46.78,-38.44,8.73,4.32,-2.39,78.90,16.01,-46.43,10.10,1.88,6.37,-16.60,55.19,-53.64,1.18,-32.15,-12.61,-19.17,-11.85,1.31,63.44,-14.19,-9.36,-9.14
CR_sq,,,,-16.18,-38.08,-4.07,88.60,291.85,-70.22,-8.04,-24.45,539.78,-78.90,-26.78,1.28,-1.22,-14.60,10.41,-5.51,-18.97,-30.67,19.41,-17.15,12.85,-10.18,-11.05,32.00,-0.61,-21.76,-6.67,26.48,2.29,-2.12,-0.19,5.43,11.85,-1.48,-7.72,25.44
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-78.03,,,253.73,,1607.06,2873.91,2439.03,384.12,1448.31,-77.78,44.46,501.49,-9.25,52.27,-68.95,-82.03,-56.21,-17.02,144.22,182.37,3.39,44.08,1.80,-2.29,33.36,61.44,-75.66,-76.72,-94.62,-99.96,-84.14,-99.58,-16.16,14587.50,-69.31,985.71,-72.25
PP_sy,,,,,-45.66,,1011.76,2873.91,2402.26,374.21,-27.62,-77.78,-17.08,14.87,135.67,-62.87,-67.77,-46.75,-26.71,-46.11,-49.30,-15.28,-42.07,-16.22,-46.35,-71.65,3.07,-69.94,-0.50,-26.59,-29.41,-35.31,-10.17,-39.73,-24.90,193.35,-61.32,-42.11,-58.82
PP_qq,,,,1090.59,-53.16,109.92,45.83,1974.16,-60.01,-59.98,366.39,-70.24,160.00,66.65,-29.63,-50.06,-46.98,-3.54,71.44,-5.35,56.03,11.53,-37.22,31.89,10.24,7.05,-14.32,59.66,-83.38,2.39,-80.20,-98.79,6375.00,-97.30,3864.29,111.71,-86.47,-4.40,1.32
PP_sq,,,,1090.59,-67.24,76.62,61.40,3084.76,-72.44,-66.53,-75.36,877.63,2.86,-53.63,-49.46,54.03,-10.71,-23.39,-30.44,13.25,-15.99,28.02,-52.43,63.77,-46.21,-32.34,72.92,-52.23,78.04,-50.08,66.28,-56.22,147.25,-66.51,107.20,70.99,-67.40,-49.88,47.37
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,243.59,,,-70.92,,126.11,389.36,380.47,212.61,-0.31,-28.72,-30.36,-58.91,-45.05,-66.42,-35.18,-23.74,-64.58,-61.44,51.57,11.35,38.35,42.43,-58.35,-52.95,-29.32,-1.91,-7.72,-7.68,,,,,,,,,
RCLR_sy,,87.03,,,-46.95,,-0.84,389.36,125.12,44.79,-27.30,-28.72,-21.05,-28.36,-2.19,-77.95,-6.45,-0.67,-27.47,-40.88,-36.16,-35.19,-33.53,-4.23,16.85,4.70,18.49,20.67,-25.19,-14.76,,,,,,,,,
RCLR_qq,,,,-13.81,-63.68,188.45,150.45,86.53,-64.34,87.67,-20.13,33.38,-65.17,10.73,6.82,-18.49,-32.76,30.28,-50.39,-11.26,164.28,-4.29,-38.36,-8.64,-22.71,8.12,-7.41,26.77,-27.29,8.16,,,,,,,,,
RCLR_sq,,,,-13.81,-61.01,65.92,77.84,325.35,-82.06,6.72,-10.70,317.06,-80.14,-3.17,21.92,-5.99,-15.71,2.81,-10.97,-23.36,-8.99,4.38,-8.70,10.42,11.05,-6.47,3.32,12.45,-31.15,6.57,,,,,,,,,
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,778.65,,,-175.21,,100.40,532.35,389.69,797.99,89.80,38.89,71.12,32.79,-16.77,-29.27,-56.36,-45.28,-42.60,-28.56,92.22,65.69,34.34,37.50,-12.47,-12.67,-0.13,20.29,-69.08,-69.16,-95.57,-103.65,-156.66,-173.08,-772.39,196.75,85.92,71.19,52.50
KP_sy,,80.21,,,-1861.84,,-78.74,428.35,242.45,183.06,11.55,66.23,-13.75,-70.59,47.71,-90.65,-63.86,93.62,-52.30,-254.03,-530.66,-279.78,-764.82,7.36,48.72,9.66,53.24,-20.94,-40.22,-47.36,-61.63,29.65,20.34,9.50,1.63,-7.77,14.33,32.22,58.26
KP_qq,,,,-53.70,-270.43,140.61,525.38,46.08,-21.92,25.89,32.18,6.90,-3.80,-2.31,-17.15,-9.16,-40.65,22.50,-13.09,13.07,59.68,5.60,-29.54,15.73,1.65,5.35,-19.43,39.40,-73.87,5.08,-88.44,-214.93,-305.84,-35.52,-6.38,116.54,-159.06,-177.27,-75.41
KP_sq,,,,-53.70,-229.65,-29.04,127.44,1050.76,-65.04,-24.76,-63.14,1614.77,-81.86,-74.34,85.11,8.51,-29.87,37.46,-54.40,-450.36,-96.08,42.62,-68.64,51.18,-8.54,-1.09,12.72,-26.28,-25.84,-6.24,4.27,45.04,-42.50,-20.70,-4.06,39.79,-13.28,4.50,35.93
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,1006.47,,,-252.88,,238.33,557.58,288.49,480.13,76.59,31.93,58.15,-9.24,-54.85,-14.79,-10.45,106.52,70.14,-1.95,77.88,15.73,35.14,100.80,78.03,50.78,67.62,85.30,-62.36,-62.67,-95.54,-103.38,-154.14,-163.46,-846.24,187.43,92.24,83.18,79.94
PKKO_sy,,-667.24,,,62.53,,87.02,442.09,388.31,282.74,-92.64,60.04,161.31,97.27,1827.86,-48.69,71.42,157.51,26.17,281.32,218.32,138.11,-25.34,-32.93,-38.94,-37.68,65.68,29.30,-32.89,-22.50,-40.59,-78.57,-66.41,-70.06,-56.74,-13.45,-29.97,-27.60,0.18
PKKO_qq,,,,-40.91,-334.33,144.76,445.93,14.84,-32.83,37.76,66.18,-14.20,-19.48,-20.94,-17.34,61.95,-15.39,82.34,-31.90,-6.67,53.50,18.63,-20.49,38.68,36.09,0.47,-11.61,53.31,-72.36,-0.35,-89.43,-215.97,-343.39,-16.79,-24.26,113.59,-139.38,-153.02,-48.16
PKKO_sq,,,,-40.91,-148.62,-65.07,494.41,71.27,-74.14,4.63,-84.12,3625.51,-57.78,-21.01,55.19,-0.85,41.05,18.65,-23.96,199.65,17.75,-11.25,-76.16,169.22,7.19,-9.42,-36.62,110.10,-44.37,4.61,-51.41,-24.23,-12.78,-6.77,-29.79,51.59,-29.43,-3.61,-2.85
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-62.02,,,-37.19,,-13.17,96.01,87.76,43.89,42.06,7.59,59.28,136.84,121.76,24.60,-44.42,-69.23,-55.48,2.44,74.14,156.57,22.44,-41.83,-55.00,-57.46,-39.08,-17.83,-8.90,-2.00,-2.39,3.36,8.95,,,,,,
RN_sy,,-44.11,,,9.98,,54.46,127.81,-1.56,-53.33,-14.74,-9.02,24.15,58.65,49.04,26.42,-14.28,-27.11,-15.53,1.47,26.10,25.48,9.97,6.56,0.26,0.07,9.88,1.76,7.60,4.41,5.90,1.31,-5.35,,,,,,
RN_qq,,,,-29.46,-1.33,10.76,12.64,59.23,-5.48,-15.13,11.20,20.60,39.94,26.20,4.12,-32.24,-37.58,-30.13,50.65,55.91,6.11,2.94,-28.10,-25.93,-17.92,-2.68,2.97,-0.11,-9.00,4.69,2.57,5.77,-4.07,,,,,,
RN_sq,,,,-29.46,110.59,98.01,-47.49,4.03,-9.00,-6.13,-4.06,11.02,24.16,19.96,-9.87,-5.83,-15.81,2.01,4.45,13.13,4.62,1.51,-8.47,9.62,-1.57,1.32,0.50,1.53,4.08,-1.69,1.94,-2.88,-2.76,,,,,,
CRN,41000,109000,121000,172000,174000,157000,139000,88000,93000,109000,98000,81000,58000,46000,44000,65000,105000,150000,99000,64000,60000,58000,81000,110000,133000,137000,133000,133000,147000,140000,136000,129000,135000,,,,,,
CRN_yy,,165.85,,,59.63,,14.88,-48.84,-46.55,-30.57,-29.50,-7.95,-37.63,-57.80,-55.10,-19.75,81.03,226.09,125.00,-1.54,-42.86,-61.33,-18.18,71.88,121.67,136.21,64.20,20.91,10.53,2.19,2.26,-3.01,-8.16,,,,,,
CRN_sy,,80.00,,,-7.22,,-34.30,-55.52,-0.60,-2.21,15.72,7.84,-18.07,-34.46,-32.61,-20.61,19.12,37.93,19.35,-1.53,-24.07,-24.38,-8.78,-5.43,,0.83,-8.89,-0.82,-4.07,-1.64,-4.07,0.83,4.24,,,,,,
CRN_qq,,,,42.15,1.16,-9.77,-11.46,-36.69,5.68,17.20,-10.09,-17.35,-28.40,-20.69,-4.35,47.73,61.54,42.86,-34.00,-35.35,-6.25,-3.33,39.66,35.80,20.91,3.01,-2.92,,10.53,-4.76,-2.86,-5.15,4.65,,,,,,
CRN_sq,,,,42.15,-51.45,8.38,-12.15,-3.77,8.50,6.63,3.95,-10.33,-17.58,-14.71,6.90,5.65,23.66,-1.23,-7.50,-12.84,-4.65,-1.63,11.57,-9.63,0.82,-0.81,0.82,,-2.48,1.69,-1.67,3.39,0.82,,,,,,
CPZ,151000,147000,154000,206000,263000,235000,173000,80000,63000,52000,47000,39000,32000,30000,33000,69000,131000,194000,153000,123000,101000,96000,131000,173000,259000,306000,326000,330000,368000,359000,344000,360000,380000,394000,451000,369000,281000,234000,185000
CPZ_yy,,-2.65,,,78.91,,12.34,-61.17,-76.05,-77.87,-72.83,-51.25,-49.21,-42.31,-29.79,76.92,309.38,546.67,363.64,78.26,-22.90,-50.52,-14.38,40.65,156.44,218.75,148.85,90.75,42.08,17.32,5.52,9.09,3.26,9.75,31.10,2.50,-26.05,-40.61,-58.98
CPZ_sy,,23.18,,,-8.06,,-10.39,-52.67,-46.20,-46.11,-34.06,-9.23,14.13,19.79,46.15,42.94,27.14,38.39,-0.38,26.48,62.55,31.94,54.34,20.94,5.76,8.31,-11.25,-6.98,-10.24,-2.93,25.34,21.94,-5.10,-21.63,-19.78,-16.17,-7.16,8.31,-3.56
CPZ_qq,,,,33.77,27.67,-10.65,-26.38,-53.76,-21.25,-17.46,-9.62,-17.02,-17.95,-6.25,10.00,109.09,89.86,48.09,-21.13,-19.61,-17.89,-4.95,36.46,32.06,49.71,18.15,6.54,1.23,11.52,-2.45,-4.18,4.65,5.56,3.68,14.47,-18.18,-23.85,-16.73,-20.94
CPZ_sq,,,,33.77,-16.99,1.46,-20.46,-29.35,-5.64,1.63,-2.67,-2.75,18.64,6.67,18.75,-4.89,5.53,16.10,-14.52,20.75,35.62,-5.76,,-5.38,18.60,-3.49,-18.06,-0.83,14.44,4.37,5.81,-3.52,-10.93,-13.81,8.31,0.82,-1.36,0.55,-3.56
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,38.74,,,-49.24,,3.46,110.05,249.22,108.80,-8.44,-62.38,-73.12,-63.04,-41.78,-38.09,-43.92,-55.50,-38.76,-0.71,31.18,19.17,-18.80,-42.65,-58.17,-39.03,-27.43,-21.78,-7.35,-12.77,-14.74,-4.83,2.96,25.68,18.48,58.33,138.38,131.94,214.26
RZ_sy,,16.63,,,-7.02,,39.68,110.05,69.82,-68.07,8.17,-7.39,-50.68,-33.64,-63.50,-43.31,-15.04,-18.39,63.44,-3.95,-2.87,-3.88,46.96,-10.32,-14.63,-16.15,-84.98,-16.62,-12.66,2.49,297.94,27.04,23.31,18.13,-4.75,-4.16,8.95,6.31,-16.24
RZ_qq,,,,-15.98,-25.57,23.54,33.93,70.57,23.74,-26.13,-41.27,-29.91,-11.58,1.54,-7.48,-25.48,-19.90,-19.43,27.33,20.83,5.82,-26.81,-13.24,-14.65,-22.82,6.68,3.27,-8.01,-8.57,0.43,0.94,2.68,-1.09,22.60,-4.84,37.22,48.92,19.28,28.94
RZ_sq,,,,-15.98,53.06,292.89,-72.35,26.34,23.74,-26.13,-6.33,8.16,-34.10,-0.60,-48.48,67.98,-1.24,-4.52,3.18,-1.28,-0.13,-5.52,57.77,-39.76,-4.93,-7.19,-71.74,234.40,-0.42,8.90,9.73,6.75,-3.35,4.33,-11.52,7.42,9.87,1.80,-30.29
CRZ,85000,61000,76000,90000,121000,98000,73000,43000,35000,47000,80000,114000,129000,127000,137000,184000,230000,285000,224000,185000,175000,239000,276000,323000,418000,392000,380000,413000,451000,449000,445000,434000,438000,358000,376000,274000,184000,154000,120000
CRZ_yy,,-28.24,,,98.36,,-3.95,-52.22,-71.07,-52.04,9.59,165.12,268.57,170.21,71.25,61.40,78.29,124.41,63.50,0.54,-23.91,-16.14,23.21,74.59,138.86,64.02,37.68,27.86,7.89,14.54,17.11,5.08,-2.88,-20.27,-15.51,-36.87,-57.99,-56.98,-68.09
CRZ_sy,,-14.06,,,7.27,,-28.95,-52.22,-40.68,-11.32,-7.41,6.98,152.86,87.23,6.00,156.52,58.19,90.91,160.38,1.69,-17.50,-12.50,-58.70,57.50,105.63,54.42,8.77,26.72,8.63,11.89,301.61,1.04,-5.04,-19.49,-12.85,-31.82,-51.22,-48.41,-44.70
CRZ_qq,,,,18.42,34.44,-19.01,-25.51,-41.10,-18.60,34.29,70.21,42.50,13.16,-1.55,7.87,34.31,25.00,23.91,-21.40,-17.41,-5.41,36.57,15.48,17.03,29.41,-6.22,-3.06,8.68,9.20,-0.44,-0.89,-2.47,0.92,-18.26,5.03,-27.13,-32.85,-16.30,-22.08
CRZ_sq,,,,18.42,-34.44,-10.17,1.89,-20.37,-18.60,34.29,6.38,-8.00,92.39,-0.56,-39.77,122.64,18.64,20.00,-17.86,-13.04,-3.75,27.27,-61.22,231.58,25.66,-4.42,-72.69,286.29,7.72,-1.55,-1.97,-2.81,1.24,-16.53,6.11,-23.96,-27.58,-11.72,13.74
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-24.96,,,-37.77,,-4.20,89.60,84.87,21.93,-10.56,-30.48,-12.93,13.23,22.72,-31.20,-53.94,-59.89,-37.84,32.02,75.89,72.11,-11.18,-51.21,-64.66,-63.10,-53.95,-43.64,-24.10,-3.85,21.56,85.13,116.51,130.88,88.59,63.70,80.21,65.26,100.54
RMO_sy,,-11.05,,,-1.16,,36.18,98.99,7.04,-61.57,-9.23,-9.97,-9.47,3.69,-7.73,-0.12,12.79,13.12,29.48,5.96,4.51,11.39,16.68,40.99,38.09,35.30,27.52,13.00,8.40,4.55,5.21,2.03,0.48,2.39,-6.71,-5.69,-3.86,-5.68,13.46
RMO_qq,,,,-26.12,-8.30,18.53,19.30,46.22,-10.59,-21.82,-12.48,13.65,11.98,1.66,-5.15,-36.29,-25.04,-11.46,46.99,35.32,-0.13,-13.36,-24.14,-25.67,-27.66,-9.53,-5.34,-9.01,-2.59,14.59,19.69,38.57,13.92,22.20,-2.23,20.27,25.42,12.06,18.64
RMO_sq,,,,-26.12,77.85,139.84,-56.79,7.95,-4.33,-13.88,2.06,7.08,-3.80,-1.37,-9.18,15.91,8.63,-1.08,3.96,-5.14,7.15,5.43,8.90,14.61,4.94,3.30,2.64,1.56,0.67,-0.38,3.29,-1.51,-0.86,1.52,-5.89,-0.43,1.07,-0.41,13.20
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-1.67,,,-42.32,,-28.11,58.11,115.51,64.37,50.67,29.36,62.35,112.23,73.45,-22.87,-60.53,-68.30,-49.02,10.47,80.35,86.22,9.39,-33.94,-55.03,-53.07,-44.98,-35.79,-38.96,-44.58,-52.92,-56.86,-42.07,-34.29,-26.04,-3.49,16.61,28.97,53.97
RMT_sy,,-34.09,,,-10.41,,-17.77,41.44,37.36,6.81,2.98,2.51,27.44,58.62,31.88,-30.23,-57.10,-61.69,-43.58,7.56,61.26,63.48,8.02,-28.49,-46.38,-44.22,-35.38,-24.22,-20.59,-24.53,-29.53,-28.98,-17.24,-6.81,4.46,7.75,14.85,17.60,12.23
RMT_qq,,,,-26.98,-22.82,9.18,16.84,60.61,5.20,-16.73,7.10,37.89,32.03,8.85,-12.47,-38.68,-32.44,-12.58,40.78,32.86,10.30,-9.74,-17.30,-19.77,-24.92,-5.79,-3.04,-6.38,-28.62,-14.47,-17.62,-14.22,-4.15,-2.99,-7.28,11.94,15.82,7.29,10.69
RMT_sq,,,,-26.98,-2.94,5.78,9.68,25.60,-5.74,-17.75,5.75,25.03,17.19,2.37,-12.08,-33.86,-27.94,-8.59,29.51,26.08,8.04,-7.33,-14.43,-16.53,-18.98,-3.60,-0.87,-2.12,-15.10,-8.38,-7.45,-1.35,-1.07,3.16,3.75,1.75,5.46,5.64,-0.99
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-10.72,,,-40.64,,-19.84,69.66,103.08,46.48,21.83,-1.73,20.17,55.09,45.17,-27.42,-57.09,-63.94,-43.33,21.31,77.99,78.62,-2.13,-43.93,-60.69,-59.06,-51.01,-42.00,-33.07,-27.92,-25.74,-17.53,-1.94,0.93,-2.78,9.16,27.12,34.78,60.95
RM_sy,,-34.85,,,-1.00,,3.64,61.91,16.40,-8.06,-8.76,-10.43,-1.20,15.92,1.46,-35.93,-52.05,-54.63,-34.70,12.68,49.31,49.47,0.84,-30.52,-43.45,-41.27,-31.76,-19.98,-0.82,4.01,8.48,12.20,6.49,8.15,8.46,7.64,14.28,16.73,10.41
RM_qq,,,,-26.61,-17.47,12.47,17.67,55.32,-1.21,-18.87,-2.13,25.29,20.80,4.70,-8.39,-37.36,-28.58,-12.00,43.96,34.08,4.79,-11.69,-21.13,-23.18,-26.54,-8.03,-5.61,-9.04,-15.23,-0.97,-2.75,1.01,0.81,1.93,-6.33,13.41,17.39,8.07,11.86
RM_sq,,,,-26.61,31.55,6.04,1.25,14.65,-5.43,-16.24,0.47,12.56,4.32,-1.74,-12.07,-28.92,-21.93,-7.02,26.55,22.66,3.45,-6.92,-14.62,-15.49,-15.81,-3.33,-0.79,-0.91,4.35,1.38,3.47,2.49,-0.96,2.96,3.77,1.72,5.16,5.17,-1.85
COP,126000,170000,197000,262000,295000,255000,212000,131000,128000,156000,178000,195000,187000,173000,181000,249000,335000,435000,323000,249000,235000,297000,357000,433000,551000,529000,513000,546000,598000,589000,581000,563000,573000,,,,,,
COP_yy,,34.92,,,73.53,,7.61,-50.00,-56.61,-38.82,-16.04,48.85,46.09,10.90,1.69,27.69,79.14,151.45,78.45,,-29.85,-31.72,10.53,73.90,134.47,78.11,43.70,26.10,8.53,11.34,13.26,3.11,-4.18,,,,,,
COP_sy,,21.83,,,1.63,,-27.92,-50.00,-17.95,1.74,-1.41,-0.76,22.27,,-15.71,41.15,43.45,88.01,86.44,,-21.16,-24.41,-46.82,47.97,87.85,55.66,-0.85,21.61,7.07,7.89,193.97,-0.15,-4.92,,,,,,
COP_qq,,,,32.99,12.60,-13.56,-16.86,-38.21,-2.29,21.88,14.10,9.55,-4.10,-7.49,4.62,37.57,34.54,29.85,-25.75,-22.91,-5.62,26.38,20.20,21.29,27.25,-3.99,-3.02,6.43,9.52,-1.51,-1.36,-3.10,1.78,,,,,,
COP_sq,,,,32.99,-40.46,-8.01,-1.05,-7.75,-2.29,14.06,-4.11,-7.14,20.38,-6.71,-19.18,55.51,22.34,22.27,-19.85,-16.14,-4.07,17.23,-43.61,133.33,21.79,-2.86,-64.09,186.21,7.23,-2.11,-2.15,-2.79,2.11,,,,,,
CSP,-25000,23000,43000,56000,32000,20000,39000,51000,65000,104000,131000,156000,155000,143000,148000,180000,204000,241000,170000,126000,134000,201000,226000,260000,292000,223000,187000,216000,230000,230000,237000,203000,193000,,,,,,
CSP_yy,,192.00,,,39.13,,-9.30,-8.93,103.12,420.00,235.90,205.88,138.46,37.50,12.98,15.38,31.61,68.53,14.86,-30.00,-34.31,-16.60,32.94,106.35,117.91,10.95,-17.26,-16.92,-21.23,3.14,26.74,-6.02,-16.09,,,,,,
CSP_sy,,-226.00,,,139.26,,-9.30,-32.14,25.00,223.33,-33.33,-39.47,113.75,110.81,-42.31,315.22,22.81,58.97,483.33,-33.51,-41.90,-30.24,-154.86,55.91,86.89,-18.50,-50.00,-23.23,-39.47,-8.51,190.28,-44.74,-28.99,,,,,,
CSP_qq,,,,30.23,-42.86,-37.50,95.00,30.77,27.45,60.00,25.96,19.08,-0.64,-7.74,3.50,21.62,13.33,18.14,-29.46,-25.88,6.35,50.00,12.44,15.04,12.31,-23.63,-16.14,15.51,6.48,,3.04,-14.35,-4.93,,,,,,
CSP_sq,,,,30.23,-42.86,-193.75,230.00,-2.56,5.26,-7.50,-29.73,-11.54,271.74,-8.77,-80.77,536.67,9.95,18.10,-29.44,-27.43,-3.94,41.80,-155.49,306.25,15.15,-38.16,-202.13,205.56,-9.21,,0.78,-35.38,16.67,,,,,,
