,2009/Q4,2010/Q4,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
PZAT_sy,,,,,,,-29.09,-6.53,-24.99,,,-8.46,36.59,,,-11.67,-33.97,-35.49,-25.56,-18.70,-21.07,-22.40,-8.79,-45.93,2.78,-35.43,-33.90,-55.05,-69.98,56.13
PZAT_qq,,,,561.58,-87.80,755.03,-72.48,-98.06,797.26,,,,-9.48,86.38,-63.06,-24.07,-16.03,67.90,-2.71,-23.77,12.54,-2.48,1.43,16.12,-0.27,-30.81,7.42,-22.73,144.47,-2.50
PZAT_sq,,,,-42.35,8.64,3.46,9.42,-24.00,-12.82,,,,30.08,-5.04,-26.59,-2.59,-2.76,-7.23,-15.28,6.38,-5.60,-8.80,-0.42,-36.93,79.44,-42.70,1.94,-57.11,19.84,197.97
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,161.48,,-29.66,,,-66.03,-78.70,-76.69,,,45.39,64.38,,,2.65,-46.01,-17.18,-12.42,-17.49,-20.05,-19.13,-17.93,-15.52,-3.91,5.99,9.99,3.24,2.11,-2.87
PELDR_sy,,34.41,,-9.32,,,23.95,-16.13,-8.74,,,-17.79,-21.27,,,-0.20,-3.69,6.93,1.11,-3.56,-5.19,-13.49,-11.17,7.10,6.72,10.54,5.26,-8.95,-0.01,-11.12
PELDR_qq,,,,31.97,49.03,-67.09,-47.51,-17.23,63.07,,,,84.37,-40.36,-8.84,2.40,-3.02,-8.51,-3.60,-3.52,-6.03,-7.46,-2.18,-0.68,6.88,2.07,1.52,-6.79,5.72,-2.91
PELDR_sq,,,,42.68,-2.47,-11.50,0.64,-3.45,6.12,,,,1.63,-2.30,2.50,-1.94,-1.92,8.46,-3.07,-6.47,-3.58,-1.03,-0.48,12.77,-3.92,2.52,-5.23,-2.45,5.51,-8.87
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,56.73,,2.21,,,-13.23,-12.46,6.40,,,10.16,2.12,,,20.36,-3.47,3.96,-3.44,0.94,2.78,-2.73,-8.25,-11.17,-10.24,-12.71,-10.56,-15.35,-27.64,-28.24
TSF_sy,,27.74,,8.67,,,-0.97,-0.84,-0.75,,,-1.05,-1.62,,,-2.83,-0.79,-9.41,-1.68,-4.20,-10.58,6.04,1.47,1.16,6.52,-2.23,-8.15,-9.28,-10.79,-3.60
TSF_qq,,,,-7.30,9.22,-9.29,-5.52,-6.48,32.75,,,,23.06,-4.97,7.19,-3.98,-1.30,2.34,-0.43,0.37,0.50,-3.15,-6.09,-2.82,1.55,-5.81,-3.78,-8.02,-13.20,-6.59
TSF_sq,,,,-1.79,3.56,-2.80,0.18,-1.66,3.65,,,,3.04,-2.43,1.19,-4.49,5.20,-10.90,9.82,-6.94,-1.80,5.66,5.09,-7.22,3.39,-3.02,-1.27,-8.37,1.68,4.80
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-59.04,,-4.87,,,205.20,349.26,32.43,,,-39.44,-4.73,,,-23.21,176.99,34.18,55.47,54.45,64.62,157.01,112.23,69.83,10.55,-24.03,-27.30,-15.26,-8.05,-9.23
ZKO_sy,,-15.46,,12.59,,,-22.63,24.72,-0.66,,,16.34,19.84,,,-18.96,-1.65,-10.96,-1.42,12.36,18.09,18.19,30.40,16.44,6.22,-6.62,-13.49,-6.94,-11.82,0.34
ZKO_qq,,,,22.19,-33.33,93.78,93.33,79.87,-80.35,,,,-69.09,95.54,0.18,26.82,11.50,-5.27,16.07,25.98,18.85,47.88,-4.16,0.82,-22.63,1.62,-8.28,17.52,-16.05,0.31
ZKO_sq,,,,-23.95,3.63,0.47,-2.28,22.59,-17.46,,,,-14.97,17.08,-12.32,-7.16,3.18,6.00,-2.92,5.82,8.44,6.10,7.11,-5.51,-1.08,-6.73,-0.77,1.65,-6.26,6.12
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,20.26,,-32.16,,,3.86,-14.87,-69.20,,,-17.05,44.40,,,-20.65,36.52,12.90,32.71,26.60,33.02,94.05,68.00,42.26,6.02,-22.16,-21.59,-16.56,-9.20,-8.55
OSF_sy,,-5.10,,-3.90,,,-3.55,9.18,5.46,,,-1.62,3.41,,,-0.49,-5.45,0.07,0.05,0.55,5.37,0.48,11.93,3.64,-0.34,-2.08,-12.80,-5.64,0.27,-2.35
OSF_qq,,,,61.77,-0.82,-36.23,1.50,32.60,-64.12,,,,-37.54,11.45,-7.08,22.69,7.45,-7.84,9.22,17.05,12.89,34.45,-5.44,-0.88,-15.87,-1.28,-4.75,5.48,-8.45,-0.58
OSF_sq,,,,0.30,-1.08,6.26,-8.51,13.55,-4.46,,,,0.43,0.32,-1.63,0.41,-4.58,6.18,-1.65,0.92,-0.01,1.25,9.56,-6.55,-3.85,-0.52,-2.44,1.11,2.17,-3.12
NetDebt,69000000,-47470000,-419280000,337500000,305070000,700870000,1120090000,2151000000,-1657000000,,,3080000000,-7092000000,-797000000,-1402000000,176000000,2213000000,93000000,2119000000,3621000000,3728000000,5430000000,6532000000,5312000000,4841000000,5170000000,4892000000,5878000000,6068000000,6471000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,53.57,,337.69,,,180.66,264.85,-332.60,,,-37.18,-139.33,,,-91.62,143.81,112.62,527.51,5123.95,-1482.88,-11592.43,-557.50,-146.37,79.17,5.93,53.10,601.62,489.21,258.29
NetDebtEBITDA_sy,,-72.57,,376.15,,,82.60,-15.69,-30.71,,,44.82,68.80,,,3.77,13.33,-71.32,-45.85,40.70,-3.84,320.59,22.72,-20.05,-30.30,-41.58,-40.74,-34.25,45.53,-8.48
NetDebtEBITDA_qq,,,,140.81,-8.75,52.81,41.74,84.61,-158.17,,,,-321.61,87.11,-50.27,119.52,1058.84,-96.29,4990.81,138.51,-406.77,69.15,-102.66,75.83,-37.83,-39.31,-1.04,358.57,6.94,-43.34
NetDebtEBITDA_sq,,,,21.95,11.21,-18.63,65.48,-43.70,-8.60,,,,6.54,34.56,14.20,-36.61,16.35,-65.95,115.63,64.71,-20.48,48.92,-37.08,7.30,-30.67,24.82,-36.18,19.06,53.44,-21.51
DebtFin,-30000000,-226220000,-831330000,-416760000,-245480000,-352080000,408490000,388000000,-2596000000,,,-2418000000,-10717000000,-6286000000,-6117000000,-6625000000,-5667000000,-4591000000,-3626000000,-2655000000,-1666000000,-244000000,288000000,465000000,568000000,218000000,-189000000,285000000,988000000,1612000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-609.18,,38.43,,,114.84,153.31,-352.86,,,-373.34,-130.84,,,-301.94,25.75,21.10,-67.65,-1.70,341.32,110.47,88.21,94.46,-105.47,-188.27,141.11,377.74,640.26,1035.47
DebtFinEBITDA_sy,,23.85,,111.85,,,-89.34,-3.12,-88.89,,,125.81,641.27,,,6.73,-22.88,-95.81,78.28,-292.73,-23.80,2364.41,1781.82,9.52,-158.88,-55.06,-97.13,-74.89,-67.90,347.48
DebtFinEBITDA_qq,,,,74.58,40.54,4.62,202.93,-8.67,-605.09,,,,-326.56,32.72,16.86,-68.46,21.20,28.52,-76.67,-2.20,286.98,-96.90,-298.95,52.00,-84.65,49.94,192.65,224.33,259.18,-13.32
DebtFinEBITDA_sq,,,,-97.16,1671.43,-97.08,624.57,-74.18,103.23,,,,567.14,-13.89,-123.39,179.42,382.03,-95.32,-221.19,-604.90,290.58,51.38,-17.30,-137.92,-24.01,215.56,-94.72,-2411.59,-19.06,407.98
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,193.62,,-28.69,,,-65.97,-81.05,-76.75,,,36.98,51.60,,,3.34,-50.72,-15.87,-14.63,-18.04,-19.20,-24.50,-20.83,-16.22,-4.10,2.47,7.84,-1.54,-1.25,0.76
SP1_sy,,25.96,,-11.12,,,40.57,-29.11,1.70,,,-4.80,-20.36,,,5.56,0.93,8.16,-3.58,-7.39,-13.97,-12.05,-11.38,5.34,9.14,10.50,2.20,-7.95,-3.80,-6.72
SP1_qq,,,,32.41,48.77,-67.08,-47.51,-26.27,82.57,,,,102.05,-43.01,-7.26,-3.23,-3.65,-2.70,-5.90,-7.09,-5.01,-9.09,-1.33,-1.68,8.74,-2.86,3.84,-10.23,9.06,-0.88
SP1_sq,,,,51.33,-10.28,5.67,-2.02,-23.69,28.71,,,,7.67,-9.78,12.33,-3.26,2.95,-3.32,0.13,-7.09,-4.36,-1.15,0.90,10.44,-0.92,0.08,-6.68,-0.52,3.54,-2.96
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,161.48,,-29.66,,,-66.03,-79.52,-76.69,,,46.58,62.48,,,2.55,-46.56,-12.33,-13.74,-16.77,-20.35,-21.99,-19.13,-16.97,-5.35,5.18,8.91,1.56,0.52,-4.56
SP2_sy,,23.72,,-11.06,,,28.59,-24.69,-6.02,,,-4.97,-20.76,,,-1.57,-5.80,9.68,0.55,-0.68,-5.02,-16.17,-14.83,-1.22,2.61,8.69,5.08,-6.80,1.92,-10.49
SP2_qq,,,,31.97,49.03,-67.09,-47.51,-20.45,69.66,,,,88.06,-42.99,-4.27,-0.08,-2.01,-6.48,-5.81,-3.58,-6.23,-8.41,-2.34,-1.01,6.89,1.78,1.12,-7.69,5.80,-3.36
SP2_sq,,,,40.67,-1.53,-8.75,1.74,-17.62,22.88,,,,2.46,-4.22,2.74,-2.38,-1.95,11.53,-5.81,-3.58,-6.23,-1.56,-4.31,11.83,-2.59,4.26,-7.48,-0.81,6.52,-8.43
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,291.81,,-58.09,,,-92.61,-76.75,536.31,,,373.97,78.59,,,228.92,-71.20,16.66,-58.78,-51.97,-53.10,-95.66,-97.51,-94.92,-92.90,204.95,764.17,339.59,660.29,23.55
CAR_sy,,63.42,,-16.37,,,-56.27,-11.58,-1.39,,,34.53,-33.30,,,-8.57,27.48,157.73,-65.22,-39.59,18.76,-21.14,4.98,-0.37,-53.98,-13.97,58.28,-37.74,65.79,-14.45
CAR_qq,,,,-73.05,-18.55,-25.40,-54.89,-15.16,2128.83,,,,739.80,-67.30,78.45,-32.89,-26.47,32.48,-36.94,-21.81,-28.20,-87.74,-63.80,59.61,0.20,426.68,2.59,-18.81,73.31,-14.41
CAR_sq,,,,-27.84,25.09,-16.82,-41.75,45.88,39.50,,,,-30.83,-47.88,167.66,-5.24,-3.56,5.37,-63.88,64.60,89.59,-30.03,-51.92,56.20,-12.42,30.80,-11.54,-38.56,133.22,-32.51
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,128.81,,0.99,,,-67.66,-76.65,-22.51,,,107.16,72.44,,,88.00,-58.78,14.71,-48.45,-29.09,-38.31,-69.35,-65.44,-63.77,-40.36,13.23,27.77,8.33,-7.99,-13.66
QR_sy,,5.33,,7.78,,,6.31,-30.83,-9.94,,,-3.09,-19.44,,,19.65,5.45,15.18,-7.22,-22.49,-29.79,-28.84,-41.63,-4.36,6.59,12.98,26.37,-15.46,14.17,-3.72
QR_qq,,,,-19.48,51.45,-48.66,-48.35,-41.85,402.60,,,,318.37,-61.31,74.66,-33.51,-8.28,7.69,-21.50,-8.53,-20.21,-46.51,-11.47,-4.13,31.34,1.56,-0.10,-18.71,11.56,-4.70
QR_sq,,,,7.33,6.46,-2.92,-4.17,-30.17,38.61,,,,15.23,-13.63,33.98,-10.27,1.55,-5.66,7.93,-25.03,-8.02,-4.39,-11.47,22.84,2.51,1.34,-0.97,-17.82,38.43,-14.54
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,128.81,,0.99,,,-67.66,-74.35,-22.51,,,98.47,75.30,,,93.38,-57.26,1.14,-45.50,-28.39,-33.67,-61.37,-61.49,-60.29,-38.80,1.42,19.05,2.68,-14.45,-17.49
CR_sy,,20.84,,-10.08,,,3.38,-13.29,-28.95,,,-16.36,-34.60,,,6.53,-0.63,5.27,-15.89,-6.81,-6.39,-13.93,-13.13,-5.97,-6.52,3.28,7.16,-0.87,4.29,-8.95
CR_qq,,,,-19.48,51.45,-48.66,-48.35,-36.13,357.58,,,,304.16,-56.83,57.25,-29.52,-10.68,2.16,-15.25,-7.40,-17.26,-40.50,-15.51,-4.53,27.52,-1.41,-0.82,-17.66,6.25,-4.91
CR_sq,,,,-1.36,75.31,-32.55,-11.38,-17.26,43.64,,,,12.32,-8.28,23.20,-16.07,4.77,-2.83,-1.56,-7.01,5.25,-10.65,-0.65,0.65,4.64,-1.29,3.08,-6.89,10.08,-13.82
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,291.28,,-58.04,,,-92.61,-76.74,536.31,,,373.97,78.59,,,228.92,-71.20,16.66,-58.78,-51.97,-53.10,-95.66,-97.51,-94.92,-92.90,204.95,764.17,339.59,660.29,23.55
PP_sy,,184.85,,-45.55,,,-65.60,-48.38,-17.29,,,34.53,-16.12,,,22.00,-17.07,-3.78,0.32,2.48,14.24,-26.15,-36.96,-36.30,-27.62,7.53,-24.21,-16.02,-0.69,-10.06
PP_qq,,,,-73.05,-18.54,-25.40,-54.89,-15.16,2128.83,,,,739.80,-67.30,78.45,-32.89,-26.47,32.48,-36.94,-21.81,-28.20,-87.74,-63.80,59.61,0.20,426.68,2.59,-18.81,73.31,-14.41
PP_sq,,,,-54.31,17.82,-41.29,8.83,-31.44,88.79,,,,17.72,-4.02,9.53,-1.41,-19.98,11.36,14.19,0.71,-10.79,-28.01,-2.52,1.76,1.36,6.94,-31.29,12.76,19.87,-3.15
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,26.10,,6.86,,,-41.51,-55.49,-17.04,,,47.11,69.97,,,41.43,-27.29,-16.29,-24.47,-0.91,-19.63,-13.76,-34.72,-45.54,-15.65,-19.06,-14.32,-1.48,-38.41,-18.80
RCLR_sy,,9.97,,18.24,,,50.38,-25.38,-15.82,,,-24.09,-13.90,,,30.16,7.39,2.75,-3.57,-24.98,-18.75,-17.38,-13.86,-8.69,-8.36,-21.60,-39.95,-18.07,-8.51,7.31
RCLR_qq,,,,26.69,-2.43,-23.70,-37.99,-3.60,81.88,,,,110.14,-33.29,30.69,-22.80,8.03,-23.20,17.93,1.28,-12.38,-17.59,-10.74,-15.50,35.70,-20.92,-5.51,-2.83,-15.18,4.27
RCLR_sq,,,,86.09,-11.97,-12.78,5.25,-7.67,-0.69,,,,12.63,-3.26,18.03,1.21,-7.07,-7.44,10.78,-21.26,0.64,-5.89,15.51,-16.54,1.00,-19.49,-11.52,13.87,12.79,-5.56
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,118.57,,-5.34,,,-78.83,-104.03,-51.71,,,989.75,63.73,,,27.54,-54.13,-24.37,-37.49,-44.17,-59.52,-85.97,-94.30,-98.71,-48.67,103.19,566.02,500.00,-22.32,-66.04
KP_sy,,68.58,,-28.95,,,168.38,-38.56,-12.66,,,-38.77,-33.63,,,54.74,-24.91,22.20,3.20,-5.61,-26.87,-52.21,-68.77,-46.01,-32.20,18.74,63.65,5.06,38.83,-11.78
KP_qq,,,,1.41,18.91,-39.99,-70.74,-119.32,1523.77,,,,162.00,-48.14,-2.07,-4.15,-5.78,-14.49,-19.05,-14.40,-31.69,-70.36,-67.09,-80.58,2610.00,17.34,7.86,-82.51,250.83,-48.69
KP_sq,,,,169.29,24.44,-29.71,13.94,-38.35,76.89,,,,91.72,-33.49,36.83,-11.31,-6.96,8.24,15.55,-18.88,-27.92,-29.26,-24.50,40.25,-9.48,23.88,4.06,-9.97,19.61,-21.28
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-13857.40,,-38.88,,,53.63,101.83,55.59,,,-829.92,-144.51,,,-175.17,41.77,32.81,56.01,68.99,78.87,92.42,96.27,99.31,68.32,-44.64,-363.45,-493.42,13.93,63.43
PKKO_sy,,-28.02,,-18.77,,,443.62,-28.14,-55.88,,,-60.31,-4.12,,,-226.31,-31.50,-110.98,-19.67,73.83,-113.94,-1021.62,-305.56,-106.63,942.45,204.58,171.54,502.47,13.58,-16.22
PKKO_qq,,,,-409.58,50.28,63.68,49.60,120.14,-1304.96,,,,-303.64,37.64,-0.78,-8.47,14.58,28.04,34.01,23.54,41.78,74.21,67.53,85.90,-2582.89,-17.75,-4.04,81.95,-289.14,49.97
PKKO_sq,,,,361.49,65.49,-17.74,-13.46,-39.00,1.61,,,,145.45,-7.39,16.17,-147.83,233.11,-114.84,950.00,-115.58,29.08,-1094.24,-55.78,84.34,389.14,48.25,6.57,-11.89,-18.40,9.36
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-1.92,,14.63,,,-26.65,-13.77,-2.93,6.98,12.19,-13.55,-41.52,-48.17,-41.55,-29.25,14.53,35.66,8.93,13.62,1.20,-26.15,-0.70,21.57,38.88,72.17,35.94,19.81,4.94,-4.49
RN_sy,,12.63,,-4.65,,,-23.30,-15.67,1.36,6.92,11.58,22.47,-0.93,3.79,3.01,-10.00,3.54,3.55,-0.54,8.23,8.85,3.56,4.42,2.42,3.68,4.07,5.48,-1.27,-5.56,7.42
RN_qq,,,,-17.07,-11.44,2.04,-2.13,-2.50,-0.31,12.45,2.64,-24.87,-32.56,-0.33,15.74,-9.05,9.16,18.06,-7.06,-5.13,-2.78,-13.85,24.97,16.14,11.06,6.80,-1.33,2.36,-2.72,-2.79
RN_sq,,,,-9.73,-9.53,-5.46,-0.65,-0.75,8.74,-0.27,3.67,8.93,-12.03,4.47,2.90,-4.83,1.21,4.47,-1.16,3.56,1.79,-0.60,-0.34,1.58,3.04,-0.23,1.01,-4.93,-1.43,13.49
CRN,61000,62000,45000,54000,61000,60000,61000,63000,63000,56000,55000,73000,108000,108000,94000,103000,94000,80000,86000,91000,93000,108000,87000,74000,67000,63000,64000,62000,64000,66000
CRN_yy,,1.64,,-12.90,,,35.56,16.67,3.28,-6.67,-9.84,15.87,71.43,92.86,70.91,41.10,-12.96,-25.93,-8.51,-11.65,-1.06,35.00,1.16,-18.68,-27.96,-41.67,-26.44,-16.22,-4.48,4.76
CRN_sy,,-11.52,,4.14,,,31.01,18.18,-1.54,-6.80,-10.14,-18.27,2.08,-2.60,-2.69,11.76,-5.10,-4.81,0.55,-8.42,-7.53,-3.37,-4.40,-2.30,-5.81,-3.49,-5.75,1.18,8.64,-6.63
CRN_qq,,,,20.00,12.96,-1.64,1.67,3.28,,-11.11,-1.79,32.73,47.95,,-12.96,9.57,-8.74,-14.89,7.50,5.81,2.20,16.13,-19.44,-14.94,-9.46,-5.97,1.59,-3.12,3.23,3.12
CRN_sq,,,,11.39,10.80,5.64,0.49,0.48,,,-3.12,-8.60,15.29,,-3.21,4.97,-2.11,-4.30,2.25,-4.40,-1.15,,1.16,-2.30,-4.71,2.47,-1.20,4.88,2.33,-11.93
CPZ,50000,40000,49000,48000,44000,42000,51000,67000,67000,65000,60000,65000,72000,72000,59000,59000,58000,51000,57000,61000,66000,80000,72000,73000,67000,66000,70000,69000,81000,88000
CPZ_yy,,-20.00,,20.00,,,4.08,39.58,52.27,54.76,17.65,-2.99,7.46,10.77,-1.67,-9.23,-19.44,-29.17,-3.39,3.39,13.79,56.86,26.32,19.67,1.52,-17.50,-2.78,-5.48,20.90,33.33
CPZ_sy,,-8.64,,5.41,,,-1.15,23.08,35.62,18.50,12.21,7.29,1.01,,13.47,8.74,25.00,12.20,-2.28,-16.07,-19.20,-13.04,-10.28,14.89,-5.94,5.00,11.46,9.26,25.26,9.52
CPZ_qq,,,,-2.04,-8.33,-4.55,21.43,31.37,,-2.99,-7.69,8.33,10.77,,-18.06,,-1.69,-12.07,11.76,7.02,8.20,21.21,-10.00,1.39,-8.22,-1.49,6.06,-1.43,17.39,8.64
CPZ_sq,,,,-10.34,-6.41,18.49,-0.58,11.63,,3.54,-5.85,6.74,-2.91,,6.83,,11.61,-8.00,-6.96,-12.15,7.45,-0.99,-4.00,12.50,-12.04,10.53,1.90,10.28,0.85,-3.36
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-45.95,,0.40,,,-8.07,9.84,22.49,38.77,27.72,-11.40,-51.20,-55.18,-48.99,-43.62,32.07,40.54,22.99,45.84,15.35,5.92,53.62,92.52,132.92,125.03,40.37,11.79,-17.69,-20.51
RMO_sy,,1.20,,1.26,,,9.15,0.69,11.15,4.87,1.48,-3.79,-15.18,-23.90,-25.63,-18.52,1.12,14.90,16.93,8.80,5.65,24.72,44.58,42.12,29.43,5.12,-5.27,-6.63,-3.85,2.07
RMO_qq,,,,-5.95,-12.02,2.18,8.72,12.38,-1.88,15.76,0.07,-22.04,-45.96,6.33,13.88,-13.84,26.58,13.14,-0.34,2.17,0.12,3.89,44.54,28.05,21.13,0.37,-9.84,1.97,-10.81,-3.07
RMO_sq,,,,13.12,-10.80,3.96,4.06,4.35,-1.53,-1.91,0.69,-1.07,-13.19,-12.01,-1.60,8.40,7.73,-0.01,0.14,0.87,4.61,18.04,16.08,-0.85,-4.73,-4.14,4.61,-2.27,-1.89,1.76
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-1.54,,-55.08,,,-40.20,-66.65,-75.27,-74.79,-60.23,-27.27,-13.55,-25.11,-28.35,-48.14,-40.81,-26.29,-27.76,-18.00,-33.28,-45.11,-26.02,-3.53,52.12,126.99,102.95,110.89,90.39,79.29
RMT_sy,,25.06,,-16.39,,,-35.82,-40.01,5.88,1.12,-3.25,-17.18,-33.77,-37.83,-39.50,-25.05,-28.50,-18.66,-8.63,18.84,25.59,3.26,-0.01,-6.87,-6.40,34.81,36.99,31.65,29.60,12.81
RMT_qq,,,,5.79,-1.52,-7.85,-37.71,-41.01,-26.98,-6.06,-1.72,7.88,-13.20,-18.62,-5.97,-21.92,-0.93,1.34,-7.85,-11.37,-19.39,-16.63,24.21,15.57,27.11,24.40,11.05,20.09,14.76,17.15
RMT_sq,,,,-12.15,-27.96,1.65,-0.24,-17.88,27.15,-2.92,-4.56,-29.71,1.69,-8.88,-7.12,-12.91,-3.00,3.67,4.33,13.27,2.51,-14.76,1.02,5.50,3.03,22.77,2.65,1.39,1.42,6.87
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-40.99,,-11.77,,,-18.63,-27.03,-31.83,-30.09,-25.99,-19.83,-35.62,-40.75,-38.10,-46.12,-12.51,-2.07,-10.26,2.00,-20.21,-33.49,-9.92,14.34,67.77,126.53,86.17,81.03,51.81,39.23
RM_sy,,10.60,,-1.09,,,-4.84,-41.48,16.45,10.06,11.15,-2.35,-6.09,-8.57,-16.86,-3.44,-7.54,-2.79,6.83,11.17,15.70,12.30,7.06,11.21,2.25,7.21,11.78,3.17,2.01,5.17
RM_qq,,,,-3.37,-9.90,-0.02,-6.51,-13.35,-15.83,2.53,-1.02,-6.14,-32.41,-5.64,3.40,-18.29,9.75,5.62,-5.25,-7.13,-14.15,-11.95,28.32,17.88,25.97,18.89,5.45,14.63,5.63,9.04
RM_sq,,,,55.11,-42.16,3.42,2.57,-4.61,15.09,-2.25,3.58,-16.20,10.69,-4.84,-5.81,-2.68,5.99,0.05,3.51,1.28,10.31,-2.89,-1.32,5.21,1.42,1.81,2.89,-2.90,0.29,4.96
COP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
