,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
OPM_sy,,50.59,70.76,-31.76,,,,5.94,7.36,-43.74,-25.19,-2.71,41.15,66.32,38.12,15.24,-17.14,-43.22,-37.87,-18.06,-12.58,12.42,37.69,-18.11,17.32,42.78,60.20,21.88,30.04,29.17,-0.52,12.23,-31.49,-35.10,-19.46,-14.41,19.25,-7.46,-5.77,-21.15,-24.66,-0.77
OPM_qq,,,,,3.06,-8.18,-8.65,-8.99,-7.46,1.48,-1.01,9.94,-0.92,-6.43,-29.27,-28.37,-33.04,-144.44,-122.06,-241.06,-27.77,33.74,43.58,150.00,20.33,21.28,10.03,-58.99,-164.20,-93.27,19.40,191.36,93.24,-19.93,-128.38,-484.62,-62.37,-69.37,36.84,-3.33,34.16,44.32
OPM_sq,,,,,-28.45,58.23,-31.47,36.54,-27.49,-17.08,-8.87,77.56,5.20,-2.30,-24.32,48.15,-24.35,-33.05,-17.20,95.38,-19.29,-13.90,1.42,16.20,15.62,4.78,13.79,-11.60,23.37,4.08,-12.37,-0.26,-24.69,-1.40,8.76,5.98,4.93,-23.48,10.74,-11.32,0.26,0.78
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,41.61,19.20,0.84,,,,1.53,1.13,6.93,23.67,0.96,2.10,-5.24,-35.92,-59.08,-75.21,-131.30,-174.24,-409.27,-738.67,-245.12,-24.20,118.63,118.69,132.88,163.62,-50.57,-158.80,-183.61,-156.09,9.30,245.67,169.61,26.97,-690.43,-531.89,-1126.76,-939.64,-66.67,14.89,78.12
ROS_sy,,21.33,74.86,-36.37,,,,-4.20,-1.39,-16.35,44.47,-5.28,20.08,84.24,-17.47,23.40,-32.48,-59.18,-34.68,-29.00,9.15,84.72,125.31,-11.18,-15.32,-14.66,5.07,10.84,29.18,-9.42,-17.08,-18.30,-42.40,-29.66,-16.35,13.32,9.17,-16.96,-15.41,-18.57,-10.92,17.28
ROS_qq,,,,,-1.81,-4.10,-14.01,25.39,-2.19,1.40,-0.55,2.36,-1.08,-5.89,-32.75,-34.63,-40.07,-218.78,-59.53,-172.30,-23.77,35.81,42.59,140.85,24.14,12.96,11.07,-68.27,-247.67,-60.63,25.49,161.84,96.81,-23.24,-178.17,-400.00,-43.96,-82.48,20.85,19.84,26.49,53.09
ROS_sq,,,,,-2.10,-8.20,-42.86,86.54,0.77,-22.12,-1.31,22.30,27.76,19.49,-55.79,82.86,-30.10,-27.76,-29.26,98.77,7.45,22.25,-13.71,-21.64,2.45,23.21,6.23,-17.34,19.40,-13.61,-2.75,-18.55,-15.83,5.50,15.65,10.34,-18.91,-19.75,17.80,6.22,-11.30,5.66
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,37.44,25.89,13.26,,,,-17.64,-28.32,-21.29,-14.05,1.88,9.88,-1.80,-31.44,-58.05,-74.48,-106.51,-131.29,-225.67,-378.95,-380.70,118.52,148.25,139.04,141.24,42.86,-137.10,-222.68,-361.06,-358.00,254.35,184.85,175.59,143.41,-283.80,-268.93,-480.27,-1407.14,-185.06,-7.40,62.26
RS_sy,,27.82,84.57,-13.58,,,,-12.95,8.45,-48.43,-50.65,-33.04,-9.42,18.31,57.11,45.78,31.54,2.29,-20.89,-40.75,-21.53,-16.81,4.23,6.17,33.16,32.32,33.78,36.19,23.99,12.21,15.40,38.55,21.24,-8.73,0.88,-33.90,-12.75,0.12,-9.76,-14.90,-28.43,-3.72
RS_qq,,,,,5.77,-7.89,-9.45,-6.63,-7.94,1.14,-1.12,10.67,-0.72,-9.61,-30.97,-32.28,-39.61,-123.08,-231.58,-171.96,-34.05,60.23,112.77,608.57,8.47,-57.99,-55.75,-284.00,-258.70,10.61,56.27,210.08,97.18,-20.36,-74.89,-566.07,-81.23,-79.28,13.68,-1.64,31.72,37.01
RS_sq,,,,,-50.95,101.41,-19.06,8.86,-38.89,-4.22,-22.54,47.70,-17.33,25.09,2.87,37.05,-25.41,-2.72,-20.45,2.64,-1.20,3.12,-0.34,4.56,23.91,2.48,0.76,6.44,12.81,-7.26,3.63,27.79,-1.28,-30.18,14.53,-16.27,30.31,-19.88,3.23,-21.03,9.59,7.78
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,38.43,25.79,0.31,,,,2.29,-5.25,-2.22,3.92,-1.53,1.39,-5.18,-34.81,-60.56,-77.71,-128.56,-169.56,-398.43,-764.15,-262.95,-22.49,121.99,121.45,138.20,175.45,-43.60,-139.07,-160.06,-144.44,-2.84,310.17,187.56,27.98,-427.01,-371.37,-710.93,-500.00,-68.97,23.33,72.54
GPM_sy,,56.52,71.33,-35.67,,,,-0.81,-19.70,-32.65,39.78,-15.04,46.09,76.09,-20.88,52.87,-40.47,-41.30,-20.17,-44.76,-10.76,46.58,81.47,-6.80,11.91,-0.89,9.51,20.36,22.65,9.42,-10.06,-17.93,-35.48,-41.91,-26.74,17.54,23.10,-8.29,10.29,-15.05,-2.10,18.08
GPM_qq,,,,,3.23,-4.24,-8.44,13.02,-4.38,-1.17,-2.70,7.10,-1.55,-7.57,-33.11,-35.20,-44.36,-218.40,-62.95,-178.00,-23.83,35.30,45.01,149.90,20.80,15.23,8.62,-62.70,-183.69,-77.12,19.62,181.55,81.02,-26.21,-166.12,-270.25,-50.22,-66.12,35.06,-4.27,31.84,40.50
GPM_sq,,,,,5.95,-16.08,-39.00,82.90,-14.23,-29.62,26.60,11.17,47.49,-15.17,-43.12,114.79,-42.57,-16.35,-22.64,48.63,-7.22,37.40,-4.22,-23.67,11.40,21.69,5.83,-16.10,13.51,8.57,-13.01,-23.44,-10.77,-2.24,9.70,22.83,-6.54,-27.17,31.92,-5.39,7.70,-12.16
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,-15.93,,,,-10.34,-15.46,-15.29,-16.35,-15.62,-12.35,-13.12,-8.84,-22.10,-33.58,-44.68,-51.43,-50.37,-39.31,16.63,70.07,113.78,110.78,13.32,-9.04,-25.78,-44.70,-20.42,-15.55,11.18,56.93,17.52,2.88,-16.47,-21.34,-8.38,5.41,9.26,-3.47,-4.66
RBS_sy,,,,-15.73,,,,-3.99,-21.55,-4.38,-14.93,10.35,40.23,10.09,32.49,7.69,-10.62,-15.72,-10.69,-18.58,-8.27,2.50,-5.35,3.93,17.33,-2.59,-9.10,-12.89,-14.93,3.82,4.25,-5.47,3.49,-10.53,-2.08,11.31,20.83,35.29,19.53,-14.09,-25.51,-16.71
RBS_qq,,,,,1.68,-3.22,-6.73,-2.30,-4.14,-3.02,-7.90,-1.46,-0.42,-3.87,-3.36,-15.79,-15.10,-19.94,-15.14,-13.97,3.82,53.88,23.74,8.14,2.36,-17.27,-0.68,-11.76,-23.73,19.05,5.40,16.17,7.66,-10.85,-7.74,-5.68,1.39,3.84,6.16,-2.24,-10.42,2.55
RBS_sq,,,,,1.01,0.94,-0.93,-4.95,-17.46,23.04,-11.86,23.29,4.88,-3.41,6.08,0.21,-12.95,-8.92,12.41,-8.64,-1.93,1.78,3.79,0.32,10.71,-15.50,-3.14,-3.86,8.12,3.12,-2.74,-12.82,18.37,-10.85,6.45,-0.91,28.50,-0.18,-5.96,-28.78,11.43,11.61
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,2.73,19.73,0.42,,,,-33.59,-41.80,-35.83,,44.44,49.47,52.56,,-66.00,-79.03,-111.26,,-359.41,-577.98,-485.12,-19.09,120.05,122.07,139.78,186.70,-25.20,-143.77,-164.71,-146.43,12.50,407.28,254.15,52.94,-348.31,-281.25,-388.21,-520.19,-38.13,41.62,68.77
ROPA_sy,,48.05,-15.13,-5.12,,,,-0.96,-6.33,-40.96,,-14.62,18.56,121.52,,,-19.00,-68.23,,-13.33,22.68,82.73,91.01,1.49,-11.11,5.12,2.26,35.35,45.08,13.11,17.68,-19.06,-12.29,6.46,-5.32,-4.78,-7.57,-25.58,-10.41,-17.69,-7.67,20.17
ROPA_qq,,,,,23.59,-14.96,,,8.31,-6.23,,,12.08,-4.30,,,-30.87,-151.38,-174.40,-166.16,-27.38,37.11,44.15,144.81,40.24,13.33,21.74,-61.34,-182.07,-67.55,12.65,193.67,124.15,-15.95,-126.67,-394.23,-63.62,-33.65,42.62,-10.08,30.85,28.51
ROPA_sq,,,,,-32.04,34.47,,,-35.72,-15.24,,,-10.74,58.37,,,-27.71,-37.88,,92.99,2.33,-7.47,4.53,2.54,-10.38,9.43,1.69,35.73,-3.93,-14.69,5.79,-6.65,4.11,3.54,-5.91,-6.12,1.06,-16.64,13.27,-13.75,13.37,8.49
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,71.76,-8.58,55.92,,,,908.14,108.81,-400.64,128.96,-86.65,-46.77,181.53,-161.94,-128.04,-110.28,-79.06,-76.79,-100.80,-271.45,-208.18,-1.03,403.10,208.40,-148.92,401.04,-95.91,-141.51,81.18,300.95,-326.55,-277.78,-70.18,-91.64,-618.51,-88.45,-400.79,-1091.85,195.03,134.14,126.26
ZNPO_sy,,192.15,-66.33,2.37,,,,7.55,9.74,-38.56,694.60,31.13,42.89,-41.05,-33.23,23.17,-61.76,148.11,-39.59,13.56,103.40,105.65,395.38,-36.82,36.94,6.64,-0.15,33.97,-28.11,-19.58,-40.73,-27.08,24.28,32.59,62.10,7.94,-27.00,-56.13,-61.41,4.57,-8.49,111.12
ZNPO_qq,,,,,13.39,-37.14,-318.15,748.37,-76.52,-190.51,121.02,198.82,-6.35,38.63,-115.97,-35.25,65.65,382.28,-234.80,-53.61,36.45,17.79,-25.89,560.85,-77.27,-288.79,252.25,-93.74,-330.53,14.40,3343.55,-103.54,-284.42,61.44,259.29,-404.28,-0.83,-2.47,-215.48,129.15,-63.78,-21.16
ZNPO_sq,,,,,-0.57,-13.84,-117.52,816.57,1.46,-51.77,69.57,58.03,10.55,-80.10,92.07,191.51,-65.68,29.11,-53.23,447.94,-38.53,30.54,12.66,-30.12,33.24,1.66,5.49,-6.24,-28.50,13.72,-22.26,15.36,21.85,21.33,-4.95,-23.18,-17.59,-27.10,-16.39,108.17,-27.88,68.19
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-43.73,113.93,-46.99,,,,297.17,142.78,-591.33,-62.80,-64.77,-43.34,186.96,-168.32,-143.25,-124.40,-101.52,107.27,,,,,,,,,,,,,-1803.02,-404.36,-298.44,16.35,160.06,130.51,160.35,-245.66,-159.76,-135.89,-175.30
ZFI_sy,,-13.06,4.34,3.06,,,,-6.56,4.84,-31.30,-4.83,-8.76,-35.63,20.60,-32.75,18.53,74.12,34.18,48.70,,,,,,,,,,,,,6.16,-8.62,-8.75,-2.27,-11.91,17.76,14.20,9.43,13.18,-5.82,9.82
ZFI_qq,,,,,5.87,-11.97,62.97,161.47,-35.28,-278.16,112.34,147.61,4.09,173.43,-109.69,-56.75,41.27,82.93,146.29,,,,,,,,,,1600.86,-43.28,529.13,-128.06,-203.97,63.02,468.88,-85.51,54.40,-26.86,-990.37,94.06,7.26,-53.46
ZFI_sq,,,,,-0.26,17.68,-3.64,-17.38,11.91,-22.88,33.48,-20.79,-21.05,44.47,-25.57,39.61,15.98,11.33,-17.51,,,,,,,,,,10.73,-0.78,0.85,-4.18,-4.69,-0.92,8.00,-13.63,27.42,-3.92,3.49,-10.67,6.03,12.04
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,32.43,3.29,-11.89,,,,8.94,10.87,13.03,,-16.10,-20.29,-33.22,,5.37,26.66,23.93,,-13.42,-33.52,-24.05,-5.59,-5.29,-4.47,24.80,2.21,1.40,-9.68,-18.86,6.88,-4.94,22.90,7.02,1.40,-11.06,-29.53,-17.94,3.43,1.64,84.77,30.84
DTAR_sy,,10.46,5.17,-3.86,,,,-0.32,2.64,-0.38,,0.40,4.98,5.65,,-1.60,10.12,3.43,,4.06,-19.10,-10.61,-1.89,-4.96,3.60,5.51,8.47,-8.16,1.53,-1.66,4.25,13.05,18.46,23.15,16.66,-5.71,-6.29,-6.75,-14.83,5.82,-0.02,-4.97
DTAR_qq,,,,,-13.87,6.95,,,-12.34,9.03,,,-16.71,-8.66,,,0.12,-10.63,-19.91,20.82,-23.12,2.10,-0.45,21.20,-22.45,33.38,-18.47,20.24,-30.93,19.83,7.38,6.95,-10.70,4.35,1.74,-6.19,-29.24,21.51,28.24,-7.82,28.64,-13.96
DTAR_sq,,,,,-12.32,6.27,,,-9.72,3.14,,,-5.60,3.80,,,5.66,-2.51,-13.89,17.32,-17.85,7.72,-5.49,13.65,-10.46,9.70,-2.84,-3.77,-1.00,6.26,2.99,4.35,3.74,10.47,-2.44,-15.66,3.09,9.92,-10.89,4.79,-2.60,4.48
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,80.09,14.37,-27.63,,,,22.84,23.53,29.64,,-32.20,-34.94,-54.80,,7.61,50.68,44.83,,-24.48,-51.33,-37.23,-8.66,-9.23,-6.66,44.44,3.47,2.46,-13.83,-29.39,11.19,-8.39,36.25,11.39,2.31,-17.46,-39.87,-26.18,5.72,2.63,162.75,52.43
CG_sy,,26.07,21.93,-16.03,,,,-7.25,-10.58,-14.41,,-0.09,19.94,15.72,,0.76,13.66,17.81,,5.77,-32.11,-25.43,-7.56,-9.54,16.43,4.84,19.63,3.44,16.43,11.62,9.25,12.33,-1.16,49.64,1.45,-15.53,5.73,-22.14,-2.28,12.20,2.93,1.57
CG_qq,,,,,-25.82,14.26,,,-25.41,19.92,,,-28.42,-16.69,,,0.23,-19.93,-31.76,37.90,-35.41,3.27,-0.71,37.04,-33.57,59.81,-28.88,35.71,-44.13,30.94,12.00,11.82,-16.91,7.05,2.87,-9.79,-39.48,31.43,47.33,-12.43,54.95,-23.75
CG_sq,,,,,-19.99,12.88,,,-22.86,8.05,,,-7.39,4.24,,,4.47,8.04,-26.63,27.72,-32.95,18.68,-9.04,24.99,-13.70,6.86,3.79,8.07,-2.87,2.45,1.58,11.12,-14.53,55.11,-31.13,-7.48,6.97,14.23,-13.57,6.23,-1.86,12.72
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,298.15,94.19,10.30,,,,146.15,95.95,-21.22,,-33.26,-26.12,1.32,,28.35,9.76,-15.25,,-41.25,-42.01,-47.63,-33.29,-34.44,-17.92,29.83,7.35,-2.27,-15.01,-25.14,-10.99,21.61,15.68,45.91,24.92,-20.25,-17.93,-19.40,-9.54,14.53,28.87,13.16
LDER_sy,,3.41,256.43,-3.13,,,,39.55,81.93,-1.29,,-28.41,-0.63,-1.53,,19.65,21.93,6.56,,-2.39,-36.94,-6.32,6.71,36.32,105.71,26.96,21.06,-12.35,-16.10,18.03,40.74,40.09,49.40,60.09,34.95,-3.91,16.53,-9.88,-11.68,3.39,1.86,13.44
LDER_qq,,,,,36.81,83.25,,,8.91,-26.33,,,20.56,1.04,,,3.09,-21.98,-7.30,-21.20,1.75,-29.54,18.09,-22.57,27.41,11.44,-2.35,-29.51,10.81,-1.85,16.10,-3.68,5.40,23.80,-0.60,-38.51,8.46,21.59,11.55,-22.15,22.04,6.76
LDER_sq,,,,,-46.51,105.64,,,-30.26,11.57,,,-3.20,10.57,,,-1.36,-3.37,-24.77,36.12,-36.27,43.54,-14.30,73.89,-3.83,-11.41,-18.28,25.90,-7.95,24.63,-2.56,25.32,-1.83,33.55,-17.86,-10.77,19.06,3.28,-19.50,4.46,17.29,15.02
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-79.25,-21.76,-47.15,,,,-32.45,-24.91,47.20,,24.66,12.81,-14.63,,-24.81,-11.74,19.16,,86.27,90.03,94.39,45.48,33.86,7.54,-30.81,-16.60,0.23,21.90,42.37,19.02,-18.37,-16.71,-33.94,-14.35,45.22,42.43,52.21,27.86,-2.39,-13.67,-7.93
PZAT_sy,,61.15,-37.78,1.12,,,,-19.62,-45.63,-27.41,,13.18,46.49,31.10,,-10.22,-19.87,2.51,,-3.12,15.09,0.33,-23.39,2.75,-17.48,-11.88,4.07,-8.11,6.13,-14.45,-13.68,4.92,-9.57,4.89,0.05,-40.42,-36.42,-24.58,-27.23,21.91,5.67,4.97
PZAT_qq,,,,,-19.64,-32.14,,,-10.67,33.03,,,-19.16,0.67,,,-5.11,35.92,11.12,29.97,-3.19,39.03,-16.84,19.59,-22.23,-10.55,0.24,43.72,-5.41,4.47,-16.20,-1.43,-3.49,-17.14,8.66,67.11,-5.34,-11.46,-8.72,27.58,-16.28,-5.57
PZAT_sq,,,,,22.35,-25.20,,,-17.23,-0.14,,,7.13,-10.63,,,-4.38,14.32,11.44,-20.47,13.59,-0.34,-14.90,6.67,-8.78,6.42,0.50,-5.82,5.37,-14.22,1.40,14.46,-9.17,-0.51,-3.27,-31.83,-3.08,18.01,-6.67,14.20,-15.98,17.22
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,29.00,-32.60,42.76,,,,-21.78,-18.26,-9.23,,8.32,7.41,8.14,,-0.43,-0.28,-6.06,,-14.28,-14.12,-9.08,-8.76,8.48,15.18,13.17,21.06,4.88,-8.77,-9.32,-9.62,1.42,6.17,4.52,-5.38,-9.04,-9.19,-11.28,-6.58,-9.87,-8.49,-4.41
PELDR_sy,,4.66,-22.88,-18.81,,,,-4.02,17.15,-7.19,,21.41,20.19,-1.53,,-8.49,-27.05,-2.86,,-0.14,-1.13,5.42,-8.54,3.26,-8.14,-3.47,-4.08,-3.11,9.96,-2.38,-1.10,2.08,-10.18,-3.52,-4.41,-3.69,1.26,-1.62,3.10,1.27,7.02,1.55
PELDR_qq,,,,,-3.17,-9.46,,,1.19,0.54,,,0.33,1.23,,,0.49,-4.64,-5.03,-5.81,0.67,0.96,-4.69,11.98,6.89,-0.80,1.95,-2.98,-7.02,-1.40,1.61,8.87,-2.67,-2.93,-8.01,4.65,-2.83,-5.17,-3.13,0.97,-1.34,-0.94
PELDR_sq,,,,,11.68,8.65,,,36.31,-13.92,,,34.93,-29.47,,,7.56,-6.08,13.53,-12.94,6.50,0.13,-1.50,-1.70,-5.26,5.23,-2.11,-0.71,7.52,-6.58,-0.84,2.48,-5.39,0.35,-1.75,3.25,-0.52,-2.51,2.96,1.42,5.12,-7.49
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-24.12,-6.18,22.71,,,,-0.39,-0.62,-16.28,,16.16,16.19,48.04,,1.56,-14.69,-16.47,,6.93,27.04,13.23,-1.02,0.69,0.47,-11.66,-0.56,-1.22,3.43,12.16,-4.87,5.31,-8.73,-0.68,1.21,5.97,15.40,8.95,-3.15,,-28.24,-13.22
TSF_sy,,-4.44,-7.73,20.68,,,,-3.83,-4.46,-5.72,,-12.51,-11.02,-0.62,,10.93,6.22,-6.44,,5.25,0.80,5.20,-0.91,0.26,4.93,6.07,-0.04,1.45,-4.12,-0.75,-0.04,1.43,-0.53,-8.92,-3.04,1.07,3.73,9.94,4.03,,-6.24,-6.01
TSF_qq,,,,,19.74,2.32,,,19.47,-13.81,,,19.50,9.82,,,0.37,7.53,16.25,-14.77,19.24,-4.16,1.62,-13.30,18.98,-15.72,14.38,-13.87,24.58,-8.61,-2.99,-4.65,7.97,-0.55,-1.15,-0.16,17.57,-6.11,-12.13,3.09,-15.63,13.54
TSF_sq,,,,,9.98,-3.30,,,9.27,-4.57,,,11.12,6.58,,,6.41,-6.12,10.19,-4.37,1.91,-2.03,3.79,-3.24,6.65,-0.97,-2.19,-1.80,0.79,2.52,-1.50,-0.35,-1.15,-6.13,4.86,3.87,1.45,-0.51,-0.77,-4.36,-0.70,-0.26
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,10.49,13.82,-16.20,,,,18.60,21.22,9.01,,-13.51,-16.69,-20.95,,6.34,16.61,16.35,,-2.01,-14.19,-12.71,1.18,-7.49,-14.27,5.86,-12.18,-4.20,-0.32,-6.95,10.63,-2.93,9.40,3.09,6.63,-1.86,-13.84,-2.33,6.52,11.35,51.66,20.44
ZKO_sy,,-7.52,17.88,26.67,,,,17.37,-11.00,-9.24,,-15.40,2.07,15.05,,-13.28,12.08,1.42,,1.92,-9.43,0.19,16.39,-0.61,24.12,-6.13,-6.76,-1.25,-16.37,6.79,10.78,13.32,28.98,16.78,12.40,0.83,3.36,18.67,2.70,8.60,-1.32,-15.66
ZKO_qq,,,,,-7.32,12.77,,,-5.28,1.41,,,-8.75,-3.78,,,0.07,-4.00,-9.22,12.37,-12.38,-2.34,5.22,2.73,-18.80,20.60,-12.71,12.06,-15.51,12.58,3.79,-1.67,-4.78,6.09,7.35,-9.50,-16.41,20.27,17.07,-5.40,13.86,-4.49
ZKO_sq,,,,,-19.36,1.85,,,-38.85,3.86,,,-26.23,17.07,,,-4.66,5.94,-15.98,20.10,-15.27,17.19,-2.40,2.56,5.81,-11.37,-3.07,8.63,-10.39,13.17,0.56,11.12,1.99,2.46,-3.21,-0.32,4.55,17.64,-16.23,5.41,-5.01,0.55
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,37.64,-25.92,18.77,,,,-17.40,-10.50,3.07,,-0.18,-5.64,-14.69,,2.07,14.57,11.95,,-9.96,-20.76,-15.17,-3.61,4.02,0.62,17.16,5.62,0.63,-7.86,-13.53,1.05,-2.99,14.81,4.23,-1.17,-9.22,-20.54,-11.57,0.49,-0.58,35.97,13.85
OSF_sy,,-0.84,-10.98,-11.61,,,,7.42,0.44,-9.53,,1.68,2.06,5.42,,2.04,-1.17,1.13,,-4.40,-0.65,-2.98,-0.08,0.71,-1.90,-8.18,-3.24,1.24,4.87,7.48,4.84,-0.63,-4.01,-4.52,-5.75,-4.10,-1.37,2.38,0.92,-5.78,-1.11,-1.96
OSF_qq,,,,,-12.97,-6.59,,,-5.70,7.57,,,-10.86,-2.75,,,0.05,-4.97,-12.93,8.76,-11.95,1.74,-1.07,17.38,-14.83,18.47,-10.82,11.84,-22.02,11.18,4.22,7.37,-7.72,0.93,-1.18,-1.38,-19.22,12.32,12.30,-2.42,10.48,-5.96
OSF_sq,,,,,5.66,8.99,,,-1.21,-1.82,,,-0.85,1.41,,,-3.96,3.76,-5.84,1.88,-0.20,1.33,-3.03,2.69,-2.79,-5.15,2.19,7.44,0.71,-2.80,-0.32,1.83,-2.72,-3.32,-1.60,3.61,0.06,0.36,-3.01,-3.27,5.03,-0.50
NetDebt,6374000000,13405000000,18493000000,22334000000,19943000000,30560000000,,61118000000,43104000000,63830000000,,50742000000,31416000000,40710000000,,74766000000,78742000000,55861000000,35428000000,41177000000,22438000000,26728000000,25308000000,41010000000,19441000000,40469000000,21732000000,32308000000,10564000000,20460000000,29308000000,39460000000,26060000000,33603000000,30207000000,18876000000,5046000000,13927000000,27523000000,25376000000,40219000000,30688000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,64.95,-14.69,-50.04,,,,192.93,157.54,120.87,,-42.34,-50.51,-47.33,,226.22,602.25,3289.20,,-152.39,-119.62,-106.08,42.42,291.74,266.26,234.97,126.81,-7.82,135.14,972.77,1831.79,20.34,-51.44,-91.28,-61.57,-205.54,-135.90,-144.31,-140.90,11.57,-1246.16,-2167.29
NetDebtEBITDA_sy,,69.03,26.24,-20.12,,,,19.69,48.23,63.37,,-15.68,-49.37,-37.66,,30.96,83.12,34.11,,-1.43,-19.09,-18.57,-27.29,-0.91,9.47,30.84,38.27,5.44,9.15,-14.06,-12.55,-5.73,-3.22,4.64,-3.72,-6.51,-11.83,-13.39,-14.73,12.32,19.96,-2.46
NetDebtEBITDA_qq,,,,,-17.89,59.38,,,-27.81,36.69,,,-38.04,45.47,,,33.38,602.06,-127.50,79.66,50.05,-117.60,-160.38,167.75,-56.68,76.65,-48.28,132.93,10.49,705.90,-6.86,-85.49,-55.41,44.77,310.32,-139.85,84.83,-78.72,-278.71,13.84,-130.85,-201.01
NetDebtEBITDA_sq,,,,,7.20,8.49,,,32.76,19.57,,,-20.29,47.23,,,11.47,7.83,6.88,-23.27,-8.51,8.52,-4.55,4.56,1.07,29.70,0.87,-20.26,4.64,2.12,2.63,-14.04,7.42,10.41,-5.57,-16.54,1.32,8.46,-7.03,9.94,8.21,-11.82
DebtFin,167000000,-1379000000,-1004000000,-14849000000,-11773000000,-7205000000,,448000000,-731000000,6998000000,,-4956000000,-6541000000,7603000000,,13782000000,22884000000,18761000000,3002000000,-3834000000,-5630000000,-2846000000,-6936000000,-4012000000,-10632000000,-113000000,-8022000000,-13706000000,-14209000000,-8200000000,-3526000000,-3206000000,-6806000000,3001000000,4195000000,-3995000000,-8893000000,-1702000000,3579000000,2649000000,5595000000,8419000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-747.84,54.99,-511.97,,,,103.23,92.60,202.70,,-868.03,-507.33,-10.26,,715.68,1080.35,5994.06,,-73.54,-83.06,-98.07,286.23,-301.47,-462.42,-103.54,-136.11,-299.73,-478.32,-153751.86,-529.60,76.95,90.57,101.94,144.36,374.90,342.24,-39.36,-138.30,-143.62,-206.26,-5189.79
DebtFinEBITDA_sy,,-101.96,54.89,34.85,,,,285.68,-134.47,1134.62,,78.26,-185.89,-51.59,,214.75,583.15,63.49,,19.06,84.75,69.82,-14.64,-47.99,-37.01,-1.10,-0.96,42.69,13.50,-24.67,-33.35,-11.11,52.18,44.80,47.12,26.73,-11.39,-51.95,-25.45,-0.07,50.56,82.15
DebtFinEBITDA_qq,,,,,27.10,36.34,,,-267.01,983.30,,,-32.06,230.52,,,110.29,711.32,-106.94,122.35,34.60,-7.65,570.24,-124.18,-142.13,99.10,-6732.10,-167.69,-250.31,-140.14,72.04,90.20,-43.32,149.50,538.06,-39.27,26.29,-87.61,-502.96,30.83,-207.62,-493.62
