,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
DebtFinEBITDA_sq,,,,,222.81,-165.16,,,-122.80,2055.96,,,-136.56,431.23,,,-43.88,12.08,131.24,-18.14,-12.92,3.03,16.24,-50.12,5.45,61.78,16.39,-28.14,-16.13,7.37,2.98,-4.16,43.60,2.16,4.63,-17.44,0.41,-44.60,62.33,10.67,51.28,-32.98
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,24.56,-34.92,41.73,,,,-30.36,-26.18,-5.46,,15.41,13.26,7.92,,-4.01,-1.75,-3.77,,-8.11,-7.66,-2.82,-4.74,12.45,17.37,10.67,20.27,5.05,-7.56,-7.07,-8.66,-0.06,4.93,1.10,-7.33,-7.50,-7.77,-9.46,-5.65,-10.73,-10.34,-5.48
SP1_sy,,2.68,-25.46,-22.67,,,,-7.55,27.68,2.60,,4.38,6.23,-8.51,,17.07,-20.73,-2.68,,-5.42,10.55,-1.20,-15.84,-0.90,-19.86,3.03,3.47,-2.27,8.98,-12.84,-9.69,-6.43,-22.12,-15.85,-10.24,1.59,8.13,0.62,-3.12,-8.58,-4.42,3.57
SP1_qq,,,,,-6.08,-17.18,,,-0.45,6.07,,,-2.30,1.06,,,,-1.02,-4.09,-3.21,0.49,4.16,-5.98,14.25,4.89,-1.78,2.17,-0.21,-7.70,-1.26,0.43,9.20,-3.09,-4.87,-7.95,8.99,-3.37,-6.61,-4.08,3.13,-2.95,-1.55
SP1_sq,,,,,9.06,14.46,,,50.62,-8.03,,,53.29,-20.79,,,,-2.75,11.37,-15.87,21.32,-13.09,-5.12,-0.94,-1.89,11.74,-4.72,-6.44,9.41,-10.63,-1.27,-3.07,-8.93,-3.44,5.31,9.69,-3.06,-10.15,1.39,3.51,1.35,-2.63
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,28.53,-32.39,42.86,,,,-21.78,-18.26,-9.23,,8.32,7.41,8.14,,-0.43,-0.28,-6.06,,-14.28,-14.12,-9.08,-8.76,8.48,15.18,13.17,21.06,4.88,-8.77,-9.32,-9.62,1.42,6.17,4.52,-5.38,-9.04,-9.19,-11.28,-6.58,-9.87,-8.49,-4.41
SP2_sy,,-0.87,-15.45,-21.27,,,,-2.48,32.20,-2.51,,21.55,22.40,-5.43,,-7.05,-24.76,-1.89,,-3.85,1.59,2.98,-5.58,0.09,-17.29,-1.14,-7.67,-1.17,7.77,-3.12,-1.61,3.85,-6.69,-6.80,-1.13,-2.52,0.39,-1.00,-1.15,-0.23,4.86,3.01
SP2_qq,,,,,-3.17,-9.46,,,1.19,0.54,,,0.33,1.23,,,0.49,-4.64,-5.03,-5.81,0.67,0.96,-4.69,11.98,6.89,-0.80,1.95,-2.98,-7.02,-1.40,1.61,8.87,-2.67,-2.93,-8.01,4.65,-2.83,-5.17,-3.13,0.97,-1.34,-0.94
SP2_sq,,,,,-0.49,21.24,,,34.89,-10.59,,,35.83,-30.91,,,9.95,-9.91,10.43,-12.10,16.17,-8.67,1.25,-6.82,-4.00,9.16,-5.44,-0.26,4.69,-1.88,-3.97,5.27,-5.93,-1.99,1.87,3.79,-3.12,-3.35,1.71,4.76,1.82,-5.05
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,73.82,2.47,373.79,,,,-55.19,-31.76,-51.49,,16.37,32.92,-68.87,,-83.73,-99.54,-6.07,,259.57,15391.67,224.06,160.34,-38.35,20.52,-15.22,65.87,190.31,58.85,133.17,-48.26,-73.40,-56.31,-72.89,-14.76,411.53,198.65,307.27,-15.37,-77.16,-94.40,-93.13
CAR_sy,,-2.43,84.09,47.45,,,,-28.06,14.29,-18.19,,-14.43,28.89,0.02,,-22.72,-56.99,-66.88,,19.15,-11.73,25.85,25.85,-10.11,-1.46,66.02,-17.37,36.33,54.49,35.09,26.54,3.76,-7.74,-18.75,19.55,-8.04,6.36,-22.03,-34.28,-8.11,-31.44,-9.07
CAR_qq,,,,,-5.68,-18.43,,,43.66,-42.02,,,64.09,-86.42,,,-95.36,2670.83,57.74,77.22,100.00,-42.04,26.73,-58.04,291.01,-59.23,147.95,-26.56,113.95,-40.15,-44.98,-62.24,251.41,-62.86,72.99,126.58,105.17,-49.35,-64.05,-38.85,-49.71,-37.88
CAR_sq,,,,,-12.57,14.44,,,38.91,-18.09,,,109.23,-36.44,,,16.44,-51.06,55.64,34.33,-13.73,-30.22,55.64,-4.05,-5.43,17.56,-22.54,58.30,7.17,2.79,-27.44,29.81,-4.70,-9.48,6.76,-0.15,10.23,-33.64,-10.01,39.60,-17.76,-11.98
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-1.67,-17.36,33.35,,,,-7.25,-6.00,-16.00,,14.65,24.14,54.16,,-1.95,-19.43,-26.33,,-4.47,13.37,9.47,-10.34,7.23,20.42,-4.25,18.88,4.56,0.04,7.86,-14.64,2.80,-15.93,-0.63,-4.96,1.44,25.05,4.36,-8.17,-9.06,-40.25,-21.88
QR_sy,,26.87,-14.07,5.03,,,,0.74,13.35,-5.58,,-8.19,-15.20,-1.58,,-9.38,-11.07,-20.19,,4.29,0.62,4.92,5.73,16.28,0.03,-1.73,-11.48,-13.52,2.19,10.80,12.39,-2.89,-6.58,-13.36,-7.97,23.30,23.12,3.24,1.22,-8.56,-2.46,-7.21
QR_qq,,,,,12.88,0.24,,,14.40,-10.41,,,23.87,11.25,,,1.79,1.72,18.53,-22.16,20.80,-1.78,-2.92,-6.91,35.67,-21.90,20.53,-18.12,29.81,-15.80,-4.62,-1.40,6.16,-0.48,-8.77,5.24,30.87,-16.94,-19.72,4.22,-14.02,8.60
QR_sq,,,,,3.57,8.99,,,16.53,-9.21,,,7.64,5.37,,,5.64,-5.44,7.14,-2.56,1.92,-1.40,7.97,7.16,-12.32,-3.13,-2.75,4.69,3.61,5.04,-1.36,-9.54,-0.34,-2.58,4.78,21.21,-0.49,-18.31,2.73,9.49,6.16,-22.29
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-8.00,-10.25,22.69,,,,-8.14,-8.84,-17.61,,15.31,24.86,57.28,,-2.67,-21.43,-27.29,,-2.63,21.77,10.56,-9.04,3.48,12.86,-7.18,14.81,3.84,-0.01,8.47,-13.51,6.73,-11.70,2.24,-2.50,1.38,24.77,4.59,-9.00,-8.72,-42.32,-22.09
CR_sy,,0.16,-9.45,-1.52,,,,-0.32,15.42,5.10,,4.61,-15.48,-14.64,,-11.22,-3.23,-13.72,,0.62,-2.68,7.22,1.28,11.32,-10.19,-1.43,-11.94,-9.05,11.75,5.35,2.73,4.14,-5.90,-4.02,-10.40,7.44,12.27,-5.61,12.79,-8.36,-8.90,6.29
CR_qq,,,,,15.93,-1.69,,,15.04,-11.14,,,24.57,11.93,,,0.56,3.57,19.47,-21.75,25.77,-5.97,-1.70,-10.99,37.17,-22.66,21.58,-19.50,32.09,-16.10,-3.06,-0.66,9.27,-2.85,-7.55,3.30,34.49,-18.56,-19.56,3.61,-15.02,10.01
CR_sq,,,,,10.18,4.76,,,27.58,-4.60,,,3.08,-3.66,,,12.36,-14.11,20.91,-13.77,8.67,-5.37,14.22,-5.23,-12.33,3.86,2.04,-2.12,7.72,-2.09,-0.49,-0.77,-2.66,-0.13,-7.11,18.99,1.72,-16.04,11.00,-3.33,1.12,-2.05
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,73.82,13.39,328.18,,,,-54.77,-31.11,-51.49,,15.28,31.67,-68.87,,-83.73,-99.54,-6.07,,259.57,15391.67,224.06,160.34,-38.35,20.52,-15.22,65.87,190.31,58.85,133.17,-48.26,-73.40,-56.31,-72.89,-14.76,411.53,198.65,307.27,-15.37,-77.16,-94.40,-93.13
PP_sy,,-2.83,95.89,18.03,,,,-26.39,-22.48,-23.38,,-13.58,31.67,-8.69,,-17.95,-50.61,-58.14,,27.58,-4.60,49.85,30.70,17.49,2.73,10.91,-23.32,-3.02,59.02,42.16,11.94,-0.22,-15.65,-0.62,20.18,27.58,8.39,-7.72,-9.94,-20.57,-41.88,-33.08
PP_qq,,,,,-5.68,-18.43,,,43.65,-42.56,,,64.09,-86.42,,,-95.36,2670.83,57.74,77.22,100.00,-42.04,26.73,-58.04,291.01,-59.23,147.95,-26.56,113.95,-40.15,-44.98,-62.24,251.41,-62.86,72.99,126.58,105.17,-49.35,-64.05,-38.85,-49.71,-37.88
PP_sq,,,,,28.87,-8.20,,,35.72,-9.27,,,106.78,-37.08,,,24.46,-46.67,52.18,26.30,-6.93,-16.23,32.73,13.53,-18.63,-9.55,-8.24,43.60,33.42,-19.14,-27.74,28.01,12.78,-4.73,-12.62,35.89,-4.18,-18.89,-14.72,19.85,-29.88,-6.61
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-5.91,-20.62,-11.22,,,,27.07,8.50,-1.60,,15.12,21.53,78.85,,19.43,11.11,-26.89,,-14.12,-11.75,-0.67,-20.99,14.00,20.93,-2.03,10.11,-10.10,-16.72,-8.55,-4.74,22.32,5.39,22.11,-3.20,-22.06,-13.99,-18.27,-7.31,15.92,1.80,3.92
RCLR_sy,,11.19,-9.61,-25.10,,,,16.63,40.47,11.77,,0.21,-1.43,4.73,,15.28,-2.69,-11.60,,-11.83,-11.88,3.04,-4.94,-2.67,-2.78,-19.58,-14.38,1.47,-5.65,16.59,3.67,-20.00,-19.08,-22.30,-23.89,13.48,32.34,4.60,25.04,-11.26,-17.30,-10.00
RCLR_qq,,,,,25.44,11.23,,,7.11,0.87,,,13.08,48.45,,,5.19,-2.32,15.62,-27.71,8.10,9.95,-8.04,4.30,14.67,-10.93,3.36,-14.84,6.23,-2.19,7.67,9.35,-8.47,13.32,-14.65,-11.96,1.01,7.67,-3.21,10.11,-11.29,9.91
RCLR_sq,,,,,3.55,23.04,,,24.72,-2.10,,,22.68,4.02,,,3.56,-5.50,7.49,-16.18,3.50,10.50,-0.83,-14.18,3.38,-8.59,5.58,1.70,-3.87,12.95,-6.12,-21.52,-2.76,8.45,-8.04,17.02,13.39,-14.27,9.93,-16.95,5.68,-6.71
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-0.26,-35.32,81.62,,,,-23.25,-19.87,-25.70,,28.16,26.10,53.60,,-5.24,-20.13,-24.89,,-15.71,0.75,-0.24,-16.21,8.68,24.94,6.81,35.22,12.38,-9.42,-2.96,-17.60,7.30,-0.14,6.50,-8.04,-7.78,-0.86,-11.76,-15.88,-19.68,-41.31,-23.25
KP_sy,,10.95,-20.19,-38.50,,,,-31.55,102.98,0.34,,78.00,-27.69,-27.43,,-9.12,-5.92,-13.19,,-25.93,-7.87,20.67,-15.62,26.68,-41.65,-18.63,2.59,19.43,95.44,31.71,0.48,-2.43,-34.63,-23.02,-31.25,1.65,9.17,-22.67,-1.97,-15.30,1.48,17.96
KP_qq,,,,,16.65,-7.25,,,21.79,-14.00,,,19.83,4.75,,,0.99,-1.50,10.28,-23.17,20.72,-2.46,-7.37,-0.35,38.78,-16.61,17.26,-17.18,11.86,-10.67,-0.43,7.84,4.11,-4.74,-14.02,8.15,11.91,-15.21,-18.02,3.26,-18.23,10.88
KP_sq,,,,,5.34,44.20,,,212.39,-28.72,,,26.91,-28.47,,,31.37,-33.99,49.82,-42.98,63.39,-13.54,4.76,-14.40,-24.73,20.55,32.07,-0.34,23.17,-18.76,0.75,-3.22,-17.48,-4.33,-10.03,43.10,-11.37,-32.23,14.06,23.64,6.18,-21.23
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-129.60,102.70,110.17,,,,-13.06,-8.33,-14.41,,-13.77,-11.33,-2.04,,25.34,12.77,-8.11,,-32.48,-13.46,12.44,24.05,43.26,40.60,12.11,22.70,-5.71,-33.26,-18.39,-29.41,-11.97,-6.04,-20.55,-20.81,-7.27,14.61,40.23,39.39,6.45,-27.31,-42.28
PKKO_sy,,116.06,4.51,30.23,,,,-27.70,32.06,18.41,,-19.15,-69.46,-65.43,,3.23,-22.27,-25.03,,-11.53,35.79,18.28,-100.33,-133.25,-125.74,-38.06,4466.67,131.68,115.22,-108.45,308.40,-72.83,-2348.57,-441.46,-64.67,-3634.04,106.54,269.37,-194.71,16.92,-861.17,-277.79
PKKO_qq,,,,,-2.45,-1.32,,,2.86,-7.86,,,5.77,1.79,,,-4.84,-17.06,-12.27,-2.48,21.96,7.75,-3.21,12.63,19.69,-14.08,5.94,-13.45,-15.28,5.06,-8.37,7.94,-9.58,-11.16,-8.67,26.40,11.76,8.70,-9.22,-3.47,-23.69,-13.68
PKKO_sq,,,,,36.48,2.76,,,149.28,-7.86,,,-5.84,4.31,,,-29.09,0.61,35.65,-8.57,8.83,-12.37,-100.38,-9000.00,15.75,310.87,-72.99,-33.97,-59.54,-217.14,1404.88,-95.61,-3448.94,71.79,185.14,-539.42,106.20,630.10,-147.61,-285.47,43.19,-70.54
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-34.39,23.03,44.67,,,,-31.34,-28.04,-30.74,-22.23,7.41,18.32,34.54,-7.34,-23.53,-35.67,-41.56,-18.99,-15.89,8.05,32.10,26.03,33.38,16.82,3.17,-9.15,-2.55,8.37,16.50,39.95,40.60,29.62,19.92,-3.92,-19.21,-19.74,-22.34,-7.86,1.51,0.97,7.21
RN_sy,,-2.67,17.64,-7.62,,,,0.52,-6.97,-2.50,25.25,-4.70,-8.81,-11.60,-17.98,-7.59,2.28,9.75,1.64,10.00,2.83,0.61,0.39,-7.82,-11.73,-6.16,1.70,7.10,13.80,2.21,-0.12,0.90,4.15,11.16,6.52,-12.18,-15.51,-16.87,-17.68,-3.36,1.24,3.73
RN_qq,,,,,-11.98,-6.97,4.98,-20.13,-7.74,-10.46,17.87,10.31,1.63,1.81,-18.82,-8.96,-14.51,-7.51,12.54,-5.48,9.82,13.08,7.37,0.04,-3.82,-0.13,-5.46,7.31,6.96,7.37,13.57,7.81,-1.40,-0.67,-9.01,-9.35,-2.04,-3.88,7.95,-0.13,-2.57,2.07
RN_sq,,,,,5.13,-7.68,-9.81,14.84,-2.71,-3.24,15.85,-12.61,-6.91,-6.20,7.49,-1.54,3.03,0.65,-0.46,6.57,-3.68,-1.52,-0.68,-2.16,-7.76,4.69,7.65,3.03,-1.99,-5.97,5.19,4.08,1.17,0.35,0.81,-14.19,-2.67,-1.27,-0.18,0.74,1.97,1.16
CRN,107000,164000,133000,92000,104000,112000,107000,134000,145000,162000,138000,125000,123000,121000,148000,163000,191000,206000,183000,194000,177000,156000,145000,145000,151000,151000,160000,149000,139000,130000,114000,106000,108000,108000,119000,131000,134000,139000,129000,129000,133000,130000
CRN_yy,,53.27,-18.90,-30.83,,,,45.65,39.42,44.64,28.97,-6.72,-15.17,-25.31,7.25,30.40,55.28,70.25,23.65,19.02,-7.33,-24.27,-20.77,-25.26,-14.69,-3.21,10.34,2.76,-7.95,-13.91,-28.75,-28.86,-22.30,-16.92,4.39,23.58,24.07,28.70,8.40,-1.53,-0.75,-6.47
CRN_sy,,2.78,-14.19,7.09,,,,,7.69,5.00,-19.87,5.15,9.29,11.56,21.60,7.69,-1.96,-9.15,-1.97,-9.09,-2.67,-0.67,-0.67,8.57,4.79,6.76,-1.35,-6.58,-10.46,-15.19,-6.16,-1.41,2.19,-2.24,-5.84,14.29,17.14,19.08,22.48,3.75,-1.22,2.56
CRN_qq,,,,,13.04,7.69,-4.46,25.23,8.21,11.72,-14.81,-9.42,-1.60,-1.63,22.31,10.14,17.18,7.85,-11.17,6.01,-8.76,-11.86,-7.05,,4.14,,5.96,-6.88,-6.71,-6.47,-12.31,-7.02,1.89,,10.19,10.08,2.29,3.73,-7.19,,3.10,-2.26
CRN_sq,,,,,-4.41,7.69,11.43,-12.82,2.94,5.00,-14.97,14.40,6.99,7.19,-7.32,1.32,-2.60,-0.67,,-6.04,4.29,1.37,,,0.66,,-7.59,-2.74,-3.52,-2.19,2.24,2.19,,,-1.53,24.03,2.50,-4.88,1.28,,-2.41,-1.23
CPZ,85000,138000,142000,98000,110000,112000,107000,123000,131000,146000,124000,107000,100000,82000,102000,104000,119000,138000,120000,130000,122000,109000,108000,103000,103000,103000,107000,103000,100000,95000,85000,74000,74000,71000,79000,92000,96000,107000,102000,98000,101000,98000
CPZ_yy,,62.35,2.90,-30.99,,,,25.51,19.09,30.36,15.89,-13.01,-23.66,-43.84,-17.74,-2.80,19.00,68.29,17.65,25.00,2.52,-21.01,-10.00,-20.77,-15.57,-5.50,-0.93,,-2.91,-7.77,-20.56,-28.16,-26.00,-25.26,-7.06,24.32,29.73,50.70,29.11,6.52,5.21,-8.41
CPZ_sy,,19.40,5.62,1.78,,,,3.49,-6.25,-10.67,3.12,,28.00,11.95,21.21,6.18,-5.21,8.99,-4.50,-1.59,9.34,2.06,-1.57,-0.54,-5.03,-7.07,0.53,,-3.17,-3.26,-7.41,-8.81,1.64,3.37,6.29,19.89,11.83,9.78,6.45,-1.90,0.48,
CPZ_qq,,,,,12.24,1.82,-4.46,14.95,6.50,11.45,-15.07,-13.71,-6.54,-18.00,24.39,1.96,14.42,15.97,-13.04,8.33,-6.15,-10.66,-0.92,-4.63,,,3.88,-3.74,-2.91,-5.00,-10.53,-12.94,,-4.05,11.27,16.46,4.35,11.46,-4.67,-3.92,3.06,-2.97
CPZ_sq,,,,,-6.98,11.25,-10.11,11.25,-15.73,6.00,3.77,7.88,7.87,-7.29,12.36,-5.50,-3.70,6.59,-1.55,-2.62,6.99,-0.50,-5.05,-1.60,,,2.72,2.12,-5.18,-2.73,-1.69,0.57,,-1.08,1.09,13.44,-1.42,-2.88,-1.98,4.55,0.97,-3.35
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,109.38,,,,7.91,29.40,31.57,47.56,56.15,34.11,16.04,-21.12,-18.84,-1.25,7.89,39.54,9.16,-31.78,-34.83,-41.51,-17.07,43.13,88.24,126.92,111.39,79.75,33.09,21.15,-12.60,-36.23,-36.48,-48.79,-46.62,-35.44,-40.66,-21.52,-2.91,31.22,63.76
RZ_sy,,,,-11.65,,,,26.30,-41.47,-8.49,-5.13,-15.27,119.30,84.24,63.23,-0.59,5.85,-0.67,-0.52,16.32,-16.45,-5.74,-30.57,-25.02,3.23,-0.03,58.82,109.54,46.58,-5.60,-33.70,-38.21,-24.13,0.67,-8.67,-28.54,-39.42,-44.49,-11.17,83.52,44.14,38.93
RZ_qq,,,,,-5.25,6.15,7.29,-0.01,13.62,7.94,20.33,5.81,-2.42,-6.60,-18.20,8.87,18.73,2.05,5.79,-14.83,-25.80,-2.51,-5.06,20.75,28.06,28.22,14.45,12.48,8.89,-5.07,4.19,-18.85,-20.55,-5.44,-16.00,-15.41,-3.92,-13.08,11.10,4.65,29.86,8.46
RZ_sq,,,,,-11.02,-15.30,2.66,63.24,-58.77,32.43,6.43,45.79,6.72,11.26,-5.70,-11.21,13.64,4.40,-5.56,3.82,-18.38,17.78,-30.44,12.12,12.38,14.06,10.51,47.93,-21.39,-26.55,-22.39,37.87,-3.47,-2.53,-29.59,7.87,-18.17,-10.68,12.66,122.88,-35.73,-13.91
CRZ,,,32000,15000,16000,15000,14000,14000,12000,12000,10000,9000,9000,10000,12000,11000,9000,9000,9000,10000,14000,14000,15000,12000,10000,8000,7000,6000,5000,6000,5000,7000,8000,9000,11000,12000,13000,15000,13000,13000,10000,9000
CRZ_yy,,,,-53.12,,,,-6.67,-25.00,-20.00,-28.57,-35.71,-25.00,-16.67,20.00,22.22,,-10.00,-25.00,-9.09,55.56,55.56,66.67,20.00,-28.57,-42.86,-53.33,-50.00,-50.00,-25.00,-28.57,16.67,60.00,50.00,120.00,71.43,62.50,66.67,18.18,8.33,-23.08,-40.00
CRZ_sy,,,,17.65,,,,-20.00,143.75,11.54,7.69,18.75,-56.41,-44.83,-42.86,-5.26,,,-12.50,-11.11,31.25,,-14.29,37.50,-4.76,,33.33,-50.00,-50.00,-31.25,,63.64,20.00,45.45,37.50,27.78,116.67,75.00,-13.64,-47.83,-23.08,-10.71
CRZ_qq,,,,,6.67,-6.25,-6.67,,-14.29,,-16.67,-10.00,,11.11,20.00,-8.33,-18.18,,,11.11,40.00,,7.14,-20.00,-16.67,-20.00,-12.50,-14.29,-16.67,20.00,-16.67,40.00,14.29,12.50,22.22,9.09,8.33,15.38,-13.33,,-23.08,-10.00
CRZ_sq,,,,,-20.00,62.50,,,143.75,,-3.45,-32.14,,-5.88,,12.50,-11.11,,,14.29,31.25,,-25.00,83.33,-9.09,-20.00,,-31.25,-9.09,10.00,45.45,12.50,-33.33,33.33,37.50,4.55,13.04,7.69,-32.14,,66.67,25.00
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-32.90,8.81,28.29,,,,-29.74,-17.81,-12.74,-2.02,18.51,24.23,37.86,-5.05,-14.52,-19.65,-29.29,-2.92,-9.83,-3.08,14.12,5.92,18.74,13.32,5.66,-4.56,-4.78,1.77,1.99,27.18,39.07,35.49,37.58,7.33,-19.11,-25.61,-36.01,-24.25,-4.74,13.06,37.28
RMO_sy,,-8.63,5.27,1.79,,,,-8.12,3.91,-14.51,-16.51,3.93,-2.24,33.19,26.98,-2.87,18.27,0.10,1.27,13.21,-4.25,2.39,-6.63,-13.16,0.56,-4.76,5.82,9.66,7.57,7.76,0.13,-2.11,1.00,-3.79,-0.53,-6.58,-9.14,-3.75,-5.10,-6.82,-6.64,-11.33
RMO_qq,,,,,-17.69,-10.79,4.98,-8.85,-3.72,-5.28,17.87,10.25,0.92,5.11,-18.82,-0.75,-5.13,-7.49,11.45,-7.81,1.97,8.93,3.44,3.34,-2.68,1.57,-6.57,3.10,4.02,1.78,16.51,12.74,1.34,3.35,-9.11,-15.03,-6.80,-11.10,7.59,6.86,10.61,7.95
RMO_sq,,,,,-19.29,5.92,8.29,-0.75,-8.72,-12.86,5.75,23.55,-14.14,18.73,0.83,-5.50,4.55,0.49,2.00,5.65,-11.58,7.46,-6.98,-1.74,2.39,1.77,3.35,1.83,0.44,1.95,-3.97,-0.45,3.63,-2.89,-0.72,-6.50,0.79,2.88,-2.11,-8.20,0.99,-2.30
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,36.24,-28.85,27.80,,,,-39.62,-36.45,-25.03,-15.82,8.89,19.98,9.58,-24.53,-30.14,-25.64,-19.80,0.25,-14.29,-28.36,-27.29,-28.52,-10.31,7.45,23.27,25.43,25.89,21.16,-0.34,11.92,16.69,26.50,43.43,11.19,-20.14,-37.22,-51.81,-42.54,-27.06,7.14,48.70
RMT_sy,,-37.03,-19.35,-7.43,,,,-1.44,-39.57,-22.26,-25.89,-15.25,10.55,6.28,-3.73,-3.10,-10.13,-16.75,-3.34,-5.04,-9.08,8.46,4.35,15.70,1.58,8.25,6.86,-2.61,8.26,2.72,-2.68,0.11,-1.32,-10.12,-3.91,-2.75,-6.25,-6.40,-9.55,-12.41,-15.05,-4.62
RMT_qq,,,,,-16.50,-16.45,4.98,-17.55,-12.11,-1.44,17.87,6.64,-3.16,-9.98,-18.82,-1.30,3.09,-2.91,1.48,-15.61,-13.84,-1.46,-0.24,5.90,3.22,13.04,1.51,6.28,-0.66,-7.02,14.00,10.81,7.69,5.43,-11.62,-20.41,-15.34,-19.07,5.36,1.04,24.35,12.33
RMT_sq,,,,,47.31,-25.19,9.94,-18.65,-9.68,-3.76,4.80,-6.97,17.82,-7.47,-5.07,-6.37,9.27,-14.29,10.23,-8.02,4.63,2.23,6.05,1.99,-8.14,8.95,4.70,-7.05,2.11,3.38,-0.81,-4.39,0.65,-5.85,6.05,-3.23,-2.98,-5.99,2.47,-6.29,-5.90,5.54
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-19.57,-1.27,28.16,,,,-32.70,-23.75,-16.54,-6.30,15.46,22.84,27.65,-12.08,-20.18,-21.71,-26.27,-1.95,-11.65,-13.71,-3.87,-9.37,5.66,10.57,12.29,6.47,7.13,9.68,1.44,21.35,29.75,31.88,39.90,8.89,-19.54,-30.76,-43.38,-32.88,-15.66,10.14,41.97
RM_sy,,-23.55,5.15,10.21,,,,-20.38,2.02,-8.08,-6.97,-5.82,-5.62,-7.10,-3.46,-4.90,1.90,4.42,-0.35,1.38,-2.13,-6.02,-6.05,-5.44,-2.49,-2.39,2.47,9.37,5.73,8.83,3.97,0.22,1.90,1.49,5.36,-8.10,-10.82,-13.41,-16.82,-27.56,-10.47,9.77
RM_qq,,,,,-17.38,-12.37,4.98,-11.46,-6.39,-4.09,17.87,9.10,-0.41,-0.33,-18.82,-0.94,-2.31,-6.14,7.97,-10.75,-4.60,4.56,1.79,4.05,-0.16,6.19,-3.48,4.70,2.21,-1.80,15.47,11.94,3.90,4.17,-10.12,-17.29,-10.59,-14.82,6.55,3.93,16.77,9.80
RM_sq,,,,,-23.13,10.35,-0.40,-5.76,-1.51,-0.57,0.80,-4.60,-1.29,-2.13,4.75,-6.02,5.77,0.29,-0.03,-4.39,2.10,-3.69,-0.06,-3.77,5.29,-3.59,4.91,2.70,1.79,-0.77,0.22,-0.99,3.49,-1.16,4.04,-13.64,0.43,-4.03,-0.06,-24.79,24.12,17.66
COP,,,165000,107000,120000,127000,121000,148000,157000,174000,148000,134000,132000,131000,160000,174000,200000,215000,192000,204000,191000,170000,160000,157000,161000,159000,167000,155000,144000,136000,119000,113000,116000,117000,130000,143000,147000,154000,142000,142000,143000,139000
COP_yy,,,,-35.15,,,,38.32,30.83,37.01,22.31,-9.46,-15.92,-24.71,8.11,29.85,51.52,64.12,20.00,17.24,-4.50,-20.93,-16.67,-23.04,-15.71,-6.47,4.38,-1.27,-10.56,-14.47,-28.74,-27.10,-19.44,-13.97,9.24,26.55,26.72,31.62,9.23,-0.70,-2.72,-9.74
COP_sy,,,,1.26,,,,-13.04,17.98,25.00,2.13,24.29,-13.33,-16.28,-6.25,4.60,-1.10,1.11,-6.67,-9.89,-3.33,2.75,11.90,13.41,9.20,20.86,6.38,-12.90,-18.95,-38.94,-21.00,4.94,12.99,26.81,8.86,5.88,2.87,1.71,-1.16,8.33,9.50,-4.49
COP_qq,,,,,12.15,5.83,-4.72,22.31,6.08,10.83,-14.94,-9.46,-1.49,-0.76,22.14,8.75,14.94,7.50,-10.70,6.25,-6.37,-10.99,-5.88,-1.88,2.55,-1.24,5.03,-7.19,-7.10,-5.56,-12.50,-5.04,2.65,0.86,11.11,10.00,2.80,4.76,-7.79,,0.70,-2.80
