,2006/Q4,2007/Q4,2008/Q4,2009/Q4,2010/Q4,2011/Q4,2012/Q4,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
PZAT_qq,,,,,,,,,0.75,5.53,-0.56,3.05,-4.54,-1.07,2.18,2.25,13.54,-6.75,0.02,5.83,-6.64,7.56,2.90,-7.76,0.83,-4.14,-4.64,-5.56
PZAT_sq,,,,,,,,,5.38,-15.91,-5.64,-7.24,16.32,-18.23,20.60,-0.47,0.48,-2.08,7.11,-12.68,0.49,-13.53,1.64,23.72,-2.84,-9.05,0.76,4.82
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,33.64,-18.97,-1.56,-7.78,-0.92,-0.24,,,20.82,,2.32,5.30,1.04,1.99,3.26,19.20,6.73,6.65,1.66,-11.02,-5.29,-7.26,-2.20,-7.50,-1.98,1.59,0.43
PELDR_sy,,85.04,-36.08,-20.25,11.24,11.52,-23.09,,,4.95,,5.64,-5.68,-3.85,-2.70,6.21,13.83,25.56,14.71,4.43,2.36,-5.44,4.54,-6.87,-4.16,-3.18,-3.85,13.75
PELDR_qq,,,,,,,,,-0.30,4.63,-0.81,-1.11,2.60,0.40,0.12,0.12,18.44,-10.11,0.05,-4.57,3.67,-4.32,-2.03,0.64,-1.95,1.39,1.54,-0.51
PELDR_sq,,,,,,,,,6.07,-5.60,1.98,3.45,-5.29,-3.77,3.20,12.93,1.50,6.15,-5.72,2.81,-0.52,-1.94,4.23,-8.41,2.37,-0.94,3.52,8.35
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,11.53,-8.12,1.62,-7.06,-1.10,1.37,,,7.28,,-3.71,-3.28,0.09,0.44,1.83,-19.50,3.75,6.54,6.10,35.10,1.04,-2.20,-4.24,-4.37,1.17,1.79,1.11
TSF_sy,,9.40,-1.69,-3.07,2.62,3.48,-3.04,,,3.64,,0.85,0.60,3.59,-0.79,-1.97,-1.30,-6.16,-5.25,2.49,-0.49,2.67,2.02,-5.35,-1.14,-7.75,-2.77,-5.62
TSF_qq,,,,,,,,,-0.40,-2.71,-0.58,-0.06,0.04,0.68,-0.23,1.33,-20.90,29.75,2.45,0.91,0.72,-2.96,-0.83,-1.20,0.57,2.66,-0.22,-1.85
TSF_sq,,,,,,,,,1.39,-1.56,2.76,-1.67,1.14,1.36,-1.58,-2.85,1.83,-3.63,-0.62,5.09,-1.13,-0.57,-1.26,-2.50,3.26,-7.21,4.08,-5.36
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-82.18,178.08,60.97,8.55,1.07,43.28,,,-81.52,,-46.22,-52.43,-3.37,-9.76,-11.15,-60.83,-33.25,-23.77,7.71,129.00,48.74,49.69,-4.25,45.63,44.93,14.55,17.91
ZKO_sy,,-10.65,2.36,-1.91,22.41,3.22,-2.46,,,5.66,,0.99,18.37,13.95,17.67,-7.79,-4.97,-8.24,-10.00,-19.40,-18.04,-6.43,-12.98,23.63,26.11,6.51,12.77,3.23
ZKO_qq,,,,,,,,,-1.81,-49.73,3.12,5.67,-13.16,2.12,-3.70,4.05,-61.71,74.02,9.97,47.02,-18.60,13.03,10.67,-5.96,23.80,12.48,-12.53,-3.20
ZKO_sq,,,,,,,,,-20.06,10.73,-2.85,17.43,-6.30,6.60,0.32,-7.98,-3.43,2.93,-1.61,-17.58,-1.81,17.51,-8.50,17.09,0.16,-0.74,-3.12,7.19
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-82.36,87.82,51.04,24.51,-7.86,56.07,,,-74.44,,-38.51,-45.81,-5.09,-7.16,-7.08,-40.33,-12.66,-2.98,27.30,87.60,39.12,38.35,-11.39,28.88,30.96,3.61,4.89
OSF_sy,,18.09,39.16,0.46,-17.92,-10.10,13.10,,,-0.37,,10.51,12.41,30.43,30.29,6.79,21.18,-7.05,4.31,-8.96,-19.72,0.39,-20.95,3.47,-0.23,-8.78,5.95,20.89
OSF_qq,,,,,,,,,-0.88,-42.22,0.95,6.36,-12.65,1.20,-1.26,6.46,-43.91,48.13,9.69,39.68,-17.34,9.85,9.08,-10.54,20.22,11.62,-13.69,-9.44
OSF_sq,,,,,,,,,4.02,4.32,-2.15,4.08,5.81,21.04,-2.25,-14.70,20.07,-7.16,9.69,-25.55,5.88,16.10,-13.63,-2.55,2.09,6.16,0.32,11.20
NetDebt,113816000000,159186000000,472027000000,488870000000,513546000000,581592000000,596480000000,508992000000,501293000000,449871000000,469579000000,483111000000,485965000000,526924000000,503988000000,504919000000,580830000000,307137000000,311978000000,343091000000,328735000000,410693000000,424736000000,476849000000,522688000000,541599000000,562153000000,692157000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-23.96,133.19,-19523.85,100.40,49.07,5.31,,,-53.21,,235.41,118.74,30.32,49.01,-43.10,9.26,-24.10,-58.41,-44.18,-36.15,6.53,138.51,90.67,3.55,144.11,-14.13,-3.07
NetDebtEBITDA_sy,,6.73,-9.38,-83.97,1073.15,-3.09,9.13,,,-13.33,,-35.57,18.99,-22.43,18.64,36.26,-21.83,-12.57,-44.54,55.66,46.95,45.88,43.55,-8.52,-1.25,-5.54,-7.91,12.90
NetDebtEBITDA_qq,,,,,,,,,-7.72,26.65,19.67,139.80,-39.82,-24.54,36.84,-8.44,15.57,-47.58,-25.02,22.88,32.20,-12.54,67.88,-1.77,-28.20,106.17,-40.94,10.87
NetDebtEBITDA_sq,,,,,,,,,2.10,41.45,-2.55,-54.21,88.55,-7.80,49.05,-47.42,8.18,3.13,-5.45,47.58,2.13,2.37,-6.96,-5.95,10.24,-2.08,-9.30,15.31
DebtFin,87642000000,120290000000,396644000000,420270000000,416350000000,452446000000,447542000000,399273000000,385069000000,343658000000,377334000000,410543000000,412736000000,453332000000,439302000000,437606000000,434457000000,200368000000,228443000000,260466000000,247532000000,279184000000,288220000000,309969000000,356582000000,405090000000,421227000000,517273000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-25.38,159.31,-19971.96,100.38,43.04,1.57,,,-52.36,,263.37,141.85,46.77,61.64,-41.97,-3.78,-42.45,-65.06,-51.11,-35.72,11.01,121.03,63.26,-6.19,168.58,-5.17,11.43
DebtFinEBITDA_sy,,40.54,-10.82,-101.93,9491.46,-17.89,-22.06,,,26.33,,-85.93,-21.54,-55.35,-33.70,262.44,-14.93,-49.56,-43.13,106.00,81.83,320.76,282.64,2.78,44.38,-34.13,-66.12,0.31
DebtFinEBITDA_qq,,,,,,,,,-9.63,25.95,25.89,153.60,-39.85,-23.56,38.64,-8.96,-0.26,-54.28,-15.83,27.40,31.12,-21.04,67.58,-5.90,-24.65,126.04,-40.83,10.58
DebtFinEBITDA_sq,,,,,,,,,1.12,49.83,3.92,-91.07,464.09,-14.74,54.33,-51.17,32.40,-49.45,74.03,76.88,16.86,16.97,58.26,-52.49,64.16,-46.63,-18.60,40.66
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-0.97,-32.46,-6.17,14.69,-8.84,8.94,,,38.29,,14.31,13.92,-1.78,2.88,4.59,52.30,30.83,27.27,18.18,-18.07,-6.47,-7.58,-7.46,-11.50,-9.64,-9.55,-11.04
SP1_sy,,35.53,-20.60,4.01,-9.69,12.61,-12.96,,,-0.72,,3.59,-13.51,-17.36,-15.75,-4.18,2.33,31.47,24.20,14.86,18.36,8.09,1.73,-7.44,-12.33,-10.56,-9.82,-4.68
SP1_qq,,,,,,,,,0.95,14.94,-2.11,0.64,0.60,-0.90,2.53,2.32,46.49,-14.87,-0.26,-4.99,1.55,-2.80,-1.45,-4.87,-2.88,-0.76,-1.35,-6.44
SP1_sq,,,,,,,,,11.00,-10.43,7.62,-3.17,-7.33,-14.42,9.71,10.12,-1.03,9.95,3.65,1.84,1.99,0.41,-2.45,-7.34,-3.40,2.44,-1.65,-2.05
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,33.64,-18.97,-1.56,-7.78,-0.92,-0.24,,,20.82,,2.32,5.30,1.04,1.99,3.26,19.20,6.73,6.65,1.66,-11.02,-5.29,-7.26,-2.20,-7.50,-1.98,1.59,0.43
SP2_sy,,72.21,-31.89,-20.15,11.24,3.07,-18.97,,,7.76,,3.61,0.59,-5.37,-2.70,2.99,8.14,20.33,13.95,5.57,2.67,-0.01,3.48,-4.54,-5.21,-11.91,-11.90,-3.50
SP2_qq,,,,,,,,,-0.30,4.63,-0.81,-1.11,2.60,0.40,0.12,0.12,18.44,-10.11,0.05,-4.57,3.67,-4.32,-2.03,0.64,-1.95,1.39,1.54,-0.51
SP2_sq,,,,,,,,,0.39,0.65,2.00,0.53,-2.54,-5.31,4.88,6.41,2.33,5.37,-0.68,-1.42,-0.47,2.62,2.78,-9.06,-1.17,-4.64,2.79,-0.39
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,4131.24,-88.05,-41.43,-44.24,14.96,-45.78,,,557.30,,-19.65,35.03,-44.73,-21.11,13.86,-76.10,291.89,328.77,213.67,1881.93,-43.86,-74.31,-27.12,-70.73,12.89,159.21,-7.19
CAR_sy,,77.29,-48.61,-50.09,43.22,-6.97,-10.82,,,20.27,,59.96,9.75,12.84,-33.83,-9.55,24.54,1.27,-0.64,3.18,8.04,39.80,108.65,29.73,1.97,-5.89,-9.36,-12.65
CAR_qq,,,,,,,,,-11.22,66.94,-20.61,-31.71,49.19,-31.67,13.31,-1.44,-68.69,1020.67,23.97,-27.89,97.84,-68.26,-43.28,104.56,-20.55,22.46,30.24,-26.76
CAR_sq,,,,,,,,,11.68,10.38,34.55,-3.56,-23.37,13.48,-21.09,31.82,5.51,-7.72,-22.58,36.89,10.47,19.40,15.55,-14.88,-13.16,10.20,11.29,-17.97
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,2384.58,-86.38,-27.99,-47.69,-1.26,-29.51,,,645.79,,18.85,45.62,6.84,13.83,29.25,-5.49,75.10,135.57,88.45,241.27,-21.21,-53.27,-45.30,-69.35,-6.79,32.30,9.85
QR_sy,,23.42,-56.69,9.22,3.41,-9.89,16.32,,,-5.77,,-6.53,-11.17,14.79,-16.47,13.16,20.11,-2.74,-24.23,-11.91,-1.22,8.73,63.45,28.04,52.87,-3.05,-15.69,-19.07
QR_qq,,,,,,,,,-4.03,42.14,-6.14,-7.17,17.58,4.29,,5.40,-14.02,93.23,34.54,-15.69,55.70,-55.39,-20.21,-1.30,-12.77,35.69,13.24,-18.04
QR_sq,,,,,,,,,-20.74,5.85,46.89,-24.16,-24.67,36.79,,2.74,-20.05,10.76,-16.72,19.44,-10.34,21.92,25.18,-6.43,7.05,-22.68,8.86,-10.19
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,2384.58,-86.38,-27.99,-47.69,-1.26,-29.51,,,647.21,,18.88,45.09,6.71,13.81,29.25,-5.50,75.01,135.47,88.40,241.41,-21.07,-53.26,-45.29,-69.35,-6.78,32.53,9.86
CR_sy,,46.95,-5.01,7.78,-27.63,9.78,-12.95,,,4.50,,-4.12,-7.00,-20.75,-31.60,-1.44,-1.36,41.37,-0.44,-3.52,4.54,-9.11,11.49,-14.00,-13.12,-11.67,-8.69,-1.38
CR_qq,,,,,,,,,-3.66,41.86,-6.26,-7.21,17.58,4.34,-0.03,5.38,-14.03,93.24,34.51,-15.69,55.79,-55.33,-20.36,-1.30,-12.74,35.89,13.22,-18.18
CR_sq,,,,,,,,,-2.14,-12.33,39.19,-19.71,-5.08,-25.29,20.14,15.69,-5.00,7.07,-15.39,12.10,2.94,-6.91,3.78,-13.52,3.99,-5.36,7.28,-6.60
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,3514.59,-87.74,-40.15,-45.31,10.36,-46.01,,,972.00,,21.53,53.09,-2.12,2.63,13.79,-73.52,89.39,155.16,105.34,1060.86,-40.30,-69.17,-48.65,-72.62,5.71,84.94,-2.81
PP_sy,,34.54,-52.75,-20.06,12.82,-13.49,0.90,,,7.23,,101.23,-3.26,11.40,-37.73,-27.32,32.86,1.17,-5.55,-10.34,-1.40,25.24,77.49,9.92,4.41,-0.95,-15.82,-1.13
PP_qq,,,,,,,,,-4.69,42.59,-6.74,-4.11,20.07,-8.83,-2.22,6.31,-72.06,552.04,31.73,-14.44,57.96,-66.47,-31.97,42.50,-15.77,29.45,19.03,-25.11
PP_sq,,,,,,,,,10.32,-2.94,70.26,10.38,-46.97,11.77,-4.83,28.84,-3.06,-14.89,-11.15,22.31,6.61,8.11,25.91,-24.26,1.27,2.56,7.01,-11.04
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,332.01,-65.71,38.23,-53.31,-33.19,45.61,,,94.12,,-7.28,-21.97,90.53,112.12,226.21,1201.47,6.48,52.53,13.45,-54.61,141.75,59.43,-18.38,-39.21,-33.12,-39.88,73.89
RCLR_sy,,28.39,-38.87,-22.44,16.80,-30.68,45.63,,,-18.24,,-19.80,-11.07,30.63,18.32,78.13,28.75,13.95,14.98,-29.73,4.06,-18.78,-31.26,-27.09,0.73,-7.71,60.25,55.83
RCLR_qq,,,,,,,,,2.36,38.08,-0.61,-33.99,-13.86,237.13,10.66,1.51,243.68,-72.42,58.51,-24.50,37.50,46.90,4.54,-61.35,2.41,61.63,-6.03,11.80
RCLR_sq,,,,,,,,,-2.70,-19.09,16.91,-12.86,7.89,18.85,5.89,31.19,-22.02,5.19,6.84,-19.83,15.49,-17.91,-9.57,-14.96,59.56,-24.78,57.02,-17.31
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,240.35,-122.89,-44.25,-141.24,-6.03,-3.19,,,128.08,,,1670.37,23.92,56.67,141.09,112.97,124.73,126.81,36.55,9.75,-44.11,-63.13,-33.08,-72.65,-30.22,37.91,9.44
KP_sy,,57.93,-0.72,-21.25,-41.36,-0.33,-25.35,,,28.98,,,6.60,-9.43,-49.39,-13.16,-1.39,23.67,115.95,30.15,17.66,48.85,19.49,-45.07,-40.67,-44.24,-36.68,54.38
KP_qq,,,,,,,,,,1477.78,-19.35,-32.67,109.90,8.73,1.95,3.62,85.42,14.73,2.90,-37.62,49.02,-41.57,-32.12,13.23,-39.10,49.08,34.16,-10.15
KP_sq,,,,,,,,,,-19.39,26.42,4.68,-0.06,-31.52,-29.36,79.62,13.47,-14.11,23.35,8.26,2.58,8.66,-0.98,-50.23,10.80,2.12,12.45,21.33
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-363.80,141.98,100.57,210.60,-44.79,-19.79,,,-223.78,,232764.62,5962.50,-2.89,55.08,-417.91,-383.18,-90.02,-82.80,-9.98,18.47,51.24,69.00,38.56,75.22,29.27,-76.11,-71.73
PKKO_sy,,122.81,-5.51,4.60,-34.66,49.67,-18.06,,,-22.00,,-24.76,-30.61,-8.39,-53.27,43.50,-2.89,11.46,74.07,-49.47,-29.99,-30.48,-36.92,23.41,19.96,19.36,14.21,-11.41
PKKO_qq,,,,,,,,,8839.62,-8490.03,-128.37,113.89,127.73,-242.39,0.29,1.68,-102.85,4.45,4.08,40.85,-50.39,42.86,39.02,-17.25,39.35,-63.09,-51.84,-14.34
PKKO_sq,,,,,,,,,24.67,-33.59,38.65,-34.45,14.97,-12.33,-29.27,101.28,-22.20,0.62,10.47,-41.57,7.79,-0.09,0.24,14.31,4.78,-0.58,-4.09,-11.34
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-40.58,-45.58,59.87,21.89,43.56,-19.50,,,21.66,,-21.99,-28.93,-36.00,-40.68,-48.26,-88.00,-85.26,-82.17,-78.52,469.08,398.20,281.61,259.87,-45.28,-31.13,16.81,14.99
RN_sy,,-23.78,5.91,53.31,-16.96,-3.70,68.60,,,-26.94,,-52.82,-18.35,22.28,42.32,32.00,9.98,-3.29,-6.37,27.56,36.45,19.04,20.89,-14.27,-10.16,-16.78,-9.11,-8.07
RN_qq,,,,,,,,,8.91,-12.70,-12.61,-6.12,-0.78,-21.38,-18.99,-18.12,-77.00,-3.37,-2.02,-1.36,509.42,-15.41,-24.95,-6.98,-7.33,6.46,27.29,-8.43
RN_sq,,,,,,,,,-36.56,-5.79,-26.84,7.91,9.79,41.08,-14.85,0.08,-8.52,24.06,-17.56,36.35,-2.14,8.22,-16.28,-3.30,2.55,0.25,-8.57,-2.19
CRN,34000,57000,104000,65000,53000,37000,46000,36000,33000,38000,44000,46000,47000,59000,73000,90000,390000,403000,412000,417000,68000,81000,108000,116000,125000,118000,92000,101000
CRN_yy,,67.65,82.46,-37.50,-18.46,-30.19,24.32,,,-17.39,,27.78,42.42,55.26,65.91,95.65,729.79,583.05,464.38,363.33,-82.56,-79.90,-73.79,-72.18,83.82,45.68,-14.81,-12.93
CRN_sy,,31.53,-11.64,-36.43,31.71,6.02,-41.48,,,26.87,,97.27,-1.16,-11.76,-28.92,-23.04,2.35,2.67,10.34,-18.56,-21.84,-15.58,-9.38,14.71,13.97,20.00,14.48,12.18
CRN_qq,,,,,,,,,-8.33,15.15,15.79,4.55,2.17,25.53,23.73,23.29,333.33,3.33,2.23,1.21,-83.69,19.12,33.33,7.41,7.76,-5.60,-22.03,9.78
CRN_sq,,,,,,,,,56.36,-1.16,20.00,6.37,-21.66,-11.76,-3.33,15.17,4.19,-11.49,3.90,-15.00,,-4.41,11.54,7.59,-0.64,0.65,6.41,5.42
CPZ,461000,180000,962000,436000,765000,798000,681000,476000,411000,344000,372000,413000,446000,438000,427000,409000,620000,614000,576000,537000,198000,166000,189000,236000,289000,302000,283000,261000
CPZ_yy,,-60.95,434.44,-54.68,75.46,4.31,-14.66,,,-49.49,,-13.24,8.52,27.33,14.78,-0.97,39.01,40.18,34.89,31.30,-68.06,-72.96,-67.19,-56.05,45.96,81.93,49.74,10.59
CPZ_sy,,-10.20,42.03,-16.50,3.05,3.75,-12.00,,,-10.61,,-17.20,-9.98,-8.23,-18.33,-6.73,-13.44,6.33,-1.50,-4.81,8.45,-6.70,-16.46,0.80,-16.71,13.43,12.12,2.11
CPZ_qq,,,,,,,,,-13.66,-16.30,8.14,11.02,7.99,-1.79,-2.51,-4.22,51.59,-0.97,-6.19,-6.77,-63.13,-16.16,13.86,24.87,22.46,4.50,-6.29,-7.77
CPZ_sq,,,,,,,,,-7.92,-12.31,18.89,-13.75,0.12,-10.61,5.80,-1.50,-7.09,9.81,-1.99,-4.81,5.85,-5.53,-12.23,14.85,-12.53,28.66,-13.25,4.59
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-89.68,37.04,206.79,8.82,-2.94,66.34,,,-68.43,,-58.49,-59.91,-32.49,-24.70,-15.67,-32.85,-37.19,-39.27,-37.94,38.81,87.66,113.65,101.56,33.76,3.57,-5.50,5.23
RMO_sy,,14.10,-17.35,-19.79,52.72,-13.59,-0.78,,,4.60,,-7.28,-1.28,21.01,19.83,35.38,0.78,-4.34,-2.98,-16.25,12.72,-3.00,4.17,4.97,6.12,10.98,14.00,12.96
RMO_qq,,,,,,,,,-10.47,-40.76,-10.78,-12.28,-13.54,-0.24,-0.48,-1.75,-31.16,-6.69,-3.77,0.40,53.99,26.14,9.55,-5.28,2.19,-2.32,-0.04,5.46
RMO_sq,,,,,,,,,1.67,-3.24,-8.24,2.71,8.25,18.61,-9.14,16.04,-19.41,12.58,-7.84,0.16,8.47,-3.13,-1.02,0.93,9.66,1.31,1.67,0.01
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-17.00,-48.54,87.37,-7.98,1.47,7.94,,,9.59,,4.56,2.67,3.36,5.48,5.78,10.60,5.91,0.58,-3.07,-15.64,-3.62,-2.78,-0.40,2.57,-16.59,-15.26,-10.62
RMT_sy,,71.66,-69.47,-25.41,-25.22,97.20,-6.87,,,3.84,,-12.68,6.73,-25.01,-19.01,-2.12,19.66,31.67,39.13,23.45,0.76,33.26,26.15,17.42,-2.86,25.23,-16.04,15.35
RMT_qq,,,,,,,,,3.18,0.92,0.20,0.20,1.32,1.60,2.26,0.48,5.94,-2.71,-2.88,-3.16,-7.81,11.15,-2.03,-0.79,-5.06,-9.61,-0.46,4.65
RMT_sq,,,,,,,,,-10.29,15.59,-11.98,-4.33,9.64,-18.78,-4.93,15.63,34.04,-10.63,0.46,2.59,9.40,18.19,-4.90,-4.51,-9.49,52.37,-36.24,31.19
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-30.71,-41.79,93.81,-7.22,1.15,9.71,,,2.07,,-3.12,-5.89,-1.58,1.14,2.65,,-4.81,-9.44,-11.78,-6.84,9.25,11.91,13.23,5.97,-14.52,-14.19,-8.99
RM_sy,,-0.44,-41.35,-14.18,4.27,33.47,-12.03,,,18.32,,-22.41,6.42,-4.83,8.59,43.69,,5.32,34.50,26.07,5.30,31.88,9.44,-15.98,-17.64,4.29,1.44,32.80
RM_qq,,,,,,,,,2.34,-3.16,-0.90,-1.36,-0.58,1.27,1.83,0.11,-3.14,-3.59,-3.12,-2.48,2.29,13.06,-0.77,-1.33,-4.27,-8.80,-0.39,4.65
RM_sq,,,,,,,,,3.45,7.64,-24.40,-7.84,41.90,-3.74,-13.73,21.94,4.60,-4.29,10.17,14.30,-12.63,19.86,-8.57,-12.25,-14.35,51.77,-11.07,14.88
COP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
