,2007/Q4,2008/Q4,2009/Q4,2010/Q4,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CG_yy,,-10.17,-42.26,143.33,-46.42,,,,-21.01,-8.66,-1.07,35.04,-0.70,-5.24,-27.00,-47.14,-27.89,-21.96,-2.59,5.28,0.96,-6.82,-2.56,-2.71,-6.78,8.40,98.09,161.76,141.64,117.96,18.81
CG_sy,,9.48,-18.68,-2.78,4.85,,,,-8.16,-2.89,-7.81,-17.07,-12.78,-5.14,3.66,1.74,6.77,12.91,13.21,3.61,-5.26,-5.71,5.66,-7.37,-2.34,6.71,4.68,22.26,31.65,14.79,-2.84
CG_qq,,,,,,-12.48,15.90,-20.31,-2.30,1.21,25.54,8.78,-28.16,-3.41,-3.29,-21.23,-2.00,4.52,20.72,-14.86,-6.02,-3.53,26.23,-14.99,-9.96,12.18,130.68,12.34,-16.88,1.19,25.74
CG_sq,,,,,,-7.66,9.85,6.50,-14.98,-2.37,4.29,-4.20,-10.59,6.18,13.97,-5.97,-6.17,12.29,14.27,-13.95,-14.20,11.75,28.06,-24.56,-9.54,22.11,25.62,-11.88,-2.59,6.47,6.32
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-23.52,-46.64,274.01,-54.81,,,,-24.14,-12.21,-16.90,40.80,5.09,1.12,-18.74,-52.63,-37.16,-32.62,-17.14,-14.27,1.95,-0.16,2.33,3.94,-7.56,-7.04,52.17,192.36,213.97,226.49,95.55
LDER_sy,,25.69,67.45,15.87,-14.84,,,,-41.59,-11.62,-50.38,12.36,40.99,-1.69,112.26,51.59,12.19,29.00,-0.62,-25.68,-5.53,-9.99,15.53,19.65,-4.03,16.85,-14.88,21.93,-6.36,-3.79,-43.02
LDER_qq,,,,,,-21.54,8.37,-9.94,-0.94,-9.20,2.58,52.61,-26.06,-12.63,-17.57,-11.04,-1.92,-6.32,1.37,-7.96,16.65,-8.27,3.90,-6.51,3.74,-7.75,70.08,79.62,11.40,-4.07,1.87
LDER_sq,,,,,,-10.39,5.77,-37.64,-1.19,35.61,-40.62,41.23,23.99,-5.45,28.21,0.86,-8.24,8.72,-1.23,-24.58,16.65,3.58,26.78,-21.89,-6.44,26.12,-7.65,11.89,-28.15,29.57,-45.30
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,8.29,35.31,-50.15,55.52,,,,19.48,4.16,9.80,-28.48,-8.22,-7.26,12.76,69.54,31.42,32.21,10.41,9.98,-1.76,-2.87,-5.59,-6.76,3.70,2.60,-14.10,-44.95,-51.83,-56.02,-36.62
PZAT_sy,,36.02,-29.73,-37.64,31.66,,,,6.55,3.27,11.38,-22.02,17.45,-9.39,-46.81,-39.27,-29.98,-34.26,21.70,74.63,-0.52,18.27,-2.71,-25.97,-8.97,20.59,14.78,3.01,10.03,-17.94,12.31
PZAT_qq,,,,,,17.50,-4.00,4.26,1.60,2.43,1.20,-32.09,30.37,3.50,23.06,2.11,1.06,4.12,2.77,1.71,-9.73,2.95,-0.11,0.44,0.39,1.86,-16.37,-35.63,-12.16,-7.01,20.54
PZAT_sq,,,,,,8.16,1.93,25.01,-22.69,4.83,9.93,-12.47,16.43,-19.12,-35.47,-0.06,34.24,-24.07,19.47,43.40,-23.53,-9.72,-1.73,9.12,-5.96,19.60,-6.47,-2.07,0.45,-10.81,28.02
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,9.88,19.46,-18.10,6.88,,,,2.52,5.73,4.00,7.54,4.44,6.53,4.68,5.21,10.41,4.41,5.29,2.78,-0.75,2.02,2.69,2.81,2.85,3.78,-16.87,-19.63,-13.00,-8.63,-2.53
PELDR_sy,,-27.77,-0.82,4.24,-4.25,,,,2.11,0.97,1.81,4.72,1.97,6.84,1.16,-2.25,1.16,0.26,5.90,3.36,5.15,1.97,-0.67,-3.20,1.00,-4.54,-2.84,0.65,-2.61,4.03,8.55
PELDR_qq,,,,,,1.89,-1.91,3.74,-1.11,5.08,-3.52,7.28,-3.97,7.18,-5.19,7.82,0.78,1.35,-4.39,5.25,-2.69,4.18,-3.77,5.38,-2.65,5.12,-22.92,1.88,5.39,10.40,-17.77
PELDR_sq,,,,,,2.54,-3.39,4.81,-1.65,1.40,-2.59,7.80,-4.24,6.24,-7.76,4.16,-0.90,5.30,-2.57,1.66,0.82,2.11,-5.10,-0.93,5.20,-3.48,-3.41,2.63,1.80,3.09,0.79
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-3.29,9.01,-0.87,2.49,,,,2.51,0.61,-3.76,-3.47,1.42,2.25,8.62,7.31,1.79,1.15,-2.22,-3.89,0.02,2.12,1.26,1.43,0.80,-3.46,-19.03,-14.01,-5.29,-2.84,10.72
TSF_sy,,-3.55,-1.70,5.14,-3.30,,,,2.61,-3.93,-5.12,14.93,6.69,4.33,2.62,-4.45,-2.13,-2.38,3.45,-2.65,-3.41,-8.31,-5.27,1.00,5.07,0.05,-7.58,-6.57,-10.57,-2.06,-2.52
TSF_qq,,,,,,-0.70,-4.11,6.95,0.66,-2.54,-8.27,7.27,5.76,-1.74,-2.56,5.98,0.31,-2.35,-5.81,4.17,4.40,-0.31,-6.60,4.35,3.75,-4.52,-21.66,10.82,14.26,-2.05,-10.73
TSF_sq,,,,,,10.32,-4.69,-9.31,7.61,3.29,-5.87,9.85,-0.11,1.00,-7.41,2.28,2.31,0.75,-1.88,-3.75,1.52,-4.36,1.37,2.62,5.60,-8.92,-6.36,3.74,1.09,-0.26,-6.81
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-26.68,-36.31,124.99,-32.08,,,,-12.94,-13.13,-12.53,-0.83,-5.92,-9.31,-12.58,-30.83,-29.87,-18.94,-11.82,-5.74,0.55,-5.82,-4.46,-4.49,-7.60,-3.27,43.83,91.93,97.10,72.01,29.12
ZKO_sy,,27.67,-8.21,-8.98,21.53,,,,-3.92,-4.29,-8.69,-12.00,-10.55,-12.20,-0.74,8.95,9.51,7.78,4.93,1.33,3.65,9.93,-0.61,-1.59,-11.51,-12.76,-0.04,5.21,13.19,16.09,-0.23
ZKO_qq,,,,,,-12.11,5.37,-7.70,1.85,-12.30,6.09,4.65,-3.38,-15.46,2.26,-17.19,-2.04,-2.27,11.24,-11.48,4.49,-8.46,12.85,-11.52,1.09,-4.18,67.80,18.08,3.82,-16.38,25.96
ZKO_sq,,,,,,-1.66,5.46,-6.01,-1.43,-2.04,0.61,-9.41,0.19,-3.84,13.74,-0.57,0.71,-5.36,10.73,-3.98,3.02,0.36,0.12,-4.93,-7.37,-1.06,14.72,0.06,-0.34,1.48,-1.41
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-11.98,-11.28,20.92,-3.26,,,,-4.41,-5.55,-4.83,-2.24,-2.91,-3.63,-4.71,-13.86,-15.05,-9.04,-4.05,-0.70,0.33,-3.04,-1.40,-1.59,-3.73,1.49,10.12,19.29,28.64,18.35,3.85
OSF_sy,,-4.83,-0.96,1.93,2.16,,,,-0.86,-2.26,-0.51,-0.79,1.73,-3.30,-2.71,-0.47,-1.35,3.75,1.21,0.51,-1.25,-0.69,1.25,0.37,2.18,0.19,-0.14,0.28,-1.02,-0.11,-0.38
OSF_qq,,,,,,-4.67,0.96,-1.73,1.06,-5.80,1.72,0.95,0.37,-6.50,0.58,-8.75,-1.01,0.11,6.10,-5.56,0.02,-3.25,7.89,-5.74,-2.16,1.99,17.08,2.10,5.51,-6.17,2.73
OSF_sq,,,,,,1.99,-0.67,-1.69,-0.46,0.55,1.12,-1.97,2.07,-4.43,1.74,0.29,1.17,0.51,-0.76,-0.40,-0.60,1.08,1.18,-1.27,1.19,-0.89,0.85,-0.85,-0.12,0.02,0.57
NetDebt,5713000000,5674000000,3435000000,13737000000,12401000000,11626000000,11525000000,11207000000,10304000000,11022000000,12591000000,13914000000,9669000000,10724000000,8866000000,7459000000,5405000000,8349000000,7036000000,5983000000,4525000000,7148000000,6444000000,5619000000,4027000000,7152000000,12399000000,15352000000,13310000000,15654000000,16819000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,59.87,-74.69,569.54,-66.62,,,,-10.92,7.61,34.20,154.60,97.27,73.75,23.42,-68.81,-67.90,-54.01,-54.06,-8.79,-18.52,-5.01,4.97,6.39,-1.42,4.30,180.90,1576.97,2332.02,886.71,77.79
NetDebtEBITDA_sy,,-3.24,28.22,20.55,-9.99,,,,14.18,11.80,13.85,-18.23,-9.91,-18.94,-4.31,3.26,12.41,25.51,20.59,21.11,20.15,18.30,10.40,10.18,-1.91,1.10,-14.73,24.97,4.77,0.89,-2.99
NetDebtEBITDA_qq,,,,,,-4.66,-3.27,-3.48,0.08,15.17,20.63,83.11,-22.45,1.44,-14.32,-53.72,-20.20,45.32,-14.40,-8.12,-28.71,69.41,-5.41,-6.87,-33.94,79.23,154.76,455.98,-4.20,-27.28,-54.10
NetDebtEBITDA_sq,,,,,,11.68,3.77,22.53,-19.59,9.36,5.67,-11.99,-11.42,-1.61,24.74,-5.02,-3.57,9.86,19.85,-4.62,-4.33,8.17,11.85,-4.81,-14.82,11.48,-5.66,39.49,-28.59,7.36,-9.29
DebtFin,-101000000,-55000000,-1819000000,-63000000,-503000000,-692000000,-2236000000,-568000000,241000000,-223000000,-1181000000,2181000000,125000000,515000000,-1712000000,-1629000000,-3376000000,-1151000000,574000000,-4182000000,-4367000000,-2077000000,-4649000000,-4269000000,-4575000000,-3147000000,-3324000000,2045000000,5316000000,4933000000,3382000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,12.03,-1280.34,94.21,-195.72,,,,151.36,63.44,35.14,887.32,9.15,512.37,-154.17,-143.45,-1649.35,-232.05,119.40,-192.02,-25.90,-100.13,-1028.72,-15.62,-16.06,-57.98,-4.38,394.05,954.94,806.57,233.36
DebtFinEBITDA_sy,,256.34,-57.56,9.75,106.31,,,,49.59,24.61,18.03,-20.31,-39.80,-30.46,-0.82,6.19,85.30,72.40,-5.99,12.32,-47.38,-19.22,6.60,-11.64,15.53,-19.95,-19.65,23.63,22.70,21.60,-15.46
DebtFinEBITDA_qq,,,,,,-39.96,-215.12,74.78,146.18,-199.65,-459.01,406.07,-93.60,276.45,-444.56,47.67,-128.28,67.92,150.62,-887.69,1.58,49.00,-134.89,1.93,1.21,30.58,-55.19,376.27,187.23,-42.63,-70.71
DebtFinEBITDA_sq,,,,,,14.59,17.50,12.88,-1.57,-4.54,11.29,-23.79,-25.64,10.27,58.72,-18.40,29.76,2.59,-13.45,-2.52,-39.21,57.49,14.21,-19.19,-20.52,9.13,14.64,24.33,-21.11,8.14,-20.30
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,20.06,39.29,-46.26,42.45,,,,9.80,8.72,8.80,-1.43,3.21,6.26,9.01,24.52,21.12,12.22,8.81,5.34,-0.21,2.94,3.20,3.05,4.18,4.92,-23.43,-37.84,-34.74,-31.20,-19.57
SP1_sy,,-30.20,1.66,4.52,-9.43,,,,1.81,2.43,6.35,5.55,11.33,10.61,-4.01,-3.96,-3.31,-1.32,1.63,-1.48,-6.42,-11.08,0.65,4.54,7.53,15.31,0.73,-2.32,2.95,-10.49,-1.00
SP1_qq,,,,,,8.47,-4.19,6.48,-0.77,7.40,-4.11,-3.54,3.90,10.58,-1.64,10.19,1.06,2.46,-4.64,6.68,-4.27,5.69,-4.40,6.53,-3.21,6.44,-30.23,-13.52,1.63,12.21,-18.44
SP1_sq,,,,,,1.99,-3.31,4.95,-1.62,2.61,0.38,4.17,3.77,1.94,-12.88,4.21,4.48,4.03,-10.28,1.03,-0.76,-1.15,1.56,4.93,2.08,6.00,-11.28,1.75,7.59,-7.84,-1.87
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,9.89,19.74,-18.75,6.36,,,,2.39,5.62,4.24,7.79,4.40,6.51,4.61,5.18,10.50,4.43,5.40,2.86,0.10,2.92,3.57,3.63,2.87,3.78,-17.08,-19.89,-13.10,-8.66,-2.41
SP2_sy,,-30.69,0.97,5.67,-2.92,,,,1.02,1.08,1.26,6.77,1.14,7.85,0.20,-2.96,3.09,-2.23,4.74,3.50,1.48,-3.50,-1.25,-3.27,-2.58,0.23,-0.94,-1.57,0.39,3.53,7.76
SP2_qq,,,,,,1.94,-2.32,3.84,-0.98,5.16,-3.59,7.38,-4.10,7.29,-5.31,7.96,0.75,1.39,-4.43,5.36,-1.95,4.24,-3.82,5.42,-2.67,5.17,-23.16,1.85,5.58,10.54,-17.90
SP2_sq,,,,,,1.42,-2.46,1.95,0.16,1.49,-2.29,7.50,-5.12,8.21,-9.22,4.11,0.79,2.63,-2.75,2.88,-1.17,-2.41,-0.48,0.78,-0.47,0.41,-1.64,0.13,1.51,3.55,2.37
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-52.14,3317.86,-97.96,586.32,,,,84.43,26.94,-31.68,20.49,38.35,-38.29,38.71,189.64,242.61,149.45,108.67,101.87,30.21,98.92,16.89,8.70,7.66,20.79,-46.79,-82.56,-82.99,-80.62,-68.79
CAR_sy,,-50.70,20.73,25.82,-23.12,,,,56.23,2.69,34.64,70.83,34.35,28.21,18.47,-10.47,-26.08,43.63,4.45,-0.15,-13.10,-18.16,-4.58,-12.90,-15.28,-2.52,21.23,0.57,73.90,1.29,-8.48
CAR_qq,,,,,,29.89,172.96,-67.09,58.06,-10.60,46.90,-41.95,81.49,-60.13,230.23,21.20,114.68,-70.97,176.25,17.25,38.48,-55.65,62.33,9.03,37.16,-50.24,-28.49,-64.28,33.81,-43.31,15.17
CAR_sq,,,,,,-16.73,-8.38,17.23,74.70,-45.27,20.13,48.75,37.38,-47.77,11.00,12.42,13.42,1.48,-19.28,7.46,-1.29,-4.42,-5.89,-1.90,-3.99,9.96,17.04,-18.62,66.02,-35.95,5.75
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,17.26,64.27,-43.18,20.84,,,,11.07,14.92,9.02,7.56,8.79,17.99,23.03,32.32,43.32,15.54,7.58,-5.13,0.11,9.23,6.45,11.04,7.95,-4.28,-37.83,-45.29,-38.52,-20.19,-8.30
QR_sy,,-10.10,-0.64,28.23,-18.10,,,,-17.94,5.33,3.68,-2.52,44.70,16.59,22.31,19.78,-4.79,1.18,-3.94,-6.96,-5.29,-6.98,7.83,-2.60,3.23,-11.99,-19.15,-1.66,-22.24,11.95,4.58
QR_qq,,,,,,8.86,-13.17,23.21,-4.63,12.64,-17.64,21.56,-3.54,22.16,-14.11,30.73,4.49,-1.52,-20.03,15.29,10.27,7.45,-22.07,20.27,7.20,-4.73,-49.38,5.82,20.47,23.67,-41.84
QR_sq,,,,,,-8.15,-3.57,13.06,-18.06,17.90,-5.08,6.29,21.64,-5.00,-0.42,4.09,-3.31,0.95,-5.46,0.82,-1.57,-0.85,9.59,-8.93,4.31,-15.47,0.68,10.78,-17.52,21.70,-5.95
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,18.44,48.52,-31.24,18.24,,,,10.24,11.41,1.94,5.11,12.73,16.50,22.28,30.51,25.00,9.89,3.00,-8.14,0.28,11.68,7.47,9.07,7.43,-6.93,-38.50,-43.57,-32.22,-17.05,2.87
CR_sy,,-21.32,3.79,19.48,-9.33,,,,7.46,3.13,8.94,21.37,5.28,8.54,1.17,6.62,-6.55,-6.15,13.14,-11.68,9.83,4.50,-4.24,4.72,5.09,-6.23,-13.11,-8.51,-17.59,-4.59,5.33
CR_qq,,,,,,2.52,-10.10,20.20,-0.50,3.61,-17.74,23.95,6.71,7.08,-13.66,32.29,2.20,-5.85,-19.08,17.98,11.57,4.86,-22.13,19.74,9.88,-9.16,-48.54,9.87,31.98,11.17,-36.19
CR_sq,,,,,,3.91,-12.79,-0.17,18.79,-0.28,-7.88,11.23,3.05,2.80,-14.13,17.22,-9.68,3.24,3.51,-8.50,12.32,-1.78,-5.15,0.07,12.72,-12.36,-12.11,5.36,1.53,1.48,-2.97
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-52.14,3317.86,-97.96,586.32,,,,106.10,48.80,-31.13,18.17,30.15,-40.91,39.27,181.71,231.62,133.59,103.91,94.78,29.26,93.28,15.64,8.70,6.59,18.29,-46.79,-82.56,-82.99,-80.62,-68.79
PP_sy,,-49.53,31.76,19.53,-21.20,,,,74.72,29.46,12.00,90.82,53.53,-4.92,88.02,25.58,-31.62,26.72,-7.35,-33.42,-31.50,9.98,-31.55,-14.03,6.34,-9.55,6.18,-0.54,44.73,-18.77,-9.65
PP_qq,,,,,,29.89,179.00,-65.02,62.57,-6.22,29.12,-39.97,79.05,-57.43,204.36,21.43,110.77,-70.01,165.69,15.99,39.87,-55.16,58.96,9.03,37.16,-50.24,-28.49,-64.28,33.81,-43.31,15.17
PP_sq,,,,,,-7.22,4.03,-13.55,109.40,-31.25,-10.01,47.29,68.48,-57.43,77.97,-1.62,-8.25,-21.11,30.12,-29.30,-5.61,26.66,-19.01,-11.21,16.76,7.74,-4.93,-16.83,69.91,-39.54,5.75
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,20.70,9.44,-16.29,21.79,,,,3.10,11.34,18.94,-1.01,6.35,23.74,16.96,23.06,6.19,5.57,-15.99,-27.92,-16.31,1.19,3.92,14.27,8.78,-9.66,-38.52,-24.46,-0.99,-1.46,34.33
RCLR_sy,,-15.47,-7.26,35.72,-19.14,,,,-9.64,4.78,4.55,-3.04,9.40,-8.00,9.77,5.30,15.32,17.68,-4.78,4.90,-16.80,-11.81,-2.27,-4.27,2.22,5.70,-8.08,-0.17,-18.44,-13.39,-20.06
RCLR_qq,,,,,,3.43,-28.22,55.00,-10.42,11.70,-23.32,29.01,-3.75,29.96,-27.52,35.74,-16.95,29.20,-42.33,16.47,-3.56,56.20,-40.77,28.07,-8.20,29.72,-59.69,57.35,20.32,29.11,-45.05
RCLR_sq,,,,,,-0.06,-4.26,7.75,-12.35,15.89,-4.47,-0.08,-1.11,-2.54,13.98,-4.15,8.31,-0.55,-7.77,5.59,-14.09,5.42,2.20,3.43,-8.27,9.00,-11.12,12.33,-25.06,15.75,-17.97
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,217.50,135.66,-63.10,57.57,,,,15.60,26.72,18.36,27.92,21.88,25.28,29.75,24.01,38.40,13.15,15.46,2.97,0.29,9.08,11.10,9.82,7.85,4.24,-60.62,-58.79,-37.91,-20.81,-6.14
KP_sy,,-56.33,14.64,36.39,-23.30,,,,20.66,30.30,24.61,39.79,12.28,9.02,0.64,-13.38,-15.01,1.97,18.96,-0.31,25.94,-15.69,-0.06,3.60,7.56,15.31,-17.58,-7.31,-20.17,-10.08,22.30
KP_qq,,,,,,9.69,-15.19,29.30,-3.89,20.24,-20.79,39.75,-8.43,23.60,-17.96,33.56,2.19,1.05,-16.29,19.11,-0.46,9.91,-14.74,17.74,-2.25,6.23,-67.79,23.21,47.28,35.49,-61.82
KP_sq,,,,,,1.48,-10.89,16.25,14.78,9.59,-14.77,30.41,-7.82,6.41,-21.33,12.25,-9.56,27.68,-8.22,-5.93,14.26,-14.52,8.79,-2.49,18.64,-8.37,-22.24,9.65,2.17,3.22,5.76
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,141.75,129.96,-44.60,56.74,,,,11.80,34.21,30.34,33.57,9.41,3.25,2.82,6.35,39.72,20.24,29.87,12.64,4.62,18.45,19.07,20.53,16.24,12.85,-60.73,-62.56,-42.97,-27.21,-9.18
PKKO_sy,,-45.35,-14.10,29.41,4.53,,,,-2.70,35.49,66.74,72.41,51.22,24.33,10.39,11.50,-14.23,3.04,20.20,-26.44,-0.43,-39.04,-37.37,-10.82,25.58,28.30,-12.35,-12.38,-25.89,10.12,24.95
PKKO_qq,,,,,,9.08,-16.10,29.29,-5.51,30.95,-18.53,32.50,-22.60,23.57,-18.86,37.05,1.68,6.34,-12.37,18.87,-5.56,20.39,-11.90,20.33,-8.91,16.88,-69.34,14.70,38.75,49.19,-61.75
PKKO_sq,,,,,,-2.09,-24.66,26.08,4.63,36.34,-7.29,30.37,-8.23,12.09,-17.68,31.67,-29.41,34.66,-3.97,-19.42,-4.44,-17.56,-1.33,14.73,34.56,-15.77,-32.59,14.70,13.81,25.15,-23.52
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,10.31,11.25,-9.81,-14.17,,,,-3.46,-9.09,-19.05,-16.85,-17.75,-10.00,2.97,13.84,9.21,6.81,2.52,-0.75,5.97,4.34,2.75,-4.31,-5.92,-4.40,-4.22,-1.20,-4.70,-6.78,-4.71
RN_sy,,-3.94,-3.17,3.82,-6.45,,,,-7.30,8.88,1.21,4.28,13.41,-11.45,-5.54,-5.18,-0.19,2.20,1.95,-3.14,-7.65,-4.40,-6.98,-0.99,2.90,1.14,7.39,7.31,5.38,6.76,1.63
RN_qq,,,,,,-0.36,2.20,-6.92,1.85,-6.17,-9.00,-4.40,0.75,2.67,4.12,5.70,-3.34,0.41,-0.07,2.33,3.20,-1.13,-1.59,-4.70,1.47,0.47,-1.41,-1.70,-2.13,-1.72,0.78
RN_sq,,,,,,4.41,3.39,-4.15,-10.41,22.63,-3.88,-1.25,-2.57,-4.25,2.53,-0.87,2.56,-1.97,2.28,-5.81,-2.22,1.49,-0.48,0.25,1.62,-0.24,5.67,0.18,-0.21,1.07,0.59
CRN,57000,52000,46000,51000,60000,60000,59000,63000,62000,66000,73000,76000,75000,73000,70000,67000,69000,69000,69000,67000,65000,66000,67000,70000,69000,69000,70000,71000,73000,74000,73000
CRN_yy,,-8.77,-11.54,10.87,17.65,,,,3.33,10.00,23.73,20.63,20.97,10.61,-4.11,-11.84,-8.00,-5.48,-1.43,,-5.80,-4.35,-2.90,4.48,6.15,4.55,4.48,1.43,5.80,7.25,4.29
CRN_sy,,4.55,3.11,-3.61,7.50,,,,6.98,-7.88,-0.63,-4.22,-11.96,11.84,5.06,5.03,1.23,-2.35,-2.41,,7.32,4.82,7.41,1.16,-2.27,-1.15,-6.90,-6.90,-5.81,-5.81,-4.94
CRN_qq,,,,,,,-1.67,6.78,-1.59,6.45,10.61,4.11,-1.32,-2.67,-4.11,-4.29,2.99,,,-2.90,-2.99,1.54,1.52,4.48,-1.43,,1.45,1.43,2.82,1.37,-1.35
CRN_sq,,,,,,,-3.64,4.40,10.84,-17.39,3.95,0.63,1.89,4.94,-2.35,0.60,-1.80,,,6.17,2.33,-1.14,,,-1.15,,-5.81,,,,-4.94
CPZ,67000,50000,41000,45000,58000,57000,55000,57000,56000,58000,61000,64000,63000,58000,53000,47000,48000,48000,50000,53000,53000,54000,54000,55000,53000,54000,65000,71000,72000,73000,66000
CPZ_yy,,-25.37,-18.00,9.76,28.89,,,,-3.45,1.75,10.91,12.28,12.50,,-13.11,-26.56,-23.81,-17.24,-5.66,12.77,10.42,12.50,8.00,3.77,,,20.37,29.09,35.85,35.19,1.54
CPZ_sy,,23.53,9.96,-5.91,-2.09,,,,3.42,5.53,,-2.42,-0.83,,,2.07,-1.67,1.26,1.24,-0.40,2.54,-4.13,-7.38,-8.13,,,-7.96,-9.73,-0.88,8.41,16.35
CPZ_qq,,,,,,-1.72,-3.51,3.64,-1.75,3.57,5.17,4.92,-1.56,-7.94,-8.62,-11.32,2.13,,4.17,6.00,,1.89,,1.85,-3.64,1.89,20.37,9.23,1.41,1.39,-9.59
CPZ_sq,,,,,,0.43,2.55,2.90,-2.42,2.48,-2.82,0.41,-0.83,-0.42,0.84,2.49,-4.45,,0.83,0.82,,-4.13,,,0.88,-6.14,-2.80,-1.92,10.78,2.65,4.31
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,-6.40,44.19,236.28,-83.11,,,,-1.99,-2.15,0.09,-2.41,-1.93,6.88,7.78,15.23,25.33,23.71,19.10,14.60,-1.89,-16.19,-21.06,-23.29,-17.47,-8.17,1.49,5.52,0.08,-1.01,-13.89
RZ_sy,,-8.94,-5.92,-0.71,11.75,,,,-24.13,-9.67,11.36,-3.42,10.26,18.53,4.42,14.22,17.57,-2.68,4.51,0.03,-9.62,-2.28,-4.62,-6.47,-17.83,-9.67,-3.58,-12.61,3.14,-7.09,-14.03
RZ_qq,,,,,,-1.61,0.23,-0.32,-0.29,-1.78,2.53,-2.81,0.20,7.05,3.39,3.90,8.99,5.67,-0.46,-0.03,-6.69,-9.74,-6.25,-2.86,0.39,0.44,3.62,1.00,-4.79,-0.66,-9.86
RZ_sq,,,,,,-12.43,-16.03,9.63,-5.88,4.26,3.52,-4.92,7.44,12.08,-8.81,4.01,10.60,-7.23,-2.06,-0.46,-0.07,0.31,-4.41,-2.38,-12.21,10.27,2.04,-11.53,3.62,-0.66,-5.58
CRZ,25000,27000,19000,6000,33000,33000,33000,33000,33000,34000,33000,34000,34000,32000,31000,30000,27000,26000,26000,26000,28000,31000,33000,34000,34000,33000,32000,32000,33000,34000,37000
CRZ_yy,,8.00,-29.63,-68.42,450.00,,,,,3.03,,3.03,3.03,-5.88,-6.06,-11.76,-20.59,-18.75,-16.13,-13.33,3.70,19.23,26.92,30.77,21.43,6.45,-3.03,-5.88,-2.94,3.03,15.62
CRZ_sy,,9.38,7.14,,-10.67,,,,,10.39,,2.99,-9.04,-15.29,-3.66,-11.63,-15.53,2.78,-5.06,,11.76,1.35,5.33,6.58,21.05,10.67,3.80,13.58,-3.26,8.43,15.85
CRZ_qq,,,,,,,,,,3.03,-2.94,3.03,,-5.88,-3.12,-3.23,-10.00,-3.70,,,7.69,10.71,6.45,3.03,,-2.94,-3.03,,3.12,3.03,8.82
CRZ_sq,,,,,,,,,,-3.95,-3.53,4.88,,-10.56,9.72,-3.80,-10.53,8.82,,,,-1.32,5.33,2.53,,-9.78,-1.20,,-3.26,1.12,5.56
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,12.41,-18.03,-3.79,-7.44,,,,-0.56,-6.69,-14.83,-16.29,-16.83,-7.63,1.24,11.68,4.35,-0.68,-8.66,-15.47,-9.55,-12.58,-10.16,-10.01,-8.25,-4.21,-3.24,6.16,10.35,13.82,24.59
RMO_sy,,-5.26,-12.53,-1.12,5.33,,,,-3.70,-9.54,-1.19,6.84,17.70,5.64,-4.96,-8.97,-13.39,-3.80,-3.97,-1.83,-7.53,-2.73,2.74,3.67,10.17,8.17,5.40,8.30,2.04,1.92,3.81
