,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
PP_yy,,-99.94,4496.63,-73.43,,,-64.58,,-45.12,,110.13,-18.95,-21.07,,-39.22,8.35,93.77,,84.85,-30.56,-56.38,-17.82,-35.56,31.42,87.95,-26.68,6.79,17.83,145.43,274.77,141.33,-19.59,-49.58,-59.98,-61.68,35.07,45.97,29.10,26.06,36.23,-2.86
PP_sy,,-96.40,222.56,201.83,,,-82.98,,88.63,,-25.55,22.72,-19.57,,121.68,-25.08,13.52,,-20.17,-13.52,12.98,1.23,-52.01,51.73,51.92,49.56,55.87,41.74,-13.58,-17.08,-33.56,-76.06,-73.88,-83.12,-28.12,-37.98,-18.09,4.43,-17.82,-48.61,-44.63
PP_qq,,,,,,,,57.27,-44.55,,,-39.34,-46.00,,,8.13,-3.43,-10.95,98.80,-59.38,-39.34,67.75,55.89,-17.16,-13.24,-34.56,127.04,-8.59,80.72,-0.07,46.20,-69.54,13.32,-20.68,39.99,7.35,22.46,-29.85,36.69,16.01,-12.68
PP_sq,,,,,,,,53.38,-29.00,,,152.81,-53.47,,,-14.55,-29.50,42.32,-6.89,-7.45,-7.88,27.52,-55.85,192.60,-7.77,25.54,-53.99,166.08,-43.77,20.46,-63.14,-4.12,-38.64,-22.16,56.96,-17.27,-18.95,-0.77,23.52,-48.26,-12.68
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,204.65,-2.64,-0.05,,,-1.37,,-0.43,,-12.36,9.09,3.13,,9.37,0.61,-4.90,,-22.61,6.28,11.13,4.70,42.74,-0.14,0.02,3.63,-0.08,5.31,-16.21,-2.01,-35.40,-0.54,23.68,0.23,57.59,-6.74,-8.61,-3.59,-6.38,-9.82,-4.27
RCLR_sy,,353.10,-11.83,16.26,,,-6.36,,20.25,,-12.36,29.49,-32.46,,5.42,-43.83,-6.09,,33.00,-44.00,11.84,125.81,-15.64,144.26,107.87,-27.10,-22.77,59.96,-31.15,29.70,43.55,-22.70,-33.43,-42.08,-63.73,-25.13,-19.77,-47.47,58.30,-11.85,-3.70
RCLR_qq,,,,,,,,-12.31,10.13,,,9.16,4.12,,,0.42,-1.59,4.91,-25.35,37.90,2.90,-1.16,1.78,-3.53,3.06,2.41,-1.87,1.68,-18.00,19.76,-35.30,56.54,1.98,-2.94,1.72,-7.36,-0.06,2.38,-1.23,-10.77,6.09
RCLR_sq,,,,,,,,-32.86,6.21,,,-0.80,-44.60,,,-47.15,-7.38,1.86,166.70,-77.75,84.99,105.66,-0.36,-35.56,57.43,-27.88,5.56,33.46,-32.24,35.87,16.83,-28.14,-41.64,18.21,-26.83,48.33,-37.46,-22.61,120.50,-17.40,-31.68
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-95.08,1077.80,-47.61,,,-60.49,,-56.28,,30.13,30.20,2.80,,-24.53,12.54,53.95,,-31.37,-4.73,-9.47,6.56,158.84,26.76,57.38,-1.29,4.93,35.02,29.13,116.04,-3.16,-16.20,0.58,-45.25,3.46,-1.51,2.58,5.71,-1.16,0.11,-15.06
KP_sy,,-90.41,492.03,-3.01,,,-21.26,,22.98,,17.60,-42.16,-9.22,,36.91,11.40,3.78,,-41.38,-18.34,-4.15,-4.12,26.93,100.55,102.96,90.81,-7.70,-26.97,-47.15,-43.63,-26.27,-34.50,-19.40,-28.42,-31.89,10.11,18.88,26.96,89.40,-34.76,-27.58
KP_qq,,,,,,,,-23.91,-20.13,,,-23.87,-36.94,,,13.52,-13.74,15.93,-39.54,57.58,-18.03,36.46,46.85,-22.83,1.77,-14.41,56.10,-0.70,-2.67,43.19,-30.03,-14.07,16.82,-22.05,32.21,-18.19,21.67,-19.67,23.62,-17.14,3.23
KP_sq,,,,,,,,66.62,-44.30,,,-18.05,-12.58,,,-33.32,-18.56,13.04,-4.50,-7.11,-4.41,13.07,26.43,46.76,-3.26,6.30,-38.84,16.13,-29.99,13.37,-20.00,3.17,-13.86,0.69,-23.89,66.80,-7.00,7.53,13.55,-42.55,3.23
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,,18.51,30.27,,,-49.75,,-110.93,,-40.71,-37.59,1.48,,11.53,24.54,26.37,,40.34,35.02,19.11,16.76,-0.71,0.49,10.82,8.96,16.94,15.49,5.79,-2.22,-5.76,10.76,-2.10,6.15,6.94,0.13,-1.88,-2.51,-3.41,-13.39,0.29
PKKO_sy,,,-9.49,3.73,,,5.18,,-51.01,,-11.74,-12.33,-13.15,,45.43,14.67,54.47,,57.09,66.80,26.97,56.69,-143.44,-10.61,14.82,-24.65,16.94,3.38,4.07,-5.96,58.81,54.34,63.30,58.61,12.65,11.55,-193.50,0.91,-9.24,91.00,93.68
PKKO_qq,,,,,,,,-12.62,-9.00,,,-10.12,21.95,,,6.08,23.84,4.68,12.49,-2.29,5.20,1.91,-5.87,-1.07,15.04,-0.13,3.40,-2.83,5.28,-8.64,0.06,13.23,-8.37,0.14,0.90,6.88,-10.54,-0.48,0.02,-2.11,2.79
PKKO_sq,,,,,,,,-22.61,-0.68,,,-23.26,-1.41,,,-92.72,45.89,-13.65,63.80,-49.13,-19.01,32.59,-103.47,32.24,8.35,1.36,-35.59,21.18,9.00,-8.96,47.29,12.64,26.86,-22.88,-11.25,11.54,-142.69,58.51,-22.64,92.71,-70.40
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,,8410.96,-84.30,,,-49.77,,-45.08,-48.79,-21.71,-20.30,-2.44,-0.46,-15.75,-12.89,7.07,-8.47,10.32,14.28,-4.54,6.90,17.90,19.95,43.95,38.32,15.06,10.34,8.91,47.40,69.18,50.38,21.11,-29.22,-39.66,-29.18,-19.61,6.29,12.06,6.23,-2.17
RN_sy,,,298.37,-56.60,,,50.93,,354.60,312.16,-33.52,7.86,-24.14,-14.48,118.25,39.16,25.35,-17.12,-9.62,-51.48,-52.84,-36.54,112.79,262.95,314.04,320.65,16.85,7.70,32.80,-2.27,-44.67,0.01,-17.58,17.78,16.96,16.76,11.46,-6.66,-15.70,13.26,24.40
RN_qq,,,,,,12.68,-32.80,-4.34,-24.18,5.08,2.73,-2.62,-7.20,7.22,-13.05,0.68,14.07,-8.34,4.80,4.30,-4.71,2.64,15.58,6.11,14.35,-1.37,-3.86,1.76,12.86,33.49,10.35,-9.55,-9.11,-21.98,-5.93,6.17,3.18,3.15,-0.82,0.65,-4.98
RN_sq,,,,,,12.68,368.28,-39.70,42.87,2.16,-24.47,-2.17,0.48,15.18,92.76,-37.62,-9.49,-23.85,110.19,-66.51,-12.02,2.48,604.77,-42.88,0.36,4.11,95.78,-47.36,23.76,-23.38,10.84,-4.85,1.98,9.50,10.07,-5.01,-2.65,-8.30,-0.59,27.62,6.93
CRN,,8499000,100000,637000,960000,852000,1268000,1325000,1748000,1663000,1620000,1663000,1792000,1671000,1922000,1909000,1673000,1826000,1742000,1671000,1753000,1708000,1478000,1393000,1218000,1235000,1284000,1262000,1118000,838000,759000,839000,923000,1184000,1258000,1185000,1149000,1114000,1123000,1115000,1174000
CRN_yy,,,-98.82,537.00,,,99.06,,82.08,95.19,27.76,25.51,2.52,0.48,18.64,14.79,-6.64,9.28,-9.37,-12.47,4.78,-6.46,-15.15,-16.64,-30.52,-27.69,-13.13,-9.40,-8.21,-32.15,-40.89,-33.52,-17.44,41.29,65.74,41.24,24.49,-5.91,-10.73,-5.91,2.18
CRN_sy,,,-97.16,222.98,,,-54.56,,-78.02,-75.70,50.55,-47.37,31.75,16.91,-54.38,-28.21,-20.14,20.66,24.40,105.97,112.16,57.53,-57.88,-9.90,-87.69,-87.93,-15.27,-59.38,54.31,101.80,81.98,-27.06,23.46,-8.04,-9.41,-16.74,-13.57,-1.46,11.48,-13.04,-21.47
CRN_qq,,,,,,-11.25,48.83,4.50,31.92,-4.86,-2.59,2.65,7.76,-6.75,15.02,-0.68,-12.36,9.15,-4.60,-4.08,4.91,-2.57,-13.47,-5.75,-12.56,1.40,3.97,-1.71,-11.41,-25.04,-9.43,10.54,10.01,28.28,6.25,-5.80,-3.04,-3.05,0.81,-0.71,5.29
CRN_sq,,,,,,-11.25,-78.64,192.31,-60.34,-1.90,32.37,2.19,-0.71,-12.95,-48.35,60.80,10.45,31.53,-46.75,166.24,13.77,-2.34,-85.76,469.47,-84.45,-4.31,,172.97,-40.92,25.14,-9.82,9.41,,-6.79,-11.17,0.55,3.80,6.28,0.49,-21.57,-6.25
CPZ,,8370000,101000,644000,999000,887000,1314000,1453000,1896000,1805000,1811000,1808000,1918000,1789000,2026000,2008000,1795000,1943000,2011000,1904000,1932000,1864000,1454000,1370000,1200000,1203000,1252000,1214000,1111000,847000,859000,945000,980000,1236000,1203000,1153000,1141000,1118000,1144000,1168000,1242000
CPZ_yy,,,-98.79,537.62,,,104.04,,89.79,103.49,37.82,24.43,1.16,-0.89,11.87,11.06,-6.41,8.61,-0.74,-5.18,7.63,-4.07,-27.70,-28.05,-37.89,-35.46,-13.89,-11.39,-7.42,-29.59,-31.39,-22.16,-11.79,45.93,40.05,22.01,16.43,-9.55,-4.90,1.30,8.85
CPZ_sy,,,-97.19,134.05,,,104.72,,-22.60,-29.84,23.56,30.81,13.30,4.34,-90.47,-58.69,-32.52,25.12,90.22,185.29,245.60,127.66,18.00,-49.60,-93.20,-92.96,46.25,-70.34,32.34,59.34,-4.97,66.84,123.79,126.30,48.26,36.41,-15.52,-40.05,-28.79,-23.08,51.70
CPZ_qq,,,,,,-11.21,48.14,10.58,30.49,-4.80,0.33,-0.17,6.08,-6.73,13.25,-0.89,-10.61,8.25,3.50,-5.32,1.47,-3.52,-22.00,-5.78,-12.41,0.25,4.07,-3.04,-8.48,-23.76,1.42,10.01,3.70,26.12,-2.67,-4.16,-1.04,-2.02,2.33,2.10,6.34
CPZ_sq,,,,,,-2.84,-4.87,4.74,-20.05,-11.93,67.53,10.88,-30.75,-18.89,-84.69,380.43,13.12,50.40,-76.73,620.57,37.03,-0.93,-87.94,207.75,-81.51,2.55,150.62,-37.58,-17.51,23.47,49.48,9.58,10.65,24.86,-2.07,0.82,-31.47,-11.39,16.31,8.91,35.15
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,,3177.11,-71.01,,,-39.04,,-38.35,-42.51,-24.34,-19.01,-3.08,-1.09,-10.78,-9.60,5.00,-9.82,-0.62,4.73,-5.55,6.02,34.06,33.12,50.18,44.98,12.31,8.54,4.78,29.88,33.83,21.30,8.71,-27.48,-24.91,-14.78,-10.78,9.96,4.96,-1.45,-7.38
RMO_sy,,,851.65,-52.87,,,-21.89,,-9.05,-9.73,-25.34,-17.19,-18.66,-14.61,485.20,-2.61,5.00,-3.40,-38.24,5.36,2.91,9.94,3.43,132.91,138.87,121.49,-3.69,44.57,46.67,86.45,28.44,39.20,40.91,20.89,17.96,18.76,9.19,45.66,46.67,36.48,49.68
RMO_qq,,,,,,12.69,-25.05,-7.41,-21.17,5.07,-1.36,-0.88,-5.66,7.24,-11.03,0.43,9.58,-7.90,-1.95,5.83,-1.17,3.38,23.98,5.09,11.49,-0.20,-3.96,1.57,7.63,23.71,-1.04,-7.94,-3.55,-17.48,2.48,4.47,0.98,1.71,-2.18,-1.91,-5.10
RMO_sq,,,,,,2.92,2.96,-10.64,-3.95,2.15,-14.85,-0.88,-5.66,7.24,483.60,-83.50,1.71,-1.34,273.11,-71.86,-0.65,5.39,251.03,-36.63,1.89,-2.28,52.65,-4.88,3.37,24.22,5.15,3.09,4.64,6.58,2.60,3.79,-3.79,42.18,3.31,-3.42,5.52
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,,176.22,28.67,,,29.16,,7.08,-0.15,-35.02,-20.00,-13.10,-11.32,0.87,-9.11,-32.79,-46.85,-46.13,-46.11,-26.09,-12.69,-7.43,8.65,12.83,20.07,19.14,5.66,-4.08,-9.70,-7.99,-19.63,-11.64,-15.58,-13.91,10.49,14.51,33.15,29.37,45.79,19.66
RMT_sy,,,-21.84,-76.23,,,-3.09,,82.11,79.31,21.02,-77.99,19.13,26.38,62.02,-0.92,-9.37,-24.58,-22.83,-16.80,-14.91,-6.22,371.44,692.48,764.38,832.42,-69.63,-72.50,-72.87,-81.37,-1.30,-10.74,-18.54,26.01,14.15,16.18,28.57,10.69,-3.10,-52.39,-54.01
RMT_qq,,,,,,12.69,25.70,-17.36,-8.53,5.08,-18.20,1.76,-0.65,7.23,-6.95,-8.31,-26.54,-15.20,-5.68,-8.28,0.75,0.17,0.01,7.65,4.63,6.59,-0.76,-4.53,-5.01,0.34,1.12,-16.62,4.44,-4.13,3.12,7.02,8.23,11.48,0.18,20.60,-11.16
RMT_sq,,,,,,2.92,59.59,486.62,-81.10,1.34,7.71,6.67,2.32,7.50,38.08,-34.77,-6.40,-10.53,41.28,-29.67,-4.28,-1.40,610.28,18.22,4.40,6.36,-76.87,7.06,3.01,-26.96,22.53,-3.18,-5.99,12.99,10.99,-1.45,4.04,-2.72,-2.84,-51.58,0.50
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,,2913.87,-68.86,,,-38.35,,-37.88,-42.08,-24.47,-19.01,-3.17,-1.21,-10.63,-9.60,4.28,-10.54,-1.56,3.60,-5.99,5.64,32.97,32.43,49.12,44.31,12.47,8.47,4.47,28.34,32.25,19.62,7.94,-27.12,-24.54,-13.99,-10.03,10.61,5.64,-0.41,-6.73
RM_sy,,,266.80,-29.00,,,15.28,,31.49,34.29,-4.97,0.37,-3.17,-1.21,139.03,-9.60,4.28,-10.54,-40.58,3.60,-5.99,5.64,54.23,50.36,59.46,54.23,-18.11,58.01,75.24,60.35,28.10,-4.29,-24.37,-24.12,-20.70,-18.06,-8.41,3.82,-5.22,-4.21,-8.18
RM_qq,,,,,,12.70,-24.53,-7.53,-21.01,5.07,-1.59,-0.84,-5.56,7.19,-10.98,0.31,8.94,-8.04,-2.05,5.57,-1.14,3.34,23.30,5.14,11.32,,-3.90,1.40,7.22,22.85,-0.98,-8.29,-3.24,-17.06,2.52,4.54,1.22,1.96,-2.08,-1.45,-5.21
RM_sq,,,,,,2.88,39.07,-6.11,-2.11,5.07,-1.59,-0.84,-5.56,7.19,138.10,-62.50,8.94,-8.04,58.15,-34.61,-1.14,3.34,130.90,-36.26,4.84,,22.60,23.00,16.28,-8.55,-2.05,-8.10,-8.12,-8.25,2.36,-5.04,2.70,3.99,-6.55,-4.03,-1.55
COP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
