,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
PP_yy,,25.92,,,145.39,,3.99,,50.48,29.30,-10.77,,0.67,66.19,74.27,,61.73,26.33,45.11,33.69,18.80,7.43,-11.74,-22.97,6.90,-12.62,20.18,14.25,4.23,28.57,-26.33,-32.32,-34.81,-36.77,-15.62,-8.86,-47.88,-63.23,-66.37
PP_sy,,2.57,,,-15.17,,-35.76,,7.86,2.93,-32.82,,-38.94,-32.08,-11.31,,6.62,47.01,90.20,40.43,31.47,11.42,-22.29,-10.85,-11.17,-22.91,23.15,-2.32,74.72,51.87,20.05,17.54,-20.91,-6.50,-31.21,-5.33,-12.85,-26.77,-14.67
PP_qq,,,,,,37.50,22.99,,,18.15,-15.12,,,95.04,-11.00,0.75,-7.53,52.35,2.23,-7.18,-17.83,37.78,-16.01,-18.99,14.04,12.62,15.51,-22.98,4.04,38.92,-33.82,-29.24,0.21,34.73,-11.67,-23.57,-42.70,-4.95,-19.20
PP_sq,,,,,,-18.53,-6.16,,,-22.25,-38.75,,,-13.51,-20.03,22.20,26.13,19.26,3.47,-9.77,18.08,1.07,-27.84,3.52,17.65,-12.29,15.29,-17.89,110.43,-23.76,-8.87,-19.60,41.60,-9.88,-32.95,10.63,30.35,-24.26,-21.87
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-26.22,,,9.40,,-3.82,,10.37,33.30,54.82,,67.38,103.40,-29.69,,-35.68,-57.54,-0.49,2.13,12.54,14.03,2.27,64.33,7.53,8.91,-11.72,-21.44,-29.23,-18.42,-11.46,-8.84,3.02,-37.24,-0.63,-22.89,-10.23,58.94,11.99
RCLR_sy,,-12.30,,,4.86,,14.10,,1.06,11.83,-7.69,,-1.47,-4.86,-9.14,,0.21,-8.65,-4.60,-21.16,-13.91,-0.05,0.20,10.35,16.02,3.79,6.65,6.23,-22.65,-16.16,-16.03,-7.94,15.30,2.16,-6.78,-9.72,-6.81,-19.50,-6.05
RCLR_qq,,,,,,-12.01,13.76,,,6.27,32.12,,,29.13,-54.33,-4.03,13.64,-14.76,7.05,-1.50,25.23,-13.64,-4.00,58.28,-18.06,-12.53,-22.18,40.85,-26.18,0.82,-15.55,45.02,-16.57,-38.58,33.72,12.54,-2.87,8.74,-5.78
RCLR_sq,,,,,,-0.84,19.80,,,9.73,-1.12,,,5.95,-5.56,7.61,-6.93,-3.42,-1.38,-11.07,1.63,12.13,-1.13,-2.06,6.85,0.32,1.60,-2.45,-22.21,8.74,1.76,6.94,-2.57,-3.65,-7.14,3.56,0.58,-16.77,8.37
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-66.28,,,284.63,,-0.80,,49.25,73.14,40.96,,29.56,34.78,6.11,,1.91,-4.63,13.25,5.14,8.62,5.98,-4.83,-0.38,-1.03,-3.42,5.63,4.09,1.27,5.57,-2.22,-1.73,-14.76,-23.12,-21.70,-27.04,-23.61,-18.89,-10.23
KP_sy,,17.38,,,-6.71,,-24.34,,1.07,17.36,8.86,,-16.16,-13.60,-10.77,,-9.55,-8.92,1.33,20.91,15.70,-6.00,-4.22,17.95,-9.92,-9.92,-1.40,-19.31,-2.43,10.63,-22.60,13.16,15.72,9.41,25.44,-5.62,-16.44,-22.95,-27.49
KP_qq,,,,,,-4.53,32.04,,,10.75,7.50,,,15.20,-15.36,4.05,0.46,7.81,0.51,-3.41,3.79,5.18,-9.75,1.12,3.11,2.65,-1.29,-0.36,0.31,7.00,-8.57,0.14,-12.99,-3.49,-6.89,-6.68,-8.90,2.48,3.04
KP_sq,,,,,,-0.88,-7.31,,,15.10,-14.02,,,18.62,-11.20,-24.84,14.24,19.44,-1.19,-10.32,9.32,-2.96,0.68,10.44,-16.51,-2.95,10.19,-9.62,0.94,10.04,-22.90,32.13,3.23,4.04,-11.61,-0.59,-8.61,-4.06,-16.81
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-70.84,,,252.87,,31.63,,58.57,48.56,7.12,,12.30,71.82,45.69,,39.43,21.82,73.60,54.56,54.06,21.86,-14.50,-25.68,-40.29,-36.31,-20.08,0.26,14.77,31.14,30.10,9.87,-4.04,-23.55,-26.28,-27.37,-25.61,-24.23,-22.01
PKKO_sy,,18.71,,,4.94,,16.93,,10.15,-0.55,9.67,,-8.83,-10.63,-31.61,,6.71,7.12,28.79,48.20,-7.08,-9.34,-24.68,-7.45,-2.39,-2.19,2.46,-13.55,-3.62,7.69,-13.45,-19.20,-5.50,-14.91,-11.22,23.94,-4.72,-22.33,-16.78
PKKO_qq,,,,,,-10.15,26.99,,,-15.82,-8.43,,,28.79,-22.36,16.19,20.00,12.53,10.65,3.44,19.62,-10.99,-22.36,-10.09,-3.90,-5.06,-2.57,12.79,10.01,8.48,-3.35,-4.75,-3.91,-13.57,-6.81,-6.16,-1.57,-11.97,-4.08
PKKO_sq,,,,,,14.52,11.01,,,3.38,22.43,,,1.34,-6.31,-16.58,34.74,1.73,12.64,-4.01,-15.52,-0.74,-6.42,17.95,-10.91,-0.54,-1.97,-0.47,-0.67,11.12,-21.21,-7.09,16.17,0.06,-17.79,29.70,-10.69,-18.43,-11.91
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,46.34,,,51.81,,-9.40,8.31,10.89,9.25,-6.25,-39.47,-42.14,-41.41,-29.52,-16.17,3.19,32.65,31.42,26.14,0.34,-7.37,-0.48,0.73,34.99,27.66,24.67,17.50,7.08,6.08,-0.74,16.35,5.94,17.48,19.30,12.79,13.69,0.20,4.13
RN_sy,,19.18,,,-4.02,,-3.26,4.97,-6.57,-0.89,-10.45,-17.58,-8.14,-9.77,0.45,-10.53,-19.38,-10.11,-11.71,-8.34,10.81,3.43,7.73,4.41,1.36,0.90,-5.97,6.44,9.10,8.55,12.85,15.87,2.93,-2.53,-3.00,-7.81,3.69,8.45,3.32
RN_qq,,,,13.61,-10.22,-10.00,-1.31,35.82,-8.08,-11.33,-15.31,-12.32,-12.13,-10.21,1.88,4.28,8.17,15.42,0.93,0.10,-13.95,6.56,8.43,1.32,15.31,0.78,5.89,-4.51,5.09,-0.17,-0.92,11.93,-4.31,10.71,0.62,5.82,-3.55,-2.42,4.56
RN_sq,,,,0.91,1.08,-6.49,1.41,9.50,-10.04,-0.80,-8.37,0.79,0.27,-2.56,2.02,-10.24,-9.65,8.65,0.20,-6.81,9.23,1.41,4.36,-9.68,6.04,0.96,-2.75,2.23,8.69,0.45,1.10,4.97,-3.45,-4.87,0.61,-0.24,8.60,-0.51,-4.15
CRN,185000,126000,85000,75000,83000,92000,94000,69000,75000,85000,100000,114000,130000,144000,142000,136000,126000,109000,108000,108000,125000,117000,108000,107000,93000,92000,87000,91000,87000,87000,87000,78000,82000,74000,73000,69000,72000,74000,70000
CRN_yy,,-31.89,,,-34.13,,10.59,-8.00,-9.64,-7.61,6.38,65.22,73.33,69.41,42.00,19.30,-3.08,-24.31,-23.94,-20.59,-0.79,7.34,,-0.93,-25.60,-21.37,-19.44,-14.95,-6.45,-5.43,,-14.29,-5.75,-14.94,-16.09,-11.54,-12.20,,-4.11
CRN_sy,,-16.32,,,4.40,,2.94,-4.76,7.23,0.56,12.00,21.88,8.99,10.61,-0.51,11.79,23.71,11.62,13.33,9.17,-10.00,-7.69,,-5.04,-0.93,1.96,5.37,-11.50,-8.41,-6.25,,-8.00,-3.06,2.56,5.82,8.70,-3.16,,-4.00
CRN_qq,,,,-11.76,10.67,10.84,2.17,-26.60,8.70,13.33,17.65,14.00,14.04,10.77,-1.39,-4.23,-7.35,-13.49,-0.92,,15.74,-6.40,-7.69,-0.93,-13.08,-1.08,-5.43,4.60,-4.40,,,-10.34,5.13,-9.76,-1.35,-5.48,4.35,2.78,-5.41
CRN_sq,,,,-1.18,-1.19,7.23,-1.69,-8.57,11.25,0.56,9.50,-0.51,-0.51,2.06,-1.52,11.79,10.09,-7.92,,,-9.24,-5.56,0.49,10.24,-5.31,-2.80,3.85,-7.41,-2.00,,,-2.65,3.26,5.26,,,-8.00,,4.35
CPZ,181000,182000,116000,95000,102000,116000,118000,87000,88000,92000,97000,111000,106000,96000,98000,103000,110000,121000,120000,119000,134000,122000,112000,98000,83000,81000,78000,87000,91000,96000,98000,92000,95000,93000,92000,94000,100000,94000,88000
CPZ_yy,,0.55,,,-43.96,,1.72,-8.42,-13.73,-20.69,-17.80,27.59,20.45,4.35,1.03,-7.21,3.77,26.04,22.45,15.53,21.82,0.83,-6.67,-17.65,-38.06,-33.61,-30.36,-11.22,9.64,18.52,25.64,5.75,4.40,-3.12,-6.12,2.17,5.26,1.08,-4.35
CPZ_sy,,10.58,,,13.04,,-6.00,-21.11,-11.15,-0.81,8.51,12.68,5.19,5.28,9.41,25.83,38.27,17.37,17.92,5.96,-7.14,-0.66,-8.81,-3.12,-8.97,-11.26,-12.00,-20.65,-8.10,1.12,2.27,15.85,11.88,9.23,14.07,6.67,2.05,1.35,3.25
CPZ_qq,,,,-18.10,7.37,13.73,1.72,-26.27,1.15,4.55,5.43,14.43,-4.50,-9.43,2.08,5.10,6.80,10.00,-0.83,-0.83,12.61,-8.96,-8.20,-12.50,-15.31,-2.41,-3.70,11.54,4.60,5.49,2.08,-6.12,3.26,-2.11,-1.08,2.17,6.38,-6.00,-6.38
CPZ_sq,,,,8.00,-3.70,-4.62,-5.24,-9.36,8.45,6.49,3.66,-5.88,1.25,6.58,7.72,8.24,11.26,-9.52,8.22,-2.74,-2.50,-3.21,-0.66,3.33,-8.39,-5.63,-1.49,-6.82,6.10,3.83,-0.37,5.56,2.46,1.37,4.05,-1.30,-1.97,0.67,6.00
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,-38.10,,,173.70,,35.77,52.52,71.81,78.95,109.12,24.65,-5.37,-29.05,-48.00,-58.67,-64.87,-67.67,-67.52,-47.83,-31.90,3.90,44.82,36.87,49.68,42.23,38.60,16.66,-5.22,-30.63,-44.86,-40.68,-40.19,-28.19,-21.83,-14.48,-9.47,1.17,8.54
RZ_sy,,-38.24,,,58.26,,-18.83,-30.91,-25.16,28.69,22.84,28.97,-16.77,-34.58,-16.48,-25.72,-11.30,-3.49,-14.09,-13.99,-25.03,-16.50,-2.94,21.68,67.10,70.99,38.60,20.67,-2.93,-22.40,1.91,14.33,25.53,31.68,10.72,-22.26,-32.33,-34.93,-29.29
RZ_qq,,,,29.50,3.97,6.91,-5.68,45.49,17.11,11.35,10.22,-13.28,-11.09,-16.52,-19.21,-31.07,-24.43,-23.19,-18.83,10.71,-1.34,17.19,13.14,4.64,7.89,11.36,10.25,-11.93,-12.34,-18.50,-12.35,-5.27,-11.61,-2.15,-4.59,3.64,-6.43,9.35,2.36
RZ_sq,,,,16.68,15.03,-31.22,-12.08,-0.68,24.60,18.27,-16.07,4.28,-19.59,-7.04,7.15,-7.26,-3.98,1.15,-4.62,-7.16,-16.30,12.65,10.87,16.39,14.95,15.27,-10.13,1.33,-7.53,-7.85,18.03,13.68,1.53,-3.33,-0.75,-20.19,-11.63,-7.04,7.85
CRZ,25000,40000,20000,15000,15000,14000,15000,10000,9000,8000,7000,8000,9000,11000,13000,19000,26000,33000,41000,37000,38000,32000,28000,27000,25000,23000,21000,23000,27000,33000,37000,39000,44000,45000,48000,46000,49000,45000,44000
CRZ_yy,,60.00,,,-62.50,,-25.00,-33.33,-40.00,-42.86,-53.33,-20.00,,37.50,85.71,137.50,188.89,200.00,215.38,94.74,46.15,-3.03,-31.71,-27.03,-34.21,-28.12,-25.00,-14.81,8.00,43.48,76.19,69.57,62.96,36.36,29.73,17.95,11.36,,-8.33
CRZ_sy,,51.61,,,-36.17,,20.00,41.18,30.00,-19.05,-16.67,-20.83,,50.00,20.00,34.21,12.50,3.92,14.58,19.61,31.48,20.75,1.82,-21.31,-40.85,-43.75,-28.57,-20.83,4.76,36.11,-5.00,-5.26,-22.73,-26.53,-5.26,27.78,52.94,,44.44
CRZ_qq,,,,-25.00,,-6.67,7.14,-33.33,-10.00,-11.11,-12.50,14.29,12.50,22.22,18.18,46.15,36.84,26.92,24.24,-9.76,2.70,-15.79,-12.50,-3.57,-7.41,-8.00,-8.70,9.52,17.39,22.22,12.12,5.41,12.82,2.27,6.67,-4.17,6.52,-8.16,-2.22
CRZ_sq,,,,-15.00,,40.00,14.29,,-18.75,-12.82,17.65,-5.00,26.32,6.25,-5.88,6.25,5.88,-1.85,3.77,10.91,16.39,-9.86,-12.50,-14.29,-12.50,-14.29,11.11,-5.00,15.79,11.36,-22.45,-5.26,-5.56,5.88,,27.78,13.04,5.77,-5.45
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,20.65,,,32.39,,-20.23,-4.45,1.18,6.16,-0.21,-35.58,-33.07,-30.69,-29.77,-22.56,-23.61,-21.08,-19.18,-18.70,-23.94,-14.37,0.30,15.25,52.36,48.15,37.54,11.62,-4.44,-17.20,-22.63,-11.45,-15.46,-0.68,7.44,7.84,20.56,29.99,36.91
RMO_sy,,-0.99,,,-8.59,,3.24,12.83,3.53,-8.08,-6.82,-9.00,-2.49,3.90,-0.79,0.40,-8.13,-3.27,-5.60,-13.90,-7.67,-8.36,-2.82,5.69,8.87,7.55,2.02,1.06,-3.41,-5.15,-3.27,-5.24,-8.46,-5.17,-2.63,2.68,2.39,1.67,3.32
RMO_qq,,,,13.40,-14.79,-14.66,-3.25,35.82,-9.77,-10.47,-9.06,-12.32,-6.26,-7.27,-7.86,-3.32,-7.53,-4.20,-5.64,-2.75,-13.49,7.85,10.53,11.75,14.37,4.87,2.61,-9.30,-2.08,-9.14,-4.12,3.80,-6.52,6.74,3.73,4.19,4.51,15.09,9.25
RMO_sq,,,,-4.67,3.60,1.87,2.62,4.18,-4.95,-9.55,4.03,1.74,1.86,-3.62,-0.67,2.96,-6.79,1.47,-3.06,-6.09,-0.06,0.72,2.79,2.14,2.95,-0.50,-2.50,1.18,-1.60,-2.29,-0.57,-0.89,-4.93,1.23,2.08,4.52,-5.21,0.52,3.74
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,4.11,,,30.35,,-0.66,26.61,23.44,29.95,34.53,-13.15,-24.74,-36.57,-41.14,-34.50,-31.31,-20.09,-18.51,-20.30,-24.50,-16.38,-0.21,13.52,43.46,37.99,31.30,13.64,4.75,-11.99,-21.31,-16.48,-31.07,-23.81,-22.37,-25.57,-8.25,7.78,21.55
RMT_sy,,-0.74,,,-41.16,,-30.18,-11.29,9.11,0.29,11.45,-1.30,-9.29,-8.94,-8.56,-12.20,-13.79,-15.77,-18.72,-11.95,-2.67,4.47,11.75,-8.49,8.69,-5.89,-11.85,8.19,0.37,17.46,15.42,5.27,-12.53,-17.86,-9.12,1.28,25.28,37.68,10.82
RMT_qq,,,,6.57,3.96,-4.39,-6.21,35.82,1.35,0.64,-2.90,-12.32,-12.17,-15.17,-9.90,-2.42,-7.89,-1.32,-8.12,-4.57,-12.75,9.30,9.65,8.57,10.26,5.14,4.33,-6.03,1.62,-11.66,-6.72,-0.27,-16.12,-2.37,-4.95,-4.38,3.40,14.69,7.20
RMT_sq,,,,-11.68,-17.19,7.38,-11.09,12.21,1.84,-1.30,-1.19,-0.63,-6.39,-0.93,-0.77,-4.58,-8.09,-3.21,-4.24,3.36,1.59,3.90,2.43,-15.36,20.67,-10.04,-4.05,3.88,11.94,5.28,-5.72,-5.26,-6.99,-1.14,4.32,5.58,15.06,8.65,-16.04
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,12.39,,,31.37,,-10.78,10.54,11.28,16.27,13.99,-26.41,-29.54,-33.31,-34.91,-27.93,-27.08,-20.65,-18.88,-19.43,-24.19,-15.26,0.06,14.47,48.20,43.40,34.66,12.54,-0.35,-14.85,-22.02,-13.81,-23.19,-12.66,-8.64,-10.91,4.32,17.45,28.17
RM_sy,,-10.23,,,-19.02,,-10.77,14.47,5.57,3.40,11.04,-9.41,-4.08,-5.09,-5.28,-6.40,-15.37,-8.39,-19.08,-24.28,-5.31,-11.49,4.66,7.30,15.72,17.14,7.21,8.99,-5.87,-4.51,-1.98,1.21,-1.50,0.27,-2.85,-6.98,9.71,4.90,3.18
RM_qq,,,,9.63,-5.36,-9.79,-4.67,35.82,-4.72,-5.75,-6.54,-12.31,-8.77,-10.79,-8.78,-2.92,-7.70,-2.92,-6.75,-3.58,-13.15,8.51,10.12,10.30,12.44,5.00,3.41,-7.82,-0.44,-10.28,-5.30,1.89,-11.28,2.03,-0.95,-0.63,3.89,14.87,8.09
RM_sq,,,,-1.03,-3.71,-2.58,-3.89,26.97,-11.20,-4.59,3.22,3.59,-5.98,-5.59,3.02,2.37,-14.99,2.19,-9.00,-4.21,6.31,-4.48,7.60,-1.79,14.65,-3.31,-1.52,-0.17,-0.97,-1.92,1.08,3.08,-3.62,-0.15,-2.07,-1.30,13.67,-4.53,-3.68
COP,210000,166000,105000,90000,98000,106000,109000,79000,84000,93000,107000,122000,139000,155000,155000,155000,152000,142000,149000,145000,163000,149000,136000,134000,118000,115000,108000,114000,114000,120000,124000,117000,126000,119000,121000,115000,121000,119000,114000
COP_yy,,-20.95,,,-40.96,,3.81,-12.22,-14.29,-12.26,-1.83,54.43,65.48,66.67,44.86,27.05,9.35,-8.39,-3.87,-6.45,7.24,4.93,-8.72,-7.59,-27.61,-22.82,-20.59,-14.93,-3.39,4.35,14.81,2.63,10.53,-0.83,-2.42,-1.71,-3.97,,-5.79
COP_sy,,-0.42,,,16.10,,-0.78,-6.91,-1.46,-3.65,3.91,-3.52,1.48,4.55,6.77,25.51,17.15,16.67,15.49,13.23,1.56,-6.21,-9.76,-16.81,-7.36,-5.96,-2.70,-11.99,-12.58,-8.10,-14.24,-7.39,-3.79,-2.68,9.31,22.69,7.09,,
COP_qq,,,,-14.29,8.89,8.16,2.83,-27.52,6.33,10.71,15.05,14.02,13.93,11.51,,,-1.94,-6.58,4.93,-2.68,12.41,-8.59,-8.72,-1.47,-11.94,-2.54,-6.09,5.56,,5.26,3.33,-5.65,7.69,-5.56,1.68,-4.96,5.22,-1.65,-4.20
COP_sq,,,,6.59,-0.36,,-6.57,,5.47,-2.22,0.76,-7.14,10.93,0.73,,,3.55,0.31,1.86,7.01,-7.12,-7.36,-1.99,-1.35,3.42,-5.96,1.41,-10.76,,-1.14,-5.36,-3.64,6.72,,6.30,8.15,-6.85,2.94,-3.57
CSP,29000,-16000,-11000,-5000,-4000,-10000,-9000,-8000,-4000,1000,10000,11000,33000,59000,57000,52000,42000,21000,29000,26000,29000,27000,24000,36000,35000,34000,30000,27000,23000,24000,26000,25000,31000,26000,29000,21000,21000,25000,26000
CSP_yy,,-155.17,,,75.00,,18.18,-60.00,,110.00,211.11,237.50,925.00,5800.00,470.00,372.73,27.27,-64.41,-49.12,-50.00,-30.95,28.57,-17.24,38.46,20.69,25.93,25.00,-25.00,-34.29,-29.41,-13.33,-7.41,34.78,8.33,11.54,-16.00,-32.26,-3.85,-10.34
CSP_sy,,20.00,,,316.67,,166.67,123.53,,-42.11,-20.00,-31.58,-9.68,36.36,-18.75,,-50.00,-43.33,-69.23,-123.08,-100.00,-100.00,275.00,500.00,,,20.00,-20.83,-52.94,-67.86,-77.78,-57.89,-112.50,-233.33,-50.00,-75.00,-650.00,-50.00,-1000.00
CSP_qq,,,,54.55,20.00,-150.00,10.00,11.11,50.00,125.00,900.00,10.00,200.00,78.79,-3.39,-8.77,-19.23,-50.00,38.10,-10.34,11.54,-6.90,-11.11,50.00,-2.78,-2.86,-11.76,-10.00,-14.81,4.35,8.33,-3.85,24.00,-16.13,11.54,-27.59,,19.05,4.00
CSP_sq,,,,13.33,47.06,52.00,5.26,-5.00,-18.42,-29.03,45.45,-18.75,7.69,7.14,-13.33,,-46.15,21.43,-52.94,-175.00,100.00,,,-20.00,41.67,-17.65,28.57,-47.22,-15.79,-43.75,-11.11,,-125.00,-500.00,133.33,-50.00,,-20.00,-100.00
