,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660,39660
ShareAmountCurrent,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000,1250000000000
CWKCurrent,4480,4520,4280,4450,4140,3900,3650,3810,3560,3310,3070,3130,2910,2830,2730,2770,2680,2430,2340,2240,2170,2320,2250,2400,2260,2170,2100,2150,2090,2029,1970,2120,2050,1970,1910,1910,1840,1800,1750,1730,1680,1640,1600,1570,1530,1520,1490,1440,1400,1370,1360,1350
PCurrent,7170,7200,7230,7340,7610,7890,8240,8580,9030,9640,10230,10920,11560,12180,12370,12290,12370,9890,10250,10760,11130,11440,11620,11880,12250,12700,13110,13370,13490,13480,13250,12840,12280,11750,11410,11510,11720,11710,11600,11200,10810,10600,10550,10620,10680,10840,11090,11310,11620,11870,12010,12160
CPCurrent,5530,5510,5480,5400,5210,5030,4820,4620,4390,4110,3880,3630,3430,3260,3200,3230,3210,4010,3870,3690,3560,3470,3410,3340,3240,3120,3020,2970,2940,2940,2990,3090,3230,3370,3480,3450,3380,3390,3420,3540,3670,3740,3760,3740,3710,3660,3580,3510,3410,3340,3300,3260
ZCurrent,1510,1730,1800,1800,1930,2150,2340,2480,2610,2900,3180,3470,3630,3120,2710,2420,2160,1840,1990,2130,2290,2570,2690,2840,2980,3050,3150,3140,3060,2990,2820,2660,2520,2580,2600,2680,2780,2600,2480,2360,2310,2090,2080,2220,2180,2300,2210,2200,2300,2480,2670,2730
CZCurrent,26330,22860,22020,22030,20570,18450,16950,15990,15190,13660,12460,11430,10930,12710,14630,16370,18380,21500,19950,18660,17300,15410,14720,13950,13320,13020,12580,12640,12960,13260,14080,14910,15710,15350,15270,14800,14290,15230,16000,16830,17170,19000,19060,17890,18190,17250,17960,18070,17230,15970,14860,14530
ZOCurrent,1850,2140,2210,2270,2430,2710,2960,3100,3250,3600,3920,4320,4510,3960,3460,3120,2820,2350,2530,2710,2920,3260,3410,3560,3710,3840,3960,3950,3850,3690,3460,3270,3100,3240,3280,3350,3480,3200,3040,2870,2810,2520,2520,2740,2760,3000,2990,2990,3130,3380,3610,3690
CZOCurrent,21460,18500,17930,17460,16340,14660,13420,12800,12210,11000,10120,9170,8790,10010,11450,12700,14060,16850,15690,14650,13600,12150,11630,11130,10680,10330,10000,10050,10310,10740,11450,12140,12810,12250,12110,11830,11400,12390,13060,13800,14100,15730,15760,14470,14390,13230,13260,13250,12670,11730,10990,10750
DTAR,900,900,900,910,900,900,890,900,900,890,890,890,890,900,900,900,900,870,860,870,860,870,870,880,880,880,880,880,880,870,870,880,880,870,870,890,890,890,890,890,880,890,880,880,880,890,880,880,880,880,880,880
CG,8700,9440,9140,9760,9140,9020,8410,9030,8780,8060,7810,8280,7960,8620,8590,8930,8890,6660,6400,6480,6310,6940,6830,7660,7520,7360,7030,7280,7130,6900,6820,7460,7320,6920,6830,8310,8050,8010,8080,7890,7620,7820,7610,7620,7530,7770,7650,7340,7200,7190,7070,7120
NetDebt,49743639000000,56150796000000,58298049000000,61395566000000,64264446000000,67936465000000,69199877000000,71100916000000,74648586000000,76642357000000,79679284000000,88079202000000,89922445000000,100134474000000,105626796000000,107342829000000,107516115000000,106420609000000,107619422000000,113665397000000,113950510000000,119637141000000,121507153000000,125498759000000,130800072000000,130612319000000,128681782000000,130514348000000,134236348000000,133265438000000,134338387000000,138999909000000,140779055000000,137034945000000,139740532000000,167249820000000,168173478000000,169186510000000,173879256000000,173587387000000,173482411000000,178474000000000,172785735000000,178049960000000,177792270000000,188274000000000,187679000000000,187578000000000,188234000000000,188771000000000,184446000000000,190753000000000
NetDebtEBITDA,21030,21510,21770,22820,22210,22470,21140,20750,20930,19220,18520,18620,18370,22800,26340,30040,29890,31190,29620,29430,27590,26050,25420,25200,25260,24550,23460,23860,25090,25850,27550,29960,31700,29620,29710,34510,33350,35620,37940,39570,40150,44940,43760,42060,41870,41390,41180,41060,39590,37230,34460,35050
RN,130,130,120,120,120,120,120,120,120,120,130,130,130,130,120,120,110,110,110,110,110,110,110,110,110,110,120,120,120,120,110,110,100,100,90,90,90,80,80,80,70,70,70,70,70,70,70,70,70,70,70,70
CRN,2711000,2906000,2982000,3044000,3059000,3097000,3102000,3089000,3052000,2945000,2876000,2840000,2811000,2840000,2980000,3144000,3255000,3360000,3313000,3258000,3244000,3250000,3292000,3282000,3274000,3221000,3162000,3135000,3132000,3151000,3237000,3386000,3583000,3771000,3921000,4070000,4161000,4354000,4600000,4821000,5045000,5234000,5283000,5299000,5320000,5317000,5300000,5273000,5212000,5132000,5075000,5039000
CPZ,3924000,4160000,4196000,4211000,4105000,4061000,3965000,3879000,3793000,3595000,3474000,3343000,3242000,3259000,3384000,3577000,3727000,3841000,3785000,3710000,3666000,3647000,3684000,3692000,3708000,3688000,3658000,3639000,3630000,3638000,3730000,3890000,4115000,4331000,4497000,4725000,4889000,5186000,5558000,5826000,6086000,6313000,6398000,6457000,6542000,6557000,6534000,6476000,6376000,6289000,6237000,6217000
RM,80,80,80,80,80,80,80,80,90,90,90,100,100,100,100,90,90,80,90,90,90,90,90,90,90,90,90,90,90,90,90,80,80,70,70,70,70,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50
