,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640,5640
ShareAmountCurrent,432460800000,432460800000,432460800000,432460800000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,481500000000,486470000000,486470000000,486470000000,486470000000,559440500000,559440500000,559440500000,574763212000
WKCurrent,360,520,570,630,0,980,1010,1050,0,1220,1280,1310,0,1340,1370,1420,0,1460,1500,1550,0,1670,1730,1820,0,1270,1380,1540,0,1840,1930,2130,2240,2370,2440,1630,1680,1740,1800,1810,1830,1850,1900,1950,1990,2040,2120,2960,2580,2570,2620,2620
CWKCurrent,15560,10820,9840,8960,,5760,5570,5390,,4630,4400,4310,,4210,4110,3990,,3860,3750,3640,,3380,3260,3110,,4430,4080,3650,,3070,2920,2640,2520,2380,2320,3450,3360,3250,3140,3120,3080,3050,2960,2890,2840,2760,2660,1910,2180,2200,2150,2150
WKGrahamCurrent,150,-180,-120,-70,0,320,350,30,0,150,210,230,0,230,290,370,0,440,390,320,0,220,-80,60,0,20,160,100,0,340,470,610,710,830,920,150,300,120,240,300,370,390,480,580,630,660,790,870,790,790,890,540
CWKGrahamCurrent,37350,,,,,17860,16300,212410,,38840,26320,24760,,24230,19150,15070,,12680,14390,17810,,25410,,91490,,237820,35780,57520,,16550,11920,9180,7910,6820,6110,37610,18960,45770,23080,18680,15120,14370,11680,9770,8920,8530,7140,6460,7160,7170,6370,10420
PCurrent,300,780,1010,1180,1170,1250,1280,1340,1530,1890,2130,2230,2240,2260,2290,2110,1790,1430,1180,1060,1090,1380,1460,1710,1890,1920,2170,2580,3020,3060,3070,2900,2620,2440,2120,1750,1440,1470,1680,1730,1810,1660,1530,1790,1870,2120,2140,2190,2270,2610,3100,3470
CPCurrent,18640,7210,5580,4800,4800,4490,4400,4220,3690,2990,2650,2530,2520,2490,2460,2670,3150,3940,4780,5350,5170,4080,3860,3310,2980,2940,2600,2180,1870,1850,1840,1940,2160,2310,2660,3230,3910,3830,3350,3260,3110,3390,3680,3140,3010,2660,2630,2570,2480,2160,1820,1620
ZCurrent,90,160,190,220,210,220,210,180,190,240,270,260,240,120,90,110,120,120,120,120,100,170,200,240,250,250,300,370,520,560,550,490,410,430,400,330,280,210,210,180,150,110,100,140,150,190,210,200,160,90,80,150
CZCurrent,60410,35840,29840,26190,27220,25400,27080,31230,29210,23540,20850,21570,23880,45970,61290,51780,47330,46800,47330,48470,54030,33940,28880,23330,22900,22790,18960,15050,10950,9990,10310,11460,13810,13080,14170,17270,20400,27090,27090,31160,36520,52260,53750,39730,36650,29240,26620,28790,35740,65019,70850,37330
ZOCurrent,80,200,250,280,280,280,260,230,200,290,340,340,370,340,390,380,340,210,100,100,100,170,220,240,300,320,390,560,690,730,710,610,510,470,410,310,230,250,240,210,180,90,110,170,180,230,250,230,200,240,260,330
CZOCurrent,75050,28690,22300,19830,20200,19960,21810,24680,27730,19600,16710,16560,15180,16540,14640,14660,16810,26490,53860,56320,56780,32259,25860,23160,18670,17590,14400,10060,8150,7740,7890,9250,11100,12090,13860,18460,24210,22270,23730,27500,31050,63020,53470,34070,32060,24120,22400,24030,28420,23740,21910,17160
EVCurrent,5680,5830,5810,5900,5640,5790,5770,6110,5640,6160,6190,6100,5640,5790,5740,5650,5640,5780,5730,5630,5640,5670,6050,5860,5640,5990,6070,6030,5640,5590,5530,5550,5430,5350,5150,5010,5680,5680,6050,5740,5770,5790,5520,5570,5480,5140,5100,5600,5600,5580,5470,5520
EVPCurrent,18780,7450,5750,5020,4800,4610,4500,4570,3690,3260,2910,2740,2520,2560,2510,2680,3150,4040,4860,5340,5170,4110,4140,3440,2980,3130,2800,2340,1870,1830,1800,1910,2080,2190,2430,2870,3940,3860,3600,3320,3180,3480,3600,3100,2930,2430,2380,2550,2470,2140,1760,1590
EVEBITCurrent,75620,29640,22970,20750,20200,20500,22320,26760,27730,21410,18330,17920,15180,16990,14900,14680,16810,27130,54700,56210,56780,32439,27730,24060,18670,18700,15490,10760,8150,7670,7740,9100,10690,11480,12660,16390,24370,22420,25480,27980,31750,64720,52340,33630,31160,21980,20270,23860,28230,23500,21240,16810
EVEBITDACurrent,66270,27290,20830,18610,17970,18070,19510,22790,22550,17910,15430,14860,12710,14020,12550,12380,13900,20660,33770,32920,31240,20890,16750,14010,11200,11010,9950,7700,6070,5620,5450,5940,6410,6700,7060,8020,10360,9910,11010,11290,11990,15160,14020,12390,12350,10480,10140,11620,12140,10140,9000,7870
DTAR,320,640,600,570,,410,410,550,,480,480,460,,490,430,380,,310,290,340,,370,460,300,,470,460,490,,410,400,340,310,260,230,460,240,370,370,260,260,290,450,450,450,440,420,480,490,500,480,530
CG,470,1850,1570,1380,,690,710,1290,,950,970,880,,1000,790,640,,470,410,530,,590,890,530,,930,900,990,,720,710,520,450,360,300,850,310,600,590,360,350,410,820,820,820,790,710,1010,1030,1100,1010,1120
LDER,80,500,580,540,,290,160,510,,420,230,350,,300,170,290,,240,120,230,,160,190,230,,320,150,350,,240,100,140,40,110,30,110,10,90,0,70,0,60,120,180,120,170,110,480,420,420,360,390
PZAT,6450,1720,1360,1320,,1520,2640,1470,,1620,2810,1750,,1970,3310,1860,,2070,3900,2390,,3940,3860,1900,,1990,3840,1890,,2290,4960,3390,9990,3870,15430,5260,64700,6130,665570,6670,536670,6860,3400,2280,3190,2100,2980,1030,1100,1160,1190,1150
PELDR,1880,1110,1290,1370,,1890,1770,1490,,1550,1420,1590,,1520,1450,1690,,1710,1470,1550,,1360,1130,1760,,1340,1290,1420,,1480,1410,1630,1560,1740,1690,1290,1260,1200,1190,1310,1290,1380,1510,1670,1670,1770,1810,1960,1900,1880,1850,1870
TSF,730,520,610,640,,760,680,650,,710,610,710,,640,640,770,,830,780,790,,730,620,690,,670,590,660,,700,630,740,720,820,790,600,770,680,630,790,740,750,620,640,610,660,650,710,670,650,650,660
ZKO,530,1230,1150,1090,,680,670,980,,890,850,840,,850,790,710,,610,610,720,,820,1050,940,,980,890,940,,790,740,650,590,510,440,900,640,890,810,680,630,660,760,740,720,710,660,770,770,780,750,840
