,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080
ShareAmountCurrent,25427778000,25427778000,25427778000,25427778000,25427778000,25427778000,25427778000,25427778000,25427778000,25427778000,25427778000,25427778000,25427778000,25427778000,25427778000,25427778000,25427778000,25030478000,25030478000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,41328242000,20664121000,20664121000,20664121000,20664121000,20664121000,20664121000,20664121000,20664121000,20664121000
WKCurrent,1140,1340,1390,1450,1510,1520,1580,1630,1690,1710,1800,1840,1720,-2500,-2480,-2490,-2500,-2610,-2610,300,310,310,340,370,410,460,490,530,560,580,610,640,670,710,750,780,820,770,810,860,920,1050,1130,2420,2550,2660,2770,2720,2860,2800,2970,2780
CWKCurrent,2700,2300,2220,2130,2050,2020,1950,1890,1820,1810,1710,1680,1790,,,,,,,10420,10000,9890,9180,8330,7470,6770,6330,5840,5530,5310,5090,4820,4560,4370,4130,3960,3780,4019,3800,3600,3360,2920,2730,1270,1210,1160,1110,1130,1080,1100,1040,1110
WKGrahamCurrent,670,660,500,410,340,330,330,240,220,220,250,290,180,-4130,-4040,-4030,-4010,-4270,-4260,-720,-690,-710,-660,-600,-620,-580,-550,-500,-440,-390,-340,-310,-250,-210,-220,-180,-130,-170,-120,-50,20,80,110,350,470,530,660,430,450,520,500,160
CWKGrahamCurrent,4570,4670,6170,7510,9160,9230,9430,12670,13990,14260,12500,10730,17140,,,,,,,,,,,,,,,,,,,,,,,,,,,,141590,36460,28090,8920,6610,5820,4670,7100,6780,5950,6170,19140
PCurrent,3330,4059,4260,4300,4340,4470,4690,4910,5210,5390,5490,5640,5700,5550,5040,4010,3030,2530,2350,1620,1790,1900,2090,2340,2520,760,790,710,590,2380,2330,2360,2550,2670,2830,2950,3040,3190,3240,3310,3340,3310,3330,6610,6570,6690,6910,7300,7710,8140,8670,8940
CPCurrent,920,760,720,720,710,690,660,630,590,570,560,550,540,560,610,770,1020,1220,1310,1900,1730,1620,1470,1320,1220,4070,3900,4370,5240,1300,1320,1300,1210,1150,1090,1050,1010,960,950,930,920,930,930,470,470,460,450,420,400,380,360,340
ZCurrent,180,200,200,180,190,190,190,190,190,180,220,230,230,-4170,-4240,-4310,-4390,-70,-90,-30,-10,30,60,70,100,-1700,-1690,-1690,-1700,120,120,110,120,130,140,140,140,140,140,160,180,290,320,710,720,610,580,550,560,480,540,490
CZCurrent,17330,15530,15230,17300,16610,16420,16290,16200,16420,17140,14090,13620,13140,,,,,,,,,93870,54580,41500,29510,,,,,24710,25930,27700,26040,24550,21970,22070,21950,21770,21350,19510,16840,10680,9690,4320,4290,5030,5320,5600,5500,6450,5700,6260
ZOCurrent,180,260,280,260,280,250,260,280,260,230,210,140,90,-20,-80,-50,-50,-20,-20,-30,-10,60,90,120,120,-1700,-1680,-1690,-1680,160,150,150,160,150,170,170,170,150,180,200,230,320,330,770,800,730,730,700,680,640,680,610
CZOCurrent,17580,12050,11030,11920,11120,12300,11890,10870,11770,13560,14350,22430,32729,,,,,,,,,50920,35250,25330,25290,,,,,19160,20960,20450,19290,20020,18270,18340,18520,20730,16860,15620,13490,9530,9230,3980,3860,4190,4220,4400,4510,4790,4500,5080
EVCurrent,2370,2560,2770,2930,2810,2860,2860,2800,2870,2900,2910,2870,2910,2820,2700,2590,2610,2610,2670,3630,2850,2920,2970,2930,3010,3780,2970,2960,2940,3410,3330,3350,3230,3250,3210,3120,3110,3120,2910,3840,2940,2990,3030,2890,2610,2590,2350,2570,2770,2590,2600,2810
EVPCurrent,710,630,650,680,650,640,610,570,550,540,530,510,510,510,540,650,860,1030,1140,2240,1600,1530,1420,1250,1190,4990,3760,4200,5000,1440,1430,1420,1270,1220,1130,1060,1020,980,900,1160,880,900,910,440,400,390,340,350,360,320,300,310
EVEBITCurrent,13510,10030,9930,11350,10150,11420,11040,9880,10970,12770,13560,20880,30970,-131120,-33600,-56830,-52900,-151690,-175920,-136940,-345910,48210,34000,24110,24680,-2230,-1770,-1750,-1750,21240,22660,22270,20200,21130,19040,18560,18710,21020,15940,19450,12870,9240,9090,3740,3260,3520,3220,3670,4050,4030,3800,4630
EVEBITDACurrent,9520,7850,7950,8790,7630,7760,7040,6730,7370,8189,8930,10190,11700,20620,30300,20490,20600,16460,16460,44940,28830,16870,14480,11930,11950,-2410,-1920,-1910,-1920,11010,11070,10860,10090,10330,9870,9740,9820,10400,8560,10660,7460,6120,6040,2580,2250,2340,2110,2360,2560,2450,2360,2720
DTAR,390,360,360,350,430,390,430,460,450,430,430,450,510,1750,1750,1780,1790,1810,1800,840,840,830,820,810,780,760,750,730,700,680,670,650,640,630,620,610,580,590,630,570,550,460,440,420,400,390,400,410,360,410,380,430
CG,640,560,560,550,740,640,750,850,830,750,770,830,1040,-2330,-2330,-2290,-2260,-2240,-2250,5360,5080,4920,4660,4170,3560,3090,2940,2670,2280,2080,2009,1860,1810,1680,1650,1570,1410,1420,1730,1340,1210,840,770,720,670,650,680,700,560,700,610,740
LDER,20,20,20,110,270,190,200,230,220,240,220,210,270,-190,-190,-170,-160,-260,-240,3250,3000,2840,2530,2200,1880,1380,1290,1200,1080,1040,2160,870,790,710,630,570,520,520,460,400,340,270,230,200,170,140,110,100,90,100,100,190
PZAT,11980,17690,25850,5750,2600,3610,3600,3350,3650,3370,3680,3760,2980,2930,2900,3040,3240,2100,2200,890,910,990,1010,1030,1160,1450,1460,1420,1460,1440,650,1550,1610,1700,1930,2060,2140,2220,2390,2500,2720,3230,3790,4150,4510,5370,6240,7580,8420,8109,8370,4860
PELDR,2510,2029,1610,1570,1700,1590,1560,1490,1450,1440,1440,1460,1440,-1230,-1270,-1300,-1370,-1140,-1160,1280,1280,1200,1230,1290,1230,1090,1140,1210,1260,1290,1390,1340,1390,1400,1350,1380,1400,1320,1350,1420,1470,1460,1430,1470,1540,1530,1580,1470,1450,1420,1380,1330
TSF,620,650,650,720,730,730,680,670,670,710,690,660,620,-610,-610,-640,-670,-600,-600,670,660,650,620,620,630,580,580,600,630,660,1050,650,640,640,620,610,630,630,530,600,610,690,690,700,700,690,660,650,700,640,680,680
ZKO,520,530,610,660,770,750,780,850,860,860,850,840,910,3410,3320,3440,3460,3730,3640,1830,1790,1860,1730,1640,1720,1700,1630,1550,1530,1480,1390,1350,1260,1210,1220,1170,1130,1180,1100,1040,980,910,890,840,790,770,740,810,780,790,780,930
OSF,1270,1050,950,920,990,960,990,1000,990,980,980,1000,1020,-5250,-5270,-5510,-5700,-5860,-5730,530,550,570,580,620,690,750,760,800,860,880,890,910,920,940,940,950,970,970,950,990,1000,990,980,970,1000,1000,1010,1050,1000,990,960,990
NetDebt,164000000,5948000000,11955000000,16359000000,21433000000,19349000000,24543000000,28037000000,30325000000,28113000000,30770000000,33159000000,41462000000,141767000000,137531000000,132185000000,131607000000,134277000000,136999000000,55031000000,55355000000,56617000000,60128000000,57637000000,57584000000,52322000000,54643000000,53327000000,46689000000,43171000000,45617000000,45962000000,42968000000,37475000000,44594000000,41285000000,38864000000,37052000000,42862000000,39536000000,33763000000,27496000000,29693000000,28642000000,22673000000,23539000000,22923000000,28354000000,26713000000,24138000000,27596000000,34472000000
NetDebtEBITDA,30,720,1350,1930,2290,2060,2380,2650,3060,3120,3710,4640,6550,40750,60610,41170,40860,33810,33740,16490,13530,7930,7090,5680,5540,-810,-850,-830,-740,3370,3670,3600,3250,2880,3320,3120,2970,2990,3050,2660,2070,1360,1430,1240,950,1030,1000,1260,1200,1110,1210,1620
DebtFin,-18131000000,-13148000000,-7810000000,-3716000000,-6896000000,-5613000000,-5571000000,-7140000000,-5356000000,-4586000000,-4298000000,-5436000000,-4213000000,-6596000000,-9567000000,-12509000000,-11975000000,-11714000000,-10244000000,22660000000,-9337000000,-6756000000,-4523000000,-6163000000,-3068000000,28778000000,-4458000000,-4840000000,-5782000000,13812000000,10316000000,11307000000,6035000000,7072000000,5342000000,1537000000,1299000000,1772000000,-6984000000,31239000000,-5834000000,-3860000000,-1928000000,-3948000000,-9805000000,-10175000000,-15033000000,-10630000000,-6448000000,-10137000000,-9854000000,-5546000000
DebtFinEBITDA,-2870,-1580,-880,-440,-740,-600,-540,-680,-540,-510,-520,-760,-670,-1900,-4220,-3900,-3720,-2950,-2520,6790,-2280,-950,-530,-610,-300,-450,70,80,90,1080,830,890,460,540,400,120,100,140,-500,2100,-360,-190,-90,-170,-410,-440,-650,-470,-290,-460,-430,-260
SP1,2450,1970,1560,1400,1290,1280,1260,1180,1150,1150,1160,1190,1120,-1540,-1590,-1600,-1650,-1570,-1580,290,310,310,340,380,400,440,470,520,560,600,640,680,730,770,770,820,860,820,870,950,1020,1090,1110,1170,1270,1300,1370,1290,1290,1250,1220,1070
SP2,2500,2020,1590,1550,1630,1530,1510,1450,1400,1420,1410,1430,1420,-1250,-1300,-1330,-1390,-1170,-1190,1240,1230,1170,1190,1220,1160,1050,1070,1130,1160,1220,2020,1260,1310,1320,1260,1280,1310,1240,1260,1330,1370,1380,1360,1400,1490,1480,1520,1420,1400,1370,1340,1270
CAR,1010,710,410,230,380,320,250,280,200,210,170,190,120,50,70,90,90,90,80,410,350,250,150,200,110,180,130,150,210,270,-1250,120,260,400,200,290,290,280,350,230,360,370,250,290,480,430,490,320,230,470,310,250
QR,1700,1500,1280,1370,1470,1170,1150,1150,1110,1200,1130,1100,950,200,200,180,180,190,210,900,800,670,700,740,660,500,570,560,570,620,-12370,680,750,770,740,820,890,740,830,850,880,870,940,980,1080,940,1030,920,930,970,1050,960
CR,1990,1950,1700,1910,2040,1910,1730,1610,1570,1710,1640,1590,1490,320,330,310,310,300,310,1390,1360,1270,1260,1290,1230,1060,1090,1170,1240,1350,-9730,1400,1410,1430,1330,1340,1410,1330,1240,1370,1420,1610,1590,1650,1700,1660,1620,1430,1530,1460,1510,1440
PP,1020,720,410,230,380,320,250,280,200,210,170,190,120,50,70,90,90,90,80,410,350,250,150,200,110,180,130,150,210,270,-1250,120,260,400,200,290,290,280,350,230,360,370,250,290,480,430,490,320,230,470,310,250
RCLR,640,720,780,1010,1040,780,810,770,800,820,810,790,740,140,120,80,80,80,100,490,470,420,530,560,590,350,460,460,460,440,-4140,630,580,430,590,600,670,550,530,690,600,610,760,780,670,570,570,640,760,550,770,780
KP,370,330,240,260,280,250,230,210,190,210,200,200,180,-1100,-1080,-1120,-1150,-1120,-1110,130,120,100,100,110,90,30,40,70,90,120,530,140,150,160,130,130,150,120,110,150,160,190,180,200,210,200,210,150,160,160,160,140
PKKO,250,200,150,150,200,160,160,150,130,130,130,140,130,-740,-800,-1040,-1420,-1720,-1880,180,160,110,110,110,80,20,40,70,80,110,530,140,140,140,110,110,120,90,90,110,130,140,140,170,190,180,190,130,120,120,110,100
RN,7440,7410,7430,7400,6990,7150,7160,7130,7330,7120,7020,6940,6680,6410,6120,5730,5460,5310,5260,5710,6030,6410,6680,6880,6870,2060,2170,2000,1800,7310,7170,7070,7130,7320,7350,7330,7160,7150,6890,6710,6780,6770,7080,7270,7440,7490,7830,8160,8220,8330,8280,8230
CRN,49000,49000,49000,49000,52000,51000,51000,51000,50000,51000,52000,53000,55000,57000,60000,64000,67000,69000,69000,64000,60000,57000,55000,53000,53000,177000,168000,182000,203000,50000,51000,52000,51000,50000,50000,50000,51000,51000,53000,54000,54000,54000,52000,50000,49000,49000,47000,45000,44000,44000,44000,44000
CPZ,77000,55000,58000,57000,59000,57000,56000,61000,63000,64000,65000,65000,69000,145000,238000,393000,638000,767000,820000,571000,387000,244000,114000,107000,101000,351000,346000,394000,469000,109000,77000,70000,66000,65000,89000,90000,88000,84000,91000,90000,91000,89000,77000,73000,69000,70000,72000,73000,70000,70000,65000,62000
RZ,14310,14860,14240,13200,11960,11260,10770,10600,10860,11460,11550,11290,9990,8940,7600,5630,4280,3650,3640,4670,5420,5370,5530,5900,6270,6310,6420,5920,5520,5480,5350,5470,5810,6090,6390,6980,7750,8460,8730,8790,8380,7930,7920,7610,7510,7320,7310,7780,8350,9370,10760,11630
CRZ,26000,25000,26000,28000,31000,32000,34000,34000,34000,32000,32000,32000,37000,41000,48000,65000,85000,100000,100000,78000,67000,68000,66000,62000,58000,58000,57000,62000,66000,67000,68000,67000,63000,60000,57000,52000,47000,43000,42000,42000,44000,46000,46000,48000,49000,50000,50000,47000,44000,39000,34000,31000
RMO,2380,2970,3100,3240,3240,3400,3420,3320,3430,3440,3440,3440,3300,3120,2790,2260,1800,1510,1440,1710,1950,2150,2410,2640,2860,860,900,810,680,2770,2720,2780,2880,2890,2950,2950,3000,3200,3040,3070,3020,2960,3180,3200,3210,3150,3050,3140,3360,3460,3770,3940
RMT,7160,7480,6520,5500,4600,4170,4040,3930,3940,3850,3730,3730,3720,3540,3210,2550,1940,1590,1460,1640,1780,1890,2080,2350,2510,750,780,680,570,2350,2360,2440,2690,2870,3020,3140,3220,3360,3440,3560,3640,3570,3510,3370,3260,3280,3390,3570,3680,3790,3850,3760
RM,1780,2120,2100,2040,1900,1870,1850,1800,1830,1820,1790,1790,1750,1660,1490,1200,930,780,730,840,930,1010,1120,1240,1340,400,420,370,310,1270,1260,1300,1390,1440,1490,1520,1550,1640,1610,1650,1650,1620,1670,1640,1610,1590,1580,1630,1700,1760,1860,1900
COP,75000,74000,75000,77000,83000,83000,85000,85000,84000,83000,84000,85000,92000,98000,108000,129000,152000,169000,169000,142000,127000,125000,121000,115000,111000,235000,225000,244000,269000,117000,119000,119000,114000,110000,107000,102000,98000,94000,95000,96000,98000,100000,98000,98000,98000,99000,97000,92000,88000,83000,78000,75000
CSP,-2000,19000,17000,20000,24000,26000,29000,24000,21000,19000,19000,20000,23000,-47000,-130000,-264000,-486000,-598000,-651000,-429000,-260000,-119000,7000,8000,10000,-116000,-121000,-150000,-200000,8000,42000,49000,48000,45000,18000,12000,10000,10000,4000,6000,7000,11000,21000,25000,29000,29000,25000,19000,18000,13000,13000,13000
