,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600,28600
ShareAmountCurrent,20800000000,20800000000,20800000000,20800000000,20800000000,20800000000,26000000000,26000000000,26000000000,26000000000,26000000000,26000000000,26000000000,26000000000,26000000000,26000000000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,23400004000,20853220000,20853220000,20853220000,20853220000,20853220000,22216177000,22216177000,22216177000,22216177000,22216177000,22906829000,22906829000,23014829000,23014829000,23014829000
WKCurrent,240,540,570,610,0,730,630,650,0,670,700,720,0,840,820,810,0,880,900,910,0,1050,1190,1340,0,2200,2440,2660,0,3380,3810,5870,6210,6430,6800,7620,8020,9580,10250,11390,12530,13570,15910,16400,17550,16030,16340,17680,18400,18660,19230,19530
CWKCurrent,119360,52940,49840,47190,,39020,45410,43950,,42430,41090,39540,,34060,34690,35340,,32450,31670,31310,,27220,24060,21310,,12990,11730,10740,,8470,7500,4870,4600,4450,4210,3750,3560,2990,2790,2510,2280,2110,1800,1740,1630,1780,1750,1620,1550,1530,1490,1460
WKGrahamCurrent,180,330,370,310,0,380,300,260,0,160,180,150,0,290,140,100,0,80,60,40,0,110,70,-1550,0,-1520,-1520,-1820,0,-1480,-1500,330,560,930,1110,1690,2090,3720,3730,4830,-2090,-870,1690,2760,3860,4320,4800,6590,7440,7500,8220,8760
CWKGrahamCurrent,163290,87460,77950,93020,,75900,93840,108070,,181410,162780,187590,,97390,211670,295200,,342150,497950,723500,,256410,406340,,,,,,,,,87190,51220,30600,25710,16910,13670,7690,7680,5920,,,16960,10370,7410,6610,5950,4340,3840,3810,3480,3270
PCurrent,450,540,540,540,620,730,660,740,770,810,860,910,960,1020,1170,1110,1160,1030,820,840,900,960,1000,1190,1590,2380,2780,3040,3150,3290,3520,5520,5740,5620,5610,4300,4160,5090,5730,6410,6500,6760,7370,8000,9270,9470,8530,8109,8640,8630,9450,9450
CPCurrent,63490,53440,53370,52790,45930,39220,43520,38590,37050,35120,33270,31500,29950,27980,24440,25810,24580,27700,34820,34020,31750,29790,28540,24020,18020,12030,10290,9420,9080,8690,8130,5180,4980,5090,5090,6650,6880,5610,4990,4460,4400,4230,3880,3580,3090,3020,3350,3530,3310,3310,3030,3030
ZCurrent,230,300,280,200,220,190,170,170,130,90,70,70,100,170,130,70,30,-100,-90,-70,-30,90,130,250,520,990,1200,1270,1140,1120,1300,3140,3300,2980,2960,1740,1770,2820,3040,3280,4010,3920,4590,3940,3990,1720,460,1080,700,2370,2960,2520
CZCurrent,125420,95140,103980,144810,129320,148460,164370,169040,226220,313760,432070,390550,277980,172610,227330,382900,897100,,,,,335290,225940,113740,54770,29010,23810,22490,25180,25530,22080,9100,8670,9600,9650,16460,16200,10130,9420,8720,7140,7290,6230,7260,7170,16610,61760,26430,41120,12070,9680,11340
ZOCurrent,240,290,260,150,170,190,180,200,160,120,100,90,120,200,160,110,50,-90,-100,-80,-20,50,100,270,660,1370,1700,1830,1670,1560,1740,3560,3760,3430,3420,2260,2290,3260,3650,4180,4110,4230,4860,5270,6230,6010,4820,4240,3990,3970,4690,4350
CZOCurrent,120670,98130,111030,188430,171780,147610,162890,145690,181630,230220,283490,324430,233100,143860,182610,265290,522030,,,,,533680,300780,105880,43530,20920,16810,15650,17140,18280,16460,8029,7620,8340,8360,12670,12480,8780,7840,6850,6970,6760,5890,5420,4590,4760,5930,6750,7160,7210,6100,6570
EVCurrent,28620,28530,28510,28550,28600,28520,28570,28540,28600,28620,28560,28580,28600,28510,28430,28470,28600,28490,28520,28520,28600,28440,28460,30110,28600,29920,29810,30070,28600,31300,30860,31050,31420,31080,31410,30870,31570,36310,35990,38280,46330,45720,44580,44960,45780,50290,50030,53970,56190,57660,58030,59040
EVPCurrent,63540,53300,53210,52690,45930,39120,43470,38510,37050,35140,33220,31480,29950,27900,24300,25690,24580,27590,34720,33930,31750,29630,28400,25290,18020,12580,10720,9910,9080,9510,8770,5630,5470,5530,5590,7180,7600,7130,6290,5970,7130,6770,6050,5620,4940,5310,5860,6660,6510,6680,6140,6250
EVEBITCurrent,120750,97890,110690,188070,171780,147220,162700,145410,181630,230370,283110,324250,233100,143430,181550,264120,522030,-305350,-287730,-380030,-1420890,530750,299330,111460,43530,21890,17520,16450,17140,20000,17760,8710,8370,9060,9180,13670,13770,11150,9870,9170,11290,10800,9180,8530,7350,8360,10380,12740,14070,14530,12370,13570
EVEBITDACurrent,116020,91230,101050,158930,142930,121050,133300,121620,137830,147430,161230,161910,137420,105830,124850,161960,216510,-2044720,-1509630,6355610,489570,217010,165220,86710,39020,20730,16760,15780,16370,19070,17020,8530,8200,8860,8960,13140,13190,10720,9510,8870,10900,10440,8910,8280,7150,8109,9930,12060,13200,13740,11820,12940
DTAR,470,60,60,120,,120,100,140,,280,260,190,,140,120,130,,140,150,150,,130,140,590,,490,480,450,,540,570,410,420,450,410,470,450,520,550,520,610,590,530,550,550,610,650,640,630,660,650,630
CG,900,60,70,130,,140,110,160,,380,350,230,,170,140,140,,170,170,170,,150,160,1440,,980,920,810,,1170,1300,710,720,810,700,880,830,1090,1220,1100,1570,1450,1110,1230,1240,1540,1890,1770,1720,1900,1840,1710
LDER,30,20,20,30,,20,20,20,,40,40,40,,20,20,20,,30,40,40,,50,70,1030,,610,580,380,,760,920,530,580,570,540,740,710,1050,1050,820,900,1420,1080,1150,1130,1420,1610,1730,1690,1780,1810,1670
PZAT,2770,8300,8260,8680,,14910,14330,18880,,14050,12700,14680,,24080,25400,24780,,19720,14460,12840,,9540,6260,350,,370,340,470,,180,130,150,130,150,150,90,100,90,80,90,70,40,50,50,50,40,30,30,30,30,30,40
PELDR,3820,3340,3690,2080,,2100,1970,2390,,1730,1770,1330,,1580,1230,1170,,1140,1110,1090,,1180,1140,940,,950,980,820,,1220,1380,1620,1740,1830,1840,2240,2310,3350,3220,3170,1630,2270,2330,2590,2740,3310,3690,4350,4510,4640,4910,4830
TSF,540,960,960,910,,900,920,880,,750,770,850,,880,900,890,,880,880,890,,910,920,830,,810,820,760,,810,830,900,920,860,910,930,930,980,930,870,740,990,990,970,960,950,900,980,990,960,990,980
ZKO,550,90,100,210,,210,180,290,,620,580,520,,320,450,550,,640,730,800,,590,730,5030,,3430,3080,6310,,1600,1430,930,890,850,810,800,760,740,770,720,1120,1050,910,880,850,850,870,830,810,830,810,790
OSF,2050,310,350,420,,430,350,670,,1030,980,660,,490,540,620,,700,780,830,,660,780,2330,,2029,1890,3750,,1110,1030,980,980,990,970,1030,1030,1200,1210,1260,960,980,1020,1060,1090,1160,1230,1320,1360,1380,1420,1440
NetDebt,3330000000,-789000000,-1004000000,345000000,,-320000000,321000000,328000000,,2918000000,2461000000,2891000000,,1367000000,-1422000000,-238000000,,776000000,1662000000,1764000000,,91000000,1215000000,40641000000,,40582000000,39082000000,46215000000,,80021000000,78617000000,82649000000,92651000000,101758000000,93010000000,81348000000,97827000000,179603000000,186324000000,235921000000,388163000000,367953000000,366074000000,393118000000,422291000000,526593000000,579057000000,600786000000,648228000000,724937000000,693934000000,725642000000
NetDebtEBITDA,650,-120,-170,90,,-70,60,50,,580,530,630,,200,-240,-50,,-2380,-3760,16800,,30,300,5000,,1200,940,1040,,2080,1850,970,1030,1240,1130,1480,1750,2540,2360,2620,4380,4030,3290,3260,2970,3820,5170,5860,6650,7500,6140,6910
DebtFin,438000000,-1497000000,-1816000000,-1136000000,,-1593000000,-855000000,-1446000000,,481000000,-991000000,-429000000,,-2236000000,-4343000000,-3281000000,,-2660000000,-1983000000,-1901000000,,-3674000000,-3238000000,35292000000,,30957000000,28266000000,34402000000,,63163000000,52825000000,57220000000,65888000000,57984000000,65747000000,53226000000,69412000000,160844000000,154154000000,201884000000,369740000000,356956000000,354998000000,363469000000,381625000000,481904000000,476012000000,581181000000,632009000000,668807000000,677350000000,700657000000
DebtFinEBITDA,90,-230,-310,-300,,-330,-150,-240,,100,-220,-90,,-320,-730,-720,,8160,4490,-18100,,-1200,-800,4340,,920,680,770,,1640,1250,670,730,710,800,970,1240,2280,1950,2240,4170,3910,3190,3010,2680,3500,4250,5670,6480,6920,5990,6670
SP1,3720,3270,3610,2029,,2060,1940,2340,,1650,1690,1270,,1540,1200,1140,,1100,1070,1050,,1120,1060,460,,590,620,590,,700,720,1060,1100,1170,1200,1280,1350,1630,1570,1740,860,940,1120,1200,1280,1370,1420,1590,1680,1670,1750,1810
SP2,3820,3340,3690,2080,,2100,1970,2390,,1720,1760,1320,,1570,1220,1160,,1130,1110,1090,,1170,1130,940,,950,970,820,,1220,1380,1620,1740,1830,1840,2240,2310,3350,3220,3170,1630,2270,2330,2590,2740,3310,3690,4350,4510,4640,4910,4830
CAR,260,3250,3270,860,,1240,850,1010,,630,690,420,,720,1770,1280,,920,680,670,,1440,1250,360,,510,700,160,,390,1100,590,580,550,700,3050,2440,4990,2080,390,120,4240,2710,1940,1520,520,1040,6690,5530,1710,9220,2240
