,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000
ShareAmountCurrent,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,8737500000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000,7775273000
WKCurrent,33900,33450,33570,33060,34050,33560,33510,32880,0,34640,34830,35500,0,27900,23890,26210,0,31510,33200,31780,0,39220,39470,36230,0,46450,48220,48570,51700,54230,56480,51810,57520,60730,61910,60700,67300,68840,74540,71750,73620,76510,80380,79270,83720,87270,90980,90970,94050,96100,98600,102590
CWKCurrent,3250,3290,3280,3330,3230,3280,3280,3350,,3180,3160,3100,,3940,4600,4200,,3490,3310,3460,,2800,2790,3040,,2370,2280,2270,2130,2029,1950,2120,1910,1810,1780,1810,1630,1600,1480,1530,1490,1440,1370,1390,1310,1260,1210,1210,1170,1140,1120,1070
WKGrahamCurrent,-12050,-15360,-14440,-15570,-15760,-15410,-15530,-16510,0,-16880,-17160,-16070,0,-24470,-27500,-23540,0,-9710,4600,1040,0,4280,3380,490,0,3830,5960,4530,4680,8680,10000,3010,4630,9450,10820,9190,15740,16000,21330,15400,15910,9600,12480,10330,12750,17300,18160,8350,8870,13350,15400,17140
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,23920,105480,,25700,32530,222730,,28710,18450,24300,23490,12670,11000,36540,23760,11650,10160,11970,6990,6870,5160,7140,6910,11460,8820,10650,8630,6360,6060,13170,12400,8240,7140,6420
PCurrent,134800,128729,128860,127090,132160,139210,142630,148890,151870,150850,150750,150710,149120,141510,138300,139120,143320,150790,155470,153660,171500,174860,175650,179360,182740,187850,194190,197020,199940,201280,199500,203970,206370,212990,223390,234390,245940,260860,267010,267160,267610,268630,281250,298030,312300,318300,318380,323920,331030,341390,349090,356900
CPCurrent,820,850,850,870,830,790,770,740,720,730,730,730,740,780,800,790,770,730,710,720,640,630,630,610,600,590,570,560,550,550,550,540,530,520,490,470,450,420,410,410,410,410,390,370,350,350,350,340,330,320,320,310
ZCurrent,5020,-1090,-960,-580,-510,170,-130,-680,-620,400,680,1010,1970,400,-280,-1110,-1090,620,1260,2390,1710,1950,2240,1750,3670,10410,11670,12040,11660,5960,6050,6700,9770,11490,11510,13670,11170,10040,11170,10580,11820,12500,13380,13860,14250,13960,13530,19980,18370,19440,18600,13130
CZCurrent,21890,,,,,635660,,,,276980,161700,108590,55930,275160,,,,177260,87390,45980,64340,56480,49060,62830,29980,10560,9430,9140,9440,18440,18190,16410,11260,9570,9550,8050,9850,10950,9850,10390,9300,8800,8220,7930,7720,7880,8130,5510,5990,5660,5910,8380
