,2008/Q4,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ZNPO_sy,,-62.50,60.76,,,57.00,,35.34,6.84,-6.15,-46.50,-20.59,-9.71,-7.13,3.44,-16.98,1.65,9.48,22.27,34.63,25.70,-7.11,-9.36,-0.94,-8.87,24.47,27.65,12.41,3.69,-16.89,8.49,-24.76
ZNPO_qq,,,,,-2.37,-21.15,0.60,9.53,-12.03,-17.80,20.52,23.45,-21.09,23.80,-7.31,-1.96,-8.54,3.33,-10.78,0.11,3.14,-3.26,15.95,-32.20,10.43,10.59,1.58,38.12,22.12,-29.85,-8.61,-24.79
ZNPO_sq,,,,,-1.94,12.59,36.91,-10.46,-22.59,-1.10,-21.96,32.91,-11.99,1.73,-13.08,6.67,7.77,9.57,-2.93,17.45,0.63,-19.03,-5.28,28.37,-7.43,10.59,-2.86,13.04,-14.61,-11.36,26.80,-21.61
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-71.34,-278.18,,,226.79,,252.49,155.80,90.40,177.07,,-19.13,302.05,-51.03,,-4.08,-60.49,73.62,-11.19,-32.75,-76.60,-25.21,-111.05,-41.89,-919.98,-156.47,1712.80,-377.39,111.77,317.69,-37.54
ZFI_sy,,-26.42,30.34,,,-4.24,,-20.53,-12.62,0.73,-10.20,,-29.61,-65.53,-37.85,,18.02,430.74,76.77,-2.07,-8.10,-46.51,-18.20,-31.68,-25.16,-50.26,-47.53,-14.79,20.90,147.84,171.38,64.79
ZFI_qq,,,,,38.36,0.89,-0.97,154.99,0.41,-24.91,44.11,,,273.33,-82.45,102.04,-27.56,53.79,-22.87,3.35,-45.14,-46.49,146.54,-115.27,388.54,-855.07,83.02,536.04,-149.63,132.04,213.95,25.11
ZFI_sq,,,,,12.07,-20.18,16.45,-23.70,23.22,-7.99,3.81,,,-54.95,87.19,85.58,-24.59,102.60,-37.65,2.81,-29.23,17.92,-4.65,-14.13,-22.49,-21.63,0.59,39.45,9.97,60.66,10.15,-15.32
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-21.92,-16.84,,,-13.07,,73.92,19.18,35.56,-32.62,-8.55,-2.92,-19.82,-17.37,-1.98,6.50,-4.84,,-1.61,3.28,8.99,-8.17,-28.57,-6.61,31.04,26.34,60.44,49.71,13.77,4.87,-18.21
DTAR_sy,,-18.56,1.98,,,0.42,,-4.10,4.35,1.09,-8.67,6.05,10.54,-5.48,-8.21,-7.31,-11.97,8.86,,4.05,8.26,-0.44,-3.87,-3.22,-4.80,4.75,6.23,21.51,14.35,9.82,11.23,8.26
DTAR_qq,,,,,-14.15,-1.11,107.52,-1.27,-41.17,12.47,3.15,33.99,-37.55,-7.11,6.31,58.94,-32.15,-17.00,11.72,56.38,-28.78,-12.41,-5.88,21.65,-6.88,22.90,-9.25,54.48,-13.11,-6.60,-16.35,20.48
DTAR_sq,,,,,-16.28,1.20,20.02,-5.68,-8.91,-1.96,8.43,9.52,-5.05,-16.18,5.31,10.59,-9.82,3.66,0.71,10.53,-6.17,-4.68,-2.76,11.28,-7.71,4.89,-1.38,27.29,-13.15,0.74,-0.11,23.89
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-31.07,-22.30,,,-16.59,,131.19,25.81,49.94,-46.45,-14.23,-3.85,-25.76,-23.05,-3.28,8.83,-6.21,0.03,-2.59,4.54,11.83,-10.57,-39.41,-8.90,45.25,36.84,108.13,80.58,21.45,6.99,-28.48
CG_sy,,-29.01,4.10,,,0.79,,-7.56,-5.84,1.05,-14.52,10.81,15.96,-8.52,-13.05,-12.58,-18.97,14.34,7.01,26.96,14.23,-0.61,-6.01,-20.28,-7.81,7.88,10.22,43.04,25.33,17.40,19.83,18.08
CG_qq,,,,,-18.05,-1.39,192.64,-2.25,-55.40,17.53,4.51,56.57,-50.01,-9.25,8.34,96.78,-43.75,-21.79,15.55,91.63,-39.63,-16.34,-7.60,29.85,-9.24,33.38,-12.95,97.50,-21.25,-10.29,-23.32,32.02
CG_sq,,,,,-14.79,-11.07,34.43,-9.24,-13.21,-4.56,13.71,17.65,-9.18,-24.71,8.08,18.29,-15.82,6.24,1.16,40.34,-24.26,-7.57,-4.34,19.03,-12.41,8.16,-2.27,54.47,-23.25,1.32,-0.24,52.22
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,870.68,-70.49,,,146.19,,931.40,194.26,250.85,56.75,-65.18,-32.88,-60.35,-35.83,-0.67,1.86,-0.15,0.08,-9.75,-12.23,-14.27,-15.08,-14.03,-14.35,15.04,18.15,28.88,28.24,-6.69,-9.93,-13.27
LDER_sy,,24.07,-35.70,,,12.74,,47.04,60.10,250.85,56.35,19.53,9.56,-60.35,-35.83,-0.67,1.86,-0.15,0.08,-9.75,-12.23,-14.27,-15.08,-14.03,-14.35,15.04,18.15,28.88,28.24,-6.69,-9.93,-13.27
LDER_qq,,,,,64.01,38.14,26.44,260.03,-53.21,64.71,-43.51,-20.01,-9.82,-2.68,-8.58,23.81,-7.52,-4.61,-8.37,11.64,-10.05,-6.84,-9.22,13.02,-10.38,25.12,-6.77,23.29,-10.83,-8.96,-10.01,18.72
LDER_sq,,,,,-9.63,22.69,26.76,4.63,-1.61,168.87,-43.51,-20.01,-9.82,-2.68,-8.58,23.81,-7.52,-4.61,-8.37,11.64,-10.05,-6.84,-9.22,13.02,-10.38,25.12,-6.77,23.29,-10.83,-8.96,-10.01,18.72
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-90.26,251.12,,,-58.30,,-86.95,-58.62,-69.21,-50.04,201.69,70.60,193.51,74.99,11.70,1.16,-2.20,-3.88,2.80,2.64,4.26,6.35,6.76,7.40,3.60,-1.23,-3.71,-3.54,3.15,12.87,8.31
PZAT_sy,,-36.32,75.76,,,-40.59,,-41.22,-32.94,-53.71,-46.22,-13.55,-20.53,69.11,46.25,1.75,9.48,12.39,15.01,6.21,9.26,4.26,6.35,3.22,7.40,3.60,-1.23,-0.41,-3.54,3.15,12.87,8.31
PZAT_qq,,,,,-37.15,-20.25,6.18,-75.47,99.26,-40.67,72.29,48.12,12.68,2.07,2.72,-5.45,2.04,-1.31,0.95,1.13,1.88,0.24,2.98,1.52,2.49,-3.31,-1.82,-1.04,2.68,3.39,7.44,-5.04
PZAT_sq,,,,,-12.24,-30.33,-1.81,-2.09,0.12,-51.91,14.08,57.39,-7.96,2.32,-1.34,9.51,-0.97,5.05,0.95,1.13,1.88,0.24,2.98,-1.84,6.01,-3.31,-1.82,-1.04,2.68,3.39,7.44,-5.04
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,23.26,-11.14,,,3.83,,3.28,-6.15,0.47,34.48,-23.87,-18.06,-17.66,-15.69,-9.13,-2.90,-0.70,0.63,0.79,3.41,7.50,5.63,5.85,6.36,-17.92,-15.09,-19.37,-19.30,3.55,-2.81,5.11
PELDR_sy,,8.79,-0.59,,,4.33,,1.62,-17.74,5.78,2.55,2.99,8.66,9.53,7.60,6.84,-3.87,-10.39,-5.56,-14.77,-13.31,-9.35,-10.99,4.45,3.01,3.13,9.34,4.52,5.91,8.21,3.90,1.37
PELDR_qq,,,,,-0.16,-6.54,-23.24,44.19,-9.28,0.05,2.75,-18.37,-2.36,0.55,5.20,-12.02,4.34,2.82,6.62,-11.88,7.05,6.88,4.76,-11.69,7.57,-17.52,8.37,-16.14,7.67,5.83,1.72,-9.31
PELDR_sq,,,,,33.59,-22.57,4.25,-5.76,8.13,-0.42,1.06,-5.35,14.08,0.38,-0.73,-6.02,2.64,-6.42,4.62,-15.18,4.40,-2.15,2.72,-0.47,2.97,-2.04,8.90,-4.85,4.34,0.09,4.56,-7.16
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,26.22,-1.59,,,9.82,,3.11,6.44,9.84,33.38,-14.17,-4.54,-8.11,1.33,1.23,-1.93,1.44,0.01,-0.24,-2.65,-4.14,1.02,15.92,0.93,-8.44,-6.13,-20.61,-14.92,-7.02,-3.00,12.40
TSF_sy,,13.83,-2.60,,,-4.12,,1.83,-0.01,-0.27,2.88,-3.48,-5.31,6.95,8.95,0.98,1.48,-0.25,-4.00,-9.72,-2.10,-6.14,1.55,11.25,5.83,8.28,0.50,0.47,-10.68,-16.91,-12.28,-23.09
TSF_qq,,,,,7.41,2.73,-27.47,28.84,10.88,6.01,-11.93,-17.09,23.32,2.04,-2.88,-17.17,19.47,5.54,-4.24,-17.38,16.59,3.92,0.91,-5.20,1.52,-5.73,3.45,-19.82,8.80,3.02,7.92,-7.08
TSF_sq,,,,,6.73,-1.89,-6.93,4.48,4.80,-2.14,-3.99,-1.98,2.81,10.53,-2.19,-9.14,3.32,8.65,-5.87,-14.56,12.04,4.17,1.84,-6.39,6.58,6.58,-5.49,-6.42,-5.25,-0.86,-0.22,-17.96
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-20.53,-11.09,,,-9.52,,74.12,31.33,34.14,-32.88,-0.71,12.97,-1.36,-3.61,7.00,7.94,-2.57,-0.76,-2.78,-3.66,-3.82,-11.99,-22.26,-11.31,47.76,39.75,58.46,58.10,1.27,4.67,-12.21
ZKO_sy,,4.41,-12.43,,,-5.20,,-6.82,36.45,-2.46,8.87,12.90,9.43,-6.67,-3.40,-8.89,-12.48,12.27,-5.08,-6.70,-5.35,-12.30,-8.62,-5.40,-5.57,-3.16,-5.22,20.05,9.84,1.27,2.48,-3.20
ZKO_qq,,,,,-10.12,5.92,99.39,-8.28,-32.20,8.19,-0.24,35.70,-22.87,-5.53,-2.51,50.62,-22.18,-14.73,-0.70,47.55,-22.89,-14.88,-9.12,30.32,-12.03,41.82,-14.05,47.76,-12.23,-9.16,-11.16,23.93
ZKO_sq,,,,,-30.53,32.59,-2.75,4.01,1.74,-5.22,8.55,7.86,-1.39,-19.17,12.36,1.72,-5.27,3.69,-5.00,-0.01,-3.90,-3.92,-1.02,3.51,-4.07,-1.47,-3.12,31.11,-12.23,-9.16,-1.96,23.84
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-12.63,-14.11,,,-10.59,,30.78,9.20,22.88,-15.08,-6.63,-2.37,-14.41,-13.94,-2.83,4.38,-3.09,0.03,-0.41,1.49,5.22,-5.43,-16.26,-4.11,19.21,16.46,23.67,23.89,5.65,2.83,-6.01
OSF_sy,,-3.51,1.07,,,0.11,,1.61,11.31,-7.18,-6.40,1.99,0.61,7.04,-0.15,-5.23,-4.42,-5.53,8.63,-0.41,0.82,9.59,-5.46,-4.43,-4.49,-14.58,-5.81,8.36,4.95,4.39,-5.80,-6.01
OSF_qq,,,,,-12.55,-3.41,49.16,3.79,-26.98,8.70,3.09,14.12,-23.64,-4.71,3.65,28.86,-17.98,-11.53,6.98,28.30,-16.42,-8.28,-3.85,13.61,-4.29,14.02,-6.07,20.64,-4.12,-2.76,-8.58,10.27
OSF_sq,,,,,-10.22,13.31,1.69,-1.78,-1.65,-5.52,2.55,7.02,-2.98,0.53,-4.34,1.57,-2.15,-0.63,9.99,-6.88,-0.95,8.01,-5.11,-5.87,-1.00,-3.41,4.63,8.30,-4.12,-3.92,-5.58,8.06
NetDebt,18053000000,-8596000000,7475000000,2627000000,2817000000,895000000,25875000000,50826000000,6794000000,4938000000,7683000000,26142000000,18783000000,14010000000,16330000000,35975000000,23391000000,16967000000,15570000000,35831000000,25082000000,15456000000,12049000000,22958000000,15062000000,35895000000,32355000000,55492000000,52052000000,35985000000,40551000000,50879000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-163.35,186.65,,,-88.65,,1748.90,147.37,414.09,-73.45,-48.53,149.69,145.25,91.15,21.72,20.89,25.24,-1.35,-0.09,-1.25,-19.28,-33.13,-44.24,-48.46,117.42,150.13,128.61,259.96,-5.68,18.54,-22.91
NetDebtEBITDA_sy,,-21.31,-8.43,,,30.78,,-45.76,34.04,-25.74,-1.47,36.32,8.73,-18.27,-19.24,-24.99,-31.30,14.61,-7.12,3.76,-61.09,-69.26,-75.24,-71.68,99.01,62.68,201.60,256.29,-0.18,-5.68,-47.71,-49.40
NetDebtEBITDA_qq,,,,,4.27,-65.96,2766.67,81.74,-86.05,-29.27,48.06,252.33,-32.33,-30.52,15.40,124.35,-32.79,-28.02,-9.10,127.20,-33.57,-41.16,-24.70,89.47,-38.61,148.20,-13.37,73.17,-3.33,-34.96,8.87,12.62
NetDebtEBITDA_sq,,,,,-46.67,22.96,23.79,-33.18,31.79,-31.88,64.24,-7.55,5.12,-48.80,62.30,-14.13,-3.72,-14.58,31.52,-4.07,-63.90,-32.51,5.93,9.71,153.72,-44.83,96.39,29.61,-28.92,-47.87,8.87,25.42
DebtFin,-326000000,-30132000000,-4949000000,-20804000000,-18370000000,-20680000000,-24561000000,-7091000000,-11562000000,-14354000000,-11016000000,-23456000000,-10639000000,-13935000000,-16169000000,-19546000000,-10080000000,-10581000000,-13540000000,-16363000000,-12456000000,-17774000000,-13699000000,-14335000000,-21807000000,3614000000,-80000000,-8125000000,-3016000000,6739000000,19364000000,-3059000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-12247.62,83.63,,,-295.41,,67.43,35.43,35.24,59.89,-231.06,16.92,16.08,-31.99,26.29,8.02,21.49,13.33,16.02,-13.81,-48.87,12.58,23.77,-50.24,119.04,99.46,46.40,85.59,75.37,23358.82,68.32
DebtFinEBITDA_sy,,-140.91,111.77,,,525.34,,5.90,204.24,-132.93,-64.69,-90.07,-114.23,-414.78,-238.06,-845.26,-316.82,8.08,92.06,21.02,-17.01,-48.87,-1178.79,-28.11,-4.16,119.04,99.50,58.79,121.12,75.37,10700.00,68.32
DebtFinEBITDA_qq,,,,,14.14,-20.43,-17.95,73.29,-70.21,-20.78,26.95,-120.47,57.28,-22.00,-14.88,-23.12,46.70,-4.14,-26.81,-19.30,27.76,-36.22,25.53,-4.03,-42.37,117.26,-102.09,-10317.65,61.72,310.03,177.67,-114.19
DebtFinEBITDA_sq,,,,,-182.10,141.31,270.79,-15.78,-19.20,-113.05,497.52,-76.32,-215.79,-372.27,-6.61,-27.84,35.24,-4.14,90.79,-1170.83,4.05,-32.49,20.84,-27.31,21.99,124.22,-102.09,-10317.65,139.98,101.13,26.54,-131.13
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,9.94,-3.37,,,-1.19,,-24.89,-16.85,-8.41,26.52,-5.98,-13.57,-13.22,-10.72,-9.17,-3.30,-0.52,0.80,2.44,5.36,9.39,7.44,7.71,8.14,-19.31,-16.66,-21.95,-21.65,4.33,-1.77,7.06
SP1_sy,,-5.14,9.27,,,9.45,,7.42,-26.09,-0.81,-9.76,-10.89,-7.02,7.10,1.27,7.01,7.98,-13.85,1.26,2.67,3.81,8.47,6.39,5.23,3.78,3.93,5.88,-9.74,-4.45,4.33,2.24,7.06
SP1_qq,,,,,-2.73,-8.79,-25.20,13.16,7.69,0.47,3.33,-15.90,-1.01,0.88,6.32,-14.45,5.39,3.78,7.72,-13.06,8.40,7.75,5.81,-12.84,8.82,-19.60,9.28,-18.36,9.24,7.06,2.89,-11.02
SP1_sq,,,,,42.86,-24.03,3.93,-4.76,-1.71,1.96,-5.45,-5.95,2.55,17.44,-10.60,-0.62,3.48,-6.30,5.08,0.77,4.63,-2.10,3.06,-0.33,3.19,-1.95,4.99,-15.03,9.24,7.06,2.89,-11.02
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,22.51,-11.16,,,4.11,,2.92,-6.57,11.29,34.13,-24.31,-18.31,-26.19,-15.73,-9.26,-3.07,-0.54,0.80,1.16,3.80,7.60,5.72,5.94,6.48,-18.10,-15.27,-19.63,-19.59,3.55,-2.82,5.23
SP2_sy,,8.79,-0.95,,,5.20,,1.38,-19.22,5.13,0.50,1.81,8.47,11.19,7.48,6.45,-3.54,-12.37,-4.94,-12.73,-11.63,-8.54,-9.67,4.45,3.01,3.13,9.09,4.30,4.56,8.21,4.14,0.85
SP2_qq,,,,,-0.26,-6.57,-23.50,44.36,-9.45,11.30,-7.80,-18.54,-2.27,0.56,5.27,-12.28,4.39,3.19,6.68,-11.98,7.12,6.96,4.83,-11.79,7.66,-17.73,8.45,-16.33,7.71,5.94,1.78,-9.40
SP2_sq,,,,,34.03,-21.98,3.76,-6.56,6.79,1.53,-0.81,-5.34,13.78,4.07,-4.12,-6.24,3.11,-5.46,4.01,-13.92,4.40,-2.15,2.72,-0.47,2.97,-2.04,8.65,-4.84,3.23,1.39,4.56,-7.84
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,388.59,-67.56,,,124.81,,-73.02,-16.07,100.90,26.75,102.31,-37.74,-70.40,7.36,-17.64,-19.49,-18.37,-19.99,-20.89,0.39,16.22,1.80,53.04,73.43,-86.44,-59.89,-71.02,-91.40,274.78,-41.52,-52.85
CAR_sy,,212.12,-58.74,,,1.76,,17.35,-80.05,206.76,369.23,150.88,104.18,73.96,22.00,-18.98,-33.50,-69.45,-28.22,-23.18,135.94,156.17,101.93,137.40,2.69,-40.53,-23.86,-42.02,-72.51,-35.15,-41.52,-37.32
CAR_qq,,,,,13.71,27.41,-60.96,-52.30,253.73,204.99,-75.37,-23.86,8.87,45.01,-10.68,-41.59,6.41,47.03,-12.45,-42.25,35.05,70.20,-23.32,-13.17,53.04,-86.70,126.92,-37.27,-54.60,480.00,-64.59,-49.43
CAR_sq,,,,,816.99,-86.13,-53.41,98.01,55.89,113.30,-28.74,5.87,26.87,81.73,-50.02,-29.69,4.13,-16.52,17.45,-24.76,219.82,-9.36,-7.42,-11.54,38.34,-47.51,18.53,-32.64,-34.40,23.82,6.89,-27.80
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,295.83,-47.04,,,80.78,,13.54,47.70,247.63,128.04,-42.97,-49.16,-78.67,-15.27,-3.97,-5.97,5.73,9.13,7.37,10.28,-6.43,2.43,11.32,3.54,-54.84,-45.59,-44.61,-49.92,32.49,-3.38,5.14
QR_sy,,17.86,4.90,,,1.85,,6.13,-34.87,20.72,12.58,26.98,15.69,21.36,7.68,5.41,6.88,-15.65,5.99,7.37,11.53,31.14,16.24,11.32,7.27,-23.35,-21.33,-26.13,-43.19,-7.87,-3.38,-21.16
QR_qq,,,,,10.84,13.21,-57.88,114.84,44.18,166.45,-72.37,-46.27,28.52,11.81,9.73,-39.10,25.85,25.72,13.25,-40.08,29.26,6.67,23.97,-34.88,20.22,-53.47,49.36,-33.70,8.69,23.10,8.92,-27.85
QR_sq,,,,,86.78,-41.13,9.79,-12.09,14.62,9.11,2.39,-0.85,4.43,14.46,-9.15,-2.93,5.88,-9.67,14.16,-1.67,9.98,6.22,1.19,-5.83,5.98,-24.10,3.86,-11.58,-18.50,23.10,8.92,-27.85
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,78.21,-11.96,,,49.31,,12.29,36.13,158.05,125.57,-41.83,-37.47,-66.25,-8.17,-5.82,-11.18,7.98,0.80,0.65,-5.43,-13.34,10.44,45.11,9.73,-39.25,-33.30,-45.84,-43.71,-9.40,-10.55,19.78
CR_sy,,23.70,-12.03,,,8.07,,5.71,-45.42,6.45,-9.61,-11.82,4.54,17.20,33.30,5.13,-2.89,-18.87,-21.51,8.89,4.76,3.78,8.05,3.87,11.60,3.89,2.07,-4.51,-2.83,0.03,2.41,-9.88
CR_qq,,,,,29.52,8.81,-61.48,106.81,57.03,106.26,-66.32,-46.67,68.79,11.34,-8.38,-45.30,59.16,35.37,-14.47,-45.38,49.55,24.05,8.99,-28.23,13.08,-31.32,19.68,-41.72,17.52,10.54,18.16,-21.96
CR_sq,,,,,89.45,-41.22,2.03,-6.96,-2.18,14.65,-13.37,-9.24,15.97,28.52,-1.46,-28.42,7.13,7.36,-4.66,-0.69,3.06,6.36,-0.74,-4.53,10.73,-1.00,-2.47,-10.69,12.68,1.92,-0.16,-21.41
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,390.63,-67.72,,,124.90,,-73.03,56.89,209.44,149.36,146.18,-65.94,-80.45,-44.76,-31.50,-21.31,-19.51,8.93,4.62,0.37,15.84,13.35,14.29,73.43,-78.28,-73.87,-71.02,-91.40,133.87,-41.52,-52.85
PP_sy,,184.81,-54.07,,,-8.39,,-1.12,-80.07,211.18,286.86,219.42,117.12,74.14,40.29,28.80,34.80,-11.27,1.77,8.35,33.56,74.47,103.09,54.06,34.79,-45.49,-50.69,-48.21,-79.89,6.00,-47.22,-62.09
PP_qq,,,,,13.71,27.39,-60.97,-52.30,561.36,151.27,-68.54,-52.90,-8.49,44.18,-11.10,-41.60,5.12,47.47,20.32,-43.91,0.85,70.20,17.74,-43.45,53.04,-78.68,41.60,-37.27,-54.60,480.00,-64.59,-49.43
PP_sq,,,,,673.30,-86.10,-41.21,56.47,55.89,117.00,-26.91,29.19,5.96,74.05,-41.12,18.61,10.90,14.56,-32.46,26.27,36.72,49.64,-21.38,-4.21,19.62,-39.48,-28.89,0.60,-53.56,219.04,-64.59,-27.74
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,52.96,120.07,,,27.01,,158.90,43.50,94.61,103.56,-72.83,-15.35,-41.67,47.36,34.53,4.24,32.62,8.08,7.01,11.13,-26.20,-10.25,0.88,-35.79,-33.88,-21.60,-24.71,0.53,-3.92,6.47,13.73
RCLR_sy,,-3.06,-11.21,,,30.80,,2.98,13.09,7.61,-13.04,-31.68,-6.93,0.67,29.71,34.53,-2.48,-17.73,-22.84,-14.39,-10.41,-6.04,9.98,24.73,-2.88,-4.25,-9.36,-17.98,-6.50,-6.14,-13.34,5.55
RCLR_qq,,,,,7.78,-6.17,-51.90,432.22,-40.26,27.24,-49.68,-28.95,86.09,-12.32,27.12,-35.14,44.19,11.56,3.60,-35.78,49.74,-25.92,26.01,-27.83,-4.68,-23.73,49.42,-30.69,27.26,-27.10,65.59,-25.96
RCLR_sq,,,,,17.23,-8.96,6.69,-9.56,28.75,-13.37,-13.79,-28.95,75.39,-6.29,11.08,-26.31,27.15,-20.95,4.18,-18.24,33.06,-17.10,21.95,-7.28,3.61,-18.27,15.44,-16.09,18.10,-17.95,6.58,2.20
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,57.87,-12.61,,,14.72,,5.73,-0.36,21.41,101.10,-37.78,-26.77,-35.63,-17.31,-14.91,-7.08,0.55,1.12,2.09,3.80,7.05,8.73,28.82,10.94,-36.32,-27.05,-53.20,-43.79,0.66,-8.31,32.22
KP_sy,,66.31,-10.16,,,16.22,,5.38,-46.99,14.41,-6.76,-19.53,23.65,39.25,21.55,24.36,-8.39,-33.66,-10.41,-12.14,-13.88,-15.07,-8.11,16.95,11.98,11.65,17.85,12.48,16.51,20.21,20.86,-22.73
KP_qq,,,,,7.15,-3.83,-50.63,107.82,0.97,17.19,-18.22,-35.70,18.84,3.00,5.06,-33.83,29.77,11.45,5.67,-33.20,31.94,14.95,7.32,-20.86,13.62,-34.01,22.94,-49.23,36.47,18.16,11.99,-26.78
KP_sq,,,,,107.71,-42.42,2.58,-14.11,4.49,24.27,-16.40,-25.87,60.55,39.96,-27.02,-24.16,18.28,1.34,-1.44,-25.63,15.93,-0.07,6.64,-5.34,11.01,-0.36,12.56,-9.65,14.98,2.80,13.18,-42.24
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,46.25,-26.97,,,35.67,,37.67,2.19,22.96,103.22,-39.93,-27.03,-37.69,-19.30,-20.39,-4.83,6.05,13.22,24.52,22.58,27.53,17.49,9.52,7.64,-46.15,-39.96,-55.14,-46.13,10.42,-2.58,24.94
PKKO_sy,,56.50,-6.03,,,-0.61,,-18.37,-60.92,8.59,-25.82,9.78,39.83,47.33,83.06,18.68,-15.84,43.52,-34.90,5.41,17.80,-58.28,4.28,19.68,22.57,17.16,15.87,11.58,5.58,17.37,23.04,-5.28
PKKO_qq,,,,,10.85,-1.10,-46.93,136.64,-17.72,19.00,-12.30,-30.04,-0.06,1.62,13.58,-30.99,19.47,13.24,21.26,-24.10,17.61,17.82,11.71,-29.24,15.59,-41.05,24.54,-47.14,38.82,20.82,9.88,-32.20
PKKO_sq,,,,,154.76,-50.40,18.41,-45.44,21.98,37.80,-19.11,-19.26,55.36,45.19,0.51,-47.66,10.17,147.62,-54.41,-15.25,23.12,-12.31,13.97,-2.74,26.10,-16.18,12.71,-6.34,19.32,-6.82,18.15,-27.89
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,17.72,-51.54,,,-14.00,,-42.34,-39.80,-34.80,-32.47,51.14,49.96,38.18,26.26,-17.27,-22.65,-24.73,-23.01,-22.22,-18.75,-15.97,-7.18,18.96,45.32,52.20,50.86,12.91,-18.05,-23.32,-28.60,-12.46
RN_sy,,-7.31,24.05,,,-11.57,,-5.73,-8.84,4.19,0.59,2.32,2.01,-4.68,1.56,3.27,2.92,20.02,11.32,11.92,11.01,10.55,12.97,5.94,-1.29,-9.10,-17.55,-14.96,-7.63,-4.33,1.96,3.53
RN_qq,,,,,-4.77,-1.80,-1.95,-37.11,-0.58,6.35,1.56,40.74,-1.36,-2.00,-7.21,-7.77,-7.77,-4.63,-5.09,-6.83,-3.66,-1.36,4.84,19.41,17.69,3.30,3.91,-10.63,-14.58,-3.33,-3.25,9.57
RN_sq,,,,,4.09,-14.90,8.48,-1.90,0.65,-2.72,4.73,-0.21,0.35,-9.10,11.59,1.47,,6.00,3.50,2.01,-0.82,5.57,5.76,-4.34,-7.58,-2.79,-4.06,-1.33,0.38,0.69,2.24,0.19
CRN,14000,12000,25000,27000,28000,29000,29000,46000,47000,44000,43000,31000,31000,32000,34000,37000,40000,42000,45000,48000,50000,50000,48000,40000,34000,33000,32000,36000,42000,43000,45000,41000
CRN_yy,,-14.29,108.33,,,16.00,,70.37,67.86,51.72,48.28,-32.61,-34.04,-27.27,-20.93,19.35,29.03,31.25,32.35,29.73,25.00,19.05,6.67,-16.67,-32.00,-34.00,-33.33,-10.00,23.53,30.30,40.62,13.89
CRN_sy,,8.57,-19.74,,,15.57,,6.56,10.17,-5.67,-1.56,-3.08,-3.08,6.02,-1.59,-3.17,-3.17,-17.73,-9.68,-9.84,-9.84,-10.34,-10.71,-5.45,1.82,11.54,20.00,17.31,8.93,3.45,-1.67,-3.28
