,2008/Q4,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CRN_qq,,,,,3.70,3.57,,58.62,2.17,-6.38,-2.27,-27.91,,3.23,6.25,8.82,8.11,5.00,7.14,6.67,4.17,,-4.00,-16.67,-15.00,-2.94,-3.03,12.50,16.67,2.38,4.65,-8.89
CRN_sq,,,,,-3.28,19.49,,1.56,,2.31,-5.26,,,11.90,-12.06,-1.61,,-4.92,-3.45,-1.79,,,-3.85,4.00,7.69,3.57,3.45,1.67,,-1.64,-1.67,
CPZ,93000,51000,49000,46000,45000,44000,58000,60000,57000,50000,37000,48000,49000,52000,51000,50000,54000,54000,55000,58000,59000,63000,61000,49000,47000,51000,52000,64000,73000,77000,78000,68000
CPZ_yy,,-45.16,-3.92,,,-10.20,,30.43,26.67,13.64,-36.21,-20.00,-14.04,4.00,37.84,4.17,10.20,3.85,7.84,16.00,9.26,16.67,10.91,-15.52,-20.34,-19.05,-14.75,30.61,55.32,50.98,50.00,6.25
CPZ_sy,,-2.52,-14.66,,,-6.57,,-7.92,-9.90,-7.03,3.23,2.15,6.59,3.49,2.08,3.16,2.06,14.61,3.06,,-1.01,-6.86,-3.96,1.02,1.02,6.32,3.09,-1.01,3.03,-0.99,1.00,5.10
CPZ_qq,,,,,-2.17,-2.22,31.82,3.45,-5.00,-12.28,-26.00,29.73,2.08,6.12,-1.92,-1.96,8.00,,1.85,5.45,1.72,6.78,-3.17,-19.67,-4.08,8.51,1.96,23.08,14.06,5.48,1.30,-12.82
CPZ_sq,,,,,,-8.42,0.54,,-2.15,-5.49,11.63,-1.04,2.11,-8.25,10.11,,1.02,,-0.98,-2.97,,-3.06,2.11,2.06,,2.02,-0.99,-2.00,4.08,-1.96,1.00,1.98
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,195.81,-35.01,,,-2.04,,-15.33,-3.14,3.18,1.89,5.77,1.11,1.56,4.11,12.05,8.20,1.71,-2.10,-10.75,-5.73,-8.98,-10.51,-7.59,-9.84,-3.47,2.68,3.02,-0.17,2.35,2.27,6.56
RZ_sy,,9.49,-11.63,,,11.97,,-10.14,-9.60,-14.06,-5.65,-14.29,-18.01,0.51,22.69,16.00,8.20,-20.60,-24.11,-12.06,23.94,41.70,45.61,44.21,5.06,-4.52,0.77,4.35,7.68,6.60,0.54,-2.36
RZ_qq,,,,,-8.22,-3.04,0.81,-5.62,4.99,3.29,-0.45,-2.03,0.37,3.75,2.05,5.43,-3.07,-2.48,-1.77,-3.89,2.38,-5.84,-3.41,-0.76,-0.11,0.82,2.74,-0.43,-3.20,3.35,2.67,3.74
RZ_sq,,,,,4.30,14.04,-23.31,-1.50,4.93,8.42,-15.81,-10.51,0.37,32.90,2.77,-15.39,-6.37,-2.48,-1.77,-1.95,31.96,11.49,0.94,-2.89,-3.86,1.32,6.54,0.55,-0.79,0.30,0.48,-2.35
CRZ,185000,63000,96000,88000,95000,98000,98000,103000,98000,95000,96000,98000,97000,94000,92000,87000,90000,92000,94000,98000,95000,101000,105000,106000,106000,105000,102000,103000,106000,103000,100000,96000
CRZ_yy,,-65.95,52.38,,,2.08,,17.05,3.16,-3.06,-2.04,-4.85,-1.02,-1.05,-4.17,-11.22,-7.22,-2.13,2.17,12.64,5.56,9.78,11.70,8.16,11.58,3.96,-2.86,-2.83,,-1.90,-1.96,-6.80
CRZ_sy,,-8.70,12.70,,,-7.75,,12.00,11.11,12.98,4.82,16.67,21.25,,-18.39,-14.29,-7.22,24.32,32.39,14.29,-18.89,-29.35,-30.85,-31.25,-5.48,4.62,-1.54,-3.03,,-5.88,,1.56
CRZ_qq,,,,,7.95,3.16,,5.10,-4.85,-3.06,1.05,2.08,-1.02,-3.09,-2.13,-5.43,3.45,2.22,2.17,4.26,-3.06,6.32,3.96,0.95,,-0.94,-2.86,0.98,2.91,-2.83,-2.91,-4.00
CRZ_sq,,,,,-4.00,-9.03,,1.20,-4.76,-7.50,17.57,12.64,-1.02,-23.71,-4.05,18.31,7.14,2.22,2.17,2.13,-23.96,-10.96,,1.54,,-1.45,-5.88,,,,,1.56
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,1.03,24.66,,,-12.32,,-21.51,-15.56,-9.50,-6.66,-1.92,3.81,11.77,19.20,25.43,13.23,2.84,-5.60,-13.04,-8.66,-12.33,-9.49,2.27,3.57,15.16,25.16,14.77,12.32,2.65,-4.53,4.49
RMO_sy,,1.03,15.29,,,-8.14,,-10.28,-6.74,-3.11,-4.81,-3.47,-6.01,1.86,8.25,6.05,4.65,-1.92,-6.95,-1.46,-1.18,5.28,0.79,2.27,2.96,1.93,13.06,11.01,11.32,7.12,3.97,3.86
RMO_qq,,,,,-7.01,-5.78,-4.31,-6.38,0.04,0.98,-1.30,-1.63,5.88,8.72,5.26,3.51,-4.42,-1.25,-3.37,-4.65,0.40,-5.22,-0.24,7.73,1.67,5.40,8.41,-1.21,-0.49,-3.68,0.83,8.12
RMO_sq,,,,,0.23,-8.72,-1.23,-0.71,4.18,-5.16,-2.97,0.69,1.44,2.78,3.12,-1.37,0.11,-3.67,-2.18,4.45,0.40,2.62,-6.35,5.98,1.08,1.60,3.88,4.06,1.37,-2.25,0.83,3.95
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-3.64,3.73,,,-6.09,,-22.86,-23.05,-14.56,-10.06,-11.62,-8.32,-11.09,-13.23,-8.34,-11.47,-11.93,-11.46,-13.39,-5.49,-3.17,1.71,8.89,9.77,9.53,10.43,6.59,-1.26,0.57,-1.45,3.53
RMT_sy,,-21.81,21.87,,,51.58,,34.81,12.83,-8.03,-14.20,-11.62,-8.32,0.23,-9.05,-8.34,-11.47,-19.68,-11.46,-13.39,-5.49,-3.17,1.71,8.89,9.77,9.53,10.43,6.59,-1.26,0.57,-1.45,3.53
RMT_qq,,,,,-5.07,-8.82,-5.99,-5.21,-5.30,1.24,-1.04,-6.85,-1.76,-1.82,-3.42,-1.59,-5.12,-2.33,-2.91,-3.74,3.54,0.06,1.99,3.05,4.38,-0.15,2.83,-0.54,-3.31,1.70,0.76,4.49
RMT_sq,,,,,13.16,20.80,4.04,-5.21,-5.30,-1.54,-2.93,-2.36,-1.76,7.65,-11.92,-1.59,-5.12,-2.33,-2.91,-3.74,3.54,0.06,1.99,3.05,4.38,-0.15,2.83,-0.54,-3.31,1.70,0.76,4.49
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-0.72,15.88,,,-9.81,,-22.06,-18.69,-11.61,-8.07,-6.08,-1.62,0.96,3.16,8.30,0.66,-4.72,-8.59,-13.22,-7.08,-7.87,-4.09,5.52,6.59,12.35,17.60,10.59,5.28,1.60,-2.97,4.00
RM_sy,,-7.45,19.43,,,13.99,,4.53,2.48,0.71,-5.19,-1.02,-4.46,-4.60,0.03,0.13,-3.17,-7.47,-8.59,-13.20,-7.08,-7.87,-4.09,5.52,5.04,4.61,0.53,-6.88,-8.78,-3.71,1.66,11.65
RM_qq,,,,,-6.24,-7.01,-4.99,-5.91,-2.19,1.08,-1.19,-3.87,2.46,3.73,0.97,0.92,-4.77,-1.81,-3.14,-4.19,1.97,-2.65,0.84,5.42,3.00,2.62,5.55,-0.86,-1.95,-0.97,0.80,6.26
RM_sq,,,,,4.08,4.71,-0.65,-3.46,2.05,2.90,-6.48,0.80,-1.50,2.75,-1.95,0.90,-4.75,-1.81,-3.14,-4.19,1.97,-2.65,0.84,5.42,1.51,-3.04,-3.10,-2.36,-0.56,2.35,2.30,7.24
COP,199000,75000,121000,115000,123000,127000,127000,149000,145000,139000,139000,129000,128000,126000,126000,124000,130000,134000,139000,146000,145000,151000,153000,146000,140000,138000,134000,139000,148000,146000,145000,137000
COP_yy,,-62.31,61.33,,,4.96,,29.57,17.89,9.45,9.45,-13.42,-11.72,-9.35,-9.35,-3.88,1.56,6.35,10.32,17.74,11.54,12.69,10.07,,-3.45,-8.61,-12.42,-4.79,5.71,5.80,8.21,-1.44
COP_sy,,-4.88,-15.38,,,1.52,,9.56,9.85,4.85,-5.44,-9.40,-8.28,-8.54,-7.19,-5.93,-2.26,4.28,7.75,14.96,11.54,-8.96,-11.51,,-11.03,3.28,0.81,-1.57,-3.10,-1.59,-0.81,-0.80
COP_qq,,,,,6.96,3.25,,17.32,-2.68,-4.14,,-7.19,-0.78,-1.56,,-1.59,4.84,3.08,3.73,5.04,-0.68,4.14,1.32,-4.58,-4.11,-1.43,-2.90,3.73,6.47,-1.35,-0.68,-5.52
COP_sq,,,,,-2.94,1.52,,1.36,-2.68,-3.10,,-2.88,-1.48,-3.38,,-1.55,2.36,3.08,3.73,5.04,-0.68,-15.86,0.82,3.25,1.57,-2.33,-1.59,0.81,,-0.80,-0.81,0.81
CSP,106000,24000,72000,69000,78000,83000,69000,89000,88000,89000,102000,81000,79000,74000,75000,74000,76000,80000,84000,88000,86000,88000,92000,97000,93000,87000,82000,75000,75000,69000,67000,69000
CSP_yy,,-77.36,200.00,,,15.28,,28.99,12.82,7.23,47.83,-8.99,-10.23,-16.85,-26.47,-8.64,-3.80,8.11,12.00,18.92,13.16,10.00,9.52,10.23,8.14,-1.14,-10.87,-22.68,-19.35,-20.69,-18.29,-8.00
CSP_sy,,-28.00,19.44,,,4.65,,-7.14,10.81,18.89,37.84,33.33,29.27,-4.67,-7.84,-11.54,-18.87,-13.73,-8.51,-36.96,-41.86,-38.64,-46.51,-31.03,-12.00,-18.52,4.35,-5.00,-13.64,-13.64,-29.17,-15.79
CSP_qq,,,,,13.04,6.41,-16.87,28.99,-1.12,1.14,14.61,-20.59,-2.47,-6.33,1.35,-1.33,2.70,5.26,5.00,4.76,-2.27,2.33,4.55,5.43,-4.12,-6.45,-5.75,-8.54,,-8.00,-2.90,2.99
CSP_sq,,,,,-11.90,21.62,-17.78,5.41,5.13,30.49,-4.67,1.96,1.92,-3.77,-7.84,-2.13,-6.52,2.33,-2.27,-32.56,-13.79,8.00,-14.81,-13.04,10.00,,9.09,-20.83,,,-10.53,-5.88
