,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
DTAR_qq,,,,-1.58,-4.78,3.78,-2.21,-14.27,18.13,0.06,-0.36,0.11,-21.47,1.73,17.55,12.77,-11.56,17.86,9.79,4.66,29.00,-21.56,1.82,2.91,2.75,-2.97,6.42,-3.29,-27.72,-6.80,1.52
DTAR_sq,,,,-25.87,43.75,-4.30,16.70,-1.29,11.50,8.52,-0.36,-6.90,-24.44,11.17,3.20,6.42,-13.65,-2.40,6.47,14.98,-23.47,3.58,-7.16,-0.35,-4.38,0.28,2.85,-1.40,-2.30,-18.64,2.40
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,55.83,,,-75.32,,-10.13,-30.84,5.81,-1.91,2.01,37.55,-36.71,-34.92,-11.78,13.26,37.79,90.50,79.53,58.94,521.97,49.65,24.82,20.34,-56.26,14.95,36.34,9.43,-58.23,-59.74,-66.93
CG_sy,,-4.68,,,-19.20,,23.68,98.61,37.04,61.18,28.12,30.93,-43.23,-37.37,-33.37,-22.03,44.03,39.54,-7.56,5.91,-35.76,-39.84,-24.86,-40.98,-5.94,-21.46,-10.37,-14.39,-17.17,-33.17,-17.34
CG_qq,,,,-3.39,-9.75,8.03,-4.59,-25.65,38.09,0.15,-0.78,0.25,-36.46,2.98,34.50,28.69,-22.70,42.37,26.75,13.93,202.51,-65.75,5.73,9.84,9.97,-9.99,25.40,-11.84,-58.02,-13.25,2.99
CG_sq,,,,-41.85,85.97,-8.37,24.82,-6.62,28.32,7.76,-0.78,-4.57,-44.36,18.88,5.56,11.66,2.78,15.17,-30.06,27.93,-37.65,7.85,-12.65,0.49,-0.65,-9.94,-0.32,-4.02,-3.87,-27.34,23.30
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,1112.75,,,-76.07,,-58.74,-57.54,-32.88,0.17,96.51,4.59,-14.65,-44.24,-13.30,111.48,28.42,82.06,69.14,45.66,173.88,-27.62,-45.58,-31.28,-27.28,77.41,108.88,25.37,-37.15,-38.12,-48.55
LDER_sy,,86.04,,,32.48,,75.70,111.10,88.37,-23.37,6.96,-29.66,-43.47,5.76,-29.97,9.14,-0.74,8.68,-1.85,-14.40,3.92,-13.90,-15.42,-20.18,-35.03,-13.89,-22.74,-10.97,-9.77,-21.11,-8.87
LDER_qq,,,,2.10,-16.57,0.31,-51.72,5.08,31.87,49.72,-5.29,-44.07,7.61,-2.17,47.27,36.42,-34.66,38.69,36.81,17.48,22.87,-63.35,2.85,48.35,30.03,-10.57,21.09,-10.96,-34.82,-11.94,0.67
LDER_sq,,,,-2.24,38.90,12.42,15.10,17.46,23.94,-54.27,60.65,-22.75,-0.40,-14.43,6.38,20.38,-9.42,-6.31,-3.93,4.99,9.97,-22.38,-5.62,-0.93,-10.49,2.88,-15.32,14.17,-9.28,-10.06,-2.18
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-78.56,,,31.38,,165.96,145.05,72.38,13.93,-43.82,4.91,-5.70,47.76,3.44,-55.70,-13.65,-33.31,-33.77,-3.34,69.32,211.11,311.62,168.38,-6.67,-32.98,-47.01,-25.59,-13.58,-15.00,10.85
PZAT_sy,,-54.57,,,-49.66,,-49.11,-12.95,68.18,-0.61,98.90,82.54,-23.61,47.76,-48.36,-51.92,34.70,25.48,25.41,17.08,23.20,41.22,26.91,32.06,-9.38,-18.61,17.23,-9.91,-3.93,11.91,-9.88
PZAT_qq,,,,3.07,20.75,0.08,113.53,-5.03,-15.06,-33.85,5.29,77.33,-23.64,3.64,-26.29,-24.06,48.83,-19.95,-26.79,10.84,160.69,47.08,-3.14,-27.73,-9.35,5.62,-23.41,1.47,5.29,3.87,-0.12
PZAT_sq,,,,-32.89,-35.54,-11.81,33.38,14.80,24.54,-47.88,166.92,5.36,-47.88,0.81,-6.71,-1.91,46.01,-6.09,-6.76,-8.42,53.65,7.65,-16.21,-4.71,5.43,-3.31,20.68,-26.77,12.43,12.63,-2.82
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,-17.21,,,48.51,,2.97,9.21,2.32,22.98,7.61,-10.88,17.68,-1.72,7.24,39.19,-3.70,1.33,11.62,-30.38,-71.85,-64.45,-70.15,-52.28,35.82,3.76,15.61,9.68,43.19,49.32,39.32
PELDR_sy,,-2.76,,,25.47,,-10.83,68.36,-19.71,4.28,5.79,-14.38,4.42,-8.15,-0.86,-10.32,-7.20,-0.78,-4.92,4.80,-8.81,-15.32,-6.04,-12.00,4.52,8.87,5.76,0.93,-4.49,2.70,18.15
PELDR_qq,,,,-4.13,1.15,-1.92,8.26,1.68,-5.23,17.88,-5.27,-15.79,25.15,-1.56,3.37,9.30,-13.41,3.58,13.86,-31.82,-64.99,30.80,-4.42,9.01,-0.34,-0.07,6.50,3.41,30.11,4.21,-0.64
PELDR_sq,,,,-31.30,72.28,-18.26,-7.83,29.71,-17.84,6.17,-6.50,4.99,0.20,-6.61,0.91,-5.02,3.68,-0.15,-3.30,4.69,-9.78,-7.29,7.29,-1.94,7.15,-3.43,4.22,-6.42,1.40,3.84,19.91
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,124.35,,,10.87,,-22.17,-11.60,-16.02,1.09,23.11,-13.26,18.06,0.11,0.89,21.76,-6.42,-10.72,-9.93,-9.49,-55.33,-31.22,-33.05,-26.61,62.28,14.81,10.31,4.26,40.34,40.87,49.01
TSF_sy,,23.85,,,15.14,,-11.69,-11.87,-8.86,2.63,2.36,-11.20,7.30,-2.15,3.31,12.66,-13.05,-7.71,-3.73,4.52,13.30,5.99,3.21,4.55,1.43,-1.42,4.11,-0.33,4.82,7.11,2.89
TSF_qq,,,,2.84,-2.45,-3.81,-19.34,16.80,-7.33,15.78,-1.77,-17.70,26.13,-1.82,-1.00,-0.69,-3.05,-6.34,-0.12,-0.19,-52.16,44.23,-2.78,9.40,5.79,2.04,-6.59,3.40,42.41,2.42,-1.19
TSF_sq,,,,-0.96,-3.63,1.76,-9.07,-1.16,-0.34,14.59,-9.31,-14.26,20.43,4.50,-4.25,-6.50,-7.06,10.91,-0.12,1.52,0.74,3.76,-2.74,2.84,-2.26,0.84,2.72,-1.55,2.79,3.05,-1.34
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,213.54,,,-64.21,,-25.50,-33.82,-15.28,-17.68,12.02,15.65,-21.86,-19.50,-10.91,-4.41,16.63,26.03,12.55,48.48,225.29,204.49,225.24,146.21,101.52,123.80,114.56,-12.92,-40.50,-55.54,-57.77
ZKO_sy,,-11.41,,,-15.31,,30.13,-32.19,53.11,5.38,1.19,48.41,-20.05,-26.42,-37.76,-25.76,-1.03,9.35,32.91,15.15,23.54,34.30,9.21,15.98,19.13,15.91,-7.36,22.20,-22.02,-31.57,-20.51
ZKO_qq,,,,7.21,-9.16,1.40,-24.56,-4.77,16.30,-1.48,2.67,-1.69,-21.42,1.50,13.63,5.48,-4.13,9.68,1.48,39.15,110.03,2.67,8.40,5.34,71.90,14.02,3.92,-57.25,17.45,-14.81,-1.29
ZKO_sq,,,,10.05,-37.97,51.65,25.70,-42.66,40.07,4.38,20.70,-15.90,-24.54,-3.94,2.09,0.33,0.59,6.12,24.10,-13.08,7.92,15.36,0.91,-7.69,10.85,12.25,-19.35,21.77,-29.26,-1.50,-6.31
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-17.64,,,24.17,,4.35,-2.05,-0.24,0.79,-3.37,1.41,-2.86,-2.67,1.51,2.94,3.79,3.68,0.38,-13.96,-42.63,21.89,24.47,39.97,224.54,83.06,79.27,-14.23,5.03,-18.72,-20.76
OSF_sy,,-9.55,,,3.21,,13.13,9.33,13.18,4.38,-10.61,14.37,5.40,6.35,10.82,-2.31,5.91,29.60,14.57,11.88,-12.35,-20.64,-9.73,-9.73,-7.31,-9.30,-7.12,-6.67,2.43,-10.43,2.92
OSF_qq,,,,1.86,-0.52,-0.67,3.68,-4.39,1.32,0.35,-0.59,0.34,-2.95,0.54,3.68,1.75,-2.14,0.43,0.38,-12.79,-34.75,113.38,2.51,-1.93,51.29,20.36,0.39,-53.08,85.27,-6.85,-2.13
OSF_sq,,,,-7.01,9.75,-1.63,12.69,-10.13,13.61,-9.28,-3.49,14.98,4.70,-8.46,0.57,1.35,13.52,12.01,-11.10,-1.03,-11.07,1.42,1.12,-1.03,-8.68,-0.76,3.55,-0.55,0.23,-13.22,18.99
NetDebt,15966920000,59186490000,27416900000,30235400000,41935870000,56066220000,53467440000,38942620000,47357080000,49774440000,49532675000,51072782000,38870000000,40612000000,45362000000,49338000000,49197000000,60618000000,64798000000,97752000000,141502000000,137215000000,123748000000,123352000000,112341000000,105597000000,104228000000,78229000000,60899000000,56623000000,57687000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,154.77,,,-7.84,,-43.74,-82.97,-264.10,-244.66,-318.57,1210.36,156.48,151.96,149.90,-67.78,40.33,105.34,20.87,45.46,-146.76,-124.73,-124.52,-108.25,20.13,28.38,-29.72,26.30,435.98,372.74,257.17
NetDebtEBITDA_sy,,410.42,,,-46.13,,-91.71,-55.48,-8.20,88.28,1258.63,180.77,-13.07,293.13,-55.56,-33.91,83.20,-9.17,123.01,78.36,-140.74,-120.00,-117.66,-108.32,24.83,10.88,21.85,-150.96,130.01,-33.80,46.22
NetDebtEBITDA_qq,,,,116.48,-80.28,65.44,-20.33,-34.47,-289.99,-45.84,-20.38,492.87,-91.81,34.16,15.60,153.69,-64.33,96.31,-31.95,205.30,-111.47,-3.83,32.55,-2.78,-10.94,6.89,-22.18,41.61,605.77,-24.41,-29.59
NetDebtEBITDA_sq,,,,-12.31,-61.18,-50.80,-50.49,370.83,-19.96,0.91,257.24,-2.70,-75.22,356.37,-59.62,44.72,-31.31,126.27,-0.86,15.75,-115.69,-11.06,12.47,45.45,-41.74,-31.67,23.24,-75.19,116.95,-687.02,69.15
DebtFin,21257240000,38582450000,7508280000,40884240000,28828350000,38525770000,36649210000,21840780000,22108470000,14122080000,14104897000,14020434000,32179000000,18444000000,10980000000,1690000000,26611000000,44474000000,-11308000000,19519000000,79834000000,46182000000,50723000000,49096000000,39786000000,35246000000,33908000000,33424000000,11575000000,10668000000,11275000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,24.75,,,-2.81,,40.82,-92.94,-211.44,-159.73,-190.80,541.39,200.16,183.17,142.42,-95.98,-8.31,231.73,-187.14,747.97,-148.77,-111.35,42.42,-116.45,49.87,28.98,-2.96,20.89,280.31,253.95,194.43
DebtFinEBITDA_sy,,160.29,,,261.10,,-72.89,9.29,-92.31,-99.70,149.72,23.82,1920.72,72.37,116.50,45.26,62.58,18275.57,-98.35,-44.53,-107.78,-111.27,-507.79,-101.43,-9.01,38.26,-145.76,-3509.56,-134.20,-59.09,60.05
DebtFinEBITDA_qq,,,,968.90,-89.98,65.36,-20.53,-46.38,-258.15,11.37,-20.82,478.74,-75.30,-26.40,-38.39,-64.10,463.23,166.28,-116.19,449.32,-132.39,38.06,17.85,0.19,1.28,12.25,-19.09,23.31,324.98,-25.08,-26.96
DebtFinEBITDA_sq,,,,-23.58,-54.66,220.29,-75.57,208.08,-96.81,-87.50,20222.37,52.76,-47.93,-98.93,25425.95,2.50,-41.72,20.52,-97.71,3344.02,-108.17,-74.63,17.00,87.92,-522.43,1.09,-230.37,-77.48,59.61,32.81,17.04
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-73.73,,,246.89,,40.08,48.00,17.75,22.45,-13.74,-12.31,24.33,20.90,13.94,7.69,-11.01,-17.74,-10.81,-42.06,-82.36,-59.97,-61.73,-43.15,61.07,-18.21,-16.43,-1.49,76.50,82.84,87.64
SP1_sy,,-0.79,,,11.03,,-19.33,45.68,-34.00,-13.39,0.51,-18.14,22.71,27.42,24.04,-0.15,1.59,3.95,-0.35,8.78,-8.32,-18.03,-5.79,-8.09,7.95,9.12,4.11,-0.52,-1.67,8.36,9.59
SP1_qq,,,,-4.98,9.50,-2.04,37.44,0.39,-12.88,1.87,-3.19,2.07,23.52,-0.94,-8.76,-3.53,2.07,-8.43,-1.08,-37.33,-68.93,107.85,-5.44,-6.90,-11.97,5.54,-3.39,9.74,57.73,9.33,-0.85
SP1_sq,,,,-19.87,55.88,-24.37,-14.61,44.70,-29.37,-0.75,-0.91,17.86,5.87,3.07,-3.55,-5.13,7.71,5.46,-7.54,3.57,-9.22,-5.71,6.27,1.04,6.63,-4.69,1.39,-3.45,5.40,5.03,2.54
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-17.03,,,50.35,,3.01,9.19,1.83,22.53,7.30,-11.25,18.52,-1.15,7.88,40.22,-3.79,1.25,11.74,-30.41,-71.95,-64.57,-70.34,-52.64,35.36,3.33,15.08,9.49,43.35,49.54,39.76
SP2_sy,,-2.86,,,25.26,,-11.11,68.36,-27.05,-8.69,1.96,-18.29,9.51,2.70,-1.20,-6.03,-5.21,1.85,-0.70,4.80,-6.37,-15.71,-6.04,-12.00,-0.99,9.37,4.85,0.93,1.07,2.60,17.63
SP2_qq,,,,-4.09,1.24,-1.91,8.15,1.67,-5.59,18.03,-5.29,-15.90,26.07,-1.56,3.37,9.31,-13.50,3.60,14.07,-31.93,-65.14,30.88,-4.52,8.71,-0.36,-0.09,6.34,3.42,30.46,4.22,-0.61
SP2_sq,,,,-31.30,72.00,-18.53,-7.67,30.12,-25.47,1.97,3.11,4.28,-0.12,-4.36,-0.82,-0.81,0.74,2.76,-3.30,4.69,-9.99,-7.49,7.78,-1.94,1.26,2.19,3.33,-5.61,1.40,3.73,18.47
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,77.94,,,4823.14,,-99.39,,-88.06,-68.83,-10.38,,-31.79,639.60,4443.16,,367.22,442.44,67.10,-80.29,-99.78,-97.93,-99.40,-98.60,1860.00,10.71,-97.67,-61.90,809.18,1084.95,101500.00
CAR_sy,,76.61,,,189.44,,-38.48,,-74.19,-37.81,-28.16,,405.38,87.88,391.64,,-60.94,5.22,-43.32,-55.22,-7.93,57.13,-26.13,-0.30,87.85,-39.24,0.18,-41.71,-52.31,10.80,-53.54
CAR_qq,,,,,,-94.56,-67.28,-45.28,1125.86,-85.79,-5.94,,,54.02,477.78,76.83,-70.31,78.82,77.99,-79.15,-99.67,1580.00,-48.81,-51.16,366.67,-5.10,-98.92,700.00,11037.50,23.68,-7.80
CAR_sq,,,,,,-63.15,-14.39,57.38,-48.02,-11.20,-1.10,,,-66.99,158.80,-5.44,-51.65,-11.07,39.41,-25.29,-0.59,51.77,-34.46,0.84,87.29,-50.91,8.05,-41.32,53.22,14.06,-54.70
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-56.65,,,295.25,,-63.83,-82.10,-79.07,-39.64,-56.79,-43.21,53.30,-3.06,121.53,387.08,49.47,40.19,34.16,-56.88,-76.86,-77.58,-84.67,-61.09,-15.60,-16.24,-30.08,128.79,159.04,266.50,256.80
QR_sy,,53.50,,,28.23,,-6.74,-65.07,-40.60,-49.79,-58.71,56.23,86.65,54.39,105.00,-0.67,-39.08,14.25,13.27,27.37,0.81,0.17,6.31,-22.45,-17.76,-5.05,-17.99,-15.88,17.02,-12.59,-18.97
QR_qq,,,,2.73,-39.52,-43.06,2.24,-49.16,-29.29,64.24,-26.81,-33.19,90.86,3.86,67.26,46.91,-41.43,-2.58,60.07,-52.78,-68.58,-5.58,9.40,19.86,-31.83,-6.29,-8.67,292.18,-22.82,32.57,-11.09
QR_sq,,,,46.89,-6.48,-36.34,6.64,-44.99,59.06,-46.18,-12.31,108.14,90.03,-55.49,16.44,0.85,16.54,-16.51,15.43,13.40,-7.76,-17.04,22.50,-17.28,-2.18,-4.22,5.81,-15.14,36.07,-28.45,-1.91
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-6.01,,,161.73,,-38.44,-25.05,-32.25,25.88,55.40,-27.46,72.36,-0.56,9.33,87.94,-21.43,-24.64,-18.14,-41.09,-81.27,-78.94,-82.15,-74.45,-37.69,-45.33,-43.69,23.74,148.54,241.32,255.36
CR_sy,,46.53,,,41.82,,-4.03,-2.26,-41.41,-7.31,-4.14,-29.55,89.22,4.28,37.72,-10.41,-36.73,-3.69,-16.72,16.82,-13.29,1.65,-12.43,-16.33,2.38,3.62,-1.48,-9.87,5.54,-5.12,-0.95
CR_qq,,,,6.46,-8.19,-13.87,-26.88,29.62,-17.01,60.04,-9.73,-39.49,97.19,-7.67,-0.75,4.01,-17.56,-11.45,7.81,-25.16,-73.79,-0.46,-8.58,7.09,-36.07,-12.66,-5.83,135.31,28.41,19.95,-1.95
CR_sq,,,,42.99,3.81,-36.22,1.37,45.64,-37.78,0.91,4.83,7.04,67.12,-44.39,38.45,-30.37,18.02,-15.36,19.73,-2.33,-12.40,-0.77,3.14,-6.68,7.19,0.43,-1.94,-14.62,25.53,-9.72,2.36
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-97.95,,,4823.14,,-99.39,-99.65,-88.06,-55.25,41.51,-43.10,-15.33,423.45,2777.33,23027.27,280.73,436.36,67.49,-80.10,-77.79,-84.97,-91.38,-55.37,-80.75,-84.80,-99.84,372.12,809.18,1084.95,101500.00
PP_sy,,7.23,,,189.44,,-50.45,28.66,-72.41,-45.36,-8.19,-40.48,383.42,115.13,300.48,213.62,-61.81,-12.69,-45.56,-55.22,-7.93,48.04,-26.13,-0.30,87.85,-39.24,17.45,3.82,-52.12,28.23,9.55
PP_qq,,,,-2.65,-64.54,-94.56,-67.28,-45.28,1125.86,-79.61,3.45,-78.00,1724.24,26.08,468.64,76.83,-69.97,77.62,77.57,-78.99,-66.49,20.24,1.80,8.83,-85.55,-5.10,-98.92,320000.00,-72.16,23.68,-7.80
PP_sq,,,,-31.10,127.96,-53.16,-32.65,78.91,-51.12,-7.22,13.16,15.99,296.99,-58.71,110.65,-9.17,-51.65,-5.62,31.35,-25.29,-0.59,51.77,-34.46,0.84,87.29,-50.91,26.67,-10.86,-13.62,31.47,8.22
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,69.15,,,112.97,,65.76,-34.18,-71.99,-40.78,-55.12,-43.03,78.70,-15.89,-16.92,35.20,8.46,-48.14,-6.14,8.00,-75.84,-55.35,-64.65,-59.26,32.48,44.47,25.70,-9.17,107.48,186.24,154.49
RCLR_sy,,115.07,,,-7.31,,93.41,-17.00,-36.99,-40.63,-30.07,42.91,86.75,27.75,6.37,16.48,-23.20,16.89,15.93,13.51,8.14,-8.16,-6.94,-6.66,-21.88,0.95,2.80,-20.85,12.72,-4.23,-28.88
RCLR_qq,,,,21.79,29.60,-2.47,7.68,-51.64,-44.84,106.18,-18.38,-38.62,73.01,-2.96,-19.38,-0.11,38.79,-53.60,45.92,14.94,-68.95,-14.27,15.53,32.47,0.97,-6.51,0.52,-4.28,130.65,28.98,-10.63
RCLR_sq,,,,25.99,52.63,-6.83,7.96,-45.94,15.87,-12.21,27.16,10.48,51.41,-39.95,5.89,20.98,-0.16,-8.60,5.02,18.45,-4.88,-22.38,6.42,18.80,-20.39,0.30,8.37,-8.53,13.38,-14.79,-19.52
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-90.02,,,4693.22,,-18.13,3.36,-13.08,39.32,36.92,-30.56,51.99,-1.32,11.05,99.21,-10.87,-9.34,1.05,-47.73,-206.22,-183.54,-180.17,-222.88,11.14,-18.13,-18.81,23.16,80.34,91.18,90.67
KP_sy,,166.84,,,71.88,,-31.74,296.16,-78.38,-10.37,10.95,-42.30,232.94,14.49,39.66,-5.16,-33.47,-7.62,-26.72,-11.22,9.40,-55.38,-24.68,-31.04,-70.63,-42.24,-32.40,-62.06,164.99,160.57,171.72
KP_qq,,,,-4.97,-0.07,-7.46,-6.84,19.98,-15.97,48.33,-8.45,-39.16,83.95,-3.69,3.03,9.14,-17.70,-2.04,14.84,-43.54,-267.23,22.96,-10.20,13.45,-20.93,-2.42,-10.84,44.03,69.05,54.05,-17.25
KP_sq,,,,-50.19,285.56,-47.15,-32.74,189.05,-78.96,119.11,-16.74,50.33,21.41,-24.65,1.56,2.08,-14.83,4.62,-19.44,23.67,4.95,-57.32,35.97,13.23,-55.31,-16.07,59.14,-36.45,212.15,-17.47,65.95
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,87.33,,,-5838.15,,-473.36,-420.98,2.94,-27.69,-12.26,-120.37,125.16,116.16,119.34,116.52,-9.39,30.79,55.80,-25.31,-181.33,-163.23,-154.56,-208.72,-11.26,-16.56,-218.48,12.23,79.79,89.04,97.15
PKKO_sy,,100.25,,,-12516.67,,146.04,48.96,-16.88,-296.90,755.67,397.79,115.98,243.44,-63.55,186.07,530.00,-92.69,-259.01,-85.61,-106.83,-139.12,-6.72,2.71,-677.89,176.46,16.19,142.90,14.89,-1030.58,9.81
PKKO_qq,,,,34.13,-893.11,3.04,9.61,40.14,-85.01,-27.56,20.53,-17.50,121.12,-18.03,-4.92,0.35,15.87,18.31,13.26,-51.90,-226.17,8.01,2.28,4.14,-29.13,3.63,-166.99,73.58,70.27,47.71,30.60
PKKO_sq,,,,59.73,-288.70,187.67,-66.45,-144.64,-790.03,-47.70,245.82,-84.46,-52.23,1225.57,-62.94,21.92,5.20,-84.62,-906.18,111.03,-149.97,11.96,-2099.21,110.62,-478.42,108.65,-2510.54,130.77,-232.59,5.38,-133.61
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,1.69,,,-24.90,,-37.46,-36.65,-38.51,-31.84,55.61,87.73,100.02,81.68,7.48,-13.47,-7.23,-7.96,-7.74,-11.26,-8.13,3.12,4.38,27.17,-4.69,-3.97,-14.78,-12.40,11.53,-1.16,16.46
RN_sy,,38.43,,,-12.82,,-23.64,-26.44,-12.81,-14.26,-14.48,-16.86,20.38,-6.28,10.31,9.74,-5.53,4.34,-1.38,6.76,-4.14,9.78,-1.86,-6.46,-5.87,-7.07,1.72,13.76,19.67,18.67,6.75
RN_qq,,,,-5.98,-3.10,-7.01,-26.18,-4.76,-5.95,3.09,68.53,14.89,0.21,-6.37,-0.30,-7.51,7.44,-7.10,-0.06,-11.03,11.23,4.27,1.16,8.38,-16.63,5.06,-10.22,11.41,6.14,-6.89,5.78
RN_sq,,,,4.29,-24.66,2.91,-5.56,0.46,-10.70,1.20,-5.80,-2.33,29.30,-21.21,10.87,-2.84,11.31,-12.98,4.79,5.18,-0.05,-0.35,-6.32,0.26,0.58,-1.62,2.54,12.12,5.80,-2.44,-7.75
CRN,71000,70000,85000,90000,93000,100000,135000,142000,151000,146000,87000,76000,75000,81000,81000,87000,81000,88000,88000,99000,89000,85000,84000,77000,93000,88000,99000,88000,83000,89000,85000
CRN_yy,,-1.41,,,32.86,,58.82,57.78,62.37,46.00,-35.56,-46.48,-50.33,-44.52,-6.90,14.47,8.00,8.64,8.64,13.79,9.88,-3.41,-4.55,-22.22,4.49,3.53,17.86,14.29,-10.75,1.14,-14.14
CRN_sy,,-24.00,,,10.00,,14.02,33.96,13.88,16.83,33.69,-0.94,-15.13,-11.02,-8.80,11.85,3.96,14.29,0.88,-7.63,4.29,-8.33,1.74,7.34,5.94,7.27,-1.28,-12.39,-16.38,-15.25,-6.49
CRN_qq,,,,5.88,3.33,7.53,35.00,5.19,6.34,-3.31,-40.41,-12.64,-1.32,8.00,,7.41,-6.90,8.64,,12.50,-10.10,-4.49,-1.18,-8.33,20.78,-5.38,12.50,-11.11,-5.68,7.23,-4.49
CRN_sq,,,,-3.05,31.45,-3.35,-7.43,13.90,11.74,-0.84,5.93,-15.60,-4.27,3.96,,3.51,-11.02,14.29,,-5.22,0.46,0.46,6.36,,-0.85,1.72,-2.12,-11.26,-5.37,3.09,8.00
CPZ,357000,195000,214000,209000,178000,164000,194000,219000,291000,315000,276000,282000,246000,274000,287000,281000,251000,321000,327000,356000,502000,597000,730000,804000,907000,785000,818000,752000,630000,541000,397000
CPZ_yy,,-45.38,,,-8.72,,-9.35,4.78,63.48,92.07,42.27,28.77,-15.46,-13.02,3.99,-0.35,2.03,17.15,13.94,26.69,100.00,85.98,123.24,125.84,80.68,31.49,12.05,-6.47,-30.54,-31.08,-51.47
CPZ_sy,,-64.43,,,13.78,,0.33,-15.49,-5.19,32.49,20.39,56.97,42.34,-7.86,18.31,-13.20,-29.74,-4.39,4.39,21.05,32.12,-7.30,-32.74,-32.37,-21.27,-21.28,-0.66,15.71,0.35,6.67,-5.96
CPZ_qq,,,,-2.34,-14.83,-7.87,18.29,12.89,32.88,8.25,-12.38,2.17,-12.77,11.38,4.74,-2.09,-10.68,27.89,1.87,8.87,41.01,18.92,22.28,10.14,12.81,-13.45,4.20,-8.07,-16.22,-14.13,-26.62
CPZ_sq,,,,-1.98,-2.69,9.69,-4.10,-17.43,9.16,53.28,-12.86,7.65,-1.02,-0.77,11.89,-21.02,-19.88,35.04,22.16,-8.41,-12.56,-5.25,-11.37,-7.89,1.79,-5.26,11.85,7.28,-11.73,0.70,-1.39
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,8.44,-14.31,-12.31,-20.63,80.73,131.00,126.81,165.00,47.27,78.06,78.89,86.75,115.13,25.89,-6.34
RZ_sy,,,,,,,,,,,,,,,,,21.91,-0.53,2.92,15.41,-2.28,4.92,-6.16,-20.94,-0.90,2.58,-0.10,8.34,8.53,-11.29,-16.91
RZ_qq,,,,-48.78,,,,,,,,,,17.97,16.91,18.49,-33.64,-6.78,19.65,7.24,51.10,19.14,17.48,25.30,-16.03,44.06,18.03,30.80,-3.27,-15.70,-12.19
RZ_sq,,,,13.81,,,,,,,,,,14.50,5.68,1.33,-0.57,-6.57,9.34,13.62,-15.81,0.31,-2.20,-4.27,5.53,3.84,-4.76,3.82,5.71,-15.12,-10.80
CRZ,,,-239000,-161000,,,,,,,,,1045000,885000,757000,639000,963000,1033000,864000,805000,533000,447000,381000,304000,362000,251000,213000,163000,168000,200000,227000
CRZ_yy,,,,,,,,,,,,,,,,,-7.85,16.72,14.13,25.98,-44.65,-56.73,-55.90,-62.24,-32.08,-43.85,-44.09,-46.38,-53.59,-20.32,6.57
CRZ_sy,,,,,,,,,,,,,,,,,-18.62,0.53,-2.81,-13.64,3.67,-4.76,-12.14,18.42,-0.27,-2.22,21.71,-1.11,-8.20,12.78,20.00
