,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200
ShareAmountCurrent,1439567000,1439567000,1439567000,1439567000,1439567000,1439567000,1439567000,1439567000,1439567000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000,4318701000
WKCurrent,19670,20450,20560,20560,0,20300,20870,20730,0,16920,17090,17300,0,16730,16770,18490,0,19720,19900,19600,0,19820,19930,19290,0,20540,20860,20630,20320,20880,21070,21080,20990,20980,21050,20440,20410,20750,20790,20540,20970,21460,21590,21460,21590,22020,21800,21340,21760,21820,21930,21450
CWKCurrent,620,600,590,590,,600,580,590,,720,710,710,,730,730,660,,620,610,620,,620,610,630,,590,580,590,600,580,580,580,580,580,580,600,600,590,590,590,580,570,570,570,570,550,560,570,560,560,560,570
WKGrahamCurrent,-16790,-17940,43280,-18680,0,-22190,-23790,-24350,0,1210,1740,1010,0,-1400,-2650,1600,0,760,1210,990,0,-230,280,-270,0,1610,2050,1420,860,1050,1520,1730,2210,1890,2260,380,-620,-1310,-1510,-1840,-1840,-1610,-1820,-1920,-2580,-2250,-2170,-2810,-2130,-1820,-1420,-1360
CWKGrahamCurrent,,,280,,,,,,,10080,7000,12030,,,,7600,,16100,10110,12370,,,44130,,,7560,5970,8570,14190,11570,8050,7070,5520,6460,5410,32229,,,,,,,,,,,,,,,,
PCurrent,44810,50830,57180,55830,60550,52700,57310,58620,61050,21280,21990,22970,24800,27260,29880,31620,29030,25590,22080,18900,19820,20090,20190,20390,22380,24640,26200,28110,26020,24860,25030,24270,24660,22940,21600,19590,18470,20960,19980,21100,23170,21530,22430,23940,23210,25280,26020,25300,26930,25890,27100,28220
CPCurrent,270,240,210,220,200,230,210,210,200,570,550,530,490,450,410,390,420,480,550,650,620,610,600,600,550,500,470,430,470,490,490,500,490,530,560,620,660,580,610,580,530,570,540,510,530,480,470,480,450,470,450,430
ZCurrent,9450,740,2740,760,790,-190,270,220,90,470,450,490,600,960,1130,1250,960,570,420,320,500,430,360,110,650,990,1200,1760,940,910,770,770,970,380,270,-570,-390,90,60,360,720,870,950,1350,1030,920,580,250,540,160,480,310
CZCurrent,1290,16520,4460,15950,15450,,44460,56470,129139,25900,27400,24990,20300,12750,10830,9790,12670,21230,29000,38510,24470,28060,33470,106870,18640,12390,10200,6930,13020,13430,15770,15930,12560,31800,45860,,,129139,197330,33770,17030,14050,12840,9050,11790,13290,20940,49520,22660,74840,25540,39320
ZOCurrent,11640,3920,5950,4500,4990,2650,2990,2300,1810,1070,790,1130,1130,1660,3080,4650,5000,3980,2910,1110,770,1400,1200,750,1400,1300,1610,2330,1310,1380,1260,1260,1430,800,510,-430,-190,530,430,790,1180,1330,1570,2029,1750,1600,1220,870,1190,790,1190,1000
CZOCurrent,1050,3110,2050,2710,2450,4600,4090,5310,6740,11390,15450,10750,10780,7340,3970,2630,2440,3060,4200,11020,15870,8710,10170,16180,8710,9410,7590,5230,9290,8830,9700,9710,8520,15190,23700,,,22870,28130,15440,10330,9150,7750,6020,6960,7630,10020,14030,10260,15530,10290,12150
EVCurrent,30330,32210,480,44000,12200,37330,36310,40520,12200,10790,7530,9120,12200,14220,17170,15840,12200,13940,14610,14400,12200,16620,16470,15270,12200,15180,15250,16129,17380,16690,17580,21920,21620,22680,21560,18390,18040,19270,19320,21120,21120,20630,22990,21780,22490,21280,21400,21070,21450,20150,22070,23850
EVPCurrent,680,630,10,790,200,710,630,690,200,510,340,400,490,520,570,500,420,540,660,760,620,830,820,750,550,620,580,570,670,670,700,900,880,990,1000,940,980,920,970,1000,910,960,1030,910,970,840,820,830,800,780,810,850
