,2007/Q4,2008/Q4,2009/Q4,2010/Q4,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent_qq,,,,,,4.50,2.97,0.35,2.01,-6.63,0.25,2.31,4.18,-2.95,-3.51,-3.26,-3.87,-8.42,-0.37,2.23,-0.60,-0.18,-5.06,1.85,-4.03,2.67,3.72,13.77,5.14,0.39,-2.57
CWKCurrent_sq,,,,,,-4.50,7.24,-8.41,-8.05,1.20,7.95,-2.44,1.77,3.17,3.49,-4.56,-3.23,-2.55,4.71,-3.61,-1.21,-2.43,10.36,-1.29,-4.58,-5.66,2.20,-3.31,-39.51,68.33,-0.25
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.65,0.65,-19.43,-21.74,-21.74,-21.74
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,-19.95,-2.23,,
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,-0.64,-0.64,-0.64,24.13,27.78,27.78,27.78
CPCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,7.26,7.50,-13.92,-15.99,-20.32,-10.31,-8.77
CPCurrent_qq,,,,,,,,,,,,,,,,,,,,,,,,,-0.64,,,24.93,2.28,,
CPCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,-3.70,,,-3.73,-8.66,,
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,27.47,-0.80,-11.81,-4.29,,,,-29.59,-27.35,6.31,83.39,-20.70,-11.00,-19.58,-22.85,43.17,44.15,36.04,23.88,0.51,-5.94,-9.52,-10.22,7.95,11.99,16.45,-3.58,-19.48,-17.31,-15.44
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,,-10.15,-18.07,-32.61,41.93,-7.30,19.89,16.26,-38.63,4.05,8.33,11.52,13.89,4.76,2.24,1.55,-7.59,-1.96,-1.65,0.76,11.11,1.70,2.27,-16.57,-7.21,4.44,4.58
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-21.55,0.80,13.40,4.48,,,,42.02,37.64,-5.93,-45.47,26.11,12.35,24.34,29.62,-30.15,-30.63,-26.50,-19.28,-0.51,6.32,10.52,11.38,-7.37,-10.71,-14.13,3.71,24.19,20.93,18.25
CZCurrent_sy,,-2.78,71.17,-33.33,-21.72,,,,1.83,11.96,17.44,-0.68,-0.95,-3.65,-6.25,-5.63,-3.54,-11.47,-8.66,0.69,12.03,49.38,36.62,33.02,2.66,-15.91,1.76,-7.71,-10.40,-15.17,-22.89
CZCurrent_qq,,,,,,11.30,22.05,48.38,-29.54,7.87,-16.59,-13.99,62.95,-3.90,-7.69,-10.33,-12.20,-4.55,-2.19,-1.52,8.21,2.00,1.67,-0.76,-10.00,-1.67,-2.22,19.86,7.77,-4.26,-4.39
CZCurrent_sq,,,,,,-3.39,-4.11,13.67,-3.29,6.21,0.58,-3.86,-3.56,3.32,-2.14,-3.22,-1.42,-5.18,0.96,6.70,9.68,26.44,-7.67,3.88,-15.35,3.57,11.74,-5.79,-17.83,-1.93,1.56
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,21.94,1.42,-1.24,-4.58,,,,-23.87,-20.55,-26.39,-22.74,-11.94,-4.19,5.45,17.46,35.69,39.06,36.49,28.78,-7.54,-16.01,-19.39,-19.35,16.85,25.18,30.21,7.58,-16.76,-15.46,-13.70
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,,-8.67,3.34,-7.18,-13.09,-4.69,-4.26,-2.58,-0.95,3.71,5.38,8.51,14.43,6.28,3.43,2.37,-17.84,-3.45,-0.73,2.42,19.04,3.42,3.26,-15.38,-7.89,5.04,5.40
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-17.99,-1.40,1.25,4.81,,,,31.35,25.86,35.84,29.43,13.56,4.37,-5.17,-14.86,-26.30,-28.09,-26.74,-22.35,8.15,19.05,24.05,23.99,-14.42,-20.11,-23.20,-7.04,20.13,18.29,15.88
CZOCurrent_sy,,8.07,33.22,-18.12,-27.67,,,,8.97,10.68,1.78,-7.33,-17.22,-9.22,-1.08,0.08,10.71,-9.15,-7.45,3.89,11.38,31.94,27.39,21.09,-1.14,-10.10,-5.78,-11.42,-10.67,-15.49,-17.03
CZOCurrent_qq,,,,,,9.49,-3.23,7.74,15.07,4.92,4.44,2.65,0.96,-3.57,-5.10,-7.84,-12.61,-5.91,-3.32,-2.32,21.71,3.58,0.74,-2.36,-16.00,-3.31,-3.16,18.18,8.56,-4.80,-5.13
CZOCurrent_sq,,,,,,1.51,0.28,2.33,4.62,3.10,-7.78,-6.83,-6.55,13.06,0.49,-5.74,3.38,-7.22,2.38,5.81,10.83,9.89,-1.15,0.57,-9.51,-0.07,3.61,-5.46,-8.74,-5.46,1.72
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,4.97,-18.12,-16.52,-16.22,,,,-22.43,-28.52,1.94,79.07,-20.85,-7.73,-19.74,-27.18,24.62,18.48,15.48,11.15,-6.79,-4.98,-12.93,-13.83,,6.77,21.20,11.99,2.65,3.01,-1.05
ROE_sy,,-9.96,-60.65,59.56,54.89,,,,-28.17,-27.80,-24.36,-21.70,12.46,5.89,12.11,5.47,-3.63,-0.24,-1.23,3.62,-18.76,-24.62,-16.24,-20.40,,5.61,-15.74,-8.90,-12.87,8.70,22.33
ROE_qq,,,,,,-6.02,-15.70,-32.34,44.71,-13.39,20.21,18.86,-36.04,0.96,4.57,7.83,9.46,-4.01,1.93,3.79,-8.21,-2.15,-6.60,2.72,6.53,4.47,6.02,-5.08,-2.36,4.84,1.85
ROE_sq,,,,,,0.04,-8.32,-1.00,-20.89,0.56,-3.96,2.49,13.62,-5.31,1.68,-3.58,3.82,-1.98,0.67,1.15,-18.60,-9.05,11.86,-3.88,5.10,-6.55,-10.75,3.92,0.52,16.58,0.44
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-4.49,-4.71,-17.28,-16.42,,,,-25.00,-28.85,9.76,89.66,-11.90,,-13.33,-23.64,24.32,24.32,23.08,16.67,-2.17,-4.35,-14.58,-12.24,2.22,11.36,14.63,9.30,,-2.04,2.13
ROA_sy,,-32.75,-38.34,17.65,72.14,,,,-25.31,-28.46,-21.77,-18.07,23.33,,6.19,9.74,-3.60,0.49,-6.80,-6.54,-22.43,-21.57,6.25,-5.00,18.07,20.00,-17.65,-5.26,,-10.42,10.71
ROA_qq,,,,,,-7.14,-21.15,-29.27,44.83,-11.90,21.62,22.22,-32.73,,5.41,7.69,9.52,,4.35,2.08,-8.16,-2.22,-6.82,4.88,6.98,6.52,-4.08,,-2.13,4.35,
ROA_sq,,,,,,10.79,-7.12,-4.03,-24.37,6.11,1.57,0.52,13.85,,1.48,3.88,,,-5.88,4.17,-17.00,-3.61,27.50,-6.86,3.16,-2.04,-12.50,,-7.78,3.61,
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,,,,,,,,,,,,,,,,,,,,,,,,16.08,24.35,29.42,33.46,6.33,8.04,10.25
OPM_sy,,,,,,,,,,,,,,,,,,,,,,,,,60.75,56.31,-16.70,-5.03,-17.63,-18.83,21.06
OPM_qq,,,,,,,,,,,,,,,,,,,,,,-3.45,-0.79,2.48,18.25,3.43,3.25,5.68,-5.79,5.09,5.37
OPM_sq,,,,,,,,,,,,,,,,,,,,,,-1.64,43.91,2.59,10.69,-4.35,-23.31,16.96,-3.99,-5.75,14.38
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,,,,,,,,,,,,,,,,,,,,,,,,7.30,11.28,15.75,19.76,2.85,5.61,8.02
ROS_sy,,,,,,,,,,,,,,,,,,,,,,,,,15.46,8.34,-23.50,-13.86,-21.81,-13.61,13.85
ROS_qq,,,,,,,,,,,,,,,,,,,,,,-1.88,-1.68,0.73,10.42,1.76,2.27,4.22,-5.16,4.48,4.60
ROS_sq,,,,,,,,,,,,,,,,,,,,,,-1.48,14.67,-2.99,5.35,-7.55,-19.03,9.23,-4.37,2.14,6.70
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-9.17,-2.75,-6.60,-17.17,,,,-18.29,-21.79,-24.36,-20.00,-2.99,6.56,13.56,16.67,18.46,21.54,23.88,21.43,-11.69,-15.19,-24.10,-21.18,13.24,23.88,26.98,22.39,2.60,-1.20,5.00
ROPA_sy,,-34.97,-33.78,30.20,55.67,,,,-25.17,-27.91,-19.46,-14.49,6.19,7.23,9.17,13.64,15.00,3.97,-6.87,-9.82,-30.43,-32.06,4.92,0.81,36.46,46.07,-13.28,2.40,-0.76,-6.92,13.51
ROPA_qq,,,,,,-4.88,,-3.85,-10.67,-8.96,-3.28,1.69,8.33,,3.08,4.48,10.00,2.60,5.06,2.41,-20.00,-1.47,-5.97,6.35,14.93,7.79,-3.61,2.50,-3.66,3.80,2.44
ROPA_sq,,,,,,7.95,,-5.03,-20.14,3.98,2.13,0.83,-0.83,,3.97,4.96,0.36,-5.07,-6.87,1.64,-22.58,-7.29,43.82,-2.34,4.80,-0.76,-14.62,15.32,1.56,-6.92,4.13
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,,,,,,,,,,,,,,,,,,,,,,,,-72.94,-71.93,-70.81,-69.81,-42.07,-40.51,-39.16
ZNPO_sy,,,,,,,,,,,,,,,,,,,,,,,,,-106.33,42.15,255.99,488.89,1995.11,-18.28,65.76
ZNPO_qq,,,,,,,,,,,,,,,,,,,,,,-1.96,-1.65,0.77,-72.15,1.69,2.28,4.23,-46.56,4.43,4.59
ZNPO_sq,,,,,,,,,,,,,,,,,,,,,,-26.09,-39.41,0.56,-114.04,1760.89,51.75,66.36,-54.80,-28.38,207.79
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,,,,,,,,,,,,,,,,,,,,,,,101.53,101.53,101.53,101.53,-89.45,-89.45,-89.45
ZFI_sy,,,,,,,,,,,,,,,,,,,,,,,,,258.86,51.23,108.92,128.32,-50.58,-83.66,-48.14
ZFI_qq,,,,,,,,,,,,,,,,,,,,,,,,,101.53,,,,-89.45,,
ZFI_sq,,,,,,,,,,,,,,,,,,,,,,,,,335.47,,,,-5.73,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,0.62,-0.99,,0.03,,,,0.24,-0.01,-0.47,-0.49,-0.73,-0.50,-0.61,-0.31,,-0.44,-0.45,-0.41,-0.31,-0.01,0.15,-0.15,-0.32,-0.32,0.52,0.22,0.29,0.47,-0.31
DTAR_sy,,1.70,-2.13,,1.14,,,,-0.91,-0.62,-0.21,-0.48,-0.46,-0.13,-0.69,-0.58,,-0.21,0.33,0.73,0.20,-0.29,-0.56,-0.81,-0.29,-0.30,-0.53,-0.37,-0.89,0.23,1.43
DTAR_qq,,,,,,0.06,0.41,-0.17,-0.06,-0.18,-0.05,-0.19,-0.30,0.04,-0.16,0.11,0.01,-0.40,-0.17,0.15,0.11,-0.10,-0.01,-0.15,-0.06,-0.10,0.83,-0.45,0.01,0.08,0.05
DTAR_sq,,,,,,-0.51,0.02,-0.15,-0.27,-0.22,0.42,-0.41,-0.25,0.12,-0.15,-0.30,0.16,0.08,0.39,0.10,-0.36,-0.41,0.11,-0.14,0.16,-0.42,-0.12,0.02,-0.37,0.71,1.07
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,10.98,-14.91,0.09,0.41,,,,3.66,-0.28,-7.04,-7.25,-10.24,-7.04,-8.59,-4.43,-0.07,-6.02,-5.94,-5.50,-4.14,-0.07,2.02,-1.87,-4.24,-4.14,7.53,2.92,3.99,6.28,-4.41
CG_sy,,20.38,-20.30,10.25,12.53,,,,-9.82,-6.39,-2.29,-4.92,-4.70,-1.31,-6.76,-5.72,-1.77,-2.11,3.01,7.64,2.11,-2.88,-5.54,-7.84,-2.90,-2.85,-5.08,-3.57,-8.21,2.29,15.41
CG_qq,,,,,,1.03,6.57,-2.68,-1.07,-2.81,-0.66,-2.90,-4.26,0.65,-2.31,1.52,0.11,-5.34,-2.23,2.00,1.55,-1.32,-0.18,-1.90,-0.89,-1.22,11.97,-6.11,0.14,0.96,0.70
CG_sq,,,,,,-5.82,0.17,-1.68,-2.78,-2.24,4.56,-4.32,-2.55,1.23,-1.20,-3.26,1.53,0.87,3.96,1.09,-3.68,-4.06,1.12,-1.37,1.48,-4.01,-1.21,0.21,-3.40,6.97,11.46
NetDebt,779946000000000,894928000000000,915150000000000,972566000000000,985529000000000,988086000000000,1027863000000000,1024450000000000,977569000000000,1024215000000000,970092000000000,946470000000000,892927000000000,913291000000000,928200000000000,977377000000000,883397000000000,960390000000000,958300000000000,956376000000000,959922000000000,953706000000000,978893000000000,965003000000000,948130000000000,959678000000000,1026988000000000,1008185000000000,1000052000000000,1011248000000000,1010330000000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,9.61,-0.72,3.73,18.44,,,,20.60,30.96,30.25,22.56,5.23,-7.07,-12.79,-12.93,-25.07,-25.87,-25.27,-24.41,-8.87,-4.99,4.86,0.33,-9.78,-17.17,-19.21,-18.07,-4.27,-0.11,-5.15
NetDebtEBITDA_sy,,66.25,-7.01,-13.30,-8.62,,,,4.50,11.78,8.78,-2.47,-8.72,-2.84,-9.29,-5.46,8.25,19.83,31.04,31.39,43.15,-5.51,-23.58,-18.71,-31.59,-8.46,14.08,-0.37,5.86,6.40,-9.08
NetDebtEBITDA_qq,,,,,,3.43,3.08,3.66,9.12,12.32,2.52,-2.46,-6.31,-0.80,-3.79,-2.62,-19.37,-1.87,-3.02,-1.49,-2.80,2.31,7.03,-5.74,-12.59,-6.07,4.40,-4.40,2.12,-1.99,-0.86
NetDebtEBITDA_sq,,,,,,-9.99,9.67,6.60,-0.69,-3.72,6.73,-4.43,-7.06,2.49,-0.36,-0.39,6.42,13.45,8.96,-0.13,15.95,-25.11,-11.88,6.25,-2.43,0.21,9.82,-7.21,3.67,0.72,-6.16
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,,,,,,,,,,,,,,,,,,,,,,,,-3.22,1.24,2.84,-3.39,-2.30,-8.47,-9.77
RN_sy,,,,,,,,,,,,,,,,,,,,,,,,,-2.04,-0.07,1.19,1.64,2.53,3.41,3.02
RN_qq,,,,,,,,,,,,,,,,,,,,,,-0.37,-3.60,2.58,-1.76,4.22,-2.09,-3.63,-0.65,-2.36,-3.49
RN_sq,,,,,,,,,,,,,,,,,,,,,,-1.68,-0.67,0.07,0.22,0.30,0.59,0.52,1.10,1.16,0.22
CRN,,,,,,,,,,,,,,,,,,,,,4520000,4534000,4701000,4585000,4666000,4478000,4573000,4749000,4778000,4895000,5066000
CRN_yy,,,,,,,,,,,,,,,,,,,,,,,,,3.23,-1.24,-2.72,3.58,2.40,9.31,10.78
CRN_sy,,,,,,,,,,,,,,,,,,,,,,,,,2.18,0.12,-1.26,-1.65,-2.44,-3.27,-2.95
CRN_qq,,,,,,,,,,,,,,,,,,,,,,0.31,3.68,-2.47,1.77,-4.03,2.12,3.85,0.61,2.45,3.49
CRN_sq,,,,,,,,,,,,,,,,,,,,,,1.76,0.77,-0.15,-0.20,-0.29,-0.62,-0.55,-1.00,-1.14,-0.30
CPZ,,,,,,,,,,,,,,,,,,,,,6454000,6410000,6653000,6491000,6610000,6332000,6473000,6770000,6833000,7007000,7241000
CPZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,2.42,-1.22,-2.71,4.30,3.37,10.66,11.86
CPZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,1.85,-0.62,-1.62,0.70,-1.54,-0.02,1.34
CPZ_qq,,,,,,,,,,,,,,,,,,,,,,-0.68,3.79,-2.43,1.83,-4.21,2.23,4.59,0.93,2.55,3.34
CPZ_sq,,,,,,,,,,,,,,,,,,,,,,1.69,0.39,-1.21,0.99,-0.77,-0.63,1.13,-1.26,0.76,0.72
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,,,,,,,,,,,,,,,,,,,,,,,,-2.29,0.95,2.76,-4.04,-3.13,-9.21,-10.54
RM_sy,,,,,,,,,,,,,,,,,,,,,,,,,-1.35,-0.42,0.32,-1.26,-1.05,-0.42,-0.74
RM_qq,,,,,,,,,,,,,,,,,,,,,,0.76,-3.61,2.36,-1.73,4.11,-1.88,-4.41,-0.80,-2.42,-3.31
RM_sq,,,,,,,,,,,,,,,,,,,,,,-1.77,-0.74,1.28,-0.11,-0.84,,-0.32,0.11,-0.21,-0.32
