,2008/Q4,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ZFI_sy,,-6.56,-8.76,,,,,34.18,48.70,,,-16.41,-12.47,-7.56,6.58,-27.16,-10.29,-10.46,-18.94,7.31,1.72,6.16,-8.62,-8.75,-2.27,-11.91,17.76,,,,,
ZFI_qq,,,,,18.91,,,,1.83,1.21,-27.71,29.20,9.64,-37.14,113.04,-41.18,-6.45,11.25,-7.12,32.22,15.44,-2.43,8.76,-7.56,-53.28,-55.96,65.63,,,,,
ZFI_sq,,,,,-25.57,,,,-17.51,-12.90,6.09,9.66,-13.62,-8.01,22.31,-25.05,6.39,-8.19,10.73,-0.78,0.85,-4.18,-4.69,-0.92,8.00,-13.63,27.42,,,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,33.95,-7.51,,,4.87,,0.10,,-6.88,-27.02,-32.89,,-23.80,37.00,44.09,43.23,21.79,-2.44,-3.68,-5.22,16.11,10.31,9.88,3.43,2.70,4.56,10.85,12.83,9.04,7.80,4.64
DTAR_sy,,-0.32,0.40,,,-1.60,,3.43,,4.06,-19.10,-10.61,,-4.96,3.60,5.51,8.47,-8.16,1.53,-1.66,4.25,13.05,18.46,23.15,16.66,-5.71,-6.29,-6.75,-14.83,5.82,-0.02,-4.97
DTAR_qq,,,,,,,-8.55,5.34,,,-28.33,-3.13,6.15,3.40,28.85,1.88,5.52,-12.08,3.22,0.59,3.83,7.70,-1.94,0.20,-2.26,6.94,-0.17,6.23,-0.52,3.36,-1.30,3.11
DTAR_sq,,,,,,,5.66,-2.51,,,-17.85,7.72,-5.49,13.65,-10.46,9.70,-2.84,-3.77,-1.00,6.26,2.99,4.35,3.74,10.47,-2.44,-15.66,3.09,9.92,-10.89,4.79,-2.60,4.48
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,123.24,-21.74,,,18.30,,6.05,,-16.20,-50.28,-61.85,,-49.21,112.92,138.83,158.07,65.29,-5.01,-9.18,-16.07,59.90,39.53,36.83,20.71,21.41,30.68,77.78,79.00,255.29,223.59,983.10
CG_sy,,-7.25,-0.09,,,0.76,,17.81,,5.77,-32.11,-25.43,,-9.54,16.43,4.84,19.63,3.44,16.43,11.62,9.25,12.33,-1.16,49.64,1.45,-15.53,5.73,-22.14,-2.28,12.20,2.93,1.57
CG_qq,,,,,,,-24.38,22.98,,,-55.13,-5.65,12.21,6.92,88.09,5.84,21.25,-31.52,8.09,1.19,12.05,30.47,-5.68,-0.77,-1.16,31.23,1.52,35.00,-0.48,160.48,-7.54,351.85
CG_sq,,,,,,,4.47,8.04,,,-32.95,18.68,-9.04,24.99,-13.70,6.86,3.79,8.07,-2.87,2.45,1.58,11.12,-14.53,55.11,-31.13,-7.48,6.97,14.23,-13.57,6.23,-1.86,12.72
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,23.58,-67.81,,,90.65,,1658.43,,0.80,-84.89,-62.86,,-11.17,743.14,76.39,39.64,-8.67,-45.44,-31.72,-41.88,223.90,119.40,144.77,128.44,19.65,74.60,99.64,126.07,-44.52,-57.94,70.72
LDER_sy,,39.55,-28.41,,,19.65,,6.56,,-2.39,-36.94,-6.32,,36.32,105.71,26.96,21.06,-12.35,-16.10,18.03,40.74,40.09,49.40,60.09,34.95,-3.91,16.53,-9.88,-11.68,3.39,1.86,13.44
LDER_qq,,,,,,,45.29,39.78,,,-78.22,243.50,48.35,-19.97,106.75,-28.14,17.44,-47.66,23.52,-10.07,-0.03,191.68,-16.33,0.33,-6.70,52.77,22.09,14.72,5.65,-62.51,-7.44,365.60
LDER_sq,,,,,,,-1.36,-3.37,,,-36.27,43.54,-14.30,73.89,-3.83,-11.41,-18.28,25.90,-7.95,24.63,-2.56,25.32,-1.83,33.55,-17.86,-10.77,19.06,3.28,-19.50,4.46,17.29,15.02
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,43.38,99.84,,,-50.10,,-91.58,,32.88,502.17,40.53,,-35.41,-85.04,-35.67,-13.39,14.01,93.08,58.80,91.02,-52.63,-41.08,-50.25,-52.18,-19.29,-43.64,-34.04,-37.85,312.53,383.56,284.72
PZAT_sy,,-19.62,13.18,,,-10.22,,2.51,,-3.12,15.09,0.33,,2.75,-17.48,-11.88,4.07,-8.11,6.13,-14.45,-13.68,4.92,-9.57,4.89,0.05,-40.42,-36.42,-24.58,-27.23,21.91,5.67,4.97
PZAT_qq,,,,,,,-46.11,38.91,,,144.20,-67.58,-33.18,22.11,-43.45,39.42,-10.04,60.74,-4.23,14.67,8.21,-60.14,19.12,-3.18,4.02,-32.72,-16.81,13.30,-1.99,346.55,-2.48,-9.86
PZAT_sq,,,,,,,-4.38,14.32,,,13.59,-0.34,-14.90,6.67,-8.78,6.42,0.50,-5.82,5.37,-14.22,1.40,14.46,-9.17,-0.51,-3.27,-31.83,-3.08,18.01,-6.67,14.20,-15.98,17.22
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,-21.96,8.62,,,1.94,,37.78,,1.10,-0.51,47.62,,62.02,-16.83,-36.24,-37.54,-30.02,-11.35,-6.28,-7.73,1.99,-2.95,7.62,11.02,-5.12,14.15,2.98,7.96,-69.91,-72.83,-84.10
PELDR_sy,,-4.02,21.41,,,-8.49,,-2.86,,-0.14,-1.13,5.42,,3.26,-8.14,-3.47,-4.08,-3.11,9.96,-2.38,-1.10,2.08,-10.18,-3.52,-4.41,-3.69,1.26,-1.62,3.10,1.27,7.02,1.55
PELDR_qq,,,,,,,52.53,-21.72,,,50.11,16.15,-1.47,-5.68,-22.94,-10.97,-3.47,5.67,-2.39,-5.87,-4.96,16.80,-7.12,4.38,-1.96,-0.18,11.75,-5.84,2.79,-72.18,0.93,-44.92
PELDR_sq,,,,,,,7.56,-6.08,,,6.50,0.13,-1.50,-1.70,-5.26,5.23,-2.11,-0.71,7.52,-6.58,-0.84,2.48,-5.39,0.35,-1.75,3.25,-0.52,-2.51,2.96,1.42,5.12,-7.49
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-35.23,-12.73,,,2.17,,61.08,,11.37,2.06,27.36,,45.34,1.65,-29.28,-37.87,-27.97,-16.74,-5.34,-4.84,11.59,5.52,10.45,14.23,-7.01,7.51,-9.00,-1.66,-76.83,-78.25,-86.02
TSF_sy,,-3.83,-12.51,,,10.93,,-6.44,,5.25,0.80,5.20,,0.26,4.93,6.07,-0.04,1.45,-4.12,-0.75,-0.04,1.43,-0.53,-8.92,-3.04,1.07,3.73,9.94,4.03,-4.21,-6.24,-6.01
TSF_qq,,,,,,,36.15,-2.10,,,24.77,22.18,4.90,-9.11,-12.73,-15.00,-7.85,5.39,0.87,-3.37,-7.36,23.58,-4.62,1.14,-4.19,0.61,10.27,-14.39,3.54,-76.29,3.51,-45.00
TSF_sq,,,,,,,6.41,-6.12,,,1.91,-2.03,3.79,-3.24,6.65,-0.97,-2.19,-1.80,0.79,2.52,-1.50,-0.35,-1.15,-6.13,4.86,3.87,1.45,-0.51,-0.77,-4.36,-0.70,-0.26
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-4.92,-27.67,,,5.08,,16.24,,2.44,-25.62,-41.79,,-31.46,64.87,58.49,42.53,25.00,-8.64,-2.67,-2.39,27.17,20.65,12.96,6.47,0.49,-2.09,-1.66,3.21,19.18,26.19,36.91
ZKO_sy,,17.37,-15.40,,,-13.28,,1.42,,1.92,-9.43,0.19,,-0.61,24.12,-6.13,-6.76,-1.25,-16.37,6.79,10.78,13.32,28.98,16.78,12.40,0.83,3.36,18.67,2.70,8.60,-1.32,-15.66
ZKO_qq,,,,,,,-16.56,28.88,,,-39.41,0.86,12.19,-0.02,45.74,-3.05,0.89,-12.31,6.52,3.28,1.18,14.24,1.06,-3.31,-4.64,7.83,-1.53,-2.89,0.09,24.51,4.26,5.37
ZKO_sq,,,,,,,-4.66,5.94,,,-15.27,17.19,-2.40,2.56,5.81,-11.37,-3.07,8.63,-10.39,13.17,0.56,11.12,1.99,2.46,-3.21,-0.32,4.55,17.64,-16.23,5.41,-5.01,0.55
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-31.26,6.40,,,-7.05,,-6.16,,3.33,6.42,18.69,,14.64,-13.19,-13.77,-20.47,-10.54,-0.12,2.18,6.89,-15.58,-12.25,-11.61,-11.33,-13.27,-16.83,-30.62,-28.56,-52.52,-47.49,-84.95
OSF_sy,,7.42,1.68,,,2.04,,1.13,,-4.40,-0.65,-2.98,,0.71,-1.90,-8.18,-3.24,1.24,4.87,7.48,4.84,-0.63,-4.01,-4.52,-5.75,-4.10,-1.37,2.38,0.92,-5.78,-1.11,-1.96
OSF_qq,,,,,,,13.04,-11.73,,,16.42,-1.56,-0.31,0.35,-11.84,-2.22,-8.06,12.87,-1.57,0.04,-3.82,-10.85,2.31,0.76,-3.52,-12.80,-1.88,-15.95,-0.66,-42.05,8.51,-75.91
OSF_sq,,,,,,,-3.96,3.76,,,-0.20,1.33,-3.03,2.69,-2.79,-5.15,2.19,7.44,0.71,-2.80,-0.32,1.83,-2.72,-3.32,-1.60,3.61,0.06,0.36,-3.01,-3.27,5.03,-0.50
NetDebt,149223000000,143880000000,156739000000,166310000000,,178421000000,159451000000,220087000000,,211074000000,131143000000,163014000000,191078000000,185627062000,403661000000,416976049000,509112734000,434629298000,476953220000,509701238000,605187898000,717402339000,685008451000,699532234000,691518955000,809738592000,801302459000,754681626000,773202684000,797145268000,784176413000,787444511000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,12.28,-48.89,,,-4.39,,7.39,,-6.04,-33.04,-35.98,,-27.88,128.35,66.51,57.80,25.29,-28.25,-16.11,-9.52,56.29,35.70,50.24,41.69,361.23,848.53,718.87,196.82,15.77,-41.75,-327.54
NetDebtEBITDA_sy,,19.69,-15.68,,,30.96,,34.11,,-1.43,-19.09,-18.57,,-0.91,9.47,30.84,38.27,5.44,9.15,-14.06,-12.55,-5.73,-3.22,4.64,-3.72,-6.51,-11.83,-13.39,-14.73,12.32,19.96,-2.46
NetDebtEBITDA_qq,,,,,,,-15.99,29.60,,,-40.13,23.90,11.04,-12.44,89.56,-9.65,5.23,-30.48,8.56,5.63,13.49,20.09,-5.74,16.95,7.03,290.91,93.85,0.96,-61.20,52.48,-2.47,-494.40
NetDebtEBITDA_sq,,,,,,,11.47,7.83,,,-8.51,8.52,-4.55,4.56,1.07,29.70,0.87,-20.26,4.64,2.12,2.63,-14.04,7.42,10.41,-5.57,-16.54,1.32,8.46,-7.03,9.94,8.21,-11.82
DebtFin,23319000000,17611000000,26881000000,35452000000,,42884000000,20770000000,62133000000,,55989000000,-2788000000,54736000000,91149000000,17611149000,71591000000,73542634000,73056389000,6494558000,32520353000,105077231000,165981669000,173851651000,168900684000,157837635000,150086256000,117111456000,168896160000,175403899000,203415375000,222071833000,223777052000,230035035000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-12.05,-28.38,,,33.99,,42.22,,3.70,-110.92,-23.86,,-74.21,2006.29,-12.54,-52.53,-80.27,-72.42,-1.94,72.94,2435.26,390.77,64.44,12.12,175.27,710.86,743.49,259.79,123.01,-21.14,-385.99
DebtFinEBITDA_sy,,285.68,78.26,,,214.75,,63.49,,19.06,84.75,69.82,,-47.99,-37.01,-1.10,-0.96,42.69,13.50,-24.67,-33.35,-11.11,52.18,44.80,47.12,26.73,-11.39,-51.95,-25.45,-0.07,50.56,82.15
DebtFinEBITDA_qq,,,,,,,-54.47,180.89,,,-104.80,2058.23,57.75,-82.59,254.39,-10.15,-14.39,-92.76,395.44,219.42,50.98,6.11,-4.09,7.03,2.95,160.49,182.51,11.33,-56.09,61.46,-0.10,-503.75
DebtFinEBITDA_sq,,,,,,,-43.88,12.08,,,-12.92,3.03,16.24,-50.12,5.45,61.78,16.39,-28.14,-16.13,7.37,2.98,-4.16,43.60,2.16,4.63,-17.44,0.41,-44.60,62.33,10.67,51.28,-32.98
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-27.69,47.09,,,-11.54,,-19.26,,0.88,43.07,103.90,,67.27,-47.35,-45.60,-44.20,-28.44,9.32,5.01,9.51,-33.61,-27.27,-21.75,-16.72,-13.70,-15.06,-29.45,-30.78,-60.15,-58.40,-89.01
SP1_sy,,-7.55,4.38,,,17.07,,-2.68,,-5.42,10.55,-1.20,,-0.90,-19.86,3.03,3.47,-2.27,8.98,-12.84,-9.69,-6.43,-22.12,-15.85,-10.24,1.59,8.13,0.62,-3.12,-8.58,-4.42,3.57
SP1_qq,,,,,,,35.48,-31.50,,,92.16,-2.39,-11.16,0.37,-39.51,0.84,-8.86,28.72,-7.59,-3.14,-4.95,-21.96,1.24,4.21,1.15,-19.13,-0.36,-13.44,-0.75,-53.44,4.01,-77.13
SP1_sq,,,,,,,3.80,-2.75,,,21.32,-13.09,-5.12,-0.94,-1.89,11.74,-4.72,-6.44,9.41,-10.63,-1.27,-3.07,-8.93,-3.44,5.31,9.69,-3.06,-10.15,1.39,3.51,1.35,-2.63
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-21.96,8.62,,,1.94,,37.78,,1.10,-0.51,47.62,,62.02,-16.83,-36.24,-37.54,-30.02,-11.35,-6.28,-7.73,1.99,-2.95,7.62,11.02,-5.12,14.15,2.98,7.96,-69.91,-72.83,-84.10
SP2_sy,,-2.48,21.55,,,-7.05,,-1.89,,-3.85,1.59,2.98,,0.09,-17.29,-1.14,-7.67,-1.17,7.77,-3.12,-1.61,3.85,-6.69,-6.80,-1.13,-2.52,0.39,-1.00,-1.15,-0.23,4.86,3.01
SP2_qq,,,,,,,52.53,-21.72,,,50.11,16.15,-1.47,-5.68,-22.94,-10.97,-3.47,5.67,-2.39,-5.87,-4.96,16.80,-7.12,4.38,-1.96,-0.18,11.75,-5.84,2.79,-72.18,0.93,-44.92
SP2_sq,,,,,,,9.95,-9.91,,,16.17,-8.67,1.25,-6.82,-4.00,9.16,-5.44,-0.26,4.69,-1.88,-3.97,5.27,-5.93,-1.99,1.87,3.79,-3.12,-3.35,1.71,4.76,1.82,-5.05
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,63.60,-35.66,,,40.00,,109.96,,39.29,44.02,71.92,,419.23,-64.26,51.43,80.06,-31.48,40.57,-13.63,-45.99,-30.45,-37.51,-17.22,52.19,50.35,109.97,91.85,33.55,-64.79,-69.86,-71.79
CAR_sy,,-28.06,-14.43,,,-22.72,,-66.88,,19.15,-11.73,25.85,,-10.11,-1.46,66.02,-17.37,36.33,54.49,35.09,26.54,3.76,-7.74,-18.75,19.55,-8.04,6.36,-22.03,-34.28,-8.11,-31.44,-9.07
CAR_qq,,,,,,,547.02,-75.76,,,569.02,-71.06,-19.76,234.25,-53.95,22.61,-4.59,27.20,-5.53,-24.67,-40.34,63.79,-15.11,-0.20,9.68,61.80,18.55,-8.82,-23.65,-57.34,1.47,-14.63
CAR_sq,,,,,,,16.44,-51.06,,,-13.73,-30.22,55.64,-4.05,-5.43,17.56,-22.54,58.30,7.17,2.79,-27.44,29.81,-4.70,-9.48,6.76,-0.15,10.23,-33.64,-10.01,39.60,-17.76,-11.98
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,0.70,18.45,,,1.06,,27.02,,-0.73,1.85,64.64,,77.35,-14.52,-43.45,-48.62,-34.25,-11.30,-5.39,-6.63,1.02,-2.71,7.08,12.91,-2.59,21.33,8.75,10.40,-42.69,-52.58,-50.60
QR_sy,,0.74,-8.19,,,-9.38,,-20.19,,4.29,0.62,4.92,,16.28,0.03,-1.73,-11.48,-13.52,2.19,10.80,12.39,-2.89,-6.58,-13.36,-7.97,23.30,23.12,3.24,1.22,-8.56,-2.46,-7.21
QR_qq,,,,,,,44.69,-17.78,,,48.45,32.91,7.97,-16.75,-28.45,-12.08,-1.90,6.53,-3.46,-6.23,-3.18,15.26,-7.03,3.21,2.10,-0.57,15.80,-7.50,3.65,-48.38,-4.19,-3.63
QR_sq,,,,,,,5.64,-5.44,,,1.92,-1.40,7.97,7.16,-12.32,-3.13,-2.75,4.69,3.61,5.04,-1.36,-9.54,-0.34,-2.58,4.78,21.21,-0.49,-18.31,2.73,9.49,6.16,-22.29
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-21.03,16.99,,,1.87,,27.98,,1.43,3.48,69.47,,76.55,-13.65,-44.18,-48.41,-34.40,-11.82,-4.94,-6.52,1.85,-2.48,7.80,14.00,-1.33,22.05,8.26,10.00,-43.33,-52.66,-51.21
CR_sy,,-0.32,4.61,,,-11.22,,-13.72,,0.62,-2.68,7.22,,11.32,-10.19,-1.43,-11.94,-9.05,11.75,5.35,2.73,4.14,-5.90,-4.02,-10.40,7.44,12.27,-5.61,12.79,-8.36,-8.90,6.29
CR_qq,,,,,,,44.55,-17.57,,,47.47,35.00,6.16,-16.46,-27.88,-12.74,-1.89,6.23,-3.05,-5.92,-3.52,15.74,-7.17,3.99,2.03,0.18,14.82,-7.76,3.68,-48.39,-4.08,-4.92
CR_sq,,,,,,,12.36,-14.11,,,8.67,-5.37,14.22,-5.23,-12.33,3.86,2.04,-2.12,7.72,-2.09,-0.49,-0.77,-2.66,-0.13,-7.11,18.99,1.72,-16.04,11.00,-3.33,1.12,-2.05
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,57.74,18.64,,,-6.45,,32.00,,73.31,50.12,137.58,,170.42,-52.59,-1.68,5.28,-28.41,8.64,-19.41,-40.10,-33.91,-34.42,-0.77,40.04,50.57,107.90,52.82,24.24,-55.77,-63.20,-63.44
PP_sy,,-26.39,-13.58,,,-17.95,,-58.14,,27.58,-4.60,49.85,,17.49,2.73,10.91,-23.32,-3.02,59.02,42.16,11.94,-0.22,-15.65,-0.62,20.18,27.58,8.39,-7.72,-9.94,-20.57,-41.88,-33.08
PP_qq,,,,,,,285.31,-67.90,,,233.74,-49.20,-8.27,73.86,-41.49,5.36,-1.76,18.23,-11.22,-21.84,-26.98,30.42,-11.90,18.27,3.05,40.24,21.64,-13.07,-16.22,-50.08,1.22,-13.64
PP_sq,,,,,,,24.46,-46.67,,,-6.93,-16.23,32.73,13.53,-18.63,-9.55,-8.24,43.60,33.42,-19.14,-27.74,28.01,12.78,-4.73,-12.62,35.89,-4.18,-18.89,-14.72,19.85,-29.88,-6.61
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,1.89,33.39,,,-0.31,,20.75,,-15.48,-19.29,56.29,,70.90,5.10,-48.03,-53.28,-33.57,-12.72,-0.07,4.62,9.93,2.99,5.82,3.04,-11.75,8.08,5.98,13.98,-35.40,-46.70,-45.93
RCLR_sy,,16.63,0.21,,,15.28,,-11.60,,-11.83,-11.88,3.04,,-2.67,-2.78,-19.58,-14.38,1.47,-5.65,16.59,3.67,-20.00,-19.08,-22.30,-23.89,13.48,32.34,4.60,25.04,-11.26,-17.30,-10.00
RCLR_qq,,,,,,,28.35,-12.01,,,22.57,70.38,10.92,-26.22,-24.62,-15.75,-0.28,4.90,-0.97,-3.54,4.40,10.22,-7.22,-0.88,1.65,-5.60,13.63,-2.81,9.33,-46.50,-6.23,-1.42
RCLR_sq,,,,,,,3.56,-5.50,,,3.50,10.50,-0.83,-14.18,3.38,-8.59,5.58,1.70,-3.87,12.95,-6.12,-21.52,-2.76,8.45,-8.04,17.02,13.39,-14.27,9.93,-16.95,5.68,-6.71
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-727.06,45.31,,,14.56,,123.40,,20.70,9.73,805.24,,481.19,-56.67,-99.50,-103.55,-88.77,-89.53,-2116.67,-406.90,28.25,-189.06,152.07,151.02,-19.23,1571.93,330.16,215.11,-1408.23,-476.76,-739.48
KP_sy,,-31.55,78.00,,,-9.12,,-13.19,,-25.93,-7.87,20.67,,26.68,-41.65,-18.63,2.59,19.43,95.44,31.71,0.48,-2.43,-34.63,-23.02,-31.25,1.65,9.17,-22.67,-1.97,-15.30,1.48,17.96
KP_qq,,,,,,,295.59,-79.22,,,370.63,71.42,1.49,-19.04,-69.23,-98.04,-825.00,356.32,-71.30,-478.12,-82.23,164.85,-119.93,321.05,78.57,2.67,263.20,-35.40,30.81,-526.23,-4.60,-9.65
KP_sq,,,,,,,31.37,-33.99,,,63.39,-13.54,4.76,-14.40,-24.73,20.55,32.07,-0.34,23.17,-18.76,0.75,-3.22,-17.48,-4.33,-10.03,43.10,-11.37,-32.23,14.06,23.64,6.18,-21.23
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-624.80,52.54,,,26.98,,124.83,,8.92,39.51,880.27,,507.69,-49.67,-99.44,-103.91,-89.02,-92.42,-1700.00,-338.60,32.81,-220.00,210.16,298.40,-11052.94,-157469.06,-26536.17,-9764.11,1135.82,396.85,651.61
PKKO_sy,,-27.70,-19.15,,,3.23,,-25.03,,-11.53,35.79,18.28,,-133.25,-125.74,-38.06,4466.67,131.68,115.22,-108.45,308.40,-72.83,-2348.57,-441.46,-64.67,-3634.04,106.54,269.37,-194.71,16.92,-861.17,-277.79
PKKO_qq,,,,,,,309.55,-77.66,,,420.98,56.97,1.25,-20.08,-60.38,-98.27,-812.50,324.56,-72.66,-465.71,-95.31,168.00,-124.71,435.71,251.77,-3854.03,-255.42,43.68,-28.60,502.36,1.86,4.66
PKKO_sq,,,,,,,-29.09,0.61,,,8.83,-12.37,-100.38,-9000.00,15.75,310.87,-72.99,-33.97,-59.54,-217.14,1404.88,-95.61,-3448.94,71.79,185.14,-539.42,106.20,630.10,-147.61,-285.47,43.19,-70.54
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-38.42,-20.99,,,16.78,,13.48,13.37,11.99,8.98,1.41,-1.65,-2.03,0.67,8.21,10.65,11.01,8.75,4.85,-2.24,-5.03,-3.39,-6.83,-2.54,-16.15,-24.10,-22.18,-15.50,2.54,17.65,26.69
RN_sy,,0.52,-4.70,,,-7.59,,9.75,1.64,10.00,2.83,0.61,0.39,-7.82,-11.73,-6.16,1.70,7.10,13.80,2.21,-0.12,0.90,4.15,11.16,6.52,-12.18,-15.51,-16.87,-17.68,-3.36,1.24,3.73
RN_qq,,,,,4.21,2.93,2.18,3.54,4.11,1.67,-0.57,-3.65,0.97,1.28,2.17,3.57,3.24,1.60,0.09,-0.14,-3.74,-1.30,1.83,-3.71,0.70,-15.08,-7.83,-1.27,9.34,3.06,5.75,6.31
RN_sq,,,,,7.49,-1.54,3.03,0.65,-0.46,6.57,-3.68,-1.52,-0.68,-2.16,-7.76,4.69,7.65,3.03,-1.99,-5.97,5.19,4.08,1.17,0.35,0.81,-14.19,-2.67,-1.27,-0.18,0.74,1.97,1.16
CRN,42000,68000,86000,79000,76000,74000,72000,70000,67000,66000,66000,69000,68000,67000,66000,63000,61000,60000,60000,60000,63000,64000,62000,65000,64000,76000,82000,83000,76000,74000,70000,66000
CRN_yy,,61.90,26.47,,,-13.95,,-11.39,-11.84,-10.81,-8.33,-1.43,1.49,1.52,,-8.70,-10.29,-10.45,-9.09,-4.76,3.28,6.67,3.33,8.33,1.59,18.75,32.26,27.69,18.75,-2.63,-14.63,-20.48
CRN_sy,,,5.15,,,7.69,,-9.15,-1.97,-9.09,-2.67,-0.67,-0.67,8.57,,6.76,-1.35,-6.58,-10.46,-15.19,-6.16,-1.41,2.19,-2.24,-5.84,14.29,17.14,19.08,22.48,3.75,-1.22,2.56
CRN_qq,,,,,-3.80,-2.63,-2.70,-2.78,-4.29,-1.49,,4.55,-1.45,-1.47,-1.49,-4.55,-3.17,-1.64,,,5.00,1.59,-3.12,4.84,-1.54,18.75,7.89,1.22,-8.43,-2.63,-5.41,-5.71
CRN_sq,,,,,-7.32,1.32,-2.60,-0.67,,-6.04,,1.37,,2.70,0.66,3.27,-7.59,-2.74,,,2.24,2.19,,-6.43,-1.53,24.03,2.50,-4.88,1.28,5.06,-2.41,-1.23
CPZ,73000,117000,111000,105000,101000,98000,88000,79000,76000,80000,86000,77000,67000,58000,59000,69000,78000,81000,83000,84000,86000,85000,83000,85000,83000,102000,108000,108000,95000,105000,116000,126000
CPZ_yy,,60.27,-5.13,,,-11.71,,-24.76,-24.75,-18.37,-2.27,-2.53,-11.84,-27.50,-31.40,-10.39,16.42,39.66,40.68,21.74,10.26,4.94,,1.19,-3.49,20.00,30.12,27.06,14.46,2.94,7.41,16.67
CPZ_sy,,3.49,,,,6.18,,8.99,-4.50,-1.59,9.34,2.06,-1.57,-0.54,-5.03,-7.07,0.53,4.32,-3.17,-3.26,-7.41,-8.81,,3.37,6.29,19.89,11.83,9.78,6.45,-1.90,0.48,
CPZ_qq,,,,,-3.81,-2.97,-10.20,-10.23,-3.80,5.26,7.50,-10.47,-12.99,-13.43,1.72,16.95,13.04,3.85,2.47,1.20,2.38,-1.16,-2.35,2.41,-2.35,22.89,5.88,,-12.04,10.53,10.48,8.62
CPZ_sq,,,,,12.36,-5.50,-3.70,6.59,-1.55,-2.62,6.99,-0.50,-5.05,-1.60,2.16,-2.65,2.72,2.12,-5.18,-2.73,-1.69,0.57,5.68,-1.08,1.09,13.44,-1.42,,-1.98,4.55,0.97,-3.35
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,1186.24,540.66,,,-66.39,,-67.82,-68.06,-60.52,-69.63,-73.33,-70.91,-46.53,-23.15,26.15,11.18,14.41,22.66,6.57,5.10,-6.55,-33.16,-56.65,-78.95,,,,,,,
RZ_sy,,26.30,-15.27,,,-0.59,,-0.67,-0.52,16.32,-16.45,-5.74,-30.57,-25.02,3.23,-0.03,58.82,109.54,46.58,-5.60,-33.70,-38.21,-24.13,0.67,-8.67,,,,,,,
RZ_qq,,,,,4.41,-54.86,-12.06,-22.37,3.64,-44.19,-32.35,-31.84,13.06,2.57,-2.78,11.88,-0.35,5.55,4.24,-2.80,-1.73,-6.15,-25.44,-36.95,-52.27,,,,,,,
RZ_sq,,,,,-5.70,-11.21,13.64,4.40,-5.56,3.82,-18.38,17.78,-30.44,12.12,12.38,14.06,10.51,47.93,-21.39,-26.55,-22.39,37.87,-3.47,-2.53,-29.59,,,,,,,
