,2006/Q4,2007/Q4,2008/Q4,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RBS_sq,,,,,-3.87,7.73,-7.48,-3.71,-12.00,-23.76,-8.43,17.22,-9.70,6.85,-19.11,-7.47,-0.49,-3.97,13.62,31.49,-2.37,8.63,3.26,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-61.67,94.27,-82.80,,,,133.57,76.70,-140.87,,-615.60,-570.05,-2007.06,,48.93,49.27,66.95,73.80,22.42,84.10,17.57,-17.04,108.83,128.26,128.89,135.73,823.73,1707.69,497.87,405.29,32.48,-1.56,-25.62,-45.86,-29.09,-42.36,-23.76
ROPA_sy,,36.48,-7.61,-3.22,,,,-32.65,-19.21,-12.61,,-2.28,-34.59,-6.66,,-60.21,-56.04,-55.14,-46.45,39.85,62.99,-15.66,-42.71,25.00,61.17,136.86,322.22,12.73,12.50,-5.67,-14.25,-12.41,-13.33,-22.76,-37.85,-33.14,-55.94,-95.03
ROPA_qq,,,,,47.14,0.97,,,11.31,-123.35,,,-1.48,-4.68,3.69,50.09,-0.81,31.80,23.65,-47.79,79.34,-253.62,-8.40,111.15,-33.90,261.54,34.04,188.36,29.36,19.57,13.29,-24.40,-3.88,-9.65,-17.54,-0.97,-21.88,19.50
ROPA_sq,,,,,-7.68,-21.36,,,10.74,-14.94,,,-25.88,21.39,-23.89,-41.90,-18.09,23.88,-9.16,51.72,-4.55,-35.90,-38.29,231.02,23.08,-5.80,10.01,-11.62,22.83,-21.01,,-9.72,21.53,-29.60,-19.54,-2.88,-19.92,-92.06
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-68.82,1402.39,-97.14,,,,203.41,121.67,-1125.10,-1627.30,134282.75,-6098.91,-43.80,-255.93,-101.99,82.06,52.20,51.43,-1.05,10.23,21.09,87.53,119.83,105.84,116.85,163.53,-60.78,188.25,95.15,61.34,223.24,300.10,19.94,21.11,-14.13,-55.15,-12.74
ZNPO_sy,,-95.82,1624.05,-20.65,,,,48.45,-62.76,-27.87,-187.47,58.84,157.41,-16.02,207.91,-75.08,-13.77,14.14,-61.65,25.64,-3.11,-27.85,-53.07,-29.04,20.62,38.27,201.03,124.05,30.67,58.82,-86.31,-78.83,26.12,-29.76,494.01,366.53,-41.64,5.62
ZNPO_qq,,,,,-2463.90,134.89,-45.90,-32.00,68.84,-1750.43,19.39,6082.96,-107.54,60.44,-99.51,66.55,32.06,-5.44,-102.72,30.41,39.65,7.31,67.98,210.73,-82.24,167.65,20.72,-31.64,30.50,81.21,-0.20,36.96,61.53,-45.68,0.78,-2.90,-15.62,5.67
ZNPO_sq,,,,,19.18,30.29,28.41,-25.55,-70.11,152.35,-255.73,235.21,-51.55,-17.67,100.11,-68.77,67.60,8.98,-32.77,2.31,29.25,-18.85,-56.27,54.73,119.69,-6.98,-4.79,15.16,28.14,13.05,-91.79,78.05,663.45,-37.04,-30.59,39.84,-4.50,13.96
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,42.40,203.96,,,,,,,,-2540.51,3317.08,45.59,165.02,321.52,,,,,,,,,,,,,,-31.88,10.96,-5.17,-36.33,0.38,-60.76,17.60,80.28,24.80,151.21
ZFI_sy,,-33.11,5.00,,,,,,,,-33.48,8.23,124.38,28.24,26.58,,,,,,,,,,,,,,-43.13,-79.93,-50.95,-40.90,-100.82,26.78,437.01,607.10,3296.05,88.88
ZFI_qq,,,,,,,,429.75,798.33,-26.05,-169.35,841.73,-61.73,34.60,-42.03,,,,,,,,,,,-30.00,7.87,3.89,-13.17,14.02,-7.81,-30.24,36.89,-55.42,176.26,6.94,-5.24,-10.27
ZFI_sq,,,,,,,,-29.52,-40.44,38.55,14.37,14.67,23.47,-20.81,12.89,,,,,,,,,,,-48.26,-50.94,3.34,116.79,-81.74,19.91,24.51,-103.02,2915.79,407.90,63.94,-86.37,66.41
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-3.38,-4.95,-4.96,,,,0.12,0.67,8.47,,27.99,28.23,24.29,,12.29,11.74,6.19,-4.38,-6.64,-17.39,-12.71,-3.58,8.83,22.03,16.05,15.62,-1.57,-2.96,-3.79,-4.78,-4.97,-4.64,-4.33,-6.08,-5.89,-5.05,-68.11
DTAR_sy,,-4.09,-5.49,-2.91,,,,-3.07,-1.93,-4.03,,0.02,12.82,10.45,,1.71,-14.66,-8.02,6.77,-3.77,5.85,14.25,5.12,-4.15,0.69,-8.12,-0.96,7.99,-4.81,1.42,-10.24,1.16,4.84,3.59,6.74,2.34,14.01,5.87
DTAR_qq,,,,,0.27,-0.30,,,0.82,7.43,,,1.01,4.13,0.74,5.98,0.51,-1.04,-9.29,3.47,-11.06,4.56,0.21,16.79,-0.27,-0.57,-0.16,-0.58,-1.68,-1.43,-1.19,-0.77,-1.34,-1.10,-2.99,-0.57,-0.46,-66.79
DTAR_sq,,,,,-11.37,2.77,,,-10.32,0.58,,,1.16,-1.54,-8.05,11.06,-15.12,6.11,6.74,0.09,-6.63,14.53,-1.79,-8.74,-1.91,4.51,5.87,-0.50,-13.53,11.34,-6.30,12.13,-10.39,10.02,-3.45,7.52,-0.17,2.16
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-41.02,-16.71,-15.00,,,,0.32,2.01,30.73,,183.54,196.51,235.62,,295.18,314.06,128.50,-33.41,-63.34,-85.16,-76.44,-23.94,397.71,886.16,547.83,438.16,-46.87,-57.61,-58.74,-57.84,-53.42,-43.65,-36.91,-42.40,-41.42,-34.73,-94.99
CG_sy,,-12.92,-9.76,-7.02,,,,-5.86,1.84,4.70,,3.54,25.37,-2.26,,-16.73,-39.66,-18.34,-1.79,-7.56,24.71,5.14,0.45,-2.65,-13.44,-3.60,-2.07,-6.31,-8.12,-0.64,-5.23,-16.10,-8.97,6.77,25.42,32.40,14.30,4.68
CG_qq,,,,,0.79,-0.92,,,2.50,26.96,,,7.18,43.71,7.48,138.70,12.31,-20.69,-68.68,31.42,-54.53,25.86,1.13,759.99,-9.91,-17.32,-15.99,-15.10,-28.13,-19.51,-14.17,-6.19,-13.05,-9.89,-21.63,-4.59,-3.13,-93.08
CG_sq,,,,,-24.38,5.56,,,-18.19,8.52,,,-0.93,-15.39,-15.85,18.06,-28.20,14.50,1.19,11.13,-3.14,-3.47,-3.32,7.69,-13.88,7.51,-1.78,3.03,-15.54,16.25,-6.32,-8.79,-8.36,36.36,10.05,-3.72,-20.89,24.88
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-45.62,-22.25,-0.71,,,,-1.19,-0.61,17.99,,166.43,179.39,225.13,,266.84,286.29,125.49,-27.20,-55.76,-82.15,-72.76,-18.79,445.48,990.55,645.88,508.74,-46.70,-57.92,-60.14,-58.41,-54.66,-44.49,-35.80,-42.02,-40.74,-34.64,-95.61
LDER_sy,,-0.48,16.26,43.09,,,,1.08,42.62,33.34,,15.26,21.06,2.61,,-19.84,-36.11,-36.73,-17.02,-10.35,12.23,16.70,-7.15,-8.52,-21.09,-21.15,-21.26,-1.99,23.02,6.33,1.00,-14.49,-5.91,-9.31,-0.79,-23.44,-40.83,-14.79
LDER_qq,,,,,0.87,-1.33,,,1.46,17.15,,,6.39,36.32,6.13,138.33,12.03,-20.42,-65.74,44.85,-54.80,21.43,2.14,872.92,-9.62,-16.95,-16.64,-14.81,-28.65,-21.32,-13.04,-7.11,-12.66,-9.00,-21.47,-5.05,-3.68,-93.89
LDER_sq,,,,,-28.03,21.74,,,1.55,13.83,,,6.66,-3.52,-7.28,-15.99,-14.98,-4.46,21.61,-9.24,6.43,-0.65,-3.24,-10.58,-8.20,-0.73,-3.37,11.30,15.23,-14.20,-8.22,-5.76,26.79,-17.30,0.40,-27.27,-2.01,19.09
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,7.60,7.90,-8.95,,,,-1.56,-1.24,-0.68,,-12.58,-13.74,-3.59,,11.74,13.18,1.91,2.12,-10.19,2.86,-2.44,-2.60,-40.95,-48.51,-45.82,-46.84,-1.34,1.38,6.47,9.73,11.06,11.43,4.32,7.41,8.35,6.87,262.59
PZAT_sy,,37.14,3.70,-33.53,,,,-12.87,-8.14,0.28,,27.17,16.45,14.75,,-6.85,-3.50,1.44,2.81,0.61,-5.08,-13.66,-13.35,-9.94,-7.47,-3.89,-0.26,14.68,20.76,4.29,-8.00,-14.43,-21.07,-8.23,6.44,26.87,25.73,32.29
PZAT_qq,,,,,-0.88,-0.55,,,-0.57,0.02,,,-1.89,11.79,-0.11,2.00,-0.63,0.65,0.10,-10.29,13.81,-4.54,-0.06,-45.62,-0.75,0.45,-1.94,0.92,1.99,5.49,1.06,2.14,2.33,-1.25,4.06,3.04,0.94,235.04
PZAT_sq,,,,,1.74,-4.01,,,7.26,4.80,,,-1.78,3.26,-2.35,-5.95,1.75,8.55,-1.03,-7.96,-4.01,-1.26,-0.67,-4.33,-1.38,2.56,3.08,9.99,3.85,-11.42,-9.07,2.31,-4.21,2.99,5.46,21.94,-5.07,8.36
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,8.77,1.79,8.40,,,,-0.07,-0.87,-6.93,,-9.55,-8.91,-19.36,,-22.95,-23.73,-8.64,3.09,19.79,21.72,18.17,6.35,3.18,1.20,3.80,4.38,5.05,6.87,4.37,3.90,-0.08,-1.58,2.38,-0.05,-1.48,-1.96,-1.74
PELDR_sy,,-4.08,19.04,3.45,,,,-10.49,2.92,-10.35,,-15.32,-8.98,-2.90,,-4.28,-0.56,1.12,17.52,9.72,-0.88,-3.53,1.01,9.67,-1.84,12.50,3.82,-3.13,-1.49,-15.59,-10.48,-7.42,-0.70,4.91,-4.40,-3.69,-9.54,-5.20
PELDR_qq,,,,,1.13,1.46,,,0.32,-4.75,,,1.02,-15.67,-0.97,-8.66,-0.01,1.01,11.75,6.13,1.60,-1.93,0.57,2.97,-0.35,0.59,1.13,3.63,1.38,-1.77,0.67,-0.33,-0.14,2.18,-1.72,-1.76,-0.63,2.41
PELDR_sq,,,,,-12.10,1.18,,,1.08,-11.87,,,8.64,-5.98,-9.64,3.71,12.85,-4.39,5.02,-3.18,1.95,-6.94,9.95,5.13,-8.75,6.66,1.46,-1.90,-7.21,-8.61,7.61,1.45,-0.47,-3.44,-1.94,2.20,-6.51,1.19
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,4.14,-3.22,11.29,,,,-0.93,-1.70,-7.69,,-8.10,-8.21,-7.79,,-9.84,-9.39,-3.12,9.55,20.98,23.38,18.51,6.99,7.28,5.91,10.03,8.90,0.91,0.02,-2.41,-0.86,-2.33,-1.29,1.67,0.70,1.49,0.56,-0.17
TSF_sy,,16.48,13.77,9.50,,,,-1.14,-6.13,-2.86,,-12.90,-0.49,-1.82,,1.37,3.52,-1.21,2.74,10.92,1.13,-4.53,-5.99,-3.30,-5.41,6.56,3.56,11.91,9.65,4.77,4.59,-13.60,-5.91,-5.45,-7.95,-1.93,-6.34,-11.45
TSF_qq,,,,,0.02,-0.21,,,-0.75,-6.30,,,-0.86,-5.87,-1.30,-2.12,-0.37,0.65,11.61,8.09,1.61,-3.32,0.76,8.39,0.31,0.44,-0.27,0.43,-0.58,-2.00,1.31,-1.06,0.48,0.95,0.34,-0.28,-0.43,0.21
TSF_sq,,,,,8.96,-5.75,,,3.46,-2.46,,,18.20,-3.77,-1.07,-9.92,20.71,-8.17,2.88,-2.74,10.06,-13.31,1.31,0.04,7.66,-2.34,-1.54,8.10,5.48,-6.68,-1.72,-10.70,14.87,-6.23,-4.31,-4.85,9.70,-11.35
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-2.25,-23.98,-1.25,,,,-8.55,-9.85,-3.23,,35.81,34.26,113.77,,154.80,158.89,56.26,43.50,2.69,-5.99,-12.90,1.58,96.22,141.81,152.45,100.45,-44.74,-58.28,-58.43,-46.45,-17.11,5.76,-1.66,11.97,16.99,11.66,-66.47
ZKO_sy,,-12.92,6.53,-7.45,,,,6.80,9.29,6.38,,-0.29,6.48,6.77,,11.48,-4.85,-4.52,-6.66,-10.60,0.50,2.34,-0.33,6.38,8.67,6.29,7.99,4.24,-0.80,-1.48,-5.60,-2.31,0.32,-0.50,-0.78,2.35,2.25,6.73
ZKO_qq,,,,,-1.74,-4.60,,,-3.13,2.40,,,-4.23,63.04,-4.82,71.44,-2.70,-1.59,-12.58,22.68,-10.92,-8.82,1.95,136.98,9.78,-4.81,-19.05,-34.67,-17.13,-5.14,4.28,1.12,5.73,-11.80,18.74,5.65,0.91,-73.51
ZKO_sq,,,,,-1.57,2.84,,,0.72,0.10,,,7.55,0.38,5.27,-1.91,-8.20,0.72,2.92,-6.05,3.19,2.56,0.24,0.27,5.41,0.32,1.85,-3.22,0.32,-0.37,-2.41,0.16,3.03,-1.19,-2.69,3.33,2.93,3.14
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,59.75,-8.24,9.21,,,,-6.30,-8.01,-16.70,,-39.76,-42.77,-30.54,,-37.55,-40.47,-31.55,93.90,158.94,416.20,222.86,28.01,-58.88,-71.45,-57.39,-58.75,6.71,1.86,3.61,26.65,73.04,78.46,49.89,80.73,82.30,58.57,110.45
OSF_sy,,0.64,9.63,-3.92,,,,0.04,-0.71,0.79,,1.44,-1.73,-7.32,,-7.40,-4.64,2.06,-0.25,3.82,1.54,-0.99,0.76,3.39,3.07,8.68,1.77,-6.14,-4.22,-7.23,-2.29,-0.98,2.66,1.90,3.02,3.48,1.23,-1.34
OSF_qq,,,,,-1.70,-2.77,,,-3.50,-11.96,,,-8.32,6.85,-10.25,-28.98,-12.61,22.88,154.24,-5.15,74.21,-23.14,0.80,-69.54,20.95,14.72,-2.40,-21.20,15.45,16.69,19.30,7.67,19.07,-1.99,43.84,8.60,3.57,30.07
OSF_sq,,,,,0.45,-1.57,,,-0.31,-0.08,,,-3.42,-5.77,2.43,-0.67,-0.54,0.85,0.11,3.39,-2.72,-1.66,1.88,6.10,-3.03,3.69,-4.60,-2.15,-1.04,0.43,0.48,-0.84,2.60,-0.32,1.58,-0.39,0.36,-2.85
NetDebt,90901000000,103473000000,114294000000,104665000000,104991000000,104955000000,,106510000000,109046000000,119401000000,,123197000000,126199000000,115804000000,116401000000,113449000000,114267000000,110212400000,99824600000,100405900000,101097500000,105847900000,104103500000,1071847200000,1081659500000,1081707700000,1114932500000,1080647000000,1090153800000,1124642000000,1121472000000,1116871000000,1123523000000,1137082000000,1125307000000,1147369000000,1143814000000,331695000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,114.80,-48.48,209.09,,,,-37.10,-29.59,437.22,,-142.72,-144.62,-105.81,,-142.12,-140.32,-293.73,-402.21,-28.65,3217.03,-9.37,28.43,813.49,-62.21,333.17,306.98,-87.73,-92.56,-82.67,-80.36,-27.03,-1.20,28.52,74.58,31.54,59.35,-65.11
NetDebtEBITDA_sy,,-14.14,-11.07,-18.19,,,,51.01,6.34,34.26,,-4.59,-2.95,-37.49,,-10.59,-48.52,-25.40,37.82,27.96,210.47,146.72,50.63,10.65,-9.24,-16.81,-14.42,-9.16,-0.31,26.39,-6.70,-9.30,0.02,46.53,65.65,19.57,-12.06,-59.70
NetDebtEBITDA_qq,,,,,-15.59,1.06,,,-5.51,671.06,,,1.30,-0.39,-3.97,-135.04,2.04,-64.47,-32.62,39.79,2473.49,-105.77,13.22,700.25,25.70,-64.39,-22.96,-64.41,-23.75,-17.11,-12.69,32.23,3.25,7.82,18.60,-0.37,25.08,-76.40
NetDebtEBITDA_sq,,,,,17.50,10.72,,,-17.25,39.78,,,-15.83,-9.97,0.43,17.48,-51.54,30.49,85.54,9.08,17.57,3.69,13.28,-19.88,-3.57,-4.95,16.53,-14.95,5.83,20.50,-13.98,-17.32,16.71,76.53,-2.76,-40.32,-14.16,-19.11
DebtFin,76465000000,76466000000,82593000000,87362000000,87133000000,86079000000,,85935000000,89283000000,95443000000,,99904000000,102756000000,93776000000,95158000000,92571000000,92972000000,90385300000,88172500000,87971800000,88324500000,86446100000,85895000000,183786600000,202327200000,202750200000,230777300000,234172000000,220853700000,257005000000,238686000000,227477000000,234255000000,242080000000,256407000000,269207000000,271992000000,257324000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,88.71,-49.62,257.01,,,,-39.20,-30.54,423.59,,-142.93,-144.37,-105.89,,-143.63,-140.14,-298.74,-442.62,-38.14,3446.98,-8.91,33.14,239.63,-91.91,153.51,151.92,-84.49,-91.94,-78.87,-79.81,-31.42,1.69,19.74,86.90,51.53,81.74,27.12
DebtFinEBITDA_sy,,-83.05,17.27,83.32,,,,383.81,55.69,702.40,,13.86,446.86,-42.76,,-256.52,-284.58,-417.40,-68.18,-102.25,101.11,34.06,23.87,66.18,-41.00,67.37,103.75,-153.10,1452.54,221.64,492.91,99.06,696.94,286.65,560.55,-9563.75,-100.41,-26.78
DebtFinEBITDA_qq,,,,,-16.07,-0.13,,,-4.11,652.77,,,0.90,0.16,-4.96,-134.60,2.32,-65.78,-42.83,40.27,2466.70,-105.39,12.32,224.74,37.12,-64.32,-14.93,-62.74,-28.71,-6.50,-18.69,26.54,5.70,10.10,26.93,2.59,26.77,-22.99
DebtFinEBITDA_sq,,,,,-63.09,60.49,,,-125.46,637.09,,,-22.43,-11.37,-290.81,-19.31,8.52,-52.41,-1.10,-43.48,100.50,-9121.00,-16.73,36.26,100.88,-5089.83,113.42,-4400.76,105.39,290.94,-34.60,-106.83,4662.50,89.67,11.73,-199.95,99.81,33893.33
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,63.43,20.71,10.60,,,,2.47,2.05,-13.92,,-55.64,-57.38,-67.52,,-75.50,-77.00,-56.15,35.11,152.22,448.94,270.43,26.05,-79.04,-88.21,-83.12,-79.43,93.20,144.73,149.10,136.75,108.70,68.65,52.48,61.35,55.85,42.03,527.76
SP1_sy,,-3.06,9.23,-5.92,,,,-1.67,-5.17,-10.32,,-9.36,-11.67,-5.29,,-8.68,-5.45,-0.86,1.96,6.13,3.06,2.39,7.70,8.54,-2.65,1.05,-11.06,-8.11,4.61,-2.11,5.96,10.67,-2.69,9.14,11.72,-11.55,-5.54,-16.99
SP1_qq,,,,,0.02,1.93,,,-0.39,-14.02,,,-4.30,-34.47,-5.70,-58.58,-10.15,24.94,190.58,-22.68,95.56,-15.69,-1.12,-87.15,10.00,20.73,20.48,20.75,39.34,22.88,14.51,6.44,12.60,11.10,21.17,2.81,2.61,391.07
SP1_sq,,,,,7.02,-4.93,,,3.21,-10.09,,,0.58,-3.60,-1.91,-3.98,4.13,1.09,0.87,-0.06,1.13,0.43,6.10,0.72,-9.29,4.25,-6.62,4.06,3.26,-2.45,1.08,8.68,-9.20,9.42,3.47,-13.96,-3.03,-3.84
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,3.86,2.35,10.11,,,,1.70,1.64,-4.26,,-9.70,-9.53,-19.09,,-22.23,-22.79,-8.68,3.09,19.79,21.72,18.54,6.35,2.82,1.04,3.70,4.31,5.17,6.64,4.31,3.79,-0.08,-1.56,2.18,-0.31,-1.54,-1.83,-1.56
SP2_sy,,-0.63,15.46,4.62,,,,-13.46,-1.68,-8.73,,-11.98,-11.81,-10.40,,-4.09,2.54,7.99,18.45,7.02,-7.88,-6.29,1.54,7.18,6.23,8.08,4.01,-4.81,-0.42,-5.04,-0.73,4.24,6.01,1.46,-0.67,-7.86,-13.52,-8.53
SP2_qq,,,,,0.57,1.08,,,0.51,-4.79,,,0.71,-14.86,-0.71,-8.66,-0.01,0.70,12.09,6.13,1.60,-1.93,0.57,2.61,-0.16,0.65,1.17,3.45,1.24,-1.55,0.66,-0.41,-0.27,2.20,-1.80,-1.63,-0.56,2.48
SP2_sq,,,,,-11.65,-3.87,,,0.38,-10.76,,,0.57,-9.33,-11.10,18.32,7.52,-4.52,-2.49,6.90,-7.45,-2.86,5.65,12.84,-8.26,-1.17,1.67,3.27,-4.03,-5.76,6.29,8.44,-2.40,-9.81,4.06,0.59,-8.39,-4.61
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-20.75,-90.81,281.44,,,,72.03,-7.03,-34.69,,-58.44,-39.00,-26.18,,-5.48,-4.65,-33.47,45.24,63.20,19.72,-14.76,9.58,162.62,91.47,950.53,175.36,-55.72,133.50,-74.67,0.64,174.92,-17.21,492.16,-39.98,-61.48,-63.04,-17.76
CAR_sy,,62.01,-5.60,-12.65,,,,21.89,-2.70,-26.95,,-38.86,-32.16,-17.17,,6.45,53.03,70.54,62.13,33.96,15.65,-28.12,-12.58,-3.60,-6.89,61.76,8.14,39.66,44.02,-4.83,-1.96,-23.05,-26.51,-4.02,-6.11,14.63,-25.27,-14.67
CAR_qq,,,,,7.70,29.86,,,-41.79,-8.77,,,-14.56,10.40,-13.63,16.01,-13.80,-22.97,88.55,30.35,-36.76,-45.16,142.40,212.39,-53.90,200.91,-36.46,-49.76,143.10,-67.36,152.46,37.24,-26.79,133.46,-74.41,-11.92,-29.75,419.41
CAR_sq,,,,,-15.06,-1.97,,,-32.20,-26.40,,,-24.76,-10.14,16.75,34.86,8.17,0.14,10.99,11.43,-6.61,-37.76,34.98,22.88,-9.80,8.12,-9.76,58.70,-6.98,-28.56,-7.04,24.55,-11.16,-6.70,-9.06,52.07,-42.08,6.54
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-61.60,11.98,85.40,,,,63.17,69.10,-5.05,,-64.69,-67.48,-55.65,,-69.83,-66.06,-58.48,-38.63,87.52,144.38,176.14,74.24,213.86,125.38,156.94,174.68,119.52,127.59,36.11,46.81,-25.29,-29.69,29.19,-8.41,-2.42,-9.68,-8.20
QR_sy,,0.12,-1.15,9.60,,,,-6.35,-3.49,-1.94,,-2.33,1.33,-2.76,,-3.78,4.53,-0.92,-2.87,2.28,-6.21,2.57,17.11,2.15,-2.94,6.61,-4.06,-4.72,6.42,-9.28,0.56,1.29,-9.89,-4.33,-6.22,-3.78,-10.01,-0.14
QR_qq,,,,,-0.82,3.32,,,2.78,-41.98,,,-5.32,-20.89,8.42,-62.84,6.50,-3.23,60.26,13.54,38.79,9.35,1.12,104.52,-0.34,24.66,8.10,63.45,3.33,-25.44,16.59,-16.82,-2.76,36.98,-17.34,-11.37,-10.00,39.23
QR_sq,,,,,-1.81,-6.03,,,1.19,-4.53,,,4.99,-8.39,-5.02,5.32,14.06,-13.17,-6.89,10.91,4.59,-5.04,6.30,-3.26,-0.61,4.30,-4.34,-3.91,11.00,-11.08,6.03,-3.21,-1.24,-5.60,3.94,-0.70,-7.64,4.75
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-27.23,7.19,79.78,,,,1.15,-2.65,-31.75,,-43.19,-41.22,-57.41,,-68.73,-68.62,-38.26,-7.49,113.70,125.79,95.74,33.08,54.02,40.36,86.96,83.02,95.29,102.81,22.63,42.31,-27.42,-28.00,35.01,0.60,3.05,-8.33,-10.82
CR_sy,,5.95,8.88,0.93,,,,4.07,7.74,10.20,,-7.77,-10.81,-8.87,,-4.87,-1.27,1.45,8.16,2.70,1.37,-2.39,-1.72,-2.95,-6.44,2.19,2.11,1.26,13.07,-4.26,9.76,6.53,-7.12,9.94,-6.02,-5.21,-10.09,-14.05
CR_qq,,,,,2.16,2.57,,,-1.67,-28.09,,,1.75,-47.89,1.53,-41.91,2.11,2.51,52.13,34.20,7.89,-11.13,3.43,55.32,-1.68,18.37,1.25,65.73,2.10,-28.43,17.50,-15.47,1.28,34.21,-12.45,-13.41,-9.89,30.56
CR_sq,,,,,2.99,-9.37,,,6.62,-7.30,,,3.11,-5.29,-6.72,4.43,7.01,-2.68,-0.54,-0.85,5.63,-6.29,0.14,-2.09,1.83,2.36,0.06,-2.91,13.71,-13.32,14.71,-5.77,-0.86,2.60,-1.94,-4.96,-5.96,-1.92
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-20.75,-90.81,281.44,,,,72.03,-7.03,-34.69,,-44.93,-16.46,-26.18,,-15.69,-15.51,-13.63,31.91,79.86,13.77,-34.34,-11.25,106.40,85.71,1002.83,241.84,563.08,1262.81,254.02,471.73,-27.47,-34.00,28.74,-13.58,-4.31,-6.03,-13.74
PP_sy,,44.06,2.57,-15.17,,,,7.86,2.93,-32.82,,-38.94,-32.08,-11.31,,6.62,47.01,90.20,40.43,31.47,11.42,-22.29,-10.85,-11.17,-22.91,23.15,-2.32,74.72,51.87,20.05,17.54,-20.91,-6.50,-31.21,-5.33,-12.85,-26.77,-14.67
PP_qq,,,,,7.70,29.86,,,-41.79,-8.77,,,-11.70,-19.39,17.43,0.85,-11.51,-17.59,79.35,37.52,-44.03,-52.44,142.40,219.83,-49.64,182.44,-24.86,520.38,3.51,-26.63,21.34,-21.30,-5.80,43.11,-18.55,-12.86,-7.49,31.36
PP_sq,,,,,-18.53,-6.16,,,-22.25,-38.75,,,-13.51,-20.03,22.20,26.13,19.26,3.47,-9.77,18.08,1.07,-27.84,3.52,17.65,-12.29,15.29,-17.89,110.43,-23.76,-8.87,-19.60,41.60,-9.88,-32.95,10.63,30.35,-24.26,-21.87
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-47.91,39.31,65.00,,,,34.43,37.96,-24.63,,-65.63,-68.43,-59.69,,-80.82,-77.96,-64.68,-50.69,98.24,216.29,246.34,114.11,327.56,155.65,105.36,168.41,-22.54,-23.23,-45.13,-51.23,-19.02,-17.57,37.56,19.51,7.13,-21.07,1.16
RCLR_sy,,-0.21,-12.30,4.86,,,,1.06,11.83,-7.69,,-1.47,-4.86,-9.14,,0.21,-8.65,-4.60,-21.16,-13.91,-0.05,0.20,10.35,16.02,3.79,6.65,6.23,-22.65,-16.16,-16.03,-7.94,15.30,2.16,-6.78,-9.72,-6.81,-19.50,-6.05
