,2006/Q4,2007/Q4,2008/Q4,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RCLR_qq,,,,,3.03,3.67,,,5.74,-43.37,,,-2.87,-27.69,6.35,-74.31,11.56,15.89,48.47,3.27,78.00,26.90,-8.21,106.22,6.43,1.94,19.96,-40.49,5.49,-27.13,6.61,-1.19,7.38,21.61,-7.38,-11.43,-20.89,55.85
RCLR_sq,,,,,-0.84,19.80,,,9.73,-1.12,,,5.95,-5.56,7.61,-6.93,-3.42,-1.38,-11.07,1.63,12.13,-1.13,-2.06,6.85,0.32,1.60,-2.45,-22.21,8.74,1.76,6.94,-2.57,-3.65,-7.14,3.56,0.58,-16.77,8.37
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-77.33,129.10,264.17,,,,10.64,8.94,-31.96,,-70.41,-66.93,-201.66,,-546.17,-489.26,-83.35,18.23,86.41,91.35,80.38,63.53,141.89,155.32,145.95,169.23,451.61,692.31,228.87,193.89,-16.18,-33.98,30.62,-15.69,-16.28,-25.00,-13.44
KP_sy,,19.80,17.38,-6.71,,,,1.07,17.36,8.86,,-16.16,-13.60,-10.77,,-9.55,-8.92,1.33,20.91,15.70,-6.00,-4.22,17.95,-9.92,-9.92,-1.40,-19.31,-2.43,10.63,-22.60,13.16,15.72,9.41,25.44,-5.62,-16.44,-22.95,-27.49
KP_qq,,,,,4.03,6.79,,,2.43,-33.31,,,14.48,-305.01,-1.51,-87.27,0.12,3.43,54.73,68.86,36.49,-119.15,15.86,135.77,-16.13,82.05,26.76,185.00,20.47,-24.43,13.28,-18.71,-5.12,49.51,-26.89,-19.28,-15.00,72.55
KP_sq,,,,,-0.88,-7.31,,,15.10,-14.02,,,18.62,-11.20,-24.84,14.24,19.44,-1.19,-10.32,9.32,-2.96,0.68,10.44,-16.51,-2.95,10.19,-9.62,0.94,10.04,-22.90,32.13,3.23,4.04,-11.61,-0.59,-8.61,-4.06,-16.81
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-65.99,51.34,529.75,,,,-34.73,-37.89,-54.23,,-75.70,-69.60,-190.65,,-883.70,-1010.53,-500.53,-165.56,61.52,72.52,-12.49,-404.92,-1763.27,-1162.80,-233.10,-55.42,-156.54,-376.69,-175.68,-135.02,-15.29,14.56,-63.69,-18.21,29.06,35.99,28.56
PKKO_sy,,3.41,18.71,4.94,,,,10.15,-0.55,9.67,,-8.83,-10.63,-31.61,,6.71,7.12,28.79,48.20,-7.08,-9.34,-24.68,-7.45,-2.39,-2.19,2.46,-13.55,-3.62,7.69,-13.45,-19.20,-5.50,-14.91,-11.22,23.94,-4.72,-22.33,-16.78
PKKO_qq,,,,,0.08,-9.87,,,-4.77,-33.57,,,19.12,-298.07,-28.34,-158.80,-38.40,-30.64,43.24,62.50,1.18,-434.82,-154.76,-38.38,33.03,-41.07,-18.87,-128.41,-24.45,18.41,-1.34,-12.05,7.77,-56.31,26.82,32.76,16.78,-74.45
PKKO_sq,,,,,14.52,11.01,,,3.38,22.43,,,1.34,-6.31,-16.58,34.74,1.73,12.64,-4.01,-15.52,-0.74,-6.42,17.95,-10.91,-0.54,-1.97,-0.47,-0.67,11.12,-21.21,-7.09,16.17,0.06,-17.79,29.70,-10.69,-18.43,-11.91
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-11.58,-3.78,-36.47,,,,34.85,17.66,-9.98,-24.62,-25.20,8.73,66.13,41.23,20.99,-27.44,-45.48,-20.13,34.42,59.54,77.19,24.78,-75.57,-58.75,-58.83,-43.05,202.82,106.10,102.85,102.79,15.68,7.11,5.19,-7.53,16.56,21.88,10.50
RN_sy,,-10.11,19.18,-4.02,,,,-6.57,-0.89,-10.45,-17.58,-8.14,-9.77,0.45,-10.53,-19.38,-10.11,-11.71,-8.34,10.81,3.43,7.73,4.41,1.36,0.90,-5.97,6.44,9.10,8.55,12.85,15.87,2.93,-2.53,-3.00,-7.81,3.69,8.45,3.32
RN_qq,,,,,4.18,11.77,12.83,2.63,-9.10,-14.49,-5.51,1.85,32.13,30.65,-19.67,-12.75,-20.76,-1.84,17.69,46.84,-5.95,9.02,-17.12,-71.25,58.80,8.80,14.64,52.88,8.08,7.08,14.61,-12.79,0.08,5.16,0.75,9.93,4.65,-4.66
RN_sq,,,,,-6.49,1.41,9.50,-10.04,-0.80,-8.37,0.79,0.27,-2.56,2.02,-10.24,-9.65,8.65,0.20,-6.81,9.23,1.41,4.36,-9.68,6.04,0.96,-2.75,2.23,8.69,0.45,1.10,4.97,-3.45,-4.87,0.61,-0.24,8.60,-0.51,-4.15
CRN,85000,97000,100000,158000,152000,136000,120000,117000,129000,151000,160000,157000,119000,91000,113000,130000,163000,167000,142000,96000,102000,94000,113000,394000,248000,228000,199000,130000,121000,113000,98000,113000,113000,107000,106000,97000,92000,97000
CRN_yy,,14.12,3.09,58.00,,,,-25.95,-15.13,11.03,33.33,34.19,-7.75,-39.74,-29.38,-17.20,36.97,83.52,25.66,-26.15,-37.42,-43.71,-20.42,310.42,143.14,142.55,76.11,-67.01,-51.21,-50.44,-50.75,-13.08,-6.61,-5.31,8.16,-14.16,-18.58,-9.35
CRN_sy,,11.76,-16.32,4.40,,,,7.23,0.56,12.00,21.88,8.99,10.61,-0.51,11.79,23.71,11.62,13.33,9.17,-10.00,-7.69,-7.24,-5.04,-0.93,1.96,5.37,-11.50,-8.41,-6.25,-12.50,-8.00,-3.06,2.56,5.82,8.70,-3.16,-8.00,-4.00
CRN_qq,,,,,-3.80,-10.53,-11.76,-2.50,10.26,17.05,5.96,-1.88,-24.20,-23.53,24.18,15.04,25.38,2.45,-14.97,-32.39,6.25,-7.84,20.21,248.67,-37.06,-8.06,-12.72,-34.67,-6.92,-6.61,-13.27,15.31,,-5.31,-0.93,-8.49,-5.15,5.43
CRN_sq,,,,,7.23,-1.69,-8.57,11.25,0.56,9.50,-0.51,-0.51,2.06,-1.52,11.79,10.09,-7.92,,7.69,-9.24,-5.56,0.49,10.24,-5.31,-2.80,3.85,-7.41,-2.00,-0.51,-3.08,-2.65,3.26,,,,-8.00,,4.35
CPZ,100000,217000,162000,154000,146000,128000,114000,99000,98000,130000,138000,182000,201000,217000,282000,424000,746000,997000,1221000,726000,576000,351000,344000,696000,364000,302000,232000,160000,159000,176000,186000,223000,232000,203000,194000,173000,174000,181000
CPZ_yy,,117.00,-25.35,-4.94,,,,-35.71,-32.88,1.56,21.05,83.84,105.10,66.92,104.35,132.97,271.14,359.45,332.98,71.23,-22.79,-64.79,-71.83,-4.13,-36.81,-13.96,-32.56,-77.01,-56.32,-41.72,-19.83,39.38,45.91,15.34,4.30,-22.42,-25.00,-10.84
CPZ_sy,,-3.70,10.58,13.04,,,,-11.15,-0.81,8.51,12.68,5.19,5.28,9.41,25.83,38.27,17.37,17.92,5.96,-7.14,-0.66,-8.81,-3.12,-8.97,-11.26,-12.00,-20.65,-8.10,1.12,2.27,15.85,11.88,9.23,14.07,6.67,2.05,1.35,3.25
CPZ_qq,,,,,-5.19,-12.33,-10.94,-13.16,-1.01,32.65,6.15,31.88,10.44,7.96,29.95,50.35,75.94,33.65,22.47,-40.54,-20.66,-39.06,-1.99,102.33,-47.70,-17.03,-23.18,-31.03,-0.62,10.69,5.68,19.89,4.04,-12.50,-4.43,-10.82,0.58,4.02
CPZ_sq,,,,,-4.62,-5.24,-9.36,8.45,6.49,3.66,-5.88,1.25,6.58,7.72,8.24,11.26,-9.52,8.22,-2.74,-2.50,-3.21,-0.66,3.33,-8.39,-5.63,-1.49,-6.82,6.10,3.83,-0.37,5.56,2.46,1.37,4.05,-1.30,-1.97,0.67,6.00
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,-56.63,7.28,-42.30,,,,86.56,126.04,95.27,64.19,5.34,-32.00,-24.58,-28.93,-30.01,-7.78,-37.28,-43.46,-43.40,-57.21,-68.11,-76.15,,,,,,,,,,,,,,,
RZ_sy,,11.59,-38.24,58.26,,,,-25.16,28.69,22.84,28.97,-16.77,-34.58,-16.48,-25.72,-11.30,-3.49,-14.09,-13.99,-25.03,-16.50,-2.94,21.68,,,,,,,,,,,,,,,
RZ_qq,,,,,3.15,16.51,15.76,34.10,24.98,0.65,-2.67,-13.96,-19.32,11.63,-8.28,-15.27,6.30,-24.07,-17.32,-15.17,-19.64,-43.43,-38.17,,,,,,,,,,,,,,,
RZ_sq,,,,,-31.22,-12.08,-0.68,24.60,18.27,-16.07,4.28,-19.59,-7.04,7.15,-7.26,-3.98,1.15,-4.62,-7.16,-16.30,12.65,10.87,16.39,,,,,,,,,,,,,,,
CRZ,48000,111000,103000,179000,174000,149000,129000,96000,77000,76000,78000,91000,113000,101000,110000,130000,122000,161000,195000,230000,286000,506000,818000,,,,,,,,,,,,,,,
CRZ_yy,,131.25,-7.21,73.79,,,,-46.37,-55.75,-48.99,-39.53,-5.21,46.75,32.89,41.03,42.86,7.96,59.41,77.27,76.92,134.43,214.29,319.49,,,,,,,,,,,,,,,
CRZ_sy,,10.71,51.61,-36.17,,,,30.00,-19.05,-16.67,-20.83,23.08,50.00,20.00,34.21,12.50,3.92,14.58,19.61,31.48,20.75,1.82,-21.31,,,,,,,,,,,,,,,
CRZ_qq,,,,,-2.79,-14.37,-13.42,-25.58,-19.79,-1.30,2.63,16.67,24.18,-10.62,8.91,18.18,-6.15,31.97,21.12,17.95,24.35,76.92,61.66,,,,,,,,,,,,,,,
CRZ_sq,,,,,40.00,14.29,,-18.75,-12.82,17.65,-5.00,26.32,6.25,-5.88,6.25,5.88,-1.85,3.77,10.91,16.39,-9.86,-12.50,-14.29,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-36.70,25.06,-41.70,,,,51.57,48.24,15.03,-3.67,-24.08,-21.10,9.23,-1.50,-6.62,-30.71,-51.44,-50.33,-15.41,10.62,73.13,86.12,-49.91,-14.44,-30.22,-10.38,170.10,27.87,5.99,-21.37,-40.27,-25.95,-12.54,2.81,27.26,24.31,16.54
RMO_sy,,-16.18,-0.99,-8.59,,,,3.53,-8.08,-6.82,-9.00,-2.49,3.90,-0.79,0.40,-8.13,-3.27,-5.60,-13.90,-7.67,-8.36,-2.82,5.69,8.87,7.55,2.02,1.06,-3.41,-5.15,-3.27,-5.24,-8.46,-5.17,-2.63,2.68,2.39,1.67,3.32
RMO_qq,,,,,4.63,12.35,12.83,14.28,2.33,-12.82,-5.51,-9.94,6.36,20.68,-14.79,-14.61,-21.08,-15.43,-12.85,45.43,3.20,32.37,-6.32,-60.86,76.28,7.95,20.32,17.98,-16.55,-10.52,-10.74,-10.38,3.45,5.68,4.93,10.94,1.06,-0.92
RMO_sq,,,,,1.87,2.62,4.18,-4.95,-9.55,4.03,1.74,1.86,-3.62,-0.67,2.96,-6.79,1.47,-3.06,-6.09,-0.06,0.72,2.79,2.14,2.95,-0.50,-2.50,1.18,-1.60,-2.29,-0.57,-0.89,-4.93,1.23,2.08,4.52,-5.21,0.52,3.74
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-37.58,65.35,-44.49,,,,63.53,65.62,32.05,10.55,-17.93,-20.28,-14.11,-27.61,-42.78,-67.57,-75.23,-76.62,-52.35,-19.79,40.98,73.25,-70.27,-55.35,-66.33,-55.34,162.13,86.73,104.75,68.66,9.37,3.61,-0.68,-1.34,10.94,6.24,-1.36
RMT_sy,,-14.10,-0.74,-41.16,,,,9.11,0.29,11.45,-1.30,-9.29,-8.94,-8.56,-12.20,-13.79,-15.77,-18.72,-11.95,-2.67,4.47,11.75,-8.49,8.69,-5.89,-11.85,8.19,0.37,17.46,15.42,5.27,-12.53,-17.86,-9.12,1.28,25.28,37.68,10.82
RMT_qq,,,,,5.99,15.03,12.86,18.85,7.34,-8.29,-5.52,-11.76,4.27,-1.20,-20.37,-30.25,-40.91,-24.54,-24.81,42.12,-0.53,32.63,-7.60,-75.61,49.41,,22.57,43.13,6.43,9.65,0.97,-7.18,0.83,5.12,0.29,4.37,-3.44,-2.41
RMT_sq,,,,,7.38,-11.09,12.21,1.84,-1.30,-1.19,-0.63,-6.39,-0.93,-0.77,-4.58,-8.09,-3.21,-4.24,3.36,1.59,3.90,2.43,-15.36,20.67,-10.04,,3.88,11.94,5.28,-5.72,-5.26,-6.99,-1.14,4.32,5.58,15.06,8.65,-16.04
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-37.43,56.37,-43.89,,,,60.80,61.52,27.85,7.09,-19.40,-20.46,-9.46,-22.66,-36.92,-62.89,-72.45,-73.92,-48.65,-16.84,44.00,74.41,-68.95,-53.13,-64.58,-53.11,161.95,82.05,95.83,59.69,3.96,0.23,-2.45,-1.81,12.01,7.89,0.65
RM_sy,,-13.06,-10.23,-19.02,,,,5.57,3.40,11.04,-9.41,-4.08,-5.09,-5.28,-6.40,-15.37,-8.39,-19.08,-24.28,-5.31,-11.49,4.66,7.30,15.72,17.14,7.21,8.99,-5.87,-4.51,-1.98,1.21,-1.50,0.27,-2.85,-6.98,9.71,4.90,3.18
RM_qq,,,,,5.70,14.47,12.81,17.81,6.17,-9.39,-5.51,-11.33,4.78,3.14,-19.29,-27.68,-38.37,-23.43,-23.59,42.42,-0.20,32.58,-7.45,-74.64,50.63,0.21,22.50,41.67,4.68,7.80,-0.11,-7.77,0.92,4.92,0.55,5.21,-2.78,-2.12
RM_sq,,,,,-2.58,-3.89,26.97,-11.20,-4.59,3.22,3.59,-5.98,-5.59,3.02,2.37,-14.99,2.19,-9.00,-4.21,6.31,-4.48,7.60,-1.79,14.65,-3.31,-1.52,-0.17,-0.97,-1.92,1.08,3.08,-3.62,-0.15,-2.07,-1.30,13.67,-4.53,-3.68
COP,133000,208000,203000,337000,326000,285000,249000,213000,206000,227000,238000,248000,232000,192000,223000,260000,285000,328000,337000,326000,388000,600000,931000,,,,,,,,,,,,,,,
COP_yy,,56.39,-2.40,66.01,,,,-36.80,-36.81,-20.35,-4.42,16.43,12.62,-15.42,-6.30,4.84,22.84,70.83,51.12,25.38,36.14,82.93,176.26,,,,,,,,,,,,,,,
COP_sy,,11.79,-0.42,16.10,,,,-1.46,-3.65,3.91,-3.52,1.48,4.55,6.77,25.51,17.15,16.67,15.49,13.23,1.56,-6.21,-9.76,-16.81,,,,,,,,,,,,,,,
COP_qq,,,,,-3.26,-12.58,-12.63,-14.46,-3.29,10.19,4.85,4.20,-6.45,-17.24,16.15,16.59,9.62,15.09,2.74,-3.26,19.02,54.64,55.17,,,,,,,,,,,,,,,
COP_sq,,,,,,-6.57,,5.47,-2.22,0.76,-7.14,10.93,0.73,2.90,9.15,3.55,0.31,1.86,7.01,-7.12,-7.36,-1.99,-1.35,,,,,,,,,,,,,,,
CSP,33000,-9000,41000,183000,180000,157000,135000,114000,108000,97000,100000,66000,31000,-25000,-59000,-164000,-461000,-669000,-884000,-400000,-188000,249000,587000,,,,,,,,,,,,,,,
CSP_yy,,-127.27,555.56,346.34,,,,-37.70,-40.00,-38.22,-25.93,-42.11,-71.30,-125.77,-159.00,-348.48,-1587.10,-2576.00,-1398.31,-143.90,59.22,137.22,166.40,,,,,,,,,,,,,,,
CSP_sy,,225.00,20.00,316.67,,,,24.00,-42.11,-20.00,-31.58,-9.68,36.36,-18.75,,-50.00,-43.33,-69.23,-123.08,-100.00,-100.00,275.00,500.00,,,,,,,,,,,,,,,
CSP_qq,,,,,-1.64,-12.78,-14.01,-15.56,-5.26,-10.19,3.09,-34.00,-53.03,-180.65,-136.00,-177.97,-181.10,-45.12,-32.14,54.75,53.00,232.45,135.74,,,,,,,,,,,,,,,
CSP_sq,,,,,52.00,5.26,-5.00,-18.42,-29.03,45.45,-18.75,7.69,7.14,-13.33,,-46.15,21.43,-52.94,-175.00,100.00,,,-20.00,,,,,,,,,,,,,,,
