,2009/Q4,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
DTAR_qq,,,-38.63,402.12,-65.28,59.47,59.86,-49.61,-2.50,-30.68,77.68,-40.49,-22.68,,,84.07,-10.80,28.15,-13.12,86.71,-46.40,80.78,-10.82,61.18,49.90,46.95,-88.81,-0.13,-1.35,-9.02,64.41,-57.35,37.26,-23.24
DTAR_sq,,,28.49,-16.09,-5.60,3.80,-2.80,3.31,5.66,-2.51,-13.89,17.32,-17.85,,,13.65,-10.46,9.70,-2.84,-3.77,-1.00,6.26,2.99,4.35,3.74,10.47,-2.44,-15.66,3.09,9.92,-10.89,4.79,-2.60,4.48
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,,,95.33,,82.41,528.21,-57.82,15.48,-50.35,-54.01,-34.79,-43.26,,-58.22,36.61,59.62,,93.93,109.08,12.99,72.38,75.51,56.23,535.80,1179.53,-65.10,-81.41,-90.54,-97.90,53.18,-39.03,-13.29,-27.45
CG_sy,,,,-0.09,,15.72,9.46,0.76,13.66,17.81,-14.88,5.77,-32.11,,-7.56,-9.54,16.43,,19.63,3.44,16.43,11.62,9.25,12.33,-1.16,49.64,1.45,-15.53,5.73,-22.14,-2.28,12.20,2.93,1.57
CG_qq,,,-44.33,527.86,-68.40,65.17,91.72,-57.85,-13.49,-28.99,77.61,-40.23,-24.72,,,95.41,-12.04,32.44,-14.81,110.68,-52.46,102.06,-13.27,87.53,93.46,306.64,-97.63,-0.12,-1.50,-9.62,72.27,-60.24,40.08,-24.38
CG_sq,,,7.36,11.65,-7.39,4.24,1.55,2.78,4.47,8.04,-26.63,27.72,-32.95,,,24.99,-13.70,6.86,3.79,8.07,-2.87,2.45,1.58,11.12,-14.53,55.11,-31.13,-7.48,6.97,14.23,-13.57,6.23,-1.86,12.72
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,,,,,,,,,,,,,-14.53,,,,-34.00,500.65,-36.12,467.82,531.58,-8.09,767.69,286.53,-64.91,-68.78,-74.93,-93.13,-17.75,-42.35,-27.66,-29.94
LDER_sy,,,,,,,,,,,,,,,6.71,,,,21.06,-12.35,-16.10,18.03,40.74,40.09,49.40,60.09,34.95,-3.91,16.53,-9.88,-11.68,3.39,1.86,13.44
LDER_qq,,,,,,,,,,,,,,,,-16.09,22.44,-17.62,-22.03,663.71,-86.98,632.31,-13.28,11.14,22.93,226.23,-92.13,-1.12,-1.26,-10.63,-5.73,-30.70,23.90,-13.45
LDER_sq,,,,,,,,,,,,,,,,73.89,-3.83,-11.41,-18.28,25.90,-7.95,24.63,-2.56,25.32,-1.83,33.55,-17.86,-10.77,19.06,3.28,-19.50,4.46,17.29,15.02
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,,,,,,,,,,,,,-35.60,,,,-60.66,-94.01,-67.28,-95.74,-97.37,70.83,611.21,3663.64,1060.00,100.00,-85.02,-51.69,260.34,8.54,-45.61,-67.00
PZAT_sy,,,,,,,,,,,,,,,-23.39,,,,4.07,-8.11,6.13,-14.45,-13.68,4.92,-9.57,4.89,0.05,-40.42,-36.42,-24.58,-27.23,21.91,5.67,4.97
PZAT_qq,,,,,,,,,,,,,,,,-16.98,-18.45,-21.10,-26.36,-87.37,345.83,-89.72,-54.55,720.00,1756.10,-45.60,-85.99,41.38,39.02,75.44,4.50,-57.42,-30.34,6.45
PZAT_sq,,,,,,,,,,,,,,,,6.67,-8.78,6.42,0.50,-5.82,5.37,-14.22,1.40,14.46,-9.17,-0.51,-3.27,-31.83,-3.08,18.01,-6.67,14.20,-15.98,17.22
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,,,,,,,,,,,,,-15.60,,,,-36.64,-49.57,-39.97,-51.06,-51.24,-17.30,-65.26,-34.66,-6.47,9.58,44.21,41.90,-3.23,97.07,74.29,79.84
PELDR_sy,,,,,,,,,,,,,,,-8.54,,,,-4.08,-3.11,9.96,-2.38,-1.10,2.08,-10.18,-3.52,-4.41,-3.69,1.26,-1.62,3.10,1.27,7.02,1.55
PELDR_qq,,,,,,,,,,,,,,,,-37.73,51.04,-34.23,2.44,-50.44,79.80,-46.38,2.06,-15.94,-24.47,0.84,46.10,-1.52,-0.61,-0.78,-0.37,100.57,-12.10,2.38
PELDR_sq,,,,,,,,,,,,,,,,-1.70,-5.26,5.23,-2.11,-0.71,7.52,-6.58,-0.84,2.48,-5.39,0.35,-1.75,3.25,-0.52,-2.51,2.96,1.42,5.12,-7.49
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,,,,,,,,,,,,,7.85,,,,-7.28,8.21,-3.22,10.07,8.98,-12.40,-22.48,-60.49,0.14,14.09,40.74,153.23,-5.06,-0.22,-1.04,-0.12
TSF_sy,,,,,,,,,,,,,,,-0.91,,,,-0.04,1.45,-4.12,-0.75,-0.04,1.43,-0.53,-8.92,-3.04,1.07,3.73,9.94,4.03,-4.21,-6.24,-6.01
TSF_qq,,,,,,,,,,,,,,,,-6.49,2.44,-4.17,1.01,9.13,-8.38,8.99,0.02,-12.29,-18.92,-44.46,153.54,-0.07,0.01,-0.06,-4.95,5.03,-0.81,0.87
TSF_sq,,,,,,,,,,,,,,,,-3.24,6.65,-0.97,-2.19,-1.80,0.79,2.52,-1.50,-0.35,-1.15,-6.13,4.86,3.87,1.45,-0.51,-0.77,-4.36,-0.70,-0.26
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,,,66.97,,50.53,287.18,-60.27,12.17,-40.74,-53.21,-28.70,-46.68,,-50.97,83.16,78.52,,118.98,623.95,43.35,668.16,597.13,105.24,5509.33,-15.93,-30.84,-62.13,-89.79,-15.43,21.53,-91.85,-88.25,-91.32
ZKO_sy,,,,-15.40,,15.05,-19.83,-13.28,12.08,1.42,25.96,1.92,-9.43,,16.39,-0.61,24.12,,-6.76,-1.25,-16.37,6.79,10.78,13.32,28.98,16.78,12.40,0.83,3.36,18.67,2.70,8.60,-1.32,-15.66
ZKO_qq,,,-14.42,283.66,-64.12,27.80,120.11,-60.63,1.29,-32.48,73.81,-40.01,-24.26,,,124.10,-26.18,53.62,-13.83,640.88,-85.38,723.22,-21.80,118.12,299.49,-87.66,-35.67,19.45,7.69,2.19,-7.55,-91.99,55.27,-24.51
ZKO_sq,,,-2.91,37.21,-26.23,17.07,-32.35,48.43,-4.66,5.94,-15.98,20.10,-15.27,,,2.56,5.81,-11.37,-3.07,8.63,-10.39,13.17,0.56,11.12,1.99,2.46,-3.21,-0.32,4.55,17.64,-16.23,5.41,-5.01,0.55
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,,,52.95,,43.43,230.03,-41.12,61.79,-26.98,15.57,-21.02,-34.09,,-58.28,1.10,33.04,,41.30,199.31,-12.23,211.41,186.81,72.77,1439.13,-65.59,-26.45,-51.80,-82.09,126.13,19.18,-83.42,-79.10,-84.08
OSF_sy,,,,1.68,,5.42,68.10,2.04,-1.17,1.13,-11.96,-4.40,-0.65,,-0.08,0.71,-1.90,,-3.24,1.24,4.87,7.48,4.84,-0.63,-4.01,-4.52,-5.75,-4.10,-1.37,2.38,0.92,-5.78,-1.11,-1.96
OSF_qq,,,-48.41,376.45,-63.42,59.52,18.71,-14.99,0.50,-28.00,87.89,-41.91,-16.13,,,40.78,10.37,2.03,-10.88,198.20,-67.63,262.02,-17.92,79.63,188.34,-91.91,75.44,17.74,7.14,2.18,-7.53,-83.62,35.07,-22.19
OSF_sq,,,-32.17,54.57,-0.85,1.41,8.16,-6.17,-3.96,3.76,-5.84,1.88,-0.20,,,2.69,-2.79,-5.15,2.19,7.44,0.71,-2.80,-0.32,1.83,-2.72,-3.32,-1.60,3.61,0.06,0.36,-3.01,-3.27,5.03,-0.50
NetDebt,51000000,-8000000,53000000,-797960000,254000000,-1752000000,-509000000,-2598000000,-1914000000,-2737000000,-2483000000,-2832000000,-3132000000,,-2900600000,-2753411000,-2797900000,-2550280000,-3387280000,472727000,-2942880000,830110000,424340000,2300156000,6852170000,5130900000,113719000,568692000,625258000,612710000,1582146000,-25150762000,-22744365000,-22695161000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,,,600.37,,6904.21,407.13,,,,435.97,,,,-559.82,,,,175.04,-113.98,17.09,-115.44,-97.82,150.71,-77.31,176.03,-96.00,-50.04,-79.82,-132.04,-1084.78,-3193.12,-898.26,-573.96
NetDebtEBITDA_sy,,,,-15.68,,-37.66,534.89,,,,68.26,,,,-27.29,,,,38.27,5.44,9.15,-14.06,-12.55,-5.73,-3.22,4.64,-3.72,-6.51,-11.83,-13.39,-14.73,12.32,19.96,-2.46
NetDebtEBITDA_qq,,,-762.57,581.47,-131.83,789.75,-70.95,,,,,,,,,129.31,-19.74,78.02,79.18,-105.46,771.98,-123.48,125.35,26.80,200.60,-21.32,-98.67,1484.08,21.43,-224.91,59.01,-4875.51,68.66,-5.46
NetDebtEBITDA_sq,,,-112.21,534.95,-20.29,47.23,-14.81,,,,,,,,,4.56,1.07,29.70,0.87,-20.26,4.64,2.12,2.63,-14.04,7.42,10.41,-5.57,-16.54,1.32,8.46,-7.03,9.94,8.21,-11.82
DebtFin,-21000000,,,-15120000,,,,,,,,,,,,257548000,,,,-46176000,,203700000,567200000,1324550000,1194140000,641900000,-1541980000,-1037018000,-939437000,-685615000,-433901000,-27642538000,-25818428000,-25372702000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,,,-76.99,,,,,,,,,,,,,,,,114.60,,,,198.98,,138.77,-140.51,-258.20,-273.98,186.50,119.95,-1764.30,-503.05,-773.38
DebtFinEBITDA_sy,,,,78.26,,,,,,,,,,,,,,,,42.69,,,,-11.11,,44.80,47.12,26.73,-11.39,-51.95,-25.45,-0.07,50.56,82.15
DebtFinEBITDA_qq,,,,,,,,,,,,,,,,,,,,,,,238.09,-45.38,-9.02,-43.51,-244.32,-113.29,-0.06,193.02,-89.95,-20027.27,67.63,-3.87
DebtFinEBITDA_sq,,,,,,,,,,,,,,,,,,,,,,,2.98,-4.16,43.60,2.16,4.63,-17.44,0.41,-44.60,62.33,10.67,51.28,-32.98
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,,,-8.38,,-4.69,-14.76,48.17,44.24,23.22,146.96,10.77,23.58,,-14.86,-44.79,-25.41,,-35.49,-58.66,-38.80,-59.46,-58.86,-15.82,-72.56,-59.07,6.34,27.28,75.44,167.41,-1.94,103.38,77.85,83.44
SP1_sy,,,,4.38,,-8.51,25.77,17.07,-20.73,-2.68,-24.83,-5.42,10.55,,-15.84,-0.90,-19.86,,3.47,-2.27,8.98,-12.84,-9.69,-6.43,-22.12,-15.85,-10.24,1.59,8.13,0.62,-3.12,-8.58,-4.42,3.57
SP1_qq,,,-39.70,24.20,1.95,24.83,-46.07,115.89,-0.76,6.64,8.09,-3.17,10.71,,,-37.20,49.56,-33.61,3.45,-59.76,121.42,-56.02,4.97,-17.64,-27.83,-34.40,172.73,-1.43,-0.51,-0.02,0.01,104.45,-13.00,3.12
SP1_sq,,,4.89,-28.16,53.29,-20.79,44.19,-33.13,3.80,-2.75,11.37,-15.87,21.32,,,-0.94,-1.89,11.74,-4.72,-6.44,9.41,-10.63,-1.27,-3.07,-8.93,-3.44,5.31,9.69,-3.06,-10.15,1.39,3.51,1.35,-2.63
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,,,3.36,,-4.69,-14.76,31.33,44.24,23.22,162.76,10.77,23.58,,-15.60,-42.26,-21.22,,-36.64,-49.57,-39.97,-51.06,-51.24,-17.30,-65.26,-34.66,-6.47,9.58,44.21,41.90,-3.23,97.07,74.29,79.84
SP2_sy,,,,21.55,,-5.43,22.90,-7.05,-24.76,-1.89,-21.04,-3.85,1.59,,-5.58,0.09,-17.29,,-7.67,-1.17,7.77,-3.12,-1.61,3.85,-6.69,-6.80,-1.13,-2.52,0.39,-1.00,-1.15,-0.23,4.86,3.01
SP2_qq,,,-39.70,40.12,-9.64,24.83,-46.07,115.89,-0.76,6.64,15.00,-8.99,10.71,,,-37.73,51.04,-34.23,2.44,-50.44,79.80,-46.38,2.06,-15.94,-24.47,0.84,46.10,-1.52,-0.61,-0.78,-0.37,100.57,-12.10,2.38
SP2_sq,,,5.59,-4.56,35.83,-30.91,37.22,-27.82,9.95,-9.91,10.43,-12.10,16.17,,,-6.82,-4.00,9.16,-5.44,-0.26,4.69,-1.88,-3.97,5.27,-5.93,-1.99,1.87,3.79,-3.12,-3.35,1.71,4.76,1.82,-5.05
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,,,-87.86,,,,,,,,,,,,,,,,3296448.05,,,,-99.83,,,,10990.38,,,-99.80,241.13,-15.96,628.64
CAR_sy,,,,-14.43,,,,,,,,,,,,,,,,36.33,,,,3.76,,,,-8.04,,,-34.28,-8.11,-31.44,-9.07
CAR_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.56,1.34,-51.07,-98.06,35358.63,-75.04,324.23
CAR_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15,10.23,-33.64,-10.01,39.60,-17.76,-11.98
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,,,-5.71,,-33.55,-74.17,59.85,-10.83,68.74,253.38,40.27,87.46,,545.36,-16.37,8.48,,-87.96,5043.60,-50.39,917.94,1038.80,-99.79,-97.93,-98.48,235.23,8044.37,50145.70,3646.19,-99.30,142.67,-40.87,366.27
QR_sy,,,,-8.19,,-1.58,10.18,-9.38,-11.07,-20.19,5.00,4.29,0.62,,5.73,16.28,0.03,,-11.48,-13.52,2.19,10.80,12.39,-2.89,-6.58,-13.36,-7.97,23.30,23.12,3.24,1.22,-8.56,-2.46,-7.21
QR_qq,,,16.87,-58.96,77.04,-21.73,-54.57,153.94,-1.25,48.12,-4.86,0.80,31.98,,,-86.94,71.19,-51.90,11.96,5479.63,-98.35,886.90,25.25,-98.99,-83.52,625.21,27559.53,-75.37,1.69,-45.93,-94.86,8480.57,-75.22,326.38
QR_sq,,,-27.25,19.28,7.64,5.37,-18.56,-1.89,5.64,-5.44,7.14,-2.56,1.92,,,7.16,-12.32,-3.13,-2.75,4.69,3.61,5.04,-1.36,-9.54,-0.34,-2.58,4.78,21.21,-0.49,-18.31,2.73,9.49,6.16,-22.29
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,,,-5.71,,-33.55,-74.17,59.85,-10.83,68.74,253.38,40.27,87.46,,545.36,-16.37,8.48,,-87.96,5043.60,-50.39,917.94,1038.80,-99.79,-97.93,-98.48,235.23,8044.37,50145.70,3646.19,-99.30,142.67,-40.87,366.27
CR_sy,,,,4.61,,-14.64,37.92,-11.22,-3.23,-13.72,-21.06,0.62,-2.68,,1.28,11.32,-10.19,,-11.94,-9.05,11.75,5.35,2.73,4.14,-5.90,-4.02,-10.40,7.44,12.27,-5.61,12.79,-8.36,-8.90,6.29
CR_qq,,,16.87,-58.96,77.04,-21.73,-54.57,153.94,-1.25,48.12,-4.86,0.80,31.98,,,-86.94,71.19,-51.90,11.96,5479.63,-98.35,886.90,25.25,-98.99,-83.52,625.21,27559.53,-75.37,1.69,-45.93,-94.86,8480.57,-75.22,326.38
CR_sq,,,-18.22,5.10,3.08,-3.66,32.14,-32.34,12.36,-14.11,20.91,-13.77,8.67,,,-5.23,-12.33,3.86,2.04,-2.12,7.72,-2.09,-0.49,-0.77,-2.66,-0.13,-7.11,18.99,1.72,-16.04,11.00,-3.33,1.12,-2.05
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,,,1093.38,,304.91,,81.66,,124.19,333.80,41.61,111.99,,568.65,-14.90,9.69,,-88.05,4997.43,-53.30,718.52,1061.15,-99.84,-98.79,-97.99,202.95,7848.33,68516.48,2327.67,-99.80,237.01,-17.68,620.60
PP_sy,,,,-13.58,,-8.69,,-17.95,,-58.14,-22.03,27.58,-4.60,,30.70,17.49,2.73,,-23.32,-3.02,59.02,42.16,11.94,-0.22,-15.65,-0.62,20.18,27.58,8.39,-7.72,-9.94,-20.57,-41.88,-33.08
PP_qq,,,,,,,-53.31,225.82,-12.80,69.00,-9.65,6.36,30.53,,,-86.46,68.25,-53.23,12.19,5673.52,-98.46,719.77,59.16,-99.22,-88.16,1269.53,23836.36,-79.52,2.21,-51.55,-98.04,34588.09,-75.03,324.17
PP_sq,,,,,,,-18.29,-22.82,24.46,-46.67,52.18,26.30,-6.93,,,13.53,-18.63,-9.55,-8.24,43.60,33.42,-19.14,-27.74,28.01,12.78,-4.73,-12.62,35.89,-4.18,-18.89,-14.72,19.85,-29.88,-6.61
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,,,-81.89,,,,,,,,,,,354.22,,,,-86.86,5425.85,-3.74,2729.82,785.06,-98.63,-91.39,-99.85,706.05,8548.48,30924.59,59294.87,-97.91,-80.31,-96.64,-72.31
RCLR_sy,,,,0.21,,,,,,,,,,,-4.94,,,,-14.38,1.47,-5.65,16.59,3.67,-20.00,-19.08,-22.30,-23.89,13.48,32.34,4.60,25.04,-11.26,-17.30,-10.00
RCLR_qq,,,,,,,,,,,,,,,,-93.22,155.46,-30.72,9.48,2751.76,-95.55,1936.79,-65.76,-95.60,-71.95,-64.71,184804.70,-52.75,0.61,-32.43,-93.48,344.22,-82.82,456.57
RCLR_sq,,,,,,,,,,,,,,,,-14.18,3.38,-8.59,5.58,1.70,-3.87,12.95,-6.12,-21.52,-2.76,8.45,-8.04,17.02,13.39,-14.27,9.93,-16.95,5.68,-6.71
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,,,0.37,,6.09,-20.50,25.14,9.66,-0.38,84.72,5.28,14.85,,2.12,-24.92,-8.25,,-26.64,-70.78,-28.55,-76.21,-73.53,-112.33,-150.22,-95.29,-42.02,453.40,125.40,837.93,-40.76,678.07,637.64,769.49
KP_sy,,,,78.00,,-27.43,-33.09,-9.12,-5.92,-13.19,34.39,-25.93,-7.87,,-15.62,26.68,-41.65,,2.59,19.43,95.44,31.71,0.48,-2.43,-34.63,-23.02,-31.25,1.65,9.17,-22.67,-1.97,-15.30,1.48,17.96
KP_qq,,,-26.93,10.75,9.68,19.51,-45.24,74.32,-3.88,8.56,1.54,-0.65,4.86,,,-26.95,28.13,-23.76,2.82,-70.91,213.30,-74.61,14.37,-113.56,-1175.92,102.38,1308.62,-17.38,-8.30,-12.12,-11.03,985.12,-13.06,3.59
KP_sq,,,4.95,-23.83,26.91,-28.47,-3.22,3.45,31.37,-33.99,49.82,-42.98,63.39,,,-14.40,-24.73,20.55,32.07,-0.34,23.17,-18.76,0.75,-3.22,-17.48,-4.33,-10.03,43.10,-11.37,-32.23,14.06,23.64,6.18,-21.23
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,,,-2471.24,,-604.80,-904.10,,,,117.79,,,,-209.88,,,,-1305.11,-21.51,-308.06,-0.98,100.49,99.92,99.52,100.08,155.57,559.51,116.22,129.42,-93.21,791.47,1130.50,3108.83
PKKO_sy,,,,-19.15,,-65.43,333.77,,,,168.86,,,,-100.33,,,,4466.67,131.68,115.22,-108.45,308.40,-72.83,-2348.57,-441.46,-64.67,-3634.04,106.54,269.37,-194.71,16.92,-861.17,-277.79
PKKO_qq,,,-79.04,-1307.19,-21.87,-63.72,66.62,,,,,,,,,-1001.76,-3.11,4.42,-29.40,4.72,-246.28,76.35,100.63,-116.01,-1892.34,103.75,2039.69,-71.22,-29.67,-47.03,-36.68,3678.49,-2.92,38.14
PKKO_sq,,,-96.99,1067.53,-5.84,4.31,-62.17,,,,,,,,,-9000.00,15.75,310.87,-72.99,-33.97,-59.54,-217.14,1404.88,-95.61,-3448.94,71.79,185.14,-539.42,106.20,630.10,-147.61,-285.47,43.19,-70.54
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,,,-39.46,,418.58,676.85,,,,-82.85,,,,219.29,,-175.35,-47.04,-67.14,,130.97,,9037.21,11943.82,19026.02,,70.20,-16.16,-26.95,-37.01,-90.07,-1.67,30.11,33.06
RN_sy,,,,-4.70,,-11.60,-17.98,,,,1.64,,,,0.39,,-11.73,-6.16,1.70,,13.80,,-0.12,0.90,4.15,,6.52,-12.18,-15.51,-16.87,-17.68,-3.36,1.24,3.73
RN_qq,,,-34.21,4.12,,657.04,-1.45,,,,,124.39,69.59,-41.03,42.30,,,141.45,-11.72,10.23,-23.21,,,45.30,21.95,-7.08,3.37,-28.42,6.24,-19.87,-83.70,608.62,40.58,-18.05
RN_sq,,,15.85,-12.61,,-6.20,7.49,,,,,6.57,-3.68,-1.52,-0.68,,,4.69,7.65,3.03,-1.99,,,4.08,1.17,0.35,0.81,-14.19,-2.67,-1.27,-0.18,0.74,1.97,1.16
CRN,2572000,2910000,4424000,4251000,4251000,561000,570000,,,,3321000,1480000,873000,1480000,1040000,,-1158000,2794000,3165000,2871000,3740000,,35000,24000,20000,21000,20000,28000,27000,33000,205000,29000,21000,25000
CRN_yy,,,,65.28,,-80.72,-87.12,,,,482.63,,,,-68.68,,-232.65,88.78,204.33,,422.97,,-98.89,-99.16,-99.47,,-42.86,16.67,35.00,57.14,925.00,3.57,-22.22,-24.24
CRN_sy,,,,5.15,,11.56,21.60,,,,-1.97,,,,-0.67,,4.79,6.76,-1.35,,-10.46,,-6.16,-1.41,2.19,,-5.84,14.29,17.14,19.08,22.48,3.75,-1.22,2.56
CRN_qq,,,52.03,-3.91,,-86.80,1.60,,,,,-55.44,-41.01,69.53,-29.73,,,341.28,13.28,-9.29,30.27,,,-31.43,-16.67,5.00,-4.76,40.00,-3.57,22.22,521.21,-85.85,-27.59,19.05
CRN_sq,,,-14.97,14.40,,7.19,-7.32,,,,,-6.04,4.29,1.37,,,,3.27,-7.59,-2.74,-3.52,,,2.19,,-6.43,-1.53,24.03,2.50,-4.88,1.28,5.06,-2.41,-1.23
CPZ,1511000,1784000,1869000,2861000,3421000,563000,790000,690000,754000,3966000,3579000,1464000,787000,1344000,933000,,-1456000,4028000,5782000,4414000,5574000,,28000,43000,129000,389000,307000,355000,225000,2000,99000,14000,15000,19000
CPZ_yy,,,,89.34,,-68.44,-57.73,-75.88,-77.96,604.44,353.04,112.17,4.38,-66.11,-73.93,,-285.01,199.70,519.72,,482.83,,-99.52,-99.03,-97.69,,996.43,725.58,74.42,-99.49,-67.75,-96.06,-93.33,850.00
CPZ_sy,,,,,,11.95,21.21,6.18,-5.21,8.99,-4.50,-1.59,9.34,2.06,-1.57,,-5.03,-7.07,0.53,,-3.17,,-7.41,-8.81,1.64,,6.29,19.89,11.83,9.78,6.45,-1.90,0.48,
CPZ_qq,,,4.76,53.08,19.57,-83.54,40.32,-12.66,9.28,425.99,-9.76,-59.09,-46.24,70.78,-30.58,,,376.65,43.55,-23.66,26.28,,,53.57,200.00,201.55,-21.08,15.64,-36.62,-99.11,4850.00,-85.86,7.14,26.67
CPZ_sq,,,3.77,7.88,7.87,-7.29,12.36,-5.50,-3.70,6.59,-1.55,-2.62,6.99,-0.50,-5.05,,,-2.65,2.72,2.12,-5.18,,,0.57,5.68,-1.08,1.09,13.44,-1.42,-2.88,-1.98,4.55,0.97,-3.35
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,,,-75.68,,191.32,276.06,375.24,462.89,-86.36,-86.96,-70.99,-49.50,73.51,106.30,,-140.27,-67.94,-70.23,,148.35,,14821.79,23731.18,50070.45,,15.87,-52.37,-73.85,157.97,-52.15,-14.45,-36.98,-84.51
RMO_sy,,,,3.93,,33.19,26.98,-2.87,18.27,0.10,1.27,13.21,-4.25,2.39,-6.63,,0.56,-4.76,5.82,,7.57,,0.13,-2.11,1.00,,-0.53,-6.58,-9.14,-3.75,-5.10,-6.82,-6.64,-11.33
RMO_qq,,,-31.84,-20.46,-22.82,596.23,-12.01,0.51,-8.58,-83.13,-15.89,123.62,59.15,-42.04,,,,146.15,-7.14,19.23,-5.38,,,90.42,99.21,-74.70,20.72,-21.72,9.36,149.61,-77.61,39.97,-19.44,-38.66
RMO_sq,,,5.75,23.55,-14.14,18.73,0.83,-5.50,4.55,0.49,2.00,5.65,-11.58,7.46,,,,1.77,3.35,1.83,0.44,,,-0.45,3.63,-2.89,-0.72,-6.50,0.79,2.88,-2.11,-8.20,0.99,-2.30
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,,,-83.48,,181.30,287.46,452.08,635.83,-83.16,-80.49,-61.81,-35.03,127.05,101.55,,-123.07,-83.69,-85.07,,121.16,,2772.79,6502.04,5127.38,,-8.93,-62.89,-41.65,-43.23,-86.14,52.02,81.42,75.01
RMT_sy,,,,-15.25,,6.28,-3.73,-3.10,-10.13,-16.75,-3.34,-5.04,-9.08,8.46,4.35,,1.58,8.25,6.86,,8.26,,-2.68,0.11,-1.32,,-3.91,-2.75,-6.25,-6.40,-9.55,-12.41,-15.05,-4.62
RMT_qq,,,-37.18,-19.73,-25.00,643.89,-13.48,14.37,-0.04,-82.97,0.22,123.89,70.06,-40.50,-11.04,,,142.07,-18.56,-27.94,-14.29,,,65.60,-32.13,-16.03,-3.50,-32.52,6.71,-18.31,-76.45,640.37,27.34,-21.19
