,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700
ShareAmountCurrent,4820000000,4820000000,4820000000,4820000000,4820000000,4820000000,4820000000,9640000000,9640000000,9640000000,9640000000,9640000000,9640000000,9730000000,9730000000,9730000000,9730000000,22642259000,22642259000,22642259000,30889143000,30889143000,30889143000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000,27800229000
WKCurrent,37310,42890,45390,48420,52920,55450,58660,45880,46470,46540,46650,47740,48610,38350,34880,35730,34930,10010,10390,13030,12050,9990,10240,11610,11940,12530,12430,12560,12390,11760,12010,12140,12310,12430,12390,12640,12720,13100,13220,13210,13030,13510,13530,13760,13990,14620,14670,15120,15660,15310,15550,16079
CWKCurrent,230,200,190,180,160,160,150,190,190,190,190,180,180,230,250,240,250,870,840,670,720,870,850,750,730,690,700,690,700,740,720,720,710,700,700,690,680,660,660,660,670,640,640,630,620,600,590,580,560,570,560,540
WKGrahamCurrent,-9630,-13070,-12680,-15970,-12160,-18540,-28820,-7160,-10730,-12500,-13330,-21300,-24000,-35700,-40270,-36440,-37750,-13580,-13220,-11470,-5610,-6680,-6310,-6530,-5740,-5340,-5110,-5290,-5360,-5340,-5030,-4710,-4330,-4260,-4030,-3710,-3610,-3550,-3440,-3620,-4360,-4080,-4040,-4140,-3930,-3930,-3940,-3660,-3110,-9950,-9350,-9690
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,110670,180500,183730,201280,206870,216020,227900,120440,128720,137480,140570,142230,146510,150370,157350,167900,166560,69630,67310,62530,46510,47110,47410,55120,57090,60070,66050,69420,73500,75690,73960,72240,70190,68470,67430,67110,64180,60730,57870,54740,53300,52910,52380,52320,52060,52310,54470,57920,60150,63630,69140,71150
CPCurrent,80,50,50,40,40,40,40,70,70,60,60,60,60,60,60,50,50,130,130,140,190,180,180,160,150,140,130,130,120,110,120,120,120,130,130,130,140,140,150,160,160,160,170,170,170,170,160,150,140,140,130,120
ZCurrent,4830,5620,6530,6930,8960,10440,11350,5720,5020,4160,3130,2670,2820,-2430,-7610,-11580,-12360,-14610,-12280,-10500,-7500,1010,1000,1020,1070,1410,1090,930,480,-710,-430,-400,-60,820,850,780,680,810,810,720,610,540,380,590,850,1120,1390,1640,1680,750,700,60
CZCurrent,1800,1550,1330,1260,970,830,770,1520,1730,2090,2780,3260,3090,,,,,,,,,8570,8710,8560,8130,6160,8020,9360,18020,,,,,10550,10270,11160,12760,10690,10760,12060,14340,16079,22750,14790,10300,7770,6260,5310,5160,11530,12400,152310
ZOCurrent,6240,8029,8710,9010,11250,13070,14470,7170,6250,5660,5100,5290,5620,8540,7960,6860,6330,-10140,-9670,-9270,-6630,1840,1680,1870,1860,1960,1800,1520,1090,400,480,490,820,1380,1360,1360,1250,1140,1110,990,800,1000,860,1000,1260,1500,1810,2140,2240,1440,1470,770
CZOCurrent,1390,1080,1000,970,770,670,600,1210,1390,1540,1710,1640,1550,1020,1090,1270,1370,,,,,4730,5180,4650,4680,4450,4840,5710,7970,21880,17990,17700,10650,6290,6390,6410,6940,7630,7830,8790,10860,8730,10070,8670,6890,5780,4790,4070,3880,6060,5930,11330
EVCurrent,5790,5200,4370,4740,3580,51170,2350,3490,5110,38450,6100,5940,6760,60990,56530,5060,60670,23390,23110,21630,15410,15870,16550,17660,16500,16309,16500,17050,16470,16690,16270,15600,14570,14930,15050,14430,14510,14130,13830,13890,14780,13700,14330,14220,13990,13530,14460,14670,13650,15410,15650,17540
EVPCurrent,50,30,20,20,20,240,10,30,40,280,40,40,50,410,360,30,360,340,340,350,330,340,350,320,290,270,250,250,220,220,220,220,210,220,220,220,230,230,240,250,280,260,270,270,270,260,270,250,230,240,230,250
EVEBITCurrent,930,650,500,530,320,3920,160,490,820,6800,1200,1120,1200,7140,7100,740,9590,-2310,-2390,-2330,-2320,8630,9860,9450,8880,8340,9190,11190,15080,41970,33660,31750,17830,10790,11060,10630,11570,12390,12450,14030,18450,13760,16590,14180,11090,8990,7960,6860,6090,10730,10670,22830
EVEBITDACurrent,690,470,360,370,230,2970,130,370,580,4510,740,690,750,5040,4850,480,6000,-2790,-2910,-2860,-2880,5380,6010,5860,5620,5430,5860,6780,8060,12650,11800,11350,8690,6540,6660,6390,6760,7210,7250,7950,9500,7940,9020,8170,6970,5890,5440,4870,4330,6110,5740,7620
DTAR,530,560,550,560,530,550,590,460,470,490,520,560,560,660,690,660,660,700,690,620,550,600,600,590,580,540,560,570,570,560,550,550,520,510,500,490,490,470,470,460,500,480,470,470,470,470,480,480,470,600,590,580
CG,1180,1260,1230,1260,1130,1230,1450,850,900,960,1070,1300,1260,1920,2210,1960,1930,2300,2210,1650,1250,1530,1540,1480,1380,1190,1280,1320,1360,1270,1240,1220,1090,1040,1010,950,950,890,900,850,1010,940,880,900,880,900,940,910,870,1480,1430,1380
LDER,370,570,570,530,440,570,530,290,350,290,310,410,380,490,500,420,400,530,430,790,600,670,700,650,600,530,510,240,480,430,390,170,340,320,280,240,320,300,270,270,330,240,230,240,220,200,220,200,200,190,250,470
PZAT,2170,1510,1510,1750,2029,1740,2070,2720,2460,3090,2880,2520,2800,2930,3180,3550,3840,3380,4040,1810,1820,1890,1730,1810,1830,2020,2060,4340,2210,2590,2720,6090,2970,3190,3570,4100,3040,3130,3470,3200,2770,3670,3820,3600,3790,4250,3770,4010,3940,6700,4770,2580
PELDR,1070,1210,1230,1150,1170,1180,1040,1130,1100,1020,1030,980,930,780,700,710,680,660,640,960,1110,1010,1060,1070,1090,1080,1080,890,1050,990,1000,860,1010,990,990,980,1050,1040,1030,1100,1090,1050,1050,1090,1100,1070,1100,1100,1140,770,840,960
