,2007/Q4,2008/Q4,2009/Q4,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ROPA_yy,,-423.08,409.52,,,63.85,,1343.18,18.22,-36.78,-43.03,-50.39,84.59,55.94,152.89,327.94,-28.60,3.65,-30.18,-59.57,-30.35,16.54,-10.88,-77.80,-103.04,-504.47,-572.74,-5623.97,-42664.71,81.48,21.79,89.08,85.72,97.72,101.58,80.96
ROPA_sy,,142.82,-38.97,,,-13.68,,247.40,72.78,-19.20,-8.31,-12.24,17.31,6.49,-45.07,-15.87,-17.88,-2.68,48.04,-2.78,-46.58,49.37,40.95,25.00,61.92,-114.68,-171.15,-173.96,-251.65,-564.57,-153.75,-92.25,7.83,134.39,135.80,148.64
ROPA_qq,,,,,1072.73,23.84,4.38,-4.80,-3.94,-33.77,-5.94,-17.11,257.46,-44.05,52.54,40.27,-40.36,-18.78,2.76,-18.78,2.75,35.89,-21.42,-79.77,-114.05,-18005.88,8.15,-136.43,-8.77,92.16,-287.89,66.98,-42.19,98.75,369.23,-497.14
ROPA_sq,,,,,105.19,50.79,1.05,11.11,2.06,-29.49,14.68,6.34,36.42,-35.99,-40.85,62.89,33.16,-24.14,-10.03,6.96,-26.82,112.10,-15.10,-5.14,-5.21,-119.23,-311.43,1.39,-94.37,15.72,-57.09,25.29,6.81,131.45,63.50,1.53
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,,213.94,,,-633.84,,-759.94,-3201.66,-5.54,-8.14,-142.95,-635.66,202.81,166.21,153.31,118.88,27.56,25.40,10.49,-32.26,-18.92,2393.42,782.61,316.73,492.95,-134.42,553.16,-5692.70,199.29,102.69,-97.01,101.27,-99.40,-45.21,-100.61
ZNPO_sy,,,-41.99,,,60.87,,129.89,73.22,-55.99,66.31,47.49,5.61,-10.22,-88.92,-73.06,-17.76,-26.22,112.40,8.05,-68.54,293.60,199.45,92.13,111.64,-89.28,-335.34,-94.49,-100.14,-2256.43,-17.32,-2200.61,28350.00,116.98,112.56,134.14
ZNPO_qq,,,,,-126.08,-3203.31,-21.19,36.79,-30.48,-5.59,-24.18,-42.00,-295.10,114.76,-20.02,14.34,39.95,-0.33,-21.38,0.74,-14.19,19.29,2317.98,-64.34,-59.48,69.74,-240.36,776.68,-446.92,109.08,-98.74,653.13,47.38,-95.70,14.78,-108.38
ZNPO_sq,,,,,78.00,51.55,-28.20,18.69,34.12,-61.50,171.33,5.26,-3.96,-67.27,-66.52,155.93,193.17,-70.63,-3.60,30.20,-14.65,267.42,-26.66,-16.47,-5.98,-81.39,-1710.36,101.95,-102.44,-280775.00,12.39,65.00,132.80,68.81,-35.20,-4.85
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,-45.32,,,-9704.71,,-9553.05,-9704.71,101.14,101.14,101.14,101.79,91.47,63.75,64.36,1.61,-35.65,-30.31,-8.57,11.15,18.29,71.79,38.88,-10.89,55.69,-20.39,84.83,178.22,-318.58,-159.30,-58.30,-63.23,132.91,275.79,1.21
ZFI_sy,,,14.97,,,6.89,,-27.49,33.07,-26.08,12.98,-23.48,24.18,62.79,13.10,73.31,-4.79,-13.92,-22.71,-13.05,-1.82,-37.37,-4.37,3.86,-0.86,69.84,19.09,8.29,19.47,-3.41,-45.14,-5.09,-22.02,-21.83,42.06,-4.14
ZFI_qq,,,,,-1.58,-9704.71,,,,101.14,,,56.47,22.37,-14.48,0.38,-3.27,-22.51,-7.37,31.68,17.59,-17.53,34.52,6.46,-24.55,44.09,-31.22,147.15,13.58,-213.21,81.34,273.77,0.16,1.31,-0.31,0.05
ZFI_sq,,,,,-40.55,48.52,,,,-17.50,,,77.02,8.16,0.77,-10.18,-2.75,-2.21,-9.51,1.04,9.81,-37.62,38.17,9.73,4.82,6.87,-3.12,-0.22,15.64,-13.59,-44.98,72.62,-4.99,-13.38,,16.47
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,4.39,-5.05,,,-23.58,,-9.50,2.69,6.35,19.41,26.61,20.90,19.19,16.35,2.36,5.99,6.42,15.23,3.31,-4.92,-7.03,-21.35,-14.53,-3.81,2.91,7.77,-62.92,-56.72,-54.91,-52.01,80.28,43.10,70.02,163.19,87.29
DTAR_sy,,5.61,-2.17,,,10.74,,17.06,4.18,2.96,3.29,4.81,8.17,8.75,7.91,-6.81,-10.28,-14.66,-12.19,-5.21,-4.05,11.66,6.01,12.83,20.54,13.74,20.64,0.78,-10.67,0.78,12.13,19.43,18.41,-12.39,-12.57,-11.08
DTAR_qq,,,,,-10.03,4.30,-11.65,9.16,2.09,8.02,-0.81,15.74,-2.51,6.49,-3.17,1.82,0.94,6.92,4.85,-8.71,-7.10,4.54,-11.29,-0.79,4.55,11.85,-7.10,-65.87,22.02,16.54,-1.14,28.24,-3.14,38.47,53.03,-8.74
DTAR_sq,,,,,6.33,7.26,-6.93,10.29,-5.37,6.00,-6.63,11.92,-2.34,6.57,-7.36,-3.35,-5.98,1.37,-4.68,4.34,-4.83,17.97,-9.51,11.06,1.67,11.31,-4.01,-7.23,-9.88,25.58,6.79,-1.19,-10.65,-7.09,6.58,0.49
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,12.27,-12.93,,,-44.14,,-17.26,4.95,12.57,38.15,61.77,46.56,46.38,37.79,5.33,14.47,17.68,45.16,8.63,-10.86,-16.93,-44.33,-29.91,-8.24,7.29,17.61,-77.74,-73.93,-75.33,-71.08,122.32,64.62,129.99,554.59,245.15
CG_sy,,8.36,-4.02,,,23.45,,22.69,6.81,4.09,-6.48,-5.09,18.28,2.42,4.83,-11.10,-17.69,-16.73,-20.28,-11.98,-10.20,35.65,27.27,26.42,52.42,48.03,23.44,1.62,-11.81,-30.42,15.12,-46.75,-67.82,-79.34,-78.86,-46.29
CG_qq,,,,,-18.12,8.06,-19.82,16.63,3.86,15.90,-1.60,36.57,-5.91,15.76,-7.37,4.40,2.26,19.01,14.26,-21.87,-16.09,10.91,-23.44,-1.63,9.86,29.67,-16.07,-81.38,28.68,22.68,-1.59,43.09,-4.71,71.40,180.10,-24.55
CG_sq,,,,,-11.08,16.20,8.57,9.37,-22.59,13.24,-2.45,10.99,-3.53,-1.94,-0.16,-5.87,-10.68,-0.80,-4.41,3.93,-8.88,49.85,-10.31,3.24,9.86,45.53,-25.21,-15.01,-4.66,14.82,23.74,-60.68,-42.40,-26.28,26.61,-0.10
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,-53.45,,,344.44,,379.17,370.83,-65.83,-66.37,-67.83,667.26,921.95,3644.74,3116.22,24.11,389.26,32.89,124.29,135.13,26.78,32.42,-50.84,-48.81,-10.23,-28.59,-75.15,-79.77,-94.34,-92.73,-38.34,-23.66,61.36,63.08,1.00
LDER_sy,,,0.42,,,175.02,,57.58,-84.68,-69.17,-57.79,-8.29,944.21,39.14,-6.89,2.99,-7.89,4.28,-9.64,32.29,-17.54,61.87,58.00,38.22,9.29,-8.27,78.94,23.69,125.74,-58.53,-55.06,-81.65,-91.74,-86.68,-91.02,-75.76
LDER_qq,,,,,,400.00,-5.83,1.77,-1.74,-63.72,-7.32,-2.63,2243.24,-51.67,239.62,-16.37,-9.58,90.52,-7.76,41.14,-5.21,2.73,-3.66,-47.60,-1.30,80.15,-23.36,-81.77,-19.63,-49.62,-1.52,54.62,-0.50,6.50,-0.47,-4.25
LDER_sq,,,,,,269.13,14.20,-59.15,-91.10,642.89,56.36,-11.24,1.28,-1.01,4.63,-1.82,-9.42,12.07,-9.33,43.73,-43.54,119.97,-11.49,25.73,-55.35,84.64,72.64,-13.09,-18.52,-66.08,87.11,-64.51,-63.34,-45.28,26.19,-4.25
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,-11.59,,,-73.92,,,,125.37,,,,-85.43,,,-10.32,-82.06,-37.40,-35.54,-28.23,10.68,6.82,84.16,48.59,-65.96,-80.29,-95.76,-94.55,-79.81,-69.23,-6.36,-31.48,-26.63,54249.44,55407.82
PZAT_sy,,,-5.07,,,-11.92,,,,374.96,,,,-78.17,,,20.13,-40.53,28.51,-30.22,-31.93,4.67,-9.10,11.30,14.58,-0.33,-57.39,-51.65,-53.31,-48.74,-12.65,-14.85,-40.44,-21.42,111.88,194.23
PZAT_qq,,,,,,,,,,,,,,202.04,-70.01,-7.21,6.70,-39.58,4.65,-4.45,18.80,-6.83,1.01,64.72,-4.15,-78.66,-41.51,-64.54,23.03,-20.88,-10.84,7.88,-9.97,-15.28,65952.65,10.18
PZAT_sq,,,,,,,,,,,,,,26.00,-29.57,35.43,-0.04,-37.62,52.17,-26.45,-2.50,-4.08,32.16,-9.95,0.38,-16.56,-43.50,2.17,-3.06,-8.40,-3.72,-0.41,-32.19,20.86,159.60,38.30
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,-8.54,,,-0.81,,,,18.40,,,,-5.81,,,-3.87,4.63,2.56,2.43,-9.25,9.84,4.37,-5.94,6.48,160.64,263.93,607.30,502.07,1580.41,1205.38,-72.76,-69.05,-21.81,-98.92,-73.12
PELDR_sy,,,0.90,,,-17.11,,,,0.63,,,,4.27,,,5.52,0.97,3.34,4.26,3.63,6.62,-4.13,3.36,-8.15,-3.30,4.30,-7.82,4.26,0.11,-3.64,-0.26,1.71,16.70,11.64,-0.58
PELDR_qq,,,,,,,,,,,,,,-16.60,9.18,2.54,2.95,-9.22,7.01,2.41,-8.78,9.87,1.68,-7.70,3.26,168.96,41.97,79.38,-12.10,650.70,10.29,-96.26,-0.15,1796.30,-98.48,-6.81
PELDR_sq,,,,,,,,,,,,,,1.30,-0.06,1.70,2.48,-3.07,2.29,2.61,1.86,-0.27,-8.03,10.62,-9.48,4.99,-0.79,-2.23,2.38,0.81,-4.51,1.20,4.40,15.67,-8.65,-9.88
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,8.72,,,38.10,,10.36,-1.30,-6.27,-14.22,-22.32,-11.35,-15.52,-3.92,8.32,-5.65,4.58,-17.35,7.68,20.71,17.01,48.58,8.88,-5.52,-6.11,-13.62,52.09,50.81,50.20,42.54,-19.90,-13.60,-25.47,-59.46,-45.72
TSF_sy,,,-3.03,,,-9.24,,-6.22,-9.16,-10.48,9.99,10.02,0.72,12.48,-2.83,-2.00,-1.52,-1.93,0.22,19.94,22.51,4.92,14.72,-1.59,-7.31,-6.93,-10.67,2.63,8.23,4.36,-13.58,-14.65,-2.56,15.55,42.89,13.19
TSF_qq,,,,,9.89,-2.54,10.10,-6.40,-1.72,-7.45,0.77,-15.24,12.16,-11.81,14.61,-4.45,-2.30,-2.25,-9.43,24.50,9.51,-5.25,15.01,-8.77,-4.97,-5.84,5.82,60.63,-5.77,-6.22,0.42,-9.74,1.64,-19.11,-45.38,20.86
TSF_sq,,,,,13.20,-8.83,-6.14,-3.18,9.65,-10.16,15.32,-3.16,0.39,0.32,-0.37,-2.33,0.88,-0.10,1.82,16.89,3.04,-14.44,11.32,0.28,-2.95,-14.09,6.84,15.22,2.34,-17.16,-11.53,13.80,16.84,-1.77,9.40,-9.85
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,10.62,1.12,,,-8.97,,,,-5.74,,,,14.60,,,5.95,7.22,6.79,6.17,9.51,-4.55,-7.83,-7.52,-9.25,-5.16,-24.87,-74.25,-68.34,-66.59,-55.60,119.31,73.36,70.07,314.26,170.29
ZKO_sy,,-10.71,34.91,,,30.99,,,,-16.03,,,,18.12,,,24.20,8.42,30.87,7.77,5.15,-29.32,29.90,-21.42,1.36,23.69,9.84,49.96,20.22,24.51,-4.66,-22.25,-5.26,-29.94,-19.02,-10.05
ZKO_qq,,,,,,,,,,,,,,10.97,-2.44,-1.09,-1.05,12.30,-2.83,-1.67,2.06,-2.12,-6.16,-1.34,0.15,2.30,-25.67,-66.19,23.14,7.96,-1.24,67.04,-2.65,5.91,140.56,8.98
ZKO_sq,,,,,,,,,,,,,,18.95,-25.04,46.73,-5.07,3.84,-9.52,20.83,-7.38,-30.20,66.29,-26.90,19.47,-14.82,47.67,-0.20,-4.22,-11.79,13.08,-18.61,16.71,-34.78,30.72,-9.60
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-16.12,-7.23,,,-10.54,,,,9.80,,,,1.65,,,-1.84,-4.69,3.30,-5.40,-13.70,0.86,-9.40,-3.85,6.10,141.44,198.31,105.69,108.59,611.60,542.53,-44.58,-48.61,27.41,-95.71,-25.80
OSF_sy,,-10.07,15.10,,,-11.50,,,,-8.76,,,,18.19,,,21.08,23.50,11.03,-23.61,-12.97,-28.64,-28.56,-13.04,-13.54,90.19,71.76,104.15,67.39,0.62,26.92,-20.63,4.41,-8.33,-24.76,-0.49
OSF_qq,,,,,,,,,,,,,,-7.92,0.27,3.40,2.82,-10.59,8.68,-5.32,-6.20,4.50,-2.38,0.49,3.50,137.80,20.61,-30.71,4.96,711.24,8.90,-94.02,-2.65,1911.15,-96.33,3.28
OSF_sq,,,,,,,,,,,,,,0.16,1.95,19.99,-1.18,2.16,-8.35,-17.45,12.59,-16.24,-8.24,0.49,11.95,84.24,-17.13,19.44,-8.20,10.74,4.53,-25.32,20.77,-2.77,-14.20,-1.22
NetDebt,22489000000,22241000000,34045000000,32437000000,26585000000,23670000000,25319000000,29027000000,30869000000,28873000000,38405000000,53567000000,47697000000,54915000000,52520000000,60713000000,64111000000,73588000000,90553000000,81836000000,70507000000,75948000000,59858000000,64388000000,71146000000,42729000000,36527000000,-12219000000,-1072000000,-3189000000,-3112000000,-6680000000,-6940000000,-2041000000,18497000000,19489000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-84.43,-72.43,,,-46.53,,-80.33,-10.70,31.30,63.26,98.63,-45.18,-10.06,-51.59,-70.64,75.22,20.89,66.13,88.01,-11.11,-25.27,-19.67,79.94,317.49,-143.71,-140.22,-94.77,-99.76,223.17,124.97,1107.86,9608.97,-1584.80,18473.63,-1021.36
NetDebtEBITDA_sy,,31.22,11.63,,,5.27,,-11.05,-11.85,43.09,7.73,-20.79,-28.91,-15.35,-7.00,52.31,91.18,-1.57,31.89,0.55,-13.36,17.32,12.48,7.64,16.65,-33.92,-4.44,-66.73,-99.15,-35.70,-78.06,-46.55,3713.98,-83.88,438.47,93.94
NetDebtEBITDA_qq,,,,,-76.57,-31.53,6.97,14.65,6.35,0.68,33.01,39.48,-70.65,65.17,-28.41,-15.40,75.15,13.96,-1.62,-4.26,-17.19,-4.20,5.76,114.46,92.13,-110.03,2.67,127.87,-91.23,5081.27,-80.27,1247.82,-29.55,-892.38,346.84,-166.86
NetDebtEBITDA_sq,,,,,5.12,-26.82,-5.31,22.12,4.18,18.78,-28.71,-10.22,-6.50,41.43,-21.67,47.04,17.36,-27.18,4.96,12.10,1.13,-1.40,0.63,7.28,9.59,-44.14,45.52,-62.66,-97.19,4108.71,-50.35,-9.02,100.61,-82.21,1558.77,-67.23
DebtFin,-1058000000,-913000000,-10516000000,,,-5701000000,,,,588000000,,,4734000000,10032000000,9206000000,8448000000,13758000000,16572000000,9412000000,14154000000,24100000000,17295000000,25485000000,34526000000,36808000000,31164000000,18125000000,362000000,534000000,-112000000,-108000000,-113000000,-22000000,-72000000,-76000000,22000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,86.41,-107.48,,,58.31,,,,111.10,,,,707.00,,,278.90,49.02,-1.50,133.68,41.58,-24.44,229.07,457.86,531.89,-240.00,-146.88,-100.29,-100.23,105.93,101.74,790.62,161.90,-1590.72,-2306.72,-161.43
DebtFinEBITDA_sy,,-108.06,1215.08,,,-179.08,,,,352.91,,,,50.04,,,32.07,13.94,26.85,1.46,28.52,8.42,77.09,26.64,-4.22,4.05,57.87,-44.15,-101.52,-78.42,-88.38,-123.99,161.90,-100.53,166.61,492.14
DebtFinEBITDA_qq,,,,,,,,,,,,,,204.04,-31.30,-32.84,170.11,19.58,-54.59,59.33,63.66,-36.18,97.74,170.10,85.37,-114.14,33.78,98.34,-47.66,465.08,-80.58,559.70,-86.76,-8891.45,71.25,81.64
DebtFinEBITDA_sq,,,,,,,,,,,,,,28.76,-38.93,54.45,8.74,11.08,-32.01,23.54,37.74,-6.29,11.05,-11.65,4.18,1.80,68.49,-68.74,-102.83,1548.94,-9.28,-164.54,107.30,-112.39,45782.76,-5.07
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-24.17,-8.25,,,-1.72,,,,16.50,,,,-11.30,,,-7.34,-11.11,-3.27,-10.90,-21.20,5.66,-1.70,3.97,16.91,154.61,297.05,698.79,558.97,2029.17,1346.98,-74.73,-70.36,-25.06,-98.96,-72.55
SP1_sy,,-1.91,-2.78,,,-32.99,,,,10.26,,,,3.22,,,-6.32,-3.11,-1.12,-2.15,-3.07,4.05,-4.28,4.24,1.15,-7.17,-15.28,-18.55,-15.30,-18.21,-25.75,-21.76,-4.99,30.57,96.90,80.51
SP1_qq,,,,,,,,,,,,,,-17.01,2.78,4.54,3.92,-20.39,11.84,-3.71,-8.10,6.75,4.05,1.85,3.34,132.49,62.26,104.90,-14.75,651.18,10.27,-96.42,-0.02,1799.31,-98.47,-5.22
SP1_sq,,,,,,,,,,,,,,-4.78,1.96,-5.31,1.91,-1.52,4.05,-6.30,0.96,5.71,-4.28,2.04,-2.03,-2.99,-12.64,-1.90,1.88,-6.32,-20.70,3.38,23.71,28.74,19.58,-5.22
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-23.73,-8.54,,,-0.81,,,,15.59,,,,-7.97,,,-5.56,2.80,0.69,0.87,-10.86,10.48,3.37,-7.16,5.38,149.24,274.31,629.13,498.74,1649.17,1143.47,-75.03,-70.54,-24.46,-98.96,-72.55
SP2_sy,,1.12,-0.56,,,-16.49,,,,0.55,,,,-5.93,,,6.20,1.43,5.06,3.26,5.92,17.86,-1.84,-3.66,-8.97,-4.67,2.16,-1.77,4.37,0.65,-3.49,0.05,2.68,15.60,11.22,-1.23
SP2_qq,,,,,,,,,,,,,,-20.43,12.68,2.41,2.86,-13.39,10.37,2.60,-9.10,7.34,3.27,-7.86,3.18,153.86,55.09,79.48,-15.27,641.63,10.25,-96.40,-0.03,1801.79,-98.47,-5.32
SP2_sq,,,,,,,,,,,,,,-5.80,7.63,5.36,-0.59,-10.03,11.49,3.56,1.96,0.11,-7.14,1.64,-3.66,4.84,-0.49,-2.28,2.37,1.11,-4.58,1.30,5.06,13.83,-8.19,-10.04
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-20.04,532.59,,,-7.09,,,,-1.52,,,,-58.08,,,-19.89,50.29,-0.15,0.94,-23.58,25.97,24.38,-42.52,-2.02,17.47,21.53,-82.40,-86.76,-92.98,-93.74,46.22,44.66,-52.21,-81.54,-81.03
CAR_sy,,114.57,-26.09,,,-1.53,,,,-1.52,,,,-58.22,,,46.91,109.78,185.24,278.29,3.62,-43.85,0.29,-41.22,-38.09,-56.05,-54.24,-76.63,-28.34,22.14,-21.39,281.65,113.83,121.04,250.94,39.47
CAR_qq,,,,,,,,,,,,,,-32.85,57.98,-15.33,-10.82,25.99,4.97,-14.41,-32.48,107.68,3.64,-60.44,15.09,148.97,7.23,-94.27,-13.45,32.04,-4.41,33.85,-14.37,-56.38,-63.08,37.50
CAR_sq,,,,,,,,,,,,,,35.50,-41.91,-16.14,122.53,93.50,-21.01,11.22,-39.04,4.85,41.09,-34.81,-35.80,-25.58,46.90,-66.70,96.84,26.85,-5.45,61.66,10.28,31.13,50.11,-35.75
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-10.16,0.08,,,11.99,,,,4.02,,,,-11.52,,,-6.08,1.57,-8.01,3.28,3.19,11.90,23.77,-0.65,-1.73,-2.54,21.92,308.00,206.21,174.45,95.29,-62.49,-48.01,-42.33,-76.49,-62.57
QR_sy,,15.32,-18.05,,,-19.57,,,,-1.97,,,,-11.33,,,-7.99,4.99,-5.85,16.70,-12.00,11.01,19.48,-10.48,-2.58,-3.32,-18.86,-28.31,-21.37,-31.31,-51.73,31.25,86.68,146.24,132.06,14.73
QR_qq,,,,,,,,,,,,,,-16.20,13.52,-1.24,-0.03,-9.37,2.81,10.88,-0.12,-1.72,13.72,-11.00,-1.20,-2.53,42.25,197.85,-25.85,-12.64,1.22,-42.80,2.78,-3.10,-58.73,-8.95
QR_sq,,,,,,,,,,,,,,-23.66,33.47,-17.46,9.40,-12.88,19.69,2.31,-17.51,9.90,28.82,-23.34,-10.23,9.06,8.11,-32.26,-1.55,-4.73,-24.02,84.17,40.03,25.67,-28.40,-8.95
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-9.31,-1.25,,,11.18,,,,5.09,,,,-10.50,,,-5.01,3.02,-7.30,4.61,5.44,12.95,27.57,1.62,-0.75,1.68,18.94,294.75,207.31,162.23,100.51,-59.13,-45.12,-41.82,-76.51,-64.02
CR_sy,,7.29,-11.04,,,-26.18,,,,5.71,,,,3.99,,,1.13,-1.77,1.82,19.86,-4.51,37.46,11.79,-9.94,-12.66,-21.52,-14.89,-27.19,-19.61,3.07,-4.94,24.19,68.86,51.48,11.42,10.21
CR_qq,,,,,,,,,,,,,,-13.65,11.41,-1.24,-0.01,-6.35,0.25,11.45,0.78,0.32,13.22,-11.22,-1.57,2.77,32.43,194.67,-23.37,-12.30,1.26,-39.94,2.89,-7.03,-59.11,-8.02
CR_sq,,,,,,,,,,,,,,-8.70,10.34,-12.67,14.96,-11.32,14.36,2.80,-8.41,27.67,-7.00,-17.18,-11.17,14.71,0.86,-29.15,-1.93,47.07,-6.98,-7.43,33.34,31.93,-31.57,-8.44
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,189.31,124.56,,,-27.67,,,,-1.52,,,,-56.11,,,-10.25,64.14,7.18,14.30,-1.29,31.33,43.10,-22.97,-0.26,78.54,81.96,2452.02,963.44,304.42,256.09,-25.57,77.47,-14.73,-70.02,-92.00
PP_sy,,56.36,-11.09,,,-3.11,,,,-9.04,,,,-45.86,,,17.30,64.14,97.84,97.43,-2.01,-13.43,-31.54,-23.37,-23.13,-43.63,-13.97,7.60,36.25,-8.08,-42.59,-24.24,13.90,202.01,546.40,47.01
PP_qq,,,,,,,,,,,,,,-29.68,55.70,-12.82,-5.98,28.61,1.67,-7.03,-18.80,71.11,10.78,-49.95,5.14,206.28,12.91,601.92,-56.19,16.48,-0.58,46.70,4.47,-44.04,-65.04,-60.84
PP_sq,,,,,,,,,,,,,,30.38,-33.94,-3.24,40.74,82.45,-20.37,-3.44,-30.15,61.19,-37.04,8.09,-29.93,18.20,-3.90,35.19,-11.28,-20.25,-39.99,78.41,33.38,111.47,28.45,-59.42
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-17.51,-15.76,,,25.33,,,,-2.29,,,,-0.10,,,-3.02,-2.59,-7.25,4.27,7.58,6.89,24.25,4.67,-0.08,-7.63,13.67,125.19,147.65,131.12,60.68,-92.58,-94.07,-58.96,-81.29,197.26
RCLR_sy,,-7.87,-23.94,,,7.60,,,,-1.40,,,,-10.92,,,-5.00,-8.00,-1.16,6.40,1.80,11.79,-2.26,3.48,-9.77,-0.76,-19.77,-30.58,-33.12,-12.03,-19.39,-30.34,19.78,62.74,40.92,46.75
RCLR_qq,,,,,,,,,,,,,,-11.75,8.18,0.96,0.61,-11.35,3.00,13.50,3.81,-11.93,19.74,-4.38,-0.91,-18.58,47.34,89.42,8.98,-24.01,2.43,-91.26,-12.81,425.48,-53.29,38.90
RCLR_sq,,,,,,,,,,,,,,-24.27,14.05,-3.36,13.81,-26.66,22.54,4.03,8.89,-19.47,7.15,10.13,-5.05,-11.43,-13.38,-4.70,-8.53,16.50,-20.62,-17.65,57.29,58.28,-31.26,-14.25
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-37.70,-12.71,,,34.85,,10.56,-1.62,31.28,-20.89,-28.05,146.96,-29.70,137.40,132.06,-12.75,12.57,-15.78,9.84,-0.05,40.99,56.42,-3.90,4.05,12.78,81.14,296.41,265.22,223.51,67.52,-43.49,-37.96,-25.81,-109.55,-125.51
KP_sy,,3328.57,-40.62,,,-621.05,,-469.71,-30.30,19.53,-95.87,6.19,63.16,-30.38,66.99,81.29,63.66,35.30,69.01,36.29,19.03,110.52,104.67,-65.47,-401.38,-1076.42,-6909.09,-79.67,37.87,117.49,87.18,21.42,101.18,904.97,-80.21,-89.64
KP_qq,,,,,10.07,130.57,-397.36,-9.41,-2.17,139.50,-373.83,-15.89,137.47,-40.87,45.66,-0.66,1.98,-23.72,8.98,29.57,-7.21,7.61,20.90,-20.40,0.47,16.64,94.18,74.20,-7.44,3.32,0.55,-41.24,1.63,23.54,-112.94,-56.94
KP_sq,,,,,-339.00,51.68,-58.32,-69.63,-0.40,70.15,-285.36,18.76,60.57,-5.63,2.44,53.95,23.43,-88.06,53.27,5.31,2.69,124.42,-79.25,-3454.55,-194.85,52.44,-44.73,11.48,-1.96,113.39,-206.08,-442.71,101.54,11268.75,-119.02,-471.10
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-19.67,-6151.37,,,12.40,,1244.92,-8.34,-22.47,25.11,52.06,-122.65,52.85,-121.62,-115.44,-80.49,-70.20,-25.93,-37.31,45.67,-12.11,-53.97,-33.24,-151.03,-55.24,-108.95,-236.34,-268.34,-2192.53,363.27,-281.20,-210.39,-8.13,26.50,172.54
PKKO_sy,,-24.18,-330.64,,,2.73,,11.80,-5.41,-6.06,-101.71,-88.95,-108.91,58.19,-1003.33,-1118.18,-126.89,-115.00,-108.96,24.72,-10.81,-535.34,106.65,-38.69,-463.62,-445.21,-10681.16,-202.43,-38.21,-35.61,-4.37,-870.11,-35.55,83.90,74.28,94.91
