,2007/Q4,2008/Q4,2009/Q4,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ZNPO_qq,,,,,-7.21,6.93,-3.95,33.88,47.19,-2.50,111.75,282.37,-65.74,-405.43,156.45,-56.49,-85.19,28.26,-10.97,-29.71,91.19,-31.12,22.30,-1.52,19.04,-9.05,-3.01,99.26,30.18,-1122.28,88.71,-81.77,145.11,-15.43
ZNPO_sq,,,,,-24.43,52.43,-54.87,-140.73,13.97,-153.69,60.42,251.89,29.09,-97.66,6298.89,84.84,-64.23,-52.00,-35.12,-26.31,511.67,-27.68,-96.33,4870.42,-10.09,12.70,-3.54,14.39,-85.78,-8.02,853.88,-19.34,21.46,46.12
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,,,,,,,-2436.58,24385.05,-673.12,-497.20,188.80,-83.00,169.72,193.68,1.24,-81.79,-60.30,-85.70,-73.47,-32.17,-42.69,-459.41,-44.62,-317.69,5103.63,-746.67,385.63,-252.86,-100.70,90.11,89.77,108.89
ZFI_sy,,,,,,,,,147.85,88.07,64.15,-20.39,20.74,4.82,14.32,-51.09,-42.73,-55.26,-50.73,146.18,73.89,100.08,117.00,-18.32,-11.22,-36.32,-38.84,-46.46,-53.07,16.14,22.16,151.95,71.94,12.90
ZFI_qq,,,,,,1.97,259.79,-1.50,-746.61,1168.51,-108.42,31.74,244.56,104.57,-65.47,-8.28,56.23,-63.21,-24.69,-66.95,189.78,-5.95,-36.37,-307.25,144.65,-469.70,1620.96,-133.72,125.61,-368.62,96.98,-376.46,591.22,-87.42
ZFI_sq,,,,,,55.85,3.79,89.85,-19.29,18.26,-9.41,-7.93,22.41,2.67,-1.20,-60.61,43.34,-19.80,8.80,96.82,1.25,-7.72,18.00,-25.91,10.05,-33.81,13.33,-35.15,-3.54,63.81,19.20,33.76,-34.17,7.56
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-11.10,-20.94,-5.93,,,,-19.63,4.30,-1.00,,-12.56,-14.01,-18.29,,-11.47,-13.24,-1.26,-1.17,20.14,20.76,3.16,-2.21,-14.94,-9.46,-6.90,-8.01,-17.01,-16.06,-11.56,1.59,19.83,23.70,25.13
DTAR_sy,,0.29,-4.10,10.79,,,,-16.25,-14.01,-7.66,,1.06,-13.27,-10.87,,7.91,13.22,8.36,9.63,-3.06,7.11,2.39,4.00,-5.19,1.83,2.03,2.79,8.94,6.77,7.43,5.61,3.35,-1.59,2.56
DTAR_qq,,,,,-25.76,17.33,,,-3.66,11.37,,,-5.26,5.83,8.13,-18.34,-7.15,20.44,8.23,-0.74,-6.67,2.89,2.60,-13.66,-0.66,5.80,1.38,-22.12,0.48,11.47,16.46,-8.13,3.72,12.76
DTAR_sq,,,,,-5.05,0.54,,,-2.51,7.97,,,-16.33,10.96,-1.87,18.45,-12.22,6.20,-0.72,4.73,-3.01,1.52,0.85,-4.52,4.17,1.72,1.60,1.19,2.10,2.34,-0.12,-0.98,-2.78,6.66
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-55.68,-57.03,-7.55,,,,-39.48,8.03,-0.90,,-20.52,-22.33,-31.80,,-19.17,-20.99,-2.61,-2.09,36.34,35.62,5.00,-4.26,-24.31,-15.45,-11.37,-13.27,-24.68,-23.27,-17.66,2.81,32.26,39.18,45.35
CG_sy,,5.32,-9.36,27.61,,,,-33.51,-36.32,-22.78,,-9.40,-22.33,-23.52,,15.07,30.36,25.35,15.81,5.73,13.89,1.25,3.34,-13.07,-4.89,7.74,3.02,10.13,8.25,13.27,20.10,11.95,6.31,5.65
CG_qq,,,,,-47.78,36.14,,,-6.79,24.89,,,-8.92,9.67,14.26,-29.18,-10.97,35.18,14.87,-1.38,-11.45,4.66,4.74,-22.03,-1.08,9.72,2.49,-32.29,0.77,17.74,27.98,-12.89,6.04,22.96
CG_sq,,,,,-3.85,-5.92,,,-7.92,14.08,,,-21.06,12.34,6.76,21.54,-10.57,8.02,-1.37,10.97,-3.67,-3.96,0.66,-6.65,5.39,8.79,-3.74,-0.21,3.59,13.84,2.06,-6.98,-1.63,13.14
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-64.53,-46.90,9.50,,,,-76.50,-49.63,-35.98,,72.22,99.37,75.15,,70.50,6.87,21.92,-33.64,-14.68,-20.26,-37.21,-18.83,-33.48,-27.17,-17.67,-0.29,6.29,5.30,-9.03,-23.22,-15.63,-16.08,-3.33
LDER_sy,,1.99,-36.88,60.68,,,,-32.10,-5.34,14.52,,-8.00,-13.31,-22.11,,7.70,25.34,45.40,6.62,22.39,-11.80,-18.94,17.41,-18.31,-9.70,-31.04,-22.07,-15.81,7.35,44.47,31.91,32.02,4.48,-4.37
LDER_qq,,,,,-40.12,-9.57,,,28.32,14.94,,,48.54,0.98,34.06,-15.21,-6.90,15.21,-27.03,9.01,-12.98,-9.29,-5.66,-10.66,-4.73,2.54,14.25,-4.77,-5.61,-11.41,-3.57,4.64,-6.12,2.04
LDER_sq,,,,,-27.61,-3.66,,,0.92,16.55,,,-4.90,4.72,-4.76,13.56,10.67,21.48,-30.16,30.35,-20.25,11.64,1.16,-9.30,-11.84,-14.74,14.32,-2.02,12.41,14.75,4.38,-1.93,-11.05,5.04
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,6.76,16.18,-14.11,,,,289.04,237.46,188.72,,-7.44,-21.90,-8.74,,-23.03,12.81,-14.30,36.84,12.34,19.28,47.77,10.52,36.22,26.66,25.69,6.66,-3.65,-7.82,-0.62,19.82,12.14,15.30,-0.34
PZAT_sy,,21.75,-3.62,0.67,,,,3.64,20.21,18.89,,6.23,5.63,16.84,,-4.19,-3.81,-22.44,-14.38,-16.75,6.41,14.17,-1.37,18.11,4.89,-7.97,-7.97,-18.73,-22.88,9.26,5.64,11.13,10.17,-6.67
PZAT_qq,,,,,-0.62,15.87,,,-13.79,-0.87,,,-27.26,15.83,-15.19,7.71,6.61,-12.00,35.42,-11.58,13.19,9.02,1.28,8.99,5.26,8.19,-14.06,-1.55,0.69,16.64,3.62,-7.86,3.53,0.81
PZAT_sq,,,,,-18.50,5.16,,,-5.48,4.01,,,-6.02,15.04,5.38,-15.91,-5.64,-7.24,16.32,-18.23,20.60,-0.47,0.48,-2.08,7.11,-12.68,0.49,-13.53,1.64,23.72,-2.84,-9.05,0.76,4.82
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,38.62,29.18,-4.53,,,,-11.55,-42.83,-44.71,,-29.24,-24.37,-27.50,,-13.73,-15.08,-0.05,-1.51,-0.86,0.37,-2.13,6.72,1.05,-0.24,-8.52,-6.79,-0.39,4.38,9.12,4.37,3.33,1.54,3.90
PELDR_sy,,-36.08,-20.25,11.24,,,,11.52,-6.67,-19.51,,-23.09,-19.42,-9.24,,4.95,-7.89,5.64,-5.68,-3.85,-2.70,6.21,13.83,25.56,14.71,4.43,2.36,-5.44,4.54,-6.87,-4.16,-3.18,-3.85,13.75
PELDR_qq,,,,,45.67,-6.67,,,-5.84,-9.74,,,0.64,-13.47,-4.66,3.91,-0.93,1.85,-6.05,4.58,0.30,-0.69,2.44,-0.97,-0.98,-8.93,4.37,5.83,3.77,-4.79,-0.18,4.78,1.97,-2.58
PELDR_sq,,,,,32.51,-7.13,,,10.90,-19.91,,,16.19,-9.79,6.07,-5.60,1.98,3.45,-5.29,-3.77,3.20,12.93,1.50,6.15,-5.72,2.81,-0.52,-1.94,4.23,-8.41,2.37,-0.94,3.52,8.35
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,10.32,45.23,4.67,,,,0.09,-14.05,-7.44,,17.97,24.50,32.54,,22.01,11.47,6.35,-8.53,-15.08,-15.17,-11.27,-1.79,4.17,1.39,1.70,6.02,11.24,10.29,5.91,-5.14,-11.73,-13.39,-14.32
TSF_sy,,-1.69,-3.07,2.62,,,,3.48,6.57,5.35,,-3.04,-1.88,-1.37,,3.64,2.11,0.85,0.60,3.59,-0.79,-1.97,-1.30,-6.16,-5.25,2.49,-0.49,2.67,2.02,-5.35,-1.14,-7.75,-2.77,-5.62
TSF_qq,,,,,23.80,-15.65,,,6.31,-9.16,,,12.19,-3.29,1.84,10.42,2.49,-7.73,-12.40,2.51,2.39,-3.49,-3.05,8.73,-0.34,-3.20,1.08,14.08,-1.19,-7.05,-9.47,6.16,-3.05,-8.05
TSF_sq,,,,,0.09,0.19,,,3.07,-0.96,,,4.30,-0.44,1.39,-1.56,2.76,-1.67,1.14,1.36,-1.58,-2.85,1.83,-3.63,-0.62,5.09,-1.13,-0.57,-1.26,-2.50,3.26,-7.21,4.08,-5.36
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-13.62,-19.84,-4.77,,,,-18.14,10.78,6.45,,-2.03,-2.31,-3.33,,1.12,-2.70,1.38,-4.20,12.32,11.92,-0.94,-5.23,-13.92,-8.86,-2.72,-3.26,-12.89,-14.08,-12.72,-2.21,12.08,16.14,16.41
ZKO_sy,,2.36,-1.91,22.41,,,,3.22,-5.69,11.69,,-2.46,13.23,18.39,,5.66,13.68,0.99,18.37,13.95,17.67,-7.79,-4.97,-8.24,-10.00,-19.40,-18.04,-6.43,-12.98,23.63,26.11,6.51,12.77,3.23
ZKO_qq,,,,,-27.30,16.03,,,-1.60,11.49,,,-1.87,10.32,11.19,-15.99,-5.58,14.94,5.07,-1.50,-5.92,1.74,0.52,-10.53,-0.39,8.59,-0.03,-19.44,-1.75,10.30,12.01,-7.66,1.81,10.55
ZKO_sq,,,,,-14.87,6.76,,,-22.22,26.44,,,-9.71,32.19,-20.06,10.73,-2.85,17.43,-6.30,6.60,0.32,-7.98,-3.43,2.93,-1.61,-17.58,-1.81,17.51,-8.50,17.09,0.16,-0.74,-3.12,7.19
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,117.64,31.22,-11.63,,,,-3.93,-28.85,-36.47,,-35.38,-34.28,-36.64,,-21.67,-18.61,-3.42,4.12,15.54,17.90,7.35,5.18,-6.14,-3.97,-8.07,-9.79,-14.08,-11.02,-3.43,6.30,18.88,20.99,21.52
OSF_sy,,39.16,0.46,-17.92,,,,-10.10,-38.58,-43.97,,13.10,11.92,12.10,,-0.37,12.86,10.51,12.41,30.43,30.29,6.79,21.18,-7.05,4.31,-8.96,-19.72,0.39,-20.95,3.47,-0.23,-8.78,5.95,20.89
OSF_qq,,,,,21.63,10.63,,,-9.92,-1.21,,,-8.40,-4.75,-1.51,-8.85,-4.83,13.03,6.19,1.15,-2.88,2.91,4.04,-9.74,-0.63,-1.48,2.10,-14.03,2.91,6.92,12.37,-3.85,4.74,7.39
OSF_sq,,,,,27.75,16.34,,,-12.72,6.13,,,-13.63,6.30,4.02,4.32,-2.15,4.08,5.81,21.04,-2.25,-14.70,20.07,-7.16,9.69,-25.55,5.88,16.10,-13.63,-2.55,2.09,6.16,0.32,11.20
NetDebt,258356000000,223588000000,141177000000,129216000000,71254000000,109222000000,,102369000000,108280000000,135601000000,,120142000000,99270000000,122346000000,144616000000,109723000000,90407000000,105873000000,120229000000,117725000000,119129000000,115859000000,121152000000,104318000000,100347000000,112741000000,117197000000,91001000000,82082000000,108464000000,140380000000,117752000000,122832000000,149616000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-26.46,-34.45,37.44,,,,-19.58,9.46,-24.52,,18.73,-20.11,-15.67,,1.95,76.30,51.59,35.85,30.94,16.78,-22.77,-44.39,-58.64,-61.10,-35.48,0.99,-17.29,-29.04,-21.30,-8.91,27.23,62.87,42.23
NetDebtEBITDA_sy,,-9.38,-83.97,1073.15,,,,-3.09,-7.75,7.88,,9.13,-25.69,-43.92,,-13.33,60.56,-35.57,18.99,-22.43,18.64,36.26,-21.83,-12.57,-44.54,55.66,46.95,45.88,43.55,-8.52,-1.25,-5.54,-7.91,12.90
NetDebtEBITDA_qq,,,,,-28.62,74.18,,,-2.85,20.10,,,-34.63,26.79,18.71,3.62,13.04,9.01,6.39,-0.12,0.82,-27.91,-23.39,-25.72,-5.18,19.57,19.91,-39.17,-18.64,32.60,38.79,-15.03,4.15,15.80
NetDebtEBITDA_sq,,,,,-18.84,29.26,,,-22.75,51.16,,,-47.40,14.09,2.10,41.45,-2.55,-54.21,88.55,-7.80,49.05,-47.42,8.18,3.13,-5.45,47.58,2.13,2.37,-6.96,-5.95,10.24,-2.08,-9.30,15.31
DebtFin,88649000000,77431000000,54568000000,38559000000,-8755000000,-11444000000,,-7776000000,1126000000,641000000,,25998000000,34242000000,48706000000,58273000000,59061000000,53988000000,60515000000,61245000000,54174000000,52495000000,44593000000,39036000000,26569000000,29965000000,40692000000,36563000000,31979000000,36487000000,58518000000,67076000000,54992000000,36401000000,43451000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-25.78,-26.84,6.11,,,,-120.47,109.27,103.41,,438.20,2546.91,6997.74,,153.59,205.21,117.64,71.74,11.94,-13.83,-48.00,-64.82,-77.11,-73.64,-39.49,-2.21,14.10,5.64,17.63,39.51,69.09,8.57,-23.43
DebtFinEBITDA_sy,,-10.82,-101.93,9491.46,,,,-17.89,51.21,14.64,,-22.06,-27.34,-55.64,,26.33,17.59,-85.93,-21.54,-55.35,-33.70,262.44,-14.93,-49.56,-43.13,106.00,81.83,320.76,282.64,2.78,44.38,-34.13,-66.12,0.31
DebtFinEBITDA_qq,,,,,-129.39,-48.52,,,113.31,-45.43,,,4.20,46.32,20.16,38.42,25.41,4.34,-5.18,-9.78,-3.46,-37.03,-35.86,-41.28,11.17,44.52,3.65,-31.48,2.92,60.93,22.93,-16.95,-33.91,13.49
DebtFinEBITDA_sq,,,,,-34.97,61.36,,,19.75,22.33,,,11.64,-25.32,1.12,49.83,3.92,-91.07,464.09,-14.74,54.33,-51.17,32.40,-49.45,74.03,76.88,16.86,16.97,58.26,-52.49,64.16,-46.63,-18.60,40.66
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,151.98,63.69,-7.19,,,,17.35,-35.77,-40.32,,-34.03,-32.74,-34.46,,-22.54,-16.35,-4.72,8.69,2.86,5.35,8.36,10.99,9.03,5.37,-5.50,-6.75,-1.37,3.56,10.66,8.70,6.07,4.17,4.40
SP1_sy,,-20.60,4.01,-9.69,,,,12.61,1.21,-12.79,,-12.96,-5.31,-2.00,,-0.72,-5.54,3.59,-13.51,-17.36,-15.75,-4.18,2.33,31.47,24.20,14.86,18.36,8.09,1.73,-7.44,-12.33,-10.56,-9.82,-4.68
SP1_qq,,,,,67.28,-4.65,,,-8.45,-11.40,,,-6.66,-13.66,-11.42,8.51,0.79,-1.65,1.05,2.70,3.23,1.15,3.51,0.88,-0.24,-9.28,2.14,6.70,4.74,-3.06,0.34,4.12,2.87,-2.85
SP1_sq,,,,,15.69,-1.00,,,3.97,-14.69,,,13.11,-11.71,11.00,-10.43,7.62,-3.17,-7.33,-14.42,9.71,10.12,-1.03,9.95,3.65,1.84,1.99,0.41,-2.45,-7.34,-3.40,2.44,-1.65,-2.05
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,38.62,29.18,-4.53,,,,-11.55,-42.83,-44.71,,-29.24,-24.37,-27.50,,-13.73,-15.08,-0.05,-1.51,-0.86,0.37,-2.13,6.72,1.05,-0.24,-8.52,-6.79,-0.39,4.38,9.12,4.37,3.33,1.54,3.90
SP2_sy,,-31.89,-20.15,11.24,,,,3.07,-19.15,-22.86,,-18.97,-13.18,-6.18,,7.76,-1.31,3.61,0.59,-5.37,-2.70,2.99,8.14,20.33,13.95,5.57,2.67,-0.01,3.48,-4.54,-5.21,-11.91,-11.90,-3.50
SP2_qq,,,,,45.67,-6.67,,,-5.84,-9.74,,,0.64,-13.47,-4.66,3.91,-0.93,1.85,-6.05,4.58,0.30,-0.69,2.44,-0.97,-0.98,-8.93,4.37,5.83,3.77,-4.79,-0.18,4.78,1.97,-2.58
SP2_sq,,,,,32.51,-7.13,,,3.95,-11.39,,,11.37,-4.24,0.39,0.65,2.00,0.53,-2.54,-5.31,4.88,6.41,2.33,5.37,-0.68,-1.42,-0.47,2.62,2.78,-9.06,-1.17,-4.64,2.79,-0.39
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,65.77,60.33,286.44,,,,85.09,-48.73,-33.47,,-62.49,11.44,-28.93,,-20.15,-34.58,53.69,10.94,175.79,-45.99,-25.74,20.73,-20.97,83.36,-55.51,-9.74,-4.17,28.60,-21.36,-67.06,-55.72,-52.63,-9.47
CAR_sy,,-48.61,-50.09,43.22,,,,-6.97,2.00,7.64,,-10.82,-25.41,-44.84,,20.27,6.06,59.96,9.75,12.84,-33.83,-9.55,24.54,1.27,-0.64,3.18,8.04,39.80,108.65,29.73,1.97,-5.89,-9.36,-12.65
CAR_qq,,,,,202.85,-32.80,,,-16.11,-12.80,,,149.21,-44.39,-7.06,-38.01,104.19,30.65,-32.92,54.11,-60.01,79.63,9.07,0.88,-7.22,-56.42,121.27,7.10,24.51,-73.35,-7.31,43.97,33.19,-49.07
CAR_sq,,,,,66.36,-18.06,,,82.41,-13.53,,,52.58,-36.05,11.68,10.38,34.55,-3.56,-23.37,13.48,-21.09,31.82,5.51,-7.72,-22.58,36.89,10.47,19.40,15.55,-14.88,-13.16,10.20,11.29,-17.97
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,0.87,40.79,153.40,,,,59.50,-48.65,-32.37,,-49.20,23.65,10.68,,25.46,-12.40,46.09,48.11,73.04,-3.34,-20.14,14.56,-3.86,27.04,-14.31,-12.67,0.18,15.50,-9.40,-24.17,14.59,-8.77,39.58
QR_sy,,-56.69,9.22,3.41,,,,-9.89,-3.61,-7.14,,16.32,22.05,0.42,,-5.77,-3.87,-6.53,-11.17,14.79,-16.47,13.16,20.11,-2.74,-24.23,-11.91,-1.22,8.73,63.45,28.04,52.87,-3.05,-15.69,-19.07
QR_qq,,,,,170.25,-31.38,,,-13.00,-9.63,,,111.77,-19.10,-23.17,-4.68,47.87,34.91,-22.11,11.36,-17.40,11.47,11.74,-6.55,9.14,-24.81,13.87,7.21,25.83,-41.03,-4.68,62.01,0.18,-9.77
QR_sq,,,,,28.27,-1.58,,,37.22,-5.19,,,43.98,-21.99,-20.74,5.85,46.89,-24.16,-24.67,36.79,6.89,2.74,-20.05,10.76,-16.72,19.44,-10.34,21.92,25.18,-6.43,7.05,-22.68,8.86,-10.19
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,8.39,32.74,11.95,,,,-3.02,-29.29,-14.90,,20.48,45.56,41.57,,57.28,35.90,16.35,-16.81,-37.31,-40.80,-25.70,-0.94,9.61,2.84,0.01,8.90,38.07,36.11,19.01,-7.38,-28.75,-31.01,-24.39
CR_sy,,-5.01,7.78,-27.63,,,,9.78,6.25,8.35,,-12.95,29.96,14.26,,4.50,-9.20,-4.12,-7.00,-20.75,-31.60,-1.44,-1.36,41.37,-0.44,-3.52,4.54,-9.11,11.49,-14.00,-13.12,-11.67,-8.69,-1.38
CR_qq,,,,,46.65,-26.60,,,6.92,-11.65,,,29.17,-14.07,0.46,41.05,11.61,-26.43,-28.18,6.30,5.39,-7.65,-4.24,17.62,-1.12,-10.19,4.27,49.12,-2.52,-21.48,-18.85,14.72,-5.61,-13.95
CR_sq,,,,,10.86,-15.19,,,7.30,-13.52,,,60.18,-23.97,-2.14,-12.33,39.19,-19.71,-5.08,-25.29,20.14,15.69,-5.00,7.07,-15.39,12.10,2.94,-6.91,3.78,-13.52,3.99,-5.36,7.28,-6.60
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,59.31,60.33,311.86,,,,73.66,-50.09,-35.23,,-62.49,11.44,-28.93,,9.73,-10.98,118.96,86.32,150.32,-16.97,-24.04,3.19,-18.42,33.92,-12.94,-13.93,-8.66,22.56,-17.53,-30.17,10.90,-19.83,35.61
PP_sy,,-52.75,-20.06,12.82,,,,-13.49,-9.65,1.25,,0.90,-12.95,-25.27,,7.23,36.13,101.23,-3.26,11.40,-37.73,-27.32,32.86,1.17,-5.55,-10.34,-1.40,25.24,77.49,9.92,4.41,-0.95,-15.82,-1.13
PP_qq,,,,,191.89,-32.81,,,-16.11,-12.80,,,149.21,-44.39,-7.06,-14.81,102.19,36.79,-20.92,14.45,-32.93,25.14,7.43,-9.52,10.09,-18.64,6.20,-3.97,47.72,-45.26,-10.08,52.50,6.79,-7.40
PP_sq,,,,,48.84,-22.37,,,55.44,-13.01,,,34.10,-25.33,10.32,-2.94,70.26,10.38,-46.97,11.77,-4.83,28.84,-3.06,-14.89,-11.15,22.31,6.61,8.11,25.91,-24.26,1.27,2.56,7.01,-11.04
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-22.74,24.94,-14.57,,,,-13.26,-35.10,-10.34,,86.65,111.63,230.99,,58.00,-17.74,-40.94,-25.35,-37.45,52.75,-2.95,69.20,79.47,11.67,-18.99,-8.99,23.17,-3.44,20.87,-7.57,21.73,28.97,49.66
RCLR_sy,,-38.87,-22.44,16.80,,,,-30.68,-1.90,-28.72,,45.63,-4.12,-3.32,,-18.24,-16.73,-19.80,-11.07,30.63,18.32,78.13,28.75,13.95,14.98,-29.73,4.06,-18.78,-31.26,-27.09,0.73,-7.71,60.25,55.83
RCLR_qq,,,,,58.95,-18.01,,,18.93,13.27,,,34.85,77.15,-42.46,14.95,-29.79,27.20,-27.28,-3.68,71.45,-19.19,26.78,2.17,6.67,-41.37,42.44,38.27,-16.37,-26.62,8.92,82.10,-11.39,-14.85
RCLR_sq,,,,,23.19,23.49,,,74.34,-10.27,,,14.79,-9.53,-2.70,-19.09,16.91,-12.86,7.89,18.85,5.89,31.19,-22.02,5.19,6.84,-19.83,15.49,-17.91,-9.57,-14.96,59.56,-24.78,57.02,-17.31
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,29.16,57.58,10.83,,,,-4.61,-24.62,-19.92,,3.92,11.43,11.42,,9.51,0.02,5.37,-8.88,-15.32,-14.60,-12.49,2.42,4.90,1.13,-4.28,1.32,11.17,13.67,13.25,-1.81,-9.28,-12.13,-11.75
KP_sy,,-0.72,-21.25,-41.36,,,,-0.33,26.85,1.17,,-25.35,-15.11,-1.55,,28.98,-5.27,3.31,6.60,-9.43,-49.39,-13.16,-1.39,23.67,115.95,30.15,17.66,48.85,19.49,-45.07,-40.67,-44.24,-36.68,54.38
KP_qq,,,,,31.64,-16.52,,,4.04,-11.32,,,11.55,-11.32,-2.49,13.52,1.88,-6.57,-15.67,5.49,2.75,-4.26,-1.30,8.05,-0.95,-9.39,4.48,18.56,1.28,-9.72,-9.41,9.53,-1.90,-9.33
KP_sq,,,,,18.93,3.77,,,51.36,-17.24,,,72.12,-4.02,-3.15,-19.39,26.42,4.68,-0.06,-31.52,-29.36,79.62,13.47,-14.11,23.35,8.26,2.58,8.66,-0.98,-50.23,10.80,2.12,12.45,21.33
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,26.89,15.19,58.86,,,,20.10,-39.54,-43.22,,-23.59,-24.39,-28.35,,-4.94,3.63,26.39,18.92,23.39,27.27,4.25,1.26,-24.35,-33.36,-27.78,-6.16,15.96,29.41,33.89,19.96,15.08,9.96,-4.29
PKKO_sy,,-5.51,4.60,-34.66,,,,49.67,86.79,-5.36,,-18.06,0.30,2.10,,-22.00,-19.95,-24.76,-30.61,-8.39,-53.27,43.50,-2.89,11.46,74.07,-49.47,-29.99,-30.48,-36.92,23.41,19.96,19.36,14.21,-11.41
PKKO_qq,,,,,91.93,-2.73,,,-3.39,-8.65,,,-4.40,-13.43,-1.51,16.62,4.22,5.58,-7.33,21.00,7.50,-13.52,-9.99,-9.60,-5.30,-6.27,16.95,11.71,5.68,-3.03,4.78,7.17,0.98,-15.59
PKKO_sq,,,,,-11.55,35.20,,,10.38,-31.50,,,35.11,-30.27,24.67,-33.59,38.65,-34.45,14.97,-12.33,-29.27,101.28,-22.20,0.62,10.47,-41.57,7.79,-0.09,0.24,14.31,4.78,-0.58,-4.09,-11.34
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,41.93,43.01,-29.27,,,,0.93,33.72,45.68,44.80,11.68,13.51,-11.91,-3.43,-16.65,-21.97,24.56,16.62,13.25,-20.17,-33.98,-35.11,-23.42,7.77,3.41,3.78,11.35,22.74,19.40,10.88,-19.05,-40.62,-45.43
RN_sy,,5.91,53.31,-16.96,,,,-3.70,-1.03,15.98,11.20,68.60,86.53,61.32,-17.16,-26.94,-55.46,-52.82,-18.35,22.28,42.32,32.00,9.98,-3.29,-6.37,27.56,36.45,19.04,20.89,-14.27,-10.16,-16.78,-9.11,-8.07
RN_qq,,,,,-18.73,-5.98,-1.24,33.75,7.68,2.43,-1.83,3.15,9.45,-20.51,7.61,-10.97,2.46,26.89,0.75,-13.54,-27.78,4.93,-0.97,2.04,1.63,0.69,-0.62,9.49,12.02,-2.05,-7.71,-20.06,-17.82,-9.99
RN_sq,,,,,5.54,0.52,28.85,-29.55,8.46,17.79,23.54,6.82,19.99,1.87,-36.56,-5.79,-26.84,7.91,9.79,41.08,-14.85,0.08,-8.52,24.06,-17.56,36.35,-2.14,8.22,-16.28,-3.30,2.55,0.25,-8.57,-2.19
CRN,28000,20000,14000,20000,24000,26000,26000,19000,18000,18000,18000,17000,16000,20000,19000,21000,20000,16000,16000,18000,25000,24000,24000,24000,24000,23000,24000,22000,19000,20000,21000,27000,32000,36000
CRN_yy,,-28.57,-30.00,42.86,,,,-5.00,-25.00,-30.77,-30.77,-10.53,-11.11,11.11,5.56,23.53,25.00,-20.00,-15.79,-14.29,25.00,50.00,50.00,33.33,-4.00,-4.17,,-8.33,-20.83,-13.04,-12.50,22.73,68.42,80.00
CRN_sy,,-11.64,-36.43,31.71,,,,6.02,3.38,8.64,-12.18,-41.48,-47.66,-37.50,25.55,26.87,82.14,97.27,-1.16,-11.76,-28.92,-23.04,2.35,2.67,10.34,-18.56,,-15.58,-9.38,14.71,13.97,20.00,14.48,12.18
